assay_id,assay_organism,tid,chembl_id,variant_id,src_id,bao_format,assay_type,assay_tax_id,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_strain,assay_tissue
4396,Rattus norvegicus,22226,CHEMBL857855,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,,,,Liver
4397,Rattus norvegicus,22226,CHEMBL619845,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,,,,Liver
4398,Rattus norvegicus,22226,CHEMBL619846,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,,,,Liver
4399,Rattus norvegicus,22226,CHEMBL619847,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,,,,Liver
4400,Rattus norvegicus,22226,CHEMBL619848,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,,,,Liver
4401,Rattus norvegicus,22226,CHEMBL620893,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,,,,Liver
4402,Rattus norvegicus,22226,CHEMBL620894,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,,,,Liver
4403,Rattus norvegicus,22226,CHEMBL620895,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,,,,Liver
4404,Rattus norvegicus,22226,CHEMBL620896,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,,,,Liver
4405,Rattus norvegicus,22226,CHEMBL620897,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,,,,Liver
4406,Rattus norvegicus,22226,CHEMBL620898,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,,,,Liver
4407,Rattus norvegicus,22226,CHEMBL620899,,1,BAO_0000251,B,10116.0,U,Autocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,,,,Liver
4408,Cercopithecidae,22224,CHEMBL620900,,1,BAO_0000218,A,9527.0,U,Autocuration,347,The apparent total plasma clearance in monkey,In vivo,,,Plasma
4409,Cercopithecidae,22224,CHEMBL620901,,1,BAO_0000218,A,9527.0,U,Autocuration,3341,Compound was evaluated for Hepatic clearance in monkey,In vivo,,,
4410,Cercopithecidae,22224,CHEMBL620902,,1,BAO_0000218,A,9527.0,U,Autocuration,17853,Lower clearance in monkey (i.v.) at 0.5 mpk,In vivo,,,
4411,Cercopithecidae,22224,CHEMBL620903,,1,BAO_0000218,A,9527.0,U,Autocuration,4514,Plasma clearance in rhesus monkey,In vivo,,,
4412,Cercopithecidae,22224,CHEMBL620904,,1,BAO_0000218,A,9527.0,U,Autocuration,6062,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,In vivo,,,
4413,Cercopithecidae,22224,CHEMBL620905,,1,BAO_0000218,A,9527.0,U,Autocuration,6821,Plasma clearance of compound was determined in monkey,In vivo,,,
4414,Cercopithecidae,22224,CHEMBL620906,,1,BAO_0000218,A,9527.0,U,Autocuration,6057,Plasma clearance was calculated in rhesus monkey,In vivo,,,
4415,Cercopithecidae,22224,CHEMBL875420,,1,BAO_0000218,A,9527.0,U,Autocuration,5145,Plasma clearance in rhesus monkey,In vivo,,,
4416,Cercopithecidae,22224,CHEMBL620907,,1,BAO_0000218,A,9527.0,U,Autocuration,6641,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,,,
4417,Cercopithecidae,22224,CHEMBL620908,,1,BAO_0000218,A,9527.0,U,Autocuration,5472,Plasma clearance was evaluated in rhesus,In vivo,,,
4418,Cercopithecidae,22224,CHEMBL620909,,1,BAO_0000218,A,9527.0,U,Autocuration,4257,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,In vivo,,,
4419,Cercopithecidae,22224,CHEMBL620910,,1,BAO_0000218,A,9527.0,U,Autocuration,5546,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,In vivo,,,
4420,Cercopithecidae,22224,CHEMBL620911,,1,BAO_0000218,A,9527.0,U,Autocuration,5334,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),In vivo,,,
4421,Cercopithecidae,22224,CHEMBL620912,,1,BAO_0000218,A,9527.0,U,Autocuration,5334,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),In vivo,,,
4422,Cercopithecidae,22224,CHEMBL620913,,1,BAO_0000218,A,9527.0,U,Autocuration,17509,Cmax 24 hr after 2 mg/kg oral administration in monkeys,In vivo,,,
4423,Cercopithecidae,22224,CHEMBL620914,,1,BAO_0000218,A,9527.0,U,Autocuration,6535,Cmax in monkey after administration of 1 mg/kg iv,In vivo,,,
4424,Cercopithecidae,22224,CHEMBL620915,,1,BAO_0000218,A,9527.0,U,Autocuration,5668,Cmax was determine after peroral administration at 10 mpk in Rhesus,In vivo,,,
4425,Cercopithecidae,22224,CHEMBL620916,,1,BAO_0000218,A,9527.0,U,Autocuration,5922,Cmax in cynomolgus monkey by iv administration,In vivo,,,
4426,Cercopithecidae,22224,CHEMBL620917,,1,BAO_0000218,A,9527.0,U,Autocuration,5922,Cmax in cynomolgus monkey by po administration,In vivo,,,
4427,Cercopithecidae,22224,CHEMBL620918,,1,BAO_0000218,A,9527.0,U,Autocuration,6078,Cmax value evaluated in monkey,In vivo,,,
4428,Cercopithecidae,22224,CHEMBL620919,,1,BAO_0000218,A,9527.0,U,Autocuration,2661,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,In vivo,,,
4429,Cercopithecidae,22224,CHEMBL620920,,1,BAO_0000218,A,9527.0,U,Autocuration,3249,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,In vivo,,,Plasma
4430,Cercopithecidae,22224,CHEMBL620921,,1,BAO_0000218,A,9527.0,U,Autocuration,3249,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,In vivo,,,Plasma
4431,Cercopithecidae,22224,CHEMBL620922,,1,BAO_0000218,A,9527.0,U,Autocuration,5553,Maximal plasma concentration in squirrel monkeys,In vivo,,,Plasma
4432,Cercopithecidae,22224,CHEMBL620923,,1,BAO_0000218,A,9527.0,U,Autocuration,1916,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,In vivo,,,
4433,Cercopithecidae,22224,CHEMBL620924,,1,BAO_0000218,A,9527.0,U,Autocuration,6227,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,In vivo,,,Plasma
4434,Cercopithecidae,22224,CHEMBL620925,,1,BAO_0000218,A,9527.0,U,Autocuration,4809,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,,,
4435,Cercopithecidae,22224,CHEMBL620926,,1,BAO_0000218,A,9527.0,U,Autocuration,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,In vivo,,,
4436,Cercopithecidae,22224,CHEMBL620927,,1,BAO_0000218,A,9527.0,U,Autocuration,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,In vivo,,,
4437,Cercopithecidae,22224,CHEMBL620928,,1,BAO_0000218,A,9527.0,U,Autocuration,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,In vivo,,,
4438,Cercopithecidae,22224,CHEMBL620929,,1,BAO_0000218,A,9527.0,U,Autocuration,5355,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,In vivo,,,
4439,Cercopithecidae,22224,CHEMBL620930,,1,BAO_0000218,A,9527.0,U,Autocuration,6221,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,In vivo,,,Plasma
4440,Cercopithecidae,22224,CHEMBL620931,,1,BAO_0000218,A,9527.0,U,Autocuration,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,,,,
4441,Cercopithecidae,22224,CHEMBL620932,,1,BAO_0000218,A,9527.0,U,Autocuration,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,,,,
4442,monkey,22224,CHEMBL620933,,1,BAO_0000218,A,9443.0,U,Autocuration,4257,Absolute bioavailability was evaluated in monkey,In vivo,,,
4443,monkey,22224,CHEMBL620934,,1,BAO_0000218,A,9443.0,U,Autocuration,6221,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,In vivo,,,
4444,monkey,22224,CHEMBL620935,,1,BAO_0000218,A,9443.0,U,Autocuration,17667,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,In vivo,,,
4445,Macaca mulatta,22224,CHEMBL620936,,1,BAO_0000218,A,9544.0,U,Autocuration,17267,Bioavailability of compound was determined in rhesus monkey,In vivo,,,
4446,marmosets,22224,CHEMBL620937,,1,BAO_0000218,A,38020.0,U,Autocuration,4256,Bioavailability determined after oral administration in marmoset,In vivo,,,
4447,Macaca fascicularis,22224,CHEMBL620938,,1,BAO_0000218,A,9541.0,U,Autocuration,4256,Oral bioavailability in cynomolgus monkey,In vivo,,,
4448,monkey,22224,CHEMBL620939,,1,BAO_0000218,A,9443.0,U,Autocuration,17853,Bioavailability in monkey (p.o.) at 2.0 mpk,In vivo,,,
4449,monkey,22224,CHEMBL620940,,1,BAO_0000218,A,9443.0,U,Autocuration,16365,Bioavailability was evaluated after oral administration in monkey,In vivo,,,
4450,Macaca fascicularis,22224,CHEMBL620941,,1,BAO_0000218,A,9541.0,U,Autocuration,1916,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,In vivo,,,
4451,Macaca mulatta,22224,CHEMBL620942,,1,BAO_0000218,A,9544.0,U,Autocuration,5334,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),In vivo,,,
4452,Macaca mulatta,22224,CHEMBL620943,,1,BAO_0000218,A,9544.0,U,Autocuration,5334,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),In vivo,,,
4453,monkey,22224,CHEMBL620944,,1,BAO_0000218,A,9443.0,U,Autocuration,17592,Bioavailability of the compound was determined in monkey,In vivo,,,
4454,Saimiri sciureus,22224,CHEMBL620945,,1,BAO_0000218,A,9521.0,U,Autocuration,1399,Bioavailability in squirrel monkey (dose 5 mg/kg),In vivo,,,
4455,monkey,22224,CHEMBL620946,,1,BAO_0000218,A,9443.0,U,Autocuration,4809,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,,,
4456,monkey,22224,CHEMBL620947,,1,BAO_0000218,A,9443.0,U,Autocuration,3341,Oral bioavailability in monkey,In vivo,,,
4457,Saimiri sciureus,22224,CHEMBL620948,,1,BAO_0000218,A,9521.0,U,Autocuration,64,Compound was tested for bioavailability in squirrel monkey,In vivo,,,
4458,Macaca mulatta,22224,CHEMBL620949,,1,BAO_0000218,A,9544.0,U,Autocuration,5005,Oral bioavailability in Rhesus monkey,In vivo,,,
4459,Macaca mulatta,22224,CHEMBL620950,,1,BAO_0000218,A,9544.0,U,Autocuration,5005,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),In vivo,,,
4460,Macaca fascicularis,22224,CHEMBL620951,,1,BAO_0000218,A,9541.0,U,Autocuration,5237,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,In vivo,,,
4461,Macaca fascicularis,22224,CHEMBL620952,,1,BAO_0000218,A,9541.0,U,Autocuration,5237,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,In vivo,,,
4462,monkey,22224,CHEMBL875421,,1,BAO_0000218,A,9443.0,U,Autocuration,5302,Oral bioavailability in monkey (dose 5 mg/kg),In vivo,,,
4463,monkey,22224,CHEMBL620953,,1,BAO_0000218,A,9443.0,U,Autocuration,17667,Oral bioavailability of compound at 5 mg/kg in monkey,In vivo,,,
4464,Canis lupus familiaris,50588,CHEMBL873491,,1,BAO_0000218,A,9615.0,N,Intermediate,6161,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,In vivo,,,
4465,Canis lupus familiaris,50588,CHEMBL620954,,1,BAO_0000218,A,9615.0,N,Intermediate,6161,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,In vivo,,,
4466,Canis lupus familiaris,50588,CHEMBL620955,,1,BAO_0000218,A,9615.0,N,Intermediate,3854,Plasma half life determined,,,,Plasma
4467,Canis lupus familiaris,50588,CHEMBL618097,,1,BAO_0000218,A,9615.0,N,Intermediate,993,Plasma half life in dog,,,,Plasma
4468,Canis lupus familiaris,50588,CHEMBL618268,,1,BAO_0000218,A,9615.0,N,Intermediate,4514,Plasma half-life in Beagle dogs,,,,Plasma
4469,Canis lupus familiaris,50588,CHEMBL618269,,1,BAO_0000218,A,9615.0,N,Intermediate,5334,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),In vivo,,,Plasma
4470,Canis lupus familiaris,50588,CHEMBL618270,,1,BAO_0000218,A,9615.0,N,Intermediate,5334,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),In vivo,,,Plasma
4471,Canis lupus familiaris,50588,CHEMBL618271,,1,BAO_0000218,A,9615.0,N,Intermediate,1466,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,In vivo,,,
4472,Canis lupus familiaris,50588,CHEMBL873493,,1,BAO_0000218,A,9615.0,N,Intermediate,1466,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,In vivo,,,
4473,Canis lupus familiaris,50588,CHEMBL621031,,1,BAO_0000218,A,9615.0,N,Intermediate,5313,Tested for the half life period in dog,,,,
4474,Canis lupus familiaris,50588,CHEMBL621032,,1,BAO_0000218,A,9615.0,N,Intermediate,5313,Tested for the half life period in dog at dosage of 10 mpk,In vivo,,,
4475,Canis lupus familiaris,50588,CHEMBL621033,,1,BAO_0000218,A,9615.0,N,Intermediate,3880,The compound was tested for half life in dog,,,,
4476,Canis lupus familiaris,50588,CHEMBL621034,,1,BAO_0000218,A,9615.0,N,Intermediate,3639,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",,,,Plasma
4477,Canis lupus familiaris,50588,CHEMBL621035,,1,BAO_0000218,A,9615.0,N,Intermediate,3880,The half life was determined,,,,
4478,Canis lupus familiaris,50588,CHEMBL621036,,1,BAO_0000218,A,9615.0,N,Intermediate,3918,The plasma half-life in dogs,,,,Plasma
4479,Canis lupus familiaris,50588,CHEMBL621037,,1,BAO_0000218,A,9615.0,N,Intermediate,16452,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,,,,Plasma
4480,Canis lupus familiaris,50588,CHEMBL619812,,1,BAO_0000218,A,9615.0,N,Intermediate,17796,Half life in dog,,,,
4481,Canis lupus familiaris,50588,CHEMBL619813,,1,BAO_0000218,A,9615.0,N,Intermediate,5983,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,In vivo,,,
4482,Canis lupus familiaris,50588,CHEMBL873335,,1,BAO_0000218,A,9615.0,N,Intermediate,1466,tmax upon peroral administration of 10.0 mg/Kg dose in dog,In vivo,,,
4483,Canis lupus familiaris,50588,CHEMBL619814,,1,BAO_0000218,A,9615.0,N,Intermediate,16456,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,In vivo,,,
4484,Mustela putorius furo,50506,CHEMBL619815,,1,BAO_0000218,A,9669.0,N,Expert,6113,Cmax in ferrets after 30 mg/kg oral dose,In vivo,,,
4485,Mustela putorius furo,50506,CHEMBL619816,,1,BAO_0000218,F,9669.0,N,Expert,6113,Emesis in ferrets at 30 mg/kg oral dose,In vivo,,,
4486,Macaca fascicularis,22224,CHEMBL619817,,1,BAO_0000218,A,9541.0,U,Autocuration,17796,Bioavailability in cynomolgus monkey,In vivo,,,
4487,Macaca fascicularis,100710,CHEMBL619818,,1,BAO_0000218,A,9541.0,N,Intermediate,17796,Volume of distribution in cynomolgus,In vivo,,,
4488,Cavia porcellus,22224,CHEMBL619819,,1,BAO_0000218,A,10141.0,U,Autocuration,5308,AUC tested in guinea pig when 3 mg/kg dose was given perorally,,,,Plasma
4489,Cavia porcellus,22224,CHEMBL619820,,1,BAO_0000218,A,10141.0,U,Autocuration,4877,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,,,,
4490,Cavia porcellus,22224,CHEMBL875419,,1,BAO_0000218,A,10141.0,U,Autocuration,4876,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",,,,
4491,Cavia porcellus,22224,CHEMBL619821,,1,BAO_0000218,A,10141.0,U,Autocuration,4878,AUC in guinea pig after 3mg/kg oral dose,In vivo,,,Plasma
4492,Cavia porcellus,22224,CHEMBL619822,,1,BAO_0000218,A,10141.0,U,Autocuration,5308,Bioavailability in guinea pig was tested,In vivo,,,
4493,Cavia porcellus,22224,CHEMBL619823,,1,BAO_0000218,A,10141.0,U,Autocuration,4877,Tested for oral bioavailability in guinea pig at 5 mg/kg,In vivo,,,
4494,Cavia porcellus,22224,CHEMBL619824,,1,BAO_0000218,A,10141.0,U,Autocuration,4876,Tested for the oral bioavailability of the compound,In vivo,,,
4495,Cavia porcellus,22224,CHEMBL619825,,1,BAO_0000218,A,10141.0,U,Autocuration,4876,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,In vivo,,,
4496,Cavia porcellus,22224,CHEMBL619826,,1,BAO_0000218,A,10141.0,U,Autocuration,5308,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,In vivo,,,
4497,Cavia porcellus,22224,CHEMBL619827,,1,BAO_0000218,A,10141.0,U,Autocuration,4877,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,In vivo,,,Lung
4498,Cavia porcellus,22224,CHEMBL618167,,1,BAO_0000218,A,10141.0,U,Autocuration,4878,Cmax in guinea pig after 3mg/kg oral dose,In vivo,,,
4499,Cavia porcellus,22224,CHEMBL618168,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,,,,Blood
4500,Cavia porcellus,22224,CHEMBL618169,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,,,,Brain
4501,Cavia porcellus,22224,CHEMBL618170,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,,,,
4502,Cavia porcellus,22224,CHEMBL618171,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,,,,Intestine
4503,Cavia porcellus,22224,CHEMBL618172,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,,,,Kidney
4504,Cavia porcellus,22224,CHEMBL618173,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,,,,Liver
4505,Cavia porcellus,22224,CHEMBL618174,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,,,,
4506,Cavia porcellus,22224,CHEMBL875408,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,,,,Spleen
4507,Cavia porcellus,22224,CHEMBL839827,,1,BAO_0000218,A,10141.0,U,Autocuration,14465,Elimination T1/2 in Guinea pig (PO dose),In vivo,,,
4508,Cavia porcellus,22224,CHEMBL618175,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Partition coefficient was measured as -log (counts per min ),,,,
4509,Cavia porcellus,22224,CHEMBL618176,,1,BAO_0000218,A,10141.0,U,Autocuration,611,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,In vivo,,,
4510,Cavia porcellus,22224,CHEMBL618177,,1,BAO_0000218,A,10141.0,U,Autocuration,611,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,In vivo,,,
4511,Cavia porcellus,22224,CHEMBL618178,,1,BAO_0000218,A,10141.0,U,Autocuration,14465,Elimination T1/2 in Guinea pig (PO dose),In vivo,,,
4512,Cavia porcellus,22224,CHEMBL618179,,1,BAO_0000218,A,10141.0,U,Autocuration,4876,"Tested for the half life period of the compound, intravenously",In vivo,,,
4513,Cavia porcellus,22224,CHEMBL873489,,1,BAO_0000019,A,10141.0,U,Autocuration,5689,Half-life was measured,,,,
4514,Cavia porcellus,22224,CHEMBL618180,,1,BAO_0000019,A,10141.0,U,Autocuration,7515,The time required for onset of inotropy after addition of a single dose of delta F75,,,,
4515,Cavia porcellus,22224,CHEMBL618181,,1,BAO_0000218,A,10141.0,U,Autocuration,17667,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,In vivo,,,
4516,Cavia porcellus,22224,CHEMBL618182,,1,BAO_0000218,A,10141.0,U,Autocuration,17667,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,In vivo,,,
4517,Cricetulus griseus,22224,CHEMBL618183,,1,BAO_0000218,A,10029.0,U,Autocuration,4727,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,In vivo,,,
4518,Mus musculus,50594,CHEMBL618184,,1,BAO_0000218,A,10090.0,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,In vivo,,,
4519,Mus musculus,50594,CHEMBL618185,,1,BAO_0000218,A,10090.0,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,In vivo,,,
4520,Mus musculus,50594,CHEMBL618186,,1,BAO_0000218,A,10090.0,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,In vivo,,,
4521,Mus musculus,50594,CHEMBL618187,,1,BAO_0000218,A,10090.0,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,In vivo,,,
4522,Mus musculus,50594,CHEMBL618188,,1,BAO_0000218,A,10090.0,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,In vivo,,,
4523,Mus musculus,50594,CHEMBL875409,,1,BAO_0000218,A,10090.0,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,In vivo,,,
4524,Mus musculus,50594,CHEMBL618189,,1,BAO_0000218,A,10090.0,N,Intermediate,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,In vivo,,,
4525,Mus musculus,50594,CHEMBL618190,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,In vivo,,,Blood
4526,Mus musculus,50594,CHEMBL618191,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,In vivo,,,Blood
4527,Mus musculus,50594,CHEMBL618192,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,In vivo,,,Blood
4528,Mus musculus,50594,CHEMBL618193,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,In vivo,,,Bone
4529,Mus musculus,50594,CHEMBL618194,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,In vivo,,,Bone
4530,Mus musculus,50594,CHEMBL618195,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,In vivo,,,Bone
4531,Mus musculus,50594,CHEMBL618196,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,In vivo,,,Brain
4532,Mus musculus,50594,CHEMBL618197,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,In vivo,,,Brain
4533,Mus musculus,50594,CHEMBL618198,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,In vivo,,,Brain
4534,Mus musculus,50594,CHEMBL618199,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,In vivo,,,Heart
4535,Mus musculus,50594,CHEMBL618200,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,In vivo,,,Heart
4536,Mus musculus,50594,CHEMBL618201,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,In vivo,,,Heart
4537,Mus musculus,50594,CHEMBL618202,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,In vivo,,,Intestine
4538,Mus musculus,50594,CHEMBL618203,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,In vivo,,,Intestine
4539,Mus musculus,50594,CHEMBL618204,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,In vivo,,,Intestine
4540,Mus musculus,50594,CHEMBL618205,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,In vivo,,,Kidney
4541,Mus musculus,50594,CHEMBL618206,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,In vivo,,,Kidney
