assay_id,assay_organism,tid,tissue_id,assay_category,src_id,assay_test_type,src_assay_id,curated_by,doc_id,description,assay_subcellular_fraction,relationship_type,assay_cell_type,assay_type,assay_strain,assay_tax_id,assay_tissue,confidence_score
4752,Mus musculus,50594,,,1,In vivo,,Intermediate,429,Evaluated for pharmacokinetic parameter half-life in mouse at the dose 20 mg/kg,,N,,A,,10090.0,,1
4753,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,17837,Half life of compound in mouse blood following i.v. administration of 10 mg/kg,,N,,A,,10090.0,Blood,1
4754,Mus musculus,50594,,,1,In vivo,,Intermediate,16597,Half life at a dose of 10 mg/kg intravenous administration in mice.,,N,,A,,10090.0,,1
4755,Mus musculus,50594,,,1,In vivo,,Intermediate,16597,Half life at a dose of 10 mg/kg peroral administration in mice.,,N,,A,,10090.0,,1
4756,Mus musculus,50594,,,1,,,Intermediate,6619,Half life in ob/ob mice,,N,,A,,10090.0,,1
4757,Mus musculus,50594,,,1,In vivo,,Intermediate,4066,Half-life at a single subcutaneous administration of 40 mg/kg in mice,,N,,A,,10090.0,,1
4758,Mus musculus,50594,,,1,,,Intermediate,4239,Half-life was measured in mouse,,N,,A,,10090.0,,1
4759,Mus musculus,50594,,,1,In vivo,,Intermediate,5969,In vivo half life period was determined in murine septicemia at dose of 50 mg/kg,,N,,A,,10090.0,,1
4760,Mus musculus,50594,,,1,,,Intermediate,8999,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation,,N,,A,,10090.0,,1
4761,Mus musculus,50594,,,1,,,Intermediate,8999,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation; 10 % hydrolysis at 60 mins,,N,,A,,10090.0,,1
4762,Mus musculus,50594,955.0,,1,,,Intermediate,17641,T2 in brain of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Brain,1
4763,Mus musculus,50594,2113.0,,1,,,Intermediate,17641,T2 in kidney of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Kidney,1
4764,Mus musculus,50594,2107.0,,1,,,Intermediate,17641,T2 in liver of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Liver,1
4765,Mus musculus,50594,2048.0,,1,,,Intermediate,17641,T2 in lungs of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Lung,1
4766,Mus musculus,50594,2106.0,,1,,,Intermediate,17641,T2 in spleen of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Spleen,1
4767,Mus musculus,50594,,,1,In vivo,,Intermediate,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,,N,,A,,10090.0,,1
4768,Mus musculus,50594,,,1,In vivo,,Intermediate,4890,"Compound was evaluated for the pharmacokinetic parameter, maximum time constant",,N,,A,,10090.0,,1
4769,Mus musculus,50594,,,1,In vivo,,Intermediate,429,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg,,N,,A,,10090.0,,1
4770,Mus musculus,50594,,,1,In vivo,,Intermediate,429,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg was determined,,N,,A,,10090.0,,1
4771,Mus musculus,50594,,,1,In vivo,,Intermediate,5969,In vivo Tmax was determined in murine septicemia at dose of 100 mg/kg,,N,,A,,10090.0,,1
4772,Homo sapiens,81034,,,1,,,Intermediate,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,N,A2780,F,,9606.0,,1
4773,Homo sapiens,81034,,,1,,,Intermediate,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,N,A2780,F,,9606.0,,1
4774,Homo sapiens,81034,,,1,,,Intermediate,16913,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-sensitive A2780/S human tumor cell lines",,N,A2780,F,,9606.0,,1
4775,Homo sapiens,81034,,,1,,,Intermediate,16913,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",,N,A2780,F,,9606.0,,1
4776,Homo sapiens,81034,,,1,,,Intermediate,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,N,A2780,F,,9606.0,,1
4777,Homo sapiens,81034,,,1,,,Intermediate,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,N,A2780,F,,9606.0,,1
4778,Homo sapiens,81034,,,1,,,Intermediate,17270,In vitro cytotoxicity against A2780TAX cell line,,N,A2780,F,,9606.0,,1
4779,Homo sapiens,80017,,,1,,,Intermediate,5618,In vitro inhibitory activity against human tumor cell line A2780cis,,N,A2780cisR,F,,9606.0,,1
4780,Homo sapiens,81034,,,1,,,Expert,17777,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,,N,A2780,F,,9606.0,,1
4781,Homo sapiens,80017,,,1,,,Intermediate,16112,Antitumor activity of compound for 96-h exposure in A2780cisR (acquired resistance to cisplatin) human ovarian cell line,,N,A2780cisR,F,,9606.0,,1
4782,Homo sapiens,80017,,,1,,,Intermediate,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),,N,A2780cisR,F,,9606.0,,1
4783,Homo sapiens,81034,,,1,,,Intermediate,6633,Concentration required to inhibit A2780cisR cell growth when compared with control after incubation for 96 h at 37 C,,N,A2780,F,,9606.0,,1
4784,Homo sapiens,81034,,,1,,,Intermediate,16930,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,,N,A2780,F,,9606.0,,1
4785,Homo sapiens,81034,,,1,,,Intermediate,17496,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,,N,A2780,F,,9606.0,,1
4786,Homo sapiens,81034,,,1,,,Expert,12989,In vitro antitumor activity against A2780cisR cell line.,,N,A2780,F,,9606.0,,1
4787,Homo sapiens,81034,,,1,,,Intermediate,4840,Tested for the cytotoxicity in A2780cisR ovarian cell line (cisR denotes resistance to cisplatin),,N,A2780,F,,9606.0,,1
4788,Homo sapiens,81034,,,1,,,Expert,12989,Resistant factor determined between IC50 of resistant line to that of A2780cisR cell line,,N,A2780,F,,9606.0,,1
4789,Homo sapiens,80017,,,1,,,Intermediate,16745,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,,N,A2780cisR,F,,9606.0,,1
4790,Homo sapiens,81034,,,1,,,Expert,16597,Inhibition of A2780 / DDP-S human ovarian carcinoma cell proliferation,,N,A2780,F,,9606.0,,1
4791,Rattus norvegicus,11736,,,1,,,Expert,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes,,D,,B,,10116.0,,9
4792,,11736,,,1,,,Expert,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,H,,F,,,,8
4793,Rattus norvegicus,11736,,,1,,,Expert,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,D,,F,,10116.0,,9
4794,Homo sapiens,278,,,1,,,Expert,15856,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells uisng [3H]ZM-241385 or [125I]-IABOPX,,D,HEK293,F,,9606.0,,9
4795,Homo sapiens,278,,,1,,,Expert,15856,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells using [3H]ZM-241385 (or) [125 I]IABOPX at 10e-5 M,,D,HEK293,F,,9606.0,,9
4796,Mus musculus,11831,,,1,,,Expert,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes,,D,,B,,10090.0,,9
4797,,11831,,,1,,,Expert,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,H,,F,,,,8
4798,Mus musculus,11831,,,1,,,Expert,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,D,,F,,10090.0,,9
4799,,280,,,1,,,Expert,17402,Ability to displace the binding of [3H]-MRE 3008-F20 to the ligand binding site of CHO:hA3 (human Adenosine receptor) at concentration of 10 uM,,H,,B,,,,8
4800,Homo sapiens,22226,,,1,,,Autocuration,11746,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01),,U,T-cells,F,,9606.0,,0
4801,Homo sapiens,22226,,,1,,,Autocuration,11746,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01); Not active,,U,T-cells,F,,9606.0,,0
4802,Homo sapiens,80018,,,1,,,Intermediate,5455,Compound was evaluated for cytotoxic activity against human melanoma cell line A375,,N,A-375,F,,9606.0,,1
4803,Homo sapiens,80018,,,1,,,Intermediate,2068,In vitro antitumor activity against A375 (melanoma) human tumor cell lines.,,N,A-375,F,,9606.0,,1
4804,Homo sapiens,80018,,,1,,,Intermediate,2683,In vitro antitumor activity against A375cell line extracted form melanoma,,N,A-375,F,,9606.0,,1
4805,Homo sapiens,80018,,,1,,,Expert,15313,Inhibition of cell growth in (A375) melan cell line,,N,A-375,F,,9606.0,,1
4806,Homo sapiens,80018,,,1,,,Intermediate,13739,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines A375,,N,A-375,F,,9606.0,,1
4807,Homo sapiens,80018,,,1,,,Intermediate,13739,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines. A375,,N,A-375,F,,9606.0,,1
4808,Homo sapiens,80018,,,1,,,Intermediate,14750,Compound was tested in vitro for cytotoxicity against A375 cell lines from melanoma.,,N,A-375,F,,9606.0,,1
4809,Homo sapiens,80019,,,1,,,Intermediate,14777,Antiproliferative activity measured against A427 human lung carcinoma,,N,A-427,F,,9606.0,,1
4810,Homo sapiens,80019,,,1,,,Intermediate,14777,Antiproliferative activity measured against A427 human lung carcinoma,,N,A-427,F,,9606.0,,1
4811,Homo sapiens,80019,,,1,,,Intermediate,17672,Cytotoxicity against lung carcinoma A427 tumor cell lines,,N,A-427,F,,9606.0,,1
4812,Homo sapiens,80019,,,1,,,Intermediate,14368,Inhibition of large cell lung carcinoma (A427),,N,A-427,F,,9606.0,,1
4813,Homo sapiens,80019,,,1,,,Intermediate,14368,Inhibition of large cell lung carcinoma (A427) after 48-h treatment,,N,A-427,F,,9606.0,,1
4814,Homo sapiens,80019,,,1,,,Intermediate,13866,Inhibitory activity against A427 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,,N,A-427,F,,9606.0,,1
4815,Homo sapiens,80019,,,1,,,Intermediate,2545,Inhibitory concentration in human lung carcinoma A427 cell line,,N,A-427,F,,9606.0,,1
4816,Homo sapiens,80019,,,1,,,Intermediate,2545,Inhibitory concentration in human lung carcinoma A427/VCR cell line,,N,A-427,F,,9606.0,,1
4817,Cercopithecidae,22224,,,1,In vivo,,Autocuration,6062,Terminal phase volume of distribution was measured in monkey after an iv dose of 1 mg/kg,,U,,A,,9527.0,,0
4818,Cercopithecidae,22224,,,1,In vivo,,Autocuration,4578,Tested for volume of distribution upon iv administration to african green monkey,,U,,A,,9527.0,,0
4819,Cercopithecidae,22224,,,1,In vivo,,Autocuration,17592,Volume of distribution in monkey,,U,,A,,9527.0,,0
4820,Macaca mulatta,22224,,,1,In vivo,,Autocuration,5005,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,U,,A,,9544.0,,0
4821,Macaca mulatta,22224,,,1,In vivo,,Autocuration,5005,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,,U,,A,,9544.0,,0
4822,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5922,Pharmacokinetic property(Vdss) in cynomolgus monkey,,U,,A,,9527.0,,0
4823,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5355,The distribution volume after intravenous administration in cynomolgus monkeys,,U,,A,,9527.0,,0
4824,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5355,The distribution volume after oral administration in cynomolgus monkeys; NA means Not applicable,,U,,A,,9527.0,,0
4825,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5355,The distribution volume after oral administration in cynomolgus monkeys; NA means not applicable,,U,,A,,9527.0,,0
4826,Cercopithecidae,22224,,,1,In vivo,,Autocuration,6057,Volume displacement was calculated in rhesus monkey,,U,,A,,9527.0,,0
4827,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5145,Volume of distribution in steady state was determined in rhesus monkey,,U,,A,,9527.0,,0
4828,Cercopithecidae,22224,,,1,In vivo,,Autocuration,6821,Volume of distribution of compound was determined in monkey,,U,,A,,9527.0,,0
4829,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5334,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),,U,,A,,9527.0,,0
4830,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),,U,,A,,9527.0,,0
4831,Cercopithecidae,22224,,,1,In vivo,,Autocuration,6641,Volumes of distribution in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,U,,A,,9527.0,,0
4832,Cercopithecidae,22224,,,1,In vivo,,Autocuration,2661,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,U,,A,,9527.0,,0
4833,Cercopithecidae,22224,,,1,In vivo,,Autocuration,6535,Volume distribution in monkey after administration of 1 mg/kg iv,,U,,A,,9527.0,,0
4834,Cercopithecidae,22224,,,1,In vivo,,Autocuration,4809,Volume distribution was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,U,,A,,9527.0,,0
4835,Cercopithecidae,22224,,,1,In vivo,,Autocuration,6062,Volume of distribution was measured in monkey after an iv dose of 1 mg/kg,,U,,A,,9527.0,,0
4836,Cercopithecidae,22224,,,1,In vivo,,Autocuration,3443,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,U,,A,,9527.0,,0
4837,Cercopithecidae,22224,,,1,In vivo,,Autocuration,4578,Oral systemic bioavailability upon iv administration to african green monkey,,U,,A,,9527.0,,0
4838,Cercopithecidae,22224,,,1,In vivo,,Autocuration,4809,Plasma clearance was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,U,,A,,9527.0,,0
4839,Cercopithecidae,22224,,,1,,,Autocuration,11271,Baboon plasma free fraction. ,,U,,A,,9527.0,,0
4840,Cercopithecidae,22224,,,1,,,Autocuration,6057,Area under the curve was calculated in rhesus monkey after iv administration,,U,,A,,9527.0,,0
4841,Cercopithecidae,22224,,,1,,,Autocuration,6057,Area under the curve was calculated in rhesus monkey after peroral administration,,U,,A,,9527.0,,0
4842,Cercopithecidae,22224,,,1,,,Autocuration,17853,Dose-normalized area under curve in monkey (p.o.) at 2.0 mpk,,U,,A,,9527.0,,0
4843,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5302,Half life period in monkey after 5 mg/kg dose,,U,,A,,9527.0,,0
4844,Cercopithecidae,22224,,,1,In vivo,,Autocuration,4257,Half-life was determined in monkey after 3 mg/kg of i.v. dose,,U,,A,,9527.0,,0
4845,Cercopithecidae,22224,,,1,In vivo,,Autocuration,4257,Half-life was determined in monkey after 3 mg/kg of i.v. dose; Not determined,,U,,A,,9527.0,,0
4846,Cercopithecidae,22224,1969.0,,1,In vivo,,Autocuration,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,,U,,A,,9527.0,Plasma,0
4847,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5394,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for half life after administration into monkey at 3 mg/kg,,U,,A,,9527.0,,0
4848,Cercopithecidae,22224,,,1,In vivo,,Autocuration,2661,Compound was evaluated for half-life after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,U,,A,,9527.0,,0
4849,Cercopithecidae,22224,,,1,,,Autocuration,3341,Compound was evaluated for terminal half life in monkey,,U,,A,,9527.0,,0
4850,Cercopithecidae,22224,,,1,In vivo,,Autocuration,3045,Compound was evaluated for the half life period after iv administration in cynomolgus monkey,,U,,A,,9527.0,,0
4851,Macaca mulatta,22224,1969.0,,1,In vivo,,Autocuration,5005,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,U,,A,,9544.0,Plasma,0
4852,Cercopithecidae,22224,,,1,,,Autocuration,4847,Half life of compound was determined in squirrel monkey,,U,,A,,9527.0,,0
4853,Macaca fascicularis,22224,,,1,In vivo,,Autocuration,4256,Half life after iv administration in cynomolgus monkey,,U,,A,,9541.0,,0
4854,Cercopithecidae,22224,1969.0,,1,In vivo,,Autocuration,6535,Half life in monkey plasma after administration of 1 mg/kg iv,,U,,A,,9527.0,Plasma,0
4855,Cercopithecidae,22224,,,1,,,Autocuration,6057,Half life was calculated in rhesus monkey,,U,,A,,9527.0,,0
4856,Cercopithecidae,22224,,,1,,,Autocuration,17592,Half life in monkey,,U,,A,,9527.0,,0
4857,Cercopithecidae,22224,,,1,In vivo,,Autocuration,6641,Half life in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,U,,A,,9527.0,,0
4858,Cercopithecidae,22224,,,1,,,Autocuration,5472,Half life was evaluated in rhesus,,U,,A,,9527.0,,0
4859,Cercopithecidae,22224,,,1,In vivo,,Autocuration,6221,Half life period after oral administration (2.5 mg/kg) in monkey was determined,,U,,A,,9527.0,,0
4860,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5668,Half life period was determine after peroral administration at 10 mpk in Rhesus,,U,,A,,9527.0,,0
4861,Cercopithecidae,22224,,,1,In vivo,,Autocuration,4809,Half life period was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,U,,A,,9527.0,,0
4862,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5546,Half life period was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,U,,A,,9527.0,,0
4863,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5553,Half life period was determined in squirrel monkey after iv administration at a dose of 5 mg/kg,,U,,A,,9527.0,,0
4864,Cercopithecidae,22224,,,1,,,Autocuration,6078,Half-life was calculated in monkey,,U,,A,,9527.0,,0
4865,Cercopithecidae,22224,,,1,,,Autocuration,5147,Half-life in Squirrel monkey,,U,,A,,9527.0,,0
4866,Cercopithecidae,22224,,,1,,,Autocuration,5145,Half-life in rhesus monkey,,U,,A,,9527.0,,0
4867,Cercopithecidae,22224,,,1,In vivo,,Autocuration,6062,Half-life was measured in monkey after an iv dose of 1 mg/kg,,U,,A,,9527.0,,0
4868,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5355,Half-life period after intravenous administration in cynomolgus monkeys,,U,,A,,9527.0,,0
4869,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5355,Half-life period after oral administration in cynomolgus monkeys,,U,,A,,9527.0,,0
4870,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5355,Half-life period after oral administration in cynomolgus monkeys; ND meansn Not determined,,U,,A,,9527.0,,0
4871,Homo sapiens,22224,1088.0,,1,,,Autocuration,7766,Portion of holoxan excreted in the form of the metabolite from 1500 mL of urine on day 9 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,U,,A,,9606.0,Urine,0
4872,Homo sapiens,22224,1088.0,,1,,,Autocuration,7766,Portion of holoxan excreted in the form of the metabolite from 1600 mL of urine on day 10 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,U,,A,,9606.0,Urine,0
4873,Homo sapiens,22224,1088.0,,1,,,Autocuration,7766,Portion of holoxan excreted in the form of the metabolite from 1700 mL of urine on day 5 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,U,,A,,9606.0,Urine,0
4874,Homo sapiens,22224,1088.0,,1,,,Autocuration,7766,Portion of holoxan excreted in the form of the metabolite from 2310 mL of urine on day 4 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,U,,A,,9606.0,Urine,0
4875,Homo sapiens,22224,1088.0,,1,,,Autocuration,7766,Percent ratio of the enantiomeric form (+)R extracted from the urine of alveolar rhabdomyosarcoma patients was determined,,U,,A,,9606.0,Urine,0
4876,Homo sapiens,22224,1088.0,,1,,,Autocuration,7766,Percent ratio of the enantiomeric form (+)R extracted from the urine of embryonal rhabdomyosarcoma patients was determined,,U,,A,,9606.0,Urine,0
4877,Homo sapiens,22224,1088.0,,1,,,Autocuration,7766,Percent ratio of the enantiomeric form (-)S extracted from the urine of alveolar rhabdomyosarcoma patients was determined,,U,,A,,9606.0,Urine,0
4878,Homo sapiens,22224,1088.0,,1,,,Autocuration,7766,Percent ratio of the enantiomeric form (-)S extracted from the urine of embryonal rhabdomyosarcoma patients was determined,,U,,A,,9606.0,Urine,0
4879,Homo sapiens,22224,,,1,In vivo,,Autocuration,1916,Bioavailability was evaluated in man at a dose of 10 mg/kg after po administration; not determined,,U,,A,,9606.0,,0
4880,Homo sapiens,22224,,,1,In vivo,,Autocuration,16643,Oral bioavailability in human,,U,,A,,9606.0,,0
4881,Homo sapiens,22224,,,1,,,Autocuration,17248,Compound was tested for human plasma protein binding,,U,,A,,9606.0,,0
4882,Homo sapiens,22224,,,1,,,Autocuration,17248,Compound was tested for human plasma protein binding; Not determined,,U,,A,,9606.0,,0
4883,Homo sapiens,22224,,,1,,,Autocuration,6241,Protein binding activity of compound in human plasma; % Free,,U,,A,,9606.0,,0
4884,Homo sapiens,22224,,,1,,,Autocuration,17716,Unbound fraction (plasma),,U,,A,,9606.0,,0
4885,Homo sapiens,22224,1969.0,,1,,,Autocuration,17605,Half life for the hydrolysis of compound in human blood serum,,U,,A,,9606.0,Plasma,0
4886,Homo sapiens,22224,1969.0,,1,,,Autocuration,17625,Half life period in human plasma using phosphate buffer (0.08 M),,U,,A,,9606.0,Plasma,0
4887,Homo sapiens,22224,1969.0,,1,,,Autocuration,17625,Half life period in human plasma using phosphate buffer (0.1 M),,U,,A,,9606.0,Plasma,0
4888,Homo sapiens,22224,1969.0,,1,,,Autocuration,17747,Half-life in human plasma was determined,,U,,A,,9606.0,Plasma,0
4889,Homo sapiens,22224,,,1,,,Autocuration,15613,Concentration required for 50% toxicity in metastatic lung carcinoma (MV522) cells.,,U,,A,,9606.0,,0
4890,Homo sapiens,22224,,,1,,,Autocuration,354,Effect of compound on gelation time of human serum induced by dithiothreitol (DTT),,U,,A,,9606.0,,0
4891,Homo sapiens,22224,,,1,,,Autocuration,3741,"Rate constant in chemical and enzymatic hydrolysis to form L-DOPA, in 80% human plasma",,U,,A,,9606.0,,0
4892,Homo sapiens,22224,,,1,,,Autocuration,3741,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 1)",,U,,A,,9606.0,,0
4893,Homo sapiens,22224,,,1,,,Autocuration,3741,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 2)",,U,,A,,9606.0,,0
4894,Homo sapiens,22224,,,1,,,Autocuration,17599,Partition coefficient (logP),,U,,A,,9606.0,,0
4895,Homo sapiens,22224,,,1,,,Autocuration,5486,In vitro metabolic stability in human was measured as pmol/min/mg/protein,,U,,A,,9606.0,,0
4896,Homo sapiens,22224,,,1,,,Autocuration,5600,In vitro metabolic stability determined after 30 min of incubation in human hepatic microsomes,Microsomes,U,,A,,9606.0,,0
4897,Homo sapiens,22224,,,1,,,Autocuration,14294,Metabolism of compound in human liver slices (male) ('+''indicates <20% largest observed peak),,U,,A,,9606.0,,0
4898,Homo sapiens,22224,,,1,,,Autocuration,14294,Metabolism of compound in human liver slices (male) ('++''indicates 20-50% largest observed peak),,U,,A,,9606.0,,0
4899,Homo sapiens,22224,,,1,,,Autocuration,14294,Metabolism of compound in human liver slices (male) ('++++' indicates largest observed peak),,U,,A,,9606.0,,0
4900,Homo sapiens,22224,,,1,,,Autocuration,14294,Metabolism of compound in human microsomes ('+''indicates <20% largest observed peak),Microsomes,U,,A,,9606.0,,0
4901,Homo sapiens,22224,,,1,,,Autocuration,14294,Metabolism of compound in human microsomes ('++++' indicates largest observed peak),Microsomes,U,,A,,9606.0,,0
4902,Homo sapiens,22224,,,1,,,Autocuration,14294,Metabolism of compound in human microsomes; Trace,Microsomes,U,,A,,9606.0,,0
4903,Homo sapiens,22224,2107.0,,1,,,Autocuration,6260,Percent of compound remaining after 120 min of Metabolization upon incubation with human liver microsomes,Microsomes,U,,A,,9606.0,Liver,0
4904,Homo sapiens,22224,,,1,,,Autocuration,6187,Percent metabolized in an in vitro human liver microsomal incubation assay after 60 min,Microsomes,U,,A,,9606.0,,0
4905,Homo sapiens,22224,2107.0,,1,,,Autocuration,6251,In vitro metabolic potential in human liver microsomes,Microsomes,U,,A,,9606.0,Liver,0
4906,Homo sapiens,22224,,,1,,,Autocuration,3246,Metabolism by recombinant human NAD(P)H:quinone oxidoreductase (NQO1) was evaluated,,U,,A,,9606.0,,0
4907,Homo sapiens,22224,,,1,,,Autocuration,17313,Tested for human plasma protein binding of the compound; Not tested,,U,,A,,9606.0,,0
4908,Homo sapiens,22224,,,1,,,Autocuration,6227,Compound was tested for percent protein binding (PB) in human,,U,,A,,9606.0,,0
4909,Homo sapiens,22224,1969.0,,1,,,Autocuration,5530,Protein binding in human plasma,,U,,A,,9606.0,Plasma,0
4910,Homo sapiens,22224,,,1,,,Autocuration,6108,Permeability coefficient (B to A) in Caco-2 cell,,U,,A,,9606.0,,0
4911,Homo sapiens,22224,,,1,,,Autocuration,6108,Permeability directional ratio (PB-A/PA-B) in Caco-2 cell,,U,,A,,9606.0,,0
4912,Homo sapiens,22224,,,1,,,Autocuration,2774,Apparent permeability coefficient (Papp) was determined in human Caco-2 cell monolayer (n = 3),,U,,A,,9606.0,,0
4913,Homo sapiens,22224,,,1,,,Autocuration,16643,In vitro rate of absorption observed as Caco-2 permeability in humans,,U,,A,,9606.0,,0
4914,Homo sapiens,22224,,,1,,,Autocuration,17582,Cellular permeability of compound was determined in Caco-2 cells; High,,U,Caco-2,A,,9606.0,,0
4915,Homo sapiens,22224,,,1,,,Autocuration,6838,Permeability in Caco-2 cells of compound,,U,Caco-2,A,,9606.0,,0
4916,Homo sapiens,22224,,,1,,,Autocuration,6108,Permeability coefficient (A to B) in Caco-2 cell,,U,,A,,9606.0,,0
4917,Homo sapiens,22224,,,1,,,Autocuration,6108,Permeability coefficient (B to A) in Caco-2 cell,,U,,A,,9606.0,,0
4918,Homo sapiens,22224,,,1,,,Autocuration,6108,Permeability coefficient (Papp) (Caco-2 cell monolayer),,U,,A,,9606.0,,0
4919,Homo sapiens,22224,,,1,,,Autocuration,2146,Compound was measured for binding rate for human serum at a carbapenem concentration of 10 ug/mL,,U,,A,,9606.0,,0
4920,Homo sapiens,22224,,,1,,,Autocuration,4514,Compound was tested for protein binding in human plasma,,U,,A,,9606.0,,0
4921,Homo sapiens,22224,,,1,,,Autocuration,6108,Transcellular permeability of the [(PA-B+PB-A)/2)] compound was determined in Caco-2 cell,,U,,A,,9606.0,,0
4922,Homo sapiens,22224,1088.0,,1,,,Autocuration,7766,Quantity of the metabolite found in the urine of the embryonal rhabdomyosarcoma patients treated with ifosfamide from 1200 mL of urine tested on day 3,,U,,A,,9606.0,Urine,0
4923,Mus musculus,50594,,,1,In vivo,,Intermediate,5969,In vivo Tmax was determined in murine septicemia at dose of 50 mg/kg,,N,,A,,10090.0,,1
4924,Mus musculus,50594,,,1,In vivo,,Intermediate,3277,Maximum time was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),,N,,A,,10090.0,,1
