ss_d,cnfdnc_scr,ss_rgnsm,dscrptn,ss_tp,ss_tx_d,ss_tss,ss_sbclllr_frctn,ss_ctgr,chmbl_d,dc_d,rltnshp_tp,b_frmt,src_d,tss_d,ss_tst_tp,crtd_b,src_ss_d,cll_d,vrnt_d
11627,1,Rattus norvegicus,"Distribution in rat uterus 30 min after intravenous administration, injected dose/gm",A,10116.0,Uterus,,,CHEMBL625568,8684,N,BAO_0000218,1,995.0,,Intermediate,,,
11628,1,Rattus norvegicus,"Distribution in rat uterus 4 hr after intravenous administration, injected dose/gm",A,10116.0,Uterus,,,CHEMBL628217,8684,N,BAO_0000218,1,995.0,,Intermediate,,,
11629,1,Rattus norvegicus,"Distribution in rat uterus 5 min after intravenous administration, injected dose/gm",A,10116.0,Uterus,,,CHEMBL628218,8684,N,BAO_0000218,1,995.0,,Intermediate,,,
11630,1,Rattus norvegicus,"Distribution in rat uterus 6 hr after intravenous administration, injected dose/gm",A,10116.0,Uterus,,,CHEMBL628219,8684,N,BAO_0000218,1,995.0,,Intermediate,,,
11631,1,Rattus norvegicus,"Distribution in rat uterus 8 hr after intravenous administration, injected dose/gm",A,10116.0,Uterus,,,CHEMBL628220,8684,N,BAO_0000218,1,995.0,,Intermediate,,,
11632,0,,Distribution in the blood after 120 min of intravenous administration,A,,,,,CHEMBL628221,8926,U,BAO_0000019,1,,,Autocuration,,,
11633,0,,Distribution in the blood after 15 min of intravenous administration,A,,,,,CHEMBL628222,8926,U,BAO_0000019,1,,,Autocuration,,,
11634,0,,Distribution in the blood after 30 min of intravenous administration,A,,,,,CHEMBL628223,8926,U,BAO_0000019,1,,,Autocuration,,,
11635,0,,Distribution in the blood after 5 min of intravenous administration,A,,,,,CHEMBL628224,8926,U,BAO_0000019,1,,,Autocuration,,,
11636,0,,Distribution in the blood after 60 min of intravenous administration,A,,,,,CHEMBL628225,8926,U,BAO_0000019,1,,,Autocuration,,,
11637,0,,Distribution in the blood after 90 min of intravenous administration,A,,,,,CHEMBL628226,8926,U,BAO_0000019,1,,,Autocuration,,,
11638,0,,Distribution in the bone after 120 min of intravenous administration,A,,,,,CHEMBL628227,8926,U,BAO_0000019,1,,,Autocuration,,,
11639,0,,Distribution in the bone after 15 min of intravenous administration,A,,,,,CHEMBL875481,8926,U,BAO_0000019,1,,,Autocuration,,,
11640,0,,Distribution in the bone after 30 min of intravenous administration,A,,,,,CHEMBL628228,8926,U,BAO_0000019,1,,,Autocuration,,,
11641,0,,Distribution in the bone after 5 min of intravenous administration,A,,,,,CHEMBL628229,8926,U,BAO_0000019,1,,,Autocuration,,,
11642,0,,Distribution in the bone after 60 min of intravenous administration,A,,,,,CHEMBL628230,8926,U,BAO_0000019,1,,,Autocuration,,,
11643,0,,Distribution in the bone after 90 min of intravenous administration,A,,,,,CHEMBL628231,8926,U,BAO_0000019,1,,,Autocuration,,,
11644,0,,Distribution in the heart after 120 min of intravenous administration,A,,,,,CHEMBL628232,8926,U,BAO_0000019,1,,,Autocuration,,,
11645,0,,Distribution in the heart after 15 min of intravenous administration,A,,,,,CHEMBL628233,8926,U,BAO_0000019,1,,,Autocuration,,,
11646,0,,Distribution in the heart after 30 min of intravenous administration,A,,,,,CHEMBL628234,8926,U,BAO_0000019,1,,,Autocuration,,,
11647,0,,Distribution in the heart after 5 min of intravenous administration,A,,,,,CHEMBL628235,8926,U,BAO_0000019,1,,,Autocuration,,,
11648,0,,Distribution in the heart after 60 min of intravenous administration,A,,,,,CHEMBL628236,8926,U,BAO_0000019,1,,,Autocuration,,,
11649,0,,Distribution in the heart after 90 min of intravenous administration,A,,,,,CHEMBL628237,8926,U,BAO_0000019,1,,,Autocuration,,,
11650,0,,Distribution in the kidneys after 120 min of intravenous administration,A,,,,,CHEMBL628238,8926,U,BAO_0000019,1,,,Autocuration,,,
11651,0,,Distribution in the kidneys after 15 min of intravenous administration,A,,,,,CHEMBL628239,8926,U,BAO_0000019,1,,,Autocuration,,,
11652,0,,Distribution in the kidneys after 30 min of intravenous administration,A,,,,,CHEMBL628240,8926,U,BAO_0000019,1,,,Autocuration,,,
11653,0,,Distribution in the kidneys after 5 min of intravenous administration,A,,,,,CHEMBL628241,8926,U,BAO_0000019,1,,,Autocuration,,,
11654,0,,Distribution in the kidneys after 60 min of intravenous administration,A,,,,,CHEMBL628242,8926,U,BAO_0000019,1,,,Autocuration,,,
11655,0,,Distribution in the kidneys after 90 min of intravenous administration,A,,,,,CHEMBL875482,8926,U,BAO_0000019,1,,,Autocuration,,,
11656,0,,Distribution in the liver after 120 min of intravenous administration,A,,,,,CHEMBL628243,8926,U,BAO_0000019,1,,,Autocuration,,,
11657,0,,Distribution in the liver after 15 min of intravenous administration,A,,,,,CHEMBL628244,8926,U,BAO_0000019,1,,,Autocuration,,,
11658,0,,Distribution in the liver after 30 min of intravenous administration,A,,,,,CHEMBL628245,8926,U,BAO_0000019,1,,,Autocuration,,,
11659,0,,Distribution in the liver after 5 min of intravenous administration,A,,,,,CHEMBL628246,8926,U,BAO_0000019,1,,,Autocuration,,,
11660,0,,Distribution in the liver after 60 min of intravenous administration,A,,,,,CHEMBL628247,8926,U,BAO_0000019,1,,,Autocuration,,,
11661,0,,Distribution in the liver after 90 min of intravenous administration,A,,,,,CHEMBL628248,8926,U,BAO_0000019,1,,,Autocuration,,,
11662,0,,Distribution in the lung after 120 min of intravenous administration,A,,,,,CHEMBL628249,8926,U,BAO_0000019,1,,,Autocuration,,,
11663,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, iv and the total drug exposure was determined. (0-24hr)",A,10090.0,,,,CHEMBL625452,14839,N,BAO_0000218,1,,,Intermediate,,,
11664,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, perorally and the total drug exposure was determined (0-24hr)",A,10090.0,,,,CHEMBL625453,14839,N,BAO_0000218,1,,,Intermediate,,,
11665,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, iv and the total drug exposure was determined. (0-24hr)",A,10090.0,,,,CHEMBL625454,14839,N,BAO_0000218,1,,,Intermediate,,,
11666,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, perorally and the total drug exposure was determined (0-24hr)",A,10090.0,,,,CHEMBL623844,14839,N,BAO_0000218,1,,,Intermediate,,,
11667,1,Rattus norvegicus,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 1 mg/kg (normalized to a 1 mg/kg dose) in rat,A,10116.0,,,,CHEMBL623845,12178,N,BAO_0000218,1,,,Intermediate,,,
11668,1,Rattus norvegicus,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 2.5 mg/kg (normalized to a 1 mg/kg dose) in rat,A,10116.0,,,,CHEMBL623846,12178,N,BAO_0000218,1,,,Intermediate,,,
11669,0,,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 5.0 mg/kg (normalized to a 1 mg/kg dose) GP,A,,,,,CHEMBL623847,12178,U,BAO_0000218,1,,,Autocuration,,,
11670,1,Macaca fascicularis,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from portal circulation in salt-depleted cynomolgus monkeys using HPLC assay,A,9541.0,,,,CHEMBL623848,12186,N,BAO_0000218,1,,,Intermediate,,,
11671,1,Macaca fascicularis,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from portal circulation in salt-depleted cynomolgus monkeys using renin inhibition assay,A,9541.0,,,,CHEMBL623849,12186,N,BAO_0000218,1,,,Intermediate,,,
11672,1,Macaca fascicularis,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using HPLC assay,A,9541.0,,,,CHEMBL623850,12186,N,BAO_0000218,1,,,Intermediate,,,
11673,1,Macaca fascicularis,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using renin inhibition assay,A,9541.0,,,,CHEMBL623851,12186,N,BAO_0000218,1,,,Intermediate,,,
11674,0,Simiiformes,Integrated area under the plasma drug level-time curve was determined in portal circulation after intraduodenal dose of 10 mg/kg in monkey,A,314293.0,,,,CHEMBL623852,12187,U,BAO_0000218,1,,,Autocuration,,,
11675,1,Mustela putorius furo,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret,A,9669.0,,,,CHEMBL624551,12187,N,BAO_0000218,1,,,Intermediate,,,
11676,1,Mustela putorius furo,"Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret, determined by renin inhibition assay",A,9669.0,,,,CHEMBL624552,12187,N,BAO_0000218,1,,,Intermediate,,,
11677,0,Simiiformes,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey,A,314293.0,,,,CHEMBL624553,12187,U,BAO_0000218,1,,,Autocuration,,,
11678,0,Simiiformes,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey determined by renin inhibition assay,A,314293.0,,,,CHEMBL624554,12187,U,BAO_0000218,1,,,Autocuration,,,
11679,1,Rattus norvegicus,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in rat,A,10116.0,,,,CHEMBL624555,12187,N,BAO_0000218,1,,,Intermediate,,,
11680,1,Rattus norvegicus,"Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in rat, determined by renin inhibition assay",A,10116.0,,,,CHEMBL624741,12187,N,BAO_0000218,1,,,Intermediate,,,
11681,1,Canis lupus familiaris,"Intravenous integrated area under the concentration vs time curve, for compound in dog plasma",A,9615.0,,,,CHEMBL624742,14122,N,BAO_0000218,1,,,Intermediate,,,
11682,1,Cricetinae,"Intravenous integrated area under the concentration vs time curve, for compound in hamster plasma",A,10026.0,,,,CHEMBL624743,14122,N,BAO_0000218,1,,,Intermediate,,,
11683,1,Rattus norvegicus,"Intravenous integrated area under the concentration vs time curve, for compound in rat plasma",A,10116.0,,,,CHEMBL877606,14122,N,BAO_0000218,1,,,Intermediate,,,
11684,0,,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg,A,,,,,CHEMBL624744,13391,U,BAO_0000218,1,,,Autocuration,,,
11685,0,,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg; b = No compound detectable in blood above the detection limit of 0.1 uM,A,,Blood,,,CHEMBL624745,13391,U,BAO_0000218,1,178.0,,Autocuration,,,
11686,0,,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg; b denotes No compound detectable in blood above the detection limit of 0.1 uM,A,,Blood,,,CHEMBL624746,13391,U,BAO_0000218,1,178.0,,Autocuration,,,
11687,0,,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg;b = No compound detectable in blood above the detection limit of 0.1 uM,A,,Blood,,,CHEMBL624747,13391,U,BAO_0000218,1,178.0,,Autocuration,,,
11688,0,,Oral absorption expressed as Area under curve was determined,A,,,,,CHEMBL624748,16360,U,BAO_0000019,1,,,Autocuration,,,
11689,1,Canis lupus familiaris,Oral absorption kinetics (AUC) was determined after administration of compound orally at 1 mg/kg in dogs,A,9615.0,,,,CHEMBL622504,3673,N,BAO_0000218,1,,,Intermediate,,,
11690,1,Canis lupus familiaris,"Oral integrated area under the concentration vs time curve, for compound in dog plasma",A,9615.0,,,,CHEMBL622505,14122,N,BAO_0000218,1,,,Intermediate,,,
11691,1,Cricetinae,"Oral integrated area under the concentration vs time curve, for compound in hamster plasma",A,10026.0,,,,CHEMBL622506,14122,N,BAO_0000218,1,,,Intermediate,,,
11692,1,Cricetinae,"Oral integrated area under the concentration vs time curve, for compound in hamster plasma",A,10026.0,,,,CHEMBL622507,14122,N,BAO_0000218,1,,,Intermediate,,,
11693,1,Rattus norvegicus,"Oral integrated area under the concentration vs time curve, for compound in rat plasma",A,10116.0,,,,CHEMBL622508,14122,N,BAO_0000218,1,,,Intermediate,,,
11694,0,,Pharmacokinetic parameter AUC in mice following a single dose intravenous administration of the compound,A,,,,,CHEMBL622509,13889,U,BAO_0000019,1,,,Autocuration,,,
11695,1,Rattus norvegicus,Pharmacokinetic Parameter [Area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,A,10116.0,,,,CHEMBL622510,14393,N,BAO_0000218,1,,,Intermediate,,,
11696,1,Rattus norvegicus,Pharmacokinetic parameter (AUC) was determined after administering 1 mg/kg of compound intravenously in rat no.3 belonging to phenotype EM (extensive metabolizer),A,10116.0,,,,CHEMBL622511,17279,N,BAO_0000218,1,,,Intermediate,,,
11697,1,Macaca fascicularis,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,A,9541.0,,,,CHEMBL622512,14548,N,BAO_0000218,1,,,Intermediate,,,
11698,1,Macaca fascicularis,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,A,9541.0,,,,CHEMBL622513,14548,N,BAO_0000218,1,,,Intermediate,,,
11699,1,Macaca fascicularis,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered po at 5 mg/kg concentration,A,9541.0,,,,CHEMBL622514,14548,N,BAO_0000218,1,,,Intermediate,,,
11700,1,Canis lupus familiaris,Pharmacokinetic parameter AUC calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,A,9615.0,,,,CHEMBL622515,14548,N,BAO_0000218,1,,,Intermediate,,,
11701,1,Canis lupus familiaris,Pharmacokinetic parameter AUC calculated in dog when the compound was administered po at 5 mg/kg concentration,A,9615.0,,,,CHEMBL622516,14548,N,BAO_0000218,1,,,Intermediate,,,
11702,1,Rattus norvegicus,Pharmacokinetic parameter AUC calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,A,10116.0,,,,CHEMBL622517,14548,N,BAO_0000218,1,,,Intermediate,,,
11703,1,Rattus norvegicus,Pharmacokinetic parameter AUC calculated in rat when the compound was administered po at 12 mg/kg concentration,A,10116.0,,,,CHEMBL622518,14548,N,BAO_0000218,1,,,Intermediate,,,
11704,1,Rattus norvegicus,Pharmacokinetic parameter AUC calculated in rat when the compound was administered po at 20 mg/kg concentration,A,10116.0,,,,CHEMBL622519,14548,N,BAO_0000218,1,,,Intermediate,,,
11705,1,Rattus norvegicus,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 30 min,A,10116.0,Muscle tissue,,,CHEMBL622520,14608,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
11706,1,Rattus norvegicus,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 60 min,A,10116.0,Muscle tissue,,,CHEMBL622521,14608,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
11707,1,Mus musculus,Biodistribution was measured in rat skin by injecting the radiolabeled compound intravenously and the value measured after 2 min,A,10090.0,Zone of skin,,,CHEMBL625113,14608,N,BAO_0000218,1,14.0,In vivo,Intermediate,,,
11708,1,Rattus norvegicus,Biodistribution was measured in rat skin by injecting the radiolabeled compound intravenously and the value measured after 30 min,A,10116.0,Zone of skin,,,CHEMBL625114,14608,N,BAO_0000218,1,14.0,In vivo,Intermediate,,,
11709,1,Rattus norvegicus,Biodistribution was measured in rat skin by injecting the radiolabeled compound intravenously and the value measured after 60 min,A,10116.0,Zone of skin,,,CHEMBL874397,14608,N,BAO_0000218,1,14.0,In vivo,Intermediate,,,
11710,1,Rattus norvegicus,Biodistribution was measured in rat spleen by injecting the radiolabeled compound intravenously and the value measured after 2 min,A,10116.0,Spleen,,,CHEMBL625115,14608,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
11711,1,Rattus norvegicus,Biodistribution was measured in rat spleen by injecting the radiolabeled compound intravenously and the value measured after 30 min,A,10116.0,Spleen,,,CHEMBL625116,14608,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
11712,1,Rattus norvegicus,Biodistribution was measured in rat spleen by injecting the radiolabeled compound intravenously and the value measured after 60 min,A,10116.0,Spleen,,,CHEMBL623932,14608,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
11713,1,Rattus norvegicus,Biodistribution was measured in rat striatum by injecting the radiolabeled compound intravenously and the value measured after 2 min,A,10116.0,Striatum,,,CHEMBL623933,14608,N,BAO_0000218,1,2435.0,In vivo,Intermediate,,,
11714,1,Rattus norvegicus,Biodistribution was measured in rat striatum by injecting the radiolabeled compound intravenously and the value measured after 30 min,A,10116.0,Striatum,,,CHEMBL623934,14608,N,BAO_0000218,1,2435.0,In vivo,Intermediate,,,
11715,1,Rattus norvegicus,Biodistribution was measured in rat striatum by injecting the radiolabeled compound intravenously and the value measured after 60 min,A,10116.0,Striatum,,,CHEMBL623935,14608,N,BAO_0000218,1,2435.0,In vivo,Intermediate,,,
11716,1,Rattus norvegicus,Biodistribution was measured in rat thyroid by injecting the radiolabeled compound intravenously and the value measured after 2 min,A,10116.0,Thyroid gland,,,CHEMBL623936,14608,N,BAO_0000218,1,2046.0,In vivo,Intermediate,,,
11717,1,Rattus norvegicus,Biodistribution was measured in rat thyroid by injecting the radiolabeled compound intravenously and the value measured after 30 min,A,10116.0,Thyroid gland,,,CHEMBL623937,14608,N,BAO_0000218,1,2046.0,In vivo,Intermediate,,,
11718,1,Rattus norvegicus,Biodistribution was measured in rat thyroid by injecting the radiolabeled compound intravenously and the value measured after 60 min,A,10116.0,Thyroid gland,,,CHEMBL623938,14608,N,BAO_0000218,1,2046.0,In vivo,Intermediate,,,
11719,1,Mus musculus,In vivo biodistribution in mice blood bearing intracerebral GL261 gliomas at the dose of 30 ug/day,A,10090.0,,,,CHEMBL623939,15383,N,BAO_0000218,1,,,Intermediate,,,
11720,1,Mus musculus,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 10 ug/g,A,10090.0,,,,CHEMBL623940,15383,N,BAO_0000218,1,,,Intermediate,,,
11721,1,Mus musculus,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 20 ug/g,A,10090.0,,,,CHEMBL623941,15383,N,BAO_0000218,1,,,Intermediate,,,
11722,1,Mus musculus,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 30 ug/g,A,10090.0,,,,CHEMBL627216,15383,N,BAO_0000218,1,,,Intermediate,,,
11723,1,Mus musculus,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 40 ug/g,A,10090.0,,,,CHEMBL623942,15383,N,BAO_0000218,1,,,Intermediate,,,
11724,1,Mus musculus,In vivo biodistribution in mice brain bearing intracerebral GL261 gliomas at the dose of 30 ug/day,A,10090.0,Brain,,,CHEMBL618793,15383,N,BAO_0000218,1,955.0,,Intermediate,,,
11725,1,Mus musculus,In vivo biodistribution in mice brain bearing subcutaneous B16 melanomas at the dose of 30 ug/g,A,10090.0,Brain,,,CHEMBL618794,15383,N,BAO_0000218,1,955.0,,Intermediate,,,
11726,1,Mus musculus,In vivo biodistribution in mice brain bearing subcutaneous B16 melanomas at the dose of 40 ug/g,A,10090.0,Brain,,,CHEMBL618795,15383,N,BAO_0000218,1,955.0,,Intermediate,,,
11727,1,Mus musculus,In vivo biodistribution in mice eyes bearing subcutaneous B16 melanomas at the dose of 30 ug/g,A,10090.0,,,,CHEMBL618796,15383,N,BAO_0000218,1,,,Intermediate,,,
11728,1,Mus musculus,In vivo biodistribution in mice eyes bearing subcutaneous B16 melanomas at the dose of 40 ug/g,A,10090.0,,,,CHEMBL618797,15383,N,BAO_0000218,1,,,Intermediate,,,
11729,1,Mus musculus,In vivo biodistribution in mice kidney bearing intracerebral GL261 gliomas at the dose of 10 microg of boron/g/day,A,10090.0,Kidney,,,CHEMBL618798,15383,N,BAO_0000218,1,2113.0,,Intermediate,,,
11730,1,Mus musculus,In vivo biodistribution in mice kidney bearing intracerebral GL261 gliomas at the dose of 30 ug/day,A,10090.0,Kidney,,,CHEMBL618799,15383,N,BAO_0000218,1,2113.0,,Intermediate,,,
11731,1,Mus musculus,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 10 ug/g,A,10090.0,Kidney,,,CHEMBL618800,15383,N,BAO_0000218,1,2113.0,,Intermediate,,,
11732,1,Mus musculus,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 20 ug/g,A,10090.0,Kidney,,,CHEMBL618801,15383,N,BAO_0000218,1,2113.0,,Intermediate,,,
11733,1,Mus musculus,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 30 ug/g,A,10090.0,Kidney,,,CHEMBL618802,15383,N,BAO_0000218,1,2113.0,,Intermediate,,,
11734,1,Mus musculus,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 40 ug/g,A,10090.0,Kidney,,,CHEMBL618803,15383,N,BAO_0000218,1,2113.0,,Intermediate,,,
11735,1,Mus musculus,In vivo biodistribution in mice liver bearing intracerebral GL261 gliomas at the dose of 10 microg of boron/g/day,A,10090.0,Liver,,,CHEMBL618804,15383,N,BAO_0000218,1,2107.0,,Intermediate,,,
11736,1,Mus musculus,In vivo biodistribution in mice liver bearing intracerebral GL261 gliomas at the dose of 30 ug/day,A,10090.0,Liver,,,CHEMBL618805,15383,N,BAO_0000218,1,2107.0,,Intermediate,,,
11737,1,Mus musculus,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 10 ug/g,A,10090.0,Liver,,,CHEMBL618806,15383,N,BAO_0000218,1,2107.0,,Intermediate,,,
11738,1,Mus musculus,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 20 ug/g,A,10090.0,Liver,,,CHEMBL618807,15383,N,BAO_0000218,1,2107.0,,Intermediate,,,
11739,1,Mus musculus,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 30 ug/g,A,10090.0,Liver,,,CHEMBL618808,15383,N,BAO_0000218,1,2107.0,,Intermediate,,,
11740,1,Mus musculus,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 40 ug/g,A,10090.0,Liver,,,CHEMBL618809,15383,N,BAO_0000218,1,2107.0,,Intermediate,,,
11741,1,Mus musculus,In vivo biodistribution in mice muscle bearing intracerebral GL261 gliomas at the dose of 30 ug/day,A,10090.0,Muscle tissue,,,CHEMBL618810,15383,N,BAO_0000218,1,2385.0,,Intermediate,,,
11742,1,Mus musculus,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 10 ug/g,A,10090.0,Muscle tissue,,,CHEMBL618811,15383,N,BAO_0000218,1,2385.0,,Intermediate,,,
11743,1,Mus musculus,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 20 ug/g,A,10090.0,Muscle tissue,,,CHEMBL875844,15383,N,BAO_0000218,1,2385.0,,Intermediate,,,
11744,1,Mus musculus,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 30 ug/g,A,10090.0,Muscle tissue,,,CHEMBL618812,15383,N,BAO_0000218,1,2385.0,,Intermediate,,,
11745,1,Mus musculus,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 40 ug/g,A,10090.0,Muscle tissue,,,CHEMBL618813,15383,N,BAO_0000218,1,2385.0,,Intermediate,,,
11746,1,Mus musculus,In vivo biodistribution in mice skin bearing intracerebral GL261 gliomas at the dose of 30 ug/day,A,10090.0,,,,CHEMBL618814,15383,N,BAO_0000218,1,,,Intermediate,,,
11747,1,Mus musculus,In vivo biodistribution in mice skin bearing subcutaneous B16 melanomas at the dose of 30 ug/g,A,10090.0,,,,CHEMBL618815,15383,N,BAO_0000218,1,,,Intermediate,,,
11748,1,Mus musculus,In vivo biodistribution in mice skin bearing subcutaneous B16 melanomas at the dose of 40 ug/g,A,10090.0,,,,CHEMBL618816,15383,N,BAO_0000218,1,,,Intermediate,,,
11749,1,Mus musculus,In vivo biodistribution in mice skin by pump bearing subcutaneous B16 melanomas at the dose of 30 ug/g,A,10090.0,,,,CHEMBL618817,15383,N,BAO_0000218,1,,,Intermediate,,,
11750,1,Mus musculus,In vivo biodistribution in mice skin by pump bearing subcutaneous B16 melanomas at the dose of 40 ug/g,A,10090.0,,,,CHEMBL620544,15383,N,BAO_0000218,1,,,Intermediate,,,
11751,1,Rattus norvegicus,The maximum concentration of the compound was measured in rat at dose 30 mg/kg after intraperitoneal administration.,A,10116.0,,,,CHEMBL626230,15341,N,BAO_0000218,1,,In vivo,Intermediate,,,
11752,1,Rattus norvegicus,The maximum concentration of the compound was measured in rat at dose 30 mg/kg after intravenous administration.,A,10116.0,,,,CHEMBL626231,15341,N,BAO_0000218,1,,In vivo,Intermediate,,,
11753,1,Rattus norvegicus,The maximum concentration of the compound was measured in rat at dose 30 mg/kg after peroral administration.,A,10116.0,,,,CHEMBL626232,15341,N,BAO_0000218,1,,In vivo,Intermediate,,,
11754,1,Canis lupus familiaris,The maximum plasma concentration (Cmax) is the observed peak plasma concentration after an oral dose on dog.,A,9615.0,Plasma,,,CHEMBL626233,14906,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
11755,1,Rattus norvegicus,The maximum plasma concentration (Cmax) is the observed peak plasma concentration after an oral dose on rat,A,10116.0,Plasma,,,CHEMBL626234,14906,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
11756,1,Rattus norvegicus,The maximum plasma concentration (Cmax) is the observed peak plasma concentration after an oral dose on rat.,A,10116.0,Plasma,,,CHEMBL875341,14906,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
11757,1,Homo sapiens,The maximum plasma concentration (100 mg/kg) administered orally in human,A,9606.0,Plasma,,,CHEMBL626235,14215,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
11758,0,Callithrix,The maximum plasma concentration (12.5 mg/kg) administered intravenously in marmoset,A,9481.0,Plasma,,,CHEMBL626236,14215,U,BAO_0000218,1,1969.0,In vivo,Autocuration,,,
11759,0,Simiiformes,The maximum plasma concentration (12.5 mg/kg) administered intravenously in monkey,A,314293.0,Plasma,,,CHEMBL626237,14215,U,BAO_0000218,1,1969.0,In vivo,Autocuration,,,
11760,1,Canis lupus familiaris,The maximum plasma concentration (15 mg/kg) administered intravenously in dog,A,9615.0,Plasma,,,CHEMBL626238,14215,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
11761,1,Homo sapiens,The maximum plasma concentration (200 mg/kg) administered orally in human,A,9606.0,Plasma,,,CHEMBL622412,14215,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
11762,1,Rattus norvegicus,The maximum plasma concentration (25 mg/kg) administered intravenously in rat,A,10116.0,Plasma,,,CHEMBL623114,14215,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
11763,0,Callithrix,The maximum plasma concentration (25 mg/kg) administered orally in marmoset,A,9481.0,Plasma,,,CHEMBL623115,14215,U,BAO_0000218,1,1969.0,In vivo,Autocuration,,,
11764,0,Simiiformes,The maximum plasma concentration (25 mg/kg) administered orally in monkey,A,314293.0,Plasma,,,CHEMBL623116,14215,U,BAO_0000218,1,1969.0,In vivo,Autocuration,,,
11765,0,Canis lupus familiaris,The maximum plasma concentration (30 mg/kg) administered orally in dog,A,9615.0,Plasma,,,CHEMBL623117,14215,U,BAO_0000218,1,1969.0,In vivo,Autocuration,,,
11766,1,Homo sapiens,The maximum plasma concentration (400 mg/kg) administered orally in human,A,9606.0,Plasma,,,CHEMBL623118,14215,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
