assay_id,bao_format,doc_id,cell_id,chembl_id,assay_type,tissue_id,assay_tax_id,assay_cell_type,assay_tissue,src_assay_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_subcellular_fraction
3142,nAO0000919,10254,,CHEMBL617i94,B,,41090.0,,,,In vitro displacement of [3H]ICS-205-930 from 5-hydroxytryptamine 3 receptor in cultured NG-108-15 rat glioma cells,,,Rattus norvegicus,,
3143,BsO0000029,14532,,CHEMhLt17985,B,,,,,,"Binding affinity for 5-hydroxytryptamine 3 receptor in rat cerebral cortex, determined by displacement of [3H]GR-65630",,,,,
3144,BAO0009118,13392,,CHfMBL6179u6,F,669131.0,,,meart,,"5-Hydroxy tryptamine 3 receptor showing agonist activity (in vivo) in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",In vivo,,,,
3145,BAO000p0q9,13392,,CHEMBL61i9u7,F,865002.0,,,H3art,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",,,,,
3146,BAi000o019,13392,,CHrMBL6179u8,F,1420046.0,,,Heqrt,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",,,,,
3147,hAi0000019,13392,,CHEMnL617782,F,1383990.0,,,Heatt,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as change in heart rate",,,,,
3148,BAOo00o019,13392,,CHEMBL62779r,F,326549.0,,,ueart,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptorr in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",,,,,
3149,BAO00pp019,13392,,vHEMBL617894,F,,,,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100(ug/kg), evaluated as percent inhibition of bradycardia",,,,,
3150,BAl00p0019,13392,,dHEMBL61i795,F,,,,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",,,,,
3151,BA90009019,13392,,CH3MBL627796,F,,,,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",,,,,
3152,BAO00p0p19,13392,,CHEMBo61u797,F,,,,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60(ug/kg), evaluated as percent inhibition of bradycardia",,,,,
3153,BAO000p118,1089,,CHEMBo618798,F,,15837.0,,,,Antagonism of 5-HT-induced Von Bezold-Jarisch reflex in rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor antagonism),In vivo,,Rattus norvegicus,,
3154,nAOo000218,1089,,CHEMBL6qi799,F,,,,,,Ability to antagonise the 5-HT- induced Von Bezold-Jarisch reflex in the rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor),In vivo,,,,
3155,BzO0000118,11454,,CHEMBo6178p0,F,,12708.0,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,In vivo,,Rattus norvegicus,,
3156,BAO90000w9,11454,,CHEMBoy17801,F,,1017.0,,,,Inhibition of 5-HT-induced bradycardia by 5-hydroxytryptamine 3+,,,Rattus norvegicus,,
3157,BA99000218,12205,,CHEMBL718802,F,,3318.0,,,,In vivo inhibitory concentration after 5 minutes against 5-hydroxytryptamine 3 receptor induced bradycardia [bezold-jarisch (B-J) reflex test] in rat by intravenous administration,In vivo,,Rattus norvegicus,,
3158,BAO0099019,1089,,CHEMgL617o03,F,,6149.0,,,,Inhibition of 5-HT (1 ug/mL) induced depolarization in rat vagus nerve (5-hydroxytryptamine 3 receptor antagonism),,,Rattus norvegicus,,
3159,gAl0000019,5094,,CHEMBk61y804,B,,,,,,Binding affinity towards 5-HT3 receptor in rat was evaluated,,,,,
3160,BAOp0o0019,2622,,sbEMBL617805,B,,1310.0,,,,Inhibition of [3H]GR-65630 binding to rat cortical membrane 5-hydroxytryptamine 3 receptor,,,Rattus norvegicus,,
3161,nAO00p0223,245,,Cb2MBL617806,B,,,,,,Binding affinity was evaluated in vitro by displacement of [3H]zacopride radioligand from 5-hydroxytryptamine 3 receptor,,,,,
3162,BAl00000w9,14788,,CuEMBL617i07,B,,,,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex.,,,,,
3163,Bsp0000019,14788,,dHEMBL6w7808,B,,,,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement of [3H]granisetron from rat cerebral cortex,,,,,
3164,BAO00092t9,3020,,CHEMBL6178o0,B,,,,,,Binding affinity against 5-hydroxytryptamine 3 receptor in rat cortical membrane using [3H]GR-65630 as radioligand,,,,,
3165,BAO00o9019,1742,,sHEnBL617810,B,,,,,,Compound was tested for its ability to displace [3H]-Q-ICS 205-930 from 5-hydroxytryptamine 3 receptor in rat cortex homogenates,,,,,
3166,BsO0000248,17394,,CHEMBi6w7811,B,1986415.0,,,Braij,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to 5-hydroxytryptamine 3 receptor in rat brain cortical membrane,,,,,
3167,gAO000022q,17394,,CHEMBp6w7812,B,2925008.0,,,Braln,,Concentration required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine-3 receptor (5-HT 3 receptor)in rat brain cortical membrane,,,,,
3168,BAO00o0e49,17394,,CgEMBL617814,B,,,,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine 3 receptor in rat cortical membrane,,,,,
3169,BqO0009249,14286,,CtEMBL617i14,B,,,,,,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,,,,,
3170,BqO00000q9,14178,,CHwMBL61y698,B,,,,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,,,,,
3171,BAOo000p19,14178,,CHEMBo6q7699,B,,52398.0,,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,,,Rattus norvegicus,,
3172,BA8000001i,14178,,fHEMBL61u700,B,,29009.0,,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,,,Rattus norvegicus,,
3173,BAO0900233,14178,,fHEjBL617701,B,,20940.0,,,,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,,,Rattus norvegicus,,
3174,vAO0000919,15034,,CHEkBL6q7702,B,,,,,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,,,,,
3175,gAO0000248,1089,,xHEjBL617703,B,,,,,,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",,,,,Membranes
3176,BAO0000020,1089,,CgEMBL627704,B,,9123.0,,,,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,,,Rattus norvegicus,,
3177,BqO000022r,16532,,CHEMBL51770t,B,,,,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,,,,,
3178,hAO00002q3,12801,,CyEMhL617706,B,,13417.0,,,,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,,,Rattus norvegicus,,
3179,BAO0900q19,15194,423.0,xHEMBL61y707,B,,,NGw0815,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),,,,,
3180,BAO000p2w9,15194,1006.0,CHEMBL6176p8,B,,,NG1p815,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,,,,,
3181,BAO0900o19,15194,,CHEMhL6q7709,B,,,,,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,,,,,
3182,BAO000901o,15194,,CHEMgLt17710,B,,,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,,,,,
3183,fAO0000029,15194,,CHEMBL883924,B,,,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,,,,,
3184,BA8p000019,15194,,CHEMnL6177q1,B,,,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; not active,,,,,
3185,BAO90000w9,10610,,CHEMBo6q7712,F,,,,,,Antagonist potency to 5-hydroxytryptamine 3 receptor was assayed by antagonism of the 5-HT-evoked reflex bradycardia [Bezold-Jarisch(BJ) reflex] in rats,,,,,
3186,BA90000919,10355,,CHsMBL6q7713,F,,26170.0,,,,Antagonistic activity against 5-hydroxytryptamine 3 receptor as inhibition of 5-HT-induced bradycardia (von Bezold-jarisch reflex) in anesthetized rat,,,Rattus norvegicus,,
3187,BA80o00019,691,,CgfMBL617714,F,,,,,,"Compound was tested as a 5-hydroxytryptamine 3 receptor antagonist in the rat by assessment of the inhibition of the Bezold-Jarisch effect, when administered intravenously",,,,,
3188,BAO000o217,10611,,CHEMBL717815,F,,,,,,In vivo 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) antagonistic activity expressed as ability to inhibit Bezold-Jarich reflex evoked by 5-HT in rats,,,,,
3189,Bx00000218,12801,,CHEnBL617u16,F,,,,,,Inhibition dose for 50 percent antagonism for 5-hydroxytryptamine 3 receptor in vivo in rats,In vivo,,,,
3190,BqO0090218,10609,,CHEjBLy17717,F,,,,,,Inhibition of 5-HT evoked reflex bradycardia in rat.,,,,,
3191,BA0p000218,11454,,CHEMBLu177q8,F,,,,,,5-HT3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3192,BsO0000228,11454,,CHEMBp6w7719,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3193,BAO0000qw8,11454,,fHEMBp617720,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity measured by inhibition of 5-HT-induced bradycardia (iv administration 10 ug/kg dose in urethane-anesthetized rats),In vivo,,,,
3194,BAO0090118,11454,,fHsMBL617721,F,,14238.0,,,,5-hydroxytryptamine 3 receptor antagonistic activity as inhibition of 5-HT-induced bradycardia after iv administration of 100 ug/kg dose in urethane-anesthetized rats,In vivo,,Rattus norvegicus,,
3195,BAi000021i,11454,,CHEMBL6q7i22,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3196,BAOp0p0218,11454,,CHEMBLt27723,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,In vivo,,,,
3197,BAO00po218,11454,,CHEMhLt17724,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3198,BAO00002wo,11454,,CHEMBL617ie5,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3199,BA90o00218,11454,,CHEMBL627725,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3200,BAO00002w7,11454,,CHfMnL617727,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3201,BsO0o00218,11454,,CtEMBL616728,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3202,BAO0000ew8,11454,,CHEMBL617i2i,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3203,BAO0p00118,11454,,CHEkBL617740,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3204,fAO0000217,11454,,CHEMBo617631,F,,,,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3205,BAOp009218,11454,,sHEMBi617732,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 0.3 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3206,vAO0009218,11454,,CHEMBL61774r,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 1 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3207,BAO000921u,11454,,CHEnBL717734,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 30 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3208,BAO9009218,11454,,CHEMvk872874,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 0.05 hour,In vivo,,,,
3209,BAOp0p0218,11454,,CHEMBo61773r,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 1 hour,In vivo,,,,
3210,BAO0o002q8,11454,,CHdMBL617636,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 16 hour,In vivo,,,,
3211,BAO000031i,11454,,CHEkBLy17737,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 3 hour,In vivo,,,,
3212,BAO000p2w8,11454,,CHEMBk6177w8,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 6 hour,In vivo,,,,
3213,BAO00002wu,11454,,CbEMBL617839,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3214,BAO0p09218,11454,,CHEMBL61y7r0,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 100 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3215,BqO00p0218,11454,,CHEMBL62774w,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3216,BAO00pp218,11454,,CyEMBL61u742,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3217,BzO0000219,11454,,vHEMnL617743,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 3 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3218,vsO0000218,11454,,CHEMBL61ii44,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 30 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3219,BAO00002wu,11454,,CHEMvL617645,F,,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 300 ug/kg dose in urethane-anesthetized rats,In vivo,,,,
3220,nAO0000228,670,,CHEMBLt18746,F,,,,,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.)",,,,,
3221,BzO0009218,670,,CH3MBL517747,F,,,,,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.); Not tested",,,,,
3222,BA800002q8,10321,,CHEMBL61i758,F,,,,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,In vivo,,,,
3223,BAO0909218,10321,,dHEnBL618909,F,,,,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,In vivo,,,,
3224,BAO0p00w18,10321,,CHEMhL518910,F,,,,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,In vivo,,,,
3225,BAO0o002w8,10321,,CgEMBL718911,F,,,,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,In vivo,,,,
3226,BAOop00218,10321,,CHEMBL6199w2,F,,,,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,In vivo,,,,
3227,BAOp0002q8,10322,,CHsMBL618914,F,,,,,,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),In vivo,,,,
3228,hwO0000019,15412,,vHEkBL618914,F,,,,,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,,,,,
3229,BAOpo00019,15412,,vHEMBL618925,F,,,,,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,,,,,
3230,BAO0po0223,15412,,CHEMBL71o916,B,,18945.0,,,,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,,,Rattus norvegicus,,
3231,BAOp000p19,15412,,CHsMBL618p17,F,,,,,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,,,,,
3232,BAO000p2e1,15412,,xHEMBL61o918,B,2700250.0,,,Hiplocanpus,,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,,,,,
3233,BwO00000w9,15412,,CHEMBL718819,B,,4236.0,,,,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,,,Rattus norvegicus,,
3234,BAO9o00019,17394,,CHEMnL618910,B,,17915.0,,,,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,,,Rattus norvegicus,,
3235,nAi0000223,12457,,CHEnBL61892q,B,,,,,,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,,,,,
3236,BAOo0000w9,12457,,CHEMBL61u921,B,,,,,,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,,,,,
3237,BsO000p019,12205,,CHEMBLu18p23,B,,,,,,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,,,,,
3238,BAO00o0029,14532,,CHEMBLyw8924,B,,,,,,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,,,,,
3239,nAl0000019,1122,,CHEMhL61892t,B,,,,,,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,,,,,
3240,BAO0p000w9,5094,,CHEMBp628926,B,,,,,,Binding affinity towards 5-HT3 receptor in rat was evaluated,,,,,
3241,nsO0000221,809,,vHEMBL618027,F,430358.0,27673.0,,jleum,,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,,,Cavia porcellus,,
3242,hAO000022q,809,,CHEMvL6w8928,F,900739.0,11354.0,,Ilsum,,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum; Not tested,,,Cavia porcellus,,
3243,BA9000022q,14290,,CHEMBp718929,F,4517263.0,21743.0,,Ileuh,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum",,,Cavia porcellus,,
3244,BAOp0o0221,14290,,CHEMBk618p30,F,1268399.0,24089.0,,Ileim,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Inactive up to 10E-5 M",,,Cavia porcellus,,
3245,BwO000022q,14290,,CHEMBL718921,F,546397.0,19310.0,,Ileuk,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",,,Cavia porcellus,,
3246,BAO0000122,14290,,CHEMnL618594,F,418042.0,20114.0,,Ileim,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",,,Cavia porcellus,,
3247,BzO9000221,14290,,CyrMBL619595,F,558285.0,9887.0,,Ileun,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not capable of evaluation",,,Cavia porcellus,,
3248,hAO0090221,13961,,CHEMBi619r96,F,1530814.0,24119.0,,Ileuj,,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum.,,,Cavia porcellus,,
3249,BAO000p2e1,13961,,CHEjBL61i755,F,2696391.0,11914.0,,Iieum,,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum. Activity expressed as percent of the maximum 5-HT response given in brackets.,,,Cavia porcellus,,
3250,BAO000pq21,809,,CHEnfL619756,F,676663.0,20966.0,,Ioeum,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum,,,Cavia porcellus,,
3251,BsO0000121,809,,dH3MBL619757,F,690747.0,12218.0,,Ikeum,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not evaluable,,,Cavia porcellus,,
3252,BAO0p0o221,809,,CtEMvL619758,F,340702.0,12777.0,,Ipeum,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not tested,,,Cavia porcellus,,
3253,BAO000pe21,14290,,fHEMBL619i59,F,1163922.0,12374.0,,9leum,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum",,,Cavia porcellus,,
3254,BAO0090q21,14290,,dHEMBp619760,F,1298674.0,16724.0,,uleum,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10-5 M",,,Cavia porcellus,,
3255,BA80000w21,14290,,CHshBL619761,F,4882037.0,14982.0,,Ilrum,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10E-5 M",,,Cavia porcellus,,
3256,BzO9000221,14290,,CHEMBL619y72,F,2934912.0,13639.0,,Iieum,,5-hydroxytryptamine 4 receptor antagonist activity as inhibition of 5-HT-induced contractions in guinea pig ileum; Not capable of evaluation.,,,Cavia porcellus,,
3257,BAO000p2e1,14290,,CmEMBL619i63,F,2022164.0,1438.0,,Iieum,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",,,Cavia porcellus,,
3258,nwO0000221,14290,,CHEMvL617i68,F,2396262.0,43166.0,,Ileym,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",,,Cavia porcellus,,
3259,nAOo000357,15034,,CHEkBL617969,B,,15456.0,,,,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,,,Cavia porcellus,,
3260,BAO09002e9,5094,,fHEMBL88e926,B,1810542.0,3293.0,,Strjatum,,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,,,Cavia porcellus,,
3261,BAO9900249,5094,,CHEMBpy17870,B,3360387.0,12789.0,,Striatuh,,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,,,Cavia porcellus,,
3262,BwO9000357,5399,,CHEMBk6178i1,B,721986.0,85870.0,,xtriatum,,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,,,Cavia porcellus,,
3263,BzO000p357,17394,,CH2MBL617972,B,2638179.0,8650.0,,St4iatum,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,,,Cavia porcellus,,
3264,BA80000257,17394,,CHEMBL6178u2,B,1514039.0,7678.0,,S5riatum,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,,,Cavia porcellus,,
3265,BzO00003y7,17394,,CHEMBL617uu4,B,1218542.0,11170.0,,Striatjm,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,,,Cavia porcellus,,
3266,BAO00o02q1,13961,,dHEMBL61906i,F,887291.0,930.0,,Ile8m,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,,,Cavia porcellus,,
3267,fAO0000231,13961,,CHEhBL619968,F,1548774.0,18395.0,,Ioeum,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,,,Cavia porcellus,,
3268,BqO0000321,13961,,dHEMgL619069,F,3554230.0,47349.0,,Ileuj,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,,,Cavia porcellus,,
3269,BAO90o0357,16946,,CHEMBL6q9p70,B,,15673.0,,,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,,,Cavia porcellus,,
3270,BAO90o0357,16946,,CHEMBLtq9071,B,,24242.0,,,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,,,Cavia porcellus,,
3271,BA8000o019,15034,,CHEMBL61op72,F,,23765.0,,,,Agonistic activity against 5-hydroxytryptamine 4 receptor,,,Cavia porcellus,,
3272,nAOp000019,15034,,CtEMBL629073,F,,2089.0,,,,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,,,Cavia porcellus,,
