Fiscal year,Division ID,CountryRegion name,Climate change adaptation (marker),Desertification (marker),PBA type,Indigenous issues (marker),Organisation ID,Fund centre ID,Status,Maximum CIDA contribution (project-level),Organisation class,Sector ID,Climate change mitigation (marker),IRTC percent,Continent name,Disability issues (marker),Section ID,Enviromental sustainability (marker),CountryRegion percent,Regional program (marker),Division name,Sector name,Branch ID,CFLI (marker),Project number,Branch name,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker),Urban issues (marker)
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,43030,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Urban development and management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,15150,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,31110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Western Africa,0,0,Not PBA,0,Information not available,4310,Closed,417370.81,Individual,33110,0,0.0,Africa,0,S4249,0,0.0625,1,WWD West & Central Africa,Trade policy and administrative management,B4200,0,A033662001,WGM Sub-Saharan Africa,Gulf of Guinea Program,Central & West Africa Regional Program,200000.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
