assay_id,src_assay_id,description,assay_category,bao_format,chembl_id,doc_id,assay_tax_id,curated_by,src_id,cell_id,assay_type,assay_test_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
3279,,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,,BAO_0000221,CHEMBL619080,17358,10141.0,Intermediate,1,,B,,Cavia porcellus,,Ileum,
3280,,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,,BAO_0000357,CHEMBL619081,12953,10141.0,Expert,1,,B,,Cavia porcellus,,,
3281,,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,,BAO_0000357,CHEMBL619082,12953,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3282,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,,BAO_0000357,CHEMBL619083,12953,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3283,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,,BAO_0000357,CHEMBL619084,12953,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3284,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,,BAO_0000221,CHEMBL859397,273,10141.0,Intermediate,1,,F,,Cavia porcellus,,Ileum,
3285,,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,,BAO_0000221,CHEMBL619085,12918,10141.0,Intermediate,1,,F,,Cavia porcellus,,Ileum,
3286,,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,,BAO_0000221,CHEMBL619086,12919,10141.0,Intermediate,1,,F,,Cavia porcellus,,Ileum,
3287,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,,BAO_0000221,CHEMBL619087,273,10141.0,Intermediate,1,,F,,Cavia porcellus,,Ileum,
3288,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,,BAO_0000221,CHEMBL619088,273,10141.0,Intermediate,1,,F,,Cavia porcellus,,Ileum,
3289,,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,,BAO_0000357,CHEMBL619089,13181,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3290,,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,,BAO_0000357,CHEMBL619090,13181,10141.0,Autocuration,1,,B,,Cavia porcellus,,,
3291,,Antagonistic activity against 5-hydroxytryptamine 4 receptor,,BAO_0000019,CHEMBL619091,15034,10141.0,Intermediate,1,,F,,Cavia porcellus,,,
3292,,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL619092,5033,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3293,,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,,BAO_0000019,CHEMBL619093,1980,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3294,,Binding affinity was determined against 5-hydroxytryptamine 2C receptor using cloned rat receptors expressed in 293 cells radiolabeled with [3H]mesulergine,,BAO_0000219,CHEMBL619094,13181,10141.0,Autocuration,1,722.0,B,,Cavia porcellus,,,HEK293
3295,,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,,BAO_0000019,CHEMBL619095,14287,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3296,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,,BAO_0000357,CHEMBL857988,1317,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3297,,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,,BAO_0000357,CHEMBL619096,15316,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3298,,In vitro binding affinity at 5-hydroxytryptamine 4 receptor in guinea pig striatum using 3[H]GR-113808 as the radioligand,,BAO_0000357,CHEMBL619097,16429,10141.0,Intermediate,1,,B,,Cavia porcellus,,Striatum,
3299,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 4 receptor in guinea pig hippocampus using [125I]SB-207710.,,BAO_0000221,CHEMBL619098,14818,10141.0,Intermediate,1,,B,,Cavia porcellus,,Hippocampus,
3300,,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand,,BAO_0000357,CHEMBL619751,15194,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3301,,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,,BAO_0000357,CHEMBL619752,15194,10141.0,Intermediate,1,,B,,Cavia porcellus,,,
3302,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,,BAO_0000221,CHEMBL875096,13961,10141.0,Intermediate,1,,F,,Cavia porcellus,,Ileum,
3303,,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,,BAO_0000357,CHEMBL619004,5486,,Autocuration,1,,B,,,,,
3304,,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,,BAO_0000357,CHEMBL619005,16209,,Autocuration,1,,B,,,,,
3305,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,,BAO_0000019,CHEMBL619006,17085,,Autocuration,1,,B,,,,,
3306,,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,,BAO_0000219,CHEMBL619007,4199,,Autocuration,1,308.0,B,,,,,HeLa
3307,,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL619008,15146,,Autocuration,1,,B,,,,,
3308,,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL619009,5213,,Autocuration,1,,B,,,,,
3309,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",,BAO_0000219,CHEMBL619010,4829,,Autocuration,1,308.0,B,,,,,HeLa
3310,,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,,BAO_0000357,CHEMBL619011,17358,,Autocuration,1,,B,,,,,
3311,,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,,BAO_0000357,CHEMBL619012,17358,,Autocuration,1,,B,,,,,
3312,,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,,BAO_0000219,CHEMBL619013,16946,,Autocuration,1,,B,,,,,
3313,,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,,BAO_0000357,CHEMBL619014,17358,,Autocuration,1,,B,,,,,
3314,,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,,BAO_0000019,CHEMBL857503,268,,Autocuration,1,,F,,,,Cardiac atrium,
3315,,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,,BAO_0000019,CHEMBL619015,268,,Autocuration,1,,F,,,,Cardiac atrium,
3316,,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL619016,15086,,Autocuration,1,,B,,,,,
3317,,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,,BAO_0000221,CHEMBL619017,14875,,Autocuration,1,,B,,,,Hippocampus,
3318,,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,,BAO_0000221,CHEMBL619018,13267,9823.0,Autocuration,1,,B,,Sus scrofa,,Hippocampus,
3319,,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,,BAO_0000019,CHEMBL619019,13047,9986.0,Autocuration,1,,B,,Oryctolagus cuniculus,,,
3320,,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL619020,1650,10116.0,Expert,1,,B,,Rattus norvegicus,,,
3321,,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,,BAO_0000019,CHEMBL619021,567,,Autocuration,1,,F,,,,,
3322,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in relaxation of rat oesophagus,,BAO_0000357,CHEMBL619022,17358,,Autocuration,1,,B,,,,,
3323,,Tested for the effect on binding at 5-hydroxytryptamine 4 receptor; No activity,,BAO_0000357,CHEMBL619023,188,,Autocuration,1,,B,,,,,
3324,,lntrinsic activity relative to 5-HT receptor,,BAO_0000019,CHEMBL619024,670,,Autocuration,1,,F,,,,,
3325,,Compound was evaluated for the agonistic activity towards 5-hydroxytryptamine 4 receptor using the rat tunica muscularis mucosae (TMM) esophagus strip assay,,BAO_0000019,CHEMBL619025,204,,Autocuration,1,,F,,,,,
3326,,In vitro relaxation of carbachol pre-contracted rat oesophageal TMM.,,BAO_0000019,CHEMBL619026,1946,,Expert,1,,F,,,,,
3327,,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay,,BAO_0000019,CHEMBL619027,6398,,Autocuration,1,,F,,,,,
3328,,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,,BAO_0000019,CHEMBL619028,6398,,Autocuration,1,,F,,,,,
3329,,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,,BAO_0000019,CHEMBL619029,17358,,Autocuration,1,,F,,,,,
3330,,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,,BAO_0000019,CHEMBL619030,6398,,Autocuration,1,,F,,,,,
3331,,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,,BAO_0000357,CHEMBL619031,11752,,Expert,1,,B,,,,,
3332,,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,,BAO_0000019,CHEMBL619032,809,,Autocuration,1,,F,,,,,
3333,,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL619033,14178,10116.0,Expert,1,,B,,Rattus norvegicus,,,
3334,,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,,BAO_0000357,CHEMBL619034,567,,Autocuration,1,,B,,,,,
3335,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,,BAO_0000357,CHEMBL619035,1946,,Autocuration,1,,B,,,,,
3336,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,,BAO_0000357,CHEMBL619036,1946,,Autocuration,1,,B,,,,,
3337,,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,,BAO_0000019,CHEMBL619037,13961,10116.0,Expert,1,,B,,Rattus norvegicus,,,
3338,,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,,BAO_0000249,CHEMBL619038,6238,,Autocuration,1,,B,,,,Striatum,
3339,,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,,BAO_0000249,CHEMBL619039,14290,,Autocuration,1,,B,,,,,
3340,,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,,BAO_0000249,CHEMBL619040,14290,,Expert,1,,B,,,,,
3341,,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,,BAO_0000019,CHEMBL619041,809,10116.0,Expert,1,,B,,Rattus norvegicus,,Striatum,
3342,,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,,BAO_0000019,CHEMBL619042,1578,,Autocuration,1,,B,,,,Striatum,
3343,,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,,BAO_0000249,CHEMBL619043,16709,,Expert,1,,B,,,,Striatum,
3344,,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,,BAO_0000019,CHEMBL619044,1946,,Expert,1,,B,,,,Striatum,
3345,,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,,BAO_0000249,CHEMBL619045,15253,,Expert,1,,B,,,,Striatum,
3346,,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,,BAO_0000249,CHEMBL619046,4535,,Expert,1,,B,,,,Striatum,
3347,,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,,BAO_0000249,CHEMBL619047,13961,,Expert,1,,B,,,,,
3348,,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,,BAO_0000221,CHEMBL619048,17358,,Autocuration,1,,F,,,,Brain,
3349,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,,BAO_0000019,CHEMBL859398,15847,,Autocuration,1,,F,,,,,
3350,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,,BAO_0000019,CHEMBL619049,15847,,Autocuration,1,,F,,,,,
3351,,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,,BAO_0000019,CHEMBL857886,670,,Autocuration,1,,F,,,,,
3352,,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,,BAO_0000019,CHEMBL619050,670,,Autocuration,1,,F,,,,,
3353,,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,BAO_0000019,CHEMBL620591,1317,,Autocuration,1,,F,,,,,
3354,,Binding affinity against rat 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL620592,12936,10116.0,Expert,1,,B,,Rattus norvegicus,,,
3355,,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,,BAO_0000249,CHEMBL620593,4535,,Expert,1,,B,,,,Striatum,
3356,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,,BAO_0000019,CHEMBL620594,14424,10116.0,Expert,1,,F,,Rattus norvegicus,,,
3357,,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,,BAO_0000019,CHEMBL875079,14424,,Expert,1,,F,,,,,
3358,,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,BAO_0000019,CHEMBL620595,14424,,Expert,1,,F,,,,,
3359,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,,BAO_0000019,CHEMBL620596,14424,10116.0,Expert,1,,F,,Rattus norvegicus,,,
3360,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,,BAO_0000019,CHEMBL620597,14424,,Autocuration,1,,F,,,,,
3361,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,,BAO_0000019,CHEMBL620598,14424,,Expert,1,,F,,,,,
3362,,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),,BAO_0000218,CHEMBL620599,14424,,Expert,1,,F,,,,,
3363,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,BAO_0000019,CHEMBL620600,14424,,Autocuration,1,,F,,,,,
3364,,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,,BAO_0000019,CHEMBL620601,1980,10116.0,Autocuration,1,,F,,Rattus norvegicus,,,
3365,,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,,BAO_0000019,CHEMBL620602,4639,,Autocuration,1,,F,,,,,
3366,,Tested for affinity towards 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL620603,17358,,Autocuration,1,,B,,,,,
3367,,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,,BAO_0000357,CHEMBL620604,17358,,Autocuration,1,,B,,,,,
3368,,Compound was tested for 5-hydroxytryptamine 4 binding affinity,,BAO_0000357,CHEMBL620605,17358,,Autocuration,1,,B,,,,,
3369,,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL620606,1558,,Autocuration,1,,B,,,,,
3370,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,BAO_0000019,CHEMBL620607,17358,,Autocuration,1,,F,,,,,
3371,,In vitro binding affinity towards 5-HT4 receptor was determined,,BAO_0000357,CHEMBL620608,16117,,Autocuration,1,,B,,,,,
3372,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,BAO_0000019,CHEMBL620609,17358,,Autocuration,1,,F,,,,,
3373,,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,,BAO_0000019,CHEMBL620610,17358,,Autocuration,1,,F,,,,,
3374,,Tested for selectivity for 5-hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL620611,17358,,Autocuration,1,,B,,,,,
3375,,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,,BAO_0000357,CHEMBL620612,17358,,Autocuration,1,,B,,,,,
3376,,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,,BAO_0000357,CHEMBL620613,17358,,Autocuration,1,,B,,,,,
3377,,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,,BAO_0000357,CHEMBL620614,17358,,Autocuration,1,,B,,,,,
3378,,Binding affinity against 5-Hydroxytryptamine 4 receptor,,BAO_0000357,CHEMBL620615,1274,,Expert,1,,B,,,,,
3379,,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,,BAO_0000249,CHEMBL857075,10728,,Autocuration,1,,B,,,,,
3380,,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,,BAO_0000249,CHEMBL620616,11695,,Autocuration,1,,B,,,,,
3381,,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,,BAO_0000249,CHEMBL619411,11695,,Autocuration,1,,B,,,,,
3382,,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,,BAO_0000019,CHEMBL619412,12490,,Autocuration,1,,B,,,,,
3383,,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,,BAO_0000019,CHEMBL619413,11828,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
3384,,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,,BAO_0000221,CHEMBL619414,12253,,Autocuration,1,,B,,,,Hippocampus,
3385,,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,,BAO_0000019,CHEMBL619415,10561,,Autocuration,1,,B,,,,,
3386,,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,,BAO_0000019,CHEMBL619416,10561,,Autocuration,1,,B,,,,,
3387,,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,,BAO_0000019,CHEMBL619417,14432,,Autocuration,1,,F,,,,,
3388,,Binding affinity against rat 5-hydroxytryptamine 3 receptor,,BAO_0000223,CHEMBL619418,12936,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
3389,,Binding affinity against 5-Hydroxytryptamine 3 receptor,,BAO_0000223,CHEMBL619419,1274,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
3390,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,,BAO_0000019,CHEMBL619420,1980,,Autocuration,1,,B,,,,,
3391,,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,,BAO_0000249,CHEMBL619421,670,,Autocuration,1,,B,,,,,
3392,,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,,BAO_0000019,CHEMBL619422,968,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
3393,,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,,BAO_0000019,CHEMBL619423,14287,,Autocuration,1,,B,,,,,
3394,,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,,BAO_0000019,CHEMBL875080,567,,Autocuration,1,,B,,,,,
3395,,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,,BAO_0000019,CHEMBL619424,13267,,Autocuration,1,,B,,,,,
3396,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,,BAO_0000249,CHEMBL619425,14826,,Autocuration,1,,B,,,,,
3397,,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,,BAO_0000223,CHEMBL619426,15194,,Autocuration,1,,B,,,,,
3398,,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,,BAO_0000223,CHEMBL619427,15194,,Autocuration,1,,B,,,,,
3399,,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,,BAO_0000223,CHEMBL619645,10394,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
3400,,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",,BAO_0000249,CHEMBL619646,13657,,Expert,1,,B,,,,,
3401,,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,,BAO_0000221,CHEMBL619647,1879,,Autocuration,1,,F,,,,Brain,
3402,,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,,BAO_0000019,CHEMBL619648,1879,,Autocuration,1,,F,,,,,
3403,,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,,BAO_0000019,CHEMBL619165,1879,,Autocuration,1,,F,,,,,
3404,,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,,BAO_0000218,CHEMBL620719,204,,Autocuration,1,,F,In vivo,,,,
3405,,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,BAO_0000019,CHEMBL872924,1879,,Autocuration,1,,B,,,,,
3406,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000357,CHEMBL620720,1879,,Autocuration,1,,B,,,,,
3407,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,BAO_0000019,CHEMBL620721,1879,,Autocuration,1,,B,,,,,
3408,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,,BAO_0000019,CHEMBL620722,1879,,Autocuration,1,,B,,,,,
3409,,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",,BAO_0000019,CHEMBL620723,10641,,Autocuration,1,,B,,,,,
3410,,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,,BAO_0000019,CHEMBL620724,773,,Autocuration,1,,B,,,,,
3411,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,,BAO_0000249,CHEMBL620725,11952,,Autocuration,1,,B,,,,,
3412,,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,,BAO_0000019,CHEMBL620726,14145,10116.0,Autocuration,1,,F,,Rattus norvegicus,,,
3413,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000357,CHEMBL620727,17066,,Expert,1,,B,,,,,
3414,,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,,BAO_0000223,CHEMBL620728,6398,,Autocuration,1,,B,,,,,
3415,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,BAO_0000019,CHEMBL620729,10321,,Autocuration,1,,B,,,,,
3416,,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,,BAO_0000019,CHEMBL858288,511,,Autocuration,1,,F,,,,,
3417,,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000223,CHEMBL620730,4639,,Autocuration,1,,B,,,,,
3418,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000223,CHEMBL620731,4639,,Autocuration,1,,B,,,,,
3419,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,,BAO_0000019,CHEMBL620732,4639,10141.0,Autocuration,1,,F,,Cavia porcellus,,,
3420,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,,BAO_0000019,CHEMBL618042,4639,10141.0,Autocuration,1,,F,,Cavia porcellus,,,
3421,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,,BAO_0000019,CHEMBL618043,4639,10141.0,Autocuration,1,,F,,Cavia porcellus,,,
3422,,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000223,CHEMBL618044,1558,,Autocuration,1,,B,,,,,
3423,,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,,BAO_0000019,CHEMBL618045,268,,Autocuration,1,,F,,,,,
