curated_by,assay_tissue,assay_id,assay_strain,src_assay_id,tid,doc_id,relationship_type,assay_category,description,assay_subcellular_fraction,bao_format,assay_type,assay_test_type,chembl_id,src_id,tissue_id,variant_id,assay_tax_id,assay_cell_type,confidence_score,cell_id,assay_organism
Autocuration,,3328.0,,,10623.0,6398.0,H,,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,,BAO_0000019,F,,CHEMBL619028,1.0,,,,,8.0,,
Autocuration,,3329.0,,,10623.0,17358.0,H,,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,,BAO_0000019,F,,CHEMBL619029,1.0,,,,,8.0,,
Autocuration,,3330.0,,,10623.0,6398.0,H,,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,,BAO_0000019,F,,CHEMBL619030,1.0,,,,,8.0,,
Expert,,3331.0,,,10623.0,11752.0,H,,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,,BAO_0000357,B,,CHEMBL619031,1.0,,,,,8.0,,
Autocuration,,3332.0,,,10623.0,809.0,H,,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,,BAO_0000019,F,,CHEMBL619032,1.0,,,,,8.0,,
Expert,,3333.0,,,10623.0,14178.0,D,,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,,BAO_0000357,B,,CHEMBL619033,1.0,,,10116.0,,9.0,,Rattus norvegicus
Autocuration,,3334.0,,,10623.0,567.0,H,,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,,BAO_0000357,B,,CHEMBL619034,1.0,,,,,8.0,,
Autocuration,,3335.0,,,10623.0,1946.0,H,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,,BAO_0000357,B,,CHEMBL619035,1.0,,,,,8.0,,
Autocuration,,3336.0,,,10623.0,1946.0,H,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,,BAO_0000357,B,,CHEMBL619036,1.0,,,,,8.0,,
Expert,,3337.0,,,10623.0,13961.0,D,,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,,BAO_0000019,B,,CHEMBL619037,1.0,,,10116.0,,9.0,,Rattus norvegicus
Autocuration,Striatum,3338.0,,,10623.0,6238.0,H,,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,,BAO_0000249,B,,CHEMBL619038,1.0,2435.0,,,,8.0,,
Autocuration,,3339.0,,,10623.0,14290.0,H,,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,,BAO_0000249,B,,CHEMBL619039,1.0,,,,,8.0,,
Expert,,3340.0,,,10623.0,14290.0,H,,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,,BAO_0000249,B,,CHEMBL619040,1.0,,,,,8.0,,
Expert,Striatum,3341.0,,,10623.0,809.0,D,,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,,BAO_0000019,B,,CHEMBL619041,1.0,2435.0,,10116.0,,9.0,,Rattus norvegicus
Autocuration,Striatum,3342.0,,,10623.0,1578.0,H,,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,,BAO_0000019,B,,CHEMBL619042,1.0,2435.0,,,,8.0,,
Expert,Striatum,3343.0,,,10623.0,16709.0,H,,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,,BAO_0000249,B,,CHEMBL619043,1.0,2435.0,,,,8.0,,
Expert,Striatum,3344.0,,,10623.0,1946.0,H,,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,,BAO_0000019,B,,CHEMBL619044,1.0,2435.0,,,,8.0,,
Expert,Striatum,3345.0,,,10623.0,15253.0,H,,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,,BAO_0000249,B,,CHEMBL619045,1.0,2435.0,,,,8.0,,
Expert,Striatum,3346.0,,,10623.0,4535.0,H,,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,,BAO_0000249,B,,CHEMBL619046,1.0,2435.0,,,,8.0,,
Expert,,3347.0,,,10623.0,13961.0,H,,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,,BAO_0000249,B,,CHEMBL619047,1.0,,,,,8.0,,
Autocuration,Brain,3348.0,,,10623.0,17358.0,H,,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,,BAO_0000221,F,,CHEMBL619048,1.0,955.0,,,,8.0,,
Autocuration,,3349.0,,,10623.0,15847.0,H,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,,BAO_0000019,F,,CHEMBL859398,1.0,,,,,8.0,,
Autocuration,,3350.0,,,10623.0,15847.0,H,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,,BAO_0000019,F,,CHEMBL619049,1.0,,,,,8.0,,
Autocuration,,3351.0,,,10623.0,670.0,H,,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,,BAO_0000019,F,,CHEMBL857886,1.0,,,,,8.0,,
Autocuration,,3352.0,,,10623.0,670.0,H,,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,,BAO_0000019,F,,CHEMBL619050,1.0,,,,,8.0,,
Autocuration,,3353.0,,,10623.0,1317.0,H,,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,BAO_0000019,F,,CHEMBL620591,1.0,,,,,8.0,,
Expert,,3354.0,,,10623.0,12936.0,D,,Binding affinity against rat 5-hydroxytryptamine 4 receptor,,BAO_0000357,B,,CHEMBL620592,1.0,,,10116.0,,9.0,,Rattus norvegicus
Expert,Striatum,3355.0,,,10623.0,4535.0,H,,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,,BAO_0000249,B,,CHEMBL620593,1.0,2435.0,,,,8.0,,
Expert,,3356.0,,,10623.0,14424.0,D,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,,BAO_0000019,F,,CHEMBL620594,1.0,,,10116.0,,9.0,,Rattus norvegicus
Expert,,3357.0,,,10623.0,14424.0,H,,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,,BAO_0000019,F,,CHEMBL875079,1.0,,,,,8.0,,
Expert,,3358.0,,,10623.0,14424.0,H,,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,BAO_0000019,F,,CHEMBL620595,1.0,,,,,8.0,,
Expert,,3359.0,,,10623.0,14424.0,D,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,,BAO_0000019,F,,CHEMBL620596,1.0,,,10116.0,,9.0,,Rattus norvegicus
Autocuration,,3360.0,,,10623.0,14424.0,H,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,,BAO_0000019,F,,CHEMBL620597,1.0,,,,,8.0,,
Expert,,3361.0,,,10623.0,14424.0,H,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,,BAO_0000019,F,,CHEMBL620598,1.0,,,,,8.0,,
Expert,,3362.0,,,10623.0,14424.0,H,,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),,BAO_0000218,F,,CHEMBL620599,1.0,,,,,8.0,,
Autocuration,,3363.0,,,10623.0,14424.0,H,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,BAO_0000019,F,,CHEMBL620600,1.0,,,,,8.0,,
Autocuration,,3364.0,,,168.0,1980.0,H,,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,,BAO_0000019,F,,CHEMBL620601,1.0,,,10116.0,,8.0,,Rattus norvegicus
Autocuration,,3365.0,,,168.0,4639.0,H,,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,,BAO_0000019,F,,CHEMBL620602,1.0,,,,,8.0,,
Autocuration,,3366.0,,,168.0,17358.0,H,,Tested for affinity towards 5-hydroxytryptamine 4 receptor,,BAO_0000357,B,,CHEMBL620603,1.0,,,,,8.0,,
Autocuration,,3367.0,,,168.0,17358.0,H,,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,,BAO_0000357,B,,CHEMBL620604,1.0,,,,,8.0,,
Autocuration,,3368.0,,,168.0,17358.0,H,,Compound was tested for 5-hydroxytryptamine 4 binding affinity,,BAO_0000357,B,,CHEMBL620605,1.0,,,,,8.0,,
Autocuration,,3369.0,,,168.0,1558.0,H,,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,,BAO_0000357,B,,CHEMBL620606,1.0,,,,,8.0,,
Autocuration,,3370.0,,,168.0,17358.0,H,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,BAO_0000019,F,,CHEMBL620607,1.0,,,,,8.0,,
Autocuration,,3371.0,,,168.0,16117.0,H,,In vitro binding affinity towards 5-HT4 receptor was determined,,BAO_0000357,B,,CHEMBL620608,1.0,,,,,8.0,,
Autocuration,,3372.0,,,168.0,17358.0,H,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,BAO_0000019,F,,CHEMBL620609,1.0,,,,,8.0,,
Autocuration,,3373.0,,,168.0,17358.0,H,,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,,BAO_0000019,F,,CHEMBL620610,1.0,,,,,8.0,,
Autocuration,,3374.0,,,168.0,17358.0,H,,Tested for selectivity for 5-hydroxytryptamine 4 receptor,,BAO_0000357,B,,CHEMBL620611,1.0,,,,,8.0,,
Autocuration,,3375.0,,,168.0,17358.0,H,,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,,BAO_0000357,B,,CHEMBL620612,1.0,,,,,8.0,,
Autocuration,,3376.0,,,168.0,17358.0,H,,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,,BAO_0000357,B,,CHEMBL620613,1.0,,,,,8.0,,
Autocuration,,3377.0,,,168.0,17358.0,H,,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,,BAO_0000357,B,,CHEMBL620614,1.0,,,,,8.0,,
Expert,,3378.0,,,168.0,1274.0,H,,Binding affinity against 5-Hydroxytryptamine 4 receptor,,BAO_0000357,B,,CHEMBL620615,1.0,,,,,8.0,,
Autocuration,,3379.0,,,104698.0,10728.0,H,,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,Brain membranes,BAO_0000249,B,,CHEMBL857075,1.0,,,,,6.0,,
Autocuration,,3380.0,,,104698.0,11695.0,H,,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,Brain membranes,BAO_0000249,B,,CHEMBL620616,1.0,,,,,6.0,,
Autocuration,,3381.0,,,104698.0,11695.0,H,,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,Brain membranes,BAO_0000249,B,,CHEMBL619411,1.0,,,,,6.0,,
Autocuration,,3382.0,,,104698.0,12490.0,H,,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,,BAO_0000019,B,,CHEMBL619412,1.0,,,,,6.0,,
Autocuration,,3383.0,,,104698.0,11828.0,D,,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,,BAO_0000019,B,,CHEMBL619413,1.0,,,10116.0,,7.0,,Rattus norvegicus
Autocuration,Hippocampus,3384.0,,,104698.0,12253.0,H,,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,,BAO_0000221,B,,CHEMBL619414,1.0,10000000.0,,,,6.0,,
Autocuration,,3385.0,,,104698.0,10561.0,H,,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,,BAO_0000019,B,,CHEMBL619415,1.0,,,,,6.0,,
Autocuration,,3386.0,,,104698.0,10561.0,H,,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,,BAO_0000019,B,,CHEMBL619416,1.0,,,,,6.0,,
Autocuration,,3387.0,,,104698.0,14432.0,H,,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,,BAO_0000019,F,,CHEMBL619417,1.0,,,,,6.0,,
Autocuration,,3388.0,,,104698.0,12936.0,D,,Binding affinity against rat 5-hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL619418,1.0,,,10116.0,,7.0,,Rattus norvegicus
Autocuration,,3389.0,,,104698.0,1274.0,D,,Binding affinity against 5-Hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL619419,1.0,,,10116.0,,7.0,,Rattus norvegicus
Autocuration,,3390.0,,,104698.0,1980.0,H,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,,BAO_0000019,B,,CHEMBL619420,1.0,,,,,6.0,,
Autocuration,,3391.0,,,104698.0,670.0,H,,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,,BAO_0000249,B,,CHEMBL619421,1.0,,,,,6.0,,
Autocuration,,3392.0,,,104698.0,968.0,D,,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,,BAO_0000019,B,,CHEMBL619422,1.0,,,10116.0,,7.0,,Rattus norvegicus
Autocuration,,3393.0,,,104698.0,14287.0,H,,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,,BAO_0000019,B,,CHEMBL619423,1.0,,,,,6.0,,
Autocuration,,3394.0,,,104698.0,567.0,H,,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,,BAO_0000019,B,,CHEMBL875080,1.0,,,,,6.0,,
Autocuration,,3395.0,,,104698.0,13267.0,H,,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,,BAO_0000019,B,,CHEMBL619424,1.0,,,,,6.0,,
Autocuration,,3396.0,,,104698.0,14826.0,H,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,,BAO_0000249,B,,CHEMBL619425,1.0,,,,,6.0,,
Autocuration,,3397.0,,,104698.0,15194.0,H,,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,,BAO_0000223,B,,CHEMBL619426,1.0,,,,,6.0,,
Autocuration,,3398.0,,,104698.0,15194.0,H,,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,,BAO_0000223,B,,CHEMBL619427,1.0,,,,,6.0,,
Autocuration,,3399.0,,,104698.0,10394.0,D,,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL619645,1.0,,,10116.0,,7.0,,Rattus norvegicus
Expert,,3400.0,,,10576.0,13657.0,D,,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",,BAO_0000249,B,,CHEMBL619646,1.0,,,,,9.0,,
Autocuration,Brain,3401.0,,,12020.0,1879.0,H,,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,,BAO_0000221,F,,CHEMBL619647,1.0,955.0,,,,8.0,,
Autocuration,,3402.0,,,12020.0,1879.0,H,,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,,BAO_0000019,F,,CHEMBL619648,1.0,,,,,8.0,,
Autocuration,,3403.0,,,12020.0,1879.0,H,,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,,BAO_0000019,F,,CHEMBL619165,1.0,,,,,8.0,,
Autocuration,,3404.0,,,12020.0,204.0,H,,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,,BAO_0000218,F,In vivo,CHEMBL620719,1.0,,,,,8.0,,
Autocuration,,3405.0,,,12020.0,1879.0,H,,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,BAO_0000019,B,,CHEMBL872924,1.0,,,,,8.0,,
Autocuration,,3406.0,,,12020.0,1879.0,H,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000357,B,,CHEMBL620720,1.0,,,,,8.0,,
Autocuration,,3407.0,,,12020.0,1879.0,H,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,BAO_0000019,B,,CHEMBL620721,1.0,,,,,8.0,,
Autocuration,,3408.0,,,12020.0,1879.0,H,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,,BAO_0000019,B,,CHEMBL620722,1.0,,,,,8.0,,
Autocuration,,3409.0,,,104698.0,10641.0,H,,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",,BAO_0000019,B,,CHEMBL620723,1.0,,,,,6.0,,
Autocuration,,3410.0,,,12020.0,773.0,H,,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,,BAO_0000019,B,,CHEMBL620724,1.0,,,,,8.0,,
Autocuration,,3411.0,,,104698.0,11952.0,H,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,,BAO_0000249,B,,CHEMBL620725,1.0,,,,,6.0,,
Autocuration,,3412.0,,,12020.0,14145.0,D,,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,,BAO_0000019,F,,CHEMBL620726,1.0,,,10116.0,,9.0,,Rattus norvegicus
Expert,,3413.0,,,144.0,17066.0,H,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000357,B,,CHEMBL620727,1.0,,,,,8.0,,
Autocuration,,3414.0,,,104714.0,6398.0,H,,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,,BAO_0000223,B,,CHEMBL620728,1.0,,,,,4.0,,
Autocuration,,3415.0,,,22226.0,10321.0,U,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,BAO_0000019,B,,CHEMBL620729,1.0,,,,,0.0,,
Autocuration,,3416.0,,,104714.0,511.0,H,,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,,BAO_0000019,F,,CHEMBL858288,1.0,,,,,4.0,,
Autocuration,,3417.0,,,104714.0,4639.0,H,,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL620730,1.0,,,,,4.0,,
Autocuration,,3418.0,,,104714.0,4639.0,H,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL620731,1.0,,,,,4.0,,
Autocuration,,3419.0,,,104714.0,4639.0,H,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,,BAO_0000019,F,,CHEMBL620732,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3420.0,,,104714.0,4639.0,H,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,,BAO_0000019,F,,CHEMBL618042,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3421.0,,,104714.0,4639.0,H,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,,BAO_0000019,F,,CHEMBL618043,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3422.0,,,104714.0,1558.0,H,,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL618044,1.0,,,,,4.0,,
Autocuration,,3423.0,,,104714.0,268.0,H,,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,,BAO_0000019,F,,CHEMBL618045,1.0,,,,,4.0,,
Autocuration,,3424.0,,,104714.0,2474.0,H,,Compound was measured for its binding affinity at 5-hydroxytryptamine 3 receptor at a concentration of 10 uM using [3H]BRL-43694 as radioligand,,BAO_0000223,B,,CHEMBL618046,1.0,,,,,4.0,,
Autocuration,,3425.0,,,104714.0,5067.0,H,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); A: agonist,,BAO_0000019,F,,CHEMBL618047,1.0,,,,,4.0,,
Autocuration,,3426.0,,,104714.0,5067.0,H,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: agonist,,BAO_0000019,F,,CHEMBL875084,1.0,,,,,4.0,,
Autocuration,,3427.0,,,104714.0,5067.0,H,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: antagonist,,BAO_0000019,F,,CHEMBL618048,1.0,,,,,4.0,,
Autocuration,,3428.0,,,104714.0,5067.0,H,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); NA means data not available,,BAO_0000223,B,,CHEMBL618049,1.0,,,,,4.0,,
Autocuration,,3429.0,,,104714.0,5067.0,H,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); PA: Partial agonist,,BAO_0000019,F,,CHEMBL619764,1.0,,,,,4.0,,
Autocuration,,3430.0,,,104714.0,5067.0,H,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; A: agonist,,BAO_0000019,F,,CHEMBL619765,1.0,,,,,4.0,,
Autocuration,,3431.0,,,104714.0,5067.0,H,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; ANT: Antagonist,,BAO_0000019,F,,CHEMBL619766,1.0,,,,,4.0,,
Autocuration,,3432.0,,,104714.0,5067.0,H,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA: not active,,BAO_0000223,B,,CHEMBL619767,1.0,,,,,4.0,,
Autocuration,,3433.0,,,104714.0,5067.0,H,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA means data not available,,BAO_0000223,B,,CHEMBL619768,1.0,,,,,4.0,,
Autocuration,,3434.0,,,104714.0,5067.0,H,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; PA: Partial agonist,,BAO_0000019,F,,CHEMBL619769,1.0,,,,,4.0,,
Autocuration,,3435.0,,,104714.0,5067.0,H,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; na means data not available,,BAO_0000223,B,,CHEMBL619770,1.0,,,,,4.0,,
Autocuration,,3436.0,,,104714.0,5067.0,H,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL619771,1.0,,,,,4.0,,
Autocuration,,3437.0,,,104714.0,14331.0,H,,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor using [3H]-BRL-43694 (1 nM) ligand in NG cells 108-15 was determined,,BAO_0000219,B,,CHEMBL619772,1.0,,,,,4.0,,
Autocuration,,3438.0,,,104714.0,5067.0,H,,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor; NA: not active,,BAO_0000223,B,,CHEMBL619773,1.0,,,,,4.0,,
Autocuration,,3439.0,,,104714.0,6179.0,H,,Binding affinity for 5-HT3 receptor of NG108-15 cells using [3H]GR-65630,,BAO_0000219,B,,CHEMBL619774,1.0,,,,NG108-15,4.0,433.0,
Autocuration,,3440.0,,,104714.0,4265.0,H,,Binding affinity to 5-HT3 serotonin receptor in NG 108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand.,,BAO_0000019,B,,CHEMBL875083,1.0,,,,,4.0,,
Autocuration,,3441.0,,,104714.0,4265.0,H,,Binding affinity to 5-HT3 serotonin receptor in NG108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand,,BAO_0000219,B,,CHEMBL620718,1.0,,,,NG108-15,4.0,433.0,
Autocuration,,3442.0,,,104714.0,17358.0,H,,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,,BAO_0000223,B,,CHEMBL618127,1.0,,,,,4.0,,
Autocuration,,3443.0,,,104714.0,17358.0,H,,Compound was tested for selectivity against 5-hydroxytryptamine 3 receptor binding affinity,,BAO_0000223,B,,CHEMBL618128,1.0,,,,,4.0,,
Autocuration,,3444.0,,,104714.0,13628.0,H,,Compound was tested for the inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor expressed in NG 108-15 cells,,BAO_0000219,B,In vitro,CHEMBL618129,1.0,,,,,4.0,,
Autocuration,,3445.0,,,104714.0,4612.0,H,,In vitro Binding affinity towards 5-hydroxytryptamine 3 receptor was determined,,BAO_0000223,B,,CHEMBL618130,1.0,,,,,4.0,,
Autocuration,,3446.0,,,104714.0,17358.0,H,,Tested for 5-hydroxytryptamine 3 receptor antagonist activity,,BAO_0000019,F,,CHEMBL618131,1.0,,,,,4.0,,
Autocuration,,3447.0,,,104714.0,4639.0,H,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 1 uM,,BAO_0000019,F,,CHEMBL618132,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3448.0,,,104714.0,4639.0,H,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM,,BAO_0000019,F,,CHEMBL618133,1.0,,,10141.0,,4.0,,Cavia porcellus
