assay_id,assay_organism,variant_id,assay_type,description,assay_strain,chembl_id,assay_tax_id,confidence_score,src_id,relationship_type,tid,curated_by,src_assay_id,cell_id,bao_format,tissue_id
7944,Rattus norvegicus,,A,Biodistribution in rat heart in the presence of NCAGd/0.01 M lig,,CHEMBL621226,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,948.0
7945,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of 0.01 M GdDTPA-BDP,,CHEMBL621227,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7946,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of 0.01 M/0.01 M GdDTPA-AEP,,CHEMBL621228,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7947,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of 0.01 M/0.08 M GdDTPA-AEP,,CHEMBL621229,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7948,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of 0.05 M Gd/0.15 M lig,,CHEMBL621230,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7949,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of 0.05 M GdDTPA-BDP; ND=No data,,CHEMBL621231,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7950,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of 0.05 M/0.05 M GdDTPA-AEP,,CHEMBL621232,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7951,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,CHEMBL621233,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7952,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of 0.10 M GdDTPA-BDP,,CHEMBL621234,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7953,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,,CHEMBL621235,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7954,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,CHEMBL621236,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7955,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of NCA Gd/0.01 M lip,,CHEMBL621237,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7956,Rattus norvegicus,,A,Biodistribution in rat kidney in the presence of NCAGd/0.01 M lig,,CHEMBL876486,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2113.0
7957,Rattus norvegicus,,A,Biodistribution in rat l. intestine in the presence of 0.01 M carrier at 1 hr,,CHEMBL622436,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,160.0
7958,Rattus norvegicus,,A,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 2 hr,,CHEMBL622437,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,160.0
7959,Rattus norvegicus,,A,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 6 hr,,CHEMBL622438,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,160.0
7960,Rattus norvegicus,,A,Biodistribution in rat liver by in the presence 50 Gd/kg at 15 min,,CHEMBL622439,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7961,Rattus norvegicus,,A,Biodistribution in rat liver by in the presence of 0.05 M Gd/0.15 M lig,,CHEMBL622440,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7962,Rattus norvegicus,,A,Biodistribution in rat liver by in the presence of NCAGd/0.01 M lig,,CHEMBL622441,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7963,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 0.001 M/0.008 M GdDTPA-AEP,,CHEMBL622442,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7964,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 0.01 M GdDTPA-BDP,,CHEMBL622443,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7965,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 0.01 M/0.01 M GdDTPA-AEP,,CHEMBL622444,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7966,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 0.05 M GdDTPA-BDP,,CHEMBL622445,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7967,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 0.05 M/0.05 M GdDTPA-AEP,,CHEMBL622446,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7968,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,CHEMBL622447,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7969,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 0.10 M GdDTPA-BDP,,CHEMBL622448,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7970,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,,CHEMBL622449,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7971,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 50 Gd/kg at 2 hr,,CHEMBL622450,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7972,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of 50 Gd/kg at at 6 hr,,CHEMBL622451,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7973,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of GdDTPA at 15 min,,CHEMBL622452,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7974,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of GdDTPA at 1 hr,,CHEMBL622453,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7975,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of GdDTPA at 30 min,,CHEMBL622454,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7976,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of GdDTPA at 4 hr,,CHEMBL622455,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7977,Rattus norvegicus,,A,Biodistribution in rat liver in the presence of GdDTPA-BDP at 15 min,,CHEMBL876024,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,2107.0
7978,Rattus norvegicus,,A,T max was determined at 3 mg/kg po dose in rats,,CHEMBL622456,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7979,Rattus norvegicus,,A,"The Tmax value in female wistar rat at 100 mg/kg, p.o. dose",,CHEMBL622457,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7980,Rattus norvegicus,,A,"The Tmax value in male wistar rat at 100 mg/kg, p.o. dose",,CHEMBL622458,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7981,Rattus norvegicus,,A,The time to reach maximum concentration of compound was measured at the dose of 100 umol/kg,,CHEMBL622459,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7982,Rattus norvegicus,,A,The time to reach maximum concentration of compound was measured at the dose of 300 umol/kg,,CHEMBL873343,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7983,Rattus norvegicus,,A,The time to reach maximum concentration of compound was measured at the dose of 30 umol/kg,,CHEMBL622460,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7984,Rattus norvegicus,,A,Time for maximum plasma concentration determined in rat,,CHEMBL622461,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
7985,Rattus norvegicus,,A,Time for maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,,CHEMBL622462,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
7986,Rattus norvegicus,,A,Time of maximum concentration of the drug when administered orally a dose of 10 mg/kg to a fasting rat,,CHEMBL622463,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7987,Rattus norvegicus,,A,Time of maximum concentration of the drug when administered orally a dose of 1 mg/kg to a fasting rat,,CHEMBL622464,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7988,Rattus norvegicus,,A,Time of maximum concentration of the drug when administered orally a dose of 30 mg/kg,,CHEMBL622465,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7989,Rattus norvegicus,,A,Time of maximum concentration of the drug when administered orally a dose of 3 mg/kg to a fasting rat,,CHEMBL622466,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7990,Rattus norvegicus,,A,Time of maximum concentration of the drug when administered orally at dose of 3 mg/kg,,CHEMBL622467,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7991,Rattus norvegicus,,A,Time of maximum plasma concentration in rat,,CHEMBL622468,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
7992,Rattus norvegicus,,A,"Time required by compound for reaching maximum plasma concentration was determined in rats at 10 mg/kg, p.o. dose",,CHEMBL876025,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
7993,Rattus norvegicus,,A,"Time required by compound for reaching maximum plasma concentration was determined in rats at 20 mg/kg, i.p. dose",,CHEMBL622469,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
7994,Rattus norvegicus,,A,"Time required by compound for reaching maximum plasma concentration was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",,CHEMBL622470,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
7995,Rattus norvegicus,,A,Time required to reach maximum concentration (Cmax) after oral administration in rat,,CHEMBL622471,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
7996,Rattus norvegicus,,A,Time required to reach maximum concentration in rat plasma,,CHEMBL622472,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
7997,Rattus norvegicus,,A,Time taken by the compound to achieve maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,,CHEMBL622473,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
7998,Rattus norvegicus,,A,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,,CHEMBL624282,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
7999,Rattus norvegicus,,A,Time taken for maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,,CHEMBL624283,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
8000,Rattus norvegicus,,A,Time taken for maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,,CHEMBL624284,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
8001,Rattus norvegicus,,A,Time taken to reach maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,CHEMBL624285,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
8002,Rattus norvegicus,,A,Time to reach Cmax after oral administration to rats,,CHEMBL624286,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8003,Rattus norvegicus,,A,Time to reach Cmax when a dose of 1 mg/kg is administered orally,,CHEMBL624287,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8004,Rattus norvegicus,,A,Time to reach maximum concentration following oral administration of 200 mg/kg in rat; value ranges from 2-4,,CHEMBL624288,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8005,Rattus norvegicus,,A,Time to reach maximum plasma concentration was evaluated at an intravenous dose of 3 mg/kg; Not applicable,,CHEMBL624289,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
8006,Rattus norvegicus,,A,Time to reach maximum plasma concentration was evaluated at an oral dose of 30 mg/kg,,CHEMBL873344,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
8007,Rattus norvegicus,,A,Tmax after peroral administration (10 mg/kg) was determined in rat,,CHEMBL619623,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8008,Rattus norvegicus,,A,Tmax of compound determined in rat after iv administration at a dose of 10 mg/kg,,CHEMBL621399,10116.0,1,1,N,50597,Expert,,,BAO_0000218,
8009,Rattus norvegicus,,A,Tmax by oral administration at a dose of 100 uM/kg in rat was determined,,CHEMBL621400,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8010,Rattus norvegicus,,A,"Tmax in fischer rats at 5 mg/kg dose, administered intravenously",,CHEMBL621401,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8011,Rattus norvegicus,,A,Tmax was determined,,CHEMBL621402,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8012,Rattus norvegicus,,A,Tmax was determined,,CHEMBL621403,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8013,Rattus norvegicus,,A,Tmax after oral administration in rat,,CHEMBL621121,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8014,Rattus norvegicus,,A,Tmax after peroral administration in rats at 2.4 uM/kg,,CHEMBL872525,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8015,Rattus norvegicus,,A,Tmax in male rat,,CHEMBL621122,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8016,Rattus norvegicus,,A,Tmax in rat at 10 mg/kg,,CHEMBL621123,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8017,Rattus norvegicus,,A,Tmax in rat by po administration at a dose of 40 mg/kg,,CHEMBL621124,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8018,Rattus norvegicus,,A,Tmax in rats,,CHEMBL621125,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8019,Rattus norvegicus,,A,Tmax was measured in rats after peroral administration at 5 mg/kg,,CHEMBL621126,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8020,Rattus norvegicus,,A,Tmax value after oral dose at a dose of 10 mg/kg in rats.,,CHEMBL621127,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8021,Rattus norvegicus,,A,Tmax value after administration of 20 mg/Kg oral dose in rat,,CHEMBL621128,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8022,Rattus norvegicus,,A,Tmax value at a dose of 10 mg/kg in male SD rats,,CHEMBL618263,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8023,Rattus norvegicus,,A,Tmax value at a dose of 100 mg/kg in male SD rats,,CHEMBL618264,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8024,Rattus norvegicus,,A,Tmax value at a dose of 50 mg/kg in male SD rats,,CHEMBL618265,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8025,Rattus norvegicus,,A,Total concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,,CHEMBL618266,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1969.0
8026,Rattus norvegicus,,A,time required to reach maximum concentration (Cmax) after oral administration in rat,,CHEMBL618267,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8027,Rattus norvegicus,,A,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg ( 0-24 hr ),,CHEMBL618450,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
8028,Rattus norvegicus,,A,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg (0-24 hr),,CHEMBL618451,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
8029,Rattus norvegicus,,A,Unbound plasma was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,,CHEMBL618452,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8030,Rattus norvegicus,,A,Amount of urine output was measured in rat at a dose of 1 mg/kg/po,,CHEMBL618453,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
8031,Rattus norvegicus,,A,Amount of urine output was measured in rat at a dose of 10 mg/kg/po,,CHEMBL618454,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
8032,Rattus norvegicus,,A,Amount of urine output was measured in rat at a dose of 10 mg/kg/po; NT-Not tested,,CHEMBL618455,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,1088.0
8033,Rattus norvegicus,,A,Volume of distribution was determined in rat after a 3 mg/kg of iv dose,,CHEMBL618456,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8034,Rattus norvegicus,,A,Compound distribution in rat tissues was determined,,CHEMBL618457,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8035,Rattus norvegicus,,A,Volume of distribution was evaluated in rat,,CHEMBL618458,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8036,Rattus norvegicus,,A,Area under the curve was determined after intravenous administration of 2.7 mg/kg in male Dawley rats,,CHEMBL618459,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8037,Rattus norvegicus,,A,Area under the curve was determined after intravenous administration of 2.8 mg/kg in male Dawley rats,,CHEMBL876733,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8038,Canis lupus familiaris,,A,Area under the curve was determined after intravenous administration of 4.9 mg/kg in male Beagle dogs,,CHEMBL618460,9615.0,1,1,N,50588,Intermediate,,,BAO_0000218,
8039,Rattus norvegicus,,A,Area under the curve was determined after intravenous administration of 5.1 mg/kg in male Dawley rats,,CHEMBL618461,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8040,,,A,Area under the curve was determined after oral administration (300 uM/Kg),,CHEMBL618462,,0,1,U,22224,Autocuration,,,BAO_0000019,
8041,Rattus norvegicus,,A,Area under the curve was determined after peroral administration of 5.0 mg/kg in male Dawley rats,,CHEMBL618463,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8042,Rattus norvegicus,,A,Area under the curve was determined after peroral administration of 5.1 mg/kg in mal Dawley rats,,CHEMBL618464,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8043,Rattus norvegicus,,A,Area under the curve was determined after peroral administration of 5.1 mg/kg in male Dawley rats,,CHEMBL618465,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8044,Rattus norvegicus,,A,Area under the curve was determined after peroral administration of 5.2 mg/kg in mal Dawley rats,,CHEMBL618466,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8045,Rattus norvegicus,,A,Area under the curve was determined after peroral administration of 5.2 mg/kg in male Dawley rats,,CHEMBL618467,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8046,Rattus norvegicus,,A,Area under the curve was determined for the compound after iv dose of 4.97 mg/kg in rats,,CHEMBL618468,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8047,Canis lupus familiaris,,A,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 100 mg/kg,,CHEMBL618469,9615.0,1,1,N,50588,Intermediate,,,BAO_0000218,1969.0
8048,Canis lupus familiaris,,A,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 20 mg/kg,,CHEMBL618470,9615.0,1,1,N,50588,Intermediate,,,BAO_0000218,1969.0
8049,,,A,Plasma drug AUC in rat (PO dose),,CHEMBL618471,,0,1,U,22224,Autocuration,,,BAO_0000218,
8050,Mus musculus,,A,Area under the tumor growth curve (AUC) in the B-6 Melanoma Model in C57/b1 mice at the dose of 1 mg/kg.,,CHEMBL618472,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8051,,,A,Area under was determined at a dose of 30 mg/kg,,CHEMBL618473,,0,1,U,22224,Autocuration,,,BAO_0000218,
8052,Mustela putorius furo,,A,Average area under curve for compound at 1 mg/kg dose intravenous administration to Ferret,,CHEMBL621699,9669.0,1,1,N,50506,Intermediate,,,BAO_0000218,
8053,Rattus norvegicus,,A,Average area under curve for the compound at 10 mg/kg dose after intraduodenal administration to rat,,CHEMBL621700,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8054,Rattus norvegicus,,A,Average area under curve for the compound at 1 mg/kg dose after intravenous administration to rat,,CHEMBL621701,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8055,Mustela putorius furo,,A,Average area under curve at 10 mg/kg dose after intraduodenal administration to Ferret,,CHEMBL621702,9669.0,1,1,N,50506,Intermediate,,,BAO_0000218,
8056,Canis lupus familiaris,,A,Average area under curve at 10 mg/kg intraduodenal administration to salt depleted dog,,CHEMBL621703,9615.0,1,1,N,50588,Intermediate,,,BAO_0000218,
8057,Canis lupus familiaris,,A,Average area under curve at 1 mg/kg intravenous administration to salt depleted dog,,CHEMBL621704,9615.0,1,1,N,50588,Intermediate,,,BAO_0000218,
8058,Rattus norvegicus,,A,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 1.0(pmol/g/h)",,CHEMBL624259,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8059,Rattus norvegicus,,A,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 2.0(pmol/g/h)",,CHEMBL624260,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8060,Rattus norvegicus,,A,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 4.0(pmol/g/h)",,CHEMBL624430,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8061,Rattus norvegicus,,A,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 5.0(pmol/g/h)",,CHEMBL624431,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8062,Rattus norvegicus,,A,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 54.0(pmol/g/h)",,CHEMBL624432,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8063,Rattus norvegicus,,A,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 10.0(pmol/g/h)",,CHEMBL624433,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8064,Rattus norvegicus,,A,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 20.0(pmol/g/h)",,CHEMBL624434,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8065,Rattus norvegicus,,A,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 40.0(pmol/g/h)",,CHEMBL624435,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8066,Mus musculus,,A,Bioavailability in mouse brain after intravenous administration of 105.1 mg/kg of dose,,CHEMBL618570,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8067,Mus musculus,,A,Bioavailability in mouse brain after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),,CHEMBL618571,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8068,Mus musculus,,A,Bioavailability in mouse brain after oral administration of 100 mg/kg of dose,,CHEMBL618572,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8069,Mus musculus,,A,Bioavailability in mouse brain after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),,CHEMBL618573,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8070,Mus musculus,,A,Bioavailability in mouse serum after intravenous administration of 105.1 mg/kg of dose,,CHEMBL619267,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8071,Mus musculus,,A,Bioavailability in mouse serum after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),,CHEMBL619431,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8072,Mus musculus,,A,Bioavailability in mouse serum after oral administration of 100 mg/kg of dose,,CHEMBL619432,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8073,Mus musculus,,A,Bioavailability in mouse serum after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),,CHEMBL619433,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8074,,,A,AUC in mice after oral dose (50 mg/kg),,CHEMBL619434,,0,1,U,22224,Autocuration,,,BAO_0000218,1969.0
8075,Mus musculus,,A,Blood level after oral administration in mice (50 mg/kg) was determined by bioassay procedure and represent total activity present in the serum,,CHEMBL619435,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,1977.0
8076,,,A,AUC (0-4 hr) ug/ml/h,,CHEMBL619436,,0,1,U,22224,Autocuration,,,BAO_0000019,1969.0
8077,Rattus norvegicus,,A,Compound at a dose of 10 mg/kg was orally administered to rats and Area under curve was reported,,CHEMBL619437,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8078,,,A,Compound evaluated for AUC = Area under the nucleoside serum or brain concentration versus time curve after iv administration,,CHEMBL619438,,0,1,U,22224,Autocuration,,,BAO_0000218,
8079,Mus musculus,,A,Compound was evaluated for Area under curve in mice,,CHEMBL619439,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8080,Rattus norvegicus,,A,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,,CHEMBL619440,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8081,,,F,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,,CHEMBL619441,,0,1,U,22224,Autocuration,,,BAO_0000218,
8082,Rattus norvegicus,,A,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,,CHEMBL619442,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8083,,,A,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 1,,CHEMBL875156,,0,1,U,22224,Autocuration,,,BAO_0000019,
8084,,,A,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 4,,CHEMBL619443,,0,1,U,22224,Autocuration,,,BAO_0000019,
8085,,,A,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 1,,CHEMBL619444,,0,1,U,22224,Autocuration,,,BAO_0000019,
8086,,,A,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 4,,CHEMBL623464,,0,1,U,22224,Autocuration,,,BAO_0000019,
8087,Mus musculus,,A,Compound was evaluated for area under curve when administered through oral route in mouse,,CHEMBL623465,10090.0,1,1,N,50594,Intermediate,,,BAO_0000218,
8088,Rattus norvegicus,,A,Plasma clearance after oral administration at a dose of 2 mg/kg in rat; no data,,CHEMBL623466,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8089,Rattus norvegicus,,A,Plasma clearance after oral administration at a dose of 4 mg/kg in rat; no data,,CHEMBL623467,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8090,Rattus norvegicus,,A,Plasma clearance in rat,,CHEMBL623468,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8091,Rattus norvegicus,,A,Plasma clearance was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,CHEMBL622660,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8092,Rattus norvegicus,,A,Plasma clearance rate in Sprague-Dawley rats,,CHEMBL622661,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8093,Rattus norvegicus,,F,CLtot at a dose of 4 mg/kg in Rat Plasma after iv administration,,CHEMBL622662,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8094,Rattus norvegicus,,A,Pharmacokinetic property (total body clearance) in rat,,CHEMBL622663,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8095,Rattus norvegicus,,A,Pharmacokinetic property (CLtot)of the compound was measured in rat at the dose of 0.32 mg/kg i.v.,,CHEMBL622664,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
8096,Rattus norvegicus,,A,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,,CHEMBL622665,10116.0,1,1,N,50597,Intermediate,,,BAO_0000218,
