Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker)
2009201o,1.1488927022856332,S44t9,1,Reslonslve,HT,CivilSociefu,15110,0,GroupecogseilIntegwliwSEhC,naiti,1,0,matuDohinicqnRepublicSsction,0,A032619001,Closed,7774133.21,B4400,NGM Americas,D4400,NDD Americas Programming,0,4452,Haiti,7774133.21,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.6126100403704582,w4449,1,Resplnsibe,HT,xivilSockety,15150,0,ComsietiumCwCIEUMCFPGLSAC8,Hait9,1,0,batiDkmigicanRep8blicSedtion,0,A032619001,Closed,7774133.21,B4400,NGM Americas,D4400,NDD Americas Programming,0,4452,Haiti,7774133.21,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,0.2116635143010942,q4449,1,Respons8fe,HT,CivilSpcidty,15150,0,Grou9econsellInteral7axEgC,uaiti,1,0,gatiDominicanR4publisSwctiog,0,A032619001,Closed,7774133.21,B4400,NGM Americas,D4400,NDD Americas Programming,0,4452,Haiti,7774133.21,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,0.49214444182456796,S440p,1,fespomsive,X2,C8vilcociety,15150,0,CanaelanFounwar8onfortheAmer9cas,Ame4ivasMC,1,0,smericqsSec4ion,0,A032638001,Closed,2535285.85,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,2535285.85,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20093010,1.019970216102927,e4400,1,Resoonzive,X2,CivilSoc7fty,15153,0,Cxmad7anFoundatiogeortheAmericws,AmegicasMx,1,0,Amerifzsaection,0,A032638001,Closed,2535285.85,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,2535285.85,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092p10,1.570757374997794,S4286,1,Direchive,CD,vivilSocieth,24010,0,sRCxogemaInc,ConnoDemRfp,2,0,Cen5ralAgricaGdeayLaudsProgram,0,A032639001,Closed,4297104.27,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,4297104.27,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009q010,0.28688701332613276,S4277,1,Dirfctive,CD,CifilSlciety,24030,0,CRCaogema8nc,CojgoDenRep,2,0,xentralAericaGteatkaiesPgogram,0,A032639001,Closed,4297104.27,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,4297104.27,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,1.3371583283196542,Sr287,1,Directlve,CD,CivilSovietu,24081,0,CRCSogemaImd,vonnoDemRep,2,0,xemtralAfricaGreatpqkes0r0gram,0,A032639001,Closed,4297104.27,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,4297104.27,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,1.218727295207382,S4234,1,rirective,SN,Govfrnjental,24081,0,Deparrmemtofgor2ibnAffairsajdIgternatipnalrrade,Sensgal,2,0,SenegalP4ovram,0,A032641001,Closed,482125.98,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4238,Senegal,482125.98,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,0.5818652991094193,x4275,0,fesp8nsive,ZA,xivilSosiety,12261,0,Engenderhealgg,SouthAf4iva,2,0,SouthfenEasternsfricaGeogra9hicoto,0,A032643001,Closed,1450462.88,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4284,South Africa,1450462.88,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092p10,0.4631284269688616,S42u5,0,Responcide,ZA,CuvikSociety,13040,0,fngenrerhealth,eouthsfrica,2,0,xourbernEazterhAfricaGeogrwphicPro,0,A032643001,Closed,1450462.88,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4284,South Africa,1450462.88,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,0.842537455769339,S412u,0,virective,ID,CibilSocifty,24040,1,TanarackG5oup,Indonesix,3,0,iAIInd0nesiaandSEwRenionxl,2,A032645001,Closed,8346631.34,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4127,Indonesia,8346631.34,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,1.1235226881167324,S4136,0,Direcgive,ID,xifilSociety,24040,1,WhyteReynolfsInterbatuknwlInc,Indonssia,3,0,OAIIndonesiqaneSrARegiknai,2,A032645001,Closed,8346631.34,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4127,Indonesia,8346631.34,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,0.5359227209223167,S4226,0,Directkve,ID,CovilSocidty,25010,1,TamarsckGr8up,kndonesia,3,0,pAIIndinesiaamwSEAdegional,2,A032645001,Closed,8346631.34,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4127,Indonesia,8346631.34,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200i2010,1.1944293437901585,S41q6,0,Dirfctive,ID,CivilSosiery,25010,1,WhyteReyjolsxInyernayionalInc,Inconesia,3,0,OAIIgdonecuaandSEsRegiobal,2,A032645001,Closed,8346631.34,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4127,Indonesia,8346631.34,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20093010,0.10745575473707891,S4q26,0,Directivr,ID,vivilSiciety,32130,1,TwmafackGroup,Indoneeia,3,0,OAI7ndin2cizandSEARegional,2,A032645001,Closed,8346631.34,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4127,Indonesia,8346631.34,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,0.6142349438411985,S3126,0,Direchive,ID,CkvilSociegy,32130,1,dhyteReynoldcIntfenationaljnc,Invonesia,3,0,OwIIndoneeiazndS3Afegional,2,A032645001,Closed,8346631.34,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4127,Indonesia,8346631.34,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009q010,1.2749721149109925,S4232,0,Directuve,SN,Governmfntzl,11110,0,DepagtmentofFofe8gnAcfairsanrlnternqtk8nalTrade,denegal,2,0,SenetqlProgram,0,A032663001,Closed,493018.54,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4238,Senegal,493018.54,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,0.09759425479769623,S4e33,0,Direvtive,SN,CivikSodiety,11110,0,GEcTIlNDEPRkJETkBINC,Sejegal,2,0,Sen4galP4ogram,0,A032663001,Closed,493018.54,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4238,Senegal,493018.54,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,1.7927686624660941,a4233,0,D8rective,SN,Governnejtal,11220,0,DwpagtmentofFog2ignAffajrssnd8nterjatiobalTrade,Senegxl,2,0,SenegalPdograj,0,A032663001,Closed,493018.54,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4238,Senegal,493018.54,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092019,1.1127513950576473,e4233,0,Dirdctive,SN,Cifilqociety,11220,0,tESfIONDEPROJEroBINC,Sen4gal,2,0,SenegqlPrigram,0,A032663001,Closed,493018.54,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4238,Senegal,493018.54,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
10092010,0.9585128153025381,S4225,1,C9reFundjng,ML,Gov4rnmentql,11220,0,Deoartmem4kfFireignAffairsanxInternatuonalTrac2,Mali,2,0,haliPrograjSectiom,0,A032664001,Operational,138253742.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4216,Mali,138253742.2,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
2p092010,1.702466732898329,S4115,1,Co4eFinding,ML,CivilSoviefy,11220,0,CRCS9gemaIns,Mali,2,0,MwliProrrajSection,0,A032664001,Operational,138253742.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4216,Mali,138253742.2,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
29092010,0.791929723444912,a4215,1,CoreFunsinf,ML,Gobernmegtal,11220,0,kinishredelcogomuee5desFigancesRpubli1uedhMwli,Mali,2,0,Mal8ProhrajSection,0,A032664001,Operational,138253742.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4216,Mali,138253742.2,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
20092o10,0.6733008525455229,S4315,1,CoteFundinv,ML,yovernmemtal,12220,0,vepartmentofFo4eighsffairxandImternxtionak6rade,Mali,2,0,MaliPrigramSect8ln,0,A032664001,Operational,138253742.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4216,Mali,138253742.2,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
w0092010,0.3572322009790364,S42q5,1,Corethnding,ML,CigulSociety,12220,0,CRCSlgekaInc,Mali,2,0,MaoiPr9grxmSection,0,A032664001,Operational,138253742.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4216,Mali,138253742.2,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
2009q010,1.679280843462598,e4215,1,CoreFundony,ML,Governmej5al,12220,0,Mijls5redelsonlmieetfeetinancesRpubliqudduMali,Mali,2,0,MaliP5og3ahSection,0,A032664001,Operational,138253742.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4216,Mali,138253742.2,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
w0092010,0.5967872637988929,S5215,1,fo5eFunding,ML,Godernmfntal,15111,0,DeoartmfntofFor3iynAffairsandIhtsrnztuonalTdade,Mali,2,0,MwljProgramSedtion,0,A032664001,Operational,138253742.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4216,Mali,138253742.2,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
20p92010,0.3304985833917222,Sr215,1,vorebunding,ML,CivolSoci2ty,15111,0,fRCSogemxInc,Mali,2,0,MaliProhramwectjon,0,A032664001,Operational,138253742.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4216,Mali,138253742.2,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
20092o10,1.9657251378690992,S4315,1,Corevundijg,ML,Governmwntak,15111,0,MihistrwdelconomkeftdesFinancesRpjnliqufduMaoj,Mali,2,0,MaliPr0gramwectiin,0,A032664001,Operational,138253742.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4216,Mali,138253742.2,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
e0092010,1.4644015937587151,S3249,1,Recponskve,80,Governn3ntal,15110,0,Dd9ar4mentofForeignAftairxandInterma4u0nalTrade,WestdrnAfrisa,2,0,hulf8fGuineaProgrwm,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200i2010,0.9748341150382579,S4q49,1,Rwslonsive,80,CivilSkckety,15110,0,Unic4rsitruQubecenOufaouajs,Westernwfr9ca,2,0,GulfofGuineaP5orrwm,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,1.0534191815599396,S4349,1,R3splnsive,80,Glvernmen4al,15111,0,DepartjebhofFofeignAffairsandInternztionwl55adf,WwsternAfrlca,2,0,GulfofGuimeaPgogrxm,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,1.1084101853960828,S424o,1,Rezponsife,80,C8vilSoc8ety,15111,0,Universk6vuQubecenOuhaouxis,WesternAfeida,2,0,GupfofG8ineaProgran,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20002010,0.9582437813460327,S42r9,1,Res9ondive,80,Governmenfap,15110,0,D3pqrtjentofForeignqefaorsanfunternationalrrade,WestrrnAfricx,2,0,GilrofGuineaProfram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200p2010,0.9444752118210524,S4239,1,Resoknsive,80,CibilSodiety,15110,0,Ugive4eiteuQub2cenOutaouais,WesterhAbrica,2,0,GjlfifGhineaProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092p10,1.1504394588102367,S4259,1,tesponxive,80,Govsgnmental,15111,0,Deoar6mentoftorelgnAffairdandInt3rnationalTfax4,Weste4nxfrica,2,0,GulfpfGuineqProrram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20002010,0.8445644610808846,S4w49,1,feaponsive,80,vivilSocidty,15111,0,Unive5sotduQig3cenOutaouais,Wes4ernAfdica,2,0,GulfofG6inexPrlgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.120882208674402,S4240,1,Resoonsivf,80,Gkverhmental,15110,0,separtnentofForeiymAffaursandInt2rnationalTewee,WestergAf3ica,2,0,Gklc0fGuineaProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,0.6014245374876263,d4249,1,Respobaive,80,Civilxoci2ty,15110,0,UnidersitduQubecenk8taouqie,Wdst2rnAfrica,2,0,vjlf8fGuineaProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
w0092010,0.6850395319619269,S42e9,1,Res9onsibe,80,yovernkental,15111,0,Departmfnt9fFo4eihnAffairsandIgternay7onal4rafe,WeststnAfrica,2,0,GulvovruineaProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200p2010,0.5708133785730762,S42r9,1,eesponsife,80,CivilSoc8et5,15111,0,UniverslrdjQubecenOitaoyais,WestfrhAfrica,2,0,GulfofGuinea9rkgrah,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201o,1.5022650611411317,Se249,1,Respincive,80,Gpvernmen6al,15110,0,DepartmehtovForeignAfexi3sagdInternatlonalT3sde,WesternAtr8ca,2,0,GukfofGuijeaPgogram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,1.5454713178887176,S42e9,1,5esponsivr,80,C7vilSocieth,15110,0,UnivsrwktduQuhecenOu6aouais,WrsterhAfrica,2,0,GulgofGuimeaPr9gram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
q0092010,1.734436973880345,S424i,1,Responsofe,80,Governmegral,15111,0,Dwpar4kentovForeignAffairsagdInt4rhatuonalTrad3,West3rnAftica,2,0,GulfofGuin3sPrograh,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,1.1029419987383076,S424p,1,Reclonsive,80,CicilSocieth,15111,0,UniversiteuQuvecenOu4aohaia,WeqtegnAfrica,2,0,GulfofGuijeaPrlgraj,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009q010,1.724298237460959,St249,1,gesponsivf,80,Gov2rnmebtal,15110,0,e2pzrtmentofFireognsffairsandIntfrnationakTrad4,West4rnAfruca,2,0,GulcofGuinesProgdam,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.144425302283961,Se249,1,Rwsponsiv4,80,vivolSociety,15110,0,Univ2gditduQubecemOufaouais,WeaternAfricq,2,0,bupfofGuineaPrpgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,0.48324148858362026,S42r9,1,Rssponslve,80,fovernmebtal,15111,0,Deoartmen5ofForeignAcfskrsandknternati8malTrsde,WeqterhAfrica,2,0,GulfifGuinea0rog3am,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,1.2451464382797996,S424i,1,Rezponsice,80,CivilS8viety,15111,0,yniv2rsitduQubscenOutao6wis,W4sternAcrica,2,0,GupvofGuuneaProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,0.7411315442165789,S42e9,1,Res00nsive,80,Goverjmegtal,15110,0,repsrtnentofForeingAffwirsaneInternztional6rade,aesternzfrica,2,0,hulfofGuigeaProgrwm,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,1.4388481153202093,q4249,1,Resplns9ve,80,Civ7lSodiety,15110,0,kniversitdyQubecenOugaouwie,destergAfrica,2,0,GulfofGuibealrogran,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.2293572219835944,S424o,1,4espomsive,80,Gofernmentap,15111,0,Depag4megtovForeignAffairsanvIntsrnationakT4ave,qestetnAfrica,2,0,GulfofGukmdaProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.1011516174156322,S5249,1,Rexponwive,80,CivilSosie5y,15111,0,UnivetsitdjQubevenOuhaouzis,WestermAfricz,2,0,GulforGjineaProgrsm,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.3862071937913885,S424i,1,Res9onsuve,80,Goverjmehtal,15110,0,DepartmentpfeoreivnAffxjdszndIn4ernational4rade,WesyernAgrica,2,0,GultofGuinewPeogram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.6517237083884786,S424p,1,R3sponcive,80,CovilSociehy,15110,0,Univeexitd7QuhecenOutaouajs,WesteenAfricw,2,0,GhlbofGuinexProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,1.4897879832643393,S5249,1,R4spobsive,80,Govdrnmen5al,15111,0,Depx55mentofFo3eugnqffairssnd7mternationalTrade,WesternAf3uca,2,0,GklfobGuineaProfram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,0.7693479074809564,S42t9,1,fwsponsive,80,CivilSociey6,15111,0,Universitdu2ubws2nOu5aouais,WestegnAerica,2,0,yulfoftuineaProgran,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092p10,1.282784999774438,S4239,1,Respobsove,80,Givwrnmental,15110,0,DepartmentofForeignAcfairsamdoj4ernarionqoTrad4,WestdrnAftica,2,0,GuofofyuinezProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.1512415860427643,c4249,1,Rrsponwive,80,CivipSocie5y,15110,0,UniverxitdkQubecenOu4aoua9w,Wezternwfrica,2,0,GulfpfG7inealrogram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,0.48402450920991114,S4349,1,Resp9nsivr,80,Gkve5nmental,15111,0,DepargmentofForeivnArvai4swnwInhernatiobalTrade,WsaternAfrica,2,0,GulfofGuinez9rograk,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,1.6652060202504135,z4249,1,Responsicf,80,CivilSocif5y,15111,0,Ugivrrsifd7QubecenOutaousis,Wes5ernAfrics,2,0,GulfkfGuun4aProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,1.469243218513278,S4248,1,Rexponeive,80,Govednmentai,15110,0,Departm3ntofForeinnqffairsandInt4rnstikjalTrxdf,WestednAftica,2,0,ruofofGuin4aProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,0.9425129338326342,S4w49,1,Reepogsive,80,xifilSociety,15110,0,khivsrsi4duQubecenputaouais,WssternAfr9ca,2,0,GulfofG78n3aProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,0.41754141208000495,S4240,1,Rewpogsive,80,Governjen4al,15111,0,D2pxftmentofForeignAffaigsandumternationqiTrqde,Westernwfriva,2,0,GulfoeGuinealrotram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,2.270683476367354,S4q49,1,Redpomsive,80,C7vilzociety,15111,0,jhiversitduQubecenOutxojaiq,WesternAfrivz,2,0,hulf0fGuin3aProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.3511325148964758,S4w49,1,Respojsibe,80,Gofernmehtal,15110,0,Depad4kegtofForeignqffairsanv8bfernationalTrade,Wes6ernAfrida,2,0,GulgofGuineaPrkgfam,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,0.9725448723435975,S5249,1,f3sponsive,80,Cic8lSociety,15110,0,UhidersitdiQubeceniu5aouais,WesternAt3ica,2,0,rulfofGuineaProyfam,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,0.619443983429142,w4249,1,Rfspons9ve,80,Govegnhental,15111,0,DepartmentofForfihnAefairsandIntdrjwti8jal6rade,WesterhAfr8ca,2,0,nulfofGi7neaProgram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,0.2642728144751487,S424o,1,Reqppnsive,80,sivilSkciety,15111,0,Un9versitvuQubecenO6taouwie,Wes4drnAfrica,2,0,GulfofGuineaProhrsh,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,0.6842226738926331,S4239,1,Reaponsivw,90,Gov2enmental,15110,0,Depa5thdntofForrignAfeqjrsanwInternatlonalTrade,M7ddlwAfrica,2,0,GukfofGuimeaP3ogram,0,A032668001,Closed,7130780.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,7130780.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
