Fiscal year,Branch ID,Organisation sub-class,Continent ID,Sector percent,Sector name,Status,Project number,Climate change mitigation (marker),Gender equality (marker),Participatory development and good governance,Maximum CIDA contribution (project-level),Regional program (marker),Section ID,Untied amount(Project-level budget),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
200920q0,B4190,CONqULgINGSERV7CES,3,0.05899120368665001,Demosra5ix0a5ticipationwndcivilsoci4ty,Closfd,A03384300w,0,0,1,12500004.283915296,0,S414q,13105476.836483456,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009q010,f4100,cUPPoI2ROFGOpDSSERVICES,3,0.5292127230452496,Dem9craticpsrtjci0a6iogandcivilsocie4y,Ciosed,A932843o01,0,0,1,61728426.05622071,0,Sr141,17938410.09800792,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,Bt100,eEDERAL,3,0.5172570853302265,Radio6sleviqionprin6kedia,Closdd,A03q843o01,0,0,1,4985812.142146889,0,S414q,8681554.45510788,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,Be100,xONSULTINGSdRVICEd,3,0.49205030764448565,Radjoteievudionprin4media,Clossd,A031843p01,0,0,1,17287687.705361746,0,S414w,9694109.530957514,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,h4100,SUl9LIEROFG9ODSqERVICES,3,0.6675145772466946,Raf7otelevisionorigtmedix,Coosed,A032o4w001,0,0,1,28370968.008315675,0,a4141,13077074.123727303,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20082010,g4100,VOLUNTdERq3NDINGAGEgCY,3,0.3110941889495732,Bqqiclkf2skillsforyouthandaw8lts,Cposed,A032745p01,0,2,1,26158629.314184602,0,d4141,26127373.578599177,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,v4100,C8NcULTINGSEtVICES,3,0.46578128619994524,Basiclifeskiokwfkry0uthahdadults,flosed,A022835001,0,2,1,4305742.758629169,0,S4q41,2398118.091924891,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,n4100,VOLjNTEERSENDuNGAG2NC6,3,0.8858639376613238,Basivhealthcs4e,Clos3d,A032835901,0,2,1,31535058.15684172,0,S4131,61358870.34151233,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,B4190,CONSULTINfSERVIx2S,3,0.22252564311281942,Basicheal4hxwre,Closer,A032855901,0,2,1,34938226.57909489,0,S4151,78989215.66109414,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B41o0,cOLUNTEE5SENDINGzGwNCY,3,0.5312832527732676,wemoc5atixparticipqt8onandciciosociety,Clpsed,x0328t5001,0,2,1,9663129.541187037,0,S4q41,20612640.929325476,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,Br100,ClNSULT7NGSERV8CES,3,0.5135253372530528,Democraticpxrticjlationwndcuvils0cisty,Closes,Aoe2845001,0,2,1,21836039.877274938,0,Sr141,1888860.300923137,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,B5100,VOLUNTrEfSEbDkNGAGENCY,3,0.9616563455859963,Humajrifhts,Cl9sed,A0328r5o01,0,2,1,51170466.35734661,0,S4131,22541927.621367387,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,B4q00,vONSULTINGd4RVICES,3,0.6709646100706504,Huhanrkghts,vlosed,A0328t500w,0,2,1,1433175.6317768563,0,S4241,11512868.090551129,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,B4w00,VlLUmTEERSENDuNGAGENCh,3,0.12779059393635117,Civiliwnp4avebuildingc8nflictpref2ntioband32splution,Closef,A032ue5001,0,2,1,15326236.368696805,0,S4151,7935789.251167478,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200o2010,B5100,COmSiLTINGSERV8CES,3,0.4767072114110347,xivilianpeacehuildijgconfkic4prevejti0gajd5esolution,Cloeed,A032o4t001,0,2,1,54883920.82313697,0,St141,30977985.375707217,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,B4w00,VOLUNTEERSEND7gGsGENC7,3,0.6356460150247911,jhltiseft0ra7dforbasicsoviapservices,Cloqed,A032835002,0,2,1,52418888.307771385,0,S414w,45344177.59235535,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,B4109,CONeULTINGS2RVjCES,3,0.38795491754277367,Multizecto3aidrorbasicsoviaiserd9ces,Coosed,q032845901,0,2,1,29609934.07546407,0,S4142,14281912.676162863,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,f4100,cOLUjTEERSENvINGArENCY,3,1.0952175211245838,zmallandm2diumsixeeente4prisesSM3dfvelopmegt,Closfd,s03q845001,0,2,1,9199433.936655683,0,S4142,8323589.943927244,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,v4100,CpNSULTINGSsRbICES,3,0.7958576500908436,SmallandhediumsizfxegterprisrwSM3develophent,Closee,A942845001,0,2,1,35832182.17538759,0,S4w41,45494677.98920887,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,B44p0,VOLUNTEERSfNrINGAGrgCY,1,0.2791015236657188,hultisecto5aid,Teekinating,A03285e00q,0,0,0,24334383.084791794,0,S4r13,46958593.21653134,NGM Americas,D4400,NDD Americas Programming,South America,4424,Peru,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,B44o0,FEDrRAL,1,0.2588798395424361,Lwgalandnhdicixldevekopment,Clos2d,q03286100q,0,1,1,14731535.163483191,0,S4419,3247179.68899549,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4439,Caribbean Regional - Jamaica,0.119999991,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,Br400,FEDERAk,1,0.7189384812946813,kevslagdjudicialdevwlopment,flosed,A03e851001,0,1,1,18304447.74001404,0,S4419,8739863.423986327,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4439,Caribbean Regional - Jamaica,0.119999991,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,B44o0,FEDEdAL,1,0.9480949962341093,Dwmocrxticoarticipatkonxnrcivklsociety,Clpsed,A032u61o01,0,1,1,33943911.17640289,0,S44e9,37918412.75019844,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4439,Caribbean Regional - Jamaica,0.119999991,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,B4490,FsDERAL,1,0.5760643853934878,Democrsric9artic7patipnabdcivils0ciety,Closev,q032851001,0,1,1,56662205.65412216,0,S442o,51153856.213620976,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4439,Caribbean Regional - Jamaica,0.119999991,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,Br400,FEDERxL,1,0.5341541506440856,Hjnanrights,Cloded,A03q86100q,0,1,1,11958553.261258367,0,Sr429,24241079.810739458,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4439,Caribbean Regional - Jamaica,0.119999991,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B5400,FEDEdAL,1,0.3749896800703909,Humsnrightq,Closrd,x032961001,0,1,1,4113644.231754314,0,S442p,25681432.553536,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4439,Caribbean Regional - Jamaica,0.119999991,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,B4490,FED3RAL,1,0.45707076421978343,Legaiandjudicialdfcelopjen4,Opetationzl,A0r3861002,0,0,1,42459404.00725867,0,S4419,32504205.11633367,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4439,Caribbean Regional - Jamaica,0.65,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,g4400,FEDEtAL,1,0.7531301220611757,Democratucpartidi0sflonandc8vilsociety,Opera4ionwl,z032862002,0,0,1,32843941.45635987,0,x4429,18175557.366999246,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4439,Caribbean Regional - Jamaica,0.65,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,B4t00,FfDERAL,1,0.16619571876447947,Humanrughgs,Operarionsl,q032861o02,0,0,1,51078070.611452386,0,S4r29,25616340.840496294,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4439,Caribbean Regional - Jamaica,0.65,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,B44p0,gEDERAL,1,0.08334089633888947,Legalandyuwicialwev2lipment,kpegational,s022861003,0,0,1,20979173.62294587,1,c4429,28655641.525949843,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4434,Caribbean Region,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,Br400,FEDfRAL,1,0.43768789694706733,eempcraticpaeticipztionandclfilsosiety,Operat7onsl,A0328710o3,0,0,1,13414578.835098175,1,S4e29,41571890.1761469,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4434,Caribbean Region,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,B4490,FEDERsL,1,0.5174605766183481,Hujanriggts,Operati0nai,A032u61p03,0,0,1,6953534.749585205,1,Se429,12371049.03138799,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,4434,Caribbean Region,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,v4100,NGO,3,0.22482233316857317,Hukan5ights,Terminqtinf,A0329700p1,0,1,1,17961188.297991496,0,S4q26,257272.4622271657,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4130,China,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B4300,FEDEfAL,2,0.32354913039989636,Multisestorair,Closee,A0228o2001,0,0,1,7604183.6144817,0,S4349,16073010.603012105,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4251,Benin,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,B42o0,SUoPL8EROFGOODaSEgVICES,2,0.8470107046041331,Multissvtoraid,Clos2d,zp32882001,0,0,1,323359.74681325257,0,S4e49,1582860.9695914146,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4251,Benin,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,B4100,wUPPLIEROFGpODSSf5VICES,2,0.06088417636010984,Mul6izectoraid,Ckosed,A93q882001,0,0,1,9050103.042245818,0,S4259,17229437.44410447,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4251,Benin,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,g4200,FEDERAi,2,0.05680682292916195,Multisectoesid,Coosed,A033782001,0,0,1,11538251.65249335,0,S4q49,26167917.927009597,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4251,Benin,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,Bt200,COkPERANT,2,0.31859655994277125,Multusect9raid,Clos2d,A932882091,0,0,1,23644390.418177165,0,S4q49,76394983.44407025,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4251,Benin,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,n4200,fOOPERANT,2,0.20841111476875337,Muktisectorzid,Closes,so32882001,0,0,1,48574835.731742665,0,S4149,50726898.35246806,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4251,Benin,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,B4209,Unkbown,2,0.36957758611139796,Multisev6oraid,Ciosed,A032882oo1,0,0,1,21687944.039591108,0,d4249,14085897.288604302,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4251,Benin,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,B5200,OTHrRMULTILqTERsL,2,0.29094200740550547,Dem0crat9c9articipationandcidule8ciety,Closex,A02q884002,0,2,0,38259890.12549755,1,S4248,14011007.050731916,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2o092010,B4300,OTjERjUkTILATERAL,2,0.8097485448759538,Atrixulturalpilicyajdadmimistra4ibemagagemeny,Closew,A0r28840o2,0,2,0,13952122.358183471,1,S4239,24366911.72896261,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201o,B42o0,OTHERMUkTILAT2RAo,2,0.6163901278395842,Trawelolicyagdadhinistrztovemanxgement,Closec,A032874p02,0,2,0,20893948.938554272,1,S424p,12672785.992591297,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,v4200,OTHERMUoTjLA4ERAL,2,0.33141332100590337,Urbandevel8pmen5andmamagemdnr,Cl8sed,z03w884002,0,2,0,22536857.95303663,1,z4249,65538994.88048576,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
30092010,B4100,OTgERMyLToLATERAL,2,0.2701218269068584,Drkocraficpzrtidipationandsivilskciety,Closex,Ap32i84002,0,2,0,34425437.19428291,1,S4e49,29983459.487274088,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092p10,B42p0,kTHEgMULTIoATERAL,2,0.0471053618714124,zgricupturaioolicywndadministrxtivejanag2meny,Cloxed,A0328840p1,0,2,0,34195441.784896046,1,S4e49,12378704.306871375,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200o2010,B4300,OTHEtMULTIkAgERAL,2,0.6299268323098379,yrsdepolicyqmrzdmknistrativemanagement,dlosed,A03288ro02,0,2,0,1986455.1753724366,1,S424i,70062115.01450688,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092020,B4290,OyHEgMhLTILATERAL,2,0.4373892406457568,Urfamdevelipmenhandmanagemeht,Cl9sed,A03288e902,0,2,0,31805057.082109034,1,S3249,93884783.52427427,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201o,h4200,OTtEeMULTILATERzL,2,0.5416453503468162,Democ4x4ivparticioxtionanccivilsociety,Coosed,A03188400e,0,2,0,66947824.41878006,1,S4248,10633979.87357621,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920w0,B420o,OTtERMULT7LArERAL,2,0.7546991325864931,Arricjlt8rakpolicyandawminisrra6kvemansgement,Closfd,A0re884002,0,2,0,19004984.436802156,1,S42r9,13064367.426010197,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,B4209,OTHEgMkLTIoATERAL,2,0.15700113876685484,Tradep8kifyancadministrativemanzyejent,Ckosed,z0328u4002,0,2,0,14449223.861215241,1,S4239,26982320.08350528,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092910,f4200,OTHEfMUi5ILATERAL,2,0.2350103169156092,8rbabdevelopm4btagdmanagement,vlosed,x042884002,0,2,0,2517804.6586820725,1,q4249,12002424.337101359,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
29092010,B4100,OTHERMUiTopATERAL,2,0.08248507797208154,Democratispartidjpationandfidiosociet5,vlosed,q032o84002,0,2,0,73160327.0000477,1,S4e49,47067258.09756238,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200o2010,v4200,OTHERMUpTILqTEfAL,2,0.383950288118233,Ahruculyurakpolicuamdzdministrat9vemajagement,Clos4d,A042u84002,0,2,0,2695924.4651063383,1,S4349,10403488.089167131,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092910,B42o0,OTHEeMkpTILATERAL,2,0.529383371695187,Trade0olicyagfawministtativemanafemebt,Coosed,A0w288400w,0,2,0,24074372.612436216,1,S4259,6593038.664841274,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920w0,B4100,OTHdRkULTILATE5AL,2,0.6783291253202041,krbanxevelopmentajdmanagekejt,Clos4d,A032u84003,0,2,0,12910412.499910302,1,S4w49,31145225.991054922,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,B4209,lTHERnULTILAyERAL,2,0.5981275220547868,Dem8ceayiclartocipatiohandckvilsociety,Ciosed,Ap42884002,0,2,0,22441074.147535495,1,S4149,16801855.6204581,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20082010,v4200,OfHERMULTILAgERwL,2,1.0340319589119809,Agricult6ralpolicyanxadm8nistra4ivenajavemebf,Clos3d,A0r28840o2,0,2,0,27099324.408789285,1,q4249,15475750.410353525,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
29092010,B4209,OTHERMUpTkLATrRAL,2,0.6664503659059758,Trade0plichabdadminixtrativemxnagemejt,xlosed,A03q784002,0,2,0,32356123.23936855,1,S42t9,26431995.55550257,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,f4200,O6HERMjLTILAyERAL,2,0.5693141383634127,Urbamxevel9pmegrandmanagement,Clised,z0328u4002,0,2,0,13619029.947658248,1,S424o,39710574.315331295,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092019,f4200,OfHfRMULTIpATERAL,2,1.3623909781525718,Dwmkcrzticpaeticipxtionsndcifilsociety,Cloced,A03w884o02,0,2,0,66714667.84652212,1,a4249,33094086.258033067,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,Bt200,OTHERMUL6ILA5ERAo,2,0.14092927659892274,Agricultural9ilic7zgrawministrxtivemqnagement,Cloqed,A032885p02,0,2,0,20971730.512633245,1,Sr249,43991912.889135525,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092019,B5200,OTjERMULfILATERAi,2,0.04268879376196899,T3adepolicyqndadmimistta5iv4managehent,Clowed,A0328840o1,0,2,0,26700023.99900177,1,S424i,55213865.24397436,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,B4q00,0gHERMULTILATERAo,2,0.34638130510307386,Urbsndevelopmdmtandksnagement,Closer,A9328840p2,0,2,0,8424762.50593479,1,S424i,11484368.058045546,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009q010,B42o0,iTHERkULTILATERwL,2,0.21003608039674146,D3mocfwticpadticipatjpnanecivilsociety,Cloeed,Ao3e884002,0,2,0,14855098.43686251,1,S424i,5448158.214085059,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2o092010,f4200,OTH3RhULTILArERAL,2,0.5438358962599525,Agrixulturaop8loc6ancadminkstrstivekanagement,Closfd,wo32884002,0,2,0,16927420.737637453,1,S4e49,21336977.14522349,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920q0,B42p0,OhHERMUpTILATfRAL,2,0.828356021545626,Trade0oiifyanwaeministrstivemanagemenh,Coosed,z032884902,0,2,0,6738714.570965595,1,S4q49,29319257.98032302,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,B420o,OTHE3MjLTILATE3AL,2,0.5915196882445084,6rbandevelolhentandmagagemwnt,Clos3d,A0e2i84002,0,2,0,38650342.71842348,1,a4249,31560386.2119846,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,Br200,OrHERMULgIoATERAL,2,0.5942338169980709,Denoceaticlar5isipayionandcivilsocie4y,Closwd,Ao32884p02,0,2,0,2312846.09309981,1,S3249,38782679.1167378,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920q0,h4200,OTHE5MUkTILATERAo,2,0.3459005448333325,zgriculturaloolicjxbdwdninisttatuvemanagement,Clozed,A031884092,0,2,0,39610665.77919124,1,S4349,28610359.939643808,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2p092010,B4q00,OTHERMiLTjLATERAp,2,0.8711785120115436,Trarepooicyamdadmigistratifemanag2meht,Clised,A03q884092,0,2,0,405055.23373713903,1,S3249,2158053.821371695,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
