assay_id,curated_by,assay_subcellular_fraction,assay_tissue,tissue_id,description,tid,assay_organism,doc_id,bao_format,assay_strain,assay_type,assay_test_type,assay_category,assay_tax_id,assay_cell_type,relationship_type
4423,Autocuration,,,,Cmax in monkey after administration of 1 mg/kg iv,22224,Cercopithecidae,6535,BAO_0000218,,A,In vivo,,9527.0,,U
4424,Autocuration,,,,Cmax was determine after peroral administration at 10 mpk in Rhesus,22224,Cercopithecidae,5668,BAO_0000218,,A,In vivo,,9527.0,,U
4425,Autocuration,,,,Cmax in cynomolgus monkey by iv administration,22224,Cercopithecidae,5922,BAO_0000218,,A,In vivo,,9527.0,,U
4426,Autocuration,,,,Cmax in cynomolgus monkey by po administration,22224,Cercopithecidae,5922,BAO_0000218,,A,In vivo,,9527.0,,U
4427,Autocuration,,,,Cmax value evaluated in monkey,22224,Cercopithecidae,6078,BAO_0000218,,A,In vivo,,9527.0,,U
4428,Autocuration,,,,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,22224,Cercopithecidae,2661,BAO_0000218,,A,In vivo,,9527.0,,U
4429,Autocuration,,Plasma,1969.0,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,22224,Cercopithecidae,3249,BAO_0000218,,A,In vivo,,9527.0,,U
4430,Autocuration,,Plasma,1969.0,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,22224,Cercopithecidae,3249,BAO_0000218,,A,In vivo,,9527.0,,U
4431,Autocuration,,Plasma,1969.0,Maximal plasma concentration in squirrel monkeys,22224,Cercopithecidae,5553,BAO_0000218,,A,In vivo,,9527.0,,U
4432,Autocuration,,,,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,22224,Cercopithecidae,1916,BAO_0000218,,A,In vivo,,9527.0,,U
4433,Autocuration,,Plasma,1969.0,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,22224,Cercopithecidae,6227,BAO_0000218,,A,In vivo,,9527.0,,U
4434,Autocuration,,,,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),22224,Cercopithecidae,4809,BAO_0000218,,A,In vivo,,9527.0,,U
4435,Autocuration,,,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,22224,Cercopithecidae,5355,BAO_0000218,,A,In vivo,,9527.0,,U
4436,Autocuration,,,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,22224,Cercopithecidae,5355,BAO_0000218,,A,In vivo,,9527.0,,U
4437,Autocuration,,,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,22224,Cercopithecidae,5355,BAO_0000218,,A,In vivo,,9527.0,,U
4438,Autocuration,,,,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,22224,Cercopithecidae,5355,BAO_0000218,,A,In vivo,,9527.0,,U
4439,Autocuration,,Plasma,1969.0,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,22224,Cercopithecidae,6221,BAO_0000218,,A,In vivo,,9527.0,,U
4440,Autocuration,,,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,22224,Cercopithecidae,167,BAO_0000218,,A,,,9527.0,,U
4441,Autocuration,,,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,22224,Cercopithecidae,167,BAO_0000218,,A,,,9527.0,,U
4442,Autocuration,,,,Absolute bioavailability was evaluated in monkey,22224,monkey,4257,BAO_0000218,,A,In vivo,,9443.0,,U
4443,Autocuration,,,,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,22224,monkey,6221,BAO_0000218,,A,In vivo,,9443.0,,U
4444,Autocuration,,,,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,22224,monkey,17667,BAO_0000218,,A,In vivo,,9443.0,,U
4445,Autocuration,,,,Bioavailability of compound was determined in rhesus monkey,22224,Macaca mulatta,17267,BAO_0000218,,A,In vivo,,9544.0,,U
4446,Autocuration,,,,Bioavailability determined after oral administration in marmoset,22224,marmosets,4256,BAO_0000218,,A,In vivo,,38020.0,,U
4447,Autocuration,,,,Oral bioavailability in cynomolgus monkey,22224,Macaca fascicularis,4256,BAO_0000218,,A,In vivo,,9541.0,,U
4448,Autocuration,,,,Bioavailability in monkey (p.o.) at 2.0 mpk,22224,monkey,17853,BAO_0000218,,A,In vivo,,9443.0,,U
4449,Autocuration,,,,Bioavailability was evaluated after oral administration in monkey,22224,monkey,16365,BAO_0000218,,A,In vivo,,9443.0,,U
4450,Autocuration,,,,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,22224,Macaca fascicularis,1916,BAO_0000218,,A,In vivo,,9541.0,,U
4451,Autocuration,,,,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),22224,Macaca mulatta,5334,BAO_0000218,,A,In vivo,,9544.0,,U
4452,Autocuration,,,,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),22224,Macaca mulatta,5334,BAO_0000218,,A,In vivo,,9544.0,,U
4453,Autocuration,,,,Bioavailability of the compound was determined in monkey,22224,monkey,17592,BAO_0000218,,A,In vivo,,9443.0,,U
4454,Autocuration,,,,Bioavailability in squirrel monkey (dose 5 mg/kg),22224,Saimiri sciureus,1399,BAO_0000218,,A,In vivo,,9521.0,,U
4455,Autocuration,,,,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),22224,monkey,4809,BAO_0000218,,A,In vivo,,9443.0,,U
4456,Autocuration,,,,Oral bioavailability in monkey,22224,monkey,3341,BAO_0000218,,A,In vivo,,9443.0,,U
4457,Autocuration,,,,Compound was tested for bioavailability in squirrel monkey,22224,Saimiri sciureus,64,BAO_0000218,,A,In vivo,,9521.0,,U
4458,Autocuration,,,,Oral bioavailability in Rhesus monkey,22224,Macaca mulatta,5005,BAO_0000218,,A,In vivo,,9544.0,,U
4459,Autocuration,,,,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),22224,Macaca mulatta,5005,BAO_0000218,,A,In vivo,,9544.0,,U
4460,Autocuration,,,,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,22224,Macaca fascicularis,5237,BAO_0000218,,A,In vivo,,9541.0,,U
4461,Autocuration,,,,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,22224,Macaca fascicularis,5237,BAO_0000218,,A,In vivo,,9541.0,,U
4462,Autocuration,,,,Oral bioavailability in monkey (dose 5 mg/kg),22224,monkey,5302,BAO_0000218,,A,In vivo,,9443.0,,U
4463,Autocuration,,,,Oral bioavailability of compound at 5 mg/kg in monkey,22224,monkey,17667,BAO_0000218,,A,In vivo,,9443.0,,U
4464,Intermediate,,,,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,50588,Canis lupus familiaris,6161,BAO_0000218,,A,In vivo,,9615.0,,N
4465,Intermediate,,,,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,50588,Canis lupus familiaris,6161,BAO_0000218,,A,In vivo,,9615.0,,N
4466,Intermediate,,Plasma,1969.0,Plasma half life determined,50588,Canis lupus familiaris,3854,BAO_0000218,,A,,,9615.0,,N
4467,Intermediate,,Plasma,1969.0,Plasma half life in dog,50588,Canis lupus familiaris,993,BAO_0000218,,A,,,9615.0,,N
4468,Intermediate,,Plasma,1969.0,Plasma half-life in Beagle dogs,50588,Canis lupus familiaris,4514,BAO_0000218,,A,,,9615.0,,N
4469,Intermediate,,Plasma,1969.0,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),50588,Canis lupus familiaris,5334,BAO_0000218,,A,In vivo,,9615.0,,N
4470,Intermediate,,Plasma,1969.0,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),50588,Canis lupus familiaris,5334,BAO_0000218,,A,In vivo,,9615.0,,N
4471,Intermediate,,,,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,50588,Canis lupus familiaris,1466,BAO_0000218,,A,In vivo,,9615.0,,N
4472,Intermediate,,,,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,50588,Canis lupus familiaris,1466,BAO_0000218,,A,In vivo,,9615.0,,N
4473,Intermediate,,,,Tested for the half life period in dog,50588,Canis lupus familiaris,5313,BAO_0000218,,A,,,9615.0,,N
4474,Intermediate,,,,Tested for the half life period in dog at dosage of 10 mpk,50588,Canis lupus familiaris,5313,BAO_0000218,,A,In vivo,,9615.0,,N
4475,Intermediate,,,,The compound was tested for half life in dog,50588,Canis lupus familiaris,3880,BAO_0000218,,A,,,9615.0,,N
4476,Intermediate,,Plasma,1969.0,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",50588,Canis lupus familiaris,3639,BAO_0000218,,A,,,9615.0,,N
4477,Intermediate,,,,The half life was determined,50588,Canis lupus familiaris,3880,BAO_0000218,,A,,,9615.0,,N
4478,Intermediate,,Plasma,1969.0,The plasma half-life in dogs,50588,Canis lupus familiaris,3918,BAO_0000218,,A,,,9615.0,,N
4479,Intermediate,,Plasma,1969.0,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,50588,Canis lupus familiaris,16452,BAO_0000218,,A,,,9615.0,,N
4480,Intermediate,,,,Half life in dog,50588,Canis lupus familiaris,17796,BAO_0000218,,A,,,9615.0,,N
4481,Intermediate,,,,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,50588,Canis lupus familiaris,5983,BAO_0000218,,A,In vivo,,9615.0,,N
4482,Intermediate,,,,tmax upon peroral administration of 10.0 mg/Kg dose in dog,50588,Canis lupus familiaris,1466,BAO_0000218,,A,In vivo,,9615.0,,N
4483,Intermediate,,,,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,50588,Canis lupus familiaris,16456,BAO_0000218,,A,In vivo,,9615.0,,N
4484,Expert,,,,Cmax in ferrets after 30 mg/kg oral dose,50506,Mustela putorius furo,6113,BAO_0000218,,A,In vivo,,9669.0,,N
4485,Expert,,,,Emesis in ferrets at 30 mg/kg oral dose,50506,Mustela putorius furo,6113,BAO_0000218,,F,In vivo,,9669.0,,N
4486,Autocuration,,,,Bioavailability in cynomolgus monkey,22224,Macaca fascicularis,17796,BAO_0000218,,A,In vivo,,9541.0,,U
4487,Intermediate,,,,Volume of distribution in cynomolgus,100710,Macaca fascicularis,17796,BAO_0000218,,A,In vivo,,9541.0,,N
4488,Autocuration,,Plasma,1969.0,AUC tested in guinea pig when 3 mg/kg dose was given perorally,22224,Cavia porcellus,5308,BAO_0000218,,A,,,10141.0,,U
4489,Autocuration,,,,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,22224,Cavia porcellus,4877,BAO_0000218,,A,,,10141.0,,U
4490,Autocuration,,,,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",22224,Cavia porcellus,4876,BAO_0000218,,A,,,10141.0,,U
4491,Autocuration,,Plasma,1969.0,AUC in guinea pig after 3mg/kg oral dose,22224,Cavia porcellus,4878,BAO_0000218,,A,In vivo,,10141.0,,U
4492,Autocuration,,,,Bioavailability in guinea pig was tested,22224,Cavia porcellus,5308,BAO_0000218,,A,In vivo,,10141.0,,U
4493,Autocuration,,,,Tested for oral bioavailability in guinea pig at 5 mg/kg,22224,Cavia porcellus,4877,BAO_0000218,,A,In vivo,,10141.0,,U
4494,Autocuration,,,,Tested for the oral bioavailability of the compound,22224,Cavia porcellus,4876,BAO_0000218,,A,In vivo,,10141.0,,U
4495,Autocuration,,,,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,22224,Cavia porcellus,4876,BAO_0000218,,A,In vivo,,10141.0,,U
4496,Autocuration,,,,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,22224,Cavia porcellus,5308,BAO_0000218,,A,In vivo,,10141.0,,U
4497,Autocuration,,Lung,2048.0,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,22224,Cavia porcellus,4877,BAO_0000218,,A,In vivo,,10141.0,,U
4498,Autocuration,,,,Cmax in guinea pig after 3mg/kg oral dose,22224,Cavia porcellus,4878,BAO_0000218,,A,In vivo,,10141.0,,U
4499,Autocuration,,Blood,178.0,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4500,Autocuration,,Brain,955.0,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4501,Autocuration,,,,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4502,Autocuration,,Intestine,160.0,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4503,Autocuration,,Kidney,2113.0,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4504,Autocuration,,Liver,2107.0,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4505,Autocuration,,,,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4506,Autocuration,,Spleen,2106.0,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4507,Autocuration,,,,Elimination T1/2 in Guinea pig (PO dose),22224,Cavia porcellus,14465,BAO_0000218,,A,In vivo,,10141.0,,U
4508,Autocuration,,,,Partition coefficient was measured as -log (counts per min ),22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4509,Autocuration,,,,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,22224,Cavia porcellus,611,BAO_0000218,,A,In vivo,,10141.0,,U
4510,Autocuration,,,,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,22224,Cavia porcellus,611,BAO_0000218,,A,In vivo,,10141.0,,U
4511,Autocuration,,,,Elimination T1/2 in Guinea pig (PO dose),22224,Cavia porcellus,14465,BAO_0000218,,A,In vivo,,10141.0,,U
4512,Autocuration,,,,"Tested for the half life period of the compound, intravenously",22224,Cavia porcellus,4876,BAO_0000218,,A,In vivo,,10141.0,,U
4513,Autocuration,,,,Half-life was measured,22224,Cavia porcellus,5689,BAO_0000019,,A,,,10141.0,,U
4514,Autocuration,,,,The time required for onset of inotropy after addition of a single dose of delta F75,22224,Cavia porcellus,7515,BAO_0000019,,A,,,10141.0,,U
4515,Autocuration,,,,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,22224,Cavia porcellus,17667,BAO_0000218,,A,In vivo,,10141.0,,U
4516,Autocuration,,,,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,22224,Cavia porcellus,17667,BAO_0000218,,A,In vivo,,10141.0,,U
4517,Autocuration,,,,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,22224,Cricetulus griseus,4727,BAO_0000218,,A,In vivo,,10029.0,,U
4518,Intermediate,,,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,50594,Mus musculus,10107,BAO_0000218,,A,In vivo,,10090.0,,N
4519,Intermediate,,,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,50594,Mus musculus,10107,BAO_0000218,,A,In vivo,,10090.0,,N
4520,Intermediate,,,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,50594,Mus musculus,10107,BAO_0000218,,A,In vivo,,10090.0,,N
4521,Intermediate,,,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,50594,Mus musculus,10107,BAO_0000218,,A,In vivo,,10090.0,,N
4522,Intermediate,,,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,50594,Mus musculus,10107,BAO_0000218,,A,In vivo,,10090.0,,N
4523,Intermediate,,,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,50594,Mus musculus,10107,BAO_0000218,,A,In vivo,,10090.0,,N
4524,Intermediate,,,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,50594,Mus musculus,10107,BAO_0000218,,A,In vivo,,10090.0,,N
4525,Intermediate,,Blood,178.0,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4526,Intermediate,,Blood,178.0,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4527,Intermediate,,Blood,178.0,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4528,Intermediate,,Bone,10000001.0,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4529,Intermediate,,Bone,10000001.0,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4530,Intermediate,,Bone,10000001.0,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4531,Intermediate,,Brain,955.0,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4532,Intermediate,,Brain,955.0,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4533,Intermediate,,Brain,955.0,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4534,Intermediate,,Heart,948.0,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4535,Intermediate,,Heart,948.0,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4536,Intermediate,,Heart,948.0,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4537,Intermediate,,Intestine,160.0,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4538,Intermediate,,Intestine,160.0,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4539,Intermediate,,Intestine,160.0,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4540,Intermediate,,Kidney,2113.0,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4541,Intermediate,,Kidney,2113.0,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4542,Intermediate,,Kidney,2113.0,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4543,Intermediate,,Liver,2107.0,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4544,Intermediate,,Liver,2107.0,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4545,Intermediate,,Liver,2107.0,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4546,Intermediate,,Lung,2048.0,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4547,Intermediate,,Lung,2048.0,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4548,Intermediate,,Lung,2048.0,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4549,Intermediate,,Muscle tissue,2385.0,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4550,Intermediate,,Muscle tissue,2385.0,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4551,Intermediate,,Muscle tissue,2385.0,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4552,Intermediate,,Spleen,2106.0,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4553,Intermediate,,Spleen,2106.0,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4554,Intermediate,,Spleen,2106.0,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4555,Intermediate,,Stomach,945.0,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4556,Intermediate,,Stomach,945.0,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4557,Intermediate,,Stomach,945.0,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,50594,Mus musculus,3655,BAO_0000218,,A,In vivo,,10090.0,,N
4558,Intermediate,,,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,50594,Mus musculus,16597,BAO_0000218,,A,In vivo,,10090.0,,N
4559,Intermediate,,,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,50594,Mus musculus,16597,BAO_0000218,,F,In vivo,,10090.0,,N
4560,Intermediate,,,,MRT value at a dose of 10 mg/kg intravenous administration in mice.,50594,Mus musculus,16597,BAO_0000218,,A,In vivo,,10090.0,,N
4561,Intermediate,,,,MRT value at a dose of 10 mg/kg peroral administration in mice.,50594,Mus musculus,16597,BAO_0000218,,A,In vivo,,10090.0,,N
4562,Intermediate,,,,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,50594,Mus musculus,17764,BAO_0000218,,A,In vivo,,10090.0,,N
4563,Intermediate,,,,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,50594,Mus musculus,17764,BAO_0000218,,F,In vivo,,10090.0,,N
4564,Intermediate,,,,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,81034,Homo sapiens,3830,BAO_0000219,,F,,,9606.0,A2780,N
4565,Intermediate,,,,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,81034,Homo sapiens,3829,BAO_0000219,,F,,,9606.0,A2780,N
4566,Intermediate,,,,Compound was evaluated for cytotoxicity against A2780 cell lines.,81034,Homo sapiens,2040,BAO_0000219,,F,,,9606.0,A2780,N
4567,Intermediate,,,,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4568,Intermediate,,,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4569,Intermediate,,,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4570,Intermediate,,,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4571,Intermediate,,,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4572,Intermediate,,,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4573,Intermediate,,,,Compound was evaluated for cytotoxicity against A2780 cell line,81034,Homo sapiens,2859,BAO_0000219,,F,,,9606.0,A2780,N
4574,Intermediate,,,,In vitro inhibitory activity against human tumor cell line A2780,81034,Homo sapiens,5618,BAO_0000219,,F,,,9606.0,A2780,N
4575,Intermediate,,,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4576,Intermediate,,,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4577,Intermediate,,,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4578,Intermediate,,,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4579,Intermediate,,,,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,81034,Homo sapiens,2113,BAO_0000219,,F,,,9606.0,A2780,N
4580,Intermediate,,,,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,81034,Homo sapiens,2113,BAO_0000219,,F,,,9606.0,A2780,N
4581,Intermediate,,,,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,81034,Homo sapiens,16745,BAO_0000219,,F,,,9606.0,A2780,N
4582,Expert,,,,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,81034,Homo sapiens,16597,BAO_0000218,,F,,,9606.0,A2780,N
4583,Intermediate,,,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
4584,Intermediate,,,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,81034,Homo sapiens,15684,BAO_0000219,,F,,,9606.0,A2780,N
