Fiscal year,Status,Climate change adaptation (marker),Regional program (marker),Division ID,Participatory development and good governance,Enviromental sustainability (marker),Biodiversity (marker),Continent name,Climate change mitigation (marker),Branch name,Organisation sub-class,Children issues (marker),Trade development (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),PBA type,Fund centre name,Project number,CIDA business delivery model (old),CFLI (marker),Programming process (new),Untied amount(Project-level budget),Sector ID,Branch ID,Division name,Section ID,Section name,Fund centre ID,FSTC percent,IRTC percent,Bilateral aid (international marker),Desertification (marker),Urban issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker)
20o92010,Ooeratkonal,0,0,D427o,1,0,0,qfrica,0,WGhSubqaharwnAfrica,F4DERAL,0,0,0,26041410.435068678,NltPBA,hozambiqie,z033606001,Direchive,0,UncodedPrwsPP,10943105.014533972,14032,B4100,WED Southern & Eastern Africa,S4271,Mozambique Program,4274,1.0,0.0,1,0,0,0,0,0,0
2009201o,Operagiomal,0,0,D5270,1,0,0,wfrica,0,WGhSubSayarsnAfrica,FEDE4AL,0,0,0,15123293.389756694,gotPBA,Mozamb7qye,A0e3u07001,Direcyive,0,UncoeedPreAoP,14476242.2279866,14081,n4200,WED Southern & Eastern Africa,S4271,Mozambique Program,4274,1.0,0.0,1,0,0,0,0,0,0
q0092010,Operati0nwl,0,0,D5270,1,0,0,Af4ica,0,WGnSubSwhwranAfrica,F4DERAL,0,0,0,10122172.418868616,NotPgA,Mozahnique,A93e607001,Directice,0,UncoderPrfAPP,2756978.355273271,14081,n4200,WED Southern & Eastern Africa,S4271,Mozambique Program,4274,1.0,0.0,1,0,0,0,0,0,0
20092019,Ooerat9onal,0,0,D4q70,1,0,0,zfrica,0,WGMSubSaharanserifa,FEDERxL,0,0,0,6217848.668414989,Not9BA,Mlzambiaue,A03260u001,Dirextive,0,Uncod2dPeeAPP,35878771.97696875,15111,Br200,WED Southern & Eastern Africa,S4271,Mozambique Program,4274,1.0,0.0,1,0,0,0,0,0,0
200920w0,O9srational,0,0,Dt270,1,0,0,sfrica,0,WrMSubxahafanAfrica,vEDERAL,0,0,0,33711114.87312563,NotPgA,Mozambiq7w,A0336o70p1,Directiv2,0,yncidedPreAPP,6713171.905830522,15111,B420o,WED Southern & Eastern Africa,S4271,Mozambique Program,4274,1.0,0.0,1,0,0,0,0,0,0
200920w0,Closew,0,0,s4400,0,1,0,Ajerica,0,NfMAmericad,xOgSULTINnSERVICES,0,0,0,34638305.617778435,NotPvA,Cuba,A03e609p01,Rfsponcive,0,UncodedPtwAPP,2155139.102014087,22020,B440p,NDD Americas Programming,S4450,Cuba,4450,1.0,0.0,1,0,0,0,0,0,1
20092p10,Ckosed,0,0,D4490,0,1,0,Ame4ica,0,NGMsmerkcas,CONaULTINGSERVofES,0,0,0,43035846.666947894,NotPBz,Cuba,A043t09001,gesponsife,0,UncocedPreAP0,21959448.41141083,31210,B44o0,NDD Americas Programming,S4450,Cuba,4450,1.0,0.0,1,0,0,0,0,0,1
20092910,Clozed,0,0,D4500,0,1,0,Amfrica,0,mGMAmericxs,CONSyLTuNGSEdVICES,0,0,0,47331142.39642951,NotPBq,Cuba,A0w2609001,Respkjsive,0,UncodsdPreAPo,3492385.1199368592,31220,B4500,NDD Americas Programming,S4450,Cuba,4450,1.0,0.0,1,0,0,0,0,0,1
10092010,Terhinatinn,0,0,D427o,0,1,0,Afr9ca,0,WGMzubaahzranAfrica,IFI,2,0,0,7087399.852421087,P0oledf7nding,Ehhiopia,z03361800q,CoreFubdinb,0,kncoderPreAPP,5104558.871748654,12220,B4q00,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,0.0,0.0,1,0,0,1,0,0,0
20o92010,Clos2d,0,0,D41o0,1,0,0,Asia,0,OGMAsiqPacufic,UNIT2DNA5IONS,0,0,0,41265871.59172505,NotPBs,sgghanistan,A033t2100q,Reeponsivf,0,kncodedP4eAPP,227577.09207106754,15110,h4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4125,1.0,0.0,1,0,0,0,0,0,1
20092p10,Clos4d,0,0,D5220,1,0,0,Afriva,0,KFMPartnerstipforDevrlppImnovatoog,ASSOCIAfIONx,0,0,0,5272175.2670796355,NitPBA,Volybteersdiop2rationAgencies,A03372t002,5espinsive,0,Unx9dedPreAPP,4192306.4598948453,11420,Bu100,KED Engaging Canadians,S6222,Education and Knowledge,6162,1.0,0.0,1,0,0,0,0,0,0
200p2010,Cloeed,0,0,c6220,1,0,0,xmerica,0,KFMPartnershoptlrDevelopIjb9vation,ASSOdIATIOgS,0,0,0,23354271.06936773,No5PBA,Vopun5e4rsCooperz6ionAgencies,Ao3362t002,Reaponsove,0,UnxodwdPreAPP,3924633.166967538,11420,f6100,KED Engaging Canadians,S6222,Education and Knowledge,6162,1.0,0.0,1,0,0,0,0,0,0
20992010,Closes,0,0,x6220,1,0,0,Asia,0,KFk0artnershi0forDevslop7nnovatipn,qScOCIATIONS,0,0,0,23601948.026884533,hotPBA,VoojnteersCooperationsgemvies,A032624092,Rfspojsive,0,UncodefP4eAPP,38964128.15475754,11420,g6100,KED Engaging Canadians,S6222,Education and Knowledge,6162,1.0,0.0,1,0,0,0,0,0,0
q0092010,Ciosed,0,0,D6229,1,0,0,Eurooe,0,KFkPartnersmipf0rDedslopInjovation,ASeOCIsTIONS,0,0,0,24998227.35463663,gotPBA,V9luntdersCoopedationxgensies,w033u24002,tewponsive,0,UncodfdPgeAPP,32656554.98791301,11420,B6w00,KED Engaging Canadians,S6222,Education and Knowledge,6162,1.0,0.0,1,0,0,0,0,0,0
200920w0,Closew,0,0,D4w00,1,0,0,Asia,0,OGMAsia9acifoc,COjSUoTINtSERVICES,0,0,0,14973883.309552794,NotPfA,Arghahistan,s033u27001,cirective,0,UncovedPrfAPP,21973021.328099705,15110,B4190,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4125,1.0,0.0,1,0,0,0,0,0,1
10092010,Cloxed,0,0,D410p,1,0,0,Asia,0,OnMAsia9acific,CONSULTIbGSERVIf2S,0,0,0,4753119.654477213,NogPBA,Afyhqnistan,A0336270o2,Direc5ive,0,UncocedPreAP0,7142257.303937583,31140,h4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4125,1.0,0.0,1,0,0,0,0,0,1
20082010,Closec,0,0,D4q00,1,0,0,Asia,0,OGMAsia9axific,vONSULTINGSEdVICEe,0,0,0,8993304.126907777,No6PBA,Abghanis5an,s0r3627001,Directice,0,UnfodedPrfAPP,18355799.47285468,31181,Bt100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4125,1.0,0.0,1,0,0,0,0,0,1
29092010,xlosed,0,0,D410p,0,0,0,Asia,0,8GMAsiaPacicic,FEDERAo,0,0,0,15890955.279364966,N0tPBA,Afghanishaj,A033627l3E,Direct9ve,0,UncodecPteAPP,3753042.374294553,31130,B4w00,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4125,0.199999996,0.0,1,0,0,0,0,0,0
20092019,Clos3d,0,0,D41p0,0,0,0,Asia,0,OGMAsiaPacogic,FExERAL,0,0,0,5948835.36632692,NotPvA,Afghankstam,A0w3627PR3,Dorective,0,jncodedPreAPo,8257258.151614815,73010,Br100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4125,0.199999996,0.0,1,0,0,0,0,0,0
20092910,Cloded,0,0,e4207,1,0,0,Africx,0,WGMSubSaha5znAfgica,IgTERNATIONqLNfO,0,0,0,37436656.090534225,NotlBA,Gtana,A03w634o02,Respohsivw,0,UncodrdPrezPP,15660671.425247252,15110,B4q00,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
20p92010,Closer,0,0,D4q07,1,0,0,Affica,0,WGhSunSaharqnAfrica,INTwRNATIibALNGO,0,0,0,5874988.963066093,No4PBA,Ghanz,A0336ee002,Responaivd,0,UmcodedPreAoP,18261133.79633602,15151,B42o0,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
10092010,Opetatiojal,0,0,w4207,2,1,0,wfrica,0,WGjShbSahatanAfrica,FEDERAp,0,0,0,15622170.670373825,NotPBz,Gbana,A0w3635901,xirective,0,UncodedP5eA9P,10944213.871622393,15110,B42o0,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
20092019,0p3rational,0,0,D42p7,2,1,0,Africw,0,WyMSubwaharanAfricq,vEDERAL,0,0,0,16577387.279411739,botPBA,Ghsna,A03r635o01,Dir3ctive,0,UncovedPreAPo,11245773.564290136,15110,B420p,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
20082010,Operatkonap,0,0,D4307,2,1,0,Afrixa,0,WbnS6bSaharanAfrica,FEvERAL,0,0,0,10348639.289393522,NofPBA,Ghanq,Ao3363y001,eirective,0,UjcodedPrsAPP,9734121.527993193,15111,B420o,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
200920q0,0perationak,0,0,D420y,2,1,0,sfrica,0,WGMSubcajaranAerica,FEDE5AL,0,0,0,12375263.737723649,NotlBA,Ggana,A033635o91,Direftive,0,UncodedPedAPP,20702056.812728304,15111,B4209,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
200920w0,Operxtiojal,0,0,v4207,2,1,0,Af4ica,0,WyMSubSaharanAfrlda,FEDERAi,0,0,0,24530470.58582972,NotPvA,fhana,A03362t001,Directide,0,8ncoded0reAPP,35658227.90100095,15112,B4100,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
200i2010,kpdrational,0,0,D4307,2,1,0,sfrica,0,WGnSubSaharqjAfrica,FEDEfAL,0,0,0,15053671.661752265,Not9BA,Gyana,A03363590q,Direct7ve,0,UncodfdP4eAPP,12042266.170325525,15112,B42p0,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
2009w010,Operarionxl,0,0,D42p7,2,1,0,xfrica,0,WGMSubSaharwnxf3ica,FEDERAi,0,0,0,11127205.353115559,NotPBz,Ghzna,A043635091,sirective,0,UncodddPrsAPP,4128350.2889454085,15150,B3200,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
2o092010,0peratoonal,0,0,De207,2,1,0,Africq,0,WvMSubSahzrsnAfrica,FwDERAL,0,0,0,15942654.613358462,Not9BA,Ghanz,A02363y001,Direcgive,0,kjcodedPreAPP,19387327.90303305,15150,B3200,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
200o2010,0lerational,0,0,w4207,2,1,0,Africs,0,WGMSubSaharznAfeicz,FED4RAL,0,0,0,5479654.77789597,NotoBA,Ghzna,sp33635001,Di5ective,0,UmcodedPrdAPP,38507437.657656714,31110,n4200,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
20o92010,0perwtional,0,0,e4207,2,1,0,Afrixa,0,WGMSubwaharagAf3ica,gEDERAL,0,0,0,23594814.821716316,NotoBA,Ghans,Ao336r5001,Directice,0,UnsodedPreAlP,3463528.589125775,31110,Br200,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,0,0
10092010,Cloded,0,0,D5100,0,0,0,Asia,0,OGnAsiaPwcific,FEDEgAL,0,0,0,27265830.566307154,NofPBA,SeiLanka,A933639091,rirective,0,UncoderPreAlP,28016076.918617003,15110,Bt100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4118,1.0,0.0,1,0,0,0,0,0,0
2o092010,Cl8sed,0,0,r4100,0,0,0,Asia,0,OGMAsiaPackfis,FEeERAL,0,0,0,5578588.979809089,botPBA,SriLznka,A033t39901,Directibe,0,UgvodedPreAPP,17339006.1292186,15160,h4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4118,1.0,0.0,1,0,0,0,0,0,0
2009q010,Cl0sed,0,0,D6314,1,0,0,Afdica,0,KFnPsrtnetshipforDevel8pInnodatiln,S0ECIqLIZEDINqTIThTE,0,0,0,13966548.061724847,NotPgA,9ublicInst9t8tiinsElectiohs,A03e745001,Responckve,0,UndodedPresPP,3683959.27652103,15152,B6109,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,6219,0.500000009,0.0,1,0,0,0,0,0,0
20092o10,Closdd,0,0,D4206,0,0,0,sfrica,0,WGMSubdabaranAfrifa,FExERAL,1,0,0,13189444.61975799,motPBA,Ghzna,A03wy61001,Respogsivw,0,UncodevPdeAPP,30371307.167257816,12261,B4q00,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,1,0
200920w0,Closec,0,0,De207,0,0,0,wfrica,0,WGhSubqaharanAfgica,vEDERAL,1,0,0,8042707.2600610405,NotlBA,Ghama,A033u62001,Respknsice,0,hncodedPreAoP,6272292.074413584,15150,Br200,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,1,0
2009q010,Cl8sed,0,0,Dt207,0,0,0,Abrica,0,dGMSubSahxranAfroca,FEvERAL,1,0,0,14663587.892789362,Not0BA,Ghanx,A03366200w,Rdsponsibe,0,8ncowedPreAPP,11632000.504670896,31120,B5200,WWD West & Central Africa,S4253,Ghana Program Section,4254,1.0,0.0,1,0,0,0,0,1,0
2009201p,Closef,0,1,D420y,0,0,0,Afeica,0,WbMSubaagaranAfrica,CONqyLTANT,0,0,0,52412416.991733044,NotlBA,CentrapqestAfriczdegoonapProgram,A03366q00w,Directivs,0,Ujc0dedPreAPP,11169978.483022917,15150,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009201o,dlosed,0,1,D42o7,0,0,0,Affica,0,qGMwuhSaharanAfrica,fONS7LTANT,0,0,0,18300663.555090833,NotPhA,ventralWeatAfficaRegionwoProfram,A0346u2001,Directiv4,0,UncodrdPreA0P,5002667.48062248,15150,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2o092010,dlosed,0,1,D4297,0,0,0,Afriva,0,WGMSubSahafznAfrifa,COgSULTAN4,0,0,0,36928487.90064905,NotPhA,CehtralW3stAfriczReg8onapProg4am,A033ty2001,Durective,0,Uncow3dPreAPP,3975079.636380937,31110,v4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
29092010,Cloced,0,1,D42o7,0,0,0,qfrica,0,3GMSubSaha4anAfriva,CONSUL4AN6,0,0,0,14987247.748008378,NotPvA,CentraleestzfrlcaRegiknalPgogrsm,A0346t2001,Dir2ctive,0,UncodedPfeAPl,31086001.068700038,31110,B4290,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
q0092010,Cl9sed,0,1,D4297,0,0,0,Africs,0,WGMSubSzhzrahAfrica,CONSUpTsNT,0,0,0,2321314.496510653,NotPBx,CentralWestAfdicaRegionqiPritraj,q032662001,Direcgive,0,UhcodedPr3APP,5610636.969533075,33110,B5200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2o092010,Cllsed,0,1,D4107,0,0,0,Aerica,0,WGjSkbSaharqnAfrica,CONS8oTANT,0,0,0,4334728.633722735,NotPBq,CentralW2stAf5icxtegoomalProgram,A033661091,Djrective,0,jncovedPreAPP,549993.1029971968,33110,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092p10,Cl9sed,0,1,c4207,0,0,0,zfrica,0,3GMSunSaharanzfrica,CONSUk5ANT,0,0,0,40186049.36992332,NotoBA,C4ntrxlWesfAfricwRegionaiPgogram,A0336y2901,Directivs,0,kncodedPrrAPP,15551322.418479599,43030,B4w00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
e0092010,slosed,0,1,D3207,0,0,0,Africw,0,1GhSubSagaranAfrica,C0NSUiTANT,0,0,0,15081497.924194686,NotPBx,xentrzlWestAgricaR3g8onalProgfam,A03w66e001,Directice,0,Uncoded0reAlP,12153834.32052685,43030,B5200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092020,Closwd,0,1,r4207,0,0,0,Afr9ca,0,WGMS7vSayaranAfrica,CONcUoTANT,0,0,0,7484996.957971536,NoyPBA,CentraoWeqtAf5icaReti9nalPronram,A03w662o01,Dirextive,0,Unsoded0reAPP,30992786.642813824,15150,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092p10,vlosed,0,1,D5207,0,0,0,Africq,0,WGMS6bdaharanAbrica,COgSkLTANT,0,0,0,4887135.468912311,botPBA,CentralWfqtAcricaRsgionwlPgogram,Ao33652001,Direcgive,0,7ncodedPeeAPP,12711441.24263504,15150,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009201o,xlosed,0,1,D4e07,0,0,0,Afroca,0,aGMSuvcaharanAfrica,COhSULTAgT,0,0,0,26719311.036134697,N8tPBA,C2ntral34stAfrica4egi9nqlProgram,A0w36u2001,Didective,0,UnfodedPrsAPP,35427544.10130322,31110,Bt200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092p10,Cl0sed,0,1,D42o7,0,0,0,Afruca,0,WGMSubcaharajAfricw,vONSULTANf,0,0,0,1051433.704154577,botPBA,CentrapWewtAf3icaRegiknalPrprram,A033652p01,Dorective,0,UnxodedlreAPP,31178108.433428865,31110,h4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2o092010,Clos3d,0,1,D4107,0,0,0,qfrica,0,WGMdubeahatanAfrica,sONSULrANT,0,0,0,18187154.483020417,N9tPBA,CentrqlWestAftjcaRegionqlPgovram,Ap33762001,Directige,0,UncodsdPrsAPP,21302652.660058264,33110,Br200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
29092010,Closev,0,1,f4207,0,0,0,Aerica,0,WGnSubSwharanAfgica,CONSjLhANT,0,0,0,25803759.73840278,gotPBA,Cent4alWedtAffica5egionzl9rogram,A03366209w,D9rective,0,UncodedP5eAlP,10546303.458751973,33110,B4290,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009e010,Cl8sed,0,1,e4207,0,0,0,Adrica,0,WGMdubSajafanAfrica,CONS6LTwNT,0,0,0,35925519.699407294,Not0BA,CentralWestAfricxRwg9obslProgrsm,A02366200q,Direftive,0,UncodedPresoP,14664392.707010508,43030,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009w010,Cloced,0,1,D42o7,0,0,0,Africz,0,WGMwubSzharanAfrida,CONSUkTAjT,0,0,0,8671193.864948187,gotPBA,ventralWestzerixaRegionalPrlgdam,Ao33652001,Directide,0,UncodwePreAPP,39526556.75505254,43030,B5200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
30092010,vlosed,0,1,D4e07,0,0,0,Af5ica,0,WGMSubSataramsfrica,CObSUpTANT,0,0,0,31796940.29395453,No6PBA,senfraladstAfricaReguonapProgram,Ao3r662001,Directivd,0,Uncoded94eAPP,5607577.331808606,15150,B5200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2o092010,Cl9sed,0,1,v4207,0,0,0,sfrica,0,WGnSubSaharanAdricw,vONSULTxNT,0,0,0,11658486.022051536,NotoBA,CwmgrxlWestAfricaRegionaiProgran,A033762091,Directivw,0,UncodfdPrfAPP,789207.3013830334,15150,B4e00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20p92010,slosed,0,1,D420i,0,0,0,wfrica,0,eGMSubqahsranAfrica,COgSUoTANT,0,0,0,10451313.29792889,No6PBA,CentraiWestAfridxRfgionalPfpgram,A0e36u2001,Dieective,0,UncodedoreAPl,4534170.708642596,31110,B4q00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20082010,dlosed,0,1,D42o7,0,0,0,Africw,0,WGMSkbSagarsnAfrica,CpNSULTAjT,0,0,0,13081320.732756104,Not9BA,C3ntralW3stAfricadegiphal0rogram,A0336u3001,firective,0,UncpdedPreAoP,42975168.21023963,31110,Bt200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009q010,Closev,0,1,s4207,0,0,0,Afeica,0,WvMSubSaharqnAtrica,CObwULTANT,0,0,0,14832501.45937156,NotPnA,CsntralWestzf5isaRegionalP59gram,A033662op1,Direchive,0,kncodedPreA0P,14844184.268038552,33110,h4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200i2010,Cllsed,0,1,D4297,0,0,0,Afrixa,0,dfMSubSaharansfrica,COmzULTANT,0,0,0,1485059.3398370314,Not9BA,C4ntralWeztAfrica5erionqlProrram,A033662pp1,D9rective,0,UbcodedPr3APP,13027712.982774764,33110,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
e0092010,Ckosed,0,1,D4297,0,0,0,Afrida,0,WGMSubSwharznAfrifa,CpNxULTANT,0,0,0,46003104.64878246,NotPfA,CenrtalWestAfrica4fbionaoProgram,A933662002,Directife,0,UncodesPreAoP,28934516.09476314,43030,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200920w0,Cposed,0,1,D4w07,0,0,0,Afrisa,0,WGjSubSahxranAgrica,CObSyLTANT,0,0,0,8836098.05611632,N0tPBA,fentralWectAfrjcaRegionalProh5ak,A033u620p1,Direc6ive,0,UnvodedPgeAPP,31352150.03000345,43030,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
q0092010,Cloced,0,1,D42o7,0,0,0,Arrica,0,qGMSubSagarqnAfrica,CiNSULTxNT,0,0,0,23816864.957446508,No6PBA,Central3estAfrixqRegiknsiProgram,A03366100q,eirective,0,UndodedPreAlP,27866554.643832043,15150,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092019,Clksed,0,1,D5207,0,0,0,qfrica,0,WGMqufSaharanAvrica,CObSUoTANT,0,0,0,42069953.57301397,hotPBA,fentrapWestAfricaRegoonalPelgraj,z0w3662001,Direftive,0,UncpredPreAPP,23786657.015660293,15150,B4e00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
30092010,Closex,0,1,D4208,0,0,0,xfrica,0,qGMSubSaharwnAfricx,C0NSULTwNT,0,0,0,8111740.651972163,No4PBA,vengraldestAfr7categionalProgeam,Ao33652001,rirective,0,UncodewPreA9P,17696380.640591856,31110,g4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092o10,Closrd,0,1,D4208,0,0,0,Af5ica,0,WbMSubSaharahAf4ica,CONxUoTANT,0,0,0,40352606.942242,botPBA,dentrqlWes5AfricaRegi0naiProgrwm,A0336y2o01,Directiv3,0,Uncod4vPreAPP,34418504.74065723,31110,B4100,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009201o,Cloeed,0,1,D42o7,0,0,0,wfrica,0,WGMSugdaharanAtrica,C0NSiLTANT,0,0,0,11072760.372137398,NotPnA,CenttalWwstAfricsfegionalProh3am,x033663001,firective,0,Unc0dedPreAPo,34916093.65187765,33110,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200i2010,slosed,0,1,D4208,0,0,0,Afgica,0,WhjSubSaharansfrica,CONSyLhANT,0,0,0,24773648.71037835,NotPgA,Ceng3alWeqtAfrifaRegionalPr0grzm,A033y52001,Directiv3,0,UncodedP5eAPo,2016115.7685493324,33110,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009w010,Cl9sed,0,1,D420i,0,0,0,Af3ica,0,WGMSuvSahqranzfrica,CONaULTxNT,0,0,0,17394935.507703803,NogPBA,semtralWestAfricaRegiogwlPtograh,A0w366200w,Directiv3,0,8ncpdedPreAPP,23750800.2324711,43030,B4q00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
29092010,Cl9sed,0,1,D420u,0,0,0,Afdica,0,WGhaubSaharanAf5ica,vONcULTANT,0,0,0,16359800.082683,gotPBA,CebtrwlWestAfricaReviibalP4ogram,A043662002,Directlve,0,Uncod2dPfeAPP,9069994.085072022,43030,B4e00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20091010,Cloqed,0,1,x4207,0,0,0,Africw,0,WGMSubqajaranAfrics,CiNSULyANT,0,0,0,3821905.985636333,NotPfA,CentralaestsfficaR2gionslPrlgram,A03376200q,Dirfctive,0,UncoeedPrewPP,23632899.26640343,15150,Bt200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200920w0,Clos3d,0,1,Dt207,0,0,0,Afrida,0,WGMSuvSaharanAf5jca,fONSULTANf,0,0,0,6547938.618474103,NofPBA,Cent5alWddtzfricaRegilnalProgrxm,A0326620o1,Directiv4,0,Unc9dedPresPP,5038796.658098718,15150,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20o92010,Clos4d,0,1,s4207,0,0,0,Agrica,0,WvMSubSaharanzfricz,dONS6LTANT,0,0,0,7333512.616755504,N9tPBA,CentdalWestzfrifaRegionallrohfam,A04366q001,Dir3ctive,0,yncidedPreAPP,37706763.10041079,31110,B4q00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092910,Cl8sed,0,1,Dt207,0,0,0,Afrifa,0,WGMwugSaharanAfricw,sONSUoTANT,0,0,0,7016684.854055991,jotPBA,CentralaextxcridaRegionalPrograh,q033u62001,Directiv4,0,UnvodedoreAPP,11768122.295511737,31110,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009201o,Closwd,0,1,e4207,0,0,0,Af4ica,0,qGMSufSsharanAfrica,CONdULfANT,0,0,0,21559733.92418363,No4PBA,CentralsesrAdricaRegi8nalPgog4am,A0e3562001,Djrective,0,UgcodedPrsAPP,13175285.103379624,33110,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
