assay_id,tissue_id,curated_by,assay_tissue,tid,description,chembl_id,relationship_type,confidence_score,cell_id,assay_cell_type,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
8256,,Intermediate,,50597,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,CHEMBL622550,N,1,,,6467,A,In vivo,,Rattus norvegicus,10116.0
8257,,Intermediate,,50594,Compound was evaluated for area under curve when administered through oral route to mouse,CHEMBL622551,N,1,,,15115,A,,,Mus musculus,10090.0
8258,,Intermediate,,50597,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,CHEMBL622552,N,1,,,8758,A,,,Rattus norvegicus,10116.0
8259,,Intermediate,,50597,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,CHEMBL622553,N,1,,,8758,A,,,Rattus norvegicus,10116.0
8260,,Autocuration,,22224,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,CHEMBL622554,U,0,,,8267,F,In vivo,,,
8261,,Intermediate,,50588,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,CHEMBL622555,N,1,,,8267,A,,,Canis lupus familiaris,9615.0
8262,,Intermediate,,50594,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,CHEMBL622556,N,1,,,14239,A,,,Mus musculus,10090.0
8263,,Intermediate,,50594,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,CHEMBL622557,N,1,,,14239,A,,,Mus musculus,10090.0
8264,178.0,Intermediate,Blood,50594,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,CHEMBL622558,N,1,,,10754,A,,,Mus musculus,10090.0
8265,178.0,Intermediate,Blood,50594,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,CHEMBL622559,N,1,,,10754,A,,,Mus musculus,10090.0
8266,,Intermediate,,50588,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,CHEMBL622560,N,1,,,10754,A,,,Canis lupus familiaris,9615.0
8267,,Intermediate,,50597,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,CHEMBL622561,N,1,,,14681,A,,,Rattus norvegicus,10116.0
8268,,Intermediate,,50597,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,CHEMBL622562,N,1,,,14681,A,,,Rattus norvegicus,10116.0
8269,,Intermediate,,50597,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,CHEMBL622563,N,1,,,14681,A,,,Rattus norvegicus,10116.0
8270,,Autocuration,,22224,Concentration of compound in Central nervous system,CHEMBL622564,U,0,,,13118,A,,,,
8271,,Autocuration,,22224,Concentration of compound in Central nervous system; Not detectable,CHEMBL622565,U,0,,,13118,A,,,,
8272,,Intermediate,,50594,"Concentration of diester in the blood, following oral administration in mice",CHEMBL622566,N,1,,,13318,A,,,Mus musculus,10090.0
8273,,Intermediate,,50594,"Concentration of monoester in the blood, following oral administration in mice",CHEMBL624515,N,1,,,13318,A,,,Mus musculus,10090.0
8274,,Intermediate,,50594,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,CHEMBL624516,N,1,,,13318,A,,,Mus musculus,10090.0
8275,,Autocuration,,22224,Evaluated for Pharmacokinetic property: Area under the curve,CHEMBL624517,U,0,,,15692,A,,,,
8276,,Intermediate,,50594,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,CHEMBL624518,N,1,,,14839,A,,,Mus musculus,10090.0
8277,,Intermediate,,100710,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,CHEMBL624519,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8278,,Intermediate,,100710,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,CHEMBL624520,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8279,,Intermediate,,100710,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,CHEMBL624521,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8280,,Intermediate,,100710,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,CHEMBL624522,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8281,,Intermediate,,100710,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,CHEMBL624523,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8282,,Intermediate,,100710,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",CHEMBL624409,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8283,,Intermediate,,100710,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",CHEMBL624410,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8284,,Intermediate,,100710,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",CHEMBL624411,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8285,,Intermediate,,100710,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",CHEMBL623531,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8286,,Intermediate,,100710,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",CHEMBL623532,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8287,,Intermediate,,100710,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",CHEMBL623533,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8288,,Intermediate,,100710,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",CHEMBL623534,N,1,,,14839,A,,,Macaca fascicularis,9541.0
8289,,Intermediate,,50594,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,CHEMBL623535,N,1,,,14839,A,,,Mus musculus,10090.0
8290,,Intermediate,,50594,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,CHEMBL623536,N,1,,,14839,A,,,Mus musculus,10090.0
8291,,Intermediate,,50594,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,CHEMBL623537,N,1,,,14839,A,,,Mus musculus,10090.0
8292,,Intermediate,,50594,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,CHEMBL623538,N,1,,,14839,A,,,Mus musculus,10090.0
8293,,Intermediate,,50594,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,CHEMBL623539,N,1,,,14839,A,,,Mus musculus,10090.0
8294,,Intermediate,,50594,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,CHEMBL623540,N,1,,,14839,A,,,Mus musculus,10090.0
8295,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",CHEMBL623541,N,1,,,14839,A,,,Mus musculus,10090.0
8296,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",CHEMBL623542,N,1,,,14839,A,,,Mus musculus,10090.0
8297,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",CHEMBL623543,N,1,,,14839,A,,,Mus musculus,10090.0
8298,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",CHEMBL623544,N,1,,,14839,A,,,Mus musculus,10090.0
8299,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",CHEMBL623545,N,1,,,14839,A,,,Mus musculus,10090.0
8300,,Intermediate,,50594,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",CHEMBL623546,N,1,,,14839,A,,,Mus musculus,10090.0
8301,1969.0,Intermediate,Plasma,50597,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,CHEMBL623547,N,1,,,5408,A,In vivo,,Rattus norvegicus,10116.0
8302,,Intermediate,,50597,High i.v. clearance in Dawley rats,CHEMBL623548,N,1,,,6827,A,In vivo,,Rattus norvegicus,10116.0
8303,2107.0,Intermediate,Liver,50597,In vitro clearance in rat liver microsomes,CHEMBL623549,N,1,,,17538,A,In vitro,,Rattus norvegicus,10116.0
8304,2107.0,Intermediate,Liver,50597,Intrinsic clearance in rat liver microsomes was determined,CHEMBL623550,N,1,,,6331,A,In vitro,,Rattus norvegicus,10116.0
8305,2107.0,Intermediate,Liver,50597,Intrinsic clearance in rat hepatocytes was determined,CHEMBL875276,N,1,401.0,Hepatocyte,5948,A,In vitro,,Rattus norvegicus,10116.0
8306,,Intermediate,,50597,Plasma Clearance was determined,CHEMBL621872,N,1,,,4026,A,In vivo,,Rattus norvegicus,10116.0
8307,,Intermediate,,50597,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,CHEMBL621873,N,1,,,6647,A,In vivo,,Rattus norvegicus,10116.0
8308,,Intermediate,,50597,Plasma clearance in rat.,CHEMBL621874,N,1,,,1696,A,In vivo,,Rattus norvegicus,10116.0
8309,,Intermediate,,50597,Plasma clearance in rats,CHEMBL621875,N,1,,,6597,A,In vivo,,Rattus norvegicus,10116.0
8310,,Intermediate,,50597,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,CHEMBL621876,N,1,,,347,A,In vivo,,Rattus norvegicus,10116.0
8311,,Intermediate,,50597,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,CHEMBL621877,N,1,,,16423,A,In vivo,,Rattus norvegicus,10116.0
8312,,Intermediate,,50597,Plasma clearance was measured in rat,CHEMBL621878,N,1,,,2879,A,In vivo,,Rattus norvegicus,10116.0
8313,,Intermediate,,50597,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,CHEMBL621879,N,1,,,4883,A,In vivo,,Rattus norvegicus,10116.0
8314,1969.0,Intermediate,Plasma,50597,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",CHEMBL621880,N,1,,,5328,A,In vivo,,Rattus norvegicus,10116.0
8315,,Intermediate,,50597,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,CHEMBL621881,N,1,,,5160,A,In vivo,,Rattus norvegicus,10116.0
8316,,Intermediate,,50597,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,CHEMBL621882,N,1,,,17582,A,In vivo,,Rattus norvegicus,10116.0
8317,,Intermediate,,50597,Total clearance at 1 mg/kg was determined in rat,CHEMBL875283,N,1,,,17651,A,In vivo,,Rattus norvegicus,10116.0
8318,,Intermediate,,50597,Total clearance at 10 mg/kg was determined in rat,CHEMBL621883,N,1,,,17651,A,In vivo,,Rattus norvegicus,10116.0
8319,,Intermediate,,50597,Clearance in rat,CHEMBL621884,N,1,,,6596,A,In vivo,,Rattus norvegicus,10116.0
8320,,Intermediate,,50597,Plasma clearance rate determined in rats,CHEMBL621885,N,1,,,4796,A,In vivo,,Rattus norvegicus,10116.0
8321,,Intermediate,,50597,Clearance of compound in rat was evaluated,CHEMBL621886,N,1,,,6850,A,In vivo,,Rattus norvegicus,10116.0
8322,1969.0,Intermediate,Plasma,50597,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,CHEMBL621887,N,1,,,5932,A,In vivo,,Rattus norvegicus,10116.0
8323,,Intermediate,,50597,Pharmacokinetic property (blood clearance) in rat,CHEMBL621888,N,1,,,3371,A,In vivo,,Rattus norvegicus,10116.0
8324,,Intermediate,,50597,Plasma clearance in rat,CHEMBL621889,N,1,,,2083,A,In vivo,,Rattus norvegicus,10116.0
8325,,Intermediate,,50597,Plasma clearance in rats,CHEMBL621890,N,1,,,4942,A,In vivo,,Rattus norvegicus,10116.0
8326,2107.0,Intermediate,Liver,50597,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,CHEMBL621891,N,1,,,6838,A,In vitro,,Rattus norvegicus,10116.0
8327,,Intermediate,,50597,Clearance in Dawley rat,CHEMBL621892,N,1,,,5353,A,In vivo,,Rattus norvegicus,10116.0
8328,,Intermediate,,50597,Clearance rat,CHEMBL621893,N,1,,,6641,A,In vivo,,Rattus norvegicus,10116.0
8329,,Intermediate,,50597,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),CHEMBL621894,N,1,,,6641,A,In vivo,,Rattus norvegicus,10116.0
8330,,Intermediate,,50597,Clearance rat; Not determined,CHEMBL621895,N,1,,,6641,A,In vivo,,Rattus norvegicus,10116.0
8331,,Intermediate,,50597,Clearance rate was determined in rat at a dose of 1 mpk i.v.,CHEMBL875284,N,1,,,6444,A,In vivo,,Rattus norvegicus,10116.0
8332,,Intermediate,,50597,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,CHEMBL618699,N,1,,,6444,A,In vivo,,Rattus norvegicus,10116.0
8333,,Intermediate,,50597,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,CHEMBL618700,N,1,,,6444,A,In vivo,,Rattus norvegicus,10116.0
8334,,Intermediate,,50597,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,CHEMBL618701,N,1,,,6211,A,In vivo,,Rattus norvegicus,10116.0
8335,1969.0,Intermediate,Plasma,50597,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",CHEMBL876600,N,1,,,12873,A,In vivo,,Rattus norvegicus,10116.0
8336,,Intermediate,,50597,Clearance of compound in rat after 1 mg/kg i.v. administration,CHEMBL618702,N,1,,,6570,A,In vivo,,Rattus norvegicus,10116.0
8337,,Intermediate,,50597,Compound was evaluated for Hepatic clearance in rat,CHEMBL618703,N,1,,,3341,A,In vivo,,Rattus norvegicus,10116.0
8338,,Intermediate,,50597,In vivo clearance after 5 mg/kg dose,CHEMBL618704,N,1,,,4891,A,In vivo,,Rattus norvegicus,10116.0
8339,1969.0,Intermediate,Plasma,50597,Compound was tested for plasma clearance in rats,CHEMBL618705,N,1,,,1094,A,In vivo,,Rattus norvegicus,10116.0
8340,,Intermediate,,50597,Hepatic clearance after intravenous administration was evaluated in rat,CHEMBL618706,N,1,,,2938,A,In vivo,,Rattus norvegicus,10116.0
8341,,Intermediate,,50597,Lower clearance in rat (i.v.) at 0.5 mpk,CHEMBL618707,N,1,,,17853,A,In vivo,,Rattus norvegicus,10116.0
8342,1969.0,Intermediate,Plasma,50597,Pharmacokinetic parameter expressed as plasma clearance in rat,CHEMBL618708,N,1,,,6049,A,In vivo,,Rattus norvegicus,10116.0
8343,,Intermediate,,50597,Pharmacokinetic property (Clp) in rat,CHEMBL618709,N,1,,,5789,A,In vivo,,Rattus norvegicus,10116.0
8344,,Intermediate,,50597,Plasma clearance in Sprague-Dawley rats,CHEMBL618710,N,1,,,4514,A,In vivo,,Rattus norvegicus,10116.0
8345,,Intermediate,,50597,Plasma clearance (Clp) in rat,CHEMBL618711,N,1,,,6448,A,In vivo,,Rattus norvegicus,10116.0
8346,,Intermediate,,50597,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,CHEMBL618712,N,1,,,6062,A,In vivo,,Rattus norvegicus,10116.0
8347,,Intermediate,,50597,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,CHEMBL618713,N,1,,,5710,A,In vivo,,Rattus norvegicus,10116.0
8348,,Intermediate,,50597,Plasma clearance after intravenous administration of 1 mg/kg in rat,CHEMBL618714,N,1,,,4709,A,In vivo,,Rattus norvegicus,10116.0
8349,,Intermediate,,50597,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,CHEMBL618715,N,1,,,4521,A,In vivo,,Rattus norvegicus,10116.0
8350,,Intermediate,,50597,Plasma clearance in rat was determined,CHEMBL618716,N,1,,,1742,A,In vivo,,Rattus norvegicus,10116.0
8351,,Intermediate,,50597,Plasma clearance measured in rat,CHEMBL876601,N,1,,,6057,A,In vivo,,Rattus norvegicus,10116.0
8352,,Intermediate,,50597,Plasma clearance was calculated in rat,CHEMBL618717,N,1,,,6057,A,In vivo,,Rattus norvegicus,10116.0
8353,,Intermediate,,50597,Plasma clearance in rat,CHEMBL618718,N,1,,,5145,A,In vivo,,Rattus norvegicus,10116.0
8354,,Intermediate,,50597,Plasma clearance in rat,CHEMBL618719,N,1,,,5833,A,In vivo,,Rattus norvegicus,10116.0
8355,,Intermediate,,50597,Plasma clearance in rat,CHEMBL618720,N,1,,,6453,A,In vivo,,Rattus norvegicus,10116.0
8356,,Intermediate,,50597,Plasma clearance in rat,CHEMBL618721,N,1,,,6640,A,In vivo,,Rattus norvegicus,10116.0
8357,,Intermediate,,50597,Plasma clearance in rats,CHEMBL621477,N,1,,,6305,A,In vivo,,Rattus norvegicus,10116.0
8358,,Intermediate,,50597,Plasma clearance in rat,CHEMBL621478,N,1,,,6642,A,In vivo,,Rattus norvegicus,10116.0
8359,,Intermediate,,50597,Plasma clearance was evaluated in rat,CHEMBL621479,N,1,,,5472,A,In vivo,,Rattus norvegicus,10116.0
8360,,Intermediate,,50597,Plasma clearance was evaluated in rat; Not tested,CHEMBL621480,N,1,,,5472,A,In vivo,,Rattus norvegicus,10116.0
8361,,Intermediate,,50597,Plasma clearance rate was determined for the compound in rat,CHEMBL621481,N,1,,,5144,A,In vivo,,Rattus norvegicus,10116.0
8362,,Intermediate,,50597,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",CHEMBL621482,N,1,,,6685,A,In vivo,,Rattus norvegicus,10116.0
8363,,Intermediate,,50597,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",CHEMBL621483,N,1,,,6685,A,In vivo,,Rattus norvegicus,10116.0
8364,,Intermediate,,50597,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",CHEMBL621484,N,1,,,6685,A,In vivo,,Rattus norvegicus,10116.0
8365,948.0,Intermediate,Heart,50597,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL621485,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8366,948.0,Intermediate,Heart,50597,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL621486,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8367,160.0,Intermediate,Intestine,50597,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL621487,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8368,160.0,Intermediate,Intestine,50597,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,CHEMBL621488,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8369,160.0,Intermediate,Intestine,50597,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL621489,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8370,160.0,Intermediate,Intestine,50597,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL621490,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8371,160.0,Intermediate,Intestine,50597,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL621491,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8372,2113.0,Intermediate,Kidney,50597,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL621492,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8373,2113.0,Intermediate,Kidney,50597,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,CHEMBL621493,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8374,2113.0,Intermediate,Kidney,50597,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL621494,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8375,2113.0,Intermediate,Kidney,50597,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL621495,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8376,2113.0,Intermediate,Kidney,50597,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL621496,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8377,2107.0,Intermediate,Liver,50597,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL621497,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8378,2107.0,Intermediate,Liver,50597,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,CHEMBL621498,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8379,2107.0,Intermediate,Liver,50597,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL621499,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8380,2107.0,Intermediate,Liver,50597,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,CHEMBL618634,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8381,2107.0,Intermediate,Liver,50597,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL618635,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8382,2048.0,Intermediate,Lung,50597,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL618636,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8383,2048.0,Intermediate,Lung,50597,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,CHEMBL619737,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8384,2048.0,Intermediate,Lung,50597,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL619738,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8385,2048.0,Intermediate,Lung,50597,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL624329,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8386,2048.0,Intermediate,Lung,50597,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL624330,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8387,2385.0,Intermediate,Muscle tissue,50597,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL624331,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8388,2385.0,Intermediate,Muscle tissue,50597,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,CHEMBL624332,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8389,2385.0,Intermediate,Muscle tissue,50597,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL624333,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8390,2385.0,Intermediate,Muscle tissue,50597,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL624334,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8391,2385.0,Intermediate,Muscle tissue,50597,Biodistribution of [123I]-label in rat muscle was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL624335,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8392,2106.0,Intermediate,Spleen,50597,Biodistribution of [123I]-label in rat spleen was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL620016,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8393,2106.0,Intermediate,Spleen,50597,Biodistribution of [123I]-label in rat spleen was reported at 1 hr post injection. Value shown is %ID/g of tissue,CHEMBL620169,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8394,2106.0,Intermediate,Spleen,50597,Biodistribution of [123I]-label in rat spleen was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL620170,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8395,2106.0,Intermediate,Spleen,50597,Biodistribution of [123I]-label in rat spleen was reported at 24 h post injection. Value shown is %ID/g of tissue,CHEMBL620171,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8396,2106.0,Intermediate,Spleen,50597,Biodistribution of [123I]-label in rat spleen was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL620172,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8397,945.0,Intermediate,Stomach,50597,Biodistribution of [123I]-label in rat stomach was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL620173,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8398,945.0,Intermediate,Stomach,50597,Biodistribution of [123I]-label in rat stomach was reported at 1 h post injection. Value shown is %ID/g of tissue,CHEMBL620174,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8399,945.0,Intermediate,Stomach,50597,Biodistribution of [123I]-label in rat stomach was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL620175,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8400,945.0,Intermediate,Stomach,50597,Biodistribution of [123I]-label in rat stomach was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL620176,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8401,945.0,Intermediate,Stomach,50597,Biodistribution of [123I]-label in rat stomach was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL620177,N,1,,,13950,A,In vivo,,Rattus norvegicus,10116.0
8402,2037.0,Intermediate,Cerebellum,50597,Distribution of [123I]-label in rat brain (cerebellum) was reported at 20 min post injection. Value shown is %ID/g of tissue,CHEMBL620178,N,1,,,13950,A,,,Rattus norvegicus,10116.0
