assays_ASSI,assays_CEI,assays_BFO,assays_ASTI,assays_SRASI,assays_ASSTR,assays_CHEI,assays_ASSSUBCELFRA,assays_AST,assays_VAI,assays_Ti,assays_ASSCTY,assays_RELATITY,assays_CONFSCO,assays_CUB,assays_SRI,assays_TII
12733,,BAO_0000019,,,,CHEMBL627154,,A,,22224,,U,0,Autocuration,1,
12734,,BAO_0000019,,,,CHEMBL627155,,A,,22224,,U,0,Autocuration,1,
12735,,BAO_0000019,,,,CHEMBL627156,,A,,22224,,U,0,Autocuration,1,
12736,,BAO_0000019,,,,CHEMBL627157,,A,,22224,,U,0,Autocuration,1,
12737,,BAO_0000218,,,,CHEMBL627158,,A,,50592,,N,1,Intermediate,1,
12738,,BAO_0000218,Plasma,,,CHEMBL627159,,A,,50592,,N,1,Intermediate,1,1969.0
12739,,BAO_0000218,,,,CHEMBL627160,,A,,50594,,N,1,Intermediate,1,
12740,,BAO_0000218,,,,CHEMBL628540,,A,,50597,,N,1,Intermediate,1,
12741,,BAO_0000218,Plasma,,,CHEMBL628541,,A,,50597,,N,1,Intermediate,1,1969.0
12742,,BAO_0000218,Plasma,,,CHEMBL628542,,A,,50597,,N,1,Intermediate,1,1969.0
12743,,BAO_0000100,,,,CHEMBL628543,,P,,22229,,U,0,Autocuration,1,
12744,,BAO_0000100,,,,CHEMBL628544,,P,,22229,,U,0,Autocuration,1,
12745,,BAO_0000100,,,,CHEMBL628545,,P,,22229,,U,0,Autocuration,1,
12746,,BAO_0000019,,,,CHEMBL628546,,A,,22224,,U,0,Autocuration,1,
12747,,BAO_0000019,,,,CHEMBL874455,,A,,22224,,U,0,Autocuration,1,
12748,,BAO_0000218,,,,CHEMBL628547,,A,,50597,,N,1,Intermediate,1,
12749,,BAO_0000218,Plasma,,,CHEMBL628548,,A,,50597,,N,1,Intermediate,1,1969.0
12750,,BAO_0000218,Feces,,,CHEMBL628549,,A,,50592,,N,1,Intermediate,1,1988.0
12751,,BAO_0000218,Feces,,,CHEMBL628550,,A,,50592,,N,1,Intermediate,1,1988.0
12752,,BAO_0000218,Feces,,,CHEMBL628551,,A,,50592,,N,1,Intermediate,1,1988.0
12753,,BAO_0000218,Urine,,,CHEMBL628552,,A,,50592,,N,1,Intermediate,1,1088.0
12754,,BAO_0000218,Urine,,,CHEMBL628553,,A,,50592,,N,1,Intermediate,1,1088.0
12755,,BAO_0000218,Urine,,,CHEMBL628554,,A,,50592,,N,1,Intermediate,1,1088.0
12756,,BAO_0000218,Urine,,,CHEMBL628555,,A,,50592,,N,1,Intermediate,1,1088.0
12757,,BAO_0000218,Urine,,,CHEMBL628556,,A,,50592,,N,1,Intermediate,1,1088.0
12758,,BAO_0000218,Kidney,,,CHEMBL628557,,A,,50592,,N,1,Intermediate,1,2113.0
12759,,BAO_0000218,Feces,,,CHEMBL628558,,A,,50592,,N,1,Intermediate,1,1988.0
12760,,BAO_0000218,Feces,,,CHEMBL628559,,A,,50592,,N,1,Intermediate,1,1988.0
12761,,BAO_0000218,Feces,,,CHEMBL628560,,A,,50592,,N,1,Intermediate,1,1988.0
12762,,BAO_0000218,Urine,,,CHEMBL874456,,A,,50592,,N,1,Intermediate,1,1088.0
12763,,BAO_0000218,Feces,,,CHEMBL628561,,A,,50592,,N,1,Intermediate,1,1988.0
12764,,BAO_0000218,Feces,,,CHEMBL628562,,A,,50592,,N,1,Intermediate,1,1988.0
12765,,BAO_0000218,Urine,,,CHEMBL628563,,A,,50592,,N,1,Intermediate,1,1088.0
12766,,BAO_0000218,Urine,,,CHEMBL628564,,A,,50592,,N,1,Intermediate,1,1088.0
12767,,BAO_0000218,Urine,,,CHEMBL628565,,A,,50592,,N,1,Intermediate,1,1088.0
12768,,BAO_0000218,Urine,,,CHEMBL631248,,A,,50592,,N,1,Intermediate,1,1088.0
12769,,BAO_0000218,Urine,,,CHEMBL631249,,A,,50592,,N,1,Intermediate,1,1088.0
12770,,BAO_0000218,Kidney,,,CHEMBL627214,,A,,50592,,N,1,Intermediate,1,2113.0
12771,,BAO_0000218,Feces,,,CHEMBL874591,,A,,50592,,N,1,Intermediate,1,1988.0
12772,,BAO_0000218,Feces,,,CHEMBL627215,,A,,50592,,N,1,Intermediate,1,1988.0
12773,,BAO_0000218,Feces,,,CHEMBL625471,,A,,50592,,N,1,Intermediate,1,1988.0
12774,,BAO_0000218,,,,CHEMBL625472,,A,,50592,,N,1,Intermediate,1,
12775,,BAO_0000218,,,,CHEMBL625473,,A,,50592,,N,1,Intermediate,1,
12776,,BAO_0000218,,,,CHEMBL625474,,A,,50588,,N,1,Intermediate,1,
12777,,BAO_0000218,,,,CHEMBL625475,,A,,50588,,N,1,Intermediate,1,
12778,,BAO_0000218,,,,CHEMBL625476,,A,,50597,,N,1,Intermediate,1,
12779,,BAO_0000218,,,,CHEMBL625477,,A,,50597,,N,1,Intermediate,1,
12780,,BAO_0000218,,,,CHEMBL625478,,A,,50597,,N,1,Intermediate,1,
12781,,BAO_0000218,esophageal tunica muscularis mucosae,,,CHEMBL625479,,A,,50597,,N,1,Intermediate,1,
12782,,BAO_0000218,esophageal tunica muscularis mucosae,,,CHEMBL625480,,A,,50597,,N,1,Intermediate,1,
12783,,BAO_0000218,Plasma,,,CHEMBL625481,,A,,50597,,N,1,Intermediate,1,1969.0
12784,,BAO_0000218,,,,CHEMBL625482,,A,,50597,,N,1,Intermediate,1,
12785,,BAO_0000218,,,,CHEMBL625483,,A,,50597,,N,1,Intermediate,1,
12786,,BAO_0000218,,,,CHEMBL625484,,A,,50597,,N,1,Intermediate,1,
12787,,BAO_0000218,,,,CHEMBL625485,,A,,50597,,N,1,Intermediate,1,
12788,,BAO_0000218,Plasma,,,CHEMBL625486,,A,,50588,,N,1,Intermediate,1,1969.0
12789,,BAO_0000218,Plasma,,,CHEMBL625487,,A,,50597,,N,1,Intermediate,1,1969.0
12790,,BAO_0000218,Plasma,,,CHEMBL625488,,A,,50597,,N,1,Intermediate,1,1969.0
12791,,BAO_0000218,Plasma,,,CHEMBL625489,,A,,50597,,N,1,Intermediate,1,1969.0
12792,,BAO_0000218,Plasma,,,CHEMBL625490,,A,,50597,,N,1,Intermediate,1,1969.0
12793,,BAO_0000218,Plasma,,,CHEMBL625491,,A,,50588,,N,1,Intermediate,1,1969.0
12794,,BAO_0000218,Plasma,,,CHEMBL625492,,A,,50597,,N,1,Intermediate,1,1969.0
12795,,BAO_0000218,Plasma,,,CHEMBL625493,,A,,50587,,N,1,Intermediate,1,1969.0
12796,,BAO_0000218,,,,CHEMBL625494,,A,,50597,,N,1,Intermediate,1,
12797,,BAO_0000218,,,,CHEMBL625495,,A,,50597,,N,1,Intermediate,1,
12798,,BAO_0000218,,,,CHEMBL625496,,A,,50597,,N,1,Intermediate,1,
12799,,BAO_0000100,,,,CHEMBL625497,,P,,22229,,U,0,Autocuration,1,
12800,,BAO_0000100,,,,CHEMBL625498,,P,,22229,,U,0,Autocuration,1,
12801,,BAO_0000019,,,,CHEMBL625499,,A,,22224,,U,0,Autocuration,1,
12802,,BAO_0000100,,,,CHEMBL625500,,P,,22229,,U,0,Autocuration,1,
12803,,BAO_0000100,,,,CHEMBL625501,,P,,22229,,U,0,Autocuration,1,
12804,,BAO_0000100,,,,CHEMBL625502,,P,,22229,,U,0,Autocuration,1,
12805,,BAO_0000100,,,,CHEMBL625503,,P,,22229,,U,0,Autocuration,1,
12806,,BAO_0000100,,,,CHEMBL625504,,P,,22229,,U,0,Autocuration,1,
12807,,BAO_0000100,,,,CHEMBL625505,,P,,22229,,U,0,Autocuration,1,
12808,,BAO_0000100,,,,CHEMBL625506,,P,,22229,,U,0,Autocuration,1,
12809,,BAO_0000019,,,,CHEMBL625507,,A,,22224,,U,0,Autocuration,1,
12810,,BAO_0000100,,,,CHEMBL625508,,P,,22229,,U,0,Autocuration,1,
12811,,BAO_0000100,,,,CHEMBL625509,,P,,22229,,U,0,Autocuration,1,
12812,,BAO_0000100,,,,CHEMBL625510,,P,,22229,,U,0,Autocuration,1,
12813,,BAO_0000100,,,,CHEMBL883125,,P,,22229,,U,0,Autocuration,1,
12814,,BAO_0000100,,,,CHEMBL625511,,P,,22229,,U,0,Autocuration,1,
12815,,BAO_0000019,,,,CHEMBL874650,,A,,22224,,U,0,Autocuration,1,
12816,,BAO_0000019,,,,CHEMBL625512,,A,,22224,,U,0,Autocuration,1,
12817,,BAO_0000019,,,,CHEMBL625513,,A,,22224,,U,0,Autocuration,1,
12818,,BAO_0000019,,,,CHEMBL625514,,A,,22224,,U,0,Autocuration,1,
12819,,BAO_0000100,,,,CHEMBL625515,,P,,22229,,U,0,Autocuration,1,
12820,,BAO_0000100,,,,CHEMBL625516,,P,,22229,,U,0,Autocuration,1,
12821,,BAO_0000218,,,,CHEMBL625517,,A,,50588,,N,1,Intermediate,1,
12822,,BAO_0000218,,,,CHEMBL625518,,A,,50597,,N,1,Intermediate,1,
12823,,BAO_0000218,,,,CHEMBL625519,,A,,50594,,N,1,Intermediate,1,
12824,,BAO_0000019,,,,CHEMBL625520,,A,,22224,,U,0,Autocuration,1,
12825,,BAO_0000218,,,,CHEMBL874651,,A,,50588,,N,1,Intermediate,1,
12826,,BAO_0000218,,,,CHEMBL625521,,A,,22224,,U,0,Autocuration,1,
12827,,BAO_0000218,,,,CHEMBL623171,,A,,50592,,N,1,Intermediate,1,
12828,,BAO_0000218,,,,CHEMBL623853,,A,,50597,,N,1,Intermediate,1,
12829,,BAO_0000019,,,,CHEMBL623854,,A,,22224,,U,0,Autocuration,1,
12830,,BAO_0000100,,,,CHEMBL874405,,P,,22224,,U,0,Autocuration,1,
12831,,BAO_0000100,,,,CHEMBL623855,,P,,22229,,U,0,Autocuration,1,
12832,,BAO_0000100,,,,CHEMBL623856,,P,,22229,,U,0,Autocuration,1,
12833,,BAO_0000100,,,,CHEMBL623857,,P,,22224,,U,0,Autocuration,1,
12834,,BAO_0000100,,,,CHEMBL623858,,P,,22224,,U,0,Autocuration,1,
12835,,BAO_0000100,,,,CHEMBL623859,,P,,22224,,U,0,Autocuration,1,
12836,,BAO_0000100,,,,CHEMBL839829,,P,,22229,,U,0,Autocuration,1,
12837,,BAO_0000019,,,,CHEMBL623860,,A,,22224,,U,0,Autocuration,1,
12838,,BAO_0000019,,,,CHEMBL623861,,A,,22224,,U,0,Autocuration,1,
12839,,BAO_0000019,,,,CHEMBL623862,,A,,22224,,U,0,Autocuration,1,
12840,,BAO_0000100,,,,CHEMBL874406,,P,,22229,,U,0,Autocuration,1,
12841,,BAO_0000100,,,,CHEMBL623863,,P,,22229,,U,0,Autocuration,1,
12842,,BAO_0000100,,,,CHEMBL624021,,P,,22229,,U,0,Autocuration,1,
12843,,BAO_0000218,Adrenal medulla,,,CHEMBL624022,,A,,50588,,N,1,Intermediate,1,1236.0
12844,,BAO_0000218,Adrenal medulla,,,CHEMBL624023,,A,,50588,,N,1,Intermediate,1,1236.0
12845,,BAO_0000218,,,,CHEMBL624024,,A,,50588,,N,1,Intermediate,1,
12846,,BAO_0000218,,,,CHEMBL624025,,A,,50588,,N,1,Intermediate,1,
12847,,BAO_0000218,,,,CHEMBL624026,,A,,50588,,N,1,Intermediate,1,
12848,,BAO_0000218,,,,CHEMBL624027,,A,,50588,,N,1,Intermediate,1,
12849,,BAO_0000218,,,,CHEMBL624028,,A,,50588,,N,1,Intermediate,1,
12850,,BAO_0000218,,,,CHEMBL624029,,A,,50588,,N,1,Intermediate,1,
12851,,BAO_0000218,,,,CHEMBL624030,,A,,50588,,N,1,Intermediate,1,
12852,,BAO_0000218,,,,CHEMBL624031,,A,,50588,,N,1,Intermediate,1,
12853,,BAO_0000218,Intestine,,,CHEMBL624032,,A,,50588,,N,1,Intermediate,1,160.0
12854,,BAO_0000218,Intestine,,,CHEMBL874407,,A,,50588,,N,1,Intermediate,1,160.0
12855,,BAO_0000218,,,,CHEMBL624033,,A,,50588,,N,1,Intermediate,1,
12856,,BAO_0000218,,,,CHEMBL624034,,A,,50588,,N,1,Intermediate,1,
12857,,BAO_0000218,,,,CHEMBL624035,,A,,50588,,N,1,Intermediate,1,
12858,,BAO_0000218,,,,CHEMBL624036,,A,,50588,,N,1,Intermediate,1,
12859,,BAO_0000218,Muscle tissue,,,CHEMBL624037,,A,,50588,,N,1,Intermediate,1,2385.0
12860,,BAO_0000218,Muscle tissue,,,CHEMBL624038,,A,,50588,,N,1,Intermediate,1,2385.0
12861,,BAO_0000218,,,,CHEMBL624039,,A,,50588,,N,1,Intermediate,1,
12862,,BAO_0000218,,,,CHEMBL624040,,A,,50588,,N,1,Intermediate,1,
12863,,BAO_0000218,Intestine,,,CHEMBL624041,,A,,50588,,N,1,Intermediate,1,160.0
12864,,BAO_0000218,Intestine,,,CHEMBL624042,,A,,50588,,N,1,Intermediate,1,160.0
12865,,BAO_0000218,Spleen,,,CHEMBL624043,,A,,50588,,N,1,Intermediate,1,2106.0
12866,,BAO_0000218,Spleen,,,CHEMBL624044,,A,,50588,,N,1,Intermediate,1,2106.0
12867,,BAO_0000218,Stomach,,,CHEMBL624045,,A,,50588,,N,1,Intermediate,1,945.0
12868,,BAO_0000218,Stomach,,,CHEMBL624046,,A,,50588,,N,1,Intermediate,1,945.0
12869,,BAO_0000218,Thyroid gland,,,CHEMBL624047,,A,,50588,,N,1,Intermediate,1,2046.0
12870,,BAO_0000218,Thyroid gland,,,CHEMBL624048,,A,,50588,,N,1,Intermediate,1,2046.0
12871,,BAO_0000218,Urine,,,CHEMBL874408,,A,,50588,,N,1,Intermediate,1,1088.0
12872,,BAO_0000218,Urine,,,CHEMBL624049,,A,,50588,,N,1,Intermediate,1,1088.0
12873,,BAO_0000218,Plasma,,,CHEMBL624050,,A,,22224,,U,0,Autocuration,1,1969.0
12874,,BAO_0000019,,,,CHEMBL624051,,A,,22224,,U,0,Autocuration,1,
12875,,BAO_0000218,,,,CHEMBL623278,,A,,50597,,N,1,Intermediate,1,
12876,,BAO_0000218,,,,CHEMBL623279,,A,,50597,,N,1,Intermediate,1,
12877,,BAO_0000218,,,,CHEMBL623280,,A,,50597,,N,1,Intermediate,1,
12878,,BAO_0000218,,,,CHEMBL623963,,A,,50597,,N,1,Intermediate,1,
12879,,BAO_0000218,,,,CHEMBL623964,,A,,50597,,N,1,Intermediate,1,
12880,,BAO_0000218,,,,CHEMBL623965,,A,,50597,,N,1,Intermediate,1,
12881,,BAO_0000218,,,,CHEMBL623966,,A,,50597,,N,1,Intermediate,1,
12882,,BAO_0000218,,,,CHEMBL874415,,A,,50597,,N,1,Intermediate,1,
12883,,BAO_0000218,,,,CHEMBL623967,,A,,50597,,N,1,Intermediate,1,
12884,,BAO_0000218,,,,CHEMBL623968,,A,,50597,,N,1,Intermediate,1,
12885,,BAO_0000218,,,,CHEMBL623969,,A,,50597,,N,1,Intermediate,1,
12886,,BAO_0000218,,,,CHEMBL628409,,A,,50597,,N,1,Intermediate,1,
12887,,BAO_0000218,,,,CHEMBL628410,,A,,50597,,N,1,Intermediate,1,
12888,,BAO_0000218,,,,CHEMBL628411,,A,,50597,,N,1,Intermediate,1,
12889,,BAO_0000218,,,,CHEMBL628412,,A,,50597,,N,1,Intermediate,1,
12890,,BAO_0000019,,,,CHEMBL628413,,A,,22224,,U,0,Autocuration,1,
12891,,BAO_0000019,Plasma,,,CHEMBL628414,,A,,22224,,U,0,Autocuration,1,1969.0
12892,,BAO_0000218,,,,CHEMBL628415,,A,,50597,,N,1,Intermediate,1,
12893,,BAO_0000218,,,,CHEMBL628416,,A,,50597,,N,1,Intermediate,1,
12894,,BAO_0000218,,,,CHEMBL628417,,A,,50597,,N,1,Intermediate,1,
12895,,BAO_0000218,Liver,,,CHEMBL874908,,A,,50597,,N,1,Intermediate,1,2107.0
12896,,BAO_0000218,,,,CHEMBL628418,,A,,50597,,N,1,Intermediate,1,
12897,,BAO_0000218,Muscle tissue,,,CHEMBL628419,,A,,50597,,N,1,Intermediate,1,2385.0
12898,,BAO_0000218,,,,CHEMBL628420,,A,,50597,,N,1,Intermediate,1,
12899,,BAO_0000019,,,,CHEMBL628421,,A,,22224,,U,0,Autocuration,1,
12900,,BAO_0000100,,,,CHEMBL626726,,P,,22229,,U,0,Autocuration,1,
12901,,BAO_0000100,,,,CHEMBL626727,,P,,22229,,U,0,Autocuration,1,
12902,,BAO_0000218,Blood,,,CHEMBL626728,,A,,50597,,N,1,Intermediate,1,178.0
12903,,BAO_0000218,Blood,,,CHEMBL626729,,A,,50597,,N,1,Intermediate,1,178.0
12904,,BAO_0000218,Blood,,,CHEMBL626730,,A,,50597,,N,1,Intermediate,1,178.0
12905,,BAO_0000218,Blood,,,CHEMBL626731,,A,,50597,,N,1,Intermediate,1,178.0
12906,,BAO_0000218,Blood,,,CHEMBL626732,,A,,50597,,N,1,Intermediate,1,178.0
12907,,BAO_0000218,Heart,,,CHEMBL626733,,A,,50597,,N,1,Intermediate,1,948.0
12908,,BAO_0000218,Heart,,,CHEMBL626734,,A,,50597,,N,1,Intermediate,1,948.0
12909,,BAO_0000218,Heart,,,CHEMBL626735,,A,,50597,,N,1,Intermediate,1,948.0
12910,,BAO_0000218,Heart,,,CHEMBL874909,,A,,50597,,N,1,Intermediate,1,948.0
12911,,BAO_0000218,Heart,,,CHEMBL626736,,A,,50597,,N,1,Intermediate,1,948.0
12912,,BAO_0000218,Kidney,,,CHEMBL626737,,A,,50597,,N,1,Intermediate,1,2113.0
12913,,BAO_0000218,Kidney,,,CHEMBL630999,,A,,50597,,N,1,Intermediate,1,2113.0
12914,,BAO_0000218,Kidney,,,CHEMBL631000,,A,,50597,,N,1,Intermediate,1,2113.0
12915,,BAO_0000218,Kidney,,,CHEMBL631001,,A,,50597,,N,1,Intermediate,1,2113.0
12916,,BAO_0000218,Kidney,,,CHEMBL631002,,A,,50597,,N,1,Intermediate,1,2113.0
12917,,BAO_0000218,Liver,,,CHEMBL631003,,A,,50597,,N,1,Intermediate,1,2107.0
12918,,BAO_0000218,Liver,,,CHEMBL631004,,A,,50597,,N,1,Intermediate,1,2107.0
12919,,BAO_0000218,Liver,,,CHEMBL631005,,A,,50597,,N,1,Intermediate,1,2107.0
12920,,BAO_0000218,Liver,,,CHEMBL631006,,A,,50597,,N,1,Intermediate,1,2107.0
12921,,BAO_0000218,Liver,,,CHEMBL631007,,A,,50597,,N,1,Intermediate,1,2107.0
12922,,BAO_0000218,Lung,,,CHEMBL631008,,A,,50597,,N,1,Intermediate,1,2048.0
12923,,BAO_0000218,Lung,,,CHEMBL631009,,A,,50597,,N,1,Intermediate,1,2048.0
12924,,BAO_0000218,Lung,,,CHEMBL631010,,A,,50597,,N,1,Intermediate,1,2048.0
12925,,BAO_0000218,Lung,,,CHEMBL631011,,A,,50597,,N,1,Intermediate,1,2048.0
12926,,BAO_0000218,Lung,,,CHEMBL631012,,A,,50597,,N,1,Intermediate,1,2048.0
12927,,BAO_0000218,Thyroid gland,,,CHEMBL630271,,A,,50597,,N,1,Intermediate,1,2046.0
12928,,BAO_0000218,Thyroid gland,,,CHEMBL630272,,A,,50597,,N,1,Intermediate,1,2046.0
12929,,BAO_0000218,Thyroid gland,,,CHEMBL630273,,A,,50597,,N,1,Intermediate,1,2046.0
12930,,BAO_0000218,Thyroid gland,,,CHEMBL630274,,A,,50597,,N,1,Intermediate,1,2046.0
12931,,BAO_0000218,Thyroid gland,,,CHEMBL630275,,A,,50597,,N,1,Intermediate,1,2046.0
12932,,BAO_0000218,,,,CHEMBL875782,,A,,50597,,N,1,Intermediate,1,
12933,,BAO_0000218,,,,CHEMBL630276,,A,,50597,,N,1,Intermediate,1,
12934,,BAO_0000218,,,,CHEMBL630277,,A,,50597,,N,1,Intermediate,1,
12935,,BAO_0000218,,,,CHEMBL630278,,A,,50597,,N,1,Intermediate,1,
12936,,BAO_0000218,,,,CHEMBL630279,,A,,50597,,N,1,Intermediate,1,
12937,,BAO_0000019,,,,CHEMBL630280,,A,,22224,,U,0,Autocuration,1,
12938,,BAO_0000019,,,,CHEMBL630281,,A,,22224,,U,0,Autocuration,1,
12939,,BAO_0000218,,,,CHEMBL630282,,A,,50592,,N,1,Intermediate,1,
12940,,BAO_0000218,,,,CHEMBL630283,,A,,50592,,N,1,Intermediate,1,
12941,,BAO_0000019,,,,CHEMBL630284,,A,,22224,,U,0,Autocuration,1,
12942,,BAO_0000019,,,,CHEMBL630285,,A,,22224,,U,0,Autocuration,1,
12943,,BAO_0000251,,,,CHEMBL630286,Microsomes,A,,22224,,U,0,Autocuration,1,
12944,,BAO_0000218,,,,CHEMBL630069,,A,,50592,,N,1,Intermediate,1,
12945,,BAO_0000218,,,,CHEMBL630070,,A,,50592,,N,1,Intermediate,1,
12946,,BAO_0000218,,,,CHEMBL630071,,A,,50592,,N,1,Intermediate,1,
12947,,BAO_0000218,,,,CHEMBL630072,,A,,50592,,N,1,Intermediate,1,
12948,,BAO_0000218,,,,CHEMBL875110,,A,,50592,,N,1,Intermediate,1,
12949,,BAO_0000218,,,,CHEMBL630073,,A,,50597,,N,1,Intermediate,1,
12950,,BAO_0000019,,,,CHEMBL630074,,A,,22224,,U,0,Autocuration,1,
12951,,BAO_0000218,,,,CHEMBL630075,,A,,22224,,U,0,Autocuration,1,
12952,,BAO_0000019,,,,CHEMBL630076,,A,,22224,,U,0,Autocuration,1,
12953,,BAO_0000100,,,,CHEMBL630077,,P,,22229,,U,0,Autocuration,1,
12954,,BAO_0000100,,,,CHEMBL630078,,P,,22229,,U,0,Autocuration,1,
12955,,BAO_0000100,,,,CHEMBL630079,,P,,22229,,U,0,Autocuration,1,
12956,,BAO_0000100,,,,CHEMBL630080,,P,,22229,,U,0,Autocuration,1,
12957,,BAO_0000100,,,,CHEMBL630081,,P,,22229,,U,0,Autocuration,1,
12958,,BAO_0000019,,,,CHEMBL630082,,A,,22224,,U,0,Autocuration,1,
12959,,BAO_0000019,,,,CHEMBL630083,,A,,22224,,U,0,Autocuration,1,
12960,,BAO_0000019,,,,CHEMBL630084,,A,,22224,,U,0,Autocuration,1,
12961,,BAO_0000100,,,,CHEMBL629198,,P,,22229,,U,0,Autocuration,1,
12962,,BAO_0000100,,,,CHEMBL629199,,P,,22229,,U,0,Autocuration,1,
12963,,BAO_0000100,,,,CHEMBL629200,,P,,22229,,U,0,Autocuration,1,
12964,,BAO_0000218,,,,CHEMBL629201,,A,,50588,,N,1,Intermediate,1,
12965,,BAO_0000218,,,,CHEMBL629202,,A,,50588,,N,1,Intermediate,1,
12966,,BAO_0000218,,,,CHEMBL875111,,A,,50587,,N,1,Intermediate,1,
12967,,BAO_0000218,,,,CHEMBL629203,,A,,50587,,N,1,Intermediate,1,
12968,,BAO_0000218,,,,CHEMBL629204,,A,,50587,,N,1,Intermediate,1,
12969,,BAO_0000218,,,,CHEMBL629205,,A,,50587,,N,1,Intermediate,1,
12970,,BAO_0000218,,,,CHEMBL629206,,A,,50587,,N,1,Intermediate,1,
12971,,BAO_0000019,,,,CHEMBL631185,,A,,22224,,U,0,Autocuration,1,
12972,,BAO_0000218,,,,CHEMBL631186,,A,,50597,,N,1,Intermediate,1,
12973,,BAO_0000218,,,,CHEMBL631187,,A,,50592,,N,1,Intermediate,1,
12974,,BAO_0000218,,,,CHEMBL631188,,A,,50592,,N,1,Intermediate,1,
12975,,BAO_0000019,,,,CHEMBL876419,,A,,22224,,U,0,Autocuration,1,
12976,,BAO_0000019,,,,CHEMBL631189,,A,,22224,,U,0,Autocuration,1,
12977,,BAO_0000218,,,,CHEMBL631190,,A,,50602,,N,1,Intermediate,1,
12978,,BAO_0000218,,,,CHEMBL631191,,A,,50602,,N,1,Intermediate,1,
12979,,BAO_0000218,,,,CHEMBL631192,,A,,50602,,N,1,Intermediate,1,
12980,,BAO_0000218,,,,CHEMBL632400,,A,,50602,,N,1,Intermediate,1,
12981,,BAO_0000218,,,,CHEMBL630564,,A,,50602,,N,1,Intermediate,1,
12982,,BAO_0000218,,,,CHEMBL630565,,A,,50602,,N,1,Intermediate,1,
12983,,BAO_0000218,,,,CHEMBL630566,,A,,50602,,N,1,Intermediate,1,
12984,,BAO_0000218,,,,CHEMBL631229,,A,,50602,,N,1,Intermediate,1,
12985,,BAO_0000218,,,,CHEMBL631230,,A,,50602,,N,1,Intermediate,1,
12986,,BAO_0000100,,,,CHEMBL876428,,P,,22229,,U,0,Autocuration,1,
12987,,BAO_0000100,,,,CHEMBL631231,,P,,22229,,U,0,Autocuration,1,
12988,,BAO_0000100,,,,CHEMBL631232,,P,,22229,,U,0,Autocuration,1,
12989,,BAO_0000019,,,,CHEMBL631233,,A,,22224,,U,0,Autocuration,1,
12990,,BAO_0000100,,,,CHEMBL631234,,P,,22229,,U,0,Autocuration,1,
12991,,BAO_0000019,,,,CHEMBL883126,,A,,22224,,U,0,Autocuration,1,
12992,,BAO_0000100,,,,CHEMBL631235,,P,,22224,,U,0,Autocuration,1,
12993,,BAO_0000100,,,,CHEMBL631236,,P,,22224,,U,0,Autocuration,1,
12994,,BAO_0000019,,,,CHEMBL631237,,A,,22224,,U,0,Autocuration,1,
12995,,BAO_0000100,,,,CHEMBL631238,,P,,22229,,U,0,Autocuration,1,
12996,,BAO_0000100,,,,CHEMBL876429,,P,,22229,,U,0,Autocuration,1,
12997,,BAO_0000019,,,,CHEMBL631414,,A,,22224,,U,0,Autocuration,1,
12998,,BAO_0000100,,,,CHEMBL631415,,P,,22224,,U,0,Autocuration,1,
12999,,BAO_0000100,,,,CHEMBL631416,,P,,22229,,U,0,Autocuration,1,
13000,,BAO_0000019,,,,CHEMBL631417,,A,,22224,,U,0,Autocuration,1,
13001,,BAO_0000100,,,,CHEMBL631418,,P,,22229,,U,0,Autocuration,1,
13002,,BAO_0000100,,,,CHEMBL631419,,P,,22229,,U,0,Autocuration,1,
13003,,BAO_0000019,,,,CHEMBL631420,,A,,22224,,U,0,Autocuration,1,
13004,,BAO_0000100,,,,CHEMBL631421,,P,,22229,,U,0,Autocuration,1,
13005,,BAO_0000100,,,,CHEMBL631422,,P,,22229,,U,0,Autocuration,1,
13006,,BAO_0000100,,,,CHEMBL631423,,P,,22229,,U,0,Autocuration,1,
13007,,BAO_0000218,Plasma,,,CHEMBL876430,,A,,50597,,N,1,Intermediate,1,1969.0
13008,,BAO_0000218,Plasma,,,CHEMBL631424,,A,,50597,,N,1,Intermediate,1,1969.0
13009,,BAO_0000218,Plasma,,,CHEMBL631425,,A,,50588,,N,1,Intermediate,1,1969.0
13010,,BAO_0000218,Plasma,,,CHEMBL631426,,A,,22224,,U,0,Autocuration,1,1969.0
13011,,BAO_0000218,Plasma,,,CHEMBL631427,,A,,50594,,N,1,Intermediate,1,1969.0
13012,,BAO_0000218,Plasma,,,CHEMBL631428,,A,,50588,,N,1,Intermediate,1,1969.0
13013,,BAO_0000218,Liver,,,CHEMBL631429,Microsomes,A,,50797,,N,1,Intermediate,1,2107.0
13014,,BAO_0000218,Liver,,,CHEMBL631430,Microsomes,A,,50588,,N,1,Intermediate,1,2107.0
13015,,BAO_0000218,Liver,,,CHEMBL631431,Microsomes,A,,50597,,N,1,Intermediate,1,2107.0
13016,,BAO_0000218,Plasma,,,CHEMBL631432,,A,,50797,,N,1,Intermediate,1,1969.0
13017,,BAO_0000218,,,,CHEMBL631433,,A,,50588,,N,1,Intermediate,1,
13018,,BAO_0000218,,,,CHEMBL631434,,A,,22224,,U,0,Autocuration,1,
13019,,BAO_0000218,,,,CHEMBL631435,,A,,22224,,U,0,Autocuration,1,
13020,,BAO_0000218,,,,CHEMBL631436,,A,,22224,,U,0,Autocuration,1,
13021,,BAO_0000218,,,,CHEMBL631437,,A,,22224,,U,0,Autocuration,1,
13022,,BAO_0000218,,,,CHEMBL631438,,A,,50597,,N,1,Intermediate,1,
