assay_type,doc_id,assay_test_type,assay_category,src_id,src_assay_id,assay_tissue,relationship_type,bao_format,description,assay_cell_type,cell_id,curated_by,assay_subcellular_fraction,chembl_id,assay_tax_id,tissue_id,assay_organism,assay_id,variant_id,confidence_score,assay_strain,tid
F,10685.0,,,1.0,,,U,BAO_0000218,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,,,Autocuration,,CHEMBL619829,10090.0,,Mus musculus,4379.0,,0.0,,22224.0
F,10685.0,,,1.0,,,U,BAO_0000218,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,,,Autocuration,,CHEMBL619830,10090.0,,Mus musculus,4380.0,,0.0,,22224.0
F,10685.0,,,1.0,,,U,BAO_0000218,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,,,Autocuration,,CHEMBL619831,10090.0,,Mus musculus,4381.0,,0.0,,22224.0
F,10685.0,,,1.0,,,U,BAO_0000218,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,,,Autocuration,,CHEMBL619832,10090.0,,Mus musculus,4382.0,,0.0,,22224.0
A,10685.0,,,1.0,,,U,BAO_0000218,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,,,Autocuration,,CHEMBL619833,10090.0,,Mus musculus,4383.0,,0.0,,22224.0
A,10685.0,,,1.0,,,U,BAO_0000218,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,,,Autocuration,,CHEMBL619834,10090.0,,Mus musculus,4384.0,,0.0,,22224.0
A,10685.0,,,1.0,,,U,BAO_0000218,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,,,Autocuration,,CHEMBL619835,10090.0,,Mus musculus,4385.0,,0.0,,22224.0
A,10685.0,,,1.0,,,U,BAO_0000218,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,,,Autocuration,,CHEMBL619836,10090.0,,Mus musculus,4386.0,,0.0,,22224.0
F,8831.0,,,1.0,,,N,BAO_0000218,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",6C3HED,850.0,Intermediate,,CHEMBL619837,10090.0,,Mus musculus,4387.0,,1.0,,80628.0
F,11704.0,In vivo,,1.0,,,U,BAO_0000218,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,,,Autocuration,,CHEMBL619838,,,,4388.0,,0.0,,22224.0
A,11704.0,,,1.0,,,N,BAO_0000218,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,,,Intermediate,,CHEMBL619839,10090.0,,Mus musculus,4389.0,,1.0,,50594.0
F,10685.0,In vivo,,1.0,,,N,BAO_0000218,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,6C3HED,850.0,Intermediate,,CHEMBL619840,10090.0,,Mus musculus,4390.0,,1.0,,80628.0
F,10685.0,In vivo,,1.0,,,N,BAO_0000218,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,6C3HED,850.0,Intermediate,,CHEMBL619841,10090.0,,Mus musculus,4391.0,,1.0,,80628.0
F,11368.0,,,1.0,,,N,BAO_0000218,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),6C3HED,850.0,Expert,,CHEMBL857704,10090.0,,Mus musculus,4392.0,,1.0,,80628.0
F,11368.0,,,1.0,,,N,BAO_0000218,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),6C3HED,850.0,Intermediate,,CHEMBL619842,10090.0,,Mus musculus,4393.0,,1.0,,80628.0
F,11368.0,,,1.0,,,N,BAO_0000218,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),6C3HED,850.0,Expert,,CHEMBL619843,10090.0,,Mus musculus,4394.0,,1.0,,80628.0
B,17763.0,,,1.0,,,U,BAO_0000019,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",,,Autocuration,,CHEMBL619844,1280.0,,Staphylococcus aureus,4395.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,,,Autocuration,Microsomes,CHEMBL857855,10116.0,2107.0,Rattus norvegicus,4396.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,,,Autocuration,Microsomes,CHEMBL619845,10116.0,2107.0,Rattus norvegicus,4397.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,,,Autocuration,Microsomes,CHEMBL619846,10116.0,2107.0,Rattus norvegicus,4398.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,,,Autocuration,Microsomes,CHEMBL619847,10116.0,2107.0,Rattus norvegicus,4399.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,,,Autocuration,Microsomes,CHEMBL619848,10116.0,2107.0,Rattus norvegicus,4400.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,,,Autocuration,Microsomes,CHEMBL620893,10116.0,2107.0,Rattus norvegicus,4401.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,,,Autocuration,Microsomes,CHEMBL620894,10116.0,2107.0,Rattus norvegicus,4402.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,,,Autocuration,Microsomes,CHEMBL620895,10116.0,2107.0,Rattus norvegicus,4403.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,,,Autocuration,Microsomes,CHEMBL620896,10116.0,2107.0,Rattus norvegicus,4404.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,,,Autocuration,Microsomes,CHEMBL620897,10116.0,2107.0,Rattus norvegicus,4405.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,,,Autocuration,Microsomes,CHEMBL620898,10116.0,2107.0,Rattus norvegicus,4406.0,,0.0,,22226.0
B,7411.0,,,1.0,,Liver,U,BAO_0000251,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,,,Autocuration,Microsomes,CHEMBL620899,10116.0,2107.0,Rattus norvegicus,4407.0,,0.0,,22226.0
A,347.0,In vivo,,1.0,,Plasma,U,BAO_0000218,The apparent total plasma clearance in monkey,,,Autocuration,,CHEMBL620900,9527.0,1969.0,Cercopithecidae,4408.0,,0.0,,22224.0
A,3341.0,In vivo,,1.0,,,U,BAO_0000218,Compound was evaluated for Hepatic clearance in monkey,,,Autocuration,,CHEMBL620901,9527.0,,Cercopithecidae,4409.0,,0.0,,22224.0
A,17853.0,In vivo,,1.0,,,U,BAO_0000218,Lower clearance in monkey (i.v.) at 0.5 mpk,,,Autocuration,,CHEMBL620902,9527.0,,Cercopithecidae,4410.0,,0.0,,22224.0
A,4514.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance in rhesus monkey,,,Autocuration,,CHEMBL620903,9527.0,,Cercopithecidae,4411.0,,0.0,,22224.0
A,6062.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,,,Autocuration,,CHEMBL620904,9527.0,,Cercopithecidae,4412.0,,0.0,,22224.0
A,6821.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance of compound was determined in monkey,,,Autocuration,,CHEMBL620905,9527.0,,Cercopithecidae,4413.0,,0.0,,22224.0
A,6057.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance was calculated in rhesus monkey,,,Autocuration,,CHEMBL620906,9527.0,,Cercopithecidae,4414.0,,0.0,,22224.0
A,5145.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance in rhesus monkey,,,Autocuration,,CHEMBL875420,9527.0,,Cercopithecidae,4415.0,,0.0,,22224.0
A,6641.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,,Autocuration,,CHEMBL620907,9527.0,,Cercopithecidae,4416.0,,0.0,,22224.0
A,5472.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance was evaluated in rhesus,,,Autocuration,,CHEMBL620908,9527.0,,Cercopithecidae,4417.0,,0.0,,22224.0
A,4257.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,,,Autocuration,,CHEMBL620909,9527.0,,Cercopithecidae,4418.0,,0.0,,22224.0
A,5546.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,,Autocuration,,CHEMBL620910,9527.0,,Cercopithecidae,4419.0,,0.0,,22224.0
A,5334.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),,,Autocuration,,CHEMBL620911,9527.0,,Cercopithecidae,4420.0,,0.0,,22224.0
A,5334.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),,,Autocuration,,CHEMBL620912,9527.0,,Cercopithecidae,4421.0,,0.0,,22224.0
A,17509.0,In vivo,,1.0,,,U,BAO_0000218,Cmax 24 hr after 2 mg/kg oral administration in monkeys,,,Autocuration,,CHEMBL620913,9527.0,,Cercopithecidae,4422.0,,0.0,,22224.0
A,6535.0,In vivo,,1.0,,,U,BAO_0000218,Cmax in monkey after administration of 1 mg/kg iv,,,Autocuration,,CHEMBL620914,9527.0,,Cercopithecidae,4423.0,,0.0,,22224.0
A,5668.0,In vivo,,1.0,,,U,BAO_0000218,Cmax was determine after peroral administration at 10 mpk in Rhesus,,,Autocuration,,CHEMBL620915,9527.0,,Cercopithecidae,4424.0,,0.0,,22224.0
A,5922.0,In vivo,,1.0,,,U,BAO_0000218,Cmax in cynomolgus monkey by iv administration,,,Autocuration,,CHEMBL620916,9527.0,,Cercopithecidae,4425.0,,0.0,,22224.0
A,5922.0,In vivo,,1.0,,,U,BAO_0000218,Cmax in cynomolgus monkey by po administration,,,Autocuration,,CHEMBL620917,9527.0,,Cercopithecidae,4426.0,,0.0,,22224.0
A,6078.0,In vivo,,1.0,,,U,BAO_0000218,Cmax value evaluated in monkey,,,Autocuration,,CHEMBL620918,9527.0,,Cercopithecidae,4427.0,,0.0,,22224.0
A,2661.0,In vivo,,1.0,,,U,BAO_0000218,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,,,Autocuration,,CHEMBL620919,9527.0,,Cercopithecidae,4428.0,,0.0,,22224.0
A,3249.0,In vivo,,1.0,,Plasma,U,BAO_0000218,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,,,Autocuration,,CHEMBL620920,9527.0,1969.0,Cercopithecidae,4429.0,,0.0,,22224.0
A,3249.0,In vivo,,1.0,,Plasma,U,BAO_0000218,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,,,Autocuration,,CHEMBL620921,9527.0,1969.0,Cercopithecidae,4430.0,,0.0,,22224.0
A,5553.0,In vivo,,1.0,,Plasma,U,BAO_0000218,Maximal plasma concentration in squirrel monkeys,,,Autocuration,,CHEMBL620922,9527.0,1969.0,Cercopithecidae,4431.0,,0.0,,22224.0
A,1916.0,In vivo,,1.0,,,U,BAO_0000218,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,,,Autocuration,,CHEMBL620923,9527.0,,Cercopithecidae,4432.0,,0.0,,22224.0
A,6227.0,In vivo,,1.0,,Plasma,U,BAO_0000218,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,,,Autocuration,,CHEMBL620924,9527.0,1969.0,Cercopithecidae,4433.0,,0.0,,22224.0
A,4809.0,In vivo,,1.0,,,U,BAO_0000218,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),,,Autocuration,,CHEMBL620925,9527.0,,Cercopithecidae,4434.0,,0.0,,22224.0
A,5355.0,In vivo,,1.0,,,U,BAO_0000218,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,,,Autocuration,,CHEMBL620926,9527.0,,Cercopithecidae,4435.0,,0.0,,22224.0
A,5355.0,In vivo,,1.0,,,U,BAO_0000218,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,,,Autocuration,,CHEMBL620927,9527.0,,Cercopithecidae,4436.0,,0.0,,22224.0
A,5355.0,In vivo,,1.0,,,U,BAO_0000218,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,,,Autocuration,,CHEMBL620928,9527.0,,Cercopithecidae,4437.0,,0.0,,22224.0
A,5355.0,In vivo,,1.0,,,U,BAO_0000218,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,,,Autocuration,,CHEMBL620929,9527.0,,Cercopithecidae,4438.0,,0.0,,22224.0
A,6221.0,In vivo,,1.0,,Plasma,U,BAO_0000218,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,,,Autocuration,,CHEMBL620930,9527.0,1969.0,Cercopithecidae,4439.0,,0.0,,22224.0
A,167.0,,,1.0,,,U,BAO_0000218,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,,,Autocuration,,CHEMBL620931,9527.0,,Cercopithecidae,4440.0,,0.0,,22224.0
A,167.0,,,1.0,,,U,BAO_0000218,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,,,Autocuration,,CHEMBL620932,9527.0,,Cercopithecidae,4441.0,,0.0,,22224.0
A,4257.0,In vivo,,1.0,,,U,BAO_0000218,Absolute bioavailability was evaluated in monkey,,,Autocuration,,CHEMBL620933,9443.0,,monkey,4442.0,,0.0,,22224.0
A,6221.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,,,Autocuration,,CHEMBL620934,9443.0,,monkey,4443.0,,0.0,,22224.0
A,17667.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,,,Autocuration,,CHEMBL620935,9443.0,,monkey,4444.0,,0.0,,22224.0
A,17267.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability of compound was determined in rhesus monkey,,,Autocuration,,CHEMBL620936,9544.0,,Macaca mulatta,4445.0,,0.0,,22224.0
A,4256.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability determined after oral administration in marmoset,,,Autocuration,,CHEMBL620937,38020.0,,marmosets,4446.0,,0.0,,22224.0
A,4256.0,In vivo,,1.0,,,U,BAO_0000218,Oral bioavailability in cynomolgus monkey,,,Autocuration,,CHEMBL620938,9541.0,,Macaca fascicularis,4447.0,,0.0,,22224.0
A,17853.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability in monkey (p.o.) at 2.0 mpk,,,Autocuration,,CHEMBL620939,9443.0,,monkey,4448.0,,0.0,,22224.0
A,16365.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability was evaluated after oral administration in monkey,,,Autocuration,,CHEMBL620940,9443.0,,monkey,4449.0,,0.0,,22224.0
A,1916.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,,,Autocuration,,CHEMBL620941,9541.0,,Macaca fascicularis,4450.0,,0.0,,22224.0
A,5334.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),,,Autocuration,,CHEMBL620942,9544.0,,Macaca mulatta,4451.0,,0.0,,22224.0
A,5334.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),,,Autocuration,,CHEMBL620943,9544.0,,Macaca mulatta,4452.0,,0.0,,22224.0
A,17592.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability of the compound was determined in monkey,,,Autocuration,,CHEMBL620944,9443.0,,monkey,4453.0,,0.0,,22224.0
A,1399.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability in squirrel monkey (dose 5 mg/kg),,,Autocuration,,CHEMBL620945,9521.0,,Saimiri sciureus,4454.0,,0.0,,22224.0
A,4809.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),,,Autocuration,,CHEMBL620946,9443.0,,monkey,4455.0,,0.0,,22224.0
A,3341.0,In vivo,,1.0,,,U,BAO_0000218,Oral bioavailability in monkey,,,Autocuration,,CHEMBL620947,9443.0,,monkey,4456.0,,0.0,,22224.0
A,64.0,In vivo,,1.0,,,U,BAO_0000218,Compound was tested for bioavailability in squirrel monkey,,,Autocuration,,CHEMBL620948,9521.0,,Saimiri sciureus,4457.0,,0.0,,22224.0
A,5005.0,In vivo,,1.0,,,U,BAO_0000218,Oral bioavailability in Rhesus monkey,,,Autocuration,,CHEMBL620949,9544.0,,Macaca mulatta,4458.0,,0.0,,22224.0
A,5005.0,In vivo,,1.0,,,U,BAO_0000218,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),,,Autocuration,,CHEMBL620950,9544.0,,Macaca mulatta,4459.0,,0.0,,22224.0
A,5237.0,In vivo,,1.0,,,U,BAO_0000218,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,,,Autocuration,,CHEMBL620951,9541.0,,Macaca fascicularis,4460.0,,0.0,,22224.0
A,5237.0,In vivo,,1.0,,,U,BAO_0000218,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,,,Autocuration,,CHEMBL620952,9541.0,,Macaca fascicularis,4461.0,,0.0,,22224.0
A,5302.0,In vivo,,1.0,,,U,BAO_0000218,Oral bioavailability in monkey (dose 5 mg/kg),,,Autocuration,,CHEMBL875421,9443.0,,monkey,4462.0,,0.0,,22224.0
A,17667.0,In vivo,,1.0,,,U,BAO_0000218,Oral bioavailability of compound at 5 mg/kg in monkey,,,Autocuration,,CHEMBL620953,9443.0,,monkey,4463.0,,0.0,,22224.0
A,6161.0,In vivo,,1.0,,,N,BAO_0000218,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,,,Intermediate,,CHEMBL873491,9615.0,,Canis lupus familiaris,4464.0,,1.0,,50588.0
A,6161.0,In vivo,,1.0,,,N,BAO_0000218,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,,,Intermediate,,CHEMBL620954,9615.0,,Canis lupus familiaris,4465.0,,1.0,,50588.0
A,3854.0,,,1.0,,Plasma,N,BAO_0000218,Plasma half life determined,,,Intermediate,,CHEMBL620955,9615.0,1969.0,Canis lupus familiaris,4466.0,,1.0,,50588.0
A,993.0,,,1.0,,Plasma,N,BAO_0000218,Plasma half life in dog,,,Intermediate,,CHEMBL618097,9615.0,1969.0,Canis lupus familiaris,4467.0,,1.0,,50588.0
A,4514.0,,,1.0,,Plasma,N,BAO_0000218,Plasma half-life in Beagle dogs,,,Intermediate,,CHEMBL618268,9615.0,1969.0,Canis lupus familiaris,4468.0,,1.0,,50588.0
A,5334.0,In vivo,,1.0,,Plasma,N,BAO_0000218,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),,,Intermediate,,CHEMBL618269,9615.0,1969.0,Canis lupus familiaris,4469.0,,1.0,,50588.0
A,5334.0,In vivo,,1.0,,Plasma,N,BAO_0000218,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),,,Intermediate,,CHEMBL618270,9615.0,1969.0,Canis lupus familiaris,4470.0,,1.0,,50588.0
A,1466.0,In vivo,,1.0,,,N,BAO_0000218,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,,,Intermediate,,CHEMBL618271,9615.0,,Canis lupus familiaris,4471.0,,1.0,,50588.0
A,1466.0,In vivo,,1.0,,,N,BAO_0000218,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,,,Intermediate,,CHEMBL873493,9615.0,,Canis lupus familiaris,4472.0,,1.0,,50588.0
A,5313.0,,,1.0,,,N,BAO_0000218,Tested for the half life period in dog,,,Intermediate,,CHEMBL621031,9615.0,,Canis lupus familiaris,4473.0,,1.0,,50588.0
A,5313.0,In vivo,,1.0,,,N,BAO_0000218,Tested for the half life period in dog at dosage of 10 mpk,,,Intermediate,,CHEMBL621032,9615.0,,Canis lupus familiaris,4474.0,,1.0,,50588.0
A,3880.0,,,1.0,,,N,BAO_0000218,The compound was tested for half life in dog,,,Intermediate,,CHEMBL621033,9615.0,,Canis lupus familiaris,4475.0,,1.0,,50588.0
A,3639.0,,,1.0,,Plasma,N,BAO_0000218,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",,,Intermediate,,CHEMBL621034,9615.0,1969.0,Canis lupus familiaris,4476.0,,1.0,,50588.0
A,3880.0,,,1.0,,,N,BAO_0000218,The half life was determined,,,Intermediate,,CHEMBL621035,9615.0,,Canis lupus familiaris,4477.0,,1.0,,50588.0
A,3918.0,,,1.0,,Plasma,N,BAO_0000218,The plasma half-life in dogs,,,Intermediate,,CHEMBL621036,9615.0,1969.0,Canis lupus familiaris,4478.0,,1.0,,50588.0
A,16452.0,,,1.0,,Plasma,N,BAO_0000218,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,,,Intermediate,,CHEMBL621037,9615.0,1969.0,Canis lupus familiaris,4479.0,,1.0,,50588.0
A,17796.0,,,1.0,,,N,BAO_0000218,Half life in dog,,,Intermediate,,CHEMBL619812,9615.0,,Canis lupus familiaris,4480.0,,1.0,,50588.0
A,5983.0,In vivo,,1.0,,,N,BAO_0000218,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,,,Intermediate,,CHEMBL619813,9615.0,,Canis lupus familiaris,4481.0,,1.0,,50588.0
A,1466.0,In vivo,,1.0,,,N,BAO_0000218,tmax upon peroral administration of 10.0 mg/Kg dose in dog,,,Intermediate,,CHEMBL873335,9615.0,,Canis lupus familiaris,4482.0,,1.0,,50588.0
A,16456.0,In vivo,,1.0,,,N,BAO_0000218,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,,Intermediate,,CHEMBL619814,9615.0,,Canis lupus familiaris,4483.0,,1.0,,50588.0
A,6113.0,In vivo,,1.0,,,N,BAO_0000218,Cmax in ferrets after 30 mg/kg oral dose,,,Expert,,CHEMBL619815,9669.0,,Mustela putorius furo,4484.0,,1.0,,50506.0
F,6113.0,In vivo,,1.0,,,N,BAO_0000218,Emesis in ferrets at 30 mg/kg oral dose,,,Expert,,CHEMBL619816,9669.0,,Mustela putorius furo,4485.0,,1.0,,50506.0
A,17796.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability in cynomolgus monkey,,,Autocuration,,CHEMBL619817,9541.0,,Macaca fascicularis,4486.0,,0.0,,22224.0
A,17796.0,In vivo,,1.0,,,N,BAO_0000218,Volume of distribution in cynomolgus,,,Intermediate,,CHEMBL619818,9541.0,,Macaca fascicularis,4487.0,,1.0,,100710.0
A,5308.0,,,1.0,,Plasma,U,BAO_0000218,AUC tested in guinea pig when 3 mg/kg dose was given perorally,,,Autocuration,,CHEMBL619819,10141.0,1969.0,Cavia porcellus,4488.0,,0.0,,22224.0
A,4877.0,,,1.0,,,U,BAO_0000218,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,,,Autocuration,,CHEMBL619820,10141.0,,Cavia porcellus,4489.0,,0.0,,22224.0
A,4876.0,,,1.0,,,U,BAO_0000218,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",,,Autocuration,,CHEMBL875419,10141.0,,Cavia porcellus,4490.0,,0.0,,22224.0
A,4878.0,In vivo,,1.0,,Plasma,U,BAO_0000218,AUC in guinea pig after 3mg/kg oral dose,,,Autocuration,,CHEMBL619821,10141.0,1969.0,Cavia porcellus,4491.0,,0.0,,22224.0
A,5308.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability in guinea pig was tested,,,Autocuration,,CHEMBL619822,10141.0,,Cavia porcellus,4492.0,,0.0,,22224.0
A,4877.0,In vivo,,1.0,,,U,BAO_0000218,Tested for oral bioavailability in guinea pig at 5 mg/kg,,,Autocuration,,CHEMBL619823,10141.0,,Cavia porcellus,4493.0,,0.0,,22224.0
A,4876.0,In vivo,,1.0,,,U,BAO_0000218,Tested for the oral bioavailability of the compound,,,Autocuration,,CHEMBL619824,10141.0,,Cavia porcellus,4494.0,,0.0,,22224.0
A,4876.0,In vivo,,1.0,,,U,BAO_0000218,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,,,Autocuration,,CHEMBL619825,10141.0,,Cavia porcellus,4495.0,,0.0,,22224.0
A,5308.0,In vivo,,1.0,,,U,BAO_0000218,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,,,Autocuration,,CHEMBL619826,10141.0,,Cavia porcellus,4496.0,,0.0,,22224.0
A,4877.0,In vivo,,1.0,,Lung,U,BAO_0000218,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,,,Autocuration,,CHEMBL619827,10141.0,2048.0,Cavia porcellus,4497.0,,0.0,,22224.0
A,4878.0,In vivo,,1.0,,,U,BAO_0000218,Cmax in guinea pig after 3mg/kg oral dose,,,Autocuration,,CHEMBL618167,10141.0,,Cavia porcellus,4498.0,,0.0,,22224.0
