ss_d,tss_d,b_frmt,vrnt_d,rltnshp_tp,crtd_b,ss_strn,ss_cll_tp,cll_d,src_d,ss_tss,td,ss_tst_tp,dc_d,ss_sbclllr_frctn,chmbl_d,ss_rgnsm,ss_tx_d,cnfdnc_scr,src_ss_d
10975,,BAO_0000218,,N,Intermediate,,,,1,,100710,In vivo,14839,,CHEMBL628621,Macaca fascicularis,9541.0,1,
10976,,BAO_0000218,,N,Intermediate,,,,1,,100710,In vivo,14839,,CHEMBL628622,Macaca fascicularis,9541.0,1,
10977,,BAO_0000218,,N,Intermediate,,,,1,,100710,In vivo,14839,,CHEMBL628623,Macaca fascicularis,9541.0,1,
10978,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,100710,In vivo,14839,,CHEMBL628624,Macaca fascicularis,9541.0,1,
10979,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50594,In vivo,14839,,CHEMBL628625,Mus musculus,10090.0,1,
10980,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,100710,In vivo,14839,,CHEMBL628626,Macaca fascicularis,9541.0,1,
10981,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50594,In vivo,14839,,CHEMBL627041,Mus musculus,10090.0,1,
10982,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50594,In vivo,14839,,CHEMBL627042,Mus musculus,10090.0,1,
10983,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50594,In vivo,14839,,CHEMBL627043,Mus musculus,10090.0,1,
10984,1969.0,BAO_0000218,,U,Autocuration,,,,1,Plasma,22224,In vivo,13932,,CHEMBL627044,,,0,
10985,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50594,In vivo,11637,,CHEMBL627045,Mus musculus,10090.0,1,
10986,1969.0,BAO_0000218,,U,Autocuration,,,,1,Plasma,22224,In vivo,11637,,CHEMBL627046,,,0,
10987,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,13960,,CHEMBL627047,Rattus norvegicus,10116.0,1,
10988,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,15905,,CHEMBL627048,Rattus norvegicus,10116.0,1,
10989,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14062,,CHEMBL627049,Rattus norvegicus,10116.0,1,
10990,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14062,,CHEMBL627050,Rattus norvegicus,10116.0,1,
10991,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14062,,CHEMBL627051,Rattus norvegicus,10116.0,1,
10992,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14062,,CHEMBL627052,Rattus norvegicus,10116.0,1,
10993,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14062,,CHEMBL627053,Rattus norvegicus,10116.0,1,
10994,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14062,,CHEMBL627054,Rattus norvegicus,10116.0,1,
10995,,BAO_0000218,,N,Intermediate,,,,1,,50594,In vivo,15011,,CHEMBL627055,Mus musculus,10090.0,1,
10996,,BAO_0000218,,N,Intermediate,,,,1,,50594,In vivo,15011,,CHEMBL627056,Mus musculus,10090.0,1,
10997,,BAO_0000218,,N,Intermediate,,,,1,,50594,In vivo,15011,,CHEMBL627057,Mus musculus,10090.0,1,
10998,,BAO_0000218,,N,Intermediate,,,,1,,50594,In vivo,15011,,CHEMBL627058,Mus musculus,10090.0,1,
10999,,BAO_0000218,,N,Intermediate,,,,1,,50594,In vivo,15011,,CHEMBL626211,Mus musculus,10090.0,1,
11000,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,10291,,CHEMBL626212,,,0,
11001,,BAO_0000218,,N,Intermediate,,,,1,,50588,In vivo,14599,,CHEMBL626213,Canis lupus familiaris,9615.0,1,
11002,,BAO_0000218,,N,Intermediate,,,,1,,50588,In vivo,14599,,CHEMBL626214,Canis lupus familiaris,9615.0,1,
11003,,BAO_0000218,,N,Intermediate,,,,1,,50588,In vivo,14599,,CHEMBL626215,Canis lupus familiaris,9615.0,1,
11004,,BAO_0000218,,N,Intermediate,,,,1,,50588,In vivo,14599,,CHEMBL626216,Canis lupus familiaris,9615.0,1,
11005,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,12767,,CHEMBL626217,,,0,
11006,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,12767,,CHEMBL626218,,,0,
11007,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,12767,,CHEMBL626219,,,0,
11008,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,12767,,CHEMBL626220,,,0,
11009,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,12767,,CHEMBL626221,,,0,
11010,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,12767,,CHEMBL626222,,,0,
11011,,BAO_0000218,,N,Intermediate,,,,1,,50512,In vivo,14706,,CHEMBL626223,Cavia porcellus,10141.0,1,
11012,,BAO_0000218,,N,Intermediate,,,,1,,50512,In vivo,14706,,CHEMBL626224,Cavia porcellus,10141.0,1,
11013,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,In vivo,14793,,CHEMBL626225,Rattus norvegicus,10116.0,1,
11014,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,In vivo,14793,,CHEMBL626226,Rattus norvegicus,10116.0,1,
11015,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,In vivo,14793,,CHEMBL626227,Rattus norvegicus,10116.0,1,
11016,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,In vivo,14793,,CHEMBL626228,Rattus norvegicus,10116.0,1,
11017,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14793,,CHEMBL626229,Rattus norvegicus,10116.0,1,
11018,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14793,,CHEMBL626921,Rattus norvegicus,10116.0,1,
11019,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14793,,CHEMBL876793,Rattus norvegicus,10116.0,1,
11020,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14793,,CHEMBL625309,Rattus norvegicus,10116.0,1,
11021,,BAO_0000218,,N,Intermediate,,,,1,,50278,In vivo,10524,,CHEMBL625310,Bacillus subtilis,1423.0,1,
11022,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,11871,,CHEMBL625311,Simiiformes,314293.0,0,
11023,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,11871,,CHEMBL625312,Rattus norvegicus,10116.0,1,
11024,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,3437,,CHEMBL625313,,,0,
11025,,BAO_0000218,,N,Intermediate,,,,1,,50594,In vivo,12038,,CHEMBL625314,Mus musculus,10090.0,1,
11026,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,12038,,CHEMBL625315,Rattus norvegicus,10116.0,1,
11027,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625316,Rattus norvegicus,10116.0,1,
11028,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625317,Rattus norvegicus,10116.0,1,
11029,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625318,Rattus norvegicus,10116.0,1,
11030,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625319,Rattus norvegicus,10116.0,1,
11031,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625320,Rattus norvegicus,10116.0,1,
11032,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625321,Rattus norvegicus,10116.0,1,
11033,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625322,Rattus norvegicus,10116.0,1,
11034,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL876801,Rattus norvegicus,10116.0,1,
11035,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625323,Rattus norvegicus,10116.0,1,
11036,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625324,Rattus norvegicus,10116.0,1,
11037,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625325,Rattus norvegicus,10116.0,1,
11038,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625326,Rattus norvegicus,10116.0,1,
11039,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625327,Rattus norvegicus,10116.0,1,
11040,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,8418,,CHEMBL625328,Rattus norvegicus,10116.0,1,
11041,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL625329,Rattus norvegicus,10116.0,1,
11042,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL625330,Rattus norvegicus,10116.0,1,
11043,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627774,Rattus norvegicus,10116.0,1,
11044,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627775,Rattus norvegicus,10116.0,1,
11045,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627949,Rattus norvegicus,10116.0,1,
11046,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627950,Rattus norvegicus,10116.0,1,
11047,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627951,Rattus norvegicus,10116.0,1,
11048,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627952,Rattus norvegicus,10116.0,1,
11049,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627953,Rattus norvegicus,10116.0,1,
11050,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627954,Rattus norvegicus,10116.0,1,
11051,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627955,Rattus norvegicus,10116.0,1,
11052,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627956,Rattus norvegicus,10116.0,1,
11053,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL876802,Rattus norvegicus,10116.0,1,
11054,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627957,Rattus norvegicus,10116.0,1,
11055,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627958,Rattus norvegicus,10116.0,1,
11056,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627959,Rattus norvegicus,10116.0,1,
11057,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627960,Rattus norvegicus,10116.0,1,
11058,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627961,Rattus norvegicus,10116.0,1,
11059,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,8418,,CHEMBL627962,Rattus norvegicus,10116.0,1,
11060,,BAO_0000218,,N,Intermediate,,,,1,,50597,,9796,,CHEMBL627963,Rattus norvegicus,10116.0,1,
11061,,BAO_0000218,,N,Intermediate,,,,1,,50597,,9796,,CHEMBL624759,Rattus norvegicus,10116.0,1,
11062,,BAO_0000218,,N,Intermediate,,,,1,,50597,,9796,,CHEMBL624760,Rattus norvegicus,10116.0,1,
11063,,BAO_0000218,,N,Intermediate,,,,1,,50597,,9796,,CHEMBL624761,Rattus norvegicus,10116.0,1,
11064,,BAO_0000218,,N,Intermediate,,,,1,,50597,,9796,,CHEMBL877607,Rattus norvegicus,10116.0,1,
11065,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,9796,,CHEMBL624762,Rattus norvegicus,10116.0,1,
11066,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,9796,,CHEMBL624763,Rattus norvegicus,10116.0,1,
11067,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,9796,,CHEMBL624764,Rattus norvegicus,10116.0,1,
11068,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,9796,,CHEMBL624765,Rattus norvegicus,10116.0,1,
11069,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,9796,,CHEMBL624766,Rattus norvegicus,10116.0,1,
11070,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624767,Canis lupus familiaris,9615.0,1,
11071,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624768,Canis lupus familiaris,9615.0,1,
11072,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624769,Canis lupus familiaris,9615.0,1,
11073,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624770,Canis lupus familiaris,9615.0,1,
11074,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624771,Canis lupus familiaris,9615.0,1,
11075,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624772,Canis lupus familiaris,9615.0,1,
11076,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624773,Rattus norvegicus,10116.0,1,
11077,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624774,Rattus norvegicus,10116.0,1,
11078,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624775,Rattus norvegicus,10116.0,1,
11079,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624776,Rattus norvegicus,10116.0,1,
11080,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624777,Rattus norvegicus,10116.0,1,
11081,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624778,Rattus norvegicus,10116.0,1,
11082,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624779,Rattus norvegicus,10116.0,1,
11083,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624780,Rattus norvegicus,10116.0,1,
11084,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624781,Rattus norvegicus,10116.0,1,
11085,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL877608,Rattus norvegicus,10116.0,1,
11086,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624782,Rattus norvegicus,10116.0,1,
11087,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624783,Rattus norvegicus,10116.0,1,
11088,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624784,Rattus norvegicus,10116.0,1,
11089,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624785,Rattus norvegicus,10116.0,1,
11090,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624786,Rattus norvegicus,10116.0,1,
11091,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL624787,Rattus norvegicus,10116.0,1,
11092,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL628676,Rattus norvegicus,10116.0,1,
11093,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL621842,Rattus norvegicus,10116.0,1,
11094,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL621843,Rattus norvegicus,10116.0,1,
11095,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL623873,Rattus norvegicus,10116.0,1,
11096,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL623874,Rattus norvegicus,10116.0,1,
11097,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL623875,Rattus norvegicus,10116.0,1,
11098,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6996,,CHEMBL623876,Rattus norvegicus,10116.0,1,
11099,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623877,Canis lupus familiaris,9615.0,1,
11100,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623878,Canis lupus familiaris,9615.0,1,
11101,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623879,Canis lupus familiaris,9615.0,1,
11102,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623880,Canis lupus familiaris,9615.0,1,
11103,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623881,Canis lupus familiaris,9615.0,1,
11104,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623957,Canis lupus familiaris,9615.0,1,
11105,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623958,Canis lupus familiaris,9615.0,1,
11106,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623959,Canis lupus familiaris,9615.0,1,
11107,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623960,Canis lupus familiaris,9615.0,1,
11108,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623961,Canis lupus familiaris,9615.0,1,
11109,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL623962,Canis lupus familiaris,9615.0,1,
11110,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624676,Canis lupus familiaris,9615.0,1,
11111,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624677,Canis lupus familiaris,9615.0,1,
11112,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624678,Canis lupus familiaris,9615.0,1,
11113,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624679,Canis lupus familiaris,9615.0,1,
11114,,BAO_0000218,,N,Intermediate,,,,1,,50588,,6996,,CHEMBL624680,Canis lupus familiaris,9615.0,1,
11115,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,11732,,CHEMBL624849,,,0,
11116,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,11732,,CHEMBL624850,,,0,
11117,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,11732,,CHEMBL874399,,,0,
11118,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,11732,,CHEMBL624851,,,0,
11119,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,11732,,CHEMBL624852,,,0,
11120,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13359,,CHEMBL624853,Rattus norvegicus,10116.0,0,
11121,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,16618,,CHEMBL624854,Rattus norvegicus,10116.0,0,
11122,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13960,,CHEMBL624855,Rattus norvegicus,10116.0,0,
11123,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13917,,CHEMBL624856,Rattus norvegicus,10116.0,0,
11124,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,14266,,CHEMBL882957,Canis lupus familiaris,9615.0,0,
11125,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,12359,,CHEMBL624857,Simiiformes,314293.0,0,
11126,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,12359,,CHEMBL622202,Rattus norvegicus,10116.0,1,
11127,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,12359,,CHEMBL622203,Rattus norvegicus,10116.0,0,
11128,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,12359,,CHEMBL625522,Rattus norvegicus,10116.0,1,
11129,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,10791,,CHEMBL622868,Macaca mulatta,9544.0,0,
11130,1088.0,BAO_0000218,,U,Autocuration,,,,1,Urine,22224,In vivo,10791,,CHEMBL622869,Macaca mulatta,9544.0,0,
11131,1088.0,BAO_0000218,,U,Autocuration,,,,1,Urine,22224,In vivo,10791,,CHEMBL622870,Macaca mulatta,9544.0,0,
11132,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,138,,CHEMBL622871,Chlorocebus aethiops,9534.0,0,
11133,,BAO_0000218,,N,Intermediate,,,,1,,100710,In vivo,14521,,CHEMBL620560,Macaca fascicularis,9541.0,1,
11134,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13953,,CHEMBL620561,Canis lupus familiaris,9615.0,0,
11135,,BAO_0000218,,N,Intermediate,,,,1,,50588,In vivo,12836,,CHEMBL620562,Canis lupus familiaris,9615.0,1,
11136,,BAO_0000218,,N,Intermediate,,,,1,,100712,In vivo,12836,,CHEMBL620563,Cricetinae,10026.0,1,
11137,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,12836,,CHEMBL620564,Rattus norvegicus,10116.0,1,
11138,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,14521,,CHEMBL872265,Rattus norvegicus,10116.0,0,
11139,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13953,,CHEMBL620565,Rattus norvegicus,10116.0,0,
11140,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,6799,,CHEMBL620566,Eutheria,9347.0,0,
11141,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,11311,,CHEMBL620567,,,0,
11142,,BAO_0000218,,N,Intermediate,,,,1,,50588,In vivo,4013,,CHEMBL620568,Canis lupus familiaris,9615.0,1,
11143,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,4013,,CHEMBL620569,Rattus norvegicus,10116.0,0,
11144,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,17591,,CHEMBL620570,Eutheria,9347.0,0,
11145,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,17591,,CHEMBL620571,,,0,
11146,,BAO_0000218,,N,Intermediate,,,,1,,50594,In vivo,15011,,CHEMBL620572,Mus musculus,10090.0,1,
11147,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,15011,,CHEMBL620573,Mus musculus,10090.0,0,
11148,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,15011,,CHEMBL620574,Mus musculus,10090.0,0,
11149,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,9552,,CHEMBL620575,Macaca mulatta,9544.0,0,
11150,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,9552,,CHEMBL620576,Canis lupus familiaris,9615.0,0,
11151,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,3639,,CHEMBL875846,,,0,
11152,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13397,,CHEMBL620577,Canis lupus familiaris,9615.0,0,
11153,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,3031,,CHEMBL620578,,,0,
11154,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,12818,,CHEMBL620579,Rattus norvegicus,10116.0,0,
11155,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,4847,,CHEMBL621248,Eutheria,9347.0,0,
11156,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,12421,,CHEMBL625390,Canis lupus familiaris,9615.0,0,
11157,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,11966,,CHEMBL625391,Rattus norvegicus,10116.0,0,
11158,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,11218,,CHEMBL872266,Primates,9443.0,0,
11159,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13129,,CHEMBL625392,Rattus norvegicus,10116.0,0,
11160,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,12350,,CHEMBL625393,Rattus norvegicus,10116.0,1,
11161,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,2231,,CHEMBL625394,Rattus norvegicus,10116.0,1,
11162,,BAO_0000218,,N,Intermediate,,,,1,,50797,In vivo,2231,,CHEMBL625395,Macaca mulatta,9544.0,1,
11163,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,12187,,CHEMBL625396,Rattus norvegicus,10116.0,0,
11164,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,12421,,CHEMBL625397,Canis lupus familiaris,9615.0,0,
11165,,BAO_0000218,,N,Intermediate,,,,1,,50594,In vivo,13256,,CHEMBL625398,Mus musculus,10090.0,1,
11166,178.0,BAO_0000218,,N,Intermediate,,,,1,Blood,50594,In vivo,13256,,CHEMBL625399,Mus musculus,10090.0,1,
11167,2037.0,BAO_0000218,,N,Intermediate,,,,1,Cerebellum,50594,In vivo,13256,,CHEMBL626074,Mus musculus,10090.0,1,
11168,,BAO_0000218,,N,Intermediate,,,,1,,50594,In vivo,13256,,CHEMBL626075,Mus musculus,10090.0,1,
11169,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,2231,,CHEMBL626076,Rattus norvegicus,10116.0,1,
11170,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50797,In vivo,2231,,CHEMBL626077,Macaca mulatta,9544.0,1,
11171,178.0,BAO_0000218,,N,Intermediate,,,,1,Blood,50597,In vivo,12178,,CHEMBL626078,Rattus norvegicus,10116.0,1,
11172,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,12178,,CHEMBL625846,,,0,
11173,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,12178,,CHEMBL625847,,,0,
11174,,BAO_0000218,,N,Expert,,,,1,,50597,In vivo,15633,,CHEMBL625848,Rattus norvegicus,10116.0,1,
11175,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,14258,,CHEMBL625849,Rattus norvegicus,10116.0,1,
11176,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50588,In vivo,14224,,CHEMBL626023,Canis lupus familiaris,9615.0,1,
11177,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50588,In vivo,14224,,CHEMBL626024,Canis lupus familiaris,9615.0,1,
11178,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50588,In vivo,14224,,CHEMBL626025,Canis lupus familiaris,9615.0,1,
11179,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,5566,,CHEMBL626026,,,0,
11180,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,16935,,CHEMBL626027,,,0,
11181,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,16935,,CHEMBL626028,,,0,
11182,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50588,In vivo,14224,,CHEMBL626029,Canis lupus familiaris,9615.0,1,
11183,1969.0,BAO_0000218,,U,Autocuration,,,,1,Plasma,22224,In vivo,12536,,CHEMBL626030,,,0,
11184,1969.0,BAO_0000218,,U,Autocuration,,,,1,Plasma,22224,In vivo,12536,,CHEMBL626031,,,0,
11185,1969.0,BAO_0000218,,U,Autocuration,,,,1,Plasma,22224,In vivo,12536,,CHEMBL626032,,,0,
11186,1969.0,BAO_0000218,,U,Autocuration,,,,1,Plasma,22224,In vivo,12536,,CHEMBL626033,,,0,
11187,1969.0,BAO_0000218,,U,Autocuration,,,,1,Plasma,22224,In vivo,12536,,CHEMBL626034,,,0,
