assays_ss_d,assays_dscrptn,assays_src_d,assays_rltnshp_tp,assays_src_ss_d,assays_ss_rgnsm,assays_vrnt_d,assays_ss_sbclllr_frctn,assays_ss_ctgr,assays_ss_tss,assays_ss_cll_tp,assays_tss_d,assays_b_frmt,assays_chmbl_d,assays_cnfdnc_scr,assays_crtd_b,assays_ss_tx_d,assays_ss_strn,assays_td,assays_cll_d
8235,Pharmacokinetic property (Vdss) in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618528,1,Intermediate,10116.0,,50597,
8236,Pharmacokinetic property (vdss) was measured in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618529,1,Intermediate,10116.0,,50597,
8237,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618530,1,Intermediate,10116.0,,50597,
8238,Volume of distribution in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618531,1,Intermediate,10116.0,,50597,
8239,The pharmacokinetic parameter volume of distribution in vivo in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618532,1,Intermediate,10116.0,,50597,
8240,Vdss at a dose of 4 mg/kg in Rat Plasma after iv administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618533,1,Intermediate,10116.0,,50597,
8241,Vdss in rat i.v. at 2 mg/kg concentration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618534,1,Intermediate,10116.0,,50597,
8242,Volume distribution after intravenous administration (1 mg/kg) in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618535,1,Intermediate,10116.0,,50597,
8243,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618536,1,Intermediate,10116.0,,50597,
8244,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618537,1,Intermediate,10116.0,,50597,
8245,Volume distribution at a dose of 10 uM/kg in rat was determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618538,1,Intermediate,10116.0,,50597,
8246,Volume distribution in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618539,1,Intermediate,10116.0,,50597,
8247,Volume distribution was calculated in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618540,1,Intermediate,10116.0,,50597,
8248,Volume distribution was determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618541,1,Intermediate,10116.0,,50597,
8249,Volume of distribution after intravenous administration was evaluated in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618542,1,Intermediate,10116.0,,50597,
8250,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622544,1,Intermediate,10116.0,,50597,
8251,"Volume of distribution at steady state was determined in rats at 10 mg/kg, p.o. dose; n/a: not applicable",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622545,1,Intermediate,10116.0,,50597,
8252,"Volume of distribution at steady state was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622546,1,Intermediate,10116.0,,50597,
8253,"Volume of distribution at steady state was determined in rats at 2 mg/kg, i.v. dose",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622547,1,Intermediate,10116.0,,50597,
8254,Volume of distribution in steady state was determined in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622548,1,Intermediate,10116.0,,50597,
8255,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622549,1,Intermediate,10116.0,,50597,
8256,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622550,1,Intermediate,10116.0,,50597,
8257,Compound was evaluated for area under curve when administered through oral route to mouse,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL622551,1,Intermediate,10090.0,,50594,
8258,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622552,1,Intermediate,10116.0,,50597,
8259,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622553,1,Intermediate,10116.0,,50597,
8260,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,1,U,,,,,,,,,BAO_0000218,CHEMBL622554,0,Autocuration,,,22224,
8261,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,1,N,,Canis lupus familiaris,,,,,,,BAO_0000218,CHEMBL622555,1,Intermediate,9615.0,,50588,
8262,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL622556,1,Intermediate,10090.0,,50594,
8263,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL622557,1,Intermediate,10090.0,,50594,
8264,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,1,N,,Mus musculus,,,,Blood,,178.0,BAO_0000218,CHEMBL622558,1,Intermediate,10090.0,,50594,
8265,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,1,N,,Mus musculus,,,,Blood,,178.0,BAO_0000218,CHEMBL622559,1,Intermediate,10090.0,,50594,
8266,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,1,N,,Canis lupus familiaris,,,,,,,BAO_0000218,CHEMBL622560,1,Intermediate,9615.0,,50588,
8267,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622561,1,Intermediate,10116.0,,50597,
8268,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622562,1,Intermediate,10116.0,,50597,
8269,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL622563,1,Intermediate,10116.0,,50597,
8270,Concentration of compound in Central nervous system,1,U,,,,,,,,,BAO_0000019,CHEMBL622564,0,Autocuration,,,22224,
8271,Concentration of compound in Central nervous system; Not detectable,1,U,,,,,,,,,BAO_0000019,CHEMBL622565,0,Autocuration,,,22224,
8272,"Concentration of diester in the blood, following oral administration in mice",1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL622566,1,Intermediate,10090.0,,50594,
8273,"Concentration of monoester in the blood, following oral administration in mice",1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL624515,1,Intermediate,10090.0,,50594,
8274,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL624516,1,Intermediate,10090.0,,50594,
8275,Evaluated for Pharmacokinetic property: Area under the curve,1,U,,,,,,,,,BAO_0000019,CHEMBL624517,0,Autocuration,,,22224,
8276,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL624518,1,Intermediate,10090.0,,50594,
8277,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL624519,1,Intermediate,9541.0,,100710,
8278,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL624520,1,Intermediate,9541.0,,100710,
8279,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL624521,1,Intermediate,9541.0,,100710,
8280,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL624522,1,Intermediate,9541.0,,100710,
8281,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL624523,1,Intermediate,9541.0,,100710,
8282,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL624409,1,Intermediate,9541.0,,100710,
8283,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL624410,1,Intermediate,9541.0,,100710,
8284,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL624411,1,Intermediate,9541.0,,100710,
8285,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL623531,1,Intermediate,9541.0,,100710,
8286,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL623532,1,Intermediate,9541.0,,100710,
8287,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL623533,1,Intermediate,9541.0,,100710,
8288,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL623534,1,Intermediate,9541.0,,100710,
8289,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623535,1,Intermediate,10090.0,,50594,
8290,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623536,1,Intermediate,10090.0,,50594,
8291,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623537,1,Intermediate,10090.0,,50594,
8292,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623538,1,Intermediate,10090.0,,50594,
8293,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623539,1,Intermediate,10090.0,,50594,
8294,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623540,1,Intermediate,10090.0,,50594,
8295,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623541,1,Intermediate,10090.0,,50594,
8296,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623542,1,Intermediate,10090.0,,50594,
8297,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623543,1,Intermediate,10090.0,,50594,
8298,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623544,1,Intermediate,10090.0,,50594,
8299,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623545,1,Intermediate,10090.0,,50594,
8300,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623546,1,Intermediate,10090.0,,50594,
8301,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,1,N,,Rattus norvegicus,,,,Plasma,,1969.0,BAO_0000218,CHEMBL623547,1,Intermediate,10116.0,,50597,
8302,High i.v. clearance in Dawley rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL623548,1,Intermediate,10116.0,,50597,
8303,In vitro clearance in rat liver microsomes,1,N,,Rattus norvegicus,,Microsomes,,Liver,,2107.0,BAO_0000218,CHEMBL623549,1,Intermediate,10116.0,,50597,
8304,Intrinsic clearance in rat liver microsomes was determined,1,N,,Rattus norvegicus,,Microsomes,,Liver,,2107.0,BAO_0000218,CHEMBL623550,1,Intermediate,10116.0,,50597,
8305,Intrinsic clearance in rat hepatocytes was determined,1,N,,Rattus norvegicus,,,,Liver,Hepatocyte,2107.0,BAO_0000218,CHEMBL875276,1,Intermediate,10116.0,,50597,401.0
8306,Plasma Clearance was determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621872,1,Intermediate,10116.0,,50597,
8307,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621873,1,Intermediate,10116.0,,50597,
8308,Plasma clearance in rat.,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621874,1,Intermediate,10116.0,,50597,
8309,Plasma clearance in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621875,1,Intermediate,10116.0,,50597,
8310,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621876,1,Intermediate,10116.0,,50597,
8311,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621877,1,Intermediate,10116.0,,50597,
8312,Plasma clearance was measured in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621878,1,Intermediate,10116.0,,50597,
8313,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621879,1,Intermediate,10116.0,,50597,
8314,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",1,N,,Rattus norvegicus,,,,Plasma,,1969.0,BAO_0000218,CHEMBL621880,1,Intermediate,10116.0,,50597,
8315,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621881,1,Intermediate,10116.0,,50597,
8316,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621882,1,Intermediate,10116.0,,50597,
8317,Total clearance at 1 mg/kg was determined in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL875283,1,Intermediate,10116.0,,50597,
8318,Total clearance at 10 mg/kg was determined in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621883,1,Intermediate,10116.0,,50597,
8319,Clearance in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621884,1,Intermediate,10116.0,,50597,
8320,Plasma clearance rate determined in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621885,1,Intermediate,10116.0,,50597,
8321,Clearance of compound in rat was evaluated,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621886,1,Intermediate,10116.0,,50597,
8322,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,1,N,,Rattus norvegicus,,,,Plasma,,1969.0,BAO_0000218,CHEMBL621887,1,Intermediate,10116.0,,50597,
8323,Pharmacokinetic property (blood clearance) in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621888,1,Intermediate,10116.0,,50597,
8324,Plasma clearance in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621889,1,Intermediate,10116.0,,50597,
8325,Plasma clearance in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621890,1,Intermediate,10116.0,,50597,
8326,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,1,N,,Rattus norvegicus,,Microsomes,,Liver,,2107.0,BAO_0000218,CHEMBL621891,1,Intermediate,10116.0,,50597,
8327,Clearance in Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621892,1,Intermediate,10116.0,,50597,
8328,Clearance rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621893,1,Intermediate,10116.0,,50597,
8329,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621894,1,Intermediate,10116.0,,50597,
8330,Clearance rat; Not determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621895,1,Intermediate,10116.0,,50597,
8331,Clearance rate was determined in rat at a dose of 1 mpk i.v.,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL875284,1,Intermediate,10116.0,,50597,
8332,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618699,1,Intermediate,10116.0,,50597,
8333,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618700,1,Intermediate,10116.0,,50597,
8334,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618701,1,Intermediate,10116.0,,50597,
8335,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",1,N,,Rattus norvegicus,,,,Plasma,,1969.0,BAO_0000218,CHEMBL876600,1,Intermediate,10116.0,,50597,
8336,Clearance of compound in rat after 1 mg/kg i.v. administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618702,1,Intermediate,10116.0,,50597,
8337,Compound was evaluated for Hepatic clearance in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618703,1,Intermediate,10116.0,,50597,
8338,In vivo clearance after 5 mg/kg dose,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618704,1,Intermediate,10116.0,,50597,
8339,Compound was tested for plasma clearance in rats,1,N,,Rattus norvegicus,,,,Plasma,,1969.0,BAO_0000218,CHEMBL618705,1,Intermediate,10116.0,,50597,
8340,Hepatic clearance after intravenous administration was evaluated in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618706,1,Intermediate,10116.0,,50597,
8341,Lower clearance in rat (i.v.) at 0.5 mpk,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618707,1,Intermediate,10116.0,,50597,
8342,Pharmacokinetic parameter expressed as plasma clearance in rat,1,N,,Rattus norvegicus,,,,Plasma,,1969.0,BAO_0000218,CHEMBL618708,1,Intermediate,10116.0,,50597,
8343,Pharmacokinetic property (Clp) in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618709,1,Intermediate,10116.0,,50597,
8344,Plasma clearance in Sprague-Dawley rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618710,1,Intermediate,10116.0,,50597,
8345,Plasma clearance (Clp) in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618711,1,Intermediate,10116.0,,50597,
8346,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618712,1,Intermediate,10116.0,,50597,
8347,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618713,1,Intermediate,10116.0,,50597,
8348,Plasma clearance after intravenous administration of 1 mg/kg in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618714,1,Intermediate,10116.0,,50597,
8349,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618715,1,Intermediate,10116.0,,50597,
8350,Plasma clearance in rat was determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618716,1,Intermediate,10116.0,,50597,
8351,Plasma clearance measured in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL876601,1,Intermediate,10116.0,,50597,
8352,Plasma clearance was calculated in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618717,1,Intermediate,10116.0,,50597,
8353,Plasma clearance in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618718,1,Intermediate,10116.0,,50597,
8354,Plasma clearance in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618719,1,Intermediate,10116.0,,50597,
8355,Plasma clearance in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618720,1,Intermediate,10116.0,,50597,
8356,Plasma clearance in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL618721,1,Intermediate,10116.0,,50597,
8357,Plasma clearance in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621477,1,Intermediate,10116.0,,50597,
8358,Plasma clearance in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621478,1,Intermediate,10116.0,,50597,
8359,Plasma clearance was evaluated in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621479,1,Intermediate,10116.0,,50597,
8360,Plasma clearance was evaluated in rat; Not tested,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621480,1,Intermediate,10116.0,,50597,
8361,Plasma clearance rate was determined for the compound in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621481,1,Intermediate,10116.0,,50597,
8362,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621482,1,Intermediate,10116.0,,50597,
8363,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621483,1,Intermediate,10116.0,,50597,
8364,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621484,1,Intermediate,10116.0,,50597,
8365,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Heart,,948.0,BAO_0000218,CHEMBL621485,1,Intermediate,10116.0,,50597,
8366,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Heart,,948.0,BAO_0000218,CHEMBL621486,1,Intermediate,10116.0,,50597,
8367,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Intestine,,160.0,BAO_0000218,CHEMBL621487,1,Intermediate,10116.0,,50597,
8368,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Intestine,,160.0,BAO_0000218,CHEMBL621488,1,Intermediate,10116.0,,50597,
8369,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Intestine,,160.0,BAO_0000218,CHEMBL621489,1,Intermediate,10116.0,,50597,
8370,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Intestine,,160.0,BAO_0000218,CHEMBL621490,1,Intermediate,10116.0,,50597,
8371,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Intestine,,160.0,BAO_0000218,CHEMBL621491,1,Intermediate,10116.0,,50597,
8372,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL621492,1,Intermediate,10116.0,,50597,
8373,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL621493,1,Intermediate,10116.0,,50597,
8374,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL621494,1,Intermediate,10116.0,,50597,
8375,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL621495,1,Intermediate,10116.0,,50597,
8376,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL621496,1,Intermediate,10116.0,,50597,
8377,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL621497,1,Intermediate,10116.0,,50597,
8378,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL621498,1,Intermediate,10116.0,,50597,
