assay_id,assay_tissue,relationship_type,assay_tax_id,tissue_id,variant_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_strain,assay_cell_type
5445,,N,37566.0,,,6642,Oral AUCN in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,,,Canis lupus familiaris,,
5446,,N,29202.0,,,6641,Oral AUCN in dog (dosed at 0.5 mpk iv ),A,,,Canis lupus familiaris,,
5447,,N,13590.0,,,6642,Oral AUCN in dog (dosed at 0.5 mpk iv ),A,,,Canis lupus familiaris,,
5448,,N,23219.0,,,17791,Compound was evaluated for oral bioavailability in dog; 90-100,A,,,Canis lupus familiaris,,
5449,,N,2426.0,,,17655,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay,A,,,Canis lupus familiaris,,
5450,,N,6403.0,,,17655,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay; Not determined,A,,,Canis lupus familiaris,,
5451,,N,19034.0,,,6596,PAPP (membrane permeability) in dog kidney cell monolayer assay,A,,,Canis lupus familiaris,,
5452,,N,1981.0,,,3880,Oral bioavailability in dog,A,,,Canis lupus familiaris,,
5453,,N,24162.0,,,16367,Bioavailability administered orally at a dose of 10 mg/kg to dogs,A,,,Canis lupus familiaris,,
5454,Pladma,N,28700.0,1922811.0,,17409,Plasma protein binding towards dog plasma at 10 uM,A,,,Canis lupus familiaris,,
5455,Plasna,N,515.0,4700764.0,,17409,Plasma protein binding towards dog plasma at 100 uM,A,,,Canis lupus familiaris,,
5456,,N,16263.0,,,2959,Bioavailability in dog (dose 4 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,,
5457,,N,23057.0,,,13501,Bioavailability was determined after oral administration of compound 18 at a dose of 2 mg/kg to dog,A,In vivo,,Canis lupus familiaris,,
5458,,N,11877.0,,,4527,Bioavailability by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,,Canis lupus familiaris,,
5459,,N,10702.0,,,15145,Bioavailability in dogs,A,In vivo,,Canis lupus familiaris,,
5460,,N,2817.0,,,4219,Bioavailability,A,In vivo,,Canis lupus familiaris,,
5461,,N,23449.0,,,17538,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,,
5462,,N,14154.0,,,17538,Bioavailability in dog after po administration at a dose of 10 mg/kg; nd is not determined,A,In vivo,,Canis lupus familiaris,,
5463,,N,4918.0,,,1466,Bioavailability in dog (dose 10.0 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,,
5464,,N,23067.0,,,17650,Bioavailability was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,,Canis lupus familiaris,,
5465,,N,45629.0,,,3132,Bioavailability was obtained by the comparison of AUC of intravenous dosing and AUC of oral dosing in dog,A,In vivo,,Canis lupus familiaris,,
5466,,U,20427.0,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,,
5467,kiver,U,9523.0,1623729.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,,
5468,Ljver,U,14995.0,1081919.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,,Mus sp.,,
5469,piver,U,42414.0,2213845.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,,
5470,,U,13511.0,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,,
5471,,U,18840.0,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,,
5472,Muscle5iss7e,U,22857.0,2652820.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,,
5473,Muscletise7e,U,1329.0,1795083.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,,Mus sp.,,
5474,Myscletiswue,U,10933.0,3565513.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,,
5475,S0leen,U,21501.0,496121.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,,
5476,Spleem,U,8991.0,2630674.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,,
5477,,U,5714.0,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,,Mus sp.,,
5478,,U,8853.0,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,,Mus sp.,,
5479,,U,44831.0,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,,
5480,,U,57433.0,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,,Mus sp.,,
5481,,U,8076.0,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,,Mus sp.,,
5482,,U,14105.0,,,17827,Compound (i.v.) was evaluated for elimination rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,,
5483,Cerebelijm,U,3691.0,2712978.0,,17827,Compound (i.v.) was evaluated for elimination rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,,
5484,Frpntaicortex,U,6333.0,863812.0,,17827,Compound (i.v.) was evaluated for elimination rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,,Cercopithecidae,,
5485,,U,28696.0,,,17827,Compound (i.v.) was evaluated for elimination rate constants in jaw bone of rhesus monkeys; NA = not active (Radiolabeled compound),A,,,Cercopithecidae,,
5486,Str8atum,U,13842.0,4623970.0,,17827,Compound (i.v.) was evaluated for elimination rate constants in striatum of rhesus monkey (Radiolabeled compound),A,,,Cercopithecidae,,
5487,,U,6574.0,,,17827,Compound (i.v.) was evaluated for uptake rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,,
5488,C3rrbellum,U,14700.0,3237847.0,,17827,Compound (i.v.) was evaluated for uptake rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,,
5489,Fr8ntalcoftex,U,1469.0,3339262.0,,17827,Compound (i.v.) was evaluated for uptake rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,,Cercopithecidae,,
5490,,U,25196.0,,,17827,Compound (i.v.) was evaluated for uptake rate constants in jaw bone of rhesus monkey (Radiolabeled compound),A,,,Cercopithecidae,,
5491,Strixtum,U,12049.0,443803.0,,17827,Compound (i.v.) was evaluated for uptake rate constants in striatum of rhesus monkeys (Radiolabeled compound),A,,,Cercopithecidae,,
5492,,U,42678.0,,,17791,Compound was evaluated for oral bioavailability in rats,A,,,Cercopithecidae,,
5493,Plasmw,U,21428.0,9908139.0,,17667,Maximum concentration of compound found in plasma at 5 mg/kg after oral administration,A,In vivo,,Cercopithecidae,,
5494,,U,22792.0,,,17791,Half life period was evaluated in monkey,A,,,Cercopithecidae,,
5495,,U,30035.0,,,110,Half-life in rhesus monkeys by intravenous administration of dose,A,In vivo,,Cercopithecidae,,
5496,Plssma,N,26958.0,2541580.0,,5781,AUC (0-6 hr) after oral administration at 30 mg/kg in ICR mouse,A,,,Mus musculus,,
5497,Plasha,N,33850.0,3025100.0,,17734,AUC after intraperitoneal administration of 100 mg/kg in mice,A,,,Mus musculus,,
5498,9lasma,N,20490.0,248050.0,,17718,AUC value was determined after oral administration,A,,,Mus musculus,,
5499,,N,19472.0,,,4573,Area under curve (AUC) determined at a dose 10 mg/kg administered intraperitoneally to mice,A,,,Mus musculus,,
5500,,N,25888.0,,,3277,Area under curve (AUC) was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,,,Mus musculus,,
5501,,N,26266.0,,,2862,Area under curve by ioral administration in mouse,A,,,Mus musculus,,
5502,,N,16506.0,,,2862,Area under curve by iv administration in mouse,A,,,Mus musculus,,
5503,,N,6906.0,,,5951,Area under curve at 0-8 hr in IRC mice after peroral administration,A,,,Mus musculus,,
5504,,N,31687.0,,,17729,Area under curve when injected i.p. in mice at a dose of 50 mg/kg,A,,,Mus musculus,,
5505,,N,2493.0,,,17728,Area under curve when injected intraperitoneally in BALB/C mice at a dose of 20 mg/kg,A,,,Mus musculus,,
5506,,N,1004.0,,,17728,Area under curve when injected intravenously in BALB/C mice at a dose of 20 mg/kg,A,,,Mus musculus,,
5507,,N,18404.0,,,17729,Area under curve when injected intravenously in mice at a dose of 20 mg/kg,A,,,Mus musculus,,
5508,,N,50579.0,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,,Homo sapiens,,RPMI-8226
5509,,N,8659.0,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,,Homo sapiens,,RPMI-8226
5510,,N,9962.0,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,,Homo sapiens,,RPMI-8226
5511,,N,13127.0,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,,Homo sapiens,,RPMI-8226
5512,,N,5979.0,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,,RPMI-8226
5513,,N,1715.0,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,,Homo sapiens,,RPMI-8226
5514,,N,5662.0,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,,Homo sapiens,,RPMI-8226
5515,,N,38499.0,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,,RPMI-8226
5516,,N,13049.0,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,,Homo sapiens,,RPMI-8226
5517,,N,14787.0,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,,Homo sapiens,,RPMI-8226
5518,,N,36774.0,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,,Homo sapiens,,RPMI-8226
5519,,N,9201.0,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,,Homo sapiens,,RPMI-8226
5520,,N,9888.0,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,,RPMI-8226
5521,,N,5960.0,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,,Homo sapiens,,RPMI-8226
5522,,N,23499.0,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,,Homo sapiens,,RPMI-8226
5523,,N,4738.0,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,,RPMI-8226
5524,,N,25817.0,,,9424,In vitro inhibition of human 8226 myeloma tumor cell line growth.,F,,,Homo sapiens,,RPMI-8226
5525,,N,14258.0,,,11544,In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.,F,,,Homo sapiens,,RPMI-8226
5526,,N,848.0,,,17378,Cytotoxicity of compound against 8226/DOX1V cells,F,,,Homo sapiens,,RPMI-8226
5527,,N,6593.0,,,17378,Cytotoxicity of compound against 8226/S cells,F,,,Homo sapiens,,RPMI-8226
5528,,N,48295.0,,,17079,Inhibitory concentration against 8226 myeloma cancer cell line,F,,,Homo sapiens,,RPMI-8226
5529,,N,51918.0,,,17079,Inhibitory concentration against 8226/Dox40 (Dox-Re) cancer cell line,F,,,Homo sapiens,,RPMI-8226
5530,,N,9518.0,,,13466,Inhibition of cell growth was studied in human teratocarcinoma (833K).,F,,,Homo sapiens,,833K
5531,,N,47241.0,,,13466,Inhibition of cell growth was studied in human teratocarcinoma (833K); ND ='not determined',F,,,Homo sapiens,,833K
5532,,N,7307.0,,,2392,Tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells,F,,,Homo sapiens,,833K
5533,,N,578.0,,,2392,The compound was tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells; No data,F,,,Homo sapiens,,833K
5534,,U,,,,6608,Inhibitory activity against caspase-1,B,,,,,
5535,,H,33494.0,,,10199,Percent inhibition of DAla-DAla Ligase at 10e -3 M of the compound,B,,,Enterococcus faecalis,,
5536,,N,19496.0,,,17749,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM) for 72 hr using MTT assay,F,,,Homo sapiens,,8701-BC
5537,,N,29604.0,,,17749,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM,F,,,Homo sapiens,,8701-BC
5538,,U,,,,1229,In vitro anticancer activity against 9 NCI colon cancer cell lines; inactive,F,,,,,
5539,,U,,,,1229,In vitro anticancer activity against 9 NCI melanoma cell lines; inactive,F,,,,,
5540,,U,,,,1229,In vitro anticancer activity against 9 NCI renal cancer cell lines; inactive,F,,,,,
5541,,U,,,,6390,Inhibitory activity was determined against 9-cis-epoxycarotenoid dioxygenase (NCED) expressed in Escherichia coli in presence of 9''-cis-neo-xanthin,B,,,,,
5542,,U,38924.0,,,16219,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,,Streptococcus pyogenes,,
5543,,U,5359.0,,,16219,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,,Streptococcus pyogenes,,
5544,,H,,,,17043,Percent inhibition against Cdc25C phosphatase at 50 uM of compound,B,,,,,
5545,,N,23222.0,,,6929,Tested for in vitro cytotoxic potency of compound in 9KB assay,F,,,Homo sapiens,,KB 
5546,,N,33624.0,,,6929,Tested for in vitro cytotoxic potency of compound in 9KB assay,A,,,Homo sapiens,,KB 
5547,,U,44395.0,,,7083,In vitro cytotoxicity of compound was tested against 9KB cells.,F,,,Homo sapiens,,
5548,,N,7103.0,,,12446,Cytotoxic concentration against 9L cells was determined on day 3,F,,,Rattus norvegicus,,9L
5549,,N,2896.0,,,15345,Tested in vitro for anticancer activity against 9L cells,F,,,Rattus norvegicus,,9L
5550,,N,8393.0,,,15345,Tested in vitro for anticancer activity against 9L cells; Not determined,F,,,Rattus norvegicus,,9L
5551,,N,5044.0,,,6301,In vitro inhibitory activity against human A549 non-small cell lung tumor; Active,F,,,Homo sapiens,,A549
5552,,N,5680.0,,,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; No inhibition,F,,,Homo sapiens,,A549
5553,,N,14576.0,,,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Significant inhibition,F,,,Homo sapiens,,A549
5554,,N,23484.0,,,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Slight inhibition,F,,,Homo sapiens,,A549
5555,,N,28376.0,,,13330,Cytotoxicity against human lung carcinoma A549 cell line,F,,,Homo sapiens,,A549
5556,,D,27732.0,,,17517,Ability to induce human IL-6 assay in A549 lung carcinoma cell line.,F,,,Homo sapiens,,A549
5557,,D,25597.0,,,17517,"Ability to induce human IL-6 assay in A549 lung carcinoma cell line; n.r.: not reported, EC50 values not reported in cases were %dex e 35%.",F,,,Homo sapiens,,A549
5558,,N,11467.0,,,14425,"In vitro growth inhibition of A549, lung carcinoma",F,,,Homo sapiens,,A549
5559,,N,41380.0,,,14425,"In vitro growth inhibition of A549, lung carcinoma.",F,,,Homo sapiens,,A549
5560,,N,14712.0,,,5228,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,F,,,Homo sapiens,,A549
5561,,N,43244.0,,,5351,Cytotoxic activity against human lung cancer A549 cell line was determined,F,,,Homo sapiens,,A549
5562,,N,15839.0,,,12198,Cytotoxicity against human solid tumor lung carcinoma A549 cell line,F,,,Homo sapiens,,A549
5563,,N,8127.0,,,13891,Cytotoxicity concentration against human lung carcinoma A-549 cell line,F,,,Homo sapiens,,A549
5564,,N,25907.0,,,5677,Cytotoxicity in A549 (human carcinoma) cell line.,F,,,Homo sapiens,,A549
5565,,N,21181.0,,,13788,Cytotoxicity on lung carcinoma (A-549) cell line,F,,,Homo sapiens,,A549
5566,,N,20169.0,,,13384,Effective dose against 50% reduction in Human lung carcinoma (A-549) cell number after 3-day incubation.,F,,,Homo sapiens,,A549
5567,,N,12720.0,,,6726,Effective dose of compound against replication of A549 cell line was evaluated,F,,,Homo sapiens,,A549
5568,,N,27005.0,,,3455,In vitro cytotoxic activity was determined against lung carcinoma (A549) cell line,F,,,Homo sapiens,,A549
5569,,N,12038.0,,,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line),F,,,Homo sapiens,,A549
5570,,N,5088.0,,,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line); NA is not active,F,,,Homo sapiens,,A549
5571,,N,10827.0,,,3936,The compound was evaluated for antiproliferative activity against A549 cell line,F,,,Homo sapiens,,A549
5572,,N,44682.0,,,14991,The compound was tested for tumor cell growth inhibitory activity against human lung carcinoma (A549) cell line.,F,,,Homo sapiens,,A549
5573,,N,20941.0,,,5243,Concentration required for growth inhibition of human lung carcinoma cell line A549,F,,,Homo sapiens,,A549
5574,,N,666.0,,,12858,Cytotoxic activity against A549/ATCC non-small cell-lung cancer cell line,F,,,Homo sapiens,,A549
5575,,N,1264.0,,,6776,Growth inhibition against A549 cell line was evaluated,F,,,Homo sapiens,,A549
5576,,N,30974.0,,,16558,Growth inhibitory activity against A549 human solid tumor cell line using MTT assay,F,,,Homo sapiens,,A549
5577,,N,4526.0,,,4583,Inhibition of anchorage independent growth of human tumor cell line A549 K-ras-transformed in soft agar,F,,,Homo sapiens,,A549
5578,,N,28722.0,,,13514,Inhibitor activity against A549 (Human lung carcinoma)cell line with varying concentration of the drug for 72 hrs,F,,,Homo sapiens,,A549
5579,,N,16303.0,,,15166,Chemosensitivity against DT-diaphorase rich A549 cell lines,F,,,Homo sapiens,,A549
5580,,N,31339.0,,,13873,Compound tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,,Homo sapiens,,A549
5581,,N,36919.0,,,6447,In vitro cytotoxicity against human A549 (lung cancer) cell line.,F,,,Homo sapiens,,A549
5582,,N,4271.0,,,2068,In vitro antitumor activity against A549 (lung) human tumor cell lines.,F,,,Homo sapiens,,A549
5583,,N,19128.0,,,1863,In vitro cytotoxic activity against human lung carcinoma A549 cell line,F,,,Homo sapiens,,A549
5584,,N,45404.0,,,13873,Compound was tested against A549 lung cancer cell line in the sulforhodamine B assay.,F,,,Homo sapiens,,A549
5585,,N,11950.0,,,13873,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,,Homo sapiens,,A549
5586,,N,32574.0,,,13873,Tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,,Homo sapiens,,A549
5587,,N,21875.0,,,579,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction),F,,,Homo sapiens,,A549
5588,,N,13694.0,,,579,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction).,F,,,Homo sapiens,,A549
5589,,N,10193.0,,,4584,Compound was tested for inhibition of growth of human lung carcinoma cell line A549 up to a conc of 10 uM; NI means no inhibition,F,,,Homo sapiens,,A549
5590,,N,24179.0,,,5421,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line,F,,,Homo sapiens,,A549
5591,,N,8673.0,,,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,F,,,Homo sapiens,,A549
5592,,N,13717.0,,,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,F,,,Homo sapiens,,A549
5593,,N,3362.0,,,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line; NA=Not assayed,F,,,Homo sapiens,,A549
5594,,N,10625.0,,,14188,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay.,F,,,Homo sapiens,,A549
5595,,N,6992.0,,,14188,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay; UA=Potency was so low that the IC50 was unachievable.,F,,,Homo sapiens,,A549
5596,,N,2307.0,,,15354,Compound was tested for the growth inhibition of A549 lung tumor cell line,F,,,Homo sapiens,,A549
5597,,N,12769.0,,,14253,Growth inhibition of human non-small-lung carcinoma (A549) cell line,F,,,Homo sapiens,,A549
5598,,N,10079.0,,,13873,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,,Homo sapiens,,A549
5599,,N,5372.0,,,3043,Oral bioavailability in dog (conscious),A,In vivo,,Canis lupus familiaris,,
5600,,N,30104.0,,,3045,Compound was evaluated for the oral bioavailability after oral administration in dog.,A,In vivo,,Canis lupus familiaris,,
5601,,N,78238.0,,,3022,Compound was tested for percent of oral bioavailability at 10 mg/ml dose in dogs,A,In vivo,,Canis lupus familiaris,,
5602,,N,10226.0,,,4453,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,
5603,,N,16306.0,,,1696,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,
5604,,N,4278.0,,,5045,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,
5605,,N,24064.0,,,5356,Oral bioavailability in dog (fasted),A,In vivo,,Canis lupus familiaris,,
5606,,N,56355.0,,,17764,Oral bioavailability after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,,Canis lupus familiaris,,
5607,,N,1905.0,,,6448,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,
5608,,N,5130.0,,,1475,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,
5609,,N,8941.0,,,3788,Percent bioavailability in dog,A,In vivo,,Canis lupus familiaris,,
5610,,N,33998.0,,,3639,Percent oral bioavailability of intravenously administered compound (6 mg/kg) was tested in dog,A,In vivo,,Canis lupus familiaris,,
5611,,N,14617.0,,,13397,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,
5612,,N,16281.0,,,2137,The compound was evaluated for bioavailability in dogs; 34-44,A,In vivo,,Canis lupus familiaris,,
5613,,N,47847.0,,,2959,Bioavailability in dog (dose 4 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,,
5614,,N,1384.0,,,6448,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,,
5615,,N,8417.0,,,6084,8 hour trough Blood level in dog was measured after administration of compound,A,,,Canis lupus familiaris,,
5616,Plwsma,N,11581.0,2065738.0,,3639,The compound was tested for maximum concentration ( Cmax ) in dog plasma.,A,In vivo,,Canis lupus familiaris,,
5617,,N,36079.0,,,6316,C24 after oral administration at 5 mg/kg,A,,,Canis lupus familiaris,,
5618,,N,5867.0,,,5238,Clearance after oral and iv dosing in dogs,A,,,Canis lupus familiaris,,
5619,0lasma,N,33940.0,3240809.0,,17796,Clearance of the drug was measured in the plasma of dog,A,,,Canis lupus familiaris,,
5620,,N,19643.0,,,2652,Compound was evaluated for Clearance in dogs at a dose of 1 mpk intravenously,A,,,Canis lupus familiaris,,
5621,,N,3433.0,,,5654,CL (clearance) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,,
5622,,N,15397.0,,,6621,Clearance of compound was determined in dogs,A,In vivo,,Canis lupus familiaris,,
5623,,N,17586.0,,,6505,Clearance on i.v. administration of 2 mg/kg was measured in dog,A,In vivo,,Canis lupus familiaris,,
5624,,N,7860.0,,,5802,Clearance of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,In vivo,,Canis lupus familiaris,,
5625,,N,621.0,,,17267,Plasma clearance in dog was determined,A,In vivo,,Canis lupus familiaris,,
5626,,N,31795.0,,,4521,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,,Canis lupus familiaris,,
5627,,N,10416.0,,,6535,Plasma clearance in dog after administration of 0.25 mg/kg iv,A,In vivo,,Canis lupus familiaris,,
5628,,N,8004.0,,,6535,Plasma clearance in dog after administration of 1 mg/kg iv,A,In vivo,,Canis lupus familiaris,,
5629,,N,13838.0,,,6535,Plasma clearance in dogs,A,In vivo,,Canis lupus familiaris,,
5630,,N,8617.0,,,5542,Plasma clearance by iv administration in dog at a dose of 0.3 mg/kg,A,In vivo,,Canis lupus familiaris,,
5631,,N,1334.0,,,5199,Plasma clearance was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,A,In vivo,,Canis lupus familiaris,,
5632,,N,583.0,,,16907,Plasma clearance after 15 mg/kg iv dose in Dogs,A,In vivo,,Canis lupus familiaris,,
5633,,N,19384.0,,,16907,Plasma clearance after 30 mg/kg po dose in Dogs,A,In vivo,,Canis lupus familiaris,,
5634,,N,25371.0,,,16367,Plasma administration to dogs,A,In vivo,,Canis lupus familiaris,,
5635,,N,24273.0,,,5505,Plasma clearance was determined,A,In vivo,,Canis lupus familiaris,,
5636,,N,2885.0,,,6215,Systemic clearance after intravenous administration (0.5 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,,
5637,,N,19554.0,,,1466,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in dog,A,In vivo,,Canis lupus familiaris,,
5638,Lider,S,28085.0,2446442.0,,5007,Intrinsic clearance in human liver microsomes,A,In vitro,,Homo sapiens,,
5639,Livsr,S,22787.0,3267309.0,,5007,Intrinsic clearance in human liver microsomes,A,In vitro,,Homo sapiens,,
5640,,N,11023.0,,,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,A,In vivo,,Canis lupus familiaris,,
5641,,N,6738.0,,,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,A,In vivo,,Canis lupus familiaris,,
5642,,N,41998.0,,,16452,Clearance in dog (dose 1 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,,
