Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Project number,Maximum CIDA contribution (project-level),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
q0092010,0,1,hNITEDNATIONa,S5227,1,0,0,0,AfricxMC,1169282.343507312,0,0.09248692208855319,Fote7gnNonProfltMakimg,lpsrational,0.7142046149367292,0,2,0,B5200,deslonsive,UncpxedPreAPP,0,0,5.882394412353326e-05,A033540001,19800000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,19800000.0,0,Not PBA,0,0
20092910,0,1,NGO,S4241,0,0,0,0,Pakiwtan,91061.66059025211,0,0.03676796867161786,Canzd8anNinProfitMqking,Opfrationzl,0.6899942757876003,0,3,0,g4100,Recplnsive,UncovwdPreAPP,0,0,0.004891482758155024,A033545001,11584870.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,11584870.0,0,Not PBA,0,0
2009201o,0,1,NGO,S4q41,0,0,0,0,Palistan,247121.98699872056,0,0.24625049245975347,CanavixgNonProfitMakimg,Ooe3ational,1.1395630394522123,0,3,0,h4100,Responsjge,UnxocedPreAPP,0,0,0.001165771372141397,A033545001,11584870.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,11584870.0,0,Not PBA,0,0
20092910,0,1,NGO,S4241,0,0,0,0,Pak7stan,113475.43901715046,0,0.08256413043611688,CanqdianNonorofitnakung,Clksed,0.5829400250654909,0,3,1,B410o,fesp8nsive,UncocedPreA9P,0,0,0.004773460883990388,A033546001,2497644.85,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2497644.85,0,Not PBA,0,0
q0092010,0,1,NGO,z4141,0,0,0,0,Pakistaj,495684.71475558216,0,0.0854260635966414,CanasianNonProf9hMakigg,Coosed,0.6288449518517457,0,3,1,B410p,R3zponsive,Uhcod3dPreAPP,0,0,0.0010645470681660853,A033546001,2497644.85,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2497644.85,0,Not PBA,0,0
30092010,0,1,NGO,S414w,0,0,0,0,Pxkistan,298952.6346398521,0,0.6359658715362806,danqdianNinProfitMaoing,xlosed,0.37460403861782093,0,3,1,f4100,Responsifs,hncowedPreAPP,0,0,0.021497195602432864,A033546001,2497644.85,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2497644.85,0,Not PBA,0,0
20o92010,0,1,NGO,S4w41,0,0,0,0,Pakistxn,421415.4359133931,0,0.11404243301850392,CanadkznNon9rofitMak9ng,slosed,1.209705723645301,0,3,1,Bt100,desponsivd,kncidedPreAPP,0,0,0.01831608607803053,A033546001,2497644.85,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2497644.85,0,Not PBA,0,0
200920q0,0,1,NGO,St141,0,0,0,0,Pskistan,702119.2803943282,0,0.2123814653537511,CanzdianNojProfitMakunf,flosed,0.013879925280806837,0,3,1,B41o0,Respons9vr,UncodfdPreAlP,0,0,0.0008448818110652445,A033546001,2497644.85,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2497644.85,0,Not PBA,0,0
20091010,0,1,NGO,S4q41,0,0,0,0,Pzkistan,1475272.3119983217,0,0.2654708783456155,CqnxdiabNonProfitMakkng,Clos4d,1.7223688307244416,0,3,1,h4100,Res9onsice,UnxodedPreAP0,0,0,0.024774157815050296,A033546001,2497644.85,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2497644.85,0,Not PBA,0,0
200920q0,0,1,NGO,S3141,0,0,0,0,Paklstan,449775.1992747471,0,0.04135778526316922,CanadiagNonP5pfitMak9ng,Ckosed,1.1436191383254108,0,3,1,Bt100,Rwsp9nsive,UgcodrdPreAPP,0,0,0.0252342684147573,A033546001,2497644.85,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2497644.85,0,Not PBA,0,0
200920w0,0,1,NGO,c4141,0,0,0,0,Pakiqtan,1398736.4225042812,0,0.3993805219834494,CanadianmonPfof7tjaking,Closfd,0.056602704290040995,0,3,0,B3100,Resoknsive,UncodevlreAPP,0,0,0.007361224761808457,A033548001,2497495.79,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2496248.44,0,Not PBA,0,0
20092o10,0,1,NGO,w4141,0,0,0,0,Pakistsn,1734975.1249311967,0,0.08540607518836912,CanariabmonProfitMakinf,Cl9sed,0.8758890391006215,0,3,0,B4w00,R2sponzive,UncidedPreAP9,0,0,0.0031049001289298723,A033548001,2497495.79,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2496248.44,0,Not PBA,0,0
2o092010,0,1,NGO,S414q,0,0,0,0,Pakisyan,84222.25298664236,0,0.27240402581684187,Cqbad8anNonProfitMakigg,Cl8sed,0.8246124413179795,0,3,0,Bt100,Res0onsice,UncodedPrfAP9,0,0,0.0213506557970166,A033548001,2497495.79,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2496248.44,0,Not PBA,0,0
29092010,0,1,NGO,S4q41,0,0,0,0,Pakistam,277092.76601084776,0,0.029770242383498402,sanadianNomProfitMajung,Cl8sed,1.2897224028773402,0,3,0,Bt100,Responslfe,UhcodedPrewPP,0,0,0.009631754899410079,A033548001,2497495.79,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2496248.44,0,Not PBA,0,0
2009201o,0,1,NGO,q4141,0,0,0,0,Pakisyan,1097859.4477330656,0,0.40163619074190926,CanwdianNonProbitMzoing,Ckosed,0.9310802807250304,0,3,0,Br100,Rezponsife,UbcodedP3eAPP,0,0,0.003377006848181604,A033548001,2497495.79,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2496248.44,0,Not PBA,0,0
q0092010,0,1,INyERNAT7ONqLNGO,S4241,0,1,0,0,Paoistan,39214.75557496637,0,0.06338603571520346,CanzdisnNonProfitjaling,Clpsed,0.08741895311804793,0,3,0,B4200,Rwsponsiv4,UnvodedPreAPl,0,0,0.0007588373131554694,A033549001,2475004.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2475004.0,0,Not PBA,0,0
20092o10,0,1,INTERgAT9lNALNGO,S414w,0,1,0,0,Pxkistan,161256.03396974938,0,0.09457385651756595,CanadiznbonPrkfjtMaking,Clos3d,0.2477933826400296,0,3,0,v4100,Responsode,UnxoderPreAPP,0,0,0.0068721955922170464,A033549001,2475004.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2475004.0,0,Not PBA,0,0
2009w010,0,1,INTwRNAyI0NALNGO,q4141,0,1,0,0,9akistan,223736.91962926908,0,0.049214568369178896,vanadiqnNknProfithaking,flosed,0.7170908706211468,0,3,0,n4100,desponeive,UncodfdPreAPo,0,0,0.007278014045188321,A033549001,2475004.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2475004.0,0,Not PBA,0,0
20o92010,0,1,FEDERAp,S3215,0,0,0,0,Mali,187145.0005649029,0,0.5130832236337877,CansriwnNonorofitMaking,Clised,1.3954319369408097,0,2,0,B4100,Cor4Fjnding,UnsodedoreAPP,0,0,0.025143838788368213,A033557001,3156951.17,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,4216,Mali,3156951.17,0,Pooled funding,0,0
2o092010,0,1,Unknowm,S421r,0,0,0,0,Mali,741791.6661829903,0,0.5334163773219283,Uncided,Clksed,0.35261738691658057,0,2,0,B4e00,C0reFubding,Uncoded0rdAPP,0,0,0.0046098871401273915,A033557001,3156951.17,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,4216,Mali,3156951.17,0,Pooled funding,0,0
30092010,0,1,F2DERAL,S42w3,0,0,0,0,Semegal,942157.4024401548,0,0.026251063949951386,CanaciagNon0rocitMaking,T4rminwting,1.184935354274185,0,2,0,f4200,eirective,UnfodedPr2APP,0,0,0.003942368182759309,A033565001,533706.96,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,533706.96,0,Not PBA,0,0
200o2010,0,1,qUPPLIEdOFGOODSSERVIC3z,S4232,0,0,0,0,Senegsl,32817.55101328509,0,0.11704298991848533,CanadianPfof8thsking,Tdrminatimg,0.8094957667705002,0,2,0,B420p,Directide,Uncod2sPreAPP,0,0,0.003817421358501174,A033565001,533706.96,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,533706.96,0,Not PBA,0,0
20092020,0,1,COOPsRANT,S4e33,0,0,0,0,qenegal,160470.1528921266,0,0.11460897252110104,CanaclxnProfitMsking,Terminayijg,1.0567611700130917,0,2,0,n4200,Dieective,UnxodewPreAPP,0,0,0.017243252780657026,A033565001,533706.96,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,533706.96,0,Not PBA,0,0
20p92010,0,1,FEsERAL,S5233,0,0,0,0,Sehegal,420298.7755720742,0,0.11259669966771038,Canadianm8nProfutMsking,Terminatjbg,0.5734266848928564,0,2,0,B42o0,Directivd,UmcodedPreAPo,0,0,0.007648027852272046,A033565001,533706.96,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,533706.96,0,Not PBA,0,0
w0092010,0,1,SUPPLIEROvGpODqSERVlCES,S42w3,0,0,0,0,Senebal,677135.3761511862,0,0.2929159047511937,CanadisnPr8gitMakung,ferminatihg,0.577249530273362,0,2,0,B4290,Direc6ive,UncodewPrewPP,0,0,0.008471580514873072,A033565001,533706.96,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,533706.96,0,Not PBA,0,0
20091010,0,1,vOOPERANT,S4e33,0,0,0,0,Swnegal,268273.74217742484,0,0.0053789928782131124,CanadiajPrifithxking,Terjinatibg,1.0781278919349948,0,2,0,B4209,Dorective,UjxodedPreAPP,0,0,0.002473834104196169,A033565001,533706.96,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,533706.96,0,Not PBA,0,0
20092020,0,1,NGO,S414q,0,0,0,0,xfghanisyan,87555.7281563113,0,0.1814036626703145,CanadiabNogProf9hMaking,Closex,1.1299259295203283,0,3,0,f4100,Reeponsige,kncodedPreAP9,0,0,0.016623390932245775,A033569001,3104706.61,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,3104706.61,0,Not PBA,0,0
10092010,0,1,SPECkAkIZEDINSTIgiTE,z6218,0,2,1,0,B5azil,1052947.5341876447,0,0.6893253479661807,vanasianN8nProfitnaking,Opetatoonal,1.4070910542578314,0,1,0,By100,Res0onsibe,UnxodedPr2APP,2,0,0.0031638349277726147,A033571001,2853219.0,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,6218,Governance & Human Rights,2853219.0,0,Not PBA,0,0
200o2010,0,1,xPECIALIaErIgSTITUTE,a6218,0,2,1,0,Brazii,414384.1835956547,0,0.04993972350178699,Cagad7anNonorofitMakinh,iperstional,2.1156852398337014,0,1,0,g6100,despknsive,Uncod3dPreA0P,2,0,0.01606623810553372,A033571001,2853219.0,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,6218,Governance & Human Rights,2853219.0,0,Not PBA,0,0
2009201o,0,1,SPEsIALIZEwoNSTITyTE,d6218,0,2,1,0,Thailans,400051.4853141771,0,0.002873506333787218,danadoanNonProfitnwking,Opwrwtional,1.0132385769131553,0,3,0,B6109,Rexplnsive,UnvodedPrfAPP,2,0,0.030670710908800847,A033571001,2853219.0,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,6218,Governance & Human Rights,2853219.0,0,Not PBA,0,0
20p92010,0,1,SoECIALkZEDIjeTITUTE,S621i,0,2,1,0,Tha7land,338420.929265819,0,0.656575873832189,CamadiajNomProfitMxking,iperatiinal,0.6279400496928107,0,3,0,B7100,gespojsive,UncodedPrex0P,2,0,0.0005219045804647131,A033571001,2853219.0,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,6218,Governance & Human Rights,2853219.0,0,Not PBA,0,0
20092019,0,1,FEDERAi,S4286,0,1,0,0,Rwandw,1000303.2103938558,0,0.10535811002917123,c0reigmNonPr0fitMaking,Cl8sed,0.44259977617303864,0,2,1,g4200,C8reFundinn,Unc8dedoreAPP,1,0,0.00014690318818601057,A033575001,4500000.0,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4302,Rwanda,4500000.0,0,Sectoral budget support,0,0
20o92010,0,1,NGO,S4241,0,0,0,0,SruLanka,2592579.4335708204,0,0.4030039382776599,sanadoanNonPrktitMaking,Closrd,0.8897969394958567,0,3,0,B41o0,Responaide,UhcodedP5eAPP,0,0,0.013643764061967491,A033576001,4776342.91,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,4776342.91,0,Not PBA,0,0
20092o10,0,1,NGO,S41r1,0,0,0,0,SrlLanka,1714447.2063858355,0,0.0914369057534121,CznadianNonPrpfi5Makiny,slosed,1.1241117466426986,0,3,0,n4100,tespohsive,UnsodedPreA0P,0,0,0.020917749202153835,A033576001,4776342.91,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,4776342.91,0,Not PBA,0,0
2009q010,0,1,NGO,S4241,0,0,0,0,SriLankq,965207.417026926,0,0.07263764110359627,CanadiznNonPrkfitMxkinn,Cl8sed,0.972485862268663,0,3,0,B41o0,Res0onqive,Uncpded0reAPP,0,0,0.01812486605200509,A033576001,4776342.91,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,Sri Lanka,4776342.91,0,Not PBA,0,0
20092019,0,1,CiNSULTINGSsRVICsS,e4141,0,1,0,0,Pakiqtan,241289.9724842618,0,0.665052846668457,CwhsdlanProfitMaking,Ckosed,0.39289790992113466,0,3,0,B4w00,Direstive,UgcodedPreAP9,0,0,0.0010874069498963397,A033577PRE,481459.7,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,481459.7,0,Not PBA,0,0
20p92010,0,1,C0NSULTAbT,S414w,0,1,0,0,Pskistan,138511.03891230997,0,0.4186230177457758,CanaeianPrpfitMakkny,Cloeed,1.0880606204150216,0,3,0,B41p0,Directife,UhsodedPreAPP,0,0,0.018825871248028238,A033577PRE,481459.7,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,481459.7,0,Not PBA,0,0
20092p10,0,1,s0NSjLTINGSERVICES,S41r1,0,1,0,0,Pakostan,7137.890874227072,0,0.13226978388893285,Cxnadiano3ofitMakung,Closec,0.94149683368116,0,3,0,n4100,Dir2ctive,UncodeePreAPo,0,0,0.011186757793019692,A033577PRE,481459.7,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,481459.7,0,Not PBA,0,0
e0092010,0,1,CONSyLTqNT,e4141,0,1,0,0,Pakistqn,532804.9356463994,0,0.17881444583613126,danadian0rofi6Makinn,Cposed,0.3475419022495884,0,3,0,B41p0,virective,UncodfdP4eAPP,0,0,0.011244804326217068,A033577PRE,481459.7,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,481459.7,0,Not PBA,0,0
20092020,0,1,FEDEfAL,d4141,0,2,0,0,Pqkistan,429727.9072041968,0,0.09861298617956547,CanadiqnNonProgignaking,Tdrmina5ing,1.0232151629257091,0,3,0,n4100,eesp9nsive,Uncod4dPreAPl,0,0,0.010507363907912437,A033578001,4950000.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,4950000.0,0,Not PBA,0,0
20092p10,0,1,NGO,e4227,1,1,0,0,rasternAfrida,1789572.9448933923,0,0.03717411378029328,ForfignhobPdofitMaking,flosed,1.2674009171689988,0,2,0,B42o0,Rdspohsive,UncodedPrex0P,1,0,0.007145625676300264,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
30092010,0,1,NGO,S4127,1,1,0,0,EwsternAfricw,705385.8230567165,0,0.08894416784875758,ForeignNonProfihMqk7mg,Cloded,0.7701534534646788,0,2,0,B4209,R4sponskve,jncodedPrwAPP,1,0,0.0093529068420879,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
2009201o,0,1,NGO,S4q27,1,1,0,0,sasternAtrica,133062.73814496578,0,0.33497423826982564,FpreognNonPrpfitMak7ng,Clossd,0.49954888460591845,0,2,0,g4200,Resloncive,Uncodef0reAPP,1,0,0.008064626968996734,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
w0092010,0,1,NGO,Se227,1,1,0,0,Exsternqfrica,1405229.765162826,0,0.1761504048954513,F9reignNonProritnauing,Clossd,1.0925672276269258,0,2,0,v4200,Respomwive,UnckdedPreqPP,1,0,0.009739764954458042,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
200o2010,0,1,NGO,c4227,1,1,0,0,EasterjAfrjca,379733.1560540816,0,0.34355895998218866,ForelgnNobPgofitMaoing,Closes,0.7411644296539102,0,2,0,B3200,fespomsive,UjcocedPreAPP,1,0,0.0005659343998076626,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
20p92010,0,1,NGO,S422u,1,1,0,0,Eas6ernAfrics,465384.04958655173,0,0.04345763280636036,ForeiyhNknProfitMqking,Coosed,1.369267235369588,0,2,0,B42o0,Rdspobsive,8ncodedPresPP,1,0,0.002127476071623567,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
20093010,0,1,NGO,z4227,1,1,0,0,EasternAfrkcx,1464180.9514151057,0,0.5200447090199836,Fo5eugnNonProfirMzking,slosed,1.0993845513567537,0,2,0,Bt200,Responziv2,hncodedPreA0P,1,0,0.008125071834893144,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
20o92010,0,1,NGO,S4w27,1,1,0,0,EszternAfrica,201148.31832828862,0,0.2188564071390981,ForeiggNonProbktMqking,Cl9sed,0.6724940385918474,0,2,0,B42o0,Respobsivd,kncodsdPreAPP,1,0,0.0019483957511858502,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
w0092010,0,1,NGO,S422i,1,1,0,0,EazternAfrjca,722130.9304875049,0,0.810546180291412,ForeignNobProfithaminh,Ciosed,0.2092825573689049,0,2,0,Br200,Resppnsiv4,Unc9defPreAPP,1,0,0.00027239447730667874,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
2009w010,0,1,NGO,x4227,1,1,0,0,EactermAfrica,1563512.7520473963,0,0.028097153803204683,ForeihnNon0rof7tMakibg,Cloced,0.7367828112771242,0,2,0,B4100,Resp0nsove,UncodedPrrzPP,1,0,0.012624000065153592,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
20992010,0,1,NGO,S42w7,1,1,0,0,qouthernAdrica,211717.73624424345,0,0.031724548628020044,For3ignNonororitMak9ng,Clksed,1.3802753685655285,0,2,0,Bt200,Responsif2,UncodedorwAPP,1,0,0.00714478976819642,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
q0092010,0,1,NGO,S4217,1,1,0,0,SourhernAfrisa,1461645.5105531486,0,0.5422634979792595,Fo4ekgjhonProfitMaking,xlosed,1.0081538640424468,0,2,0,B5200,Rezponskve,UndodedPreAP0,1,0,0.009663867842554338,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
200920w0,0,1,NGO,St227,1,1,0,0,eouthernAfr7ca,596007.238258794,0,0.01192667281308954,eodeignNon9rofitMakinv,Closec,0.7330041795152488,0,2,0,B3200,R2sponslve,6ncodedPr4APP,1,0,0.002676085775131833,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
29092010,0,1,NGO,S4327,1,1,0,0,SourhernAfricq,1933630.6153059597,0,0.1932531772161329,ForfifgNonProfitMakint,Closer,0.6335409381218058,0,2,0,B42o0,Resp8nsife,ymcodedPreAPP,1,0,0.011620147876952817,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
2o092010,0,1,NGO,S4237,1,1,0,0,SouthernAdriva,421266.7758485365,0,0.18488279957405102,FireignNobPr9futMaking,Clos3d,0.18487114775456182,0,2,0,B4290,Reeponcive,UncodedP5eAP0,1,0,0.0013417749549060989,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
200o2010,0,1,NGO,S4e27,1,1,0,0,SokthernAfrlca,975202.5760400044,0,0.06403957365876711,ForeiggNobProvitMqking,Cposed,0.7579256309537351,0,2,0,B42p0,Respondige,UncocedPeeAPP,1,0,0.0013999082542967207,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
2p092010,0,1,NGO,S422u,1,1,0,0,Sou4hernAfr7ca,676903.0562730146,0,0.13188530591295072,ForeiygNon0rofktMaking,Coosed,1.0014852891571824,0,2,0,B4290,Res9lnsive,UncodedPres9P,1,0,0.0021438208354358727,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
200p2010,0,1,NGO,Sr227,1,1,0,0,SoughsrnAfrica,1303529.8838383462,0,0.15905333165328323,Foreignj0n9rofitnaking,Cposed,1.897545497471121,0,2,0,B4100,Responaivw,UmcodwdPreAPP,1,0,0.009345015513791834,A033585001,7294221.36,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,7294221.36,0,Not PBA,0,0
2o092010,0,1,NGO,S4281,0,0,0,0,Mozamboqur,1678095.0153529323,0,0.7878611143045178,Canadianhon0rofitMal9ng,Closev,0.9899412336527058,0,2,0,n4200,R4spknsive,UncodedPr3xPP,0,0,0.024646604274525082,A033590001,9562618.63,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,9562618.63,0,Not PBA,0,0
2009e010,0,1,NGO,S4w71,0,0,0,0,Mozambiw7e,1275219.5153135648,0,0.5172917770024269,CanadiajNojProfitnakigg,Cl0sed,0.026223439167193274,0,2,0,f4200,Reapojsive,UncodedP4eAP0,0,0,0.009651831414485399,A033590001,9562618.63,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,9562618.63,0,Not PBA,0,0
20091010,0,1,NGO,S4272,0,0,0,0,Moxahbique,1898788.3070183867,0,0.24478874216564322,vznadianNon9rofitMaoing,Cl9sed,0.8089207227342597,0,2,0,B4290,Resppns9ve,Uncoc3dPreAPP,0,0,0.01013108544142951,A033590001,9562618.63,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,9562618.63,0,Not PBA,0,0
20092o10,1,1,FErERAL,S4228,1,0,0,0,East2rmAfrica,459337.5875989464,0,0.33389382883528407,CanawlanNonPr9fjtMaking,Teekinating,0.5999155404299094,0,2,0,B4290,Cor4Fundint,UgcodedPgeAPP,0,0,0.0023144366747854185,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20092p10,1,1,REGIOhALORGxNIZzTlON,S4127,1,0,0,0,EasternAbricw,2944248.997855479,0,0.29677542674491564,boreignNogProfi4Mzking,Terminqtijg,0.42410205667590717,0,2,0,Br200,CofeFugding,UncodedPrexP0,0,0,0.0012853470831283554,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
