assays_ss_strn,assays_src_d,assays_ss_cll_tp,assays_vrnt_d,assays_ss_tst_tp,assays_ss_rgnsm,assays_b_frmt,assays_ss_tp,assays_rltnshp_tp,assays_src_ss_d,assays_ss_d,assays_chmbl_d,assays_ss_tss,assays_ss_sbclllr_frctn,assays_dc_d,assays_tss_d,assays_crtd_b,assays_ss_tx_d,assays_dscrptn,assays_cnfdnc_scr,assays_cll_d,assays_td,assays_ss_ctgr
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12345,CHEMBL624055,,,8085,,Intermediate,10116.0,In vivo distribution of the drug in plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12346,CHEMBL624056,,,8085,,Intermediate,10116.0,In vivo distribution of the drug in plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12347,CHEMBL624057,Uterus,,8085,995.0,Intermediate,10116.0,In vivo distribution of the drug in uterus was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12348,CHEMBL622281,Uterus,,8085,995.0,Intermediate,10116.0,In vivo distribution of the drug in uterus was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12349,CHEMBL622282,Uterus,,8085,995.0,Intermediate,10116.0,In vivo distribution of the drug in uterus was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12350,CHEMBL622283,Uterus,,8085,995.0,Intermediate,10116.0,In vivo distribution of the drug in uterus/plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12351,CHEMBL622284,Uterus,,8085,995.0,Intermediate,10116.0,In vivo distribution of the drug in uterus/plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12352,CHEMBL622285,Uterus,,8085,995.0,Intermediate,10116.0,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12353,CHEMBL622286,Uterus,,8085,995.0,Intermediate,10116.0,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,1,,50597,
,1,,,,,BAO_0000100,P,U,,12354,CHEMBL622287,,,7657,,Autocuration,,Distribution coefficient (D %) between octanol and buffer of pH 7.4,0,,22224,
,1,,,,Mus musculus,BAO_0000218,A,N,,12355,CHEMBL622288,,,8935,,Intermediate,10090.0,Partition coefficient (logD7.4),1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12356,CHEMBL622289,,,13792,,Intermediate,10090.0,"Percentage of radioactivity in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12357,CHEMBL622290,Brain,,13792,955.0,Intermediate,10090.0,"Percentage of radioactivity in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12358,CHEMBL622291,,,13792,,Intermediate,10090.0,Percentage of radioactivity in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12359,CHEMBL622292,Brain,,13792,955.0,Intermediate,10090.0,Percentage of radioactivity in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12360,CHEMBL622293,,,13792,,Intermediate,10090.0,"Percentage of total protein recovered in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12361,CHEMBL622294,Brain,,13792,955.0,Intermediate,10090.0,"Percentage of total protein recovered in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12362,CHEMBL622295,,,13792,,Intermediate,10090.0,Percentage of total protein recovered in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,1,,50594,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12363,CHEMBL622296,Brain,,13792,955.0,Intermediate,10116.0,Percentage of total protein recovered in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12364,CHEMBL874409,Plasma,,14103,1969.0,Intermediate,10116.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 2 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12365,CHEMBL622297,Plasma,,14103,1969.0,Intermediate,10116.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 240 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12366,CHEMBL622298,Plasma,,14103,1969.0,Intermediate,10116.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 30 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12367,CHEMBL622299,Plasma,,14103,1969.0,Intermediate,10116.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 45 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12368,CHEMBL622300,Plasma,,14103,1969.0,Intermediate,10116.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 5 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12369,CHEMBL622301,Plasma,,14103,1969.0,Intermediate,10116.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 60 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12370,CHEMBL622302,Plasma,,14103,1969.0,Intermediate,10116.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 90 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12371,CHEMBL622303,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 120 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12372,CHEMBL622304,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12373,CHEMBL622305,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes;nd=not determined,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12374,CHEMBL622306,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 180 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12375,CHEMBL626864,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 2 minutes;nd=not determined,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12376,CHEMBL626865,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12377,CHEMBL626866,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes;nd=not determined,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12378,CHEMBL626867,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 30 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12379,CHEMBL626868,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12380,CHEMBL626869,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes;nd=not determined,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12381,CHEMBL626870,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12382,CHEMBL626871,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes;nd=not determined,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12383,CHEMBL626872,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 60 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12384,CHEMBL632185,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12385,CHEMBL632186,Plasma,,14103,1969.0,Intermediate,10116.0,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes;nd=not determined,1,,50597,
,1,,,,,BAO_0000019,A,U,,12386,CHEMBL629310,,,12904,,Autocuration,,Amount of acetic acid produced by the compound,0,,22224,
,1,,,,,BAO_0000019,A,U,,12387,CHEMBL629311,,,12904,,Autocuration,,Apparent first-order rate of solvolysis for the bipinnatin-A(A4) was determined,0,,22224,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12388,CHEMBL629312,,,9663,,Intermediate,10116.0,Log of (Cbrain/Cblood) in rats,1,,50597,
,1,,,,,BAO_0000221,A,U,,12389,CHEMBL629313,,,7652,,Autocuration,,Compound in absence of MPM cell homogenate at pH 3 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000221,A,U,,12390,CHEMBL629314,,,7652,,Autocuration,,Compound in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000221,A,U,,12391,CHEMBL629315,,,7652,,Autocuration,,Compound in absence of MPM cell homogenate at pH 7 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000219,B,U,,12392,CHEMBL629316,,,7652,,Autocuration,,Compound in presence of MPM cells and in absence of inactivator at pH 8 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000221,A,U,,12393,CHEMBL629317,,,7652,,Autocuration,,Compound treated in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12394,CHEMBL629318,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 3 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12395,CHEMBL877497,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 3.5 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12396,CHEMBL629319,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 4 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12397,CHEMBL629320,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12398,CHEMBL629496,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 5 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12399,CHEMBL629497,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 5.5 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12400,CHEMBL629498,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 6 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12401,CHEMBL629499,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 6.5 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12402,CHEMBL629500,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 7 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12403,CHEMBL629501,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 7.5 to isolate compound 4 (ng),0,,22224,
,1,,,,,BAO_0000019,A,U,,12404,CHEMBL629502,,,7652,,Autocuration,,Compound treated with MPM cell homogenate at pH 8 to isolate compound 4 (ng),0,,22224,
,1,,,In vivo,,BAO_0000218,F,U,,12405,CHEMBL629503,,,8267,,Autocuration,,Compound was evaluated for its urinary recovery after oral administration (100 mg) to Beagle dogs,0,,22224,
,1,,,,Canis lupus familiaris,BAO_0000218,A,N,,12406,CHEMBL629504,,,8267,,Intermediate,9615.0,Compound was evaluated for its urinary recovery after oral administration (200 mg) to Beagle dogs,1,,50588,
,1,,,,,BAO_0000019,A,U,,12407,CHEMBL629505,,,14479,,Autocuration,,Compound was evaluated for the rate of degradation by Carboxypeptidase A.,0,,22224,
,1,,,,,BAO_0000019,A,U,,12408,CHEMBL629506,,,17515,,Autocuration,,Compound was evaluated for total body clearance,0,,22224,
,1,,,,,BAO_0000019,A,U,,12409,CHEMBL629507,,,17515,,Autocuration,,Compound was evaluated for volume of distribution at steady state,0,,22224,
,1,,,,,BAO_0000019,A,U,,12410,CHEMBL877498,,,8142,,Autocuration,,Compound was tested for hydrolysis by acetylcholinesterase and the kinetic constant KOH- was reported.,0,,22224,
,1,,,,,BAO_0000019,A,U,,12411,CHEMBL629508,,,14849,,Autocuration,,Percentage of the diamine which is monoprotonated at pH 7.4,0,,22224,
,1,,,,,BAO_0000019,A,U,,12412,CHEMBL629509,,,7653,,Autocuration,,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells,0,,22224,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12413,CHEMBL629510,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 5 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12414,CHEMBL629511,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12415,CHEMBL629512,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12416,CHEMBL629513,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12417,CHEMBL629514,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 30 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12418,CHEMBL628447,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12419,CHEMBL628448,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 10 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12420,CHEMBL628449,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 15 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12421,CHEMBL631119,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 20 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12422,CHEMBL631120,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 30 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12423,CHEMBL631121,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 5 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12424,CHEMBL874458,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 min,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12425,CHEMBL631122,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12426,CHEMBL631123,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12427,CHEMBL631124,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12428,CHEMBL631125,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12429,CHEMBL631290,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12430,CHEMBL631291,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12431,CHEMBL631292,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12432,CHEMBL631293,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12433,CHEMBL631294,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12434,CHEMBL631295,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12435,CHEMBL631296,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 30 minutes,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12436,CHEMBL631297,Blood,,8631,178.0,Intermediate,10116.0,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,1,,50597,
,1,,,,,BAO_0000218,A,U,,12437,CHEMBL631298,,,10263,,Autocuration,,Maximum biodistribution (Bmax) was determined.,0,,22224,
,1,,,,Mus musculus,BAO_0000218,A,N,,12438,CHEMBL631299,,,12364,,Intermediate,10090.0,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 1.5625 (mg/kg) intravenous dose in 6 mice,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12439,CHEMBL631300,,,12364,,Intermediate,10090.0,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 10 (mg/kg) intravenous dose in 6 mice,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12440,CHEMBL631301,,,12364,,Intermediate,10090.0,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 3.125 (mg/kg) intravenous dose in 6 mice,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,12441,CHEMBL630291,,,12364,,Intermediate,10090.0,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 6.25 (mg/kg) intravenous dose in 6 mice,1,,50594,
,1,,,,,BAO_0000218,A,U,,12442,CHEMBL630292,,,14793,,Autocuration,,Brain concentration after 0.25 hr at a dose of 10 mg/kg when administered intraperitoneally,0,,22224,
,1,,,,,BAO_0000218,A,U,,12443,CHEMBL630293,,,14793,,Autocuration,,Brain concentration after 0.25 h at a dose of 10 mg/kg when administered intravenously,0,,22224,
,1,,,,,BAO_0000218,A,U,,12444,CHEMBL630294,,,14793,,Autocuration,,Brain concentration after 0.5 h at a dose of 100 mg/kg when administered perorally,0,,22224,
,1,,,,,BAO_0000218,A,U,,12445,CHEMBL630295,,,14793,,Autocuration,,Brain concentration after 0.5 h at a dose of 10 mg/kg when administered intraperitoneally,0,,22224,
,1,,,,,BAO_0000218,A,U,,12446,CHEMBL630296,,,14793,,Autocuration,,Brain concentration after 0.5 hr at a dose of 10 mg/kg when administered intravenously,0,,22224,
,1,,,,,BAO_0000218,A,U,,12447,CHEMBL626782,,,14793,,Autocuration,,Brain concentration after 0.5 hr at a dose of 10 mg/kg when administered perorally,0,,22224,
,1,,,,,BAO_0000218,A,U,,12448,CHEMBL626783,,,14793,,Autocuration,,Brain concentration after 1 hr at a dose of 100 mg/kg when administered perorally,0,,22224,
,1,,,,,BAO_0000218,A,U,,12449,CHEMBL626784,,,14793,,Autocuration,,Brain concentration after 1 hr at a dose of 10 mg/kg when administered intraperitoneally,0,,22224,
,1,,,,,BAO_0000218,A,U,,12450,CHEMBL626785,,,14793,,Autocuration,,Brain concentration after 1 hr at a dose of 10 mg/kg when administered intravenously,0,,22224,
,1,,,,,BAO_0000218,A,U,,12451,CHEMBL626786,,,14793,,Autocuration,,Brain concentration after 1 hr at a dose of 10 mg/kg when administered perorally,0,,22224,
,1,,,,,BAO_0000218,A,U,,12452,CHEMBL626787,,,9196,,Autocuration,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,0,,22224,
,1,,,,,BAO_0000218,A,U,,12453,CHEMBL626788,,,9196,,Autocuration,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr; ND means not determined,0,,22224,
,1,,,,,BAO_0000218,A,U,,12454,CHEMBL625927,,,9196,,Autocuration,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 4.0 hr,0,,22224,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12455,CHEMBL625928,Blood,,8374,178.0,Intermediate,10116.0,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12456,CHEMBL625929,Blood,,8374,178.0,Intermediate,10116.0,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg; ND is Not Detected,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12457,CHEMBL625930,Blood,,8374,178.0,Intermediate,10116.0,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg; ND is Not Detected.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12458,CHEMBL625931,Blood,,8374,178.0,Intermediate,10116.0,"Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound, Compound was found to be in trace amount.",1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12459,CHEMBL627230,Blood,,8374,178.0,Intermediate,10116.0,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound; ND is Not Detected.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12460,CHEMBL627231,Blood,,8374,178.0,Intermediate,10116.0,Concentration 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12461,CHEMBL627232,Blood,,8374,178.0,Intermediate,10116.0,Concentration 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg; ND is Not Detected,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12462,CHEMBL627233,Blood,,8374,178.0,Intermediate,10116.0,Concentration 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg; ND is Not Detected.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12463,CHEMBL875470,Blood,,8374,178.0,Intermediate,10116.0,Concentration 5a detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12464,CHEMBL627234,Blood,,8374,178.0,Intermediate,10116.0,Concentration 5a detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12465,CHEMBL627235,Blood,,8374,178.0,Intermediate,10116.0,Concentration 5b detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12466,CHEMBL627236,Blood,,8374,178.0,Intermediate,10116.0,Concentration 5b detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12467,CHEMBL627237,Blood,,8374,178.0,Intermediate,10116.0,Concentration 5c detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12468,CHEMBL627238,Blood,,8374,178.0,Intermediate,10116.0,Concentration 5c detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12469,CHEMBL627239,Blood,,8374,178.0,Intermediate,10116.0,Concentration 5d detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,12470,CHEMBL627240,Blood,,8374,178.0,Intermediate,10116.0,Concentration 5d detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,1,,50597,
