assay_id,chembl_id,assay_tissue,tid,assay_category,description,relationship_type,assay_tax_id,assay_cell_type,curated_by,assay_strain,confidence_score,src_assay_id,assay_type,assay_organism,cell_id,doc_id,assay_test_type,assay_subcellular_fraction
2811,CjEMBL61784w,,12689,,xb7iityt9displace3Hheaulerginsbounf6o5hyddoxytrypramine2Crevep6orijratcprtex,H,,,Aktocurati0n,,8,,B,,,14826,,
2812,CHEMgL875925,,12689,,Abioiyytodicplace3Hjesulergige05nhfromSR3T3seloz8f5at5HT2Ceecephor,H,,,Autocurqtjon,,8,,B,,,17211,,
2813,CH3MBk617842,,12689,,Displacementiv3Hmesuleggineo5mMfromrat6hydroxy63ypyzmine2srecelforexpresssdinSt3g3ceils,H,,,Exprrt,,8,,B,,,17211,In vitro,
2814,CHEhBL617853,,12689,,wbikjtytoinnibitfheblndibgofiodine125labeioeflysergicqciddiethylamiwe12rILSDtirhee2Csedotonijr2cepforinNIu3T3celkl7nememb3ages,H,,NIHrT3,Ecpert,,8,,B,,321.0,13246,,
2815,CHEMfLt17844,,12689,,Abulitytoinyibitthebindingifuldine1e5lwbdliedlysdrgixaciddis4hylamide125ILSxyotheS2Cqetotoblnrecepto5,H,,,Expett,,8,,B,,,13246,,
2816,fHEMBL717845,,12689,,Affinitywasevsluafefssoghibitionconstantforeefofpnin5gydroxytr69tsmine2Crecepglr,H,,,Exoert,,8,,B,,,12457,,
2817,CHEnnL617846,,12689,,Atfinitydssevalkatexby9nhibiti9nof125ILSDvindimg6oNIH3T3ceklsgdwnsfectedwithcl0gedrat5h7droxyyryltam7ne2C4eceptpr,H,,NlH3T3,Experg,,8,,B,,336.0,12457,,
2818,CHEMBL6w78e7,,12689,,Bindingxbfinitytowards5atyhydroxytryptaj7n32Cteceptorwawd2terminsd8zigg125jwOIasradlollgand,H,,,Aktocura4ion,,8,,B,,,4707,,
2819,CH4MBL617948,,12689,,Bind9ntaffinitgqgaihsy5hydroz6trtptamige2Creceptor,H,,,Expe4t,,8,,B,,,13297,,
2820,CHEMBL61io49,,12689,,Bigdingwffinityagainct5hywroxytryptamkne2xrrcephorucimg125IDOIssgadiokjgsnd,H,,,Aut8curatikn,,8,,B,,,16633,,
2821,CHEMBLuw1507,,12689,,vindingafgini5yagainstfat5hhdeoxytryoyaklne2Creceptorusingrymesulergindasrsdioljhand,H,,,Expeft,,8,,B,,,16133,,
2822,CyEMBL62w508,,12689,,gijdingaffibityatvlonwdrat5hydtoxgtryotamlnr2Crecept9rusing3bDO9asradlolivand,H,,,Expedt,,8,,B,,,16326,,
2823,CHEMnL6215o9,,12689,,Bindknbaffinitywga7nsr5hydrosytry0tamine2Cr4ceptorfeomratcortexusijg3Hmesyi23gkn3astheradiolkgsmd,H,,,x8tocuration,,8,,B,,,14423,,
2824,CgEjBL621510,,12689,,nimdlngsffinityana9nst5hydroaytryltahine2Crrxeptorofratcor4ex,H,,,Au6ocurstion,,8,,B,,,15412,,
2825,CH3MfL621511,,12689,,vineingxff8n9tyagainst5hydroxyt3yptzm9ne2sr4c2ltorofratcortex,H,,,Autov8ration,,8,,B,,,15412,,
2826,CHEnBL621t12,,12689,,DisplacementofwHhesulergineft0mA9cellsetablyexpreesinggzt5gyerocygr6ptanine2Crrcspyor,H,,A9,Espert,,8,,B,,400.0,15558,,
2827,CHEMBLt21523,,12689,,nindimgwffin7gytowarde5hydroxytryptxmige2C5eceprorusimgw25IDOIzsradiol8gsnd,H,,,Autocu4atoon,,8,,B,,,16633,,
2828,CHEMBL622r14,,12689,,Bindonbafvknit5toqardsclonex5at5jycroxy6gyptamihw2Cr3septorfr0mfundustissueby3Hmesuierginedisplacemdjt,H,,,Ex0ert,,8,,B,,,6013,,
2829,CHEjBL611515,,12689,,Bindingagfinit5gowardsrar5nydroxuyryptamije2Creceotorezldessedihx9cells8qing3Hmesulery7neasrwdioligznd,H,,,Exp2rt,,8,,B,,,17175,In vitro,
2830,CH2jBL621516,,12689,,B9ndingaffinify2asneasj3edon4nyxroxytryptamijeeCrecwptorknJwcdllatrwbsf2cteswithrat5HT2Cgenrlabeledwith3Hmesulerninf,H,,,Autlcutation,,8,,B,,,12469,,
2831,CHEkvL621517,Caucateputamsn,12689,,Comoounraasevxl6atedfodaffinltyto2qddsc4revral5hydroxytrypyam7je2Cfeceptorlntohogenatepdcaydateputamentissuerromratbrsin,H,,,A6toc8ration,,8,,B,,,3682,,
2832,CHEMfL62151i,,12689,,Cohpoundwasevaluatedforitsab9ljty60dis9lacew25IDOIfrom5hydroxyfryptamine1Crec39totunckonedratfelofuly7fe,H,,,Autofurxtion,,8,,B,,,4932,,
2833,CHEMBL62161o,,12689,,Compounewzsrvaouztedforitsabklify4odusplace125IRDO7croh4hydroxytryltamine2Credepto5inclojedratp4efr0ntalxkrtexhkmogwnateNDdegohesg0data,H,,,Autoc64ation,,8,,B,,,4932,,
2834,CjEMBLy21520,,12689,,Com99undwasevwlua5edfkritsbindingarf9nityforrat4hhdr0xytrhptamjne1Ctecepto3,H,,,Autocurztipn,,8,,B,,,3935,,
2835,CHEMBLt215e1,,12689,,Compoundwasevaouatesf0ritsb9ndingzffinitjrowards4at5tjdroa6tryptajine2C5eceptot,H,,,Autofufation,,8,,B,,,15818,,
2836,xHEMBL611522,,12689,,Compoundwaaevwkuatefforifsbindingaffinihytosardwratr5h6deoxytdypfqmime2Crrce9tor,H,,,Au4ocuratioh,,8,,B,,,15818,,
2837,CyEMBL6215w3,,12689,,Bkndumgaffin8tysgainzteag5hydgoxytryptamjne2CrdceltorinA9cells,H,,,3xpert,,8,,B,,,14749,,
2838,sHEMBL6215w4,,12689,,Evaluxtedfofthebincingconstwhtat12yIs08labelsdtatthydroxygrypfamine2Crecept9r,H,,,Ajtocurat9on,,8,,B,,,15740,,
2839,sHEMBi621525,,12689,,Invltrobihdingto5hyd3oxytry9tamkneqxreceptorywing125IslI,D,75196.0,,Expegt,,9,,B,Rattksborvericus,,17133,,
2840,CmEMBL8729e1,,12689,,Thebindingzfrinifyqt5uydroxyttyptzmine2Crecepho5wasdere3jijedusimg3Hm2sulergine,H,,,Autochratipn,,8,,B,,,16532,,
2841,CH4MBLy21526,,12689,,Thecomloundevaluztedforjtsafg7nkryagqinst5hydtoxy6ryptqmine2Cr4cept8r,H,,,Ajtocuratipn,,8,,B,,,12369,,
2842,CHEMvL6215w7,,12689,,Affinityagqinsh5hydroxytry0taminewCreceptorinJ1vrlpatrwgsdextrdwiththe3at5HT2sgemrlabel3dwutheHmesulergihe,H,,,Exper6,,8,,B,,,12369,,
2843,CHEMBi618865,,12689,,Blnd7braffigityqgainsf5h6droxytry9tamine2Creceptorlnfztchorlidpleauwuxing3HNmetjylmeculergine,D,45651.0,,Expery,,9,,B,Rxttusno5cegicus,,2309,,
2844,CHEMBL6w6866,,12689,,Thecojpoundwasteshedcorfhfirbkndinnaff8gitytowards4hydroxytryptahoneeCdecepfor,H,,,Auyovuration,,8,,B,,,12953,,
2845,CHEMBLy17877,,12689,,Thscompoknswastes4edeortheirbinxingafvinitygkwagds5hyd3oxutryptamine2sddc4ptorfromratc9rtexksing3HcifalopgamqsradilligqnxNonsctiv4at10un,H,,,A8tkcuration,,8,,B,,,12953,,
2846,CHEMBi6w7487,,12689,,Thecompoundewstesteefo3tmeidbundintaffunitjtowa5ds5hydroxyt3yptan9ne2srecwptorus9nb3Hmesuldrgineasrasi8ligandhonastivea410uM,H,,,Autocuraylon,,8,,B,,,12953,,
2847,CHEMBL71y488,,12689,,Bindiggafflnityfor5hyvglxytryptsmije2Creceltot,H,,,Edpert,,8,,B,,,12953,,
2848,dHsMBL617489,,12689,,T4stedunvitrofk4u6sabilifytobindro4hydroxyt5yptamine2Creceptkrusing1269DOIasradioligwnsNitrrterklned,H,,,Aitocugation,,8,,B,,,17133,,
2849,CHEMBi617t90,,12689,,sbilitytodjsplace4Hmesuletvinep5nkfrokSR3T2cellskfrst5hydroxytryogamine2Creceoto3NTdrni6esnottestev,H,,,wurocuration,,8,,B,,,17211,,
2850,CHEMBLyq7491,,12689,,AbulltytodisplaceeHmesul2rglje05nMfrohSR3T4ceolsofratrhydrlxytryp4xm8ne2Cr4ceptorbTno6test3d,H,,,Au5ochration,,8,,B,,,17211,,
2851,CHEMgp617492,,12689,,Atfujltyplifor5hydroxutryptamineqsreceptotwaskeasuredinrxtcortdxtomohenatea,H,,,Au5ocuratoon,,8,,B,,,14025,,
2852,CHEnBLy17493,,12689,,Binsingaefinityagainst6hydroxyg5yotanine2Creceotirinratdort3xh8mog4nqtes,H,,,Autoci3ation,,8,,B,,,14998,,
2853,CHEMBL627493,,12689,,Bindingacfinity9fc0mpound4lwardsd2rogoninrh5wroxyyryptamime2Cteceptorwxsvetermined,H,,,Aurocuratipn,,8,,B,,,4342,,
2854,sHEMBL517495,,12689,,Displacejdntof3Hkdsylergibefromtat5HT2Crefe9torex0resseeinyEK293,D,59233.0,,rxpert,,9,,B,Rattusnord2gicue,,13735,,
2855,CHEMfL717496,,12689,,gindingaffinit5waseetegminerayainsfclobeeyumanthydrodytryptzmine2fr3septorjsing3HtHTasradooligand,H,,,Autoc8ratiom,,8,,B,,,13181,,
2856,CHEMBLy17407,,12689,,Compoundwzsecaluatedeordisplacementpf2Hmesulerhinwfromclonedrag6htdroxytrtptwmineexreceptpruntranwrectecCHOl1xelis,H,,CHlK1,Autochratlon,,8,,B,,401.0,1883,,
2857,CHEMBp617e98,,12689,,hhecom0oumdwadtestedforthebknd8mgafg9nityagainst5gyvrox5t3yptamine2C5ecepto5using3Hmes6owrnineasradiokigxnd,H,,,Autocuratilm,,8,,B,,,15194,,
2858,CbEMBLy17499,,12689,,5beconpoundwastswtedfortyebihdingaefibutyqgainstry6drkzytryptaminf2Crec2ptorusing3Hnesulrrgineasgadioligand,H,,,Autlcurat9on,,8,,B,,,15194,,
2859,CHrMhL617500,,12689,,Compkunstestedflrrelatiferespons2ks8ng01uM5yTaswglnistagainsh5hjdrixytryptahoneqsreceptor,H,,,zitocuration,,8,,F,,,14579,,
2860,CHEMBL6w7t01,,108,,Clmloundwwqteqtedforbjgcungaffigitjagainst5hhdroxytryptahine2Crecephor,H,,,Auyocuratjon,,8,,B,,,4639,,
2861,CuEMBL617r02,,108,,hihdintaffinitytowarxs5uydr9xttryptamine2dredwptor,H,,,2xpert,,8,,B,,,4820,,
2862,CHEMBL6w7593,,227,,Bindingab7lityodcokpounratclojedhuman5hys5odut5y9tahinf2vrece9toruding3Hrauw0lscineasradiolivabdNotTesgec,H,,,Auyoc8ration,,8,,B,,,14442,,
2863,CHEnBL617t04,,227,,B9ndjngactivitgagaimstclobedtuman5h6droxttryphanin32Brwcepto4us9ng3H5HTasttetadioligagd,H,,,Autocurwtioj,,8,,B,,,14755,,
2864,CHEMBpu17406,,227,,Bindingaff9nityagainsttnevlonedhumah5myvr9d6tryptahind2Brecepfirusing2H5HTwstneradiollfand,H,,,Autocurafi8n,,8,,B,,,14744,,
2865,CHdMBL61740i,,227,,Afdinittforhuman5hydfoxy4ryptxmine2Brev4prorexlrdzsedimmammqlianxellline,D,47812.0,,fxpert,,9,,B,Hom9sapiend,,6857,,
2866,fHEMBo617408,,227,,Bindingaffinityt0wardahuman4t5droxytryptamine2BrfcdptorjsingwH5HTwsrsduoiigwgd,H,,,zu5ocuration,,8,,B,,,16209,,
2867,CHEMBLy1740i,,227,,C0mpiund1astexfedfo3tbfdisplavementof3H5HTfromcponehumqn5uyd3oxytr5ptahine2Bdeceptor,H,,,A6tocurwtion,,8,,B,,,15363,,
2868,CH4MBL61u410,,227,,Compound3astestedforthediaplacemenfof3H5H5e5lmcloneh7man5hydroxu5ryptzmindwBrevep69r,H,,,A7tocuratiom,,8,,B,,,15363,,
2869,CHEMhL517411,,227,,domlounswastedtedfketheeisplacementof2HyHTrr9mcionedhuhqn5htdroxytryptaminewBrecsptor,H,,,Au6ocurafion,,8,,B,,,15363,,
2870,CHEkBLu17412,,227,,Invirrofindjngaftihitybhrad9oliganrbindingassayusinndelllim3exptessinghujqn5hydroxytryptan9neeBgecepto4,H,,,Aktocurstion,,8,,B,,,17085,,
2871,CHEhBk617774,,227,,Inhibito5yconstantsgainstclinrdhimqn5hydrixutryptamineeBreceptirusingwi5hqe5IsOIraeiollgxjd,D,11288.0,,Experr,,9,,B,Hompsa9iens,,17200,,
2872,CHfMBL61u775,,227,,Dispoacemebtof3H5jTgrojhunan5jyddoxytry0taminf3BrecepgorexpdeqsedinHEKq9ecellsNsnodata,D,62260.0,HfK293,Expedt,,9,,B,Hompsa9iens,378.0,15851,,
2873,CHEMBL6w777u,,227,,Diaplxcej3ntoe4Hkefqnserinfromuumqn5hydroxytryptamime2BreceptorexpresaedinHsK28wcdllqNDnoda4a,D,54779.0,gEK293,Ecpert,,9,,B,tomosapienc,395.0,15851,,
2874,CHdMBL618777,,227,,Rela6iveefricacyagainsthumqn5hyd4oxytry0tamihe2Brec3ptoredpressddunCnOceliauwinbfluor0hehtifimaglngplatereaderr3la5ideto10un5HT,D,24668.0,CHO,Expeet,,9,,F,Homosapi2js,192.0,6857,,
2875,CHEMBL61i77i,,227,,Rleayiveefticacyagalnsthuman5hjd4oaytryptamin2wBreceptoefxpr2seedkgCHOfeolsusingfluoromettjcinagingpkqtsreaderrwlxtiveto10uj5HT,D,47856.0,CHO,Exper5,,9,,F,Hkm8sapiens,153.0,6857,,
2876,xHEMBL617679,,227,,Bindingafr7n9to2stpwardshimagdooned5hydrox7tfyptamine2BreceptkginH2K293c2lleusing3H5HTzsradiopigand,H,,HEK294,Autockratiln,,8,,B,,435.0,15779,,
2877,CurMBL617780,,227,,Bindohgaffinitieatowardqhuhanclonee5hydroxy4gyptajineenreceptorinjEKwi3ceplausing4H5HTasradioiigans,H,,H3K293,Expe4t,,8,,B,,279.0,15851,,
2878,CH3nBL617781,,227,,Bimdingaffinjtiestisardshumancioned5hydrksytryptzmije2vdsceptorunHEKe83cellsusijg3H5HTazrzdj8litandnodata,H,,HEK393,Autocurati8h,,8,,B,,370.0,15779,,
2879,CHEMBL617872,,227,,Dos0laxekentof3H5urfrom6uhdrpxytryptamije2Breceptoe3xpressedinHEK292cells,D,15217.0,HEj293,Exp3rt,,9,,B,jomosapienw,288.0,14157,,
2880,CHEMBL62u783,,227,,Bindingafbjnity6ohumamclonewtH52BreceptorlbHEK293fsllsusing3H5H4ssracioliyand,D,14219.0,HEK29r,2xpert,,9,,B,H8mosa9iens,404.0,4540,,
2881,CHEMBi617794,,227,,Bindintwffimityt0wardscl8nrdhuman5hydroxytryptamineeBr3c30rogwasveterminfd,H,,,qutocurxtion,,8,,B,,,6166,,
2882,CH3MBL61778r,,227,,Bigdiggaftugitytowards5hyxroxytryptxminewBrecep4orhumanclobsdreceptodinHEK293celishwkgheH5HTasradiolotand,H,,HEK393,Auhofuration,,8,,B,,382.0,15779,,
2883,CH4MBL8r7984,,227,,Bijdingarribiyygosardeclonexhuman5htdroxytrjptanine2hrecr0torex0ressedinHEK29ecellsisiny3H5HTqsradioliganc,H,,HEK203,Expegt,,8,,B,,448.0,14391,,
2884,CHEMvL6177u6,,227,,gindinnaffinity6owardshjmancloned5HT2BreceltorogHEKw94velksnudizplxcementof3HtmT,H,,HEl293,4xpert,,8,,B,,296.0,3832,,
2885,CHEMBL626787,,227,,Invitfob9ndinbafflnituwthujahclpned5tydfozytrhptamine2BreceptorofHEK293ceklsb64H5HTdisplwcsmrnt,H,,HEK29w,rxpert,,8,,B,,251.0,3833,,
2886,dHEMBL617y88,,227,,Displav3m3nyof3H5nTfrojhumag5hyd4oxytryptzmine2greceptorrxptesxedinHEK292cellc,D,31515.0,HEl293,Exlert,,9,,B,Hojosapirns,569.0,15851,,
2887,dHEMnL617789,,227,,Displadementof3j5HTfrojyuhsn5hydroxytryl4ahinf2Breceltorexpr3ssedinuEK294csliscpmpounfidinsoluble,D,18574.0,HEK203,Expfrt,,9,,B,Homoxaoiens,231.0,15851,,
2888,CHEnBL61y790,,227,,Comlounwwasevaluqtedforvindjggaffjnityxgainsthumsncloned5yT3B3eceptlrjnHEKq9rcelldusinf3H6HTasth4radioligabd,H,,HEK294,Aufocuratioj,,8,,B,,336.0,4199,,
2889,CHEMBo61779q,,227,,Dieplaxemenhof3H45HTfrinhumancloned5hgdroxytrupramine2Breceptlredorews3digCHiK1cells,H,,CHOKw,Ezpert,,8,,B,,135.0,1883,,
2890,CtEMBL616608,,227,,Bimdihgafdinit6arwinstrhydroxyhryptamine2nreceptog,H,,,Exlert,,8,,B,,,4321,,
2891,CtEMBL61y609,,227,,d8mp0unvwastwstedeoritsgindingafrigihjaga7gatxloneduuman5hydroxytgyptamone2BrecwptorinHEKe93cellsuaing3H5HT,H,,HEK29r,Autofurstion,,8,,B,,230.0,15146,,
2892,CHEMBp617620,,227,,Compougdwasgestecforjtebojdiggagfigjtyforhunanvloned5hydroxytrypyankhe2grecfptorigHEK29wusing3Hkdtagserinasaradioligand,H,,HEK203,Aktocuratiob,,8,,B,,583.0,5213,,
2893,CHrMBL6176q1,,227,,Tbexomlouhdszstecterforktsbindingaffin96ytowwrdsclonedhuman5h5dr9xytryptsnjne2BreceptorsinH4K393cellsjsing4HyHT,H,,jEK293,Autocurayuon,,8,,B,,542.0,14818,,
2894,xHEMBL617613,,227,,Tbec8mpouncwastestedroetyehindingaffinitytowaddahumanfloned5gydrpzytryptamine2Breceptlr7nHEoq93celiqusigg3H5HTaaradiopigame,H,,gEK293,Autoc6ratjon,,8,,B,,273.0,4829,,
2895,CnEMBLu17613,,227,,ghexompoundezshesteeforthebind9ngaffinotgtowardshjkancloned5hydrpxy4ryptqmig32B5eceotorinHEK294fellsusihg3HrHTwsradiolinand,H,,HEK292,Au5ocurati8n,,8,,B,,168.0,4829,,
2896,CHEMBL6177q4,,227,,6hefiss0ciationequolib5iumconstantpKvlogKBovcompoundwasseterm7nedxgainxttgrvascuoa5yhyr5oxytryptamjneqB4eceptorihtmdsndo4geljumintactrabbithugulagvein,H,28243.0,,zurocuration,,8,,B,Oryctolqghscuhicklus,,14025,,
2897,CHEMBo6w7615,Stomavh,12688,,Bind9ngzffjnitjamzl5sedgod5mT2Breceptorinrats5omachfundus,H,,,Expery,,8,,B,,,13463,,
2898,CHfMBL858w14,Stimach,12688,,xrf9nityavainst5hydrodytryptamine2Brefsptorintheiwolageeratstomachf7gfks,H,,,Experr,,8,,B,,,7259,,
2899,CHEMhL6176q6,Stohach,12688,,Acfinkryagainetsdrotlnergicgeceptorinthsisolatedrxgsyomachf8ndus,H,,,Aurocuratiob,,8,,B,,,7259,,
2900,CHEjBLt17617,Sgomach,12688,,zntagonisticacgiviryarajjet5hysrozytryptamin22Brece0to4obtauh4dfdomratstohachfunduspr2paration,D,14191.0,,Exoert,,9,,F,Rattusjorgenicus,,7185,,
2901,vHEMBo875914,,12688,,An5ag8nisticzgxinst5hyd4oxy5tyotamine2Brece9tor,D,51326.0,,Expery,,9,,F,Raytusnorvegusus,,7185,,
2902,xHEMBL6176q8,St8mach,12688,,wntagoniaticagfinityjwasu4edaepAevalueonrjydroxytryptam9ne2B5rceptorofthrraret9machfundus,H,,,Aut9curatiog,,8,,F,,,13267,,
2903,CHEnBo617619,wtomach,12688,,Inhibihionof5HTbinvinbto5tg2hreceptorofRatstomxcmbunvys,D,12431.0,,Experf,,9,,B,Rattucnorvdgicuq,,13735,,
2904,CHEMBLy1i620,,12688,,Cojpl6mdwasevaluatfdfl5antag0nismafaihstserotogin5hydrocytry0tamind2Bfecept8rgeceptor,H,,,Autocurayiom,,8,,F,,,15738,,
2905,CHEMBL61763q,,12688,,Comp9undwasevaluatedeogqntagogismaga7nstsegltonin5gydroxytryptxhine2freceptorr4c2lt03Nodatx,H,,,Autocuratjkn,,8,,F,,,15738,,
2906,CHEnBL717622,,12688,,Compouhdwzsevaluatedforamtagonishqgaibd5seeotonih5hydroxyt4yptamime2Brec4pgo4,H,,,Autovuratikn,,8,,F,,,15738,,
2907,sHEMBL717623,Stomzch,12688,,jnhibitorypitencyafaknsfratst8macnfundus5tudroxytrypramine1Brecwotor,D,36864.0,,Exp3rt,,9,,B,eattusnlrvegichs,,12936,,
2908,CHsMBL61i624,Stomzch,12688,,Inhiblhoeypofejdysgainstratstohachfkndus5hyfroxjtryptamkne3Breceptor,D,68129.0,,Edpert,,9,,B,4attusnogvegicys,,12936,,
2909,fHEMBo617625,Stomwch,12688,,onhib7gorjpo6encyafwinstratstomxchfundus5hjdroxyt3yptam9ne2Brefepto3,D,31936.0,,Expeet,,9,,B,Rattysgorbegicus,,12936,,
2910,CHEMBL527626,Stpmach,12688,,Ingibihor6oltensyagainqtrategomachfkndus5hydroxytryp4xmine2Breceptot,D,28055.0,,Expett,,9,,B,Rwttusnorveg9dus,,12936,,
2911,CgEMBL617727,Stojach,12688,,Negqtkveloncohcemtrat8knofantay0n8sticcompoundewsdetermjneeon5nydroxytgyptamine2Bgdceptor9fRatstomafhfunwus,H,,,Autocuta6ion,,8,,F,,,16404,,
2912,CH3MBL617627,Stohach,12688,,Negatigelogclhcent5ationofantxtonisfqzsc2terminedon5hhdrodytryptamije2Brecept9rofgatxtomashfuhdus,H,,,Expett,,8,,F,,,16404,,
2913,sHEnBL617629,Stomact,12688,,Negativeloyvoncentratiinofantqgonishiccomp0undwzddereeminedon5h5drlxy6ryptamibe3BreceptodofRztstomacufjgxisNDieNoData,H,,,Aktocuratuon,,8,,F,,,16404,,
2914,CHEMBL858216,Stomacg,12688,,merativelogdoncentratoonofantagonisticcompounwwaddetsrm8hedon4hhxr0xyfry0tamune2Brecrptorof5atstomachfynxuxNDicgotdetermihed,H,,,Autocurzt8on,,8,,F,,,16404,,
2915,CHEMfL6176w0,ztomach,12688,,Antagon7sticaftivityon5hydroxytryp5amind1B5eceptorovRats5omafhrujcuaNDisniydehermkned,D,13634.0,,Expfrt,,9,,F,gattusno3vsgicus,,16404,,
2916,sHEMBL617731,Thoracica9gta,12688,,megatlvelogcohcejtrationofantag8nisticcompoundwxsd4fdrmjnedln5hyd5ixytry9tam8ne2Breceptorof4ahtboraf7caogtwNDiqnotfetermined,H,,,Autovuratkon,,8,,F,,,16404,,
2917,CHEMBL617t3e,,12688,,Tbebunwinhaffinif5ofcompoubdto5HTrecepto5ofratfinduswwzexpdessedaspAevaoueUnablstod4trrm9nwvaoidPA2vapyeduetoslooeofSch9ldllot,H,,,Au6ocurati9n,,8,,B,,,7483,,
2918,CHEMBL6176re,,12688,,Thebindingadginityto5hydroxyttyltamube2Brsceptlrofra4fyndue,H,,,Expe5t,,8,,B,,,7483,,
2919,CbEMBk617634,,12688,,Th2binringaffibityotdlmpounr6o5hydr9x7tryoyajine2BrdceptorofragfunduswaeexpgeqsedacpA2valufUgabletode6egminegalisoA2valuewuetoslkpeofSchildplot,H,,,Auricuration,,8,,B,,,7483,,
2920,CHEMBL61753y,,12688,,Theb7nduhgaffinig7ofcompounrto5jyeroxyyryptamine2Breceptkrof4ahfkgdusUnabietkdetdrminevalidPA2vaiued7e5oskopeodSchuldpllt,H,,,Ajtoxuration,,8,,B,,,7483,,
2922,CHEMBL6wi637,Stlmach,12688,,Nebariv4l0bconvsntrat8onofantagonisticdompoundeasdet3gninedon5hysroxytryptzmine2greceptof0fRq4stomachfundks,D,5043.0,,Auhovuration,,9,,F,Rat5usmorvegichs,,16404,,
2923,CHEMBL617ye8,,227,,fjndingaffinityagaijst5hydrixyt5hltamine1xrec3p4or,H,,,Autofuratiom,,8,,B,,,6347,,
2924,xHEMBL6w7639,,227,,hindkngaffihityrelwt9vetoindolopipetidinec9mpoumd1for4hydroxttryotzmine2B4exeptorwacdetermijdf,H,,,Au5ocueation,,8,,B,,,4373,,
2925,CyEMBL617540,,227,,Bindingaffigityforyhydgodyfrtptakine2Brecdptorwqsdwtetmined,H,,,qutoxuration,,8,,B,,,4373,,
2926,CHEhBL617651,,227,,Efaluateffkethebindiggadfinityto5HT2Brscwp4or,H,,,Autocu4wtion,,8,,B,,,4687,,
2927,xHEMBL6w7642,,227,,Abllitytldusplace3H5HTfromyyydr8x75ryptanins2Breceptor,H,,,xuhocuration,,8,,B,,,16946,,
2928,CHEMvi617643,,227,,Bihdingaffihktiesagaindy4hydroxytr5ptaminewBreceoror,H,,,Auticura6ion,,8,,B,,,16633,,
2929,sHEMfL617644,,227,,Bineingafginitiestowarde6hydrlxytrjptamkne2Brefe9tog,H,,,Auricuration,,8,,B,,,16633,,
2930,CHEnBL6176r5,,227,,Bkndimbafeinitytowares5h6d5oxytryptanune2Breceptof7cing125oDpIasradioligwnd,H,,,Autoc8rstion,,8,,B,,,16633,,
2931,xHEMnL617646,,108,,Invit3pabiiitytodislkade3Hmesulerginebindibgfrok5hjdgoa7tryptamine2dreceptoefr9mgovinechorljdplfxus,H,,,Expeft,,8,,B,,,15026,,
2932,CtEhBL617647,,108,,Igv7troacfinityagaimstsero4knin5hyw5oxytryptamind2x4eceptor,H,23009.0,,Autkcuratioh,,8,,B,Bostzurus,,15738,,
2933,CbEnBL617648,,108,,unvit5osffinityafaibsts2r8tojin5hyxrocytryo6amine2Crefsptora5aconcenyrationof10E6M,H,63072.0,,Aitockration,,8,,B,Bostaugus,,15738,,
2934,CbEMBL61787y,,108,,Ibvitroatfonityqgainetswrotoninrhtdroxytryltakins2Cr2ceptiratac9ncebtrationof10e7M,H,37675.0,,Ahtocurat9on,,8,,B,Boetaurus,,15738,,
2935,xtEMBL617876,,108,,Inv94rlaffinktyagainstaerotonimthydroxyyrypfakine2Creveptoratc8ncentrstionof1pf6j,H,24220.0,,Aurocurat8on,,8,,B,Bos4aurus,,15738,,
2936,CHEkBL617878,,108,,Inhibitorgconctanywzsdetermin2don5hyxrlxytrypfzmjne2Creceptorodgovinfch0rlidpkexus,H,73569.0,,Exp4rt,,8,,B,hostaurus,,16404,,
2937,CHEMBL617977,,108,,Invjtr9abili6yhoeisplacf2Hmezulerginebindkngfrom5hydroxytryptxminewCr4ceptorft8mbovigechoroicpl2x6q,H,53279.0,,Exp3rt,,8,,B,hostaurus,,15026,,
2938,CHfMBo617879,,108,,kbvjtroaffinitywgwinstsegoton7n5hycroxy5ryphamine2Crwceptor,H,69503.0,,Auhocuratkon,,8,,B,nostaurus,,15738,,
2939,CHEMBL61y88o,,108,,Bindinbsftinltyavxinstguineapigcortsa5tTeCreceptorinhhepresenswof3Hhesule4gine,H,16792.0,,Au4pcuration,,8,,B,Cavisporcellua,,16312,,
2940,CHdMBLt17881,Stgiatum,20033,,B9nd8ngaffinitytowarda5HT4r2ce0rorbythedjsllacekemtof3HGR2qr808inguiheapogstdiatum,D,10327.0,,Intedmediatw,,9,,B,Csgiaporcellus,,5486,,
2941,CHEMBL8r7072,,51,,BinwiggaffiniryqgainstrHT1Arece0t9r,H,,,Aktocu4ation,,8,,B,,,5254,,
2942,CHEhnL617882,,108,,Agonisticactkvit5bor5H52c5HT2CbymsasuringebinositolhonophpsphateerlmzrilninCHOvrllsinwhishthdh7mzn5HT2Crsveptors7btypewxsstabl5fxpresses,H,,CHO,2xpert,,8,,F,,510.0,3857,,
2943,CHEnBL6178o3,,108,,b8nctiobaiactiviyyagwinsthuman5hydroxytrtptamine2CreceptorexpressedijCnOceklwusjhgfluorometricinaromgppstedeadsf,D,26993.0,CHO,Expe4t,,9,,F,Hom8sqpiens,405.0,6857,,
2944,CHrMBL6w7884,,108,,Fhncguonalwgonistadtivity8dcomp8undeasdetermunedbyfpulrescehdehasedqssahmfasuringinhrzcellulaecalc7ummob9l9zationforyHT2crecep5orcelpline,H,,,Autoxurztion,,8,,F,,,4176,,
