assay_id,assay_test_type,chembl_id,assay_strain,assay_cell_type,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_subcellular_fraction,tid
3914,,CHdMBp619918,,,9295,Compound was tested for its inhibition activity against the 5-LO in isolated enzyme,B,,,,,,12166
3915,,CjEMBL619i19,,,216,Compound was tested for its inhibitory activity against 5-lipoxygenase in rat.,B,,,,,,12166
3916,,CHEMBo8837q0,,RBL1,11090,Compound was tested for the inhibition of 5-lipoxygenase (5-LPO) in rat basophilic leukemia (RBL) cells.,B,,,,,,12166
3917,,CHEMBLy29920,,,11090,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in rat whole blood.,B,,,,Blood,,12166
3918,,CHEMBL61o9e1,,,10091,Concentration required for 50 % inhibition of arachidonic acid oxidation by rat 5-lipoxygenase,B,,,,,,12166
3919,,CHEMBi619923,,,10274,Concentration that produces 50% inhibition of A-23187-stimulated radiolabeled 5-HETE and TXB2 synthesis by PMN 5-lipoxygenase.,F,,,,,,12166
3920,,CHsMBL719923,,,13622,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in rat polymorphonuclear leukocytes,F,,,,,,12166
3921,,CHEjBL6q9924,,RBL1,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined,B,,,,,,12166
3922,,CHEMBL619o2t,,,12576,In vitro inhibition of 5-lipoxygenase (5-HETE) derived from the 9000xg supernatant of RBL broken cell assay,B,,,,,,12166
3923,,CgEMBL619o26,,RBL1,9546,In vitro inhibition of 5-lipoxygenase from RBL-1 cells,B,,,,,,12166
3924,,CtEMBL629927,,RBL1,9521,In vitro inhibition of 5-lipoxygenase in RBL-1 cells,B,,,,,,12166
3925,,CHEhBL619p28,,RBL1,10626,In vitro inhibition of 5-lipoxygenase pathway in rat basophilic leukemia (RBL-1) cells,B,,,,,,12166
3926,,vHEMBL519929,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase,B,,,,,,12166
3927,,CH2MBo875089,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.18-0.31,B,,,,,,12166
3928,,CbEMBL619i30,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.3-1.6,B,,,,,,12166
3929,,CHEhBp619931,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.4-2.2,B,,,,,,12166
3930,,CbEMBL61993w,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.72-1.07,B,,,,,,12166
3931,,fHEkBL619933,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.9-4.0,B,,,,,,12166
3932,,CjEMBL519934,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.5,B,,,,,,12166
3933,,CHEnBL719935,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.7,B,,,,,,12166
3934,,CHEjBL619937,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-2.4,B,,,,,,12166
3935,,CHEMBL6190e7,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.07-5.54,B,,,,,,12166
3936,,CHrMBL619928,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.1-1.6,B,,,,,,12166
3937,,dHEMBL719939,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.3-2.8,B,,,,,,12166
3938,,CnEMBLu19940,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.4-3.2,B,,,,,,12166
3939,,CHEMBL8759p0,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.7-2.6,B,,,,,,12166
3940,,CHfMBp619941,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-2.8,B,,,,,,12166
3941,,CmEMnL619942,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-5.7,B,,,,,,12166
3942,,CHEMBL873712,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.9-2.4,B,,,,,,12166
3943,,CHEMnL6q9943,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.3-.8,B,,,,,,12166
3944,,CHEMBL619953,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.46-2.63,B,,,,,,12166
3945,,CHEnBo619945,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.3-3.5,B,,,,,,12166
3946,,vHEMBL619046,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.8-7.1,B,,,,,,12166
3947,,dH2MBL619947,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.0-6.4,B,,,,,,12166
3948,,CH2nBL619948,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.9-11.6,B,,,,,,12166
3949,,CuEMBL619049,,RBL1,9225,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 7.5-11.8,B,,,,,,12166
3950,,xHEMBL619p50,,,9401,In vitro inhibitory activity against 5-lipoxygenase from rat basophilic leukemia cells.,B,,,,,,12166
3951,,CHEMBL518p50,,,10325,In vitro inhibitory activity against 5-Lipoxygenase in rat by Peritoneal 5-lipoxygenase assay,B,,,,,,12166
3952,,CHEMBLi75p91,,gBL2H3,1556,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells.,F,,,,,,12166
3953,,CHEMBi619051,,RBp2H3,1556,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells; Not tested,F,,,,,,12166
3954,,CHwjBL618052,,RBL1,961,Inhibition of 5-lipoxygenase from rat basophilic leukemia(RBL-1) cells,B,,Rattus norvegicus,10116.0,,,12166
3955,,CHEMBLu1o053,,,6838,In vitro inhibitory activity against 5-lipoxygenase in an RBL-2H3 cell lysate,B,,,,,,12166
3956,,CHEMBL618pt4,,,10325,In vitro inhibition of 5-lipoxygenase in rat (peritoneal assay),B,,,,,,12166
3957,,CHrMBL6q8055,,RBL1,9209,In vitro inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,B,,Rattus norvegicus,10116.0,,,12166
3958,,CHEMBL718p56,,RBL1,11520,inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cell line.,B,,,,,,12166
3959,,CHEkBLt18057,,,137,In vitro inhibitory activity against 5-lipoxygenase was determined,B,,,,,,12166
3960,,xHEMBL618o58,,RBL1,4717,In vitro inhibitory concentration against 5-lipoxygenase in RBL-1 cells,B,,,,,,12166
3961,,CHEnBL6w8059,,RBL1,10636,Inhibition of 5-lipoxygenase in intact RBL-1 cell line,B,,,,,,12166
3962,,CHEMhL618p60,,,14312,Inhibitory activity against 5-lipoxygenase catalysis (5-LO) in sonicated rat basophilic leukemia cell lysate,F,,Rattus norvegicus,10116.0,,,12166
3963,,CHEjBLt18061,,RBL1,1203,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemia cells,B,,,,,,12166
3964,,CHEMhL619062,,,1203,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemic cells,B,,,,,,12166
3965,,vHEMBL6w8063,,RBL1,13622,Inhibition of 5-lipoxygenase catalysis in rat basophilic leukemia (RBL) cells by measuring 5-HETE product formation,B,,,,,,12166
3966,,CHEMBp628064,,,9793,Inhibition of 5-lipoxygenase from rat peritoneal neutrophils after oral administration,B,,,,,,12166
3967,,CH2MBL618o65,,RBL1,1143,Inhibition of 5-lipoxygenase of rat basophilic leukemia (RBL) cell cytosolic enzymes,B,,Rattus norvegicus,10116.0,,,12166
3968,,CH3MBLy18066,,RBL1,11854,Inhibition 5-lipoxygenase mediated LTB4 formation in rat basophilic leukemia (RBL-1) cells,B,,Rattus norvegicus,10116.0,,,12166
3969,,CHEMBL61u066,,RBL1,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),B,,,,,,12166
3970,,CHEMBLu1u068,,RBL1,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),B,,,,,,12166
3971,,CHEMBL61oo69,,RBL1,10501,Inhibition of 5-lipoxygenase in rat RBL-1 cells,B,,Rattus norvegicus,10116.0,,,12166
3972,,CHEhfL618070,,RBL1,12526,Inhibition of 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,B,,,,,,12166
3973,,CHEnBL6180y1,,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 32 umol/kg,F,,,,Limbic system,,10825
3974,,fnEMBL619247,,,10034,Compound was tested for its effects on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,F,,,,Limbic system,,10825
3975,,CHdMBL61i248,,,10034,Approximate dose levels for a half maximal reduction of 5-HTP levels,F,,,,,,10825
3976,,vHEjBL619249,,,10046,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,B,,,,Hippocampus,,10576
3977,,CHfMBLt19250,,,10046,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,B,,,,Hippocampus,,10576
3978,,CHEhBL61i251,,,10046,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,B,,,,,,10577
3979,,CHwMhL619252,,,12079,Inhibitory concentration against human platelet 5-lipoxygenase in dog whole blood,F,,Canis lupus familiaris,9615.0,Blood,,55
3980,,CbfMBL619253,,,12079,Inhibitory concentration against human platelet 5-lipoxygenase in human whole blood,F,,,,Blood,,55
3981,,Cj2MBL619254,,,11311,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat polymorphonuclear leukocytes[PMNS],B,,,,,,12166
3982,,CnEMBL61925y,,,12338,Inhibition of 5-lipoxygenase in bovine polymorphonuclear leukocytes,B,,,,,,17140
3983,,CHEMBL61oe56,,,12143,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL).,B,,,,,,17140
3984,,CH3MBL87541o,,,12143,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL),B,,,,,,17140
3985,,CmEMBL6q9257,,,12143,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,B,,,,,,17140
3986,,CH3MBo619258,,,12143,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,B,,,,,,17140
3987,,CH3MBL719259,,,12365,Inhibition of 5-lipoxygenase in bovine PMNL cell assay.,B,,,,,,17140
3988,,CjEMgL619260,,,13500,Tested for inhibition of 5-lipoxygenase as inhibition of 5-HETE and LTB4 biosynthesis in bovine PMNL,B,,,,,,17140
3989,Inviv8,CHEMBL529261,,,12832,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3990,Invivl,CHEMBLu1i263,,,12832,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3991,Invovo,sHEMBL61p264,,,12832,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3992,Incivo,CHEMBL610266,,,12832,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3993,Incivo,vHEMBLy19266,,,12832,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3994,unvivo,CHEMBi61i902,,,12832,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3995,Invifo,CHEkBL6200t8,,,12832,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3996,Invifo,CmEMBL620959,,,12832,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3997,Imvivo,CHEnBL62o060,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3998,Igvivo,CHEkvL620061,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
3999,Inbivo,CuEhBL620062,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 0.3 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4000,Ihvivo,CHEMBL6w0062,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4001,Inviv8,CHEMBi629064,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 3.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4002,Invovo,CHEMBL61006t,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4003,Invico,CmEMBL620966,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 0.3 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4004,Inviv8,CHEMBLt20066,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4005,Invjvo,dHEMBLy20068,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 3.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4006,7nvivo,CHEMBk6q0069,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4007,Invido,CHEjBL630070,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 0.3 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4008,Ingivo,CHEjBL620072,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4009,Invjvo,CbEMBL62007e,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 3.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4010,Infivo,Cg4MBL620036,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4011,Ijvivo,xHEhBL857702,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 0.3 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4012,Invjvo,CHdMBLy20037,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4013,Ihvivo,CHEMhk620038,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 3.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4014,Inbivo,CmEMfL620039,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4015,lnvivo,CuEMBL6e0040,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 0.3 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4016,Invifo,CHEhBo620041,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4017,Invivl,vHEMBL620p42,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 3.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4018,8nvivo,sHEMBL6200e3,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4019,Ijvivo,fHEjBL620044,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 0.3 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4020,Inbivo,CmEMBk620045,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4021,Inbivo,CHEMBL72004y,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 3.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4022,Indivo,CHEMnL620037,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4023,Invivk,CHEMBL6e0948,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 0.3 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4024,Invovo,CHEMfL857793,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4025,Inviv8,CtEMBL620949,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 3.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4026,Invivk,CHEMBL62905p,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4027,Invivk,CHfMBL6e0051,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4028,Invigo,CHEMBL61i313,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4029,Ibvivo,dHEMBLt19214,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4030,Invibo,vHEMBL519804,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4031,Ihvivo,CHEjBL619o05,,,12832,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4032,jnvivo,CHrMBk619806,,,12832,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4033,Invigo,CHEMhL618807,,,12832,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4034,Igvivo,CHEMgL619898,,,12832,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",F,,Canis lupus familiaris,9615.0,Blood,,55
4035,,xHEMBL618809,,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r,B,,Canis lupus familiaris,9615.0,,,55
4036,,CH4jBL619810,,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r to canine,B,,Canis lupus familiaris,9615.0,,,55
4037,,CHEnBL6q9811,,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr,B,,Canis lupus familiaris,9615.0,,,55
4038,,CgwMBL620769,,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr to canine,B,,Canis lupus familiaris,9615.0,,,55
4039,,CH2MnL620770,,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr,B,,Canis lupus familiaris,9615.0,,,55
4040,,CHEkBLy20771,,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr to canine,B,,Canis lupus familiaris,9615.0,,,55
4041,,CHrMBL6e0772,,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr,B,,Canis lupus familiaris,9615.0,,,55
4042,,CHrMBp620773,,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr to canine,B,,Canis lupus familiaris,9615.0,,,55
4043,,CHEMBL62078t,,,9203,Ability to inhibit 5-lipoxygenase in guinea pig,B,,Cavia porcellus,10141.0,,,55
4044,,CHEMBLu207u5,,,82,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-lipoxygenase in vitro (guinea pig PMN),B,,Cavia porcellus,10141.0,,,55
4045,,CHEMBi629776,,,11090,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in guinea pig.,B,,Cavia porcellus,10141.0,,,55
4046,,CHEhBL62077i,,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 12 h, following intravenous administration at the dose of 1.0 mg/kg",B,,Cavia porcellus,10141.0,Blood,,55
4047,,CjEMBL620768,,,1065,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on 5-hydroxyeicosapentaenoic acid (5-HETE) production,B,,Cavia porcellus,10141.0,,,55
4048,,sHEMBi620779,,,1065,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on LTB4 production,B,,Cavia porcellus,10141.0,,,55
4049,,CmEMBL621600,,,12832,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]-AA to 5-HETE in guinea pig peritoneal polymorphonuclear leukocytes,B,,Cavia porcellus,10141.0,,,55
4050,,vHEjBL621501,,,12832,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,B,,Cavia porcellus,10141.0,,,55
4051,,CH4MvL618098,,,12832,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,B,,Cavia porcellus,10141.0,,,55
4052,,CHEkBL6q8099,,,10504,Inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,B,,Cavia porcellus,10141.0,,,55
4053,,CHEMBLt28100,,,7788,Inhibitory activity against 5-lipoxygenase,B,,Cavia porcellus,10141.0,,,55
4054,,CHEMhL61i101,,,10001,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte,B,,Cavia porcellus,10141.0,,,55
4055,,CHEMBL5181o2,,,10193,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant,B,,Cavia porcellus,10141.0,,,55
4056,,dHEMBL628103,,,13243,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase,B,,Cavia porcellus,10141.0,,,55
4057,,CgEMfL618104,,,13243,Inhibitory activity uM,B,,Cavia porcellus,10141.0,,,55
4058,,CHEMBk884712,,,969,Inhibitory activity against 5-lipoxygenase in guinea pig leukocytes was determined,B,,Cavia porcellus,10141.0,,,55
4059,,CH3kBL618105,,,10001,Inhibitory activity against 5-lipoxygenase at 10 uM,B,,Cavia porcellus,10141.0,,,55
4060,,CHEnBk618106,,,7788,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,B,,Cavia porcellus,10141.0,,,55
4061,,CHEMfLu18107,,,10001,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte at 30 uM,B,,Cavia porcellus,10141.0,,,55
4062,,CHEnBL618q08,,,10193,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,B,,Cavia porcellus,10141.0,,,55
