assays_chmbl_d,assays_cnfdnc_scr,assays_cll_d,assays_src_d,assays_ss_strn,assays_ss_ctgr,assays_src_ss_d,assays_ss_tp,assays_ss_d,assays_crtd_b,assays_b_frmt,assays_tss_d,assays_rltnshp_tp,assays_ss_rgnsm,assays_ss_tss,assays_ss_tx_d,assays_ss_cll_tp,assays_ss_tst_tp,assays_vrnt_d,assays_dc_d,assays_td,assays_ss_sbclllr_frctn,assays_dscrptn
CHEMBL628150,1,,1,,,,A,12140,Intermediate,BAO_0000218,1969.0,N,Canis lupus familiaris,Plasma,9615.0,,,,17248,50588,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 1
CHEMBL628318,1,,1,,,,A,12141,Intermediate,BAO_0000218,1969.0,N,Canis lupus familiaris,Plasma,9615.0,,,,17248,50588,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 2
CHEMBL628319,1,,1,,,,A,12142,Intermediate,BAO_0000218,1969.0,N,Canis lupus familiaris,Plasma,9615.0,,,,17248,50588,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg); Not applicable
CHEMBL875609,1,,1,,,,A,12143,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,,,15592,50588,,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )"
CHEMBL628320,0,,1,,,,A,12144,Autocuration,BAO_0000019,,U,,,,,,,7040,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10
CHEMBL628321,0,,1,,,,A,12145,Autocuration,BAO_0000019,,U,,,,,,,7040,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10.5
CHEMBL628322,0,,1,,,,A,12146,Autocuration,BAO_0000019,,U,,,,,,,7040,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 6.8
CHEMBL628323,0,,1,,,,A,12147,Autocuration,BAO_0000019,,U,,,,,,,7040,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.2
CHEMBL628324,0,,1,,,,A,12148,Autocuration,BAO_0000019,,U,,,,,,,7040,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.6
CHEMBL628325,0,,1,,,,A,12149,Autocuration,BAO_0000019,,U,,,,,,,7040,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 8.2
CHEMBL628326,0,,1,,,,A,12150,Autocuration,BAO_0000019,,U,,,,,,,7040,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 9.6
CHEMBL628327,1,,1,,,,A,12151,Intermediate,BAO_0000218,1236.0,N,Canis lupus familiaris,Adrenal medulla,9615.0,,,,9614,50588,,"Concentration of compound in adrenal medulla of dog 2, after administering intravenously"
CHEMBL628328,1,,1,,,,A,12152,Intermediate,BAO_0000218,1236.0,N,Canis lupus familiaris,Adrenal medulla,9615.0,,,,9614,50588,,"Concentration of compound in adrenal medulla of dog1, after administering intravenously"
CHEMBL628329,1,,1,,,,A,12153,Intermediate,BAO_0000218,178.0,N,Canis lupus familiaris,Blood,9615.0,,,,9614,50588,,"Concentration of compound in blood of dog 1, after administering intravenously"
CHEMBL628330,1,,1,,,,A,12154,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration.; dose/g, range 0.23-0.29"
CHEMBL628331,1,,1,,,,A,12155,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.22-0.30"
CHEMBL628332,1,,1,,,,A,12156,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.55-0.71"
CHEMBL628333,1,,1,,,,A,12157,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.57-0.72"
CHEMBL628334,1,,1,,,,A,12158,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 1.51-2.23"
CHEMBL628335,1,,1,,,,A,12159,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 2.30-3.12"
CHEMBL628336,1,,1,,,,A,12160,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 0.93-1.20"
CHEMBL628337,1,,1,,,,A,12161,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.04-2.56"
CHEMBL628338,1,,1,,,,A,12162,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.06-1.70"
CHEMBL875610,1,,1,,,,A,12163,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.26-2.45"
CHEMBL628339,1,,1,,,,A,12164,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 3.12-4.56"
CHEMBL628340,1,,1,,,,A,12165,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 4.12-6.30"
CHEMBL628341,1,,1,,,,A,12166,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.14-0.19"
CHEMBL622214,1,,1,,,,A,12167,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.15-0.19"
CHEMBL623167,1,,1,,,,A,12168,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.24-0.30"
CHEMBL623168,1,,1,,,,A,12169,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.44-0.54"
CHEMBL623169,1,,1,,,,A,12170,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.73-1.19"
CHEMBL623170,1,,1,,,,A,12171,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 1.08-2.31"
CHEMBL627224,1,,1,,,,A,12172,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration.; dose/g, range 0.34-0.47"
CHEMBL875634,1,,1,,,,A,12173,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.83-1.21"
CHEMBL627225,1,,1,,,,A,12174,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.91-1.74"
CHEMBL627226,1,,1,,,,A,12175,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.99-1.23"
CHEMBL626083,1,,1,,,,A,12176,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.07-1.30"
CHEMBL626084,1,,1,,,,A,12177,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.12-1.39"
CHEMBL626085,1,,1,,,,A,12178,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.51-0.66"
CHEMBL626086,1,,1,,,,A,12179,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.95-1.49"
CHEMBL626087,1,,1,,,,A,12180,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.96-1.35"
CHEMBL626088,1,,1,,,,A,12181,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.18-1.44"
CHEMBL626089,1,,1,,,,A,12182,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.20-1.52"
CHEMBL626090,1,,1,,,,A,12183,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.41-2.17"
CHEMBL626091,1,,1,,,,A,12184,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.28-0.33"
CHEMBL626092,1,,1,,,,A,12185,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.81-1.13"
CHEMBL626093,1,,1,,,,A,12186,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.83-2.11"
CHEMBL626094,1,,1,,,,A,12187,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.94-1.36"
CHEMBL626095,1,,1,,,,A,12188,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.97-1.54"
CHEMBL626096,1,,1,,,,A,12189,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,8608,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 1.07-1.26"
CHEMBL626097,0,,1,,,,A,12190,Autocuration,BAO_0000218,,U,Simiiformes,,314293.0,,,,15604,22224,,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey
CHEMBL626098,1,,1,,,,A,12191,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15604,50597,,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat
CHEMBL626099,0,,1,,,,A,12192,Autocuration,BAO_0000218,1969.0,U,,Plasma,,,,,1806,22224,,compound was evaluated for area under the plasma concentration vs. time curve at different dose 27.5 mg/kg DMP323 equiv
CHEMBL626100,0,,1,,,,A,12193,Autocuration,BAO_0000218,1969.0,U,,Plasma,,,,,1806,22224,,compound was evaluated for area under the plasma concentration vs. time curve at different dose 7.7 mg/kg DMP323 equiv
CHEMBL626101,1,,1,,,,A,12194,Intermediate,BAO_0000218,1969.0,N,Canis lupus familiaris,Plasma,9615.0,,,,17237,50588,,AUC 0-inf in dog
CHEMBL626102,1,,1,,,,A,12195,Intermediate,BAO_0000218,1969.0,N,Cavia porcellus,Plasma,10141.0,,,,17237,50512,,AUC 0-inf in guinea pig
CHEMBL626103,1,,1,,,,A,12196,Intermediate,BAO_0000218,1969.0,N,Canis lupus familiaris,Plasma,9615.0,,,,17237,50588,,AUC 0-t in dog
CHEMBL628391,1,,1,,,,A,12197,Intermediate,BAO_0000218,1969.0,N,Cavia porcellus,Plasma,10141.0,,,,17237,50512,,AUC 0-t in guinea pig
CHEMBL628392,1,,1,,,,A,12198,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15194,50597,,The compound was tested for brain to plasma partition in rat
CHEMBL628393,1,,1,,,,A,12199,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15194,50597,,The compound was tested for brain to plasma partition in rat.
CHEMBL628394,0,,1,,,,A,12200,Autocuration,BAO_0000019,178.0,U,,Blood,,,,,8787,22224,,Area under curve was determined for 0-6 hr duration using dihydralazine as reference drug for the peak blood pressure
CHEMBL628395,1,,1,,,,A,12201,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,,,17025,50588,,Area under concentration-time curve of compound was determined in dog at 5 mg/kg intravenously admn.
CHEMBL628396,0,,1,,,,A,12202,Autocuration,BAO_0000218,,U,Simiiformes,,314293.0,,,,17025,22224,,Area under concentration-time curve of compound was determined in monkey at 5 mg/kg intravenously admn.
CHEMBL628397,1,,1,,,,A,12203,Intermediate,BAO_0000218,,N,Oryctolagus cuniculus,,9986.0,,,,17025,50592,,Area under concentration-time curve of compound was determined in rabbit at 5 mg/kg intravenously admn.
CHEMBL628398,1,,1,,,,A,12204,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17025,50597,,Area under concentration-time curve of compound was determined in rat at 5 mg/kg intravenously admn.
CHEMBL628399,1,,1,,,,A,12205,Intermediate,BAO_0000218,,N,Macaca mulatta,,9544.0,,,,4236,50797,,Area under curve obtained at a dose of 10 mg/kg when administered orally to rhesus monkey
CHEMBL628400,1,,1,,,,A,12206,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,,,15343,50588,,The Plasma area under the compound concentration -time curve was measured in dogs after oral administration of 1 mg/kg dose
CHEMBL874907,1,,1,,,,A,12207,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15343,50597,,The Plasma area under the compound concentration -time curve was measured in rats after oral administration of 1 mg/kg dose
CHEMBL628401,0,,1,,,,A,12208,Autocuration,BAO_0000019,,U,,,,,,,17720,22224,,Area under curve of the compound was determined
CHEMBL628402,0,,1,,,,A,12209,Autocuration,BAO_0000218,1969.0,U,Simiiformes,Plasma,314293.0,,,,17788,22224,,AUC in monkeys at a dose of 1 mg/kg
CHEMBL628403,1,,1,,,,A,12210,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17788,50597,,AUC in rats at a dose of 1 mg/kg
CHEMBL628404,0,,1,,,,A,12211,Autocuration,BAO_0000019,,U,,,,,,,8778,22224,,Compound was evaluated for the overall absorbance loss at pH of 2
CHEMBL628405,0,,1,,,,A,12212,Autocuration,BAO_0000019,,U,,,,,,,8778,22224,,Compound was evaluated for the overall absorbance loss at pH of 4
CHEMBL628406,0,,1,,,,A,12213,Autocuration,BAO_0000019,,U,,,,,,,8778,22224,,Compound was evaluated for the overall absorbance loss at pH of 7
CHEMBL628407,1,,1,,,,A,12214,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,2249,50597,,Compound was evaluated for its absorption in the rats
CHEMBL628408,1,,1,,,,A,12215,Intermediate,BAO_0000218,1088.0,N,Rattus norvegicus,Urine,10116.0,,,,8881,50597,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug
CHEMBL629171,1,,1,,,,A,12216,Intermediate,BAO_0000218,1088.0,N,Rattus norvegicus,Urine,10116.0,,,,8881,50597,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight.
CHEMBL629172,1,,1,,,,A,12217,Intermediate,BAO_0000218,1088.0,N,Rattus norvegicus,Urine,10116.0,,,,8881,50597,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug
CHEMBL629173,1,,1,,,,A,12218,Intermediate,BAO_0000218,1088.0,N,Rattus norvegicus,Urine,10116.0,,,,8881,50597,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of per moiety tranexamic acid
CHEMBL629174,1,,1,,,,A,12219,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum
CHEMBL629175,1,,1,,,,A,12220,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 10-17
CHEMBL629176,1,,1,,,,A,12221,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 10-18
CHEMBL629177,1,,1,,,,A,12222,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 10-19
CHEMBL629178,1,,1,,,,A,12223,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 12-15
CHEMBL631869,1,,1,,,,A,12224,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 13-19
CHEMBL631870,1,,1,,,,A,12225,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 14-17
CHEMBL631871,1,,1,,,,A,12226,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 15-18
CHEMBL631872,1,,1,,,,A,12227,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 2-5
CHEMBL875775,0,,1,,,,A,12228,Autocuration,BAO_0000221,2116.0,U,,Ileum,,,,,15286,22224,,In vitro percent permeability into rat ileum; Range is 23-42
CHEMBL631873,1,,1,,,,A,12229,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 28-36
CHEMBL631874,1,,1,,,,A,12230,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 29-35
CHEMBL631875,1,,1,,,,A,12231,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 46-66
CHEMBL631876,1,,1,,,,A,12232,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 50-68
CHEMBL631877,1,,1,,,,A,12233,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; Range is 78-81
CHEMBL631878,1,,1,,,,A,12234,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; insol indicates not soluble in aqueous buffer
CHEMBL631879,1,,1,,,,A,12235,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; nd indicates not detected
CHEMBL631880,1,,1,,,,A,12236,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; nt indicates not detected
CHEMBL631881,1,,1,,,,A,12237,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15286,50597,,In vitro percent permeability into rat ileum; nt indicates not tested
CHEMBL631882,1,,1,,,,A,12238,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13770,50597,,Compound was tested for oral absorption in bile-duct cannulated rats
CHEMBL630749,1,,1,,,,A,12239,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13770,50597,,Compound was tested for oral absorption in bile-duct cannulated rats.
CHEMBL630750,1,,1,,,,A,12240,Intermediate,BAO_0000218,,N,Homo sapiens,,9606.0,,,,5202,50587,,Oral absorption using Caco-2 cell monolayers.
CHEMBL630253,1,,1,,,,A,12241,Intermediate,BAO_0000218,,N,Homo sapiens,,9606.0,,,,14920,50587,,Percent of the drug absorbed after administration to humans was determined
CHEMBL630254,1,,1,,,,A,12242,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,14103,50597,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 120 minutes.
CHEMBL630255,1,,1,,,,A,12243,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,14103,50597,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 15 minutes.
CHEMBL630256,1,,1,,,,A,12244,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,14103,50597,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 180 minutes.
CHEMBL875781,1,,1,,,,A,12245,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,In vivo,,13751,50597,,"Biodistribution inl liver of mature female Dawley rat after 1h, expressed as percent injected dose/g"
CHEMBL630257,1,,1,,,,A,12246,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,In vivo,,13751,50597,,"Biodistribution inl liver of mature female Dawley rat after 30min, expressed as percent injected dose/g"
CHEMBL630258,1,,1,,,,A,12247,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,In vivo,,13751,50597,,"Biodistribution inl liver of mature female Dawley rat after 45min, expressed as percent injected dose/g"
CHEMBL630259,1,,1,,,,A,12248,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15807,50597,,"Distribution of radioactivity in rat blood after 2 minutes of iv administration at the dose of 10.05-0.07 gram of tissue, expressed as percent injected dose per gram of tissue"
CHEMBL630260,1,,1,,,,A,12249,Intermediate,BAO_0000218,2435.0,N,Rattus norvegicus,Striatum,10116.0,,,,15807,50597,,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 1.89-3.73 g of tissue, expressed as percent injected dose per gram of tissue"
CHEMBL630261,1,,1,,,,A,12250,Intermediate,BAO_0000218,2435.0,N,Rattus norvegicus,Striatum,10116.0,,,,15807,50597,,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 3.44-4.80 g of tissue, expressed as percent injected dose per gram of tissue"
CHEMBL630262,1,,1,,,,A,12251,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat and 5-alpha-DHT was reported
CHEMBL630263,1,,1,,,,A,12252,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 1 hour time
CHEMBL630264,1,,1,,,,A,12253,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 2 hours time
CHEMBL630265,1,,1,,,,A,12254,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 0.5 hours time
CHEMBL630266,1,,1,,,,A,12255,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 4 hours time
CHEMBL630267,1,,1,,,,A,12256,Intermediate,BAO_0000218,2113.0,N,Rattus norvegicus,Kidney,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 0.5 hours time
CHEMBL630268,1,,1,,,,A,12257,Intermediate,BAO_0000218,2113.0,N,Rattus norvegicus,Kidney,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 4 hours time
CHEMBL630269,1,,1,,,,A,12258,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 1 hour time
CHEMBL630270,1,,1,,,,A,12259,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 2 hours time
CHEMBL630141,1,,1,,,,A,12260,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 1 hour time
CHEMBL630142,1,,1,,,,A,12261,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 2 hours time
CHEMBL630143,1,,1,,,,A,12262,Intermediate,BAO_0000218,2385.0,N,Rattus norvegicus,Muscle tissue,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 0.5 hours time
CHEMBL630144,1,,1,,,,A,12263,Intermediate,BAO_0000218,2385.0,N,Rattus norvegicus,Muscle tissue,10116.0,,,,14950,50597,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 4 hours time
