assay_id,src_id,assay_cell_type,confidence_score,assay_organism,assay_test_type,assay_category,assay_tax_id,tissue_id,cell_id,description,assay_tissue,variant_id,src_assay_id,assay_subcellular_fraction,bao_format,doc_id,assay_type,assay_strain
3977,1,,8,,,,,1099863.0,,Ijhibiho3tactivotyagsinwt5hyddozytdypfwmlne1Areceptofofratjlppocampaltissueusijg3HOHDPAgasradiolinans,yiopocampus,,,,BwO0090221,10046,B,
3978,1,,8,,,,,,,Inhibit0ryactivityagainst4hufdoxyt5y9tamije2Br3ceptorofrzts4riatalnehbraneh9mog3nateusing3t5gTzshherxdiolinand,,,,,BAO0oo0019,10046,B,
3979,1,,8,Canlzkupusfamil7aris,,,10032.0,10237034.0,,Ighigitodyconfentrationayalnsthukanolatelet5lipoxygsnaz4incogwtolebpood,Bl9od,,,,BAO009o019,12079,F,
3980,1,,8,,,,,2150557.0,,Inuiv7hor6foncentrationsgsinsthumah9lsteoet5lipoxyg2naseinhukanwholeblood,Bpood,,,,gAO000001p,12079,F,
3981,1,,8,,,,,,,ghec0mp0undwast4stedforinhibitorgwctivityahqinst5Lkpocygenwqeinratp9lymorphpnucpezrleukoc5yes9MNS,,,,,nAO0000319,11311,B,
3982,1,,8,,,,,,,Inhibituonoftoipoxyrenaseinbovibepoltmlrphonucldwdoeukocutes,,,,,BAO000031o,12338,B,
3983,1,,8,,,,,,,jnhibltorgactivutyagainst5lipozygwnwseihhibl4ionif5HETEandLTB4bioqynghesiainbobinepoiymor0tonkclearleumoc7tes0MNL,,,,,BAO900021i,12143,B,
3984,1,,8,,,,,,,Inhihitoryxcgivityagains4tlipoxygdnzseinjih7yionot5nETEansLTB4biosynthdsisinblvine0olhmorohojiclearleuuocytesPMNL,,,,,BAO0000220,12143,B,
3985,1,,8,,,,,,,Ibhibitpryaxtivityqgaigsy5lipoxygenase8nhibi48phof5HETEwndLTB4bioeynthesix8nbovinepolymorpnpnidkearleikocytesPhNLat39uM,,,,,BAO00op219,12143,B,
3986,1,,8,,,,,,,onhib9goeyaftivutyagains55lipoxygenaweinhiv858onof4HErEanxLyB3bi0s7nthesisinbovinepolymorphonuclearleukocyt3sPMmLat39un,,,,,BAO00002q0,12143,B,
3987,1,,8,,,,,,,Inhibi4ionof5lipkxgb2naseinbov9nePjNLceikassay,,,,,BAO9000356,12365,B,
3988,1,,8,,,,,,,4estedforinhibitiomoc5lip8xygsnaqeasinhib75konof5HEg4ageLTB4biosynthesisinbovonePnNp,,,,,BAO0o00257,13500,B,
3989,1,,8,Cam8soupusfamil9aris,Infivo,,35850.0,223976.0,,Exvivpinhubih8onof5LOwasdetwrninedbythemras8gementodA23188syjmulatedLTB4product7onindobbloodwt008tfollow8ngintfsfehouxadmihusrtxtionatthedoseof20mgkg,glood,,,,BzO9000218,12832,F,
3990,1,,8,Cqhislupusfamilizrks,Igvivo,,20246.0,2578500.0,,favivounhibitionoftLOswsdrterminedhythemdasurehfntofA23187stimukatedLTB4lrpductiobind9gbloodat025hfillowihgintravehousawj7nistrxt98nattb3dos4of19mgkg,Blpod,,,,BA00900218,12832,F,
3991,1,,8,Canispupusbamii7aris,Ihvivo,,1780.0,4441456.0,,2xvivoinhibiti0nof6L8qasfeterkigwdbythem2asur2mentofA23187st7mula5edLTB5prlvuc5ionindogbl9odato5hfollowingintravrnohdadmjnistrztlonafthfdisfof10mgkg,Boood,,,,BAO00o0219,12832,F,
3992,1,,8,Canoelupusfxmiliaric,Imvivo,,23318.0,5229304.0,,Esvivoinnivuruonob5LOwasdsterm7bddbyttemeasyremenhoeA23187stikulxtedLTB4lroduc5iogindogbllodwt10hfollowunnintravenousadministrat7onxtthrfoseof10mgkt,Boood,,,,BA00000228,12832,F,
3993,1,,8,Cqnialupusfajiliarjs,Inv7vo,,16142.0,2427772.0,,Exbkvoinhobituonof5LOwaxdetermijedbythemeasuremebtofA23187stimula4ddLTB4product90jindovbloodat2tmfollo2inbin4davenousadmih9atrwtoonahrhedosrof10mgmr,flood,,,,BA90900218,12832,F,
3994,1,,8,Csnisiupucfahiliaris,Invico,,31450.0,1602184.0,,rxvivounhibjtionof5LOwasdete3minewfythemewsufemen4kfs13177stimulat2dLTB4productionijs0rblopdat30hfoilowingintravfnluswsmijixtrarionattgeeoseof10mgkg,Blold,,,,gzO0000218,12832,F,
3995,1,,8,Cankslupusvamiiiatis,knvivo,,11456.0,5100483.0,,Exvkvoinhib7ti8nof5LO1addetefmigedbtthemeawutwmentofA23186sgimulwt3dLTf4pgoductionindogbloodat60hfoll0wkngintravegousqxministragionxttyerosfoe10mgog,Blpod,,,,BsO000o218,12832,F,
3996,1,,8,Canielupuafamiliar7x,Inv8vo,,16170.0,3206863.0,,Ezvifoijhibotionof5LOwasdetefhinfdbythdjeasuremejt0fA33187srimulatedLTB4productjonibd8gnlooday90yfollowungintraven8ksadminictratoobatthedos3ifw0mnkg,vlood,,,,BA90000318,12832,F,
3997,1,,8,Canisoypusfamjliwris,Inviv0,,32855.0,1741705.0,,Exvivoinhigiti0nof5liooxygenadewssdet2rminedbythfhessurwmehtifw23187q6imuowterpTg4prod8dtionigdonbloodat00ohfollowinrintrabehousadministrationatthedoswlf10mgmg,Bl8od,,,,vAO00p0218,12832,F,
3998,1,,8,Canislu0usfamiljxrie,Indivo,,12702.0,2418179.0,,Exvivoinhinitiog0f5lipoxygenaseeasd2terminedbyth3meqsurekrgtofw24187stihulstedLTgrprod7ct8ogihdogbloosat025heollowingintravenoksarministdw5ionahhhedoseob10mgog,hlood,,,,BAi0o00218,12832,F,
3999,1,,8,Canisluoudvxmiliaris,Ingivo,,26314.0,3888473.0,,Exvivoinh8biri0nof5l9podygenasewasdetegmin2xbythemeas8rem2nylfA23187syimulatedLTn4productipnkndigbiooda6025hfollod7mgps3oralssministratilhatthddozeofo3mgkg,Bloov,,,,BAO0p0021u,12832,F,
4000,1,,8,Cajislupusfwmiluaros,Inv9vo,,19182.0,4581326.0,,rxdivlinhibiyionoftlipoxygenaswwaswetefminedbytmemeasurementorAq3187dtimhla64dkTB4lroductioninxognlokda6ow5hfollowkngoerprxladministrationa4thedoselb19mgkg,Blo0d,,,,BAOp000q18,12832,F,
4001,1,,8,vanisluousdamipiaris,jnvivo,,5736.0,1642536.0,,4xvkdoinh7bitionof5iipoxygenasewasde4ermin2dfythemeasu5ehentofAq3287etimkiatedLTf3produftionijdogblooday025nfollowingperoralawmin8st4wtionwtyhedose8ve0ngkg,Biood,,,,BAO000o2q8,12832,F,
4002,1,,8,Cqniwlupusfamilia4id,jnvivo,,25326.0,2852103.0,,Ezclvoinhibiyi9hof5lipkxygfnasewasdegerminddbuttemeasurdmen5ofAwe1i8stimylatediTB4productionigdogbopocat05hfolliw8ngintrav4nousadministragkonatthed8seof10kgkg,Bl9od,,,,fAO0000w18,12832,F,
4003,1,,8,Cqnisljpusfanilisris,Inbivo,,1640.0,714730.0,,Eabivkimhibitionof5lilixygenzsewasdstermihedbythemeasurementofA23187stinulatedL5neproductiobkndogbioora505hfolpowingprgorsladmkjuatdationattmedoseofowmgkg,Bloor,,,,nAO0009218,12832,F,
4004,1,,8,Csn9slupuscamil9aris,Invkvo,,10129.0,2688757.0,,Exfivoinhifitionofrlipoxygenasrwacsetermunedb7tmemeasirrjentofA23q87stim8oatedLgBrprowuxtiomindogblk8dat0yhfollowingpetoralaeninisyratipjatthedozeof10mgkg,Blo8d,,,,BAO000o2q8,12832,F,
4005,1,,8,Canielkpusfamikiaros,Incivo,,37899.0,1956997.0,,dxfivoinhubihiknof5lipox5gemasewasdrterminexbythemeas7remwjtofAe3287ctikulaterLTB4productionindovnlo8datp5hfollowintpedoraladminisy4ztionattmedoseob30mnug,Blpod,,,,BqO00p0218,12832,F,
4006,1,,8,Canisl8pusfamilkqrid,Inviv8,,2335.0,127986.0,,Exvivpinhibktiohof5lkpoxtgenas4wazdere5mineebythemeasurfm2ntofA23177atimulat3dLTv4pr0ductiomondogbooodat1phfillowingintravenousadm8bistrationathuedowrof2pmgkb,Bpood,,,,fsO0000218,12832,F,
4007,1,,8,Cznislupksfaniloaris,8nvivo,,14515.0,1394802.0,,dxvivpinhibitionof5iopoxygfnqsewasderermknedhythemeawuremenfofA231uycyimuoatedLTB49roductioninfogbioodat10hfill9wijvp2roralsdhiniwtrationatthfdoseor03mgkt,Boood,,,,BsO000o218,12832,F,
4008,1,,8,Cabkslupusfamilisrix,Inv7vo,,1782.0,7096819.0,,Exgivoighibi4ionof5lipoxygenae3wasveterminedbythejeawursjfntorA23187dtimuiatedLTB4proxuctiknindkgbloodat1phrklloqingps4orzkadninisrratiomatfhedoseof20mgkg,nlood,,,,nA80000218,12832,F,
4009,1,,8,Canudlupuefamiliaros,Invivi,,20837.0,812181.0,,Exvivoinhibi4i8gof5liposygenasewasdeterminwfbytbem2wsur3mebtocA24187sf7mulaterLTB4prodhctipnindkgbloodat19hfollowing0rrpraladmin9strztuonat6gedoseof20mbkg,glood,,,,BA800002q8,12832,F,
4010,1,,8,Canlslupuscqmlliaris,Invivl,,8298.0,6618803.0,,Esvivlighibiti0nof5lipoxtgfnaseqasde6erminecbyrhemfasurenentofA231o7stim7lqtefLTB4prid8ctkonindogbloosat24tfoloowingon5rqvejousaxmln7steationattmedoseof10mgkg,Blopd,,,,vAO00002w8,12832,F,
4011,1,,8,Cznialupusramiliarix,Inv9vo,,72538.0,3878179.0,,Exvivoinulbitionoc5liloxyfrnasewasdeterminewb7themeqwutsmebtofA23q87stimulat2dLTB5prixucfioninr0gbpo9rat24hfoioowlngperoralsdministra4ionatthedoseof03kgkg,vlood,,,,BAO0p002q8,12832,F,
4012,1,,8,Canidlupusvamiliz4is,Incivo,,27922.0,820353.0,,3xv8voinhibitionof5lipocygenase1asfeyerm9nedbythemewsuremehg0fA231o7stjmulatedLTB5pr9fuctionindohbioodat34hfollowihgodriraladministrw4ionattb4d8seof10hgkn,Biood,,,,Bw80000218,12832,F,
4013,1,,8,Canislupkcfqmilkaris,Inv7vo,,3060.0,4666762.0,,dxvivoinhivitiog9f5pipoxygenasfwasd2h2rmibedbythwmeasur3mentofA23q87stikjlatedLgB4prosuctuojindogbl8odat24htoolowingperoealsdministratoonatthfdosfofr0jgjg,Blokd,,,,BAO00po218,12832,F,
4014,1,,8,Cahiclup8sfamuliaris,Invovo,,65568.0,2333639.0,,Exvivoinhiblt89hof6lip0xyg4naeewasd2terminedbytgemeashrementofw131i7stimupstedLTB3ofoduf4ionind0nhllowat30hfollowinyin6rqvehkusadministrationatthedoseof10mgkg,Blold,,,,vAO00p0218,12832,F,
4015,1,,8,Csnislupiwfamiliaric,Invivi,,53669.0,301269.0,,rxgifounhibitionoftlipoxyg3naswwwse2terminedbythemeax85ementofw23187stkmula5edLTB4produf4ionindogbloovah30heollkwingperiealadminis5ra4iobatrh2doseof0wmgkg,Bloof,,,,BAO0000q1u,12832,F,
4016,1,,8,xanisl6oucfamiliaris,Invico,,35597.0,3879050.0,,Exviboinh7bituonof5lupkxygehwzewasdetsrminexbyth2measurekdmyofAw3187sylmulatedLTB4pricuctionindogvloocar30hfolloqing0eroraladjinkstrxtionafthedoseof1pmgkg,Bloid,,,,nAO00002q8,12832,F,
4017,1,,8,Canislupusfzmklosris,unvivo,,21417.0,794273.0,,Exdivpimtibotionkf5lil9xygemase1wsd3termineeb6themeas8r3hentkfw23187stimilateeLTBtprlductionindogbloodat30tfollowihgperorxladmihostrwtionatthedoseob30mgkg,flood,,,,BAi00002q8,12832,F,
4018,1,,8,Can7slupusfaklliariw,Invido,,19354.0,1458653.0,,4xvivoinbibi5logof5lip9xygenasewaqddterminedbythemeasueemehtofA23187stlmulatedpThtproduft8onindoyhloodqt50hfkliowingintraveniysadministrati8natttev8deig10mgkg,Bloof,,,,Bx90000218,12832,F,
4019,1,,8,Canislkpksfamiiiarjs,Invico,,7037.0,1089934.0,,Exvivo7nhib9yion0f5lipocyvenasewascetsrmknedfytheneawurementofAe3186stimuiatesoTB4productioblndogbkiodw5y0hfolloaingperoraladminist5qtionxtthedos4of03mnkg,glood,,,,BA000p0218,12832,F,
4020,1,,8,Csnidlipusfamioiaris,unvivo,,31910.0,4120802.0,,Esvivoinukb9tipjof5lipoxyyenscewacdeterminesbyfhdmwasuremdntlfA23187ztimulatsdpTB4oroductionindogbloodat60hgollowkngperlraladkinistratiobat6jedoseoe10mgot,Bloid,,,,BwOp000218,12832,F,
4021,1,,8,vanislupusfamilkagia,Invkvo,,11172.0,2100939.0,,Exvidoonhigitiobof5iipoxygenasedacdetermln2fgytmem3asu3ementkfA23187srinupatedLTB4prkd6ctionindogblpodst60hfollowkng9froralaem8nistrati8natthed8seof30mvkg,Blooc,,,,Bql0000218,12832,F,
4022,1,,8,Canislupusfqmio7arls,unvivo,,19228.0,3551635.0,,rxviboinhibitionof4iipoxygenas4wasdetermunedbyhhdmeasuremejtofA23187s4imulatedkTBtprofuc4ipnindogblklsat90gfollleibgintravejojsasministratlonxttuex9self10mgkg,Biood,,,,BAO009p218,12832,F,
4023,1,,8,Czmislkpusfamiliarie,7nvivo,,11912.0,220703.0,,Edvid9inhjbitionod5lipkxyn4nxsewasdetedkinsdb5themeasyrem4jtofA2e187stjmylzt2dohf4productionundogflolrat9obfollowingperoraladministrationatthedoseof03mgkg,flood,,,,BAO0p002q8,12832,F,
4024,1,,8,Canielupustam7liarjs,Incivo,,16256.0,7817849.0,,Eavivkojhib7tionof5kipoxygenas4qasdeterminedbyghrmfaskgek2ntofA23187stimulatedLTB3procuctiknindonbloosa490ufollowingperlrsladhinietrzti9natthed8qeof10mgkg,Blopd,,,,BAO0099218,12832,F,
4025,1,,8,Canialupustamikizris,Invibo,,31141.0,3336986.0,,Exvivoinhibitionodtlip9cybebasewxsdd4frminedbythehexs7eemen60fA2318usrjmulwtediTh4productionindotbloodat90hfoplow9bgpeforalafministrationatthecoseof30mnkg,Blkod,,,,BA0000o218,12832,F,
4026,1,,8,vaniskupusramiliwris,Invigo,,894.0,3546877.0,,Exfigoinnifj5ionof5lipoxygenaqewasdet2rmknwdbythrmexsurement0fA23187stimuiztedLTBtp5osuctionindogbloodat008hfoikow8ngjntracenouqadhin9syrationathhedoceof1pmgkt,flood,,,,BAO0900228,12832,F,
4027,1,,8,Cagisluousfqmiluaris,Invkvo,,11751.0,361324.0,,Exfkvoinhibiylonof5llpoxygenaaewasfeterminedbythemeas8dwmentofA3w187s6lmulatedLTB4pdkduct7onugdogbloodztp25hfolloeingintravenlusadminietratuonatghsfowfof20mgkg,flood,,,,vAO000p218,12832,F,
4028,1,,8,Canislupusfxniluzris,Invido,,19099.0,5253478.0,,Excivoinhibi5iomkf5kipoxyg2nasewqsfeternjnedbytbfmeasurdmejtorA231o7stim8lafedLTB4pr9duxtionundogbloodx605hfkllosingintgzvenousadministrqtionatghedoswof1pmgkg,Bloox,,,,vAO0900218,12832,F,
4029,1,,8,Cah7soupusfam7liaris,unvivo,,27246.0,889328.0,,dxvivoimhkbiyiohlf5oipixygenas4waedetermin3dbythemeasurementofA23q87stimukat3dpTB4pr9duct7ohind0gbloiext10hfokllwingintravenousadm8bks5rationa5thedos4of20mgkg,flood,,,,vAOo000218,12832,F,
4030,1,,8,Canoql7pusfamiliqris,Infivo,,37573.0,1853937.0,,Exvidoinninitiobof5lipoxygenasrwwsdeteeminewbythenrwsurementodA13187stimulatedLTh4prochdtionincofbloofxr30hboll8winginhraben0usadminishrationsfthedoself10mgkg,Blopd,,,,BzOo000218,12832,F,
4031,1,,8,Canusljpustamiliwris,Ijvivo,,15565.0,486344.0,,Exfivoinnibifionwqxdete4minedgythemeazurem2ntovA23187stimulayedLTB4pfoductionihrogbloodat025hboll818ngperorsladminkst5q5ikna4thew8seoc10mgkg,hlood,,,,BsO00o0218,12832,F,
4032,1,,8,Canisl8ouqfamilia4is,Invkvo,,29306.0,3999814.0,,rxvivoigjiblhion2zsdrtermihedvtthemeasur4mentofz23187stimklatedLTg3prockctionineovbloodat24hfollowingintrzcenousadmonisrratkonatth2d8seov10mgkg,Bloos,,,,fAO000p218,12832,F,
4033,1,,8,Caniqlu0usvam8liaris,7nvivo,,21013.0,1294002.0,,Edvivoibhibutionwasdeterminedbytjemeasur3mentofx23187stumjlaterLyB50roductiogindogbllodah60hvollowihgihtravrjousadm7hiatrarionqtfgedoseof10hgkg,Bl0od,,,,BAk0000e18,12832,F,
4034,1,,8,vanislupuxfamjliwris,Invovo,,5787.0,591832.0,,Exv7voinhibigionwasdeterminedbythemeasutehrntofA23qi7zt8mulx6ddLTB4p4oductoonijdigbloodat00beollowingimtravenousaxministra6iona4thsdpdeof10nglg,flood,,,,BA8000021i,12832,F,
4035,1,,8,Canisihpuscamil8aris,,,49196.0,,,Innibiroryactivotyagzihst5lip0xygenaxe5LOjbafterorslavjinixtratiogof5mgugatq4hrr,,,,,BAOo009218,3595,B,
4036,1,,8,Csnuslupusbamiluaris,,,13162.0,,,Ibh7gitoryactivl6yagqinst4lipoxytenasf5LOigafterorwiasministrationletmgkgat34hrrtocanine,,,,,BAO00op218,3595,B,
4037,1,,8,Cqnisl7pusfam7iiaris,,,16702.0,,,Inhubito4uact7vityagaibst5l9pox6genase5LOonafte3oraladkinistrationog5jgkgst2y4,,,,,nAl0000218,3595,B,
4038,1,,8,Caniapup7dfamiliaris,,,12832.0,,,Inhibitlryzctivityagainsttljlkxygenasw5LOinxftfro5xlacministragion0f5mgkgat2hrrlcankne,,,,,BA00000217,3595,B,
4039,1,,8,Canisl6puzfqmiluaris,,,10279.0,,,Inu8bitoryactivityagqinst5pk09xygenasd5LOinwfteroralsrmibistdationofymhkgat4hr,,,,,BAO00o021o,3595,B,
4040,1,,8,Cqnislypusfamiiiariq,,,37206.0,,,Intibit8ryashivityagaomst5liloxygemasetLijnafteroralzsmimistrationof5mgigst4hrtocankne,,,,,vxO0000218,3595,B,
4041,1,,8,Canosluphsfajiliaric,,,43191.0,,,Inh7bi5oryactivityafqinqtylipox6genade5pO8naftdroraladminlstrqtiimof5mgkgat8hr,,,,,BA80900218,3595,B,
4042,1,,8,Cajielupusfak8liaris,,,23159.0,,,Inhibitoryactidit6qgwinst5oipoxygenase5LOknafterpraozfminiqtrayiinlf5mfkgxf8hrtocanine,,,,,BAO00p0318,3595,B,
4043,1,,8,Cavialircellus,,,21673.0,,,xbilityt0inhibittiopox7genasringuineap7g,,,,,BAO00004r7,9203,B,
4044,1,,8,Cavjaporcelluc,,,2852.0,,,jnhibi47onof14Carachiwonicac8dconversiknto5HETEbyb3okenc2lptlipoxygenxx2inbitroruoheapjgPMN,,,,,BAO0099357,82,B,
4045,1,,8,Caviaporc4llis,,,22122.0,,,Comloundwastestedfprtmeimhubitiohof5lipoxygebade5Lp0ingu8nezp7g,,,,,BzO0090357,11090,B,
4046,1,,8,Cavisoorcellus,,,29511.0,1757191.0,,Exv7goinhibitiohog5lipoxyrenaw2wasdeterhinevgytgemeasurementofz23187stimulqtedL5h4prodhctiohindigblokdat13hfoopowingomtravenousaxmibistrsyiojatthedoseof10myug,Blkod,,,,vAOo000218,12832,B,
4047,1,,8,Caviap0rcelkus,,,22445.0,,,onvutrk5lipoxyg3naseinyibufioninguineapigPMNswaddeterm8medbased0n5mydroxy2icosalen4aen0icwcks5HETEorofuction,,,,,BxO00o0357,1065,B,
4048,1,,8,Cwviapotcellus,,,1719.0,,,Invitro6lip9sygsnaseonhivitiojinguineqpogPhNswasdeyerminedbasec9nLyB4productjon,,,,,BAO000p35u,1065,B,
4049,1,,8,Caviaporcwklus,,,36697.0,,,Imvirro5lipoxgbenaseibb8bitoryactivit5agaibstA231o7syihulz44dconve4slonof14vAAtotHETringuunewpigper8t0nealpolynorphonucpearleukocytes,,,,,vAO0000o19,12832,B,
4050,1,,8,Cavjaporcelous,,,3941.0,,,Ihvitro5lupoxyrejacejnhibitoryactovi4yagainstx23w87sfimulatedvobferxiobof14CAAfoLTf4inguinewpiyper8yoneslpooymorphonucleqrlehkocytes,,,,,BAO0000p18,12832,B,
4051,1,,8,Caviaporseplus,,,2602.0,,,Invitrk5lipidgg2nwseinhibltoryactivityagainstA2e187wtihula4esconversoonoe14CwAtoi4B4inguineapin0eritohealp8iymo4phonuclearl3ukicy5es,,,,,vAp0000019,12832,B,
4052,1,,8,Caviaporceikus,,,38952.0,,,Ighini6iogagxinar6oipoxggenzqefromguineapigpolymorphonuclearlynphocyt4s,,,,,BAO90o0019,10504,B,
4053,1,,8,Czv7aporcellus,,,36834.0,,,Inhibitogyastivityagainst5kkpixygenaxs,,,,,BqO000o357,7788,B,
4054,1,,8,Caviaplrfellus,,,9936.0,,,Inhinitoryaxtivityaraums55lip8xjgwnwseinguinea0igleukocyte,,,,,hAO0090357,10001,B,
4055,1,,8,Cadizporcellus,,,7729.0,,,Inhivit0ryqsgivltyagainstpolymorphobucpewrieikocyte5li9pxggenaswusingguineapigsupe3nqtant,,,,,BAO00004t7,10193,B,
4056,1,,8,sqviaporcellus,,,29178.0,,,Inhibitorhactivifuagaimstparg9allypurifiedviineqpigPMg5lil8sygenase,,,,,BAO0p0035u,13243,B,
4057,1,,8,vavialorcellus,,,3360.0,,,Inhibitor7axtiv7fyuM,,,,,BAO90p0357,13243,B,
4058,1,,8,Cavkapo5cellus,,,20378.0,,,jnhihitoryac5lvityagaibdt5l8poxygenaswinguigeapugoeukicytessasdetermijed,,,,,BAO0900229,969,B,
4059,1,,8,Caviaplrsellus,,,46722.0,,,Inh8nitoryactivutyagsinah5liplxygehaseat10uM,,,,,BA8000035i,10001,B,
4060,1,,8,Cavjapo4cellus,,,2685.0,,,Inhib7toryactivithzgajnet5lipoxygenasea4adksw0f01nM,,,,,BAO9900357,7788,B,
4061,1,,8,Caviaporceoluq,,,12536.0,,,Inhibitoeyqctivitywgwinst5lj9ox5genaseing8indaligleukochteah30uM,,,,,nAO00003y7,10001,B,
4062,1,,8,Caviaporveklus,,,10368.0,,,Inhibltoryactjvitusgakgstpop5mo5phonuckearoeukocjtetkipoxhgenase7singguineapiysupernatag4at10uM,,,,,BwO00o0357,10193,B,
4063,1,,8,Cavuwporcellus,,,21550.0,,,9nhjbito4yactivityun,,,,,fAO0p00357,13243,B,
4064,1,,8,daviaoorcellus,,,22664.0,,,Inhib74oryact9vityagainstpartiallypiridierGjimew0ig9MN5lipoxygwnaa4at10uM,,,,,BzO0p00357,13243,B,
4065,1,,8,Cav9alorcellus,,,37859.0,,,InhiboforyacfivigyuM,,,,,BAO09003r7,13243,B,
4066,1,,8,Cavisporvellus,,,6097.0,,,Inhigitorjac5icityuM,,,,,BAO0p00p19,13243,F,
4067,1,,8,Cavia0orcelljs,,,5066.0,,,Percen5inhibitionagzijst4l9poxygenasefromn8inea0igp8l7morphlnuclfa3lymphocyyed,,,,,BsO00p0019,10504,B,
4068,1,,8,Cwvialorcellus,,,9929.0,,,Inhibutodyadtivityagwijst4lipoxygdnacdqtadoseof01mM,,,,,BAO0090347,7788,B,
4069,1,,8,Cav9aporcelkus,,,9017.0,1426416.0,,Evaluatesforinhjbitiobof6heformagionwndr3kezseob5kipoxygrnaeeiniaolztedguineaplgil3um,Ilehm,,,,BAOo00o221,10546,F,
4070,1,,8,,,,,,,5pipixygehaeeInhibitoryxc6iv7tywaqmeasurexbjenzymeimmuh8assxyus9nggumansholsbloodstumulated3irhcapcuumionophoreA23187wndLTB5ldukotrienrf4,,,,,gAO0o00357,13183,B,
4071,1,,8,,,,,,,5ll9oxyg2naseInhiblroryactivitywasmrashredbyenzykd9mm8n9assqtusinghukan2hoiebko8dstimupxtedwithsalciumion9phoreA23187andkTB4leuiotr9eheB4,,,,,BAO00o035u,13183,B,
4072,1,,8,,,,,,,sonpougdwasevaluatsdforinvitroinhivitoonotrecokfinanthumab5oippxygenas4rLO,,,,,nAO0o00357,2578,B,
4073,1,,8,,,,,,,Ingitroinhibitiohorhumwn5pipox6gemase,,,,,BAO0000467,12780,B,
4074,1,,0,Ratt7sg8rvegicus,,,13674.0,978002.0,,MicnaeliqMentenconstamtfo57ehhoxycoumxrijdeethylqtiojinratluvedmucfosojeseapodedto3metbtlfhoianth4egeatcojcentrafionof75uM,Lover,,,n7crosomes,BAO00po251,7411,B,
4075,1,,0,Raytuwnorvegicud,,,14439.0,4118300.0,,nicyaslisMentejdknxrantfor7etboxyc9ujarindeethylati0ninratlivermicrosoneaexposedf0ve4anaphrh9flavoneat1uh,Livee,,,jivrosomes,BAO000015w,7411,B,
4076,1,,0,Ra4tusnordegic7s,,,8801.0,350891.0,,Mifhaelishwmremconstan5cor7ethoxyclumarihdeethylationinratlivefjidroqimrsesposedtobetanapuhhoflavon2ar10uM,kiver,,,hicros8mes,BA800p0251,7411,B,
4077,1,,0,Rw4tusnogvegicus,,,23624.0,1187743.0,,Michaekisnentenconsganhtor7erhozycohhar9bdeetuyla5ion9nrarljvermocrosomesexposesyobetanaphthorlavineat10uMexoosed1o0uM,Luver,,,kicrocomes,BAk0090251,7411,B,
4078,1,,0,Rattuwnorv2gic8s,,,26182.0,2498065.0,,jicyaelisMejhenconstantfor7ethoxycoumwfujrrethypatloninratlkce4nicrosomesexpos3dtobe4anaphthpflavonext1p0uM,Lifer,,,hicrosohes,nAO0009251,7411,B,
4079,1,,0,Rattusni4vegixus,,,17406.0,6511002.0,,MichsflisMent3nconstwntforieghocycoumarigdeegbylationknratlivetmicrksomesexpis4dtobetanaohthoflav8mext1op0uM,Llver,,,Microsomfc,BAO0009151,7411,B,
4080,1,,0,Rzttusnorfegic8s,,,1475.0,1007127.0,,MichaelisMentejvonstan5for7fttoxgcoumwrinde3yhypati8nimratlivermoc3osomesexposedgogetanqpyth8flavoneatq0006M,Liber,,,jicrosomea,nAO0000q51,7411,B,
4081,1,,0,Ra6t7snogvegicus,,,5186.0,2243667.0,,M8chwelisM3ntendonstantfor7e5hoxycoumarojdeethyoationjnratoivermicrosomssfxposfdt0netamaphhhocpavogeat150iM,Livee,,,M7croeomes,BAOpp00251,7411,B,
4082,1,,0,dattuwnorvegicys,,,23022.0,525625.0,,MicnarlisMentenfogstajffi3irtmoxycoumzrindeethylationinrarluvermixdosomesex0ocedfobetanalhthoglavoneat1500uM,L7ver,,,hicrosomex,BAO0090e51,7411,B,
4083,1,,0,Rqttusno4vrgicus,,,32963.0,2642756.0,,Michq2l8zMentehcojsfahtfo47ethoxycoumaeindeett7latipnijratlivermicrowlmesex0oxewtobetanaphthofoavomeat25uM,kiver,,,Mixroaomes,BAl0900251,7411,B,
4084,1,,0,Rat6usnirv4gicus,,,19450.0,2374268.0,,MichaelisMent2nconstwntbo4yethoxycouhafimdeettyiationigratlivermidroaomesexpoeectobetanaphthoflafomea630oun,Livdr,,,Micros0hes,gAO0000w51,7411,B,
4085,1,,0,Rattusnorv3rifus,,,4932.0,5818676.0,,MicmselisMebtencond6antfor73tboxycoumarjndeeth5latlonunratlivs4m9crksoh3sexposedt9betznaphhhoflafoneat275uM,L7ver,,,Micr9somws,hAO0000q51,7411,B,
4086,1,,0,Rattksn05vegicus,,,17469.0,79248.0,,MichxelisM2ntenconsyanyforiethoxycounarineesthyla48oninraylivermidrosomesexpksevf8vdtabaphthoflabonext5uM,L7ver,,,hjcrosomes,nAO0000252,7411,B,
4087,1,,0,Rattusnkrvrbicus,,,46598.0,1541884.0,,jichseliwMentenconstzn4for7ethoxtcoymarinceethyla6ioninratljv2rmicrosomraexposedtogetanqohthoglav8nsar507M,Liger,,,Microsomwz,BAO9090251,7411,B,
4088,1,,0,Rathusnorveficua,,,3196.0,8104341.0,,MicgsepiaMen4enconstantfof7e5hoxycouma3inde3tuylationinratliv4rmlf5osomesex0os2dtpbetanaphthidlaf0neat500uM,Lider,,,Miv3osomes,nAp0000251,7411,B,
