ASSI,CUB,ASSUBCELFRAC,ASTI,TISI,Desc,Ti,ASORG,DI,BAFO,ASSST,CONFISC,SI,SASI,CHEI,CI,VARI
11937,Intermediate,,Brain,955.0,"Biodistribution in brain of mature female Dawley rat after 45min, expressed as percent injected dose/g",50597,Rattus norvegicus,13751,BAO_0000218,,1,1,,CHEMBL629794,,
11938,Intermediate,,,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 2-3 hr time,50597,Rattus norvegicus,10677,BAO_0000218,,1,1,,CHEMBL874459,,
11939,Intermediate,,,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 3-4 hr time,50597,Rattus norvegicus,10677,BAO_0000218,,1,1,,CHEMBL629795,,
11940,Intermediate,,,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 4-5 hr time,50597,Rattus norvegicus,10677,BAO_0000218,,1,1,,CHEMBL629796,,
11941,Intermediate,,,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 5-6 hr time,50597,Rattus norvegicus,10677,BAO_0000218,,1,1,,CHEMBL629797,,
11942,Intermediate,,,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 6-24 h time,50597,Rattus norvegicus,10677,BAO_0000218,,1,1,,CHEMBL629798,,
11943,Intermediate,,Adrenal gland,2369.0,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629799,,
11944,Intermediate,,Adrenal gland,2369.0,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629800,,
11945,Intermediate,,Adrenal gland,2369.0,Biodistribution studied in the adrenals of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629801,,
11946,Intermediate,,Adrenal gland,2369.0,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629802,,
11947,Intermediate,,Adrenal gland,2369.0,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629803,,
11948,Intermediate,,Blood,178.0,Biodistribution studied in the blood of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629804,,
11949,Intermediate,,Blood,178.0,Biodistribution studied in the blood of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629805,,
11950,Intermediate,,Blood,178.0,Biodistribution studied in the blood of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629806,,
11951,Intermediate,,Blood,178.0,Biodistribution studied in the blood of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629807,,
11952,Intermediate,,Blood,178.0,Biodistribution studied in the blood of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629808,,
11953,Intermediate,,Brain,955.0,Biodistribution studied in the brain of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629809,,
11954,Intermediate,,Brain,955.0,Biodistribution studied in the brain of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629810,,
11955,Intermediate,,Brain,955.0,Biodistribution studied in the brain of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629811,,
11956,Intermediate,,Brain,955.0,Biodistribution studied in the brain of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629812,,
11957,Intermediate,,Brain,955.0,Biodistribution studied in the brain of immature Fischer female rats at 5 hou; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629813,,
11958,Intermediate,,Brain,955.0,Biodistribution studied in the brain of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL874460,,
11959,Intermediate,,,,Biodistribution studied in the fat of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629814,,
11960,Intermediate,,,,Biodistribution studied in the fat of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629815,,
11961,Intermediate,,,,Biodistribution studied in the fat of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629816,,
11962,Intermediate,,,,Biodistribution studied in the fat of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL629817,,
11963,Intermediate,,Kidney,2113.0,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL626643,,
11964,Intermediate,,Kidney,2113.0,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL626644,,
11965,Intermediate,,Kidney,2113.0,Biodistribution studied in the kidneys of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL626806,,
11966,Intermediate,,Kidney,2113.0,Biodistribution studied in the kidneys of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL626807,,
11967,Intermediate,,Liver,2107.0,Biodistribution studied in the liver of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627261,,
11968,Intermediate,,Liver,2107.0,Biodistribution studied in the liver of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627262,,
11969,Intermediate,,Liver,2107.0,Biodistribution studied in the liver of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627263,,
11970,Intermediate,,Liver,2107.0,Biodistribution studied in the liver of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627264,,
11971,Intermediate,,Lung,2048.0,Biodistribution studied in the lungs of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627265,,
11972,Intermediate,,Lung,2048.0,Biodistribution studied in the lungs of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627266,,
11973,Intermediate,,Lung,2048.0,Biodistribution studied in the lungs of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627267,,
11974,Intermediate,,Lung,2048.0,Biodistribution studied in the lungs of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627268,,
11975,Intermediate,,Muscle tissue,2385.0,Biodistribution studied in the muscle of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627269,,
11976,Intermediate,,Muscle tissue,2385.0,Biodistribution studied in the muscle of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,Rattus norvegicus,10911,BAO_0000218,,1,1,,CHEMBL627270,,
11977,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 0.95-1.44",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627271,,
11978,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 1.39-2.43",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627946,,
11979,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.47-2.96",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL875472,,
11980,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-3.69",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627947,,
11981,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-4.31",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627948,,
11982,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 3.17-4.70",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628113,,
11983,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration.; dose/g, range 2.20-2.97",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628114,,
11984,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 0.90-1.46",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628115,,
11985,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.72-3.52",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628116,,
11986,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.78-3.62",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628117,,
11987,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.82-3.86",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628118,,
11988,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 3.80-5.74",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628119,,
11989,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.05-1.57",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628120,,
11990,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.93-3.58",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628121,,
11991,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 2.88-4.32",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL628122,,
11992,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3-3.70",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627297,,
11993,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.21-3.92",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627298,,
11994,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.51-5.44",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627299,,
11995,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 0.24-0.31",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627300,,
11996,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 10.5-14.4",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627301,,
11997,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.28-7.41",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627302,,
11998,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.47-10.2",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627303,,
11999,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 7.21-7.95",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627304,,
12000,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 8.28-10.72",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627305,,
12001,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 1.04-2.56",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL627306,,
12002,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 10.7-16.9",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL623982,,
12003,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 11.7-14.6",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL623983,,
12004,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 14.4-20.1",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL623984,,
12005,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 4.78-9.72",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL623985,,
12006,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 9.87-11.9",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL623986,,
12007,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 0.17-0.25",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL623987,,
12008,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 3.33-4.68",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL623988,,
12009,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.59-8.81",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL623989,,
12010,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.62-5.60",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL622215,,
12011,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.02-6.57",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL622216,,
12012,Intermediate,,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.67-8.41",50597,Rattus norvegicus,8608,BAO_0000218,,1,1,,CHEMBL877481,,
12013,Autocuration,,,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered orally a dose of 5 mg/kg; range (4.2-8.8),22224,,16359,BAO_0000218,,0,1,,CHEMBL622217,,
12014,Intermediate,,,,Pharmacokinetic parameters was measured at 55 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),50594,Mus musculus,13701,BAO_0000218,,1,1,,CHEMBL622218,,
12015,Intermediate,,,,Pharmacokinetic profile AUC was evaluated in rats,50597,Rattus norvegicus,14554,BAO_0000218,,1,1,,CHEMBL622219,,
12016,Autocuration,,,,Pharmacokinetic property (Area under curve),22224,,6241,BAO_0000019,,0,1,,CHEMBL622220,,
12017,Intermediate,,,,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in dog (25 mg/kg).",50588,Canis lupus familiaris,11537,BAO_0000218,,1,1,,CHEMBL622221,,
12018,Intermediate,,,,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in mice (50 mg/kg).",50594,Mus musculus,11537,BAO_0000218,,1,1,,CHEMBL622222,,
12019,Intermediate,,,,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration to dog (25 mg/kg).",50588,Canis lupus familiaris,11537,BAO_0000218,,1,1,,CHEMBL622223,,
12020,Intermediate,,,,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration to mice (50 mg/kg).",50594,Mus musculus,11537,BAO_0000218,,1,1,,CHEMBL622224,,
12021,Autocuration,,,,Plasma concentration (AUC) was determined,22224,,13118,BAO_0000019,,0,1,,CHEMBL622225,,
12022,Autocuration,,,,Plasma concentration (AUC) was determined; Not detectable,22224,,13118,BAO_0000019,,0,1,,CHEMBL622226,,
12023,Intermediate,,,,Prolongation of time to collapse in guinea pig treated with aerosolized histamine was measured in vivo as area under curve (AUC),50512,Cavia porcellus,9562,BAO_0000218,,1,1,,CHEMBL624154,,
12024,Intermediate,,,,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg,50597,Rattus norvegicus,10363,BAO_0000218,,1,1,,CHEMBL624155,,
12025,Intermediate,,,,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg; Not significant,50597,Rattus norvegicus,10363,BAO_0000218,,1,1,,CHEMBL624156,,
12026,Intermediate,,,,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 60 mg/kg,50597,Rattus norvegicus,10363,BAO_0000218,,1,1,,CHEMBL624157,,
12027,Intermediate,,,,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 7.5 mg/kg,50597,Rattus norvegicus,10363,BAO_0000218,,1,1,,CHEMBL624158,,
12028,Intermediate,,,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 1,50597,Rattus norvegicus,12504,BAO_0000218,,1,1,,CHEMBL624159,,
12029,Intermediate,,,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 2,50597,Rattus norvegicus,12504,BAO_0000218,,1,1,,CHEMBL624160,,
12030,Intermediate,,,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 3,50597,Rattus norvegicus,12504,BAO_0000218,,1,1,,CHEMBL624161,,
12031,Intermediate,,,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 4,50597,Rattus norvegicus,12504,BAO_0000218,,1,1,,CHEMBL624162,,
12032,Intermediate,,,,Tested for pharmacokinetic parameter in fasted Beagle dogs (Area Under Curve value) iv administration.,50588,Canis lupus familiaris,13317,BAO_0000218,,1,1,,CHEMBL624163,,
12033,Intermediate,,,,"The AUC(0-infinitive) value in female wistar rat at 100 mg/kg, p.o. dose",50597,Rattus norvegicus,15078,BAO_0000218,,1,1,,CHEMBL624164,,
12034,Intermediate,,,,The AUC(0-infinity) values in female wistar rats.,50597,Rattus norvegicus,14941,BAO_0000218,,1,1,,CHEMBL624165,,
12035,Intermediate,,,,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose",50597,Rattus norvegicus,15078,BAO_0000218,,1,1,,CHEMBL624166,,
12036,Intermediate,,,,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose in mice",50597,Rattus norvegicus,15078,BAO_0000218,,1,1,,CHEMBL624167,,
12037,Intermediate,,,,The AUC(0-t)values in female wistar rats.,50597,Rattus norvegicus,14941,BAO_0000218,,1,1,,CHEMBL624168,,
12038,Intermediate,,,,The Area under the concentration time curve of compound was measured on rats,50597,Rattus norvegicus,14067,BAO_0000218,,1,1,,CHEMBL624169,,
12039,Intermediate,,,,The area under curve (100 mg/kg) administered orally in humans,50587,Homo sapiens,14215,BAO_0000218,,1,1,,CHEMBL624170,,
12040,Autocuration,,,,The area under curve (12.5 mg/kg) administered intravenously in marmoset,22224,Callithrix,14215,BAO_0000218,,0,1,,CHEMBL624171,,
12041,Autocuration,,,,The area under curve (12.5 mg/kg) administered intravenously in monkey,22224,Simiiformes,14215,BAO_0000218,,0,1,,CHEMBL624172,,
12042,Intermediate,,,,The area under curve (15 mg/kg) administered intravenously in dog,50588,Canis lupus familiaris,14215,BAO_0000218,,1,1,,CHEMBL624173,,
12043,Intermediate,,,,The area under curve (200 mg/kg) administered orally in humans,50587,Homo sapiens,14215,BAO_0000218,,1,1,,CHEMBL877488,,
12044,Intermediate,,,,The area under curve (25 mg/kg) administered intravenously in rat,50597,Rattus norvegicus,14215,BAO_0000218,,1,1,,CHEMBL624174,,
12045,Autocuration,,,,The area under curve (25 mg/kg) administered orally in marmoset,22224,Callithrix,14215,BAO_0000218,,0,1,,CHEMBL624175,,
12046,Autocuration,,,,The area under curve (25 mg/kg) administered orally in monkey,22224,Simiiformes,14215,BAO_0000218,,0,1,,CHEMBL624176,,
12047,Intermediate,,,,The area under curve (30 mg/kg) administered orally in dog,50588,Canis lupus familiaris,14215,BAO_0000218,,1,1,,CHEMBL624177,,
12048,Intermediate,,,,The area under curve (400 mg/kg) administered orally in humans,50587,Homo sapiens,14215,BAO_0000218,,1,1,,CHEMBL624178,,
12049,Intermediate,,,,The area under curve (50 mg/kg) administered orally in fasted rat,50597,Rattus norvegicus,14215,BAO_0000218,,1,1,,CHEMBL624179,,
12050,Intermediate,,,,The area under curve (50 mg/kg) administered orally in rat,50597,Rattus norvegicus,14215,BAO_0000218,,1,1,,CHEMBL627689,,
12051,Intermediate,,,,The area under curve (800 mg/kg) administered orally in humans,50587,Homo sapiens,14215,BAO_0000218,,1,1,,CHEMBL627690,,
12052,Autocuration,,,,The compound was evaluated for area under the curve,22224,,11324,BAO_0000019,,0,1,,CHEMBL627691,,
12053,Autocuration,,,,The compound was evaluated for area under the curve in marmosets,22224,Callithrix,11324,BAO_0000019,,0,1,,CHEMBL627692,,
12054,Autocuration,,,,The compound was evaluated for area under the curve in marmosets,22224,Callithrix,11324,BAO_0000019,,0,1,,CHEMBL627693,,
12055,Intermediate,,,,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,50597,Rattus norvegicus,13875,BAO_0000218,,1,1,,CHEMBL627694,,
12056,Intermediate,,,,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po) in conscious spontaneously hypertensive rat,50597,Rattus norvegicus,13875,BAO_0000218,,1,1,,CHEMBL627695,,
12057,Autocuration,,,,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po),22224,,13875,BAO_0000218,,0,1,,CHEMBL627696,,
12058,Intermediate,,,,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,50597,Rattus norvegicus,13875,BAO_0000218,,1,1,,CHEMBL627697,,
12059,Intermediate,,,,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,50597,Rattus norvegicus,13875,BAO_0000218,,1,1,,CHEMBL627698,,
12060,Intermediate,,,,The compound was tested for the area of the change in MABP versus time curve at dose 5 mg/kg (po) in conscious spontaneously hypertensive rat,50597,Rattus norvegicus,13875,BAO_0000218,,1,1,,CHEMBL627699,,
12061,Intermediate,,,,Total absorption was estimated by area under curve (AUC) after intravenous administration in rat,50597,Rattus norvegicus,13807,BAO_0000218,,1,1,,CHEMBL627700,,
12062,Intermediate,,,,Total drug exposure is determined after oral dosing in rats.,50597,Rattus norvegicus,14127,BAO_0000218,,1,1,,CHEMBL627701,,
12063,Autocuration,,,,Total drug exposure (5 mg/kg) when administered intravenously,22224,,15116,BAO_0000218,,0,1,,CHEMBL627702,,
12064,Autocuration,,,,Total drug exposure (5 mg/kg) when administered orally,22224,,15116,BAO_0000218,,0,1,,CHEMBL627703,,
12065,Autocuration,,,,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.01 mg/kg) in monkey,22224,Simiiformes,15604,BAO_0000218,,0,1,,CHEMBL626873,,
12066,Intermediate,,,,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.05 mg/kg) in rat,50597,Rattus norvegicus,15604,BAO_0000218,,1,1,,CHEMBL629583,,
12067,Intermediate,,,,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.1 mg/kg) in dog,50588,Canis lupus familiaris,15604,BAO_0000218,,1,1,,CHEMBL629584,,
12068,Intermediate,,,,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in dog,50588,Canis lupus familiaris,15604,BAO_0000218,,1,1,,CHEMBL629585,,
12069,Intermediate,,Brain,955.0,"Biodistribution in brain of mature female Dawley rat after 5min, expressed as percent injected dose/g",50597,Rattus norvegicus,13751,BAO_0000218,,1,1,,CHEMBL629586,,
12070,Intermediate,,Brain,955.0,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",50597,Rattus norvegicus,13751,BAO_0000218,,1,1,,CHEMBL629587,,
12071,Intermediate,,,,"Biodistribution in fat of mature female Dawley rat after 10min, expressed as percent injected dose/g",50597,Rattus norvegicus,13751,BAO_0000218,,1,1,,CHEMBL629588,,
12072,Intermediate,,,,"Biodistribution in fat of mature female Dawley rat after 15min, expressed as percent injected dose/g",50597,Rattus norvegicus,13751,BAO_0000218,,1,1,,CHEMBL629589,,
12073,Intermediate,,,,"Biodistribution in fat of mature female Dawley rat after 1h, expressed as percent injected dose/g",50597,Rattus norvegicus,13751,BAO_0000218,,1,1,,CHEMBL629590,,
12074,Intermediate,,,,"Biodistribution in fat of mature female Dawley rat after 3 h, expressed as percent injected dose/g",50597,Rattus norvegicus,13751,BAO_0000218,,1,1,,CHEMBL629591,,
12075,Intermediate,,,,"Biodistribution in fat of mature female Dawley rat after 30min, expressed as percent injected dose/g",50597,Rattus norvegicus,13751,BAO_0000218,,1,1,,CHEMBL629592,,
12076,Intermediate,,,,"Biodistribution in fat of mature female Dawley rat after 45min, expressed as percent injected dose/g",50597,Rattus norvegicus,13751,BAO_0000218,,1,1,,CHEMBL629593,,
