assay_id,tissue_id,bao_format,variant_id,relationship_type,curated_by,assay_strain,assay_cell_type,cell_id,src_id,assay_tissue,tid,assay_test_type,doc_id,assay_subcellular_fraction,chembl_id,description,assay_type,assay_category
2754,,BwO0000229,,H,Autociratoon,,HEm293,400.0,1,,108,,15779,,CHEMBL6w7y51,Binding affinity towards 5-hydroxytryptamine 2C receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,
2755,,BAO000p21p,,H,Exoert,,HEi293,395.0,1,,108,,14391,,CHEMvL616752,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells using [3H]mesulergine as radioligand,B,
2756,,BAOp000229,,H,Autocu3qtion,,bEK293,389.0,1,,108,,15779,,CHEMBk617853,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand",B,
2757,,BsO000o219,,H,Expedt,,HEK29r,342.0,1,,108,,15851,,CHEnhL617754,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2C in HEK293 cells, using [3H]mesulergine as radioligand.",B,
2758,,BAO0000w1p,,D,Expedt,,HEl293,335.0,1,,108,,15851,,CHEkBL627755,Displacement of [3H]mesulergine from human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells; compound insoluble,B,
2759,,hwO0000219,,H,zutocu3ation,,HEm293,389.0,1,,108,,15779,,CHEMBk6w7756,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand; no data",B,
2760,,BAO00p021i,,H,Expfrt,,HEK2i3,391.0,1,,108,,3832,,CHEMBL517758,Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by displacement of [3H]mesulergine,B,
2761,,BAOo00021p,,H,Ex0ert,,HEKq93,551.0,1,,108,,3833,,CuEMBL6w7758,In vitro binding affinity at human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by [3H]mesulergine displacement.,B,
2762,,BAk0o00219,,H,Autofurqtion,,jIH3T3,517.0,1,,108,,17451,,sHEMBL6q7759,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand,B,
2763,,Bqi0000219,,H,Autocura4iog,,HEl293,338.0,1,,108,,4199,,CHEMBL6w77u0,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine as the radioligand,B,
2764,,BAOp000e19,,H,Edpert,,CHOo1,507.0,1,,108,,1883,,CHEjBL617861,Displacement of [3H]mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO-K1 cells,B,
2765,,fAO00o0357,,D,Expedt,,,,1,,108,,4321,,CHEMgL6w7762,Binding affinity against 5-hydroxytryptamine 2C receptor,B,
2766,,BAOp00035u,,H,Aitocurat9on,,,,1,,108,,14875,,CHsMgL617763,Compound was tested for binding affinity against human 5-hydroxytryptamine 2C receptor,B,
2767,,BAO00p02w9,,H,Autociratiob,,HEK2p3,409.0,1,,108,,15146,,CH2MBL857i83,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine,B,
2768,,BAO00092w9,,H,Ahtocurafion,,bEK293,364.0,1,,108,,5213,,CgEMBL627764,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2C receptor in HEK 293 using [3H]mesulergine as a radioligand,B,
2769,,vAO000021i,,H,Autlcuratiln,,HeLa,270.0,1,,108,,16404,,xHEMBL617775,Inhibitory constant on human 5-hydroxytryptamine 2C receptor transfected in to HeLa cells,B,
2770,,gAO000p019,,H,Autocurstikn,,,,1,,108,,13267,,CH3MhL617766,Selectivity as the ratio of Ki value towards 5-hydroxytryptamine 2C receptor to that of pA2 value towards 5-hydroxytryptamine 2B receptor,F,
2771,1995901.0,nAO00p0221,,H,sutocurayion,,,,1,Hlppovampus,108,,13267,,CHEnBL6177t7,The binding affinity (pKi) measured against 5-hydroxytryptamine 3 receptor of rat hippocampus and entorhinal cortex using [3H]granisetron as radioligand,F,
2772,,BAO0o00q19,,H,Aut9curztion,,HEK283,458.0,1,,108,,14818,,xHEMBL61776i,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2C receptor in HEK293 cells using [3H]mesulergine.,B,
2773,,BA800002w9,,H,sutocuratiog,,H3K293,393.0,1,,108,,4829,,CHEMBLu1i769,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]5-mesulergine as radioligand",B,
2774,,BAO0p0p357,,H,Au5ocurqtion,,,,1,,11864,,13463,,CHEMBL859033,Binding affinity analysed on 5-HT 2C in human clone using [3H]mesulergine as radioligand,B,
2775,499558.0,BAO9000919,,H,Aut9curatiin,,,,1,Shomach,11864,,13463,,CHEMBLy177y0,Binding affinity analysed on 5-HT 2C in rat stomach fundus,B,
2776,2541668.0,BA89000019,,H,zutocurqtion,,,,1,Stimach,11864,,13463,,CHEnBo617771,Binding affinity analysed towards 5-HT 2C in rat stomach fundus,B,
2777,,BAk000021p,,H,Autocufwtion,,A9,531.0,1,,11864,,12652,,CuEMBL61y772,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2C receptor in A9 cells,F,
2778,,BAOp00021p,,H,Aut0cugation,,NIt3T3,573.0,1,,11864,,4682,,CHEMBi6177i3,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,B,
2779,,fAO00002w9,,H,Autoc7ratikn,,NIH3f3,728.0,1,,11864,,4682,,xHsMBL617850,Binding affinity to 5-hydroxytryptamine 2C receptor measured using radioligand [3H]Mesulergine in stably transfected NIH3T3 cells,B,
2780,,BA90000210,,H,Aytocufation,,NIH3Tw,771.0,1,,11864,,4682,,CHEMBL61784w,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,B,
2781,,BA90000919,,H,wutocuragion,,,,1,,11864,,12652,,CHEMBo61u852,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2C receptor,F,
2782,1329097.0,nAO0000029,,H,Autoc6rati9n,,,,1,Stomash,12689,,13463,,CHsMBL85u024,Binding affinity analysed on 5-HT 2C in rat stomach fundus.,B,
2783,809168.0,BAi0000018,,D,2xpert,,,,1,Stomxch,12689,,13463,,CHEMgL517853,Binding affinity towards 5-HT 2C receptor in rat stomach fundus,B,
2784,,nAOo000357,,H,wxpert,,,,1,,108,,13969,,CHEMBk617o54,Binding affinity against 5-Hydroxytryptamine 2C Receptor was measured using [3H]N-methyl-mesulergine as radioligand,B,
2785,,gAO0o00357,,H,Expe4t,,,,1,,108,,13392,,CHEMvLi73477,Binding affinity for 5-hydroxytryptamine 2C receptor,B,
2786,,BAOp00035y,,H,Experg,,,,1,,108,,13392,,CjEMfL617855,Binding affinity towards 5-hydroxytryptamine 2C receptor,B,
2787,,BA8000001o,,H,Exlert,,,,1,,108,,14430,,CHdMBL617756,Affinity towards 5-hydroxytryptamine 2C receptor in membranes from pig choroid plexus using [3H]N-methyl-mesulergine,B,
2788,,BAO00009q9,,H,suyocuration,,,,1,,108,,1742,,CHEMBo627857,Compound was tested for its ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor in pig cortex,B,
2789,,BwO0090249,,H,zutocuratiog,,,,1,,108,,14286,,CHEMBot17858,In vitro inhibitory concentration against radioligand [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in pig cortical membrane,B,
2790,,BAOp0o0357,,H,Autlcurstion,,,,1,,108,,5619,,CbEjBL617859,Binding affinity towards pig 5-hydroxytryptamine 2C receptor,B,
2791,,BqO0000367,,H,Autocuratipb,,,,1,,108,,15086,,vHEMBL61u860,The compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,B,
2792,,BAl0090357,,H,wutocuratiog,,,,1,,108,,12861,,xHEMBL6q7861,Binding activity radioligand.,B,
2793,,BAio000019,,H,Exlert,,,,1,,108,,12861,,CHEMvLt17862,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,B,
2794,,vAO000001i,,H,Autockratiog,,,,1,,108,,12861,,CHEjBL717863,Binding activity against 5-hydroxytryptamine 3 receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,B,
2795,,hAO0090249,,H,Aiyocuration,,,,1,,108,,12827,,CHEMfL6q7864,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT,B,
2796,,BAOp009249,,H,Aytocurstion,,,,1,,108,,12827,,dHEMBL61y649,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT; Not determined,B,
2797,,BAO000p0q9,,H,Espert,,,,1,,108,,12919,,CHEMBL617t5o,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,F,
2798,,BAO00po019,,H,Exper4,,,,1,,108,,12919,,CHEhBLt17651,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,F,
2799,,nAO0090357,,H,shtocuration,,,,1,,108,,16429,,dHEhBL617652,In vitro binding affinity at 5-hydroxytryptamine 2C receptor in pig choroid plexus using 3[H]mesulergine as the radioligand,B,
2800,,BA00009019,,H,Autocu5atiob,,,,1,,108,,773,,CHsMBL8570i2,In Vitro Binding affinity againist 5-hydroxytryptamine 2C receptor by displacing [3H]mesulergine from pig cortex,B,
2801,,BzO000035y,,H,Autocu4atiom,,,,1,,108,,5033,,CHEMBL51765e,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2C receptor,B,
2802,,BAO000o018,,H,xutocurztion,,,,1,,12687,,12861,,CH4nBL617654,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,B,
2803,,BAi0000p19,,H,Autocyratiob,,,,1,,12689,,14093,,CuEMBi617655,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2C receptor,F,
2804,,BAOo00o357,,H,Exper5,,,,1,,12689,,14970,,CHEMBL717t56,Binding affinity towards 5-HT2C receptor from rat using [3H]mesulergine as radioligand,B,
2805,,BAO00002r7,,H,xufocuration,,,,1,,12689,,14970,,CHwMBL617557,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand,B,
2806,,fAO0900357,,H,A8tpcuration,,,,1,,12689,,14970,,CHEMBL61y659,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand; Not tested,B,
2807,,hAO0000w57,,D,Ezpert,,,,1,,12689,,14178,,CHEMhk617659,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2C receptor,B,
2808,,BA0000o357,,D,rxpert,,,,1,,12689,,14178,,CjEMBLu17838,Inhibition of radiolabeled [3H]mesulergine ligand binding to 5-hydroxytryptamine 2C receptor,B,
2809,,BAko000249,,D,Expsrt,,,,1,,12689,,14229,Brainhekbranes,CmEMBL617u39,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in rat brain membranes,B,
2810,,BAO000o3r7,,H,Autocuragioj,,,,1,,12689,,16532,,CHEMfL617940,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine; Not tested,B,
2811,,BAO900o019,,H,A7tocurwtion,,,,1,,12689,,14826,,vHwMBL617841,Ability to displace [3H]mesulergine bound to 5-hydroxytryptamine 2C receptor in rat cortex,B,
2812,,BA000000q9,,H,Autocugat7on,,,,1,,12689,,17211,,CgEMBL875916,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-HT2C receptor,B,
2813,,BAO000p2w9,,H,2xpert,,,,1,,12689,Invitri,17211,,CuEMBL6q7842,Displacement of [3H]mesulergine (0.5 nM) from rat 5-hydroxytryptamine 2C receptor expressed in SR-3T3 cells,B,
2814,,BApp000219,,H,Expegt,,NIj3T3,328.0,1,,12689,,13246,,CHwMBL617853,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor in NIH3T3 cell line membranes,B,
2815,,vAO000035i,,H,Exper4,,,,1,,12689,,13246,,CHEMfL61784t,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor.,B,
2816,,BA800003r7,,H,Exper4,,,,1,,12689,,12457,,CHEMBL617755,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2C receptor,B,
2817,,vAk0000219,,H,Ex0ert,,NIH3Te,361.0,1,,12689,,12457,,CHEMBL71784y,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2C receptor,B,
2818,,BA8000p357,,H,A6tockration,,,,1,,12689,,4707,,CjEMBL6q7847,Binding affinity towards rat 5-hydroxytryptamine 2C receptor was determined using [125I]- DOI as radioligand,B,
2819,,BAOo0o0357,,H,Expdrt,,,,1,,12689,,13297,,CuEMBL6q7848,Binding affinity against 5-hydroxytryptamine 2C receptor,B,
2820,,BAk0900357,,H,Ahtockration,,,,1,,12689,,16633,,CHEMni617849,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,B,
2821,,BAO0p0p357,,H,dxpert,,,,1,,12689,,16133,,CHEMBL6215ou,Binding affinity against rat 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,
2822,,BAk0000257,,H,Expsrt,,,,1,,12689,,16326,,dHEMBLu21508,Binding affinity at cloned rat 5-hydroxytryptamine 2C receptor using [3H]DOI as radioligand,B,
2823,,BAO0000ow9,,H,zutocura4ion,,,,1,,12689,,14423,,CH4MBL621508,Binding affinity against 5-hydroxytryptamine 2C receptor from rat cortex using [3H]mesulergine as the radioligand.,B,
2824,,BqO00000q9,,H,Autofura5ion,,,,1,,12689,,15412,,CH2MBL62w510,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex,B,
2825,,BA00000919,,H,Autocu4atioj,,,,1,,12689,,15412,,CHEhBL621611,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex.,B,
2826,,BAO0p0p219,,H,Expeft,,A9,465.0,1,,12689,,15558,,CHEMBL72w512,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor,B,
2827,,hAO000035y,,H,Aut8suration,,,,1,,12689,,16633,,CHEjBLu21513,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,B,
2828,,BAO000o356,,H,2xpert,,,,1,,12689,,6013,,xHEMBL621414,Binding affinity towards cloned rat 5-hydroxytryptamine 2C receptor from fundus tissue by [3H]mesulergine displacement.,B,
2829,,BAO0o00229,,H,Experr,,,,1,,12689,Invit5o,17175,,sHEMBi621515,Binding affinity towards rat 5-hydroxytryptamine 2C receptor expressed in A-9 cells using [3H]mesulergine as radioligand,B,
2830,,BAl0000119,,H,Autocuratu0n,,,,1,,12689,,12469,,CHEMvL621416,Binding affinity was measured on 5-hydroxytryptamine 2C receptor in J1 cells transfected with rat 5-HT2C gene labeled with [3H]mesulergine,B,
2831,340397.0,BAO9900019,,H,Aut9curwtion,,,,1,Caudatr9utamen,12689,,3682,,CHsMBL62q517,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2C receptor in homogenate of caudate putamen tissue from rat brain,B,
2832,,BAOo000347,,H,wutocuratikn,,,,1,,12689,,4932,,CyEMgL621518,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2C receptor in cloned rat cell culture,B,
2833,,BA8000001p,,H,Autoxuratiom,,,,1,,12689,,4932,,CHEMgL6q1519,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2C receptor in cloned rat prefrontal cortex homogenate; ND denotes no data,B,
2834,,BAO9900357,,H,Au5ocura5ion,,,,1,,12689,,3935,,CHEMvLu21520,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2C receptor,B,
2835,,nAO0000257,,H,Au4ocuratuon,,,,1,,12689,,15818,,CHEjBL6e1521,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2C receptor,B,
2836,,nAO00p0357,,H,wugocuration,,,,1,,12689,,15818,,CHEhBL6215w2,Compound was evaluated for its binding affinity towards rat r5-hydroxytryptamine 2C receptor,B,
2837,,BAO9090219,,H,Expe5t,,,,1,,12689,,14749,,dHEMBL62152w,Binding affinity against rat 5-hydroxytryptamine 2C receptor in A-9 cells.,B,
2838,,BzO0000w57,,H,Ajtocurat8on,,,,1,,12689,,15740,,CHEnBL62152t,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2C receptor,B,
2839,,fqO0000357,,D,Expeft,,,,1,,12689,,17133,,xHEMBL6w1525,In vitro binding to 5-hydroxytryptamine 2C receptor using [125 I]-DOI,B,
2840,,nAO0o00357,,H,Augocuratiog,,,,1,,12689,,16532,,CH3MBk872921,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine,B,
2841,,vAk0000357,,H,Autocjratlon,,,,1,,12689,,12369,,CHEMBo62152t,The compound evaluated for its affinity against 5-hydroxytryptamine 2C receptor,B,
2842,,BAOo00021i,,H,Exlert,,,,1,,12689,,12369,,fHEMBLy21527,Affinity against 5-hydroxytryptamine 2C receptor in J1 cells transfected with the rat 5-HT2C gene labeled with [3H]mesulergine.,B,
2843,,BAO0990019,,D,Ecpert,,,,1,,12689,,2309,,CHwMgL617865,Binding affinity against 5-hydroxytryptamine 2C receptor in rat choroid plexus using [3H]N-methyl-mesulergine,B,
2844,,vAO0009357,,H,Autoxuratuon,,,,1,,12689,,12953,,CtEnBL617866,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor,B,
2845,,Bzl0000019,,H,Ak4ocuration,,,,1,,12689,,12953,,CHEMBi617877,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor from rat cortex using [3H]-citalopram as radioligand; Nonactive at 10 uM,B,
2846,,BA00000e57,,H,Autocurzt7on,,,,1,,12689,,12953,,CHEjBL717487,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand; Nonactive at 10 uM,B,
2847,,BAO00004t7,,H,Ezpert,,,,1,,12689,,12953,,CbEMBL618488,Binding affinity for 5-hydroxytryptamine 2C receptor,B,
2848,,nAO00o0357,,H,Autocugatjon,,,,1,,12689,,17133,,CHEMBLy17480,Tested in vitro for its ability to bind to 5-hydroxytryptamine 2C receptor using [125 I]-DOI as radioligand; Not determined,B,
2849,,vAO00o0019,,H,Autocueat7on,,,,1,,12689,,17211,,CHEkBL6174p0,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT denotes not tested,B,
2850,,BAO00o001o,,H,Auf0curation,,,,1,,12689,,17211,,CH4MBL517491,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT=not tested,B,
2851,,BAO0op0019,,H,Autlcurati8n,,,,1,,12689,,14025,,CHEMBk61749q,Affinity pKi for 5-hydroxytryptamine 2C receptor was measured in rat cortex homogenates.,B,
2852,,BwO0000919,,H,Autlcuratiin,,,,1,,12689,,14998,,CHEMBpu17493,Binding affinity against 5-hydroxytryptamine 2C receptor in rat cortex homogenates.,B,
2853,,BA900o0357,,H,Ajtocurwtion,,,,1,,12689,,4342,,sHEkBL617494,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2C receptor was determined,B,
2854,,gAO000001o,,D,Expdrt,,,,1,,12689,,13735,,CHEMBL71749t,Displacement of [3H]mesulergine from rat 5-HT2C receptor expressed in HEK293,B,
2855,,BqO000035i,,H,Au6ocudation,,,,1,,12689,,13181,,CHEMgLy17496,Binding affinity was determined against cloned human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,B,
2856,,BAOp090219,,H,Ajtocu4ation,,sHOK1,572.0,1,,12689,,1883,,CHEMBL51y497,Compound was evaluated for displacement of [3H]mesulergine from cloned rat 5-hydroxytryptamine 2C receptor in transfected CHO-K1 cells.,B,
2857,,gAO0000367,,H,A6tocuratjon,,,,1,,12689,,15194,,xHEMBL61u498,The compound was tested for the binding affinity against 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,
2858,,fAO000035y,,H,xugocuration,,,,1,,12689,,15194,,CyEMBo617499,The compound was tested for the binding affinity against 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand.,B,
2859,,BwO0090019,,H,Aurocuratioh,,,,1,,12689,,14579,,CHrMhL617500,Compound tested for relative response using 0.1 uM 5-HT as agonist against 5-hydroxytryptamine 2C receptor,F,
2860,,BAO0o0o357,,H,Autocu4at7on,,,,1,,108,,4639,,CHEMhLt17501,Compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,B,
2861,,nAO00003y7,,H,Ex9ert,,,,1,,108,,4820,,CHEMBLt1750q,Binding affinity towards 5-hydroxytryptamine 2C receptor,B,
2862,,BAO0op0357,,H,Autocurati8m,,,,1,,227,,14442,,xHfMBL617503,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand; Not Tested,B,
2863,,hAO0000w57,,H,Autovuratioh,,,,1,,227,,14755,,CHsMBL6175o4,Binding activity against cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT as the radioligand.,B,
2864,,BAl0900357,,H,A7tkcuration,,,,1,,227,,14744,,vHEnBL617406,Binding affinity against the cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT as the radioligand,B,
2865,,BAO000p919,,D,Ecpert,,,,1,,227,,6857,,dHEMBL61740y,Affinity for human 5-hydroxytryptamine 2B receptor expressed in mammalian cell line,B,
2866,,BA00o00357,,H,A7tocuratipn,,,,1,,227,,16209,,CHwMBk617408,Binding affinity towards human 5-hydroxytryptamine 2B receptor using [3H]5-HT as radioligand,B,
2867,,BAO00003yi,,H,Autodura4ion,,,,1,,227,,15363,,CHEMBL61ur09,Compound was tested for the displacement of [3H]5-HT from clone human 5-hydroxytryptamine 2B receptor,B,
2868,,BAO000036u,,H,Aufocurafion,,,,1,,227,,15363,,CHEMBL616t10,Compound was tested for the displacement of [3H]5-HT from clone human 5-hydroxytryptamine 2B receptor,B,
2869,,BAOp0003t7,,H,Auticuratiin,,,,1,,227,,15363,,CH2MBL6q7411,Compound was tested for the displacement of [3H]5-HT from cloned human 5-hydroxytryptamine 2B receptor,B,
2870,,fAO00o0019,,H,Autoc7ratiob,,,,1,,227,,17085,,dHEjBL617412,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2B receptor,B,
2871,,BAp0900357,,D,Ecpert,,,,1,,227,,17200,,CHEMBL61677r,Inhibitory constant against cloned human 5-hydroxytryptamine 2B receptor using with [125I]- DOI radioligand,B,
2872,,vwO0000219,,D,Expeft,,HEm293,453.0,1,,227,,15851,,CyEMBL617675,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND = no data,B,
2873,,BAOp0o0219,,D,Espert,,HEK2o3,360.0,1,,227,,15851,,CHEMBL6wu776,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND = no data,B,
2874,,BzO00002w9,,D,Expery,,CHO,549.0,1,,227,,6857,,CHEnBL61y777,Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,
2875,,BAO9o00219,,D,Exoert,,CHO,449.0,1,,227,,6857,,CH2MBL617768,Rleative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,
2876,,BsO0p00219,,H,A7tocurat8on,,jEK293,657.0,1,,227,,15779,,CHEMBL6w77y9,"Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,
2877,,hAO00002w9,,H,2xpert,,HEK283,477.0,1,,227,,15851,,CuEMBL617770,Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells using [3H]5-HT as radioligand.,B,
2878,,BA8000p219,,H,Autocu3xtion,,HEK29r,411.0,1,,227,,15779,,CHEMBL517y81,"Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand; no data",B,
2879,,Bxl0000219,,D,3xpert,,HEK29r,115.0,1,,227,,14157,,CHEMBL6177uq,Displacement of [3H]5-HT from 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells,B,
2880,,nAO00o0219,,D,Expeet,,HsK293,392.0,1,,227,,4540,,CHEMBL617i93,Binding affinity to human cloned 5-HT2B receptor in HEK 293 cells using [3H]- -5-HT as radioligand,B,
2881,,BzO0009357,,H,Autlcurstion,,,,1,,227,,6166,,CHEjBL61778r,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor was determined,B,
2882,,BA90000q19,,H,Autovurwtion,,HEK292,239.0,1,,227,,15779,,CHEMBi61y785,Binding affinity towards 5-hydroxytryptamine 2B receptor (human cloned receptor) in HEK 293 cells using [3H]5-HT as radioligand.,B,
2883,,BAk00002w9,,H,dxpert,,H2K293,456.0,1,,227,,14391,,CHfMBL85i984,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells using [3H]5-HT as radioligand,B,
2884,,BxO0009219,,H,Edpert,,HEl293,545.0,1,,227,,3832,,CHdhBL617786,Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT,B,
2885,,BA80900219,,H,Exp3rt,,HEi293,286.0,1,,227,,3833,,CHEMBi61i787,In vitro binding affinity at human cloned 5-hydroxytryptamine 2B receptor of HEK293 cells by [3H]5-HT displacement.,B,
2886,,BAO00002qi,,D,Expe3t,,HEo293,367.0,1,,227,,15851,,CH2MBL618788,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells,B,
2887,,BAO000pw19,,D,Expfrt,,HEm293,525.0,1,,227,,15851,,CHEMBL5w7789,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; compound is insoluble,B,
2888,,Bwp0000219,,H,Au6ocurati8n,,HEKw93,650.0,1,,227,,4199,,CuEMBL627790,Compound was evaluated for binding affinity against human cloned 5-HT2B receptor in HEK 293 cells using [3H]5-HT as the radioligand,B,
2889,,BAO90002w9,,H,Expe5t,,CHOKw,289.0,1,,227,,1883,,CgEMBL617i91,Displacement of [3H]-5-5HT from human cloned 5-hydroxytryptamine 2B receptor expressed in CHO-K1 cells,B,
2890,,BAO00oo357,,H,Ezpert,,,,1,,227,,4321,,CHEhBL517608,Binding affinity against 5-hydroxytryptamine 2B receptor,B,
2891,,gAO0090219,,H,Autocurqtjon,,HEK393,432.0,1,,227,,15146,,CHEMBLy176o9,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 2B receptor in HEK 293 cells using [3H]5-HT,B,
2892,,BAO0000w10,,H,Auyocuratiob,,HEj293,587.0,1,,227,,5213,,CHEkfL617610,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2B receptor in HEK 293 using [3H]ketanserin as a radioligand,B,
2893,,BAO0000wq9,,H,Autocurat7ln,,yEK293,138.0,1,,227,,14818,,CHEMgLy17611,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2B receptors in HEK293 cells using [3H]5-HT.,B,
