assay_id,confidence_score,src_assay_id,bao_format,curated_by,tissue_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
6564,0,,BAO_0000219,Autocuration,,15494,Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied after 5 hrs of Incubation.,F,,,Homo sapiens,9606.0,
6565,0,,BAO_0000219,Autocuration,,15494,"Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied, after 5 hrs of Incubation.",F,,,Homo sapiens,9606.0,
6566,1,,BAO_0000219,Intermediate,,12348,Anti -HIV activity was measured against AA5/HIV-1(IIIB),F,,,Homo sapiens,9606.0,
6567,1,,BAO_0000219,Intermediate,,12348,Cytotoxicity was measured against AA5/HIV-1(IIIB),F,,,Homo sapiens,9606.0,
6568,1,,BAO_0000219,Intermediate,,2726,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in AA5 EBV-infected B-cell,F,,,Homo sapiens,9606.0,
6569,1,,BAO_0000219,Intermediate,,2726,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in U937 monocytic cell,F,,,Homo sapiens,9606.0,
6570,1,,BAO_0000219,Intermediate,,10747,Hypersensitivity factor obtained from in vitro cytotoxicities against Chinese hamster ovary derived AA8 / UV4 cell lines,F,,,Cricetulus griseus,10029.0,
6571,1,,BAO_0000219,Expert,,11005,"Inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",F,,,Cricetulus griseus,10029.0,
6572,1,,BAO_0000219,Intermediate,,12687,Average intracellular compound concentration when the hypoxic SER=1.6,F,,,Cricetulus griseus,10029.0,
6573,1,,BAO_0000219,Intermediate,,12687,Average intracellular compound concentration when the hypoxic SER=1.6.,F,,,Cricetulus griseus,10029.0,
6574,1,,BAO_0000219,Intermediate,,12687,Average intracellular compound concentration where the hypoxia sensitizer enhancement ratio (SER)=1.6,F,,,Cricetulus griseus,10029.0,
6575,1,,BAO_0000219,Intermediate,,12687,Average intracellular compound concentration where the sensitizer enhancement ratio (SER)=1.6 under hypoxia,F,,,Cricetulus griseus,10029.0,
6576,1,,BAO_0000219,Intermediate,,12687,Compound concentration at which sensitizer enhancement ratio =1.6 under hypoxia.,F,,,Cricetulus griseus,10029.0,
6577,1,,BAO_0000219,Intermediate,,13436,"Compound was tested for the concentration required to reduce cell survival under hypoxic conditions, using the cell line AA8 in the clonogenic assay.",F,,,Cricetulus griseus,10029.0,
6578,1,,BAO_0000219,Intermediate,,13435,"Concentration needed to reduce cell survival to 10% of control values, using 1 hour exposure of plateau phase AA8 cells at 10e6 cells/ml",F,,,Cricetulus griseus,10029.0,
6579,1,,BAO_0000219,Intermediate,,13302,Activity to reduce the surviving fraction to 10% (CT10) was used as an inverse measure of cytotoxic potency in aerobic conditions,F,,,Cricetulus griseus,10029.0,
6580,1,,BAO_0000219,Intermediate,,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,F,,,Cricetulus griseus,10029.0,
6581,1,,BAO_0000219,Intermediate,,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,A,,,Cricetulus griseus,10029.0,
6582,1,,BAO_0000219,Intermediate,,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition.,A,,,Cricetulus griseus,10029.0,
6583,1,,BAO_0000219,Expert,,12878,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay,A,,,Cricetulus griseus,10029.0,
6584,1,,BAO_0000219,Intermediate,,12878,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay. Inactive at the solubility limit,A,,,Cricetulus griseus,10029.0,
6585,1,,BAO_0000219,Expert,,14367,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% controls in clonogenic assay,F,,,Cricetulus griseus,10029.0,
6586,1,,BAO_0000219,Intermediate,,14367,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% of controls in clonogenic assay,F,,,Cricetulus griseus,10029.0,
6587,1,,BAO_0000219,Expert,,12398,Aerobic cytotoxicity was assessed in a growth inhibition assay using log phase cultures of the chinese hamster ovary fibroblast line AA8,F,,,hampster,36483.0,
6588,1,,BAO_0000219,Expert,,12878,Aerobic growth inhibition in Chinese hamster cell line AA8,F,,,Cricetulus griseus,10029.0,
6589,1,,BAO_0000219,Expert,,13820,Cytotoxicity against AA8 cell and IC50 values were determined as drug concentration required to inhibit cell protein to 50%.,F,,,Cricetulus griseus,10029.0,
6590,1,,BAO_0000219,Expert,,13436,Inhibition of growth under aerobic conditions in AA8 cells,F,,,Cricetulus griseus,10029.0,
6591,1,,BAO_0000218,Intermediate,,6084,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6592,1,,BAO_0000218,Intermediate,,5711,Oral bioavailability in dog at 10 mg/kg of the compound,A,In vivo,,Canis lupus familiaris,9615.0,
6593,1,,BAO_0000218,Intermediate,,4353,Oral bioavailability in dog (dose 5 uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6594,1,,BAO_0000218,Intermediate,,4353,Oral bioavailability in dog (dose 5 uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6595,1,,BAO_0000218,Intermediate,,17800,Oral bioavailability in dog (mongrel),A,In vivo,,Canis lupus familiaris,9615.0,
6596,1,,BAO_0000218,Intermediate,,3994,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6597,1,,BAO_0000218,Intermediate,,3994,Oral bioavailability in dog (dose 10 mg/kg),F,In vivo,,Canis lupus familiaris,9615.0,
6598,1,,BAO_0000218,Intermediate,,5145,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6599,1,,BAO_0000218,Intermediate,,16452,Bioavailability in dog (dose 1 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6600,1,,BAO_0000218,Intermediate,,16452,Pharmacokinetic data for dose given to dogs intravenously (oral PK study in parentheses),A,In vivo,,Canis lupus familiaris,9615.0,
6601,1,,BAO_0000218,Intermediate,,5983,Pharmacokinetic property (F) was measured in dog at the dose of 0.032 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6602,1,,BAO_0000218,Intermediate,,4273,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6603,1,,BAO_0000218,Intermediate,,12500,Bioavailability in dog (dose 3-10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6604,1,,BAO_0000218,Intermediate,1969.0,12500,The compound was tested for bioavailability of compound in plasma of dog; Complete,A,In vivo,,Canis lupus familiaris,9615.0,
6605,1,,BAO_0000218,Intermediate,,3639,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6606,1,,BAO_0000218,Intermediate,,3880,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6607,1,,BAO_0000218,Intermediate,,4838,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6608,1,,BAO_0000218,Intermediate,,15600,oral bioavailability was measured in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6609,1,,BAO_0000218,Intermediate,,17248,Compound was tested for plasma protein binding in dog; Not determined,A,,,Canis lupus familiaris,9615.0,
6610,1,,BAO_0000218,Intermediate,,17248,Compound was tested for plasma protein binding of dog,A,,,Canis lupus familiaris,9615.0,
6611,1,,BAO_0000218,Intermediate,,17248,Compound was tested for plasma protein binding of dog; Not determined,A,,,Canis lupus familiaris,9615.0,
6612,1,,BAO_0000218,Intermediate,,17443,Concentration in dogs after oral administration at dose of 1 mg/kg after 180 min.,A,,,Canis lupus familiaris,9615.0,
6613,1,,BAO_0000218,Intermediate,,4186,Apparent terminal elimination half-life in dog after administration of 20 mg/kg dose through peroral route,A,In vivo,,Canis lupus familiaris,9615.0,
6614,1,,BAO_0000218,Intermediate,,3749,Half life was determined,A,,,Canis lupus familiaris,9615.0,
6615,1,,BAO_0000218,Intermediate,,3249,Half life by ''Cr'' assay in dog at a dose of 5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6616,1,,BAO_0000218,Intermediate,,3022,Half life was evaluated in dog,A,,,Canis lupus familiaris,9615.0,
6617,1,,BAO_0000218,Intermediate,,3749,Half life was determined,A,,,Canis lupus familiaris,9615.0,
6618,1,,BAO_0000218,Intermediate,,2517,Biodistribution of compound was measured in bile at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo,,Canis lupus familiaris,9615.0,
6619,1,,BAO_0000218,Intermediate,948.0,2517,Biodistribution of compound was measured in heart at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo,,Canis lupus familiaris,9615.0,
6620,1,,BAO_0000218,Intermediate,2113.0,2517,Biodistribution of compound was measured in kidney at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo,,Canis lupus familiaris,9615.0,
6621,1,,BAO_0000218,Intermediate,2107.0,2517,Biodistribution of compound was measured in liver at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo,,Canis lupus familiaris,9615.0,
6622,1,,BAO_0000218,Intermediate,2048.0,2517,Biodistribution of compound was measured in lung at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo,,Canis lupus familiaris,9615.0,
6623,1,,BAO_0000218,Intermediate,2106.0,2517,Biodistribution of compound was measured in spleen at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo,,Canis lupus familiaris,9615.0,
6624,1,,BAO_0000218,Intermediate,,3639,LogP in dog,A,,,Canis lupus familiaris,9615.0,
6625,1,,BAO_0000218,Intermediate,,6227,Partition coefficient (logP),A,,,Canis lupus familiaris,9615.0,
6626,1,,BAO_0000218,Intermediate,,6227,Partition coefficient in dog,A,,,Canis lupus familiaris,9615.0,
6627,1,,BAO_0000218,Intermediate,,17764,Mean-residence time of compound after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6628,1,,BAO_0000218,Intermediate,,4809,Pharmacokinetic parameter MRT was determined in Beagle dogs after (po) administration of a dose of 28 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6629,1,,BAO_0000218,Intermediate,,5600,In vitro metabolic stability determined after 30 min of incubation in dog hepatic microsomes,A,,,Canis lupus familiaris,9615.0,
6630,1,,BAO_0000218,Intermediate,,14294,Metabolism of compound in dog S9 microsomes ('++''indicates 20-50% largest observed peak),A,,,Canis lupus familiaris,9615.0,
6631,1,,BAO_0000218,Intermediate,,14294,Metabolism of compound in dog S9 microsomes ('++++' indicates largest observed peak),A,,,Canis lupus familiaris,9615.0,
6632,1,,BAO_0000218,Intermediate,,14294,Metabolism of compound in dog S9 microsomes; Trace,A,,,Canis lupus familiaris,9615.0,
6633,1,,BAO_0000218,Intermediate,2107.0,6251,In vitro metabolic potential in dog liver microsomes,A,,,Canis lupus familiaris,9615.0,
6634,1,,BAO_0000218,Intermediate,,3748,Oral bioavailability of perorally administered compound (10 mg/kg) was tested in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6635,1,,BAO_0000218,Intermediate,,2713,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6636,1,,BAO_0000218,Intermediate,,6512,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6637,1,,BAO_0000218,Intermediate,,6679,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,In vivo,,Canis lupus familiaris,9615.0,
6638,1,,BAO_0000218,Intermediate,,3749,The compound was tested for bioavailability in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6639,1,,BAO_0000218,Intermediate,,3749,The compound was tested for oral bioavailability in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6640,1,,BAO_0000218,Intermediate,,6742,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6641,1,,BAO_0000218,Intermediate,,6227,Compound was tested for percent protein binding (PB) in dog,A,,,Canis lupus familiaris,9615.0,
6642,1,,BAO_0000218,Intermediate,,6874,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,A,,,Canis lupus familiaris,9615.0,
6643,1,,BAO_0000218,Intermediate,1969.0,2877,Compound was evaluated for plasma clearance.,A,In vivo,,Canis lupus familiaris,9615.0,
6644,1,,BAO_0000218,Intermediate,1969.0,12500,The compound was tested for plasma clearance in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6645,1,,BAO_0000218,Intermediate,1969.0,12500,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,A,In vivo,,Canis lupus familiaris,9615.0,
6646,1,,BAO_0000218,Intermediate,,4709,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,A,,,Canis lupus familiaris,9615.0,
6647,1,,BAO_0000218,Intermediate,2107.0,5542,In vitro relative rate of metabolism was determined in dog liver microsomes,A,,,Canis lupus familiaris,9615.0,
6648,1,,BAO_0000218,Intermediate,,17594,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6649,1,,BAO_0000218,Intermediate,,2652,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A,In vivo,,Canis lupus familiaris,9615.0,
6650,1,,BAO_0000218,Intermediate,,17764,Half life after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6651,1,,BAO_0000218,Intermediate,2048.0,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6652,1,,BAO_0000218,Intermediate,2048.0,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6653,1,,BAO_0000218,Intermediate,2048.0,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6654,1,,BAO_0000218,Intermediate,,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6655,1,,BAO_0000218,Intermediate,,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6656,1,,BAO_0000218,Intermediate,,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6657,1,,BAO_0000218,Intermediate,,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6658,1,,BAO_0000218,Intermediate,,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6659,1,,BAO_0000218,Intermediate,955.0,17641,C2 in brain of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0,
6660,1,,BAO_0000218,Intermediate,2113.0,17641,C2 in kidney of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0,
6661,1,,BAO_0000218,Intermediate,2107.0,17641,C2 in liver of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0,
6662,1,,BAO_0000218,Intermediate,2048.0,17641,C2 in lungs of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0,
6663,1,,BAO_0000218,Intermediate,2106.0,17641,C2 in spleen of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0,
6664,1,,BAO_0000218,Intermediate,,17852,Plasma clearance in mouse,A,In vivo,,Mus musculus,10090.0,
6665,1,,BAO_0000218,Intermediate,,17764,Clearance of compound after intravenous administration in mice at 24 uM/kg,A,In vivo,,Mus musculus,10090.0,
6666,1,,BAO_0000218,Intermediate,,17837,Clearance from mouse blood following i.v. administration of 10 mg/kg,A,In vivo,,Mus musculus,10090.0,
6667,1,,BAO_0000218,Intermediate,,2675,Clearance was evaluated in mice after intravenous administration,A,In vivo,,Mus musculus,10090.0,
6668,1,,BAO_0000218,Intermediate,,2675,Clearance was evaluated in mice after oral administration,A,In vivo,,Mus musculus,10090.0,
6669,1,,BAO_0000218,Intermediate,,4239,Pharmacokinetic property (Plasma clearance) was measured in mouse,A,In vivo,,Mus musculus,10090.0,
6670,1,,BAO_0000218,Intermediate,,17753,Plasma clearance of compound was determined at 40 mg/Kg,A,In vivo,,Mus musculus,10090.0,
6671,1,,BAO_0000218,Intermediate,,17753,Plasma clearance of at 24 mg/Kg,A,In vivo,,Mus musculus,10090.0,
6672,1,,BAO_0000218,Intermediate,,17753,Plasma clearance at 24 mg/Kg,A,In vivo,,Mus musculus,10090.0,
6673,1,,BAO_0000218,Intermediate,,17753,Plasma clearance at 5 mg/Kg,A,In vivo,,Mus musculus,10090.0,
6674,1,,BAO_0000218,Intermediate,,5727,Plasma clearance in mice,A,In vivo,,Mus musculus,10090.0,
6675,1,,BAO_0000218,Intermediate,,2862,Plasma clearance value upon iv administration in mouse,A,In vivo,,Mus musculus,10090.0,
6676,1,,BAO_0000218,Intermediate,1969.0,5980,Total plasma clearance in mice,A,In vivo,,Mus musculus,10090.0,
6677,1,,BAO_0000218,Intermediate,,17592,Clearance in mouse,A,In vivo,,Mus musculus,10090.0,
6678,1,,BAO_0000218,Intermediate,,17718,Clearance value was determined,A,In vivo,,Mus musculus,10090.0,
6679,1,,BAO_0000218,Intermediate,,16597,Plasma clearance at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo,,Mus musculus,10090.0,
6680,0,,BAO_0000100,Intermediate,,17384,Calculated partition coefficient (clogP),P,,,,,
6681,1,,BAO_0000218,Intermediate,,6062,Plasma clearance for the compound was measured in mouse after an iv dose of 1 mg/kg,A,In vivo,,Mus musculus,10090.0,
6682,1,,BAO_0000218,Intermediate,,17734,Plasma clearance rate after intraperitoneal administration of 100 mg/kg in mice,A,In vivo,,Mus musculus,10090.0,
6683,1,,BAO_0000218,Intermediate,,6348,Plasma clearance was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,In vivo,,Mus musculus,10090.0,
6684,1,,BAO_0000218,Intermediate,,5969,In vivo total clearance was determined in murine septicemia at dose of 100 mg/kg,A,In vivo,,Mus musculus,10090.0,
6685,1,,BAO_0000218,Intermediate,,5969,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0,
6686,1,,BAO_0000218,Intermediate,,5969,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A,In vivo,,Mus musculus,10090.0,
6687,1,,BAO_0000218,Intermediate,,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for Cmax,A,In vivo,,Mus musculus,10090.0,
6688,1,,BAO_0000218,Intermediate,,5781,Cmax after oral administration at 30 mg/kg in ICR mouse,A,In vivo,,Mus musculus,10090.0,
6689,1,,BAO_0000218,Intermediate,,17764,Cmax after peroral administration in mice at 2.4 uM/kg,A,In vivo,,Mus musculus,10090.0,
6690,1,,BAO_0000218,Intermediate,955.0,17641,Cmax in brain of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0,
6691,1,,BAO_0000218,Intermediate,2113.0,17641,Cmax in kidney of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0,
6692,1,,BAO_0000218,Intermediate,2107.0,17641,Cmax in liver of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0,
6693,1,,BAO_0000218,Intermediate,2048.0,17641,Cmax in lungs of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0,
6694,1,,BAO_0000218,Intermediate,,17764,Cmax in mice at 18 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0,
6695,1,,BAO_0000218,Intermediate,,17764,Cmax in mice at 23 uM/kg i.v. administration,F,In vivo,,Mus musculus,10090.0,
6696,1,,BAO_0000218,Intermediate,,17764,Cmax in mice at 24 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0,
6697,1,,BAO_0000218,Intermediate,,17764,Cmax in mice at 25 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0,
6698,1,,BAO_0000218,Intermediate,,17764,Cmax in mice at 26 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0,
6699,1,,BAO_0000218,Intermediate,2106.0,17641,Cmax in spleen of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0,
6700,1,,BAO_0000218,Intermediate,,16597,Cmax value at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo,,Mus musculus,10090.0,
6701,1,,BAO_0000218,Intermediate,,16597,Cmax value at a dose of 10 mg/kg peroral administration in mice.,A,In vivo,,Mus musculus,10090.0,
6702,1,,BAO_0000218,Intermediate,,5727,Cmax value was determined,A,In vivo,,Mus musculus,10090.0,
6703,1,,BAO_0000218,Intermediate,,5951,Cmax value in IRC mice,A,In vivo,,Mus musculus,10090.0,
6704,1,,BAO_0000218,Intermediate,,5506,Cmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,A,In vivo,,Mus musculus,10090.0,
6705,1,,BAO_0000218,Intermediate,,5506,Cmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,A,In vivo,,Mus musculus,10090.0,
6706,1,,BAO_0000218,Intermediate,1969.0,14239,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,A,In vivo,,Mus musculus,10090.0,
6707,1,,BAO_0000218,Intermediate,1969.0,4890,"Compound was evaluated for the pharmacokinetic parameter, maximum plasma concentration",A,In vivo,,Mus musculus,10090.0,
6708,1,,BAO_0000218,Intermediate,,429,Evaluated for pharmacokinetic parameter Cmax in mouse at the dose 20 mg/kg,A,In vivo,,Mus musculus,10090.0,
6709,1,,BAO_0000218,Intermediate,,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 50 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,6277.0,
6710,1,,BAO_0000218,Intermediate,,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 6.25 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,6277.0,
6711,1,,BAO_0000218,Intermediate,,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 75 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,6277.0,
6712,1,,BAO_0000219,Intermediate,,13227,Inhibitory activity against human tumor cell line A0375 melanoma.,F,,,Homo sapiens,9606.0,
6713,9,,BAO_0000249,Expert,,4481,Displacement of [3H]N6-PIA binding from A1 receptor in whole rat brain membranes,B,,,Rattus norvegicus,10116.0,
6714,9,,BAO_0000019,Expert,,16931,Forskolin-induced cAMP production at human A1 adenosine receptor,F,,,Homo sapiens,9606.0,
6715,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1; change of less than 5% of allosteric enhancement.,F,,,,,
6716,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,,,,,
6717,8,,BAO_0000219,Expert,,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM,F,,,,,
6718,8,,BAO_0000219,Expert,,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration,F,,,,,
6719,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; An increase of cAmp content of cells,F,,,,,
6720,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement,F,,,,,
6721,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,,
6722,9,,BAO_0000219,Expert,,3850,Percent response to 10 uM PD-81723 on CHO cells expressing human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,,,Homo sapiens,9606.0,
6723,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM,F,,,,,
6724,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; change of less than 5% of allosteric enhancement.,F,,,,,
6725,8,,BAO_0000219,Expert,,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration,F,,,,,
6726,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,,
6727,8,,BAO_0000219,Expert,,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; An increase of cAmp content of cells,F,,,,,
6728,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM,F,,,,,
6729,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,,,,
6730,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,F,,,,,
6731,8,,BAO_0000219,Expert,,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,F,,,,,
6732,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,F,,,,,
6733,8,,BAO_0000219,Autocuration,,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,,
6734,8,,BAO_0000219,Expert,,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,,,,
6735,1,,BAO_0000219,Intermediate,,12680,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,F,,,Oryctolagus cuniculus,9986.0,
6736,0,,BAO_0000219,Autocuration,,1313,In vitro potassium channel opening activity in A10 (smooth muscle) cells,F,,,Rattus norvegicus,10116.0,
6737,0,,BAO_0000219,Autocuration,,1313,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,F,,,Rattus norvegicus,10116.0,
6738,1,,BAO_0000219,Intermediate,,17567,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,F,,,Rattus norvegicus,10116.0,
6739,1,,BAO_0000219,Intermediate,,17567,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,F,,,Rattus norvegicus,10116.0,
6740,1,,BAO_0000219,Intermediate,,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,F,,,Rattus norvegicus,10116.0,
