assay_id,assay_type,assay_test_type,assay_tax_id,assay_strain,tid,curated_by,description,src_assay_id,chembl_id,assay_category,doc_id,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,relationship_type
4019,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 0.3 mg/kg",,CHEMBL620044,,12832,Canis lupus familiaris,Blood,,,H
4020,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 1.0 mg/kg",,CHEMBL620045,,12832,Canis lupus familiaris,Blood,,,H
4021,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 3.0 mg/kg",,CHEMBL620046,,12832,Canis lupus familiaris,Blood,,,H
4022,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL620047,,12832,Canis lupus familiaris,Blood,,,H
4023,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 0.3 mg/kg",,CHEMBL620048,,12832,Canis lupus familiaris,Blood,,,H
4024,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 1.0 mg/kg",,CHEMBL857703,,12832,Canis lupus familiaris,Blood,,,H
4025,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 3.0 mg/kg",,CHEMBL620049,,12832,Canis lupus familiaris,Blood,,,H
4026,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL620050,,12832,Canis lupus familiaris,Blood,,,H
4027,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL620051,,12832,Canis lupus familiaris,Blood,,,H
4028,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL619213,,12832,Canis lupus familiaris,Blood,,,H
4029,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL619214,,12832,Canis lupus familiaris,Blood,,,H
4030,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL619804,,12832,Canis lupus familiaris,Blood,,,H
4031,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",,CHEMBL619805,,12832,Canis lupus familiaris,Blood,,,H
4032,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL619806,,12832,Canis lupus familiaris,Blood,,,H
4033,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL619807,,12832,Canis lupus familiaris,Blood,,,H
4034,F,In vivo,9615.0,,55,Autocuration,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL619808,,12832,Canis lupus familiaris,Blood,,,H
4035,B,,9615.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r,,CHEMBL619809,,3595,Canis lupus familiaris,,,,H
4036,B,,9615.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r to canine,,CHEMBL619810,,3595,Canis lupus familiaris,,,,H
4037,B,,9615.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr,,CHEMBL619811,,3595,Canis lupus familiaris,,,,H
4038,B,,9615.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr to canine,,CHEMBL620769,,3595,Canis lupus familiaris,,,,H
4039,B,,9615.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr,,CHEMBL620770,,3595,Canis lupus familiaris,,,,H
4040,B,,9615.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr to canine,,CHEMBL620771,,3595,Canis lupus familiaris,,,,H
4041,B,,9615.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr,,CHEMBL620772,,3595,Canis lupus familiaris,,,,H
4042,B,,9615.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr to canine,,CHEMBL620773,,3595,Canis lupus familiaris,,,,H
4043,B,,10141.0,,55,Autocuration,Ability to inhibit 5-lipoxygenase in guinea pig,,CHEMBL620774,,9203,Cavia porcellus,,,,H
4044,B,,10141.0,,55,Expert,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-lipoxygenase in vitro (guinea pig PMN),,CHEMBL620775,,82,Cavia porcellus,,,,H
4045,B,,10141.0,,55,Autocuration,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in guinea pig.,,CHEMBL620776,,11090,Cavia porcellus,,,,H
4046,B,,10141.0,,55,Autocuration,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 12 h, following intravenous administration at the dose of 1.0 mg/kg",,CHEMBL620777,,12832,Cavia porcellus,Blood,,,H
4047,B,,10141.0,,55,Autocuration,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on 5-hydroxyeicosapentaenoic acid (5-HETE) production,,CHEMBL620778,,1065,Cavia porcellus,,,,H
4048,B,,10141.0,,55,Autocuration,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on LTB4 production,,CHEMBL620779,,1065,Cavia porcellus,,,,H
4049,B,,10141.0,,55,Expert,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]-AA to 5-HETE in guinea pig peritoneal polymorphonuclear leukocytes,,CHEMBL621500,,12832,Cavia porcellus,,,,H
4050,B,,10141.0,,55,Expert,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,,CHEMBL621501,,12832,Cavia porcellus,,,,H
4051,B,,10141.0,,55,Autocuration,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,,CHEMBL618098,,12832,Cavia porcellus,,,,H
4052,B,,10141.0,,55,Autocuration,Inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,,CHEMBL618099,,10504,Cavia porcellus,,,,H
4053,B,,10141.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase,,CHEMBL618100,,7788,Cavia porcellus,,,,H
4054,B,,10141.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte,,CHEMBL618101,,10001,Cavia porcellus,,,,H
4055,B,,10141.0,,55,Autocuration,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant,,CHEMBL618102,,10193,Cavia porcellus,,,,H
4056,B,,10141.0,,55,Autocuration,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase,,CHEMBL618103,,13243,Cavia porcellus,,,,H
4057,B,,10141.0,,55,Autocuration,Inhibitory activity uM,,CHEMBL618104,,13243,Cavia porcellus,,,,H
4058,B,,10141.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase in guinea pig leukocytes was determined,,CHEMBL883712,,969,Cavia porcellus,,,,H
4059,B,,10141.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase at 10 uM,,CHEMBL618105,,10001,Cavia porcellus,,,,H
4060,B,,10141.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,,CHEMBL618106,,7788,Cavia porcellus,,,,H
4061,B,,10141.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte at 30 uM,,CHEMBL618107,,10001,Cavia porcellus,,,,H
4062,B,,10141.0,,55,Autocuration,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,,CHEMBL618108,,10193,Cavia porcellus,,,,H
4063,B,,10141.0,,55,Autocuration,Inhibitory activity uM,,CHEMBL618109,,13243,Cavia porcellus,,,,H
4064,B,,10141.0,,55,Autocuration,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase at 10 uM,,CHEMBL618110,,13243,Cavia porcellus,,,,H
4065,B,,10141.0,,55,Expert,Inhibitory activity uM,,CHEMBL618111,,13243,Cavia porcellus,,,,H
4066,F,,10141.0,,55,Autocuration,Inhibitory activity uM,,CHEMBL618112,,13243,Cavia porcellus,,,,H
4067,B,,10141.0,,55,Autocuration,Percent inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,,CHEMBL618113,,10504,Cavia porcellus,,,,H
4068,B,,10141.0,,55,Autocuration,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,,CHEMBL618114,,7788,Cavia porcellus,,,,H
4069,F,,10141.0,,55,Expert,Evaluated for inhibition of the formation and release of 5-lipoxygenase in isolated guinea pig ileum,,CHEMBL620871,,10546,Cavia porcellus,Ileum,,,H
4070,B,,,,55,Autocuration,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,CHEMBL620872,,13183,,,,,H
4071,B,,,,55,Autocuration,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,CHEMBL620873,,13183,,,,,H
4072,B,,,,55,Autocuration,Compound was evaluated for in vitro inhibition of recombinant human 5-lipoxygenase (5-LO),,CHEMBL620874,,2578,,,,,H
4073,B,,,,55,Expert,In vitro inhibition of human 5-Lipoxygenase.,,CHEMBL620875,,12780,,,,,H
4074,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,,CHEMBL620876,,7411,Rattus norvegicus,Liver,,Microsomes,U
4075,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,,CHEMBL620877,,7411,Rattus norvegicus,Liver,,Microsomes,U
4076,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,,CHEMBL857854,,7411,Rattus norvegicus,Liver,,Microsomes,U
4077,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM,,CHEMBL620878,,7411,Rattus norvegicus,Liver,,Microsomes,U
4078,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,,CHEMBL620879,,7411,Rattus norvegicus,Liver,,Microsomes,U
4079,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,CHEMBL620880,,7411,Rattus norvegicus,Liver,,Microsomes,U
4080,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,CHEMBL620881,,7411,Rattus norvegicus,Liver,,Microsomes,U
4081,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,,CHEMBL620882,,7411,Rattus norvegicus,Liver,,Microsomes,U
4082,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,,CHEMBL620883,,7411,Rattus norvegicus,Liver,,Microsomes,U
4083,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,,CHEMBL620884,,7411,Rattus norvegicus,Liver,,Microsomes,U
4084,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,,CHEMBL620885,,7411,Rattus norvegicus,Liver,,Microsomes,U
4085,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 27.5 uM,,CHEMBL620886,,7411,Rattus norvegicus,Liver,,Microsomes,U
4086,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,,CHEMBL620887,,7411,Rattus norvegicus,Liver,,Microsomes,U
4087,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,CHEMBL618039,,7411,Rattus norvegicus,Liver,,Microsomes,U
4088,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,,CHEMBL618040,,7411,Rattus norvegicus,Liver,,Microsomes,U
4089,B,,10116.0,,22226,Autocuration,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to exposed to 3-methylcholanthrene at concentration of 200 uM,,CHEMBL618041,,7411,Rattus norvegicus,Liver,,Microsomes,U
4090,B,,10116.0,,22226,Autocuration,"Compound was evaluated for inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,CHEMBL618216,,7411,Rattus norvegicus,Liver,,Microsomes,U
4091,B,,10116.0,,22226,Autocuration,"Compound was evaluated for inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",,CHEMBL618217,,7411,Rattus norvegicus,Liver,,Microsomes,U
4092,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 100 uM,,CHEMBL618218,,7411,Rattus norvegicus,Liver,,Microsomes,U
4093,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 200 uM,,CHEMBL618219,,7411,Rattus norvegicus,Liver,,Microsomes,U
4094,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 50 uM,,CHEMBL618220,,7411,Rattus norvegicus,Liver,,Microsomes,U
4095,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM,,CHEMBL618221,,7411,Rattus norvegicus,Liver,,Microsomes,U
4096,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM,,CHEMBL618222,,7411,Rattus norvegicus,Liver,,Microsomes,U
4097,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,,CHEMBL618223,,7411,Rattus norvegicus,Liver,,Microsomes,U
4098,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,,CHEMBL618224,,7411,Rattus norvegicus,Liver,,Microsomes,U
4099,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM,,CHEMBL618225,,7411,Rattus norvegicus,Liver,,Microsomes,U
4100,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM,,CHEMBL618226,,7411,Rattus norvegicus,Liver,,Microsomes,U
4101,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,,CHEMBL618227,,7411,Rattus norvegicus,Liver,,Microsomes,U
4102,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,,CHEMBL618228,,7411,Rattus norvegicus,Liver,,Microsomes,U
4103,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,,CHEMBL618229,,7411,Rattus norvegicus,Liver,,Microsomes,U
4104,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,,CHEMBL618230,,7411,Rattus norvegicus,Liver,,Microsomes,U
4105,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,,CHEMBL618231,,7411,Rattus norvegicus,Liver,,Microsomes,U
4106,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,,CHEMBL618232,,7411,Rattus norvegicus,Liver,,Microsomes,U
4107,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,,CHEMBL618233,,7411,Rattus norvegicus,Liver,,Microsomes,U
4108,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,CHEMBL618234,,7411,Rattus norvegicus,Liver,,Microsomes,U
4109,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,,CHEMBL618235,,7411,Rattus norvegicus,Liver,,Microsomes,U
4110,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,,CHEMBL618115,,7411,Rattus norvegicus,Liver,,Microsomes,U
4111,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,,CHEMBL618116,,7411,Rattus norvegicus,Liver,,Microsomes,U
4112,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,,CHEMBL618117,,7411,Rattus norvegicus,Liver,,Microsomes,U
4113,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,,CHEMBL619968,,7411,Rattus norvegicus,Liver,,Microsomes,U
4114,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,CHEMBL619969,,7411,Rattus norvegicus,Liver,,Microsomes,U
4115,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,,CHEMBL619970,,7411,Rattus norvegicus,Liver,,Microsomes,U
4116,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,,CHEMBL619971,,7411,Rattus norvegicus,Liver,,Microsomes,U
4117,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,,CHEMBL619972,,7411,Rattus norvegicus,Liver,,Microsomes,U
4118,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,,CHEMBL619973,,7411,Rattus norvegicus,Liver,,Microsomes,U
4119,B,,10116.0,,22226,Autocuration,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,,CHEMBL619974,,7411,Rattus norvegicus,Liver,,Microsomes,U
4120,B,,10116.0,,22226,Autocuration,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,CHEMBL619975,,7411,Rattus norvegicus,Liver,,Microsomes,U
4121,B,,10116.0,,22226,Autocuration,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,,CHEMBL619976,,7411,Rattus norvegicus,,,Microsomes,U
4122,B,,10116.0,,22226,Autocuration,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,CHEMBL619977,,7411,Rattus norvegicus,Liver,,Microsomes,U
4123,B,,10116.0,,22226,Autocuration,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",,CHEMBL619978,,7411,Rattus norvegicus,Liver,,Microsomes,U
4124,B,,10116.0,,22226,Autocuration,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",,CHEMBL619979,,7411,Rattus norvegicus,Liver,,Microsomes,U
4125,B,,10116.0,,22226,Autocuration,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,CHEMBL619980,,7411,Rattus norvegicus,Liver,,Microsomes,U
4126,B,,10116.0,,22226,Autocuration,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",,CHEMBL619981,,7411,Rattus norvegicus,Liver,,Microsomes,U
4127,F,,9606.0,,80433,Intermediate,In vitro inhibition of 7226/S myeloma cancer cell line,,CHEMBL619982,,10797,Homo sapiens,,RPMI-8226,,N
4128,F,,9606.0,,80698,Intermediate,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),,CHEMBL619983,,6881,Homo sapiens,,BEL-7404 tumor cell line,,N
4129,F,,9606.0,,80640,Intermediate,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,CHEMBL620031,,3838,Homo sapiens,,786-0,,N
4130,F,,9606.0,,80640,Intermediate,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,CHEMBL620032,,3838,Homo sapiens,,786-0,,N
4131,F,,10029.0,,81264,Expert,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,,CHEMBL620033,,12981,Cricetulus griseus,,V79,,N
4132,F,,10029.0,,81264,Expert,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,,CHEMBL620034,,12981,Cricetulus griseus,,V79,,N
4133,F,,10116.0,,80635,Intermediate,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,,CHEMBL620035,,7653,Rattus norvegicus,,7800C1 cell line,,N
4134,F,,10116.0,,80635,Intermediate,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,,CHEMBL618318,,7653,Rattus norvegicus,,7800C1 cell line,,N
4135,F,,10116.0,,80635,Intermediate,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,,CHEMBL618319,,7653,Rattus norvegicus,,7800C1 cell line,,N
4136,F,,10116.0,,80635,Intermediate,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,,CHEMBL618320,,7653,Rattus norvegicus,,7800C1 cell line,,N
4137,F,,10116.0,,80635,Intermediate,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,,CHEMBL618321,,7653,Rattus norvegicus,,7800C1 cell line,,N
4138,F,,10116.0,,80635,Intermediate,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,,CHEMBL883118,,7653,Rattus norvegicus,,7800C1 cell line,,N
4139,F,,9606.0,,80640,Intermediate,In vitro antitumor activity against renal 786-0 tumor cell lines,,CHEMBL883795,,17229,Homo sapiens,,786-0,,N
4140,F,,9606.0,,80640,Intermediate,Cytotoxic activity against 786-0 Renal cancer cell line,,CHEMBL618322,,12858,Homo sapiens,,786-0,,N
4141,F,,9606.0,,80640,Intermediate,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,,CHEMBL618323,,16325,Homo sapiens,,786-0,,N
4142,F,,9606.0,,80640,Intermediate,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,,CHEMBL618324,,16325,Homo sapiens,,786-0,,N
4143,F,,9606.0,,80640,Intermediate,In vitro antitumor activity against human renal 786-0 cell line,,CHEMBL618325,,5858,Homo sapiens,,786-0,,N
4144,F,,9606.0,,80640,Intermediate,Inhibition of Renal cancer in 786-0 cancer cell lines,,CHEMBL875416,,16325,Homo sapiens,,786-0,,N
4145,F,,9606.0,,80640,Intermediate,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,,CHEMBL618326,,14696,Homo sapiens,,786-0,,N
4146,F,,9606.0,,80640,Intermediate,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,,CHEMBL618327,,3786,Homo sapiens,,786-0,,N
4147,F,,9606.0,,80640,Intermediate,inhibition of the growth of renal cancer(786-0) cell line,,CHEMBL619215,,14696,Homo sapiens,,786-0,,N
4148,F,,9606.0,,80640,Intermediate,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),,CHEMBL619216,,14769,Homo sapiens,,786-0,,N
4149,F,,9606.0,,80640,Intermediate,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,,CHEMBL619217,,15354,Homo sapiens,,786-0,,N
4150,F,,9606.0,,80640,Intermediate,The IC50 value was measured on 786-0 cell line in ovarian tumor,,CHEMBL619218,,14255,Homo sapiens,,786-0,,N
