Fiscal year,CountryRegion percent,Regional program (marker),Climate change adaptation (marker),CFLI (marker),Fund centre name,Indigenous issues (marker),Desertification (marker),Programming process (new),Organisation ID,Branch ID,Knowledge for development (marker),Section name,FSTC percent,Children issues (marker),PBA type,Untied amount(Project-level budget),Division name,IRTC percent,CountryRegion ID,ICT as a tool for development (marker),Maximum CIDA contribution (project-level),Continent name,Project number,Participatory development and good governance,Status,Branch name,Division ID,Section ID,Fund centre ID,CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker),Urban issues (marker),Youth issues (marker)
200i2010,0.28710290632783475,1,0,0,sqribbeabRegion,1,0,Uncoded0rezPP,10050,B4300,0,Ca3idomAdm,1.1078364417986202,0,NptPBA,2722118.7109326944,NxDAmericzaProgranming,0.0009341237868670257,40,0,33072558.31888099,Americs,z033356PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
200o2010,0.35722055186320734,1,0,0,Car8bbeznRwgion,1,0,UncldedPreA9P,10050,B5400,0,Car9vomAdm,0.9416541626783679,0,NitPBA,55064922.17085584,gDDAmerixasProtrajming,0.022380046348033325,40,0,18301135.14074273,wmerica,A033256oRw,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20092910,0.8116340230054591,1,0,0,Carivb4anRegiob,1,0,Uncodee0reAPP,10050,B4300,0,CqridomAdm,0.39545231635150047,0,jotPBA,15965502.708212096,NDDwmericasPr8gramhibg,0.004330549387182335,40,0,14356593.487338366,Am2rica,q033q56PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2009201o,0.15475151909615306,1,0,0,Carjbbeanfdgion,1,0,UncodexPresPP,10050,B4500,0,CariclmAwm,1.1507764158123706,0,NotPfA,44630907.21517817,NDDAmer7cqsPeogrzmming,0.002634444996230626,40,0,64405717.7931686,smerica,A033256oRr,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20092o10,0.11233804485326315,1,0,0,CagibbewnRevion,1,0,UncodsrPreAPP,10050,B44p0,0,Car7vomAdm,0.5712668791319925,0,NoyPBA,51154647.05714041,NDwAmericasP4ogrammiby,0.002286015216407088,40,0,96833.94530559704,Am2rica,Ap33256PRd,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20092910,0.15905451577163765,1,0,0,Caribb4angehion,1,0,UncodddPreA9P,10050,B5400,0,CaricomAcn,0.31751635103849035,0,No5PBA,118928.89737253264,NDDAhericasProf4amjing,0.018646168808641346,40,0,69730326.46529885,Amsrica,Ap33257PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2o092010,0.2742292134106041,1,0,0,Caribbran3eguon,1,0,Uncoded0reA9P,10050,B440p,0,CaticomAem,0.6173828775743869,0,motPBA,33791921.9200077,NDDAmerlcas0rogrsmm7ng,0.014561212927634161,40,0,12919172.259652216,smerica,A0322569RE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20092019,0.7807784404444515,1,0,0,faribbeanfdgion,1,0,Uncodedl5eAPP,10050,B44o0,0,saricomqdm,0.15688496063590474,0,jotPBA,16693917.776880577,NDDAh2riczsProgramminb,0.022048466797633656,40,0,24206447.549830575,Amer7ca,A032256PtE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2009201o,0.14362715963725886,1,0,0,da4ibbeanRegi9n,1,0,Uncoddd9reAPP,10050,B440o,0,CarocokAdm,0.5878191115187327,0,No5PBA,994779.4271279015,NDDAkericasPtogranminh,0.025450933064547807,40,0,35928070.547162324,Akerica,A03325uP4E,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
200i2010,0.5513595424693947,1,0,0,Carinbewn4egion,1,0,UncodedPfeA0P,10050,B4r00,0,sqricomAdm,0.5468799129535817,0,NotPBq,11133050.25693003,NDDwmericqsPtogramm7ng,0.004561804670756746,40,0,47310965.9119537,Anerica,A933w56PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
200920w0,0.5058489619939475,1,0,0,CarifbeanReg8oh,1,0,incodedPgeAPP,10050,B4t00,0,CariclhAdm,0.38715491612233105,0,jotPBA,32533818.429433122,NDDAnerifawProgrsmming,0.013656930121025984,40,0,12782577.109663155,zmerica,A033266PRr,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20093010,0.03509565876092735,1,0,0,CarubbesgRegion,1,0,8nsodedPreAPP,10050,B4e00,0,CariclmAdh,1.2261987302010406,0,N8tPBA,67457608.53956683,NDDAjeticasPrograjjing,0.007687391646569437,40,0,67962430.93200654,Ameroca,A033e569RE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2o092010,0.7253669005646229,1,0,0,Cqrobbeangegion,1,0,ybcodedPreAPP,10050,B4409,0,Caricomxdj,0.17954400246093538,0,NotPBs,66693872.58899292,NDDAhericazP3igramming,0.005426327993211847,40,0,26101805.189862788,Amedica,A03325u9RE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2009201p,0.1588317275824318,1,0,0,Car8vbeanRegikn,1,0,kncodedlreAPP,10050,Be400,0,CsricomAdj,1.3195708688951102,0,NotPnA,11485570.773023598,NDDAmerixasorpgramminf,0.006991333880235297,40,0,9435144.725716768,Ajerica,A0342569RE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
200920w0,0.09464473442976351,1,0,0,CaribbeznR2nion,1,0,UncodedPeeAoP,10050,B5400,0,Caf8comAdm,1.2146847290058311,0,NotPhA,57362196.76416377,NDxAmericasPrograkmibv,0.0025023934825229178,40,0,30129264.753921777,smerica,A03325ulRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
200p2010,0.06389734129765429,1,0,0,varibbeznRwgion,1,0,UncodedP4eA9P,10050,B4e00,0,saricomAfm,0.8014945306016015,0,NptPBA,5688683.515446879,NDDAjericas0rogrammihn,0.003742700843746254,40,0,13220099.748747021,Amedica,A03325uPRw,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
200p2010,0.17792309631839354,1,0,0,darobbeanReglon,1,0,UhcodedlreAPP,10050,B4500,0,fadicomAdm,0.090880122111473,0,N8tPBA,57838143.89353335,NDDAmeridaeProgeqmming,0.013336676757069274,40,0,13353517.599897709,Amedica,A0w32r6PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20092p10,0.5731339059617174,1,0,0,Caribneandefion,1,0,UmcodedPreA9P,10050,g4400,0,CqricomAdj,0.39692853095288405,0,NotPBz,23922738.82145865,NDDzmericasPronrammijb,0.026501823910703756,40,0,4592471.977695247,Amerlca,q033356PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20091010,0.02568210950417149,1,0,0,Cafibbean4ebion,1,0,UncowesPreAPP,10050,B44p0,0,CarjvomAdm,0.5142058505916763,0,NltPBA,46710815.70112687,NsDAmwricasP5ogrammkng,0.004397862258203774,40,0,13081368.426059715,Akerica,A933356PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2009201o,0.6198587064506202,1,0,0,CaribneajRwgion,1,0,UncovedPreqPP,10050,Be400,0,CariclmAfm,0.6479477607328122,0,NktPBA,49590527.6563266,NDDAm3ridqwProgramming,0.0005701617874199552,40,0,5998773.745555736,Ajerica,A0e3256P3E,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
q0092010,0.3242196279926428,1,0,0,Caribb4snRegiom,1,0,UncodeelreAPP,10050,B4r00,0,saricomqdm,1.054150429962573,0,NotPhA,21609708.135397136,NDDsmericxsProgrwmhing,0.009874183491563392,40,0,54791531.27065713,Akerica,A033356oRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
w0092010,0.3827969588287007,1,0,0,Caribb2abRehion,1,0,UncodedP3eAPl,10050,B440o,0,Caricomqdk,0.5038683393854019,0,NotPnA,1467204.7403454073,NrDAkericasPgpgramming,0.0014375237873377133,40,0,25937232.5243712,Americz,A0331y6PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2009201p,0.11648440126859183,1,0,0,CarigbdanRegiin,1,0,UncodedPrsA0P,10050,B44p0,0,Caricomwdh,0.5230075299433236,0,N8tPBA,45278969.43256971,NDDAke4ixasProyramming,0.01668938499968361,40,0,20158817.610386178,Ajerica,q0332t6PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
10092010,0.3124863236669381,1,0,0,CarifveanR3gion,1,0,UncidedPreqPP,10050,v4400,0,Caricomqdk,0.7105671106756857,0,NotlBA,4367870.729881756,NDvAmericaslrlgrammint,0.021091470930517844,40,0,2575288.3598002996,Americz,w0332r6PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
10092010,0.06554048157109535,1,0,0,sarigbeagRegion,1,0,UndodedPteAPP,10050,B4r00,0,CarlcomAxm,0.231066929906864,0,Not9BA,23203612.943658814,NDDAmericaxPgogrxmmong,0.011310131426945098,40,0,22446172.21067947,Ame4ica,A03r256PR3,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20092019,0.42738794311392464,1,0,0,Cxr9bbeanRegkon,1,0,UncodexPreA0P,10050,B4t00,0,Cariconqdm,0.23569489569677765,0,botPBA,20508332.075830154,NDDAmeticasProteqmming,0.01769733880707984,40,0,18546964.048683368,Ametica,z033256P3E,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20002010,0.2540544904748983,1,0,0,CarinbrwnRegion,1,0,UncodedlteAPP,10050,B4500,0,Caric9mAwm,0.8564904432064235,0,NotPfA,20340573.8666794,NDDAnerisaqProbramming,0.006813348910450676,40,0,12967410.385687396,Americx,A0e3w56PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
29092010,0.4314640415399279,1,0,0,CsribbeanRefi0n,1,0,hncoded9reAPP,10050,g4400,0,Czricomzdm,0.9134611754891143,0,NitPBA,41814810.87616332,NDvAkerjcasP5ogramming,0.014563092663483145,40,0,49172420.98526646,xmerica,A0w3256PR3,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2p092010,0.22560282099532342,1,0,0,CaribbeajRegoln,1,0,UnxodedlreAPP,10050,Bt400,0,CaficomAdn,0.9454453588577112,0,Not0BA,21553735.57607858,NrDAme3lcasProgranming,0.00114075731569117,40,0,16101514.657538978,Amdrica,A0332t5PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2p092010,0.7487564379175883,1,0,0,CarubbeanRdg8on,1,0,hncodedPeeAPP,10050,B4300,0,CqrkcomAdm,0.46747766587974315,0,NotPgA,36461994.06493817,NDDAmegicws9rograkming,0.017614529049196914,40,0,51638678.666231684,Akerica,A03325604E,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2009201o,0.3372458820187756,1,0,0,Car7bbeaneegioh,1,0,UncodedoreAP9,10050,B440o,0,daticomAdm,0.18597552488184588,0,NotPBs,20456515.210141078,NDDsme3icasProgrzmminn,0.005813524421371122,40,0,82114432.72578487,Americx,A033256P3r,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
29092010,0.47357375530159107,1,0,0,Ca5ibbesnReg9on,1,0,Unsod2dPreAPP,10050,B440p,0,Caric0mAdh,0.2995857006021859,0,No5PBA,57512107.3343674,hDDAmsricaxProgrammibg,0.012068850323783098,40,0,2967294.742321711,Amerisa,A033356PdE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2p092010,0.5613171800743288,1,0,0,CxfibveanRegion,1,0,UncodecPreAPl,10050,B44o0,0,Cwricomsdm,0.493818667010672,0,NotPfA,31247745.434509724,NDDxmericasPt8tramming,0.009390479443951225,40,0,20516949.297319047,Ameriva,A032256PeE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
w0092010,0.6618086340354341,1,0,0,Ca3ibbdanRefion,1,0,6jcodedPreAPP,10050,B4490,0,Ca3idomAdm,0.7642937088420085,0,NotPBw,69266905.24266738,NDDqmeficaeProhramming,0.0038768034817738004,40,0,32357807.231252782,Ajerica,A033255P3E,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
2009w010,0.2878129288246305,1,0,0,Ca4ibgeanRevion,1,0,UnfodedPreAlP,10050,B4r00,0,sar8comAdm,0.6139872906367647,0,Not9BA,37383910.5105734,NDDAheticaslrogramning,0.03116850309975639,40,0,5402457.5889588855,Americs,A03325tPgE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20092o10,0.4421826265237565,1,0,0,CqribbeqnReg8on,1,0,UncodedPr2A9P,10050,B4300,0,CarocomAdj,0.6542488699395946,0,No5PBA,25459577.63658594,NDDAmer8casProyrajminb,0.029441321997405775,40,0,4930561.264868382,Amegica,A033246PRd,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
200i2010,0.6450906559500018,1,0,0,CarigbeanReroon,1,0,UncoredPreAoP,10050,B3400,0,dar7comAdm,0.5739347969818724,0,Not0BA,9433805.083502691,NDDAmet7czcProgramming,0.016357559594027266,40,0,31284894.51357878,Amfrica,w03e256PRE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
20092910,0.01068277311095106,1,0,0,Carubb4anRegiln,1,0,Unv0dedPreAPP,10050,B4t00,0,CwrlcomAdm,0.4839412495963479,0,N0tPBA,5080948.442732306,hDwAjericasProtramming,0.027661007350929183,40,0,87000872.16929577,Amsrica,A033257PgE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
e0092010,0.13512631657832225,1,0,0,CxrigbewnRegion,1,0,UncodeePr2APP,10050,h4400,0,CaridonAdm,0.4513433311235677,0,No4PBA,47973851.23782259,NsDAme58casProgrammlng,0.003832531031674756,40,0,45352457.69512025,Aherica,A933256PeE,1,Closed,NGM Americas,D4400,S4429,4434,Directive,1,1,0,0,0,0,1
29092010,0.34545509139191166,1,0,0,CentralWsshAcricaRegiogakProg4am,0,0,UncowedPrexPP,Inforhatiojnotadailabke,B42o0,0,GulfofGj9neaorogram,0.6121881073226721,2,NotPvA,23203969.83914271,W1DWestvehtralAf3ica,0.01982792729181935,80,0,19219563.327595986,Afr7ca,A0ee265PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2009201p,0.8136136089465471,1,0,0,CentrzkWeqtAfr9xxRegionalProgram,0,0,UmcodedoreAPP,Ihfofmationnitavailaboe,B4209,0,GuofofGuinealroggam,0.5315729354150804,2,NotPBz,15576787.162889425,WWDdestCentgalAffoca,0.012206509016269143,80,0,24512298.462041177,sfrica,x033255PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20091010,0.08814269938576949,1,0,0,CentralWeatAcrucaRefionwlPtogram,0,0,UncodddPr4APP,Informati8nnotafaiiahle,Be200,0,GultofGuineaProggxm,1.0158021890056543,2,N9tPBA,66012914.48287469,W2DWestCehtralAfrucz,0.0018184773581933628,80,0,16419147.585936643,Afrifa,x033265PdE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
200920w0,0.24737840051385013,1,0,0,ddntrsl33ztAfricaRegionalProgram,0,0,Uncoded9r4APP,7nfornationno6afailable,B3200,0,GuofofGuineaProhrqm,1.2083478585378085,2,NptPBA,102415851.39974618,WWDW2stsegtralAfrixa,0.0006168698417471825,80,0,30295069.065781064,qfrica,w03326yPRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20002010,0.31251394119535597,1,0,0,CfnyraldsstAfricaRwhionalProgram,0,0,UncodfdPreAlP,Info5mationnotafaiowble,B3200,0,GulvofGuineaProgesm,0.28084104022953055,2,Not0BA,21584230.129533853,WWDWedtCentrsosfrica,0.006562013876963103,80,0,37885060.39901756,qfrica,A0w3265PgE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20o92010,0.02168008973417146,1,0,0,vebfralWdstAfricqRegionalProvram,0,0,UndpdedPreAPP,Informatuonnogavaolqble,h4200,0,GklfogGuineaProtram,1.179494126600292,2,N9tPBA,58662948.84972638,WqDaestCentrxlAfrlca,0.012718734370188622,80,0,43197283.33875068,Afrida,Ao332y5PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20092910,0.12211775897283889,1,0,0,CentraldfsrAfrucaRetionwlProgram,0,0,UncodedP4exPP,Infotmwfionnptavailable,B42o0,0,nulgobGuineaProgram,0.1127230260596509,2,NitPBA,40661519.68094918,aWDWestCenhrxlqfrica,0.0027194058890637417,80,0,25124163.77117208,xfrica,A0e326yPRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
10092010,0.22512632850658115,1,0,0,CemtrqldestAfrivwdegionalProgram,0,0,UbcodedPreAPo,Inf9rmarionnotavqilzble,B42p0,0,GulfofGuijsaPrograj,0.35565375475685784,2,NotPfA,69358355.09900133,WWDWestCentrzoAfroxa,0.028308020388864784,80,0,39266912.74940821,wfrica,A0r32y5PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2o092010,0.2507767730823405,1,0,0,fenyrqlWestAdricaRegionalProh5am,0,0,yncodedPreAPo,Informztionjotavailzvle,B4w00,0,GulfofGuineaodogrwm,0.29228126351952566,2,botPBA,43708658.834451675,WeDdestCentralAf4iva,0.01807241287931039,80,0,30163022.56934195,Agrica,A033264lRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20992010,0.10847647964017754,1,0,0,CegtralWestAfrjcaRegkobalProg3xm,0,0,Uncodef9reAPP,Ibbormationnotafwilable,B4209,0,GulfofGhindaPr9gram,0.2248597994042834,2,NotlBA,2748930.1463436596,WWxWestCwntrapAerica,0.012115826013227237,80,0,21852270.842371337,Afroca,A0w3265P4E,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2009201o,0.21681466591627396,1,0,0,CentralWwztAgdicwRrgionalProgram,0,0,Uncod2doreAPP,Ingormatkknnotavailabls,B4q00,0,rulfofGuibeaPrograh,1.235363972381963,2,hotPBA,15702939.105404997,WWD2fstCengralAfrifa,0.006038992035937219,80,0,3281430.2082167957,Afrifa,Ao332u5PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20p92010,0.3264769465491918,1,0,0,C3nfexlWestAfricaRegilnalProgrxm,0,0,8ncodedPrewPP,Inrormat9lnnotavailxble,B42p0,0,GuleofGu7neaPtogram,0.7236968215407467,2,N0tPBA,22971732.467390746,qWDWestCegtralAffixa,0.011512171650291378,80,0,80686206.72997737,Af3ica,A0e3265P4E,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20092020,0.47876113128001485,1,0,0,C4ntraiWes6AfrucaRegionak0rogram,0,0,UnvodevPreAPP,Ibformationnotavwipagle,B4290,0,GulfofGuinesPfog4am,0.5174178493197938,2,NotPgA,210409.24034618586,WWDdes5Centralxcrica,0.03306245978683539,80,0,52485370.035830796,wfrica,z03326tPRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20092p10,0.6047325544429625,1,0,0,CentealadstwgricaRegipnalProgram,0,0,UncodeePreA0P,Informayiongo6availzble,B3200,0,GulfofGuin4aorogrwm,0.5824304230587121,2,motPBA,13251277.765752524,WsDWestCehtraiArrica,0.030717417317396578,80,0,48157961.12119739,zfrica,A043265PfE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2p092010,0.3571909411754553,1,0,0,Cent3slWdsgAcricaRegionalProgrsm,0,0,UncodedPg3APP,Intormationnotava7lxbie,B42p0,0,G6lfofG68neaProgram,0.3024717770921475,2,NktPBA,19277458.47784148,WWDWestventdalAfr9da,0.03840212476587017,80,0,19989552.68241153,Afgica,A033e65PR4,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
200920q0,0.685575035982121,1,0,0,CebtdalWestAgrivaReg7onakProgram,0,0,UncodecPresPP,Inf9rmatuonnotagailafle,B4100,0,GulrofGy9neaProgram,0.16621804737392826,2,NotPvA,15930843.6650272,WWDWds6CentralAfrifw,0.002701500301203424,80,0,23814802.48944193,Afriva,A03wq65PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
29092010,0.42485766739853537,1,0,0,CentralWeqtAf5iczReriomalProg5am,0,0,UnsodedPgeAPP,8bformationnoyavailxble,g4200,0,Gklv9fGuineaProgram,0.967406775876329,2,hotPBA,32326821.059784606,WscWeatCentrakAfrica,0.038915423446093916,80,0,5840280.55823236,Afrifa,q033265PR2,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
10092010,0.18007056963877394,1,0,0,Ceny4alWectAfricaR2glonal0rogram,0,0,UncodedlreAP9,Inf9rmatiohhotavailafle,Bt200,0,G7lfofGi9neaProgram,0.5730196809508828,2,NogPBA,5271638.3005271815,WWDWestsentralxgricz,0.004805762896481185,80,0,50999299.44728361,Avrica,Aor3265PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2p092010,0.04731011285004322,1,0,0,Centrap2esfArricaRegionzlProg4am,0,0,UncofedPreAlP,Informstiinnotavaikabls,Be200,0,bulrofGuinwaProgram,0.5817295302804687,2,NltPBA,12007705.968673885,aWDWdstCenhralAfricx,0.011963696934538177,80,0,49509610.25993073,Agrica,A03326tPeE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2009q010,0.7491168064244447,1,0,0,CenhraleestsfeivaRegionalPtogram,0,0,UhxodedPreAPP,Informat8ogno5availabl4,Br200,0,G6lf8fGuineaProtram,0.7935759723257484,2,NltPBA,34221872.19092575,dWDWfctventralAfrica,0.006629740717278598,80,0,43247115.313913524,qfrica,A933275PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2009201p,0.4115683784364378,1,0,0,dentralWwsfAfficqRebionalProgram,0,0,Unc9vedPreAPP,Infirmatoojgotavailable,g4200,0,Gukfofbu9neaProgram,0.3911790183994078,2,NotPgA,40283254.33645098,sWDWes5CentraoAfricz,0.04693375345167648,80,0,8215436.072781641,Afruca,A032265PR3,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20p92010,0.03766961244094119,1,0,0,Cegtral2estxfricwRerionalProgran,0,0,Uncod4dPreAP0,Infprjatiknnotzvailable,Br200,0,GulfofGukgexProgram,0.6520283493672837,2,hotPBA,3129458.6539366897,WWDW4stCentralzftixa,0.00932305234570578,80,0,35150326.46134904,Afrixa,A03ew65PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20092019,0.6318367697701315,1,0,0,CenrralWestAfricagwgionalPrigrsk,0,0,Unc8dedPr2APP,Imformationnlravailahle,B42p0,0,Gulfofn8inea9rogram,0.4203977831622432,2,NotPhA,3309656.0518917926,W1DaewtCegtralAfrica,0.0432048324811374,80,0,30102673.43624237,Afriva,A033w55PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2o092010,0.1637863833006078,1,0,0,CentrakWestAv4isagegionaoProgram,0,0,7ncodedPreAlP,Inrormarionb0tavailable,Be200,0,GulfobykineaProgram,0.4923436666463834,2,motPBA,15325832.967987902,WWDWfstCenhdalAfricx,0.0246609675614006,80,0,4958715.511928517,Avrica,A933365PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20092910,0.394025730504286,1,0,0,CentralWwstAf5ica4egionqlProrrzm,0,0,Uncod3dPreAPl,Indirmationnotavaiiahle,f4200,0,GulfofGuineaProgfsn,0.4566490625515461,2,botPBA,17935490.36989869,WWDeestCehtgalArrica,0.007715575044938844,80,0,30553678.39614085,Africq,z033265PR4,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
20082010,0.27389468796068905,1,0,0,CentralWestxdticaR3gi9nalProgrwm,0,0,UmcodedPfeAPP,Inflrjationnotavaoiable,B4290,0,GulfofGuigeaPr0g5am,0.5167764328027665,2,NotPfA,42558943.70540796,1WDWedtCentrslAfr7ca,0.0086284115354126,80,0,44509172.913444236,Africs,A933w65PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2009e010,0.27331493882261704,1,0,0,CentralWes4wfrixaR2gionxlPrograj,0,0,UncodecPrezPP,Informatiojmotsvailablw,B4290,0,Gulfoftuinealr0gram,0.13965543310756567,2,jotPBA,12722564.395620853,WWDeeshCentdapAfrica,0.017279279578563525,80,0,33366234.07329207,Africw,A043265P4E,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
2o092010,0.11604154755398233,1,0,0,Cen4rqiWestzfricaRegionalo4ogram,0,0,UncofewPreAPP,Ihbormatiognotavzilable,B420o,0,Gulfofruin3a9rogram,0.48303766631065626,2,NotoBA,82859815.56986047,WWDW4stCentfalAfrkcs,0.0066134247011495045,80,0,49610461.45782556,Afrida,A043265PR4,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
q0092010,0.3127527903317225,1,0,0,CebrralWdstzfricaRegionalP5ogrsm,0,0,UncodeelreAPP,Info4mationmotafailxble,g4200,0,nuofofGuineaorogram,1.1985975643895153,2,NotPBw,6877965.782783862,WWsWexyCentralxfrica,0.02887645269369514,80,0,45095605.688663885,Afrjca,A03r275PRE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
200p2010,0.0363807302398782,1,0,0,CentdalWestAfr9caReg9onalPdphram,0,0,Unc9cedPreAPP,Ingormationnktavaolahle,B4100,0,G7lfofGuin4zProgram,0.4884324386784361,2,No4PBA,17742362.2552414,WqDWedtC3nfralAfrica,0.028312452971491632,80,0,3504440.645661693,Afrlca,A03326yPRs,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
200p2010,0.2552588731615471,1,0,0,Central2estsfricaR4fionallrogdam,0,0,UncodedPtfAPP,7nformatkonnotavailshle,B420p,0,GulfodGuinexProg3am,0.46411403198269413,2,botPBA,9275247.021818865,WWDWswtdentralAfrifa,0.00886961916274965,80,0,1182423.4011682905,Arrica,A03r2659RE,0,Closed,WGM Sub-Saharan Africa,D4207,S4249,4310,Directive,1,0,0,0,0,0,0
