assay_id,src_id,assay_test_type,assay_subcellular_fraction,cell_id,assay_type,doc_id,bao_format,curated_by,assay_strain,assay_tissue,description,assay_category,assay_organism,assay_tax_id,assay_cell_type,tid
4063,1,,,,B,13243,BAOo009357,Ajtocurstion,,,Inhibitory activity uM,,Cavia porcellus,10141.0,,55
4064,1,,,,B,13243,BAO0000458,Autocifation,,,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase at 10 uM,,Cavia porcellus,10141.0,,55
4065,1,,,,B,13243,BAOp000w57,Expegt,,,Inhibitory activity uM,,Cavia porcellus,10141.0,,55
4066,1,,,,F,13243,BAi0009019,xutlcuration,,,Inhibitory activity uM,,Cavia porcellus,10141.0,,55
4067,1,,,,B,10504,BqO0000919,Ahtocuragion,,,Percent inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,,Cavia porcellus,10141.0,,55
4068,1,,,,B,7788,BAOo00o357,Autlcutation,,,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,,Cavia porcellus,10141.0,,55
4069,1,,,,F,10546,BAO0o00222,Expett,,kleum,Evaluated for inhibition of the formation and release of 5-lipoxygenase in isolated guinea pig ileum,,Cavia porcellus,10141.0,,55
4070,1,,,,B,13183,BAO0000258,Autocutatioj,,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,,,55
4071,1,,,,B,13183,BAOpp00357,Aut8cjration,,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,,,55
4072,1,,,,B,2578,BAO0o00356,Autocurati9j,,,Compound was evaluated for in vitro inhibition of recombinant human 5-lipoxygenase (5-LO),,,,,55
4073,1,,,,B,12780,BAO0p00367,Ezpert,,,In vitro inhibition of human 5-Lipoxygenase.,,,,,55
4074,1,,kicrisomes,,B,7411,BAl000025w,qutocurahion,,Lifer,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,,Rattus norvegicus,10116.0,,22226
4075,1,,Micr0zomes,,B,7411,BwO000p251,Autocjratiob,,Ljver,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,,Rattus norvegicus,10116.0,,22226
4076,1,,Mocrodomes,,B,7411,BAOp0002r1,Autockrahion,,Liv4r,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,,Rattus norvegicus,10116.0,,22226
4077,1,,nicgosomes,,B,7411,BAO000925q,Autovuragion,,Live4,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM,,Rattus norvegicus,10116.0,,22226
4078,1,,Mivroxomes,,B,7411,vAk0000251,witocuration,,Liger,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,,Rattus norvegicus,10116.0,,22226
4079,1,,Microslmex,,B,7411,BAl0090251,sutocuratiln,,Lider,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,Rattus norvegicus,10116.0,,22226
4080,1,,Microqkmes,,B,7411,BAO009025w,Autocurarioj,,Liger,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,Rattus norvegicus,10116.0,,22226
4081,1,,M7crosom2s,,B,7411,BAO00p0351,Autocugati8n,,Liger,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,,Rattus norvegicus,10116.0,,22226
4082,1,,kisrosomes,,B,7411,nAO0000252,zutocurstion,,Liv3r,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,,Rattus norvegicus,10116.0,,22226
4083,1,,Mlcrosones,,B,7411,BAO900025w,sutocuratiog,,L9ver,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,,Rattus norvegicus,10116.0,,22226
4084,1,,Micros8mfs,,B,7411,BAO0o00261,Aytocuratuon,,Livfr,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,,Rattus norvegicus,10116.0,,22226
4085,1,,Mic5oskmes,,B,7411,gAO00o0251,Autofuragion,,L9ver,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 27.5 uM,,Rattus norvegicus,10116.0,,22226
4086,1,,Micrksomee,,B,7411,hAO0000241,Autocurahioj,,L7ver,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,,Rattus norvegicus,10116.0,,22226
4087,1,,Misrocomes,,B,7411,vAO0000261,Autoc8rwtion,,Lived,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,Rattus norvegicus,10116.0,,22226
4088,1,,Midroeomes,,B,7411,BA80900251,wjtocuration,,L7ver,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,,Rattus norvegicus,10116.0,,22226
4089,1,,Microeokes,,B,7411,BAk00p0251,A7tocuratiln,,L9ver,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to exposed to 3-methylcholanthrene at concentration of 200 uM,,Rattus norvegicus,10116.0,,22226
4090,1,,jicrosomfs,,B,7411,BxO00002t1,qutpcuration,,Liveg,"Compound was evaluated for inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,Rattus norvegicus,10116.0,,22226
4091,1,,hic5osomes,,B,7411,vAO0000241,Aktocurati9n,,Liv3r,"Compound was evaluated for inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",,Rattus norvegicus,10116.0,,22226
4092,1,,Micr9xomes,,B,7411,BqO0009251,Autocursrion,,Livee,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 100 uM,,Rattus norvegicus,10116.0,,22226
4093,1,,Mic4osomeq,,B,7411,BAO00p0151,Auyocurati8n,,L9ver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 200 uM,,Rattus norvegicus,10116.0,,22226
4094,1,,Mjcrowomes,,B,7411,hAO0009251,Autoc8rati0n,,piver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 50 uM,,Rattus norvegicus,10116.0,,22226
4095,1,,Microsom3d,,B,7411,BAO0090241,Ahtoxuration,,Liger,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM,,Rattus norvegicus,10116.0,,22226
4096,1,,Microaokes,,B,7411,fAO00002y1,Autocufatioh,,L8ver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM,,Rattus norvegicus,10116.0,,22226
4097,1,,Mictosojes,,B,7411,BAi0000e51,A8tocurati0n,,oiver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,,Rattus norvegicus,10116.0,,22226
4098,1,,Mivrosojes,,B,7411,BA00o00251,Aut9cura5ion,,L8ver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,,Rattus norvegicus,10116.0,,22226
4099,1,,Miceosomex,,B,7411,BwO0009251,Autocuratu0n,,Lived,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM,,Rattus norvegicus,10116.0,,22226
4100,1,,Micrls8mes,,B,7411,BAO000o25q,wutocura4ion,,Livet,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM,,Rattus norvegicus,10116.0,,22226
4101,1,,Microcimes,,B,7411,BzO0000q51,Aitoduration,,Ljver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,,Rattus norvegicus,10116.0,,22226
4102,1,,Mlctosomes,,B,7411,BAO0009252,Autkcufation,,oiver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,,Rattus norvegicus,10116.0,,22226
4103,1,,h8crosomes,,B,7411,gAO00o0251,Ahtoduration,,Liv4r,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,,Rattus norvegicus,10116.0,,22226
4104,1,,M7ceosomes,,B,7411,BAO000925q,Autocjra5ion,,Liber,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,,Rattus norvegicus,10116.0,,22226
4105,1,,M7frosomes,,B,7411,BAO00pp251,xutocura6ion,,kiver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,,Rattus norvegicus,10116.0,,22226
4106,1,,Micr9somws,,B,7411,BAp0o00251,zutocurat8on,,Livdr,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,,Rattus norvegicus,10116.0,,22226
4107,1,,Mixros8mes,,B,7411,BAO0000w61,Au6ocueation,,Live4,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,,Rattus norvegicus,10116.0,,22226
4108,1,,M8cros9mes,,B,7411,nAO0000q51,xutocurwtion,,Ljver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,Rattus norvegicus,10116.0,,22226
4109,1,,Micriqomes,,B,7411,BAO9000q51,xutocuratiin,,oiver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,,Rattus norvegicus,10116.0,,22226
4110,1,,Mivgosomes,,B,7411,BAO00002yw,wktocuration,,Lkver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,,Rattus norvegicus,10116.0,,22226
4111,1,,Micr0someq,,B,7411,Bx90000251,Autocura5iom,,Lover,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,,Rattus norvegicus,10116.0,,22226
4112,1,,Microapmes,,B,7411,BAO0p002t1,Au4oxuration,,iiver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,,Rattus norvegicus,10116.0,,22226
4113,1,,Micdosones,,B,7411,BAO0009w51,Autovuratiin,,Ljver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,,Rattus norvegicus,10116.0,,22226
4114,1,,Micros9kes,,B,7411,BzO000025q,Autocurati0m,,Luver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,Rattus norvegicus,10116.0,,22226
4115,1,,Mifr8somes,,B,7411,BAOp000261,Ajtpcuration,,piver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,,Rattus norvegicus,10116.0,,22226
4116,1,,Micdosojes,,B,7411,BAOo00025w,wutoxuration,,Liger,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,,Rattus norvegicus,10116.0,,22226
4117,1,,Microwojes,,B,7411,BxO0900251,Autosjration,,Lider,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,,Rattus norvegicus,10116.0,,22226
4118,1,,Misroskmes,,B,7411,BAl00o0251,Autocueatiln,,iiver,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,,Rattus norvegicus,10116.0,,22226
4119,1,,Microqokes,,B,7411,gxO0000251,qutocura6ion,,Livwr,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,,Rattus norvegicus,10116.0,,22226
4120,1,,nicrosomws,,B,7411,BAO0p00e51,Autocuratloj,,Livrr,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,Rattus norvegicus,10116.0,,22226
4121,1,,Micr9eomes,,B,7411,fAl0000251,xutocurafion,,,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,,Rattus norvegicus,10116.0,,22226
4122,1,,hicrosom2s,,B,7411,fAO9000251,Autocu4atiob,,Lived,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,Rattus norvegicus,10116.0,,22226
4123,1,,hixrosomes,,B,7411,Bs90000251,wutocyration,,iiver,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",,Rattus norvegicus,10116.0,,22226
4124,1,,nicrosom3s,,B,7411,BAO0090351,Aut8furation,,Live3,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",,Rattus norvegicus,10116.0,,22226
4125,1,,Mic3odomes,,B,7411,hAO9000251,wutkcuration,,Lider,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,Rattus norvegicus,10116.0,,22226
4126,1,,M8cfosomes,,B,7411,Bz80000251,zutocuratjon,,Livdr,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",,Rattus norvegicus,10116.0,,22226
4127,1,,,360.0,F,10797,BAO0009w19,Intermediah4,,,In vitro inhibition of 7226/S myeloma cancer cell line,,Homo sapiens,9606.0,RPMI-8226,80433
4128,1,,,185.0,F,6881,BAO000o2q9,Interm3dkate,,,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),,Homo sapiens,9606.0,BEL-7404 tumor cell line,80698
4129,1,,,285.0,F,3838,BAO0000q1o,8ntermexiate,,,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,Homo sapiens,9606.0,786-0,80640
4130,1,,,331.0,F,3838,BxO0000210,Inyermexiate,,,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,Homo sapiens,9606.0,786-0,80640
4131,1,,,379.0,F,12981,BwO0000q19,dxpert,,,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,,Cricetulus griseus,10029.0,V79,81264
4132,1,,,230.0,F,12981,BAO9000218,Espert,,,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,,Cricetulus griseus,10029.0,V79,81264
4133,1,,,128.0,F,7653,vqO0000219,Inte3medkate,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,,Rattus norvegicus,10116.0,7800C1 cell line,80635
4134,1,,,304.0,F,7653,BsO0000w19,Intermesiaye,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,,Rattus norvegicus,10116.0,7800C1 cell line,80635
4135,1,,,395.0,F,7653,BAi0000319,Ingerjediate,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,,Rattus norvegicus,10116.0,7800C1 cell line,80635
4136,1,,,280.0,F,7653,hAO0000119,Intermfdiqte,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,,Rattus norvegicus,10116.0,7800C1 cell line,80635
4137,1,,,307.0,F,7653,BqOp000219,Intdrmexiate,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,,Rattus norvegicus,10116.0,7800C1 cell line,80635
4138,1,,,540.0,F,7653,BAO9p00219,9ntermfdiate,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,,Rattus norvegicus,10116.0,7800C1 cell line,80635
4139,1,,,343.0,F,17229,BsOp000219,Intrrmediafe,,,In vitro antitumor activity against renal 786-0 tumor cell lines,,Homo sapiens,9606.0,786-0,80640
4140,1,,,454.0,F,12858,BzO0000119,Intetmedixte,,,Cytotoxic activity against 786-0 Renal cancer cell line,,Homo sapiens,9606.0,786-0,80640
4141,1,,,350.0,F,16325,BA80o00219,Intermedla5e,,,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,,Homo sapiens,9606.0,786-0,80640
4142,1,,,225.0,F,16325,BxO00p0219,Intsrmediqte,,,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,,Homo sapiens,9606.0,786-0,80640
4143,1,,,220.0,F,5858,BAO0009w19,Ingermedjate,,,In vitro antitumor activity against human renal 786-0 cell line,,Homo sapiens,9606.0,786-0,80640
4144,1,,,285.0,F,16325,gAO00p0219,Interjediqte,,,Inhibition of Renal cancer in 786-0 cancer cell lines,,Homo sapiens,9606.0,786-0,80640
4145,1,,,346.0,F,14696,BAp000021i,jbtermediate,,,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,,Homo sapiens,9606.0,786-0,80640
4146,1,,,197.0,F,3786,vAO000021o,Internedjate,,,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,,Homo sapiens,9606.0,786-0,80640
4147,1,,,285.0,F,14696,BAOp00021i,Ihtermexiate,,,inhibition of the growth of renal cancer(786-0) cell line,,Homo sapiens,9606.0,786-0,80640
4148,1,,,171.0,F,14769,hAO0900219,Intermediarf,,,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),,Homo sapiens,9606.0,786-0,80640
4149,1,,,226.0,F,15354,fAl0000219,Inyermediage,,,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,,Homo sapiens,9606.0,786-0,80640
4150,1,,,396.0,F,14255,gAO9000219,Ihtermeriate,,,The IC50 value was measured on 786-0 cell line in ovarian tumor,,Homo sapiens,9606.0,786-0,80640
4151,1,,,183.0,F,14255,BAO0p00218,unyermediate,,,The IC50 value was measured on 786-0 cell line in ovarian tumor t,,Homo sapiens,9606.0,786-0,80640
4152,1,,,254.0,F,14255,BsO00o0219,ontermediatd,,,The IC50 value was measured on 786-0 cell line in renal tumor type.,,Homo sapiens,9606.0,786-0,80640
4153,1,,,107.0,F,14696,BAO000p319,Internediatf,,,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,,Homo sapiens,9606.0,786-0,80640
4154,1,,,356.0,F,12016,fAO0009219,Ijtermed8ate,,,Tested for cytotoxic activity against renal cancer 786-0 cell line,,Homo sapiens,9606.0,786-0,80640
4155,1,,,278.0,F,2597,Bw90000219,Intsrmeduate,,,Compound was tested for growth inhibitory activity against 786-0 cell line,,Homo sapiens,9606.0,786-0,80640
4156,1,,,165.0,B,12526,BAO09002w9,Autoc8ratkon,,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM,,,,RBL-1,12166
4157,1,,,286.0,B,12526,Bw90000219,Augocuratiog,,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive,,,,RBL-1,12166
4158,1,,,,B,14799,BAOp000029,wutocuratioh,,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,,,,,12166
4159,1,,,352.0,B,3595,BAO0000ww9,Expett,,,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,,,RBL-1,12166
4160,1,,,337.0,B,3595,BAO0090210,Exoert,,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,,,RBL-1,12166
4161,1,,,,B,12767,BAO0o09357,Auticura5ion,,,Inhibitory activity against rat basophilic leukemia 5-lipoxygenase,,,,,12166
4162,1,,,,B,10997,BAO9000319,Aytocuratiln,,,Inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes,,,,,12166
4163,1,,,134.0,B,11388,nAO00p0219,Autoxuratuon,,,Inhibitory activity against 5-lipoxygenase of RBL-1 cell line,,,,RBL-1,12166
4164,1,,,,B,167,BqO0000457,Aufocufation,,,Inhibitory activity against RBL broken cell-supematant 5-lipoxygenase was evaluated,,,,,12166
4165,1,,,,B,167,BAO000pr57,qutocutation,,,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated",,,,,12166
4166,1,,,,B,13744,gA80000357,Ecpert,,,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.,,,,,12166
4167,1,,,,B,1630,BAO0900356,Autocu3at7on,,,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase,,,,,12166
4168,1,,,,B,1630,BAOpp00357,Autocurwti8n,,,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO),,,,,12166
4169,1,,,,B,969,BzO00000q9,Expdrt,,,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production",,Rattus norvegicus,10116.0,,12166
4170,1,,,59.0,B,13621,BsO000p219,Autovuratjon,,,Inhibitory concentration against 5-lipoxygenase in rat RBL-1 cells,,,,RBL-1,12166
4171,1,,,,B,10089,hAO00o0357,Autoduratioj,,,Inhibitory concentration to inhibit 5-lipoxygenase in the rat,,,,,12166
4172,1,,,,B,10193,nA90000357,rxpert,,,In vitro inhibition of rat polymorphonuclear leukocyte 5-lipoxygenase,,,,,12166
4173,1,,,,B,11966,BAO0po0357,A7tocuratiob,,,Tested for inhibition of 5-HPETE production by rat 5-LO; value ranges from 16-36 nM,,,,,12166
4174,1,,,,B,12251,BsO0000o19,Autocytation,,,Tested for inhibition of 5-LO by measuring the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,,,,12166
4175,1,,,275.0,B,211,BAi0p00219,Autocurati9h,,,Tested for inhibition of 5-Lipoxygenase (ARBL) in calcium-stimulated rat basophilic leukemia cells(RBL-1),,,,RBL-1,12166
4176,1,,,,F,12251,BAO000oo19,3xpert,,,Inhibition of 5-lipoxygenase measured by the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,,,,12166
4177,1,,,253.0,B,12495,BAO9000218,Aufocyration,,,Tested for inhibitory activity against 5-lipoxygenase in microsome of RBL-1 cells,,,,RBL-1,12166
4178,1,,,,B,414,BAO0p0035u,Autofiration,,,Tested for its inhibitory activity against 5-lipoxygenase,,,,,12166
4179,1,,,,B,414,BA8000o357,Autodura5ion,,,Tested for its inhibitory activity against 5-lipoxygenase; Not determined,,,,,12166
4180,1,,,,B,10325,BAO00o0919,wxpert,,,"Iin vitro inhibition of 5-lipoxygenase activity in rat basophil leukemia type 1(RBL1) cell homogenates, (reduction of [14C]-5-HETE formation)",,,,,12166
4181,1,,,,B,11966,BAO00009q9,Experh,,,In vitro test for inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,,,,12166
4182,1,,,279.0,B,165,gwO0000219,Eapert,,,In vitro inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,,RBL-1,12166
4183,1,,,339.0,B,165,BAO00op219,Autocuratkob,,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells; No significant inhibitory activity up to 30 uM,,,,RBL-1,12166
4184,1,,,206.0,B,165,fA00000219,Autocu5stion,,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,,RBL-1,12166
4185,1,,,383.0,B,165,BwO000p219,Eapert,,,In vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,,RBL-1,12166
4186,1,,,,B,11311,BAO0000119,Autocurztiom,,,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse,,,,,12166
4187,1,,,236.0,B,11311,BsO000o219,Autocuratiig,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1,,,,RBL-1,12166
4188,1,,,399.0,B,11311,BAO000pq19,Autocurqtiom,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,,,,RBL-1,12166
4189,1,,,,B,11311,BAO0po0219,Autochrqtion,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS],,,,,12166
4190,1,,,,B,11311,BAO00p0e19,wutlcuration,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vitro),,,,,12166
4191,1,Invico,,,B,11311,BAO0090217,Ahtocurxtion,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vivo),,,,,12166
4192,1,,,213.0,F,11311,BAO00002q8,Autocurqti8n,,,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in RBL-2H3 cells,,,,RBL-2H3,12166
4193,1,,,290.0,F,11311,BAOo00o219,A7t8curation,,,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in rat RBL-2H3 cells,,,,RBL-2H3,12166
4194,1,,,,B,11311,BAO000p0w9,wutocuratoon,,,The compound was tested for inhibitory activity against 5-lipoxygenase using rat polymorphonuclear leukocytes[PMNS],,,,,12166
4195,1,,,,B,11732,nA90000019,Auhocurafion,,,The compound was tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase,,,,,12166
4196,1,,,,B,11732,BAi0000018,rxpert,,,Tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase.,,,,,12166
4197,1,,,,B,11087,BAO0pp0019,Ex9ert,,,In vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells,,,,,12166
4198,1,,,,B,11087,gAO0000029,Aitocuratiom,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells,,,,,12166
4199,1,,,574.0,B,11087,BAO0p0p219,Autpcuratlon,,,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in homogenized rat basophilic leukemia (RBL-1) cells,,,,RBL-1,12166
4200,1,,,,B,11087,BAO0p00257,Expe3t,,,Inhibition of 5-lipoxygenase (5-lo) in intact rat polymorphonuclear leukocyte RPMNL,,Rattus norvegicus,10116.0,,12166
4201,1,,,331.0,B,496,BA80900219,Akt9curation,,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells,,,,RBL-1,12166
4202,1,,,270.0,F,13986,vAl0000219,Ex9ert,,,Inhibition of 5-lipoxygenase on rat basophil leukemia cell line lysate (RBL-1 2H3 subline) by measuring 5-HETE production,,,,RBL-1,12166
4203,1,,,,B,11520,BAO000o3t7,Au60curation,,,Compound was evaluated for the inhibition of 5-lipoxygenase,,,,,12166
4204,1,,,364.0,B,10293,BzO0o00219,Au5osuration,,,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line at a concentration of 25 uM,,,,RBL-1,12166
