release_year,film_id,rental_duration,replacement_cost,rating,rental_rate,description,original_language_id,length,title,language
2006,368,7,20.99,R,2.99,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,,84,GONE TROUBLE,English
2006,369,4,22.99,PG,4.99,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,,56,GOODFELLAS SALUTE,English
2006,370,4,26.99,R,2.99,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,,108,GORGEOUS BINGO,English
2006,371,5,17.99,G,4.99,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,,129,GOSFORD DONNIE,English
2006,372,5,26.99,R,4.99,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,,140,GRACELAND DYNAMITE,English
2006,373,7,14.99,G,2.99,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,,156,GRADUATE LORD,English
2006,374,3,29.99,PG,0.99,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,,117,GRAFFITI LOVE,English
2006,375,4,17.99,NC-17,2.99,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,,85,GRAIL FRANKENSTEIN,English
2006,376,4,20.99,G,0.99,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,,155,GRAPES FURY,English
2006,377,7,20.99,G,0.99,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,,135,GREASE YOUTH,English
2006,378,5,24.99,NC-17,2.99,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,,93,GREATEST NORTH,English
2006,379,7,14.99,R,0.99,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,,166,GREEDY ROOTS,English
2006,380,7,11.99,PG,2.99,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,,176,GREEK EVERYONE,English
2006,381,7,25.99,R,4.99,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,,150,GRINCH MASSAGE,English
2006,382,3,21.99,PG,0.99,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,,137,GRIT CLOCKWORK,English
2006,383,6,13.99,NC-17,0.99,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,,111,GROOVE FICTION,English
2006,384,5,19.99,R,4.99,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,,49,GROSSE WONDERFUL,English
2006,385,6,26.99,PG-13,4.99,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,,139,GROUNDHOG UNCUT,English
2006,386,3,12.99,NC-17,4.99,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,,53,GUMP DATE,English
2006,387,7,27.99,G,0.99,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,,100,GUN BONNIE,English
2006,388,5,16.99,NC-17,0.99,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,,70,GUNFIGHT MOON,English
2006,389,3,9.99,PG-13,2.99,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,,127,GUNFIGHTER MUSSOLINI,English
2006,390,4,20.99,R,4.99,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,,84,GUYS FALCON,English
2006,391,6,25.99,PG-13,2.99,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,,146,HALF OUTFIELD,English
2006,392,5,13.99,NC-17,4.99,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,,51,HALL CASSIDY,English
2006,393,6,19.99,PG-13,2.99,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,,47,HALLOWEEN NUTS,English
2006,394,7,21.99,R,2.99,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,,146,HAMLET WISDOM,English
2006,395,4,28.99,R,0.99,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,,108,HANDICAP BOONDOCK,English
2006,396,5,18.99,G,4.99,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,,62,HANGING DEEP,English
2006,397,5,26.99,NC-17,2.99,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,,107,HANKY OCTOBER,English
2006,398,5,21.99,NC-17,4.99,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,,47,HANOVER GALAXY,English
2006,399,6,23.99,G,2.99,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,,100,HAPPINESS UNITED,English
2006,400,7,15.99,R,2.99,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,,72,HARDLY ROBBERS,English
2006,401,6,10.99,NC-17,0.99,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,,168,HAROLD FRENCH,English
2006,402,3,15.99,G,0.99,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,,52,HARPER DYING,English
2006,403,5,18.99,PG-13,4.99,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,,121,HARRY IDAHO,English
2006,404,4,26.99,PG,0.99,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,,107,HATE HANDICAP,English
2006,405,6,13.99,NC-17,4.99,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,,76,HAUNTED ANTITRUST,English
2006,406,5,22.99,R,0.99,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,,181,HAUNTING PIANIST,English
2006,407,5,12.99,PG-13,0.99,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,,47,HAWK CHILL,English
2006,408,4,28.99,R,4.99,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,,69,HEAD STRANGER,English
2006,409,3,9.99,G,4.99,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,,59,HEARTBREAKERS BRIGHT,English
2006,410,7,19.99,PG,2.99,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,,48,HEAVEN FREEDOM,English
2006,411,5,13.99,NC-17,4.99,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,,49,HEAVENLY GUN,English
2006,412,6,25.99,G,4.99,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,,102,HEAVYWEIGHTS BEAST,English
2006,413,7,16.99,NC-17,2.99,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,,169,HEDWIG ALTER,English
2006,414,3,23.99,PG,2.99,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,,75,HELLFIGHTERS SIERRA,English
2006,415,3,23.99,R,2.99,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,,84,HIGH ENCINO,English
2006,416,6,10.99,R,0.99,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,,110,HIGHBALL POTTER,English
2006,417,5,29.99,G,0.99,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,,93,HILLS NEIGHBORS,English
2006,418,5,27.99,PG-13,0.99,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,,157,HOBBIT ALIEN,English
2006,419,4,19.99,G,2.99,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,,141,HOCUS FRIDA,English
2006,420,7,27.99,PG,4.99,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,,128,HOLES BRANNIGAN,English
2006,421,7,10.99,PG-13,4.99,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,,78,HOLIDAY GAMES,English
2006,422,7,25.99,NC-17,4.99,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,,136,HOLLOW JEOPARDY,English
2006,423,7,29.99,PG,0.99,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,,69,HOLLYWOOD ANONYMOUS,English
2006,424,6,12.99,R,0.99,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,,149,HOLOCAUST HIGHBALL,English
2006,425,6,20.99,R,0.99,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,,88,HOLY TADPOLE,English
2006,426,7,15.99,R,4.99,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,,185,HOME PITY,English
2006,427,5,19.99,R,0.99,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,,103,HOMEWARD CIDER,English
2006,428,6,21.99,PG-13,2.99,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,,141,HOMICIDE PEACH,English
2006,429,3,29.99,R,0.99,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,,84,HONEY TIES,English
2006,430,7,23.99,G,0.99,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,,49,HOOK CHARIOTS,English
2006,431,3,12.99,G,2.99,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,,176,HOOSIERS BIRDCAGE,English
2006,432,4,22.99,NC-17,2.99,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,,139,HOPE TOOTSIE,English
2006,433,4,23.99,PG,2.99,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,,95,HORN WORKING,English
2006,434,3,25.99,R,0.99,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,,139,HORROR REIGN,English
2006,435,6,28.99,PG-13,4.99,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,,181,HOTEL HAPPINESS,English
2006,436,4,14.99,NC-17,0.99,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,,122,HOURS RAGE,English
2006,437,7,13.99,R,2.99,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,,109,HOUSE DYNAMITE,English
2006,438,3,22.99,NC-17,2.99,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,,68,HUMAN GRAFFITI,English
2006,439,4,28.99,PG-13,4.99,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,,151,HUNCHBACK IMPOSSIBLE,English
2006,440,6,21.99,G,0.99,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,,105,HUNGER ROOF,English
2006,441,5,21.99,PG-13,2.99,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,,125,HUNTER ALTER,English
2006,442,6,24.99,NC-17,2.99,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,,65,HUNTING MUSKETEERS,English
2006,443,6,11.99,PG,2.99,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,,49,HURRICANE AFFAIR,English
2006,444,3,22.99,NC-17,4.99,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,,83,HUSTLER PARTY,English
2006,445,5,11.99,G,2.99,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,,100,HYDE DOCTOR,English
2006,446,5,19.99,PG,4.99,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,,150,HYSTERICAL GRAIL,English
2006,447,5,28.99,R,2.99,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,,131,ICE CROSSING,English
2006,448,3,25.99,PG-13,2.99,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,,172,IDAHO LOVE,English
2006,449,4,12.99,PG-13,2.99,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,,119,IDENTITY LOVER,English
2006,450,5,29.99,NC-17,2.99,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,,84,IDOLS SNATCHERS,English
2006,451,7,12.99,NC-17,4.99,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,,160,IGBY MAKER,English
2006,452,4,15.99,R,0.99,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,,122,ILLUSION AMELIE,English
2006,453,3,17.99,PG-13,2.99,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,,178,IMAGE PRINCESS,English
2006,454,6,20.99,PG-13,0.99,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,,180,IMPACT ALADDIN,English
2006,455,7,11.99,NC-17,4.99,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,,103,IMPOSSIBLE PREJUDICE,English
2006,456,6,18.99,NC-17,4.99,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,,167,INCH JET,English
2006,457,5,21.99,NC-17,0.99,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,,157,INDEPENDENCE HOTEL,English
2006,458,4,26.99,NC-17,0.99,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,,135,INDIAN LOVE,English
2006,459,4,23.99,NC-17,4.99,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,,74,INFORMER DOUBLE,English
2006,460,3,26.99,PG-13,4.99,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,,178,INNOCENT USUAL,English
2006,461,3,14.99,NC-17,0.99,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,,123,INSECTS STONE,English
2006,462,5,17.99,NC-17,2.99,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,,78,INSIDER ARIZONA,English
2006,463,4,21.99,PG,2.99,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,,116,INSTINCT AIRPORT,English
2006,464,3,13.99,PG-13,2.99,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,,107,INTENTIONS EMPIRE,English
2006,465,4,17.99,R,4.99,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,,59,INTERVIEW LIAISONS,English
2006,466,6,20.99,PG-13,4.99,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,,63,INTOLERABLE INTENTIONS,English
2006,467,6,10.99,G,0.99,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,,181,INTRIGUE WORST,English
2006,468,5,12.99,PG,2.99,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,,97,INVASION CYCLONE,English
2006,469,7,27.99,PG,4.99,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,,46,IRON MOON,English
2006,470,4,24.99,R,4.99,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,,79,ISHTAR ROCKETEER,English
2006,471,7,23.99,NC-17,2.99,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,,84,ISLAND EXORCIST,English
2006,472,3,24.99,G,4.99,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,,174,ITALIAN AFRICAN,English
2006,473,5,16.99,PG-13,2.99,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,,181,JACKET FRISCO,English
2006,474,6,21.99,NC-17,2.99,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,,174,JADE BUNCH,English
2006,475,6,29.99,G,0.99,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,,135,JAPANESE RUN,English
2006,476,5,9.99,NC-17,2.99,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,,130,JASON TRAP,English
2006,477,5,15.99,PG,0.99,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,,118,JAWBREAKER BROOKLYN,English
2006,478,4,10.99,G,2.99,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,,112,JAWS HARRY,English
2006,479,7,12.99,PG,0.99,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,,128,JEDI BENEATH,English
2006,480,3,29.99,R,2.99,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,,84,JEEPERS WEDDING,English
2006,481,4,22.99,PG,2.99,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,,58,JEKYLL FROGMEN,English
2006,482,3,12.99,R,0.99,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,,102,JEOPARDY ENCINO,English
2006,483,3,29.99,NC-17,2.99,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,,171,JERICHO MULAN,English
2006,484,3,13.99,NC-17,2.99,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,,172,JERK PAYCHECK,English
2006,485,6,16.99,PG,4.99,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,,60,JERSEY SASSY,English
2006,486,7,14.99,R,4.99,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,,59,JET NEIGHBORS,English
2006,487,6,29.99,PG-13,4.99,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,,124,JINGLE SAGEBRUSH,English
2006,488,3,23.99,NC-17,0.99,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,,105,JOON NORTHWEST,English
2006,489,4,14.99,PG-13,0.99,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,,54,JUGGLER HARDLY,English
2006,490,4,13.99,G,2.99,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,,121,JUMANJI BLADE,English
2006,491,4,18.99,NC-17,0.99,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,,74,JUMPING WRATH,English
2006,492,6,11.99,NC-17,0.99,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,,134,JUNGLE CLOSER,English
2006,493,5,18.99,R,0.99,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,,92,KANE EXORCIST,English
2006,494,4,21.99,PG-13,0.99,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,,120,KARATE MOON,English
2006,495,5,10.99,PG,2.99,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,,169,KENTUCKIAN GIANT,English
2006,496,3,10.99,PG-13,0.99,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,,179,KICK SAVANNAH,English
2006,497,4,15.99,G,0.99,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,,54,KILL BROTHERHOOD,English
2006,498,7,11.99,R,2.99,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,,161,KILLER INNOCENT,English
2006,499,3,24.99,NC-17,4.99,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,,184,KING EVOLUTION,English
2006,500,5,11.99,PG-13,4.99,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,,163,KISS GLORY,English
2006,501,3,9.99,R,4.99,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,,141,KISSING DOLLS,English
2006,502,4,21.99,PG-13,2.99,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,,71,KNOCK WARLOCK,English
2006,503,3,24.99,R,2.99,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,,171,KRAMER CHOCOLATE,English
2006,504,5,25.99,PG-13,0.99,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,,46,KWAI HOMEWARD,English
2006,505,6,24.99,PG-13,2.99,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,,46,LABYRINTH LEAGUE,English
2006,506,4,14.99,PG,4.99,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,,67,LADY STAGE,English
2006,507,4,13.99,NC-17,0.99,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,,113,LADYBUGS ARMAGEDDON,English
2006,508,6,18.99,PG-13,4.99,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,,144,LAMBS CINCINATTI,English
2006,509,5,26.99,NC-17,0.99,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,,78,LANGUAGE COWBOY,English
2006,510,6,29.99,G,4.99,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,,181,LAWLESS VISION,English
2006,511,7,23.99,NC-17,0.99,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,,175,LAWRENCE LOVE,English
2006,512,5,25.99,PG-13,4.99,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,,110,LEAGUE HELLFIGHTERS,English
2006,513,6,21.99,PG-13,2.99,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,,153,LEATHERNECKS DWARFS,English
2006,514,6,17.99,PG-13,2.99,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,,69,LEBOWSKI SOLDIERS,English
2006,515,7,14.99,PG,4.99,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,,113,LEGALLY SECRETARY,English
2006,516,7,18.99,PG,0.99,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,,59,LEGEND JEDI,English
2006,517,3,28.99,NC-17,0.99,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,,167,LESSON CLEOPATRA,English
2006,518,5,15.99,PG,4.99,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,,140,LIAISONS SWEET,English
2006,519,3,27.99,G,2.99,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,,138,LIBERTY MAGNIFICENT,English
2006,520,7,28.99,NC-17,2.99,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,,91,LICENSE WEEKEND,English
2006,521,7,28.99,NC-17,4.99,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,,147,LIES TREATMENT,English
2006,522,4,9.99,NC-17,2.99,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,,137,LIFE TWISTED,English
2006,523,7,21.99,R,0.99,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,,174,LIGHTS DEER,English
2006,524,6,13.99,PG,0.99,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,,50,LION UNCUT,English
2006,525,4,29.99,R,0.99,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,,140,LOATHING LEGALLY,English
2006,526,7,10.99,R,2.99,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,,120,LOCK REAR,English
2006,527,4,24.99,PG,4.99,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,,85,LOLA AGENT,English
2006,528,4,25.99,NC-17,2.99,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,,155,LOLITA WORLD,English
2006,529,3,12.99,G,2.99,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,,67,LONELY ELEPHANT,English
2006,530,5,27.99,PG-13,2.99,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,,108,LORD ARIZONA,English
2006,531,3,18.99,R,0.99,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,,137,LOSE INCH,English
2006,532,5,28.99,PG,4.99,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,,80,LOSER HUSTLER,English
2006,533,4,21.99,PG-13,2.99,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,,98,LOST BIRD,English
2006,534,5,18.99,PG-13,0.99,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,,70,LOUISIANA HARRY,English
2006,535,6,21.99,R,0.99,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,,181,LOVE SUICIDES,English
2006,536,3,18.99,PG,2.99,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,,65,LOVELY JINGLE,English
2006,537,3,29.99,G,2.99,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,,75,LOVER TRUMAN,English
2006,538,7,19.99,PG-13,0.99,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,,162,LOVERBOY ATTACKS,English
2006,539,7,21.99,NC-17,2.99,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,,152,LUCK OPUS,English
2006,540,7,10.99,PG-13,2.99,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,,97,LUCKY FLYING,English
2006,541,5,21.99,NC-17,2.99,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,,74,LUKE MUMMY,English
2006,542,3,28.99,G,2.99,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,,52,LUST LOCK,English
2006,543,5,20.99,R,4.99,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,,116,MADIGAN DORADO,English
2006,544,4,11.99,R,2.99,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,,147,MADISON TRAP,English
2006,545,4,14.99,PG-13,0.99,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,,178,MADNESS ATTACKS,English
2006,546,7,27.99,PG-13,2.99,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,,98,MADRE GABLES,English
2006,547,3,19.99,PG,0.99,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,,117,MAGIC MALLRATS,English
2006,548,3,27.99,R,2.99,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,,53,MAGNIFICENT CHITTY,English
2006,549,4,28.99,PG-13,0.99,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,,171,MAGNOLIA FORRESTER,English
