Fiscal year,Desertification (marker),Project number,Untied amount(Project-level budget),Indigenous issues (marker),Sector ID,ICT as a tool for development (marker),Fund centre ID,Children issues (marker),Programming process (new),Knowledge for development (marker),Division name,Maximum CIDA contribution (project-level),CountryRegion percent,Status,Branch ID,Trade development (marker),Continent name,Organisation class,CountryRegion ID,PBA type,Regional program (marker),Biodiversity (marker),Continent ID,CountryRegion name,Branch name,Division ID,Section ID,Section name,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,A033919001,500000.0,0,11220,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,11220,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,12220,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Governmental,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,12220,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,12220,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,12240,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Governmental,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,12240,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,12240,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,13020,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Governmental,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,13020,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,13020,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,15110,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Governmental,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,15110,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,15110,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,15150,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Governmental,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,15150,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,15150,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,24010,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Governmental,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,24010,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,24010,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,25010,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Governmental,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,25010,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,25010,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,32130,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Governmental,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,32130,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,32130,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,33110,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Governmental,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,33110,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033919001,500000.0,0,33110,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,500000.0,1.0,Operational,B4100,0,Asia,Individual,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15150,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,AF,Not PBA,0,0,3,Afghanistan,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15153,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,AF,Not PBA,0,0,3,Afghanistan,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15220,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,AF,Not PBA,0,0,3,Afghanistan,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15150,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Europe,Civil Society,BA,Not PBA,0,0,5,Bosnia & Herz.,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15153,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Europe,Civil Society,BA,Not PBA,0,0,5,Bosnia & Herz.,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15220,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Europe,Civil Society,BA,Not PBA,0,0,5,Bosnia & Herz.,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15150,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,LB,Not PBA,0,0,3,Lebanon,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15153,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,LB,Not PBA,0,0,3,Lebanon,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15220,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,LB,Not PBA,0,0,3,Lebanon,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15150,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Africa,Civil Society,MZ,Not PBA,0,0,2,Mozambique,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15153,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Africa,Civil Society,MZ,Not PBA,0,0,2,Mozambique,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15220,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Africa,Civil Society,MZ,Not PBA,0,0,2,Mozambique,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15150,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,PS,Not PBA,0,0,3,West Bank Gaza,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15153,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,PS,Not PBA,0,0,3,West Bank Gaza,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15220,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,PS,Not PBA,0,0,3,West Bank Gaza,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15150,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Europe,Civil Society,RS,Not PBA,0,0,5,Serbia,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15153,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Europe,Civil Society,RS,Not PBA,0,0,5,Serbia,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15220,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Europe,Civil Society,RS,Not PBA,0,0,5,Serbia,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15150,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Africa,Civil Society,SL,Not PBA,0,0,2,Sierra Leone,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15153,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Africa,Civil Society,SL,Not PBA,0,0,2,Sierra Leone,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15220,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Africa,Civil Society,SL,Not PBA,0,0,2,Sierra Leone,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15150,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,TL,Not PBA,0,0,3,Timor-Leste,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15153,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,TL,Not PBA,0,0,3,Timor-Leste,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033922001,500000.0,0,15220,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,500000.0,0.125,Closed,B6100,0,Asia,Civil Society,TL,Not PBA,0,0,3,Timor-Leste,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033923001,2304993.56,0,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2304993.56,0.45,Closed,B6100,0,Africa,Civil Society,X1,Not PBA,0,0,2,Africa MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033923001,2304993.56,0,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2304993.56,0.45,Closed,B6100,0,Africa,Civil Society,X1,Not PBA,0,0,2,Africa MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033923001,2304993.56,0,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2304993.56,0.15,Closed,B6100,0,America,Civil Society,X2,Not PBA,0,0,1,Americas MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033923001,2304993.56,0,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2304993.56,0.15,Closed,B6100,0,America,Civil Society,X2,Not PBA,0,0,1,Americas MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033923001,2304993.56,0,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2304993.56,0.3,Closed,B6100,0,Asia,Civil Society,X3,Not PBA,0,0,3,Asia MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033923001,2304993.56,0,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2304993.56,0.3,Closed,B6100,0,Asia,Civil Society,X3,Not PBA,0,0,3,Asia MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033923001,2304993.56,0,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2304993.56,0.1,Closed,B6100,0,Europe,Civil Society,X4,Not PBA,0,0,5,Europe MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033923001,2304993.56,0,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2304993.56,0.1,Closed,B6100,0,Europe,Civil Society,X4,Not PBA,0,0,5,Europe MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033924001,1800000.0,0,15111,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1800000.0,0.55,Closed,B6100,0,Africa,Civil Society,X1,Not PBA,0,0,2,Africa MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,0.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033924001,1800000.0,0,15111,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1800000.0,0.11,Closed,B6100,0,America,Civil Society,X2,Not PBA,0,0,1,Americas MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,0.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033924001,1800000.0,0,15111,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1800000.0,0.34,Closed,B6100,0,Asia,Civil Society,X3,Not PBA,0,0,3,Asia MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,0.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033925PRG,2979580.85,0,15130,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2979580.85,0.18,Closed,B6100,0,Africa,Civil Society,ET,Not PBA,0,0,2,Ethiopia,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033925PRG,2979580.85,0,15130,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2979580.85,0.18,Closed,B6100,0,Africa,Civil Society,KE,Not PBA,0,0,2,Kenya,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033925PRG,2979580.85,0,15130,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2979580.85,0.07,Closed,B6100,0,Asia,Civil Society,KH,Not PBA,0,0,3,Cambodia,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033925PRG,2979580.85,0,15130,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2979580.85,0.07,Closed,B6100,0,Asia,Civil Society,LA,Not PBA,0,0,3,"Lao, Dem. Rep.",KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033925PRG,2979580.85,0,15130,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2979580.85,0.25,Closed,B6100,0,Africa,Civil Society,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033925PRG,2979580.85,0,15130,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2979580.85,0.18,Closed,B6100,0,Africa,Civil Society,UG,Not PBA,0,0,2,Uganda,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033925PRG,2979580.85,0,15130,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,2979580.85,0.07,Closed,B6100,0,Asia,Civil Society,VN,Not PBA,0,0,3,Viet Nam,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033932001,1200000.0,1,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1200000.0,0.5,Closed,B6100,0,Africa,Civil Society,X1,Not PBA,0,0,2,Africa MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033932001,1200000.0,1,15160,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1200000.0,0.5,Closed,B6100,0,Africa,Civil Society,X1,Not PBA,0,0,2,Africa MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033932001,1200000.0,1,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1200000.0,0.15,Closed,B6100,0,America,Civil Society,X2,Not PBA,0,0,1,Americas MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033932001,1200000.0,1,15160,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1200000.0,0.15,Closed,B6100,0,America,Civil Society,X2,Not PBA,0,0,1,Americas MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033932001,1200000.0,1,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1200000.0,0.3,Closed,B6100,0,Asia,Civil Society,X3,Not PBA,0,0,3,Asia MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033932001,1200000.0,1,15160,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1200000.0,0.3,Closed,B6100,0,Asia,Civil Society,X3,Not PBA,0,0,3,Asia MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
