assays_ss_d,assays_ss_ctgr,assays_ss_cll_tp,assays_vrnt_d,assays_ss_tp,assays_tss_d,assays_ss_tss,assays_b_frmt,assays_rltnshp_tp,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_ss_tst_tp,assays_src_ss_d,assays_ss_sbclllr_frctn,assays_crtd_b,assays_td,assays_cnfdnc_scr,assays_src_d,assays_cll_d
13906,,,,A,1088.0,Urine,BAO_0000218,N,8050,CHEMBL627405,,,,,Intermediate,50594,1,1,
13907,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627406,,,,,Intermediate,50588,1,1,
13908,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627407,,,,,Intermediate,50588,1,1,
13909,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627408,,,,,Intermediate,50588,1,1,
13910,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627409,,,,,Intermediate,50588,1,1,
13911,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL875486,,,,,Intermediate,50588,1,1,
13912,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627410,,,,,Intermediate,50588,1,1,
13913,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627411,,,,,Intermediate,50588,1,1,
13914,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627412,,,,,Intermediate,50588,1,1,
13915,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627413,,,,,Intermediate,50588,1,1,
13916,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627414,,,,,Intermediate,50588,1,1,
13917,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627415,,,,,Intermediate,50588,1,1,
13918,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627416,,,,,Intermediate,50588,1,1,
13919,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627417,,,,,Intermediate,50588,1,1,
13920,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627418,,,,,Intermediate,50588,1,1,
13921,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627419,,,,,Intermediate,50588,1,1,
13922,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627320,,,,,Intermediate,50588,1,1,
13923,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627321,,,,,Intermediate,50588,1,1,
13924,,,,A,2113.0,Kidney,BAO_0000218,N,12017,CHEMBL627322,,In vivo,,,Intermediate,50597,1,1,
13925,,,,A,2113.0,Kidney,BAO_0000218,N,12017,CHEMBL627323,,In vivo,,,Intermediate,50597,1,1,
13926,,,,A,2113.0,Kidney,BAO_0000218,N,12017,CHEMBL627491,,In vivo,,,Intermediate,50597,1,1,
13927,,,,A,2113.0,Kidney,BAO_0000218,N,12017,CHEMBL627492,,In vivo,,,Intermediate,50597,1,1,
13928,,,,A,2113.0,Kidney,BAO_0000218,N,12017,CHEMBL627493,,In vivo,,,Intermediate,50597,1,1,
13929,,,,A,2107.0,Liver,BAO_0000218,N,12017,CHEMBL627494,,In vivo,,,Intermediate,50597,1,1,
13930,,,,A,2107.0,Liver,BAO_0000218,N,12017,CHEMBL627495,,In vivo,,,Intermediate,50597,1,1,
13931,,,,A,2107.0,Liver,BAO_0000218,N,12017,CHEMBL627496,,In vivo,,,Intermediate,50597,1,1,
13932,,,,A,2107.0,Liver,BAO_0000218,N,12017,CHEMBL627497,,In vivo,,,Intermediate,50597,1,1,
13933,,,,A,2107.0,Liver,BAO_0000218,N,12017,CHEMBL627498,,In vivo,,,Intermediate,50597,1,1,
13934,,,,A,2048.0,Lung,BAO_0000218,N,12017,CHEMBL627499,,In vivo,,,Intermediate,50597,1,1,
13935,,,,A,2048.0,Lung,BAO_0000218,N,12017,CHEMBL627500,,In vivo,,,Intermediate,50597,1,1,
13936,,,,A,2048.0,Lung,BAO_0000218,N,12017,CHEMBL627501,,In vivo,,,Intermediate,50597,1,1,
13937,,,,A,2048.0,Lung,BAO_0000218,N,12017,CHEMBL625616,,In vivo,,,Intermediate,50597,1,1,
13938,,,,A,2048.0,Lung,BAO_0000218,N,12017,CHEMBL625617,,In vivo,,,Intermediate,50597,1,1,
13939,,,,A,2385.0,Muscle tissue,BAO_0000218,N,12017,CHEMBL625618,,In vivo,,,Intermediate,50597,1,1,
13940,,,,A,2385.0,Muscle tissue,BAO_0000218,N,12017,CHEMBL625619,,In vivo,,,Intermediate,50597,1,1,
13941,,,,A,2385.0,Muscle tissue,BAO_0000218,N,12017,CHEMBL625620,,In vivo,,,Intermediate,50597,1,1,
13942,,,,A,2385.0,Muscle tissue,BAO_0000218,N,12017,CHEMBL625621,,In vivo,,,Intermediate,50597,1,1,
13943,,,,A,2385.0,Muscle tissue,BAO_0000218,N,12017,CHEMBL625622,,In vivo,,,Intermediate,50597,1,1,
13944,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL625788,,In vivo,,,Intermediate,50597,1,1,
13945,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL625789,,In vivo,,,Intermediate,50597,1,1,
13946,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL625790,,In vivo,,,Intermediate,50597,1,1,
13947,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL625791,,In vivo,,,Intermediate,50597,1,1,
13948,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL622334,,In vivo,,,Intermediate,50597,1,1,
13949,,,,A,2046.0,Thyroid gland,BAO_0000218,N,12017,CHEMBL622335,,In vivo,,,Intermediate,50597,1,1,
13950,,,,A,2046.0,Thyroid gland,BAO_0000218,N,12017,CHEMBL622336,,In vivo,,,Intermediate,50597,1,1,
13951,,,,A,2046.0,Thyroid gland,BAO_0000218,N,12017,CHEMBL622337,,In vivo,,,Intermediate,50597,1,1,
13952,,,,A,2046.0,Thyroid gland,BAO_0000218,N,12017,CHEMBL622338,,In vivo,,,Intermediate,50597,1,1,
13953,,,,A,2046.0,Thyroid gland,BAO_0000218,N,12017,CHEMBL622339,,In vivo,,,Intermediate,50597,1,1,
13954,,,,A,,,BAO_0000218,N,12017,CHEMBL624153,,In vivo,,,Intermediate,50597,1,1,
13955,,,,A,,,BAO_0000218,N,12017,CHEMBL628430,,In vivo,,,Intermediate,50597,1,1,
13956,,,,A,,,BAO_0000218,N,12017,CHEMBL628431,,In vivo,,,Intermediate,50597,1,1,
13957,,,,A,,,BAO_0000218,N,12017,CHEMBL628432,,In vivo,,,Intermediate,50597,1,1,
13958,,,,A,,,BAO_0000218,N,12017,CHEMBL628433,,In vivo,,,Intermediate,50597,1,1,
13959,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL628434,,In vivo,,,Intermediate,50597,1,1,
13960,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL626789,,In vivo,,,Intermediate,50597,1,1,
13961,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL626790,,In vivo,,,Intermediate,50597,1,1,
13962,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL626791,,In vivo,,,Intermediate,50597,1,1,
13963,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL626792,,In vivo,,,Intermediate,50597,1,1,
13964,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL626793,,In vivo,,,Intermediate,50597,1,1,
13965,,,,A,,,BAO_0000218,N,11510,CHEMBL627436,,,,,Intermediate,50597,1,1,
13966,,,,A,,,BAO_0000218,N,11510,CHEMBL627437,,,,,Intermediate,50597,1,1,
13967,,,,A,,,BAO_0000218,N,11510,CHEMBL627438,,,,,Intermediate,50597,1,1,
13968,,,,A,,,BAO_0000218,N,11510,CHEMBL627439,,,,,Intermediate,50597,1,1,
13969,,,,A,,,BAO_0000218,N,11510,CHEMBL627440,,,,,Intermediate,50597,1,1,
13970,,,,A,,,BAO_0000218,N,11510,CHEMBL627602,,,,,Intermediate,50597,1,1,
13971,,,,A,,,BAO_0000218,N,11510,CHEMBL627603,,,,,Intermediate,50597,1,1,
13972,,,,A,,,BAO_0000218,N,11510,CHEMBL627604,,,,,Intermediate,50597,1,1,
13973,,,,A,,,BAO_0000218,N,11510,CHEMBL627605,,,,,Intermediate,50597,1,1,
13974,,,,A,,,BAO_0000218,N,11510,CHEMBL627606,,,,,Intermediate,50597,1,1,
13975,,,,A,,,BAO_0000218,N,11510,CHEMBL627607,,,,,Intermediate,50597,1,1,
13976,,,,A,,,BAO_0000218,N,11510,CHEMBL627608,,,,,Intermediate,50597,1,1,
13977,,,,A,,,BAO_0000218,N,11510,CHEMBL627609,,,,,Intermediate,50597,1,1,
13978,,,,A,,,BAO_0000218,N,11510,CHEMBL627610,,,,,Intermediate,50597,1,1,
13979,,,,A,,,BAO_0000218,N,11510,CHEMBL627611,,,,,Intermediate,50597,1,1,
13980,,,,A,,,BAO_0000218,N,11510,CHEMBL627612,,,,,Intermediate,50597,1,1,
13981,,,,P,,,BAO_0000100,U,8362,CHEMBL627613,,,,,Autocuration,22229,0,1,
13982,,,,P,,,BAO_0000100,U,8257,CHEMBL627614,,,,,Autocuration,22224,0,1,
13983,,,,P,,,BAO_0000100,U,8257,CHEMBL627615,,,,,Autocuration,22224,0,1,
13984,,,,P,,,BAO_0000100,U,9468,CHEMBL627616,,,,,Autocuration,22224,0,1,
13985,,,,P,,,BAO_0000100,U,9468,CHEMBL627617,,,,,Autocuration,22224,0,1,
13986,,,,A,,,BAO_0000019,U,10568,CHEMBL627618,,,,,Autocuration,22224,0,1,
13987,,,,A,,,BAO_0000019,U,10568,CHEMBL627619,,,,,Autocuration,22224,0,1,
13988,,,,A,,,BAO_0000019,U,15359,CHEMBL627620,,,,,Autocuration,22224,0,1,
13989,,,,A,,,BAO_0000019,U,15359,CHEMBL627621,,,,,Autocuration,22224,0,1,
13990,,,,A,,,BAO_0000019,U,15359,CHEMBL627622,,,,,Autocuration,22224,0,1,
13991,,,,A,,,BAO_0000019,U,10431,CHEMBL627623,,,,,Autocuration,22224,0,1,
13992,,,,A,,,BAO_0000019,U,10431,CHEMBL627624,,,,,Autocuration,22224,0,1,
13993,,,,A,,,BAO_0000019,U,10431,CHEMBL627625,,,,,Autocuration,22224,0,1,
13994,,,,A,,,BAO_0000019,U,15704,CHEMBL628523,,,,,Autocuration,22224,0,1,
13995,,,,A,,,BAO_0000019,U,15287,CHEMBL628524,,,,,Autocuration,22224,0,1,
13996,,,,A,,,BAO_0000019,U,7516,CHEMBL628525,,,,,Autocuration,22224,0,1,
13997,,,,A,,,BAO_0000019,U,12973,CHEMBL625732,,,,,Autocuration,22224,0,1,
13998,,,,A,,,BAO_0000019,U,12973,CHEMBL625733,,,,,Autocuration,22224,0,1,
13999,,,,F,,,BAO_0000019,U,12973,CHEMBL625734,,,,,Autocuration,22224,0,1,
14000,,,,A,,,BAO_0000019,U,12973,CHEMBL625913,,,,,Autocuration,22224,0,1,
14001,,,,A,,,BAO_0000019,U,8696,CHEMBL625914,,,,,Autocuration,22224,0,1,
14002,,,,A,,,BAO_0000019,U,15052,CHEMBL625915,,,,,Autocuration,22224,0,1,
14003,,,,A,,,BAO_0000019,U,15052,CHEMBL625916,,,,,Autocuration,22224,0,1,
14004,,,,A,,,BAO_0000019,U,10503,CHEMBL625917,,,,,Autocuration,22224,0,1,
14005,,,,A,,,BAO_0000019,U,8354,CHEMBL625918,,,,,Autocuration,22224,0,1,
14006,,,,A,,,BAO_0000019,U,8354,CHEMBL625919,,,,,Autocuration,22224,0,1,
14007,,,,A,,,BAO_0000019,U,8354,CHEMBL625920,,,,,Autocuration,22224,0,1,
14008,,,,A,,,BAO_0000019,U,8354,CHEMBL874453,,,,,Autocuration,22224,0,1,
14009,,,,A,,,BAO_0000019,U,8354,CHEMBL625921,,,,,Autocuration,22224,0,1,
14010,,,,A,,,BAO_0000019,U,10503,CHEMBL625922,,,,,Autocuration,22224,0,1,
14011,,,,A,,,BAO_0000019,U,8354,CHEMBL625923,,,,,Autocuration,22224,0,1,
14012,,,,A,,,BAO_0000019,U,8354,CHEMBL625924,,,,,Autocuration,22224,0,1,
14013,,,,A,,,BAO_0000019,U,8354,CHEMBL625925,,,,,Autocuration,22224,0,1,
14014,,,,A,,,BAO_0000019,U,8354,CHEMBL625926,,,,,Autocuration,22224,0,1,
14015,,,,A,2048.0,Lung,BAO_0000218,N,13100,CHEMBL627704,,In vivo,,,Intermediate,50597,1,1,
14016,,,,A,,,BAO_0000218,N,13100,CHEMBL627705,,In vivo,,,Intermediate,50597,1,1,
14017,,,,A,,,BAO_0000218,N,13100,CHEMBL627706,,In vivo,,,Intermediate,50597,1,1,
14018,,,,A,,,BAO_0000218,N,13100,CHEMBL627707,,In vivo,,,Intermediate,50597,1,1,
14019,,,,A,,,BAO_0000218,N,13100,CHEMBL627708,,In vivo,,,Intermediate,50597,1,1,
14020,,,,A,,,BAO_0000218,N,13100,CHEMBL628361,,In vivo,,,Intermediate,50597,1,1,
14021,,,,A,,,BAO_0000218,N,13100,CHEMBL628362,,In vivo,,,Intermediate,50597,1,1,
14022,,,,A,2435.0,Striatum,BAO_0000218,N,13100,CHEMBL628363,,In vivo,,,Intermediate,50597,1,1,
14023,,,,A,2435.0,Striatum,BAO_0000218,N,13100,CHEMBL628364,,In vivo,,,Intermediate,50597,1,1,
14024,,,,A,2435.0,Striatum,BAO_0000218,N,13100,CHEMBL628365,,In vivo,,,Intermediate,50597,1,1,
14025,,,,A,2435.0,Striatum,BAO_0000218,N,13100,CHEMBL874454,,In vivo,,,Intermediate,50597,1,1,
14026,,,,A,2435.0,Striatum,BAO_0000218,N,13100,CHEMBL628531,,In vivo,,,Intermediate,50597,1,1,
14027,,,,A,2435.0,Striatum,BAO_0000218,N,13100,CHEMBL628532,,In vivo,,,Intermediate,50597,1,1,
14028,,,,A,2435.0,Striatum,BAO_0000218,N,13100,CHEMBL628533,,In vivo,,,Intermediate,50597,1,1,
14029,,,,A,2435.0,Striatum,BAO_0000218,N,13100,CHEMBL628534,,In vivo,,,Intermediate,50597,1,1,
14030,,,,A,2046.0,Thyroid gland,BAO_0000218,N,13100,CHEMBL628535,,In vivo,,,Intermediate,50597,1,1,
14031,,,,A,2046.0,Thyroid gland,BAO_0000218,N,13100,CHEMBL628536,,In vivo,,,Intermediate,50597,1,1,
14032,,,,A,2046.0,Thyroid gland,BAO_0000218,N,13100,CHEMBL628537,,In vivo,,,Intermediate,50597,1,1,
14033,,,,A,2046.0,Thyroid gland,BAO_0000218,N,13100,CHEMBL628538,,In vivo,,,Intermediate,50597,1,1,
14034,,,,A,2046.0,Thyroid gland,BAO_0000218,N,13100,CHEMBL628539,,In vivo,,,Intermediate,50597,1,1,
14035,,,,A,2046.0,Thyroid gland,BAO_0000218,N,13100,CHEMBL630297,,In vivo,,,Intermediate,50597,1,1,
14036,,,,A,2046.0,Thyroid gland,BAO_0000218,N,13100,CHEMBL630298,,In vivo,,,Intermediate,50597,1,1,
14037,,,,A,955.0,Brain,BAO_0000218,N,13100,CHEMBL630299,,In vivo,,,Intermediate,50597,1,1,
14038,,,,A,955.0,Brain,BAO_0000218,N,13100,CHEMBL628094,,In vivo,,,Intermediate,50597,1,1,
14039,,,,A,955.0,Brain,BAO_0000218,N,13100,CHEMBL628095,,In vivo,,,Intermediate,50597,1,1,
14040,,,,A,955.0,Brain,BAO_0000218,N,13100,CHEMBL874648,,In vivo,,,Intermediate,50597,1,1,
14041,,,,A,955.0,Brain,BAO_0000218,N,13100,CHEMBL628096,,In vivo,,,Intermediate,50597,1,1,
14042,,,,A,955.0,Brain,BAO_0000218,N,13100,CHEMBL628097,,In vivo,,,Intermediate,50597,1,1,
14043,,,,A,955.0,Brain,BAO_0000218,N,13100,CHEMBL628098,,In vivo,,,Intermediate,50597,1,1,
14044,,,,A,,,BAO_0000019,U,13331,CHEMBL628099,,,,,Autocuration,22224,0,1,
14045,,,,A,,,BAO_0000019,U,13331,CHEMBL628100,,,,,Autocuration,22224,0,1,
14046,,,,A,,,BAO_0000019,U,13331,CHEMBL628101,,,,,Autocuration,22224,0,1,
14047,,,,A,,,BAO_0000019,U,13331,CHEMBL628102,,,,,Autocuration,22224,0,1,
14048,,,,A,,,BAO_0000019,U,13331,CHEMBL628103,,,,,Autocuration,22224,0,1,
14049,,,,A,,,BAO_0000019,U,13331,CHEMBL628104,,,,,Autocuration,22224,0,1,
14050,,,,A,,,BAO_0000019,U,13331,CHEMBL628105,,,,,Autocuration,22224,0,1,
14051,,,,A,,,BAO_0000019,U,13331,CHEMBL628106,,,,,Autocuration,22224,0,1,
14052,,,,A,1088.0,Urine,BAO_0000218,N,10086,CHEMBL628107,,,,,Intermediate,50597,1,1,
14053,,,,F,1088.0,Urine,BAO_0000218,U,10086,CHEMBL628108,,,,,Autocuration,22224,0,1,
14054,,,,A,1088.0,Urine,BAO_0000218,N,10086,CHEMBL628109,,,,,Intermediate,50597,1,1,
14055,,,,F,1088.0,Urine,BAO_0000218,U,10086,CHEMBL625299,,,,,Autocuration,22224,0,1,
14056,,,,A,1088.0,Urine,BAO_0000218,N,10086,CHEMBL625300,,,,,Intermediate,50597,1,1,
14057,,,,A,1088.0,Urine,BAO_0000218,N,10086,CHEMBL625301,,,,,Intermediate,50597,1,1,
14058,,,,A,1088.0,Urine,BAO_0000218,N,10086,CHEMBL625302,,,,,Intermediate,50597,1,1,
14059,,,,A,1088.0,Urine,BAO_0000218,N,10086,CHEMBL874649,,,,,Intermediate,50597,1,1,
14060,,,,A,,,BAO_0000218,N,13248,CHEMBL625303,,,,,Intermediate,50597,1,1,
14061,,,,A,,,BAO_0000218,N,13248,CHEMBL625463,,,,,Intermediate,50597,1,1,
14062,,,,A,2107.0,Liver,BAO_0000218,N,14527,CHEMBL625464,,,,,Intermediate,50587,1,1,
14063,,,,A,,,BAO_0000218,N,3008,CHEMBL625465,,,,,Intermediate,50587,1,1,
14064,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL625466,,,,,Intermediate,50588,1,1,
14065,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL625467,,,,,Intermediate,50588,1,1,
14066,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL625468,,,,,Intermediate,50597,1,1,
14067,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL625469,,,,,Intermediate,50597,1,1,
14068,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL625470,,,,,Intermediate,50597,1,1,
14069,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL632418,,,,,Intermediate,50597,1,1,
14070,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627250,,,,,Intermediate,50597,1,1,
14071,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627251,,,,,Intermediate,50597,1,1,
14072,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627252,,,,,Intermediate,50597,1,1,
14073,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627253,,,,,Intermediate,50597,1,1,
14074,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627254,,,,,Intermediate,50597,1,1,
14075,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL875471,,,,,Intermediate,50597,1,1,
14076,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627255,,,,,Intermediate,50597,1,1,
14077,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627256,,,,,Intermediate,50597,1,1,
14078,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627257,,,,,Intermediate,50597,1,1,
14079,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627258,,,,,Intermediate,50597,1,1,
14080,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627259,,,,,Intermediate,50597,1,1,
14081,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL627260,,,,,Intermediate,50597,1,1,
14082,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623256,,,,,Intermediate,50597,1,1,
14083,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL874413,,,,,Intermediate,50597,1,1,
14084,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623257,,,,,Intermediate,50597,1,1,
14085,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623258,,,,,Intermediate,50597,1,1,
14086,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623259,,,,,Intermediate,50597,1,1,
14087,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623260,,,,,Intermediate,50597,1,1,
14088,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623261,,,,,Intermediate,50597,1,1,
14089,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623262,,,,,Intermediate,50597,1,1,
14090,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623263,,,,,Intermediate,50597,1,1,
14091,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623264,,,,,Intermediate,50597,1,1,
14092,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623265,,,,,Intermediate,50597,1,1,
14093,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623266,,,,,Intermediate,50597,1,1,
14094,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623267,,,,,Intermediate,50597,1,1,
14095,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623268,,,,,Intermediate,50597,1,1,
14096,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623269,,,,,Intermediate,50597,1,1,
14097,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623270,,,,,Intermediate,50597,1,1,
14098,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623271,,,,,Intermediate,50597,1,1,
14099,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623272,,,,,Intermediate,50597,1,1,
14100,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623273,,,,,Intermediate,50597,1,1,
14101,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623274,,,,,Intermediate,50597,1,1,
14102,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL874414,,,,,Intermediate,50597,1,1,
14103,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623275,,,,,Intermediate,50597,1,1,
14104,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL629150,,,,,Intermediate,50597,1,1,
14105,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623276,,,,,Intermediate,50597,1,1,
14106,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623277,,,,,Intermediate,50597,1,1,
14107,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623112,,,,,Intermediate,50597,1,1,
14108,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623113,,,,,Intermediate,50597,1,1,
14109,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623800,,,,,Intermediate,50597,1,1,
14110,,,,A,1088.0,Urine,BAO_0000218,N,12582,CHEMBL623801,,,,,Intermediate,50597,1,1,
14111,,,,A,2106.0,Spleen,BAO_0000218,N,12017,CHEMBL623802,,In vivo,,,Intermediate,50597,1,1,
14112,,,,A,995.0,Uterus,BAO_0000218,N,12017,CHEMBL623803,,In vivo,,,Intermediate,50597,1,1,
14113,,,,A,995.0,Uterus,BAO_0000218,N,12017,CHEMBL623970,,In vivo,,,Intermediate,50597,1,1,
14114,,,,A,995.0,Uterus,BAO_0000218,N,12017,CHEMBL623971,,In vivo,,,Intermediate,50597,1,1,
14115,,,,A,178.0,Blood,BAO_0000218,N,14045,CHEMBL623972,,In vivo,,,Intermediate,50597,1,1,
14116,,,,A,178.0,Blood,BAO_0000218,N,14045,CHEMBL623973,,In vivo,,,Intermediate,50597,1,1,
14117,,,,A,178.0,Blood,BAO_0000218,N,14045,CHEMBL623974,,In vivo,,,Intermediate,50597,1,1,
14118,,,,A,178.0,Blood,BAO_0000218,N,14045,CHEMBL623975,,In vivo,,,Intermediate,50597,1,1,
14119,,,,A,955.0,Brain,BAO_0000218,N,14045,CHEMBL623976,,In vivo,,,Intermediate,50597,1,1,
14120,,,,A,955.0,Brain,BAO_0000218,N,14045,CHEMBL623977,,In vivo,,,Intermediate,50597,1,1,
14121,,,,A,955.0,Brain,BAO_0000218,N,14045,CHEMBL623978,,In vivo,,,Intermediate,50597,1,1,
14122,,,,A,955.0,Brain,BAO_0000218,N,14045,CHEMBL623979,,In vivo,,,Intermediate,50597,1,1,
14123,,,,A,,,BAO_0000218,N,14045,CHEMBL623980,,In vivo,,,Intermediate,50597,1,1,
14124,,,,A,,,BAO_0000218,N,14045,CHEMBL623981,,In vivo,,,Intermediate,50597,1,1,
14125,,,,A,,,BAO_0000218,N,14045,CHEMBL626278,,In vivo,,,Intermediate,50597,1,1,
14126,,,,A,,,BAO_0000218,N,14045,CHEMBL626279,,In vivo,,,Intermediate,50597,1,1,
14127,,,,A,,,BAO_0000218,N,14045,CHEMBL626280,,In vivo,,,Intermediate,50594,1,1,
14128,,,,A,,,BAO_0000218,N,14045,CHEMBL626281,,,,,Intermediate,50594,1,1,
14129,,,,A,,,BAO_0000218,N,14045,CHEMBL626282,,,,,Intermediate,50594,1,1,
14130,,,,A,,,BAO_0000218,N,14045,CHEMBL626283,,,,,Intermediate,50594,1,1,
14131,,,,A,,,BAO_0000218,N,14045,CHEMBL626284,,,,,Intermediate,50594,1,1,
14132,,,,A,955.0,Brain,BAO_0000218,N,14045,CHEMBL626285,,,,,Intermediate,50594,1,1,
14133,,,,A,955.0,Brain,BAO_0000218,N,14045,CHEMBL626286,,,,,Intermediate,50594,1,1,
14134,,,,A,955.0,Brain,BAO_0000218,N,14045,CHEMBL626287,,,,,Intermediate,50594,1,1,
14135,,,,A,955.0,Brain,BAO_0000218,N,14045,CHEMBL626288,,,,,Intermediate,50594,1,1,
14136,,,,A,,,BAO_0000218,N,14045,CHEMBL626289,,,,,Intermediate,50594,1,1,
14137,,,,A,,,BAO_0000218,N,14045,CHEMBL626290,,,,,Intermediate,50594,1,1,
14138,,,,A,,,BAO_0000218,N,14045,CHEMBL626291,,,,,Intermediate,50594,1,1,
14139,,,,A,,,BAO_0000218,N,14045,CHEMBL839888,,,,,Intermediate,50594,1,1,
14140,,,,A,160.0,Intestine,BAO_0000218,N,14045,CHEMBL626292,,,,,Intermediate,50594,1,1,
14141,,,,A,160.0,Intestine,BAO_0000218,N,14045,CHEMBL626293,,,,,Intermediate,50594,1,1,
14142,,,,A,160.0,Intestine,BAO_0000218,N,14045,CHEMBL626294,,,,,Intermediate,50594,1,1,
14143,,,,A,160.0,Intestine,BAO_0000218,N,14045,CHEMBL626295,,,,,Intermediate,50594,1,1,
14144,,,,A,2107.0,Liver,BAO_0000218,N,14045,CHEMBL627659,,,,,Intermediate,50594,1,1,
14145,,,,A,2107.0,Liver,BAO_0000218,N,14045,CHEMBL627660,,,,,Intermediate,50594,1,1,
14146,,,,A,2107.0,Liver,BAO_0000218,N,14045,CHEMBL627661,,,,,Intermediate,50594,1,1,
14147,,,,A,2107.0,Liver,BAO_0000218,N,14045,CHEMBL627662,,In vivo,,,Intermediate,50594,1,1,
14148,,,,A,2048.0,Lung,BAO_0000218,N,14045,CHEMBL627663,,In vivo,,,Intermediate,50594,1,1,
14149,,,,A,,,BAO_0000218,N,14045,CHEMBL627664,,,,,Intermediate,50594,1,1,
14150,,,,A,,,BAO_0000218,N,14045,CHEMBL627665,,,,,Intermediate,50594,1,1,
