Fiscal year,Sector percent,CFLI (marker),Desertification (marker),Sector name,Knowledge for development (marker),CIDA business delivery model (old),Children issues (marker),Untied amount(Project-level budget),Project number,Climate change adaptation (marker),FSTC percent,Amount spent,IRTC percent,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker)
200920w0,1.1450308717723958,0,0,Pyblicsedtorpolicuandadmin8atgativehanafdment,0,R2sppnsive,0,31650778.203702804,z03404y001,0,0.5991176689058277,1119390.8981797772,0.0024427492518427404,NotPgA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20p92010,1.3952522478924272,0,0,Formzlsectorfinanfiwkintegmsdiariws,0,Respohsivs,0,26960981.635825977,A0w404y001,0,0.4834191311233952,684928.1842312615,0.013232176783423168,NotPBx,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,0.8669818443716457,0,0,Budinesssupportservisrsandjnwhitutjons,0,Rex9onsive,0,1500550.3613036256,A03r04t001,0,0.6387452102483417,966829.4552612916,0.006000985644867837,hotPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
q0092010,0.37604464158207795,0,0,qmallagdmediumsizedebterprisesSMEdef3lilmebt,0,43sponsive,0,44861772.75489043,q035045001,0,0.4493723875607951,1005821.5610463972,0.004286334745808212,motPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
200920q0,0.8433812051858651,0,0,96blicsecto5policyajdadministrxtifrmabagehent,0,Recponsice,0,29350562.195154563,A924045001,0,0.7508946537533185,1190771.563071304,0.00010536338836811797,N0tPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,0.4068535824296949,0,0,Formalsdctirfinahcixlinterjeeiadies,0,Responsidr,0,3044464.5199124403,A0350r5001,0,0.3127150931779631,792940.3107093013,0.004048852973166377,NitPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
2p092010,0.7543952285596307,0,0,Bjsinesssupportservosesagdihs6itutiobs,0,Responsic4,0,30080472.04089069,A03e045091,0,0.718237791844257,580302.2556219228,0.0016321070623747463,motPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092p10,1.2981333163635422,0,0,cmallandmedikmqizedegyerorisdsSMEdeveoopment,0,Resp9nsige,0,4957649.016996993,A0r40450o1,0,1.350233560791831,663784.3142477254,0.007152281351151468,NoyPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
2p092010,0.26348785468134484,0,0,Pjblicsevtorp0kicyanxsdmigistrztivemabagement,0,Responwivw,0,41456017.190344185,A03r04500w,0,0.3263020499101903,683148.4937925468,0.001360221947174701,N0tPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20093010,1.2791583516496574,0,0,Fotmalsectorfinamcialintetk4riari2s,0,Resp0nsige,0,29857218.387176096,A934945001,0,0.8832518538310261,428733.7539815507,0.01992386393272519,NotPBq,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
200920q0,0.720674738237809,0,0,vusinrsssup0ortservicesandinstitutoljw,0,Rexpojsive,0,14250130.365902673,A034045902,0,0.8266232813329442,956488.0886161186,0.01797004715369773,motPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,1.3256686897949923,0,0,cmaliahdmedkumsizedenterpris3sSMreevelopmejt,0,Rdspinsive,0,27885886.061866824,s034945001,0,0.43234786611470477,886266.6080194305,0.007245105683179893,NktPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092910,0.2190670140321821,0,0,0ublicsecyoro9lucyxndadmihjstrativemanagemen5,0,Resp9hsive,0,15446828.442806097,Ap24045001,0,0.4783802137175624,1133131.3628458441,0.01427780066233717,NotPgA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
q0092010,0.746097663506734,0,0,Formalsedyirfijancialint43mediariez,0,Reqpondive,0,14637314.423963085,zp34045001,0,0.569841095966695,1741275.0555234489,0.008618711776285625,N8tPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092p10,0.026894368826180015,0,0,Buqinwsssuplortwervicdssndinsti4utions,0,tespomsive,0,11735593.787999261,Ap44045001,0,1.205189515250309,2508548.685330668,0.0024750939442563895,NogPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
2p092010,1.1390141555418845,0,0,qmallanrmed9umsizeeenteeprisdsSMEdevekophent,0,Respinsife,0,3698106.558896145,A0w3045001,0,0.619951188845148,21604.27238298836,0.005425070958609922,Not0BA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,0.06545917467557327,0,0,Pubkicsedt0r0olocyandavmihistrativemanabenent,0,despohsive,0,11323209.48122568,A034o4500w,0,0.20452517860847064,415075.3021234805,0.00940869152437901,NotPBq,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,0.5741299101185249,0,0,Formalsecfo3financjalinterjecoariex,0,Res0onzive,0,11474105.26698816,w0340t5001,0,0.635965733863331,329341.9245641214,0.019883802398412094,N9tPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20082010,1.1620012560765627,0,0,Businessskpporfsedvicesandinsrit8ti8nz,0,gespogsive,0,2196677.634203162,Ap34045002,0,0.5936237168499442,225169.8018305667,0.004252677253213524,NotoBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
200i2010,0.18921765202633772,0,0,amallamdmeeiumsizeden4etprisesSkddevelopkent,0,Respojsivs,0,3622899.392133424,Ap34055001,0,0.6163876306066585,887543.3568886777,0.0025452621040605063,NotlBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,1.0542535317387487,0,0,Publlcxectorpolicyabdsdminis6ratlfemanansment,0,deslonsive,0,6093172.732687619,A93e045001,0,0.20840675544292614,198901.77773875705,0.004081458165869759,NogPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
29092010,1.8141489864622997,0,0,Formalsdctorfijanciqi8nhermfdiaries,0,Responsig4,0,11436365.813527696,Ao34035001,0,0.3791214015436706,576059.4845245573,0.005650861341594368,botPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
29092010,0.25288045590314856,0,0,Bus8neassupp0rhservicexandinstitktionq,0,Resloneive,0,10511440.117687438,A03404yp01,0,0.35878839275745383,437812.5467962584,0.004779436010666566,N0tPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
2p092010,0.048819844171253624,0,0,Smaipandmediuks8zedehterprisrsSMEdev3lopmeny,0,Reeponcive,0,8375860.417865373,s03404500q,0,0.5547880814980518,1100498.2305865148,0.014726616542944935,NotPvA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
2o092010,1.5532971896103833,0,0,Pubpicsedtorpokicyandadminls5ratocemabagemeny,0,Redpondive,0,4224542.667019334,A034945o01,0,0.7620247216817438,982773.1854923189,0.004525280634550487,NitPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,0.8963337155067223,0,0,Formaksectprfinanciaiingrrmeeiaeies,0,Resoonqive,0,6433538.780354403,A0340e5o01,0,0.865802924476879,853041.60469541,0.0034719281714964763,NotPBz,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,1.8287706267913086,0,0,Busihesesupportservldesandigstiruti0ns,0,Reeponside,0,2077242.431997953,A03e045p01,0,0.7386878731479591,1163549.7976320707,0.00283827976667983,NotlBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092p10,0.3180362776696132,0,0,cmalpamvjediumsizedenterorisssSMEdeveiopment,0,Resoonskve,0,1554288.8908276632,A03r04500q,0,0.42976309415846337,1201886.0267456025,0.004154313016734789,N8tPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20o92010,0.032581512346457064,0,0,Publicsectorollifyandqxministratifemahagemwng,0,Rwspknsive,0,5498850.117068861,A0er045001,0,0.6312184960472612,634957.7343835182,0.006522947094222505,NltPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,1.0634170231169064,0,0,F0rmxlsectorf8nancizligterm2ciaries,0,Resp9gsive,0,8947020.812752252,A03eo45001,0,1.1121758659845882,614942.8536020622,0.0033777134622971937,NorPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092910,0.36793349237043915,0,0,Busobesseuppogtsercixeeandinstitutions,0,Rdsponsife,0,4993468.650730218,A044045091,0,1.0062638019074062,674594.2595230242,0.022844422425600128,NoyPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009201p,0.8779621423029234,0,0,SmwllzhdmddiumsizsdenterlrisesSMEvevelopmdnt,0,Redponsuve,0,1641340.268667398,Ao34046001,0,0.12624032416202718,203971.6869060863,0.011413502041431446,NofPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009e010,1.5208733119467814,0,0,Pyblicsect8r99picyanradministrativemanxgemwn5,0,eesponsibe,0,34100203.41292842,s03404t001,0,0.3578551261871518,1076242.7561981452,0.007480558789954489,gotPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,1.493879165864815,0,0,Fotjalsectorf9nancizoint2rjediaries,0,Reap9nsive,0,16837301.276718657,A02t045001,0,0.035596813988562626,1831075.660731575,0.012696288555684377,botPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20093010,0.2903003408211634,0,0,Bucijessskppothse5vicesandinatitutions,0,Respomsivd,0,32955811.030157704,z044045001,0,0.3101593235962681,1245919.4499289126,0.01149923702318037,NktPBA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
q0092010,0.9048624613049838,0,0,Smwllanfm2diumxizfdehterpriseaSjEdevelopment,0,tespknsive,0,22694329.10595275,A044035001,0,0.847737717191072,685550.9123912372,0.003052487715504067,NotPBx,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
q0092010,0.49669739952574954,0,0,Publics3ctorpolicyandzdmijistratuv4nanag3jegt,0,Rrspogsive,0,2252530.7896438036,A03404y00w,0,0.04849232827792449,1016640.5771618757,0.005833458241492084,NotPfA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
200o2010,0.39981960807700306,0,0,Fogmakseft0rfinanciwlintetmedizries,0,Rdsponsibe,0,4901674.740708305,A03tp45001,0,0.8088767312671639,775944.6973833815,0.010018601903948798,NotPfA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092910,0.4733216054105727,0,0,Businesssuppkrtswrd9cesahdjnsyitutions,0,5esoonsive,0,3338597.7830453776,A03r04500q,0,0.10427946923008247,1464588.1179336258,0.01382322411947189,NotPgA,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
20o92010,0.9118546092640807,0,0,Sjallandmediumsiz2dehter0risesSMEdsd4lppment,0,Responsidw,0,17761839.445689157,x0340r5001,0,0.6772523896820335,621406.7890937877,0.005110644073820541,NotPBq,Operational,19950000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,1,0,0
200o2010,0.07164215993548884,0,0,Democfqticpa4ticipwtionxndcivilaocirty,0,Respobs7ve,0,37351901.711623296,Ap340580o2,0,0.6711861835007781,1472367.3831580575,0.004147313892651675,NotoBA,Closed,673994.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
2009e010,0.34772123267547084,0,0,Electiins,0,Reapomsive,0,23983109.38428974,A033063001,0,1.3445497682243617,1300293.3156838052,0.0009477173353020429,NogPBA,Closed,5421099.09,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
2009201p,1.0336179213916843,0,0,Elect9ons,0,Respkjsive,0,8272345.981615569,Ao34072001,0,0.2176966573306212,41615.56726167766,0.006786335656027268,botPBA,Closed,5421099.09,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
20082010,0.0971146497827241,0,0,Elsctions,0,Rrsponxive,0,26048940.05691565,A03406w091,0,0.5261093101127994,1057242.8985647825,0.0006239279889138851,NotPBs,Closed,5421099.09,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
2009201p,0.8180426235427114,0,0,Elect7ons,0,ges0onsive,0,2117709.8388552275,Ap3406200q,0,0.47771450789748604,1276610.3702870712,0.005941038464861455,Not0BA,Closed,5421099.09,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
20092910,1.277008271362913,0,0,ojbliczect959olicyandzdministrstivemanqgement,0,Responqivs,0,21303817.97260157,A03r072002,0,0.23791808986083307,1725345.7722578717,0.0001534294663594836,botPBA,Closed,5000000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
2009w010,0.9387628237134176,0,0,Electi0ns,0,Respobsice,0,29707602.277947936,s034962002,0,0.5819088803778886,161078.7429314669,0.0069414122695003275,NotPBs,Closed,5000000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,0.762147781168121,0,0,numangights,0,Rdsp0nsive,0,5483143.0498409085,Ap34962002,0,0.13132700015475662,209148.477081406,0.014115630612100647,No4PBA,Closed,5000000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
2009w010,0.5020050878057225,0,0,Elevtions,0,Responsude,0,40625260.96370578,A0440y2003,0,1.022229785382944,1322290.9391402523,0.005696560318473077,Not9BA,Closed,1148961.94,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
200o2010,0.287233762415503,0,0,Humanrigj5s,0,Rewpogsive,0,35378789.210085735,A0r4063003,0,0.47292264732052297,1672496.7280235603,0.0024894891057281165,NotlBA,Closed,1148961.94,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
q0092010,0.04834773066208481,0,0,slections,0,Recponxive,0,19531658.42980081,A0r4p62003,0,0.4252097965164457,187742.29572518184,0.0006963731031919,NotPBz,Closed,1148961.94,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,0.9508683211040845,0,0,Humanfighgs,0,Respojqive,0,18600502.253049493,A034062o0w,0,0.15525547105802884,248126.20406891397,0.0067587528903215325,NotPBq,Closed,1148961.94,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,1,0,0
e0092010,0.019121938684294237,0,0,Electiohs,0,Rezoonsive,0,30917683.03949294,A033062006,0,0.7812152743059132,1691910.3104986076,0.0029656313293903074,NotPgA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
2009201o,0.9925514643359223,0,0,Elestions,0,Reslonsivs,0,26888139.74221899,q034062o05,0,0.15750407687715867,3835753.634030678,0.007058630448969532,NorPBA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
2p092010,0.8744100948730815,0,0,El3ctions,0,Rssponsivf,0,18409824.63610286,A024062o05,0,0.40010396218053634,376363.1768325033,0.020676245140827176,N8tPBA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
2009e010,0.7294795874878739,0,0,Elecgions,0,Resp0jsive,0,22222379.474635564,Ao34062p05,0,0.8101247906935576,757322.6574948974,0.004203939341546672,N9tPBA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
20p92010,0.959084227390788,0,0,Electuons,0,Resppbsive,0,10140450.181312377,A0e40620o5,0,0.5223234857295175,574581.2269415152,0.005135378123570635,NohPBA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
2009201o,0.6226940992784107,0,0,Electioms,0,Res0onaive,0,6928458.226794023,A03407e005,0,0.13511128644678805,1260461.17990349,0.0025977565103401366,NotPnA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
20p92010,1.0724252436376402,0,0,Electionx,0,Rexp0nsive,0,20965456.456966095,A034p62095,0,0.13869333767751396,87843.13225658264,0.013760926816046565,gotPBA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
29092010,1.9692474825001671,0,0,Epections,0,Rrspknsive,0,9837178.386833716,A0w406w005,0,0.6072254410073953,448814.1375472918,0.005469662358063085,NotPfA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
20091010,1.0834857065714316,0,0,Electiogs,0,Responslvw,0,14758725.54620374,Ao3e062005,0,0.7540617185967078,1017007.0444804578,0.009280781362729204,Not0BA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
20p92010,0.9591513612610375,0,0,Electione,0,Reepogsive,0,23315877.231955145,A0w4052005,0,0.4219294354797354,646095.5299463103,0.010105978290957886,NotPhA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
20093010,0.8864777580793941,0,0,wlections,0,Respojsibe,0,32396414.596825715,A0330y2005,0,0.3845813165051837,1362684.75061616,0.015970873115984413,NotoBA,Closed,2546693.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,Uncoded: Pre-APP,1,0,0,2,0,0
20092o10,0.7316546505856902,0,0,Teachertraigigb,0,Reslonsuve,2,3119106.637850062,A0w4073001,0,0.159416635527178,1735439.730855748,0.0014577393749572063,NitPBA,Closed,3885635.23,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,Uncoded: Pre-APP,1,0,0,0,0,0
20092o10,0.8145000052318756,0,0,Primqryeducat8og,0,Reap9nsive,2,15921559.012251902,x034063o01,0,0.593010098626483,248004.25673529206,0.01121008021533739,NktPBA,Closed,3885635.23,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,Uncoded: Pre-APP,1,0,0,0,0,0
200o2010,1.0499528909597602,0,0,lrokotion0fwevelopmentawsreneqs,0,Rdspobsive,0,24773631.94401234,A024067o01,0,0.33750822036577455,201612.17258920253,0.013693676195097476,NotPgA,Closed,109761.81,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,0.7954883476484818,0,0,Pronktioniewevelopmentawar3ness,0,Resp8nsibe,0,37372545.46368825,z934072001,0,0.40947574881160814,79397.84552566939,0.01580301363992393,jotPBA,Closed,96000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2240,Journalism and Development Initiative,Uncoded: Pre-APP,1,1,0,1,0,0
2p092010,0.3439912592212575,0,0,decogstruct89nfeliefamdrehxbilitation,0,Responsigr,0,5586649.990414549,z03407e001,0,0.578381445583022,624486.6418629899,0.008983312021414055,NotPnA,Closed,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4424,Peru,Uncoded: Pre-APP,1,0,0,0,0,0
20092910,0.7893136260730571,0,0,Disasterpredehtiomandpre9arweness,0,Res9onzive,0,12488767.090323597,Ap3407r001,0,0.42675749791923434,338008.7705116571,0.008506211705163125,botPBA,Closed,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4424,Peru,Uncoded: Pre-APP,1,0,0,0,0,0
20992010,0.6716658335290092,0,0,Wa4drsectorp9licyandadmonis63wtivemanagemrnt,0,Resp8nsige,0,435888.90580907837,A0340y4p01,0,0.9303562667327749,339804.5555120938,0.001419941030584091,NotPBx,Closed,3000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4424,Peru,Uncoded: Pre-APP,1,0,0,0,0,0
e0092010,0.7686823510032106,0,0,aaterwupplylzrgesywtems,0,fesponsibe,0,1144869.7754718252,A03e974001,0,0.5224596607688397,249577.8023944795,0.018350652091717483,NotPvA,Closed,3000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4424,Peru,Uncoded: Pre-APP,1,0,0,0,0,0
2o092010,2.027840085435898,0,0,Sanitwtioblargesysrwms,0,f4sponsive,0,3112830.457709819,q934074001,0,0.3981582088715496,1163496.294912135,0.0039903874726784985,NotPBz,Closed,3000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4424,Peru,Uncoded: Pre-APP,1,0,0,0,0,0
