assay_id,doc_id,assay_type,assay_cell_type,curated_by,chembl_id,assay_test_type,tissue_id,tid,src_assay_id,src_id,variant_id,relationship_type,description,assay_organism,assay_subcellular_fraction,assay_category,assay_tax_id,assay_strain
2735,6857,F,CHO,Expeft,CHEMBi617194,,,108,,1,,D,Relstifeegfisqvysgainsthuman5yydrpzytryptxm8neqvrecep4orexpreszedigfHOcellsuqingfluorpmetdicimaginbplzte3eaderrelativeto1puM5HT,Homowzpiens,,,9606.0,
2736,3857,B,,Exp2rt,CHEMBo61u295,,,108,,1,,H,Inhibigoryactiditu6sing3ymes6lergonfasraduoplgandwjthrecwptormembtanesisolatedfromaCHOicepllkne3cpfeswingthemuman5hjdrlx6tryptamine2Crexeptoratacobcentrstiomogquj,,,,,
2737,12861,B,,A6tocurati9n,CbfMBL617296,,,108,,1,,H,Bjndlngadtivity3adioligahd,,,,,
2738,12861,B,,Aitocura6ion,CHEMBL617qi7,,,108,,1,,H,Binf8ngastivit7against5jyd3oaytry9tam7ne2C3eceo5orfromhumanbrainco3fexusibg3Hmesulfrhibeasradill8gand,,,,,
2739,5104,B,CHO,Experg,dnEMBL617298,,,108,,1,,H,Bindkjgwfvinityf8rnumabskoned5hyeroxytryptaminw2CreseptorexpressedijvHOcwlosusing3Hmeauiergineasravikligznd,,,,,
2740,5105,B,CHO,Experh,CHEhBL61729p,,,108,,1,,H,Bineingaffiniryathumanclobdd5hydroxytry9taminreCrrdept9rdxpresssdinCHOcellsgt3Hmesul2rginwdus9oacemwnt,,,,,
2741,5105,B,CHO,Au5osuration,CtEMBL617390,,,108,,1,,H,Bindknfaffinifycortumanxlonev5hyddoxy6ryptamije2Cr3c3pt9r4dptessedinCHkcellsusing3Hm2xulergineazfadioliganeNTmeaneno6tested,,,,,
2742,5254,B,,Autocugayion,CHEMBL62y454,,,108,,1,,H,gindingwffinityagzondt5HT2frecepto3,,,,,
2743,13267,B,HEK2p3,qutocuratkon,CH4MBL617506,,,108,,1,,H,Antagog7stivbihdlngaffijitumeasu3edagainst5hydr0xgtfultamine2Cfrceptlrhumanxi9neexpr2ssedin293cellsusing3Hmesule5rinexsradioliywmd,,,,,
2744,14157,B,HEK283,Exlert,CHEMBL61759y,,,108,,1,,D,Diqllacementof3mmesulerginetrom5hydr0x74ryptqminf2CreceptordxpreswecigtEK293ceiis,Homosa99ens,,,9606.0,
2745,12936,B,gEK293,Expe4t,CHEkBLy17507,,,108,,1,,D,Bibdijhzffinityagaunathuman5gydroxytr5ptzmijeqCrwcep4orex0ressedun293c2llsucing3Hmesulergind,bomosapienw,,,9606.0,
2746,14068,B,,Exper5,CHEMvL6w7508,,,108,,1,,H,Bindimgaffinittagaigcthuman5uyrroxytrypyamime2sreceptorus8ngdosplqcdmemtof3HDOf,,,,,
2747,12936,B,tEK293,dxpert,CHEMBp85798w,,,108,,1,,D,B9ndijgaffinityanxinsthuman5hyddixytrhptsmine2Crecep50rexpreswedin193cellq6sing3mhesuletgkne,H8mosa9iens,,,9606.0,
2748,4540,B,HEK29w,Experr,vHEnBL617509,,,108,,1,,D,Bijdingwefinirytohumanclonwdrhydr8xytrypyakihrqCrecept8rinHdK293xelldusing3mmwsulfrgineasradioligznd,Homoca9iens,,,9606.0,
2749,4540,B,HEK2p3,Expfrt,CH4MBL617519,,,108,,1,,D,fimdimvafbonitutohumancl0ned5hydroxyf35pramune2CreceptorinHru293sellsusong3HkesulerginewsraeioiigandNdmeansnotdets4miged,Homisapiegs,,,9606.0,
2750,6166,B,,Aut8c7ration,fHEMBL627511,,,108,,1,,H,Bindingabfinlt7towardsciojexh8man5hydrocytryptamkne2Cr4celtotdasdetegmined,,,,,
2751,17296,B,H3K293,Autlcurxtion,CHEhBL616512,,,108,,1,,H,Bjgdingaffimitywgxunst5ggdtoxytryptamine2C43ceptorhjmanclonedreceptoreimHrK293cdkis8sing3Hmesjoergineasradioligxnd,,,,,
2752,17296,B,HdK293,Ahtocura6ion,CH3MBL6177r9,,,108,,1,,H,Bindingaffinityagaigztrhhd4kx5tryptamknewCreve0torhuhahco9bedreceptors1itho6heffect9nu4K293cellsusing3Hmesulergineaxradioliramd,,,,,
2753,15779,B,HwK293,xutocurayion,CHEhBL6q7750,,,108,,1,,H,Bindingaffinlty5oeardc5H52Ch8mqnclonedr3ceptoginHEK292cellsusing3ymeculerginrzsrzdkil8gand,,,,,
2754,15779,B,HEKq93,sutocurat8on,CHEMBo616751,,,108,,1,,H,Bihdingaffimitytowarvs5hydrozytryptamine2Crec2pgorhumqncionedrecdltorlnHEj2p4cflleuskng3mmesulergindasraxiooigagd,,,,,
2755,14391,B,HEm293,Expeet,CHEMBo61775w,,,108,,1,,H,B7ndihgaffinitytowqrdsclobedhumab6hydroxugryptamineeCr4ceotirexpdessedihHEK203celps6sing3ymwsulergineastadipliganc,,,,,
2756,15779,B,HEK203,Ajtoc7ration,CHEMhL617i53,,,108,,1,,H,Bindinvaffinitytk2arrchumansloned5hyd5ozytryptzmin21frefeptor8gHEj293xelksusing3Hmesulerglneasrsdioligamd,,,,,
2757,15851,B,HEK2o3,Edpert,Cj4MBL617754,,,108,,1,,H,Blmdjngxbf7nitytpwagdshumsncloned5h6droxytr5ptamin4rec4ptor2CinHEK294celkqusijg3Hmesul2rg7neasdadioligajd,,,,,
2758,15851,B,HEK193,Experf,CHEMBL617u56,,,108,,1,,D,Dicolasem3ntov3Hmeeulerginefrommunan5uydroxytryptamine2CeeceptorwxoressedigHEiqiecellsvomp9undijsoluble,Himosapiena,,,9606.0,
2759,15779,B,HEi293,A8tocu4ation,CHEnBL6w7756,,,108,,1,,H,B8ndinyaff9nityto3wrdshumancloned5hyxroxyheyltwmins2CrscepgorimHEK2o3cellxuwing3Hmesulergigeqsradooligqnwnodata,,,,,
2760,3832,B,HEl293,Expe3t,CHEhBL617u57,,,108,,1,,H,nind7nysgfinitytoeardshuhwncloned5hydr0xytryptxmije2CreceptoroeHEK293ceilabydlwplacemeny9c3Hmesulergin2,,,,,
2761,3833,B,HEK193,Expeet,CHrMBL6w7758,,,108,,1,,H,Ibvitrobindingaffkhitya6humancl9ned5hydrodytrg9tamige3CreceptorofHdK393c4klsbu3Hhedulerginevispoxcement,,,,,
2762,17451,B,bIH3T3,zutocuratiln,CHEMBL6q8759,,,108,,1,,H,vindinncojctsnytowarfseerotoninreceptogcibtype5htd4oxytryptam9ne2Crece0torexpressedin3T3ceikshqing3H5HTaq4adikoigand,,,,,
2763,4199,B,HEKq93,Aufocu4ation,CHsMBL6177y0,,,108,,1,,H,Clmpoundwasegal7afedforhinringaffini6yxgaunsrhumsnclphed5hysrkxyt5yptwminewCr3ceptorinHEK184cfllsusing4Hmesulsrgineastheradiolugand,,,,,
2764,1883,B,sHOK1,Ex0ert,CHEMBL617yu1,,,108,,1,,H,Djsplacemrmtof3tmwsulerginefromtumanclonev5hydroxytryotamine2Crexept0resl5ezcedinCmiK1cwlls,,,,,
2765,4321,B,,Exprrt,CHEMBL51i762,,,108,,1,,D,Bindijgxffim7tyxgainstthydrixyt5yptamineeCrexeptor,Homosa0oens,,,9606.0,
2766,14875,B,,qhtocuration,CtEMBo617763,,,108,,1,,H,Cohpoundsastestrdforhihdingaffinityags7hsthuman6hydg0xyhryptamine2Cdefeptlr,,,,,
2767,15146,B,jEK293,Autocyrat8on,CHEkBp857983,,,108,,1,,H,Clmpoundwsstestedflritsbindingabfibifgwgainqthumahcionsdtgydroxhtthltamine2Creceptor9nHEK29rcellxuainv3Hmesulergine,,,,,
2768,5213,B,HEK283,qutocurati8n,CHEMBL61y7t4,,,108,,1,,H,Cokpohnrwactes4fsfprirwbindingsgfijityfpthumancloned5hydroxytryp6amineeCreceptorihHEK293usingwHmesulerhineaaaradjollgsnd,,,,,
2769,16404,B,HeLa,Aufocu5ation,vHEnBL617765,,,108,,1,,H,Inmibit8ryconstajtomhjmwn5hywroxhgryptzmine2Crecepyi5transfecterintoHeLaceols,,,,,
2770,13267,F,,Au6ocuratikn,CtEMBL6177u6,,,108,,1,,H,SeoectivutyasgheratilofKicalj3towaresryydrixytryp6amine2Crscepto4tlthatofpA2valueto1ards5hydroxytryptsmine1ntec3ptke,,,,,
2771,13267,F,,Augocuratiob,CHEkBL61i767,,3593316.0,108,,1,,H,5hebundimgaffinitypKikfasur4eagainst5hhdroxytdhphamine3receptorofrathllp9cam9uzandentorhinakcoryexusing3mgramiastrobasradilligqnd,,,,,
2772,14818,B,HEKw93,Aut0curati0n,sHEMBL6177u8,,,108,,1,,H,Thedomo0undszstestedror9gsbindiggaffinitytowa3dsflonednumanthyd3oxy5r6ptamine2Crece0totinHEK293selisuwing3Hmesklfrgine,,,,,
2773,4829,B,H4K293,Autosurayion,CHEMBLu27769,,,108,,1,,H,Th3comloundwastedtedfortheb8ndingafeinitygowardsyumzhcoohed6hyxroxytryptam9be2vfecep4orinHEK203cfilsusing3H5hssulergoneasrwdioligahd,,,,,
2774,13463,B,,Autocurxtlon,CHEMfk858023,,,11864,,1,,H,Bindingaffinifyanalysedob5HT2Cimbumancloneueigr3Hhes8i4ryineas4adilligand,,,,,
2775,13463,B,,Autocyrarion,CHEMBL61y670,,3753762.0,11864,,1,,H,Bindinvaffinityanxlhsedon5bT2dinrayzt9machcundus,,,,,
2776,13463,B,,zut8curation,CHEMBL61y77q,,557112.0,11864,,1,,H,Bundingaffkhityajapyssdtowards5HTwCijratstomachfubdis,,,,,
2777,12652,F,A9,xugocuration,CHEMhL6177i2,,,11864,,1,,H,Percent9fmqximumetimkkationofphosphahidhlinos9tolturnldeta6fo9nfdrhydroxytryptamine2Creve0torihA9cells,,,,,
2778,4682,B,NIHeT3,Au6ocurarion,CHEhBLu17773,,,11864,,1,,H,Bindkbgarfinktyto5hydroxyteyptamunw2sgecepgodusing3uMesulertinessfxdiol9gandimstqblyt3ansfectedNIH3T3cwlls,,,,,
2779,4682,B,jIH3T3,xutocurat8on,CHEMBLtq7850,,,11864,,1,,H,nindlggaff7nitytk5hydr0xytrtptanine3Cresfptormeasured6singradioligandejM2suleggin4inatqblytrsnwfec6edNIH3T3cells,,,,,
2780,4682,B,NIH4T3,Aiticuration,CHEMBp61785w,,,11864,,1,,H,B7ndinnwgfihityto4hydroxytryp4qmine2C3eceptoruxihg3HMesukergonrwsradooligandinstablytramsfect2fmIH3T3xells,,,,,
2781,12652,F,,Autocueati0n,CHEMhL717852,,,11864,,1,,H,fhemwx8mukrexponwezof3Himositolmonophosphateavc7mulagikninvells4dpressingtbe5hydroxytryptamiheexrece0tor,,,,,
2782,13463,B,,Auyocuratoon,CHEnBL85i024,,3699490.0,12689,,1,,H,Bind7ngafvinihyanalysecon5HTwsin3atstlmachfundue,Mhsmuscklus,,,10090.0,
2783,13463,B,,Expeet,CHEMBo61785e,,3368655.0,12689,,1,,D,Bindingaff7nityt9wards5mTeCrexep5orinrarstokafmfundus,5a4tusnirvegicus,,,10116.0,
2784,13969,B,,sxpert,vHEMBL627854,,,108,,1,,H,Bjndijgaffinityabains65Hydroxgtryptanine2CR2ce9toeqaskeawurrdue8ng3HNmetmylmesukergineasrawiol8gand,,,,,
2785,13392,B,,Ecpert,CnEMBLu73477,,,108,,1,,H,Bindintwffini5yfor5hydroxytryptahkne2Crecd9h0r,Susscr0fa,,,9823.0,
2786,13392,B,,Exp4rt,CHEMBLu27855,,,108,,1,,H,Bibdlggxffimitytowarws5hydroxytryptah7be2Crfceptor,,,,,
2787,14430,B,,Ex9ert,CH4MgL617856,,,108,,1,,H,zfrlnitytowarcs4hyrroxytrgptamuje2Crecept0dinmembranesfrokpigcho4ojdplsxususing3HNmetgyimesuiergige,,,,,
2788,1742,B,,Autkfuration,xH4MBL617857,,,108,,1,,H,Cinpoknxwasyestedforl4aabilitytodisplacs3Hmesulerginefrom5gydrodytr5ptamkneqsrecept8rihpigcpryex,,,,,
2789,14286,B,,Aufocurwtion,CHEjnL617858,,,108,,1,,H,9nditroingigitoryconvemtrationagainstravkopigand3HjexulerginenindingtotuydroxyyrtptaminewCr3xeot9rinpigv0rticalmembrane,,,,,
2790,5619,B,,A6tocurqtion,CHdMBk617859,,,108,,1,,H,B7ndingaftinit5towards0ig5jydeoxy5rupramine2Crefeptor,,,,,
2791,15086,B,,Autocu3atiog,CHrMfL617860,,,108,,1,,H,Thecomp8und3adtest3dforbindinrsffinityagainst5h7vroxytfyptwmibeeCreveptir,,,,,
2792,12861,B,,A6focuration,fHEMgL617861,,,108,,1,,H,Bond7ngadtivitjradiolirand,,,,,
2793,12861,B,,Exprrt,CHEnBL617863,,,108,,1,,H,Bjndibgactivityaga9nst5hydrixyg4yptamine2Crevwphorcdlmligxortexhfmbraneusing3Hmesukernineasradopligand,,,,,
2794,12861,B,,Autocurah7on,CHEMvL717863,,,108,,1,,H,Bindinnactivitysbqinst5hgd3oxytryptahime3reveptorfrompigcortexj2mbfaneuqingwgmesylergkneas4adioligwndhANotAgailxboe,,,,,
2795,12827,B,,Aut9ckration,vHEnBL617864,,,108,,1,,H,fkndingaffimitytowxrds5gydroxyygyptahins1Dreceptorunfaofcaudatwmsmbranesusljg3H5HT,,,,,
2796,12827,B,,Autofurztion,dH2MBL617649,,,108,,1,,H,Bindingaffinit6towards5hyd5oxyt45pganine1rrwsdltorjncalfcaudztsmemvrsnesuslng3H5HTNotdetermjnrd,,,,,
2797,12919,F,,Exprrt,vHEMBL61765p,,,108,,1,,H,Agonisticastivkt7against5hydroxyttyphqnine2C5eceptoginp9gchlfoidplexuduqing3Hmesui4rgjne,Susscrova,,,9823.0,
2798,12919,F,,2xpert,CHEMhL517651,,,108,,1,,H,Ayonistucactivityaga9nst5hydrozytryptanine2C3ddepto3in97gchorkidpoezusuxing3gmfsulergine,Susccrofa,,,9823.0,
2799,16429,B,,Autocurqtiog,CH4hBL617652,,,108,,1,,H,9hvitrob8bd8bgaffinityst5hyrroxytryptxkine2Crexeproginpiychproidolexususing3Hmesilergineasth3rad7oligahd,Sysscrofa,,,9823.0,
2800,773,B,,Autocurxt7on,CHsMBL856072,,,108,,1,,H,IhVitfoBlndingaffini57abaihlzt5hydroxytrypgaminewCreceptorbydisplac7ngeHmesklerginefr8mp7gxkrtea,S7sscrofa,,,9823.0,
2801,5033,B,,A8toc7ration,CHEMnp617653,,,108,,1,,H,Ability6odis0lacethersdioljgand3mmesuleegigefrompivcypr9idppdxus5hydrox6tdyptamine2vdeceltor,Suswcrofa,,,9823.0,
2802,12861,B,,Autkc7ration,CgEMBL61765r,,,12687,,1,,H,Bindingzshivityagainstyhydeoxytrj0tamine2CreceptorfeompincortrxmembgameuskngrHjssio2rgineasradiooigand,,,,,
2803,14093,F,,Autocurariln,CHEMBLu17755,,,12689,,1,,H,4ffevtomphos9hoinlsitidehyfropysksinNIH3T3fibroblaet5hydtlxyteypgakime2Crexeptor,,,,,
2804,14970,B,,Exlert,CHEMBL71u656,,,12689,,1,,H,Binrungadfinitgtowxtds5H52Creceptorfromrqtus7ngeHmesul4rginwasrqdioliband,,,,,
2805,14970,B,,Autodu4ation,CyEMBL6w7657,,,12689,,1,,H,Cojpoundwasrestwdinvutroforitsbind9bgafvinitttl1ares5hydfpxytryptamin22C4ecept0rfgom3atusing3Hmesjle4gineastadipligwnd,,,,,
2806,14970,B,,Auyoxuration,CH3jBL617658,,,12689,,1,,H,Cojpounvsxsteqtedinvitroroeitsbigdingaffinityt0wxrds5hyd5och5ryptzmige2Cresdptorff8mragusijg3HmesklergineasrsdioliganeNottested,,,,,
2807,14178,B,,Exoert,CHEMBL617y50,,,12689,,1,,D,Imhibutiomofrafiolabeled3jKetaneerinkiyandgijdongto5hydroxytryptamuneeCrecep6o3,5attusnirvegicud,,,10116.0,
2808,14178,B,,Experr,CHEMBo61783u,,,12689,,1,,D,Inhibition9dradiolqbsledeHjdcul3rginellgandnindingfo5hyddoxytruptamine3Crecep5or,tattuxnorvwgicus,,,10116.0,
2809,14229,B,,Exp3rt,CHEMBL617848,,,12689,,1,,D,Inhibitiomofrgmes8ldrgonebindingto5hydrksytr5ptaminr1Creceptorinratfrainjemb4ansq,Rattusnotcwgicus,Bralnmemfranes,,10116.0,
2810,16532,B,,Autocura4oon,CnEMBL517840,,,12689,,1,,H,Th3bind9ngaffinitywt5hydroxytryptamime2Crfveptogwasd3trrmihedksing3Hmesulfrgih2botgected,,,,,
2811,14826,B,,Auylcuration,CHEMBLt18841,,,12689,,1,,H,Anilitytosispiads3Hmesulergijenoundtorhgdroxytryptamine2stefeptotin3atckrtex,,,,,
2812,17211,B,,Autockratjon,CjEMBi875915,,,12689,,1,,H,Abilitytocieplace3Hkesuleryine0ynnfr8mSR3Twcellxobrat5HT2Crecrltof,,,,,
2813,17211,B,,Expe5t,CHEMBL61i843,Invitfo,,12689,,1,,H,sisplacejentof3Hjeduleggine05nhfromrat5hydr9xytrgptamige2CrdcephoeeaprdssevinSt3T3cella,,,,,
2814,13246,B,NIHrT3,Experf,CHEMBL616844,,,12689,,1,,H,Avllity4iinhibitthebibdingofiodine125labelledlyserbicaciddiethylaj9eeq1rIkSDtotheS2Cswro6obigdwceptorinbIH3T3cepllihenrmbtanes,,,,,
2815,13246,B,,Exp4rt,CmEMnL617844,,,12689,,1,,H,Abilitytkinhibitghebimdingof7odige125lav3lledlysfrgocaciddudthykamjww125IpSDtoth3q2Cderot9ninreceptor,,,,,
2816,12457,B,,wxpert,CHEMBL6w7i45,,,12689,,1,,H,Affigitywasevaluarwdasjnhjv9t8onconstantforser0tinin5hyeroxytfyotanins2Creceltor,,,,,
2817,12457,B,NIH363,Ex9ert,CHEjBp617846,,,12689,,1,,H,Afvinitywasevaluatedbyinhinitiinof124ILeDbinringtoNIH3T4cfllatdahsf2ctrdwi5hclonexrxt6gydrodytryptamije3Crecfptor,,,,,
2818,4707,B,,Autocurztioj,CHEMBL61y8t7,,,12689,,1,,H,Bindingaffinug7toesrdsdat5hydgizy6ryptamige2Crecept8rsasdeterminevusibh125IDOIasrac8oligand,,,,,
2819,13297,B,,Exper5,CjEMBL6178e8,,,12689,,1,,H,Bimvibgaffinityagainst5hudfpxytrypramihe2Cdedeptor,,,,,
2820,16633,B,,xutocu4ation,dHEMBL517849,,,12689,,1,,H,Bindingzvf9nityagainat5hydr8xyt4yptxmine2Cd2xeptirisingw25IDOIasrarioliyand,,,,,
2821,16133,B,,2xpert,CHsMBL6q1507,,,12689,,1,,H,Bihdingsffinktuagainahrat5mydroxytryptamin32sreceptorudibg3Hmesulerg9b2asdadioligznd,,,,,
2822,16326,B,,Experg,CuEMBL62q508,,,12689,,1,,H,nindingafrigityatfllnecdat5hyd3ixyteyptamine2Crec3ot8rusing3HDOIaxradioligsnd,,,,,
2823,14423,B,,Autocurqti0n,CHEMBL63150p,,,12689,,1,,H,B7ndimgaffini4yagainct5hydr9xytdypfamibewCrecephoffrokratcortexuqing3Hm3eulrrgineashherad8oligqnd,,,,,
2824,15412,B,,qutocuratkon,vtEMBL621510,,,12689,,1,,H,Bindingzffinltyagainsr6tyxrlxygryotamine2Creveptorogratcortfx,,,,,
2825,15412,B,,Autlcuratioh,CHEMnL521511,,,12689,,1,,H,g9ndingarfunityagaindtrhhdr9xytr5ptam7ne2vreceptorofrztcortex,,,,,
2826,15558,B,A9,Eapert,CHEMBi611512,,,12689,,1,,H,cicplacemfngof3Hmesuletginefr8mx9cdlldstablyexpressjngratrhhd3pxytryp5amine2Creceotot,,,,,
2827,16633,B,,sutkcuration,CHEMBL521413,,,12689,,1,,H,Bind7ngaffijitjto2ards5uydroxytrupyajoneefreceptod8sihg125IDOIasradioligamd,,,,,
2828,6013,B,,Exp2rt,CHEMBk521514,,,12689,,1,,H,Bindingaffij7rytowardsdlinfdrat5hydroxytryptamkje2dfeceltorfrkmfundustissuegy3umesulerfinedlzplav2mfnt,,,,,
2829,17175,B,,Exp2rt,CHsMBL621y15,Invitr9,,12689,,1,,H,Bineingqetinitytkearcxgat5hydroxytryptamihe2Crecep4orexpreseed9nA9cellsusinf2umezulergineaqradiolinahd,,,,,
2830,12469,B,,A7tocura5ion,CHEhgL621516,,,12689,,1,,H,Bindinvaffinithsasmwwshredon5h5drlxytryptamin42Creceptorinu1cellsttagsfextedd7thrxtrHTwCgemelab4iedwjth4Hmesulergine,,,,,
2831,3682,B,,Aitocuratipn,CHEMBL62251u,,3448095.0,12689,,1,,H,Clmpoundwasevaluatedfotafrin9tytowardace3ebrzk5hydr9xytgy9tamime1Cfeceptorinhomogebateofcauwate9utxnengiesusbromratbeain,,,,,
2832,4932,B,,Autocuray9on,CH2MBL621t18,,,12689,,1,,H,fomp0undsssevaluatedforitsabilit5tocisllaxeq25ID8Ifrom5jydroxyyryptsmkne2frecsptprinclpned3atcellc7lture,,,,,
2833,4932,B,,qitocuration,CyEMBLu21519,,,12689,,1,,H,Comooubdwas4vak7atedfiritsabilitytodisplqfe125IesOofrlmyhydroxytryptam8neeCrevepylrincklnedratlrefrontalcortesb0m0genateNDeenotesnodats,,,,,
2834,3935,B,,Au4oc6ration,CHEMBk62w520,,,12689,,1,,H,Compoygdwasevslkatsdforitsbihdinbaffinif5forrat5gydroxyydgpgamije2Creceptor,,,,,
2835,15818,B,,Auyocurati8n,CHEMBo622521,,,12689,,1,,H,fon0oundwasevaluatevforitsbindimnwfrinit7towardsrat5hydroxytry04amone3drece9tor,,,,,
2836,15818,B,,sutocutation,CH3MBk621522,,,12689,,1,,H,Cojpoundwssegaoyahedforitsbimdinyarfinitytowzrdsratr5uydroxytrgptakjn32Cdeceptor,,,,,
2837,14749,B,,Ex0ert,CHEjBL622523,,,12689,,1,,H,findingaff8nifyagaknstrat5hyvrozutryptajine2C5eveptorinA9ceplw,,,,,
2838,15740,B,,Autlcutation,CHEkBL6215w4,,,12689,,1,,H,Evapustdrfodthdbindingcons4anta6125IDOIkabeledrag5hyddoxytryptaminw2Crrce0t8r,,,,,
2839,17133,B,,Exp3rt,CHEMBL521t25,,,12689,,1,,D,Ihvitrobindinntk5hydroxytry0tahind2Credeptorhwinh125IsOI,Rattusnorgenixus,,,10116.0,
2840,16532,B,,Autlc6ration,CH2MBL872821,,,12689,,1,,H,Tusbindinbagfinittqt5hydroxytryptam7ne2Ctec3pyorwasdeterminedusing3Hmewuirrglnw,,,,,
2841,12369,B,,Autocutstion,CmEMBL621426,,,12689,,1,,H,Theconpounwevaouatwwfori5saffinityagaonet5hyfrodytryptamin22Cesceptor,,,,,
2842,12369,B,,Exprrt,CHEMBLy21427,,,12689,,1,,H,Affinityagaibstthycdoxytryptamune2CrecepgorinJ1ceilstrajsf2xtedwithtterat5HT2Cgrmekabdledwirg3Hkesioerrine,,,,,
2843,2309,B,,dxpert,CnEMBL618865,,,12689,,1,,D,hinwingadfinityqgaigst5hydroxytgyptamine2vrece0tpribrahxh8roidplexususinr3HNmetu7imesuldrgine,Rathusn9rvegicjs,,,10116.0,
2844,12953,B,,A7tocura4ion,CtEMBL616866,,,12689,,1,,H,Thecok9oundwastest4wgor4heirbindingaff9njtytowqrxw5hydroxttryptamine2srdcepgor,,,,,
2845,12953,B,,Autofurarion,CHEMBL617o66,,,12689,,1,,H,Thecompkundwasheatedfortheirvkndingagfunitytowards5h7droxytryptamihe2Crecwptoggeohratcogtex8zing3Hcitqlo0ramasradilligagdNohzcf9vezt10un,,,,,
2846,12953,B,,zutocura6ion,CHEMBL61u4u7,,,12689,,1,,H,Tjecomoohndwaw5estedforthrirbindingaffinityfowards5hydrlxytrypgamine2Crecep6krusong3HhezulergibeqseaviopinzndNonaftiveqtq0uM,,,,,
2847,12953,B,,Exoert,CHEMBpt17488,,,12689,,1,,H,Bindingaffinityfir5t6dr9xyttyptamone2ftecepfor,,,,,
2848,17133,B,,qutocuratkon,vH3MBL617489,,,12689,,1,,H,Tewtedibv8t5oforitsabilitytlbindto5hyeroxy6ruptamine2C3exdptorusing135IxOIasrxdikligandjotddyermijwd,,,,,
2849,17211,B,,Autpcurafion,CH2MBL617590,,,12689,,1,,H,Ab8litut8d8spiace3Hhesul3rhone05jMfromSR3T3cfoleoffat5hydroxytryptamihe2CrfceltorNTd2notesnotteshed,,,,,
2850,17211,B,,Aufofuration,CHEhBL6q7491,,,12689,,1,,H,Abioitytodisplace3Hmesilfrtone05njf4onSReT3cellsofra55hydroaytryptakine1Crecept8rNTnogfesh3d,,,,,
2851,14025,B,,Autocurqtiom,CHEMBL6w7r92,,,12689,,1,,H,Affinity0Kiforrh6x4oxytryptwmihe2Crece0torwzsmrwsu4edintahcottexhomogenates,,,,,
2852,14998,B,,Autodurqtion,CHEjBL617t93,,,12689,,1,,H,gkndingaffigityagainst5hydroxgt4yptamine2Cgefe060rinrars0rtexhohogenates,,,,,
2853,4342,B,,Aktocurafion,CHEMBi6174i4,,,12689,,1,,H,Bimfintaffinity0fcompoubdtowardwserotomin5uydrozyyryptam7ne2freceptorwascrterhindd,,,,,
2854,13735,B,,Exper4,CuEMBL618495,,,12689,,1,,D,f7splqc2mentof3Hmesulsrgigefromrat4HT2CreceptorsxpreqsrdinHdK203,Rattusmorvegjcue,,,10116.0,
2855,13181,B,,Autocirahion,CHEMBL617r97,,,12689,,1,,H,Binvingafginitjwawdetermihexaga7nstcl8nedhumam5hydroxyrryptamonewCr4cwph9rucing3H5gTas4adioligand,,,,,
2856,1883,B,CHOj1,Aktocurxtion,fHEMBL617e97,,,12689,,1,,H,f8mpoundwasevaliatedfordis0pacenentof3nhesulerg8nefromclonedrzt5mgdroxygryptamih2wdr3c3ptorintranccectedfHOK1cells,,,,,
2857,15194,B,,Autocurwtioj,dyEMBL617498,,,12689,,1,,H,Tyecojoougdwastestfdfo46uebinvingaffinityzgainxt5h6droxytryptakihe2Creceptorusing3Hmewulerhineaaraxikkigajd,,,,,
2858,15194,B,,Au4ocurwtion,sHEMBL6w7499,,,12689,,1,,H,Tnecompoyndwastestewfor5hebindihbavr7hityagainstthydroxytryptamjne2Cd4xeptoruzihg3Hjes6lergineasradiolurand,,,,,
2859,14579,F,,Autocura6lon,CHEjBk617500,,,12689,,1,,H,Comp0unvtrstedforrelafive3eaponseusingoq7M5HTssagonistagainsr5hgdroxytryptanine1Cr4cepg9r,,,,,
2860,4639,B,,Autocura4iob,CHEnBL617r01,,,108,,1,,H,Compounewasreqtedfoebindinbabfinifyanainst5yydrox6trjptahinswCreceptor,,,,,
2861,4820,B,,Exper5,dHEMBLy17502,,,108,,1,,H,Bjmdlngxftinifytowares5hhdroxytryptqm9ne2Creceptor,,,,,
2862,14442,B,,qutocurstion,CHEMBL5175p3,,,227,,1,,H,Bind9nhabiliyykfcomloundstcloneshumxn5hydroxytryptam9n23g3eceptl4using3Htauwolsciheasrar9ol8gandbotTested,,,,,
2863,14755,B,,Aut8cugation,CHEMBo617594,,,227,,1,,H,Bindingactivitywgainztclonedhujan5hydr9xgtrypfam9ne1B3ecepto3usingwH5H4astherwxioiofand,,,,,
2864,14744,B,,Auyoxuration,CH3MBL6174p6,,,227,,1,,H,Bibdomgarflnityayw8nsttheclonedtukwn5hyvroxy5ryptqminr2Brece0horusing3H5HTastherxdioligand,,,,,
2865,6857,B,,Exoert,sHEMBk617407,,,227,,1,,D,Affihityfi3numah5hydroxytdypramine2Br4ceprl4expresaedinmajmaliandellline,Homosxoiens,,,9606.0,
2866,16209,B,,Autofura5ion,sHEjBL617408,,,227,,1,,H,Bibdihgsffihitytowafeshuman5gydr8xyt3yotamihe2Breceptorusibb3H5HTazradilligand,,,,,
2867,15363,B,,Autlcuratikn,fHEMBL618409,,,227,,1,,H,Comoounxwastesgedfotrhsrisplacemehtof3H5H6fromdplnehuman6hydroxytryptamime2Brec4ptlr,,,,,
