assays_ss_tp,assays_cnfdnc_scr,assays_b_frmt,assays_dscrptn,assays_ss_d,assays_ss_rgnsm,assays_td,assays_src_ss_d,assays_vrnt_d,assays_ss_tss,assays_ss_cll_tp,assays_rltnshp_tp,assays_dc_d,assays_ss_strn,assays_cll_d,assays_ss_ctgr,assays_tss_d,assays_ss_tst_tp,assays_src_d,assays_ss_tx_d,assays_chmbl_d,assays_crtd_b,assays_ss_sbclllr_frctn
A,1,BAO_0000218,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 15 minutes,12279,Rattus norvegicus,50597,,,Blood,,N,8631,,,,178.0,,1,10116.0,CHEMBL632039,Intermediate,
A,1,BAO_0000218,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 20 minutes,12280,Rattus norvegicus,50597,,,Blood,,N,8631,,,,178.0,,1,10116.0,CHEMBL632040,Intermediate,
A,1,BAO_0000218,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 30 minutes,12281,Rattus norvegicus,50597,,,Blood,,N,8631,,,,178.0,,1,10116.0,CHEMBL632041,Intermediate,
A,1,BAO_0000218,"Concentration of compound in blood of dog 2, after administering intravenously",12282,Canis lupus familiaris,50588,,,Blood,,N,9614,,,,178.0,,1,9615.0,CHEMBL632042,Intermediate,
A,1,BAO_0000218,"Concentration of compound in left ventricle of dog 1, after administering intravenously",12283,Canis lupus familiaris,50588,,,,,N,9614,,,,,,1,9615.0,CHEMBL632043,Intermediate,
A,1,BAO_0000218,"Concentration of compound in left ventricle of dog 2, after administering intravenously",12284,Canis lupus familiaris,50588,,,,,N,9614,,,,,,1,9615.0,CHEMBL632044,Intermediate,
A,1,BAO_0000218,"Concentration of compound in liver of dog 1, after administering intravenously",12285,Canis lupus familiaris,50588,,,Liver,,N,9614,,,,2107.0,,1,9615.0,CHEMBL632045,Intermediate,
A,1,BAO_0000218,"Concentration of compound in liver of dog 2, after administering intravenously",12286,Canis lupus familiaris,50588,,,Liver,,N,9614,,,,2107.0,,1,9615.0,CHEMBL632046,Intermediate,
A,1,BAO_0000218,"Concentration of compound in lung of dog 1, after administering intravenously",12287,Canis lupus familiaris,50588,,,Lung,,N,9614,,,,2048.0,,1,9615.0,CHEMBL632047,Intermediate,
A,1,BAO_0000218,"Concentration of compound in lung of dog 2, after administering intravenously",12288,Canis lupus familiaris,50588,,,Lung,,N,9614,,,,2048.0,,1,9615.0,CHEMBL632048,Intermediate,
A,1,BAO_0000218,"Concentration of compound in muscle of dog 1, after administering intravenously",12289,Canis lupus familiaris,50588,,,Muscle tissue,,N,9614,,,,2385.0,,1,9615.0,CHEMBL632049,Intermediate,
A,1,BAO_0000218,"Concentration of compound in muscle of dog 2, after administering intravenously",12290,Canis lupus familiaris,50588,,,Muscle tissue,,N,9614,,,,2385.0,,1,9615.0,CHEMBL876418,Intermediate,
A,1,BAO_0000218,"Concentration of compound in spleen of dog 1,after administering intravenously",12291,Canis lupus familiaris,50588,,,Spleen,,N,9614,,,,2106.0,,1,9615.0,CHEMBL632050,Intermediate,
A,1,BAO_0000218,"Concentration of compound in spleen of dog 2, after administering intravenously",12292,Canis lupus familiaris,50588,,,Spleen,,N,9614,,,,2106.0,,1,9615.0,CHEMBL632051,Intermediate,
F,0,BAO_0000218,Concentration of liberated compound in serum after 120 min at the dose of 50 mg/kg (po).,12293,,22224,,,,,U,10353,,,,,,1,,CHEMBL632052,Autocuration,
F,0,BAO_0000218,Concentration of liberated compound in serum after 240 min at the dose of 50 mg/kg (po).,12294,,22224,,,,,U,10353,,,,,,1,,CHEMBL632053,Autocuration,
A,0,BAO_0000218,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,12295,,22224,,,,,U,10353,,,,,,1,,CHEMBL632054,Autocuration,
F,0,BAO_0000218,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,12296,,22224,,,,,U,10353,,,,,,1,,CHEMBL632055,Autocuration,
F,0,BAO_0000218,Concentration of liberated compound in serum after 60 min at the dose of 50 mg/kg (po).,12297,,22224,,,,,U,10353,,,,,,1,,CHEMBL631181,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous after 1.5 hr,12298,,22224,,,,,U,9196,,,,,,1,,CHEMBL631182,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.5 hr,12299,,22224,,,,,U,9196,,,,,,1,,CHEMBL631183,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,12300,,22224,,,,,U,9196,,,,,,1,,CHEMBL631184,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,12301,,22224,,,,,U,9196,,,,,,1,,CHEMBL629774,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,12302,,22224,,,,,U,9196,,,,,,1,,CHEMBL629775,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,12303,,22224,,,,,U,9196,,,,,,1,,CHEMBL876549,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,12304,,22224,,,,,U,9196,,,,,,1,,CHEMBL628172,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr,12305,,22224,,,,,U,9196,,,,,,1,,CHEMBL628173,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous after 1.5 hr,12306,,22224,,,,,U,9196,,,,,,1,,CHEMBL628174,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 4.0 hr,12307,,22224,,,,,U,9196,,,,,,1,,CHEMBL628175,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,12308,,22224,,,,,U,9196,,,,,,1,,CHEMBL628176,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,12309,,22224,,,,,U,9196,,,,,,1,,CHEMBL628177,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,12310,,22224,,,,,U,9196,,,,,,1,,CHEMBL628178,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,12311,,22224,,,,,U,9196,,,,,,1,,CHEMBL628179,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg i intravenous dosage after 1.0 hr; insufficient gastric juice produced,12312,,22224,,,,,U,9196,,,,,,1,,CHEMBL628180,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 2.5 hr,12313,,22224,,,,,U,9196,,,,,,1,,CHEMBL628181,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,12314,,22224,,,,,U,9196,,,,,,1,,CHEMBL628182,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,12315,,22224,,,,,U,9196,,,,,,1,,CHEMBL628183,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr; ND means not determined,12316,,22224,,,,,U,9196,,,,,,1,,CHEMBL628184,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,12317,,22224,,,,,U,9196,,,,,,1,,CHEMBL628185,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,12318,,22224,,,,,U,9196,,,,,,1,,CHEMBL875617,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr; ND means not determined,12319,,22224,,,,,U,9196,,,,,,1,,CHEMBL628186,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,12320,,22224,,,,,U,9196,,,,,,1,,CHEMBL628187,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,12321,,22224,,,,,U,9196,,,,,,1,,CHEMBL628188,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr,12322,,22224,,,,,U,9196,,,,,,1,,CHEMBL628189,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr; ND means not determined,12323,,22224,,,,,U,9196,,,,,,1,,CHEMBL628190,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,12324,,22224,,,,,U,9196,,,,,,1,,CHEMBL628191,Autocuration,
A,0,BAO_0000218,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr; ND means not determined,12325,,22224,,,,,U,9196,,,,,,1,,CHEMBL626513,Autocuration,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 19-24",12326,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626514,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 26-40",12327,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626515,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 29-44",12328,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626516,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 32-42",12329,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626517,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 33-60",12330,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626518,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 4-7",12331,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626519,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 13-18",12332,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626520,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 16-32",12333,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626521,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 22-25",12334,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626522,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 26-49",12335,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626523,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 29-36",12336,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626524,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 5-8",12337,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626688,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 26-42",12338,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626689,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 30-53",12339,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626690,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 32-43",12340,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL626691,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 35-53",12341,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL627319,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 5-12",12342,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL624052,Intermediate,
A,1,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 55-102",12343,Rattus norvegicus,50597,,,Thyroid gland,,N,8608,,,,2046.0,,1,10116.0,CHEMBL624053,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,12344,Rattus norvegicus,50597,,,,,N,8085,,,,,,1,10116.0,CHEMBL624054,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,12345,Rattus norvegicus,50597,,,,,N,8085,,,,,,1,10116.0,CHEMBL624055,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,12346,Rattus norvegicus,50597,,,,,N,8085,,,,,,1,10116.0,CHEMBL624056,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in uterus was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,12347,Rattus norvegicus,50597,,,Uterus,,N,8085,,,,995.0,,1,10116.0,CHEMBL624057,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in uterus was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,12348,Rattus norvegicus,50597,,,Uterus,,N,8085,,,,995.0,,1,10116.0,CHEMBL622281,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in uterus was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,12349,Rattus norvegicus,50597,,,Uterus,,N,8085,,,,995.0,,1,10116.0,CHEMBL622282,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in uterus/plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,12350,Rattus norvegicus,50597,,,Uterus,,N,8085,,,,995.0,,1,10116.0,CHEMBL622283,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in uterus/plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,12351,Rattus norvegicus,50597,,,Uterus,,N,8085,,,,995.0,,1,10116.0,CHEMBL622284,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,12352,Rattus norvegicus,50597,,,Uterus,,N,8085,,,,995.0,,1,10116.0,CHEMBL622285,Intermediate,
A,1,BAO_0000218,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,12353,Rattus norvegicus,50597,,,Uterus,,N,8085,,,,995.0,,1,10116.0,CHEMBL622286,Intermediate,
P,0,BAO_0000100,Distribution coefficient (D %) between octanol and buffer of pH 7.4,12354,,22224,,,,,U,7657,,,,,,1,,CHEMBL622287,Autocuration,
A,1,BAO_0000218,Partition coefficient (logD7.4),12355,Mus musculus,50594,,,,,N,8935,,,,,,1,10090.0,CHEMBL622288,Intermediate,
A,1,BAO_0000218,"Percentage of radioactivity in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",12356,Mus musculus,50594,,,,,N,13792,,,,,,1,10090.0,CHEMBL622289,Intermediate,
A,1,BAO_0000218,"Percentage of radioactivity in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",12357,Mus musculus,50594,,,Brain,,N,13792,,,,955.0,,1,10090.0,CHEMBL622290,Intermediate,
A,1,BAO_0000218,Percentage of radioactivity in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,12358,Mus musculus,50594,,,,,N,13792,,,,,,1,10090.0,CHEMBL622291,Intermediate,
A,1,BAO_0000218,Percentage of radioactivity in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,12359,Mus musculus,50594,,,Brain,,N,13792,,,,955.0,,1,10090.0,CHEMBL622292,Intermediate,
A,1,BAO_0000218,"Percentage of total protein recovered in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",12360,Mus musculus,50594,,,,,N,13792,,,,,,1,10090.0,CHEMBL622293,Intermediate,
A,1,BAO_0000218,"Percentage of total protein recovered in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",12361,Mus musculus,50594,,,Brain,,N,13792,,,,955.0,,1,10090.0,CHEMBL622294,Intermediate,
A,1,BAO_0000218,Percentage of total protein recovered in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,12362,Mus musculus,50594,,,,,N,13792,,,,,,1,10090.0,CHEMBL622295,Intermediate,
A,1,BAO_0000218,Percentage of total protein recovered in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,12363,Rattus norvegicus,50597,,,Brain,,N,13792,,,,955.0,,1,10116.0,CHEMBL622296,Intermediate,
A,1,BAO_0000218,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 2 minutes.,12364,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL874409,Intermediate,
A,1,BAO_0000218,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 240 minutes.,12365,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622297,Intermediate,
A,1,BAO_0000218,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 30 minutes.,12366,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622298,Intermediate,
A,1,BAO_0000218,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 45 minutes.,12367,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622299,Intermediate,
A,1,BAO_0000218,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 5 minutes.,12368,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622300,Intermediate,
A,1,BAO_0000218,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 60 minutes.,12369,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622301,Intermediate,
A,1,BAO_0000218,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 90 minutes.,12370,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622302,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 120 minutes.,12371,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622303,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes.,12372,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622304,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes;nd=not determined,12373,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622305,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 180 minutes.,12374,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL622306,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 2 minutes;nd=not determined,12375,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL626864,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes.,12376,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL626865,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes;nd=not determined,12377,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL626866,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 30 minutes.,12378,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL626867,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes.,12379,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL626868,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes;nd=not determined,12380,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL626869,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes.,12381,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL626870,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes;nd=not determined,12382,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL626871,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 60 minutes.,12383,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL626872,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes.,12384,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL632185,Intermediate,
A,1,BAO_0000218,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes;nd=not determined,12385,Rattus norvegicus,50597,,,Plasma,,N,14103,,,,1969.0,,1,10116.0,CHEMBL632186,Intermediate,
A,0,BAO_0000019,Amount of acetic acid produced by the compound,12386,,22224,,,,,U,12904,,,,,,1,,CHEMBL629310,Autocuration,
A,0,BAO_0000019,Apparent first-order rate of solvolysis for the bipinnatin-A(A4) was determined,12387,,22224,,,,,U,12904,,,,,,1,,CHEMBL629311,Autocuration,
A,1,BAO_0000218,Log of (Cbrain/Cblood) in rats,12388,Rattus norvegicus,50597,,,,,N,9663,,,,,,1,10116.0,CHEMBL629312,Intermediate,
A,0,BAO_0000221,Compound in absence of MPM cell homogenate at pH 3 to isolate compound 4 (ng),12389,,22224,,,,,U,7652,,,,,,1,,CHEMBL629313,Autocuration,
A,0,BAO_0000221,Compound in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),12390,,22224,,,,,U,7652,,,,,,1,,CHEMBL629314,Autocuration,
A,0,BAO_0000221,Compound in absence of MPM cell homogenate at pH 7 to isolate compound 4 (ng),12391,,22224,,,,,U,7652,,,,,,1,,CHEMBL629315,Autocuration,
B,0,BAO_0000219,Compound in presence of MPM cells and in absence of inactivator at pH 8 to isolate compound 4 (ng),12392,,22224,,,,,U,7652,,,,,,1,,CHEMBL629316,Autocuration,
A,0,BAO_0000221,Compound treated in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),12393,,22224,,,,,U,7652,,,,,,1,,CHEMBL629317,Autocuration,
A,0,BAO_0000019,Compound treated with MPM cell homogenate at pH 3 to isolate compound 4 (ng),12394,,22224,,,,,U,7652,,,,,,1,,CHEMBL629318,Autocuration,
A,0,BAO_0000019,Compound treated with MPM cell homogenate at pH 3.5 to isolate compound 4 (ng),12395,,22224,,,,,U,7652,,,,,,1,,CHEMBL877497,Autocuration,
A,0,BAO_0000019,Compound treated with MPM cell homogenate at pH 4 to isolate compound 4 (ng),12396,,22224,,,,,U,7652,,,,,,1,,CHEMBL629319,Autocuration,
A,0,BAO_0000019,Compound treated with MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),12397,,22224,,,,,U,7652,,,,,,1,,CHEMBL629320,Autocuration,
A,0,BAO_0000019,Compound treated with MPM cell homogenate at pH 5 to isolate compound 4 (ng),12398,,22224,,,,,U,7652,,,,,,1,,CHEMBL629496,Autocuration,
A,0,BAO_0000019,Compound treated with MPM cell homogenate at pH 5.5 to isolate compound 4 (ng),12399,,22224,,,,,U,7652,,,,,,1,,CHEMBL629497,Autocuration,
A,0,BAO_0000019,Compound treated with MPM cell homogenate at pH 6 to isolate compound 4 (ng),12400,,22224,,,,,U,7652,,,,,,1,,CHEMBL629498,Autocuration,
A,0,BAO_0000019,Compound treated with MPM cell homogenate at pH 6.5 to isolate compound 4 (ng),12401,,22224,,,,,U,7652,,,,,,1,,CHEMBL629499,Autocuration,
A,0,BAO_0000019,Compound treated with MPM cell homogenate at pH 7 to isolate compound 4 (ng),12402,,22224,,,,,U,7652,,,,,,1,,CHEMBL629500,Autocuration,
