assay_id,assay_tissue,doc_id,tissue_id,assay_organism,assay_category,cell_id,assay_tax_id,assay_subcellular_fraction,curated_by,assay_strain,description,assay_type,assay_test_type,assay_cell_type,tid,relationship_type
3053,,4687,,,,,,,Autocuration,,Evaluated for the binding affinity to 5-hydroxytryptamine 2C receptor,B,,,108,H
3054,,12146,,,,,,,Autocuration,,Tested agains t5-hydroxytryptamine 2C receptor in experiment 1,B,,,108,H
3055,,12146,,,,,,,Autocuration,,Tested against 5-hydroxytryptamine 2C receptor in experiment 2,B,,,108,H
3056,,16946,,,,,,,Autocuration,,Ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor,B,,,108,H
3057,,14159,,,,,,,Autocuration,,Compound was evaluated for the affinity at 5-hydroxytryptamine 2C receptor,B,,,108,H
3058,,16700,,,,,,,Autocuration,,The binding affinity towards 5-hydroxytryptamine 2C receptor; No affinity,B,,,108,H
3059,,3269,,,,,,,Autocuration,,Affinity against 5-hydroxytryptamine 2C receptor,B,,,108,H
3060,,1274,,Homo sapiens,,,9606.0,,Expert,,Binding affinity against 5-hydroxytryptamine 2C receptor,B,,,108,D
3061,,1317,,,,,,,Autocuration,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2C receptor using radioligand binding assay,B,,,108,H
3062,,5834,,Bos taurus,,,9913.0,,Autocuration,,Inhibitory concentration required against 5-HT3 receptor in bovine area postrema using [3H]GR-65630,B,,,144,H
3063,,11147,,Bos taurus,,,9913.0,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand,B,,,144,H
3064,,14145,,Cavia porcellus,,,10141.0,,Expert,,Antagonistic potency against serotonin 5-hydroxytryptamine 3 receptor in GPI assay,F,,,104714,H
3065,Ileum,10561,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Binding affinity to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,B,,,104714,H
3066,,15847,,Cavia porcellus,,,10141.0,,Autocuration,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig,F,,,104714,H
3067,,15847,,Cavia porcellus,,,10141.0,,Autocuration,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig; ND means not done,F,,,104714,H
3068,Ileum,10561,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Potency to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,B,,,104714,H
3069,Ileum,11454,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,In vitro binding affinity was measured for 5-hydroxytryptamine 3 receptor in the guinea pig ileum.,B,,,104714,H
3070,,4639,,Cavia porcellus,,,10141.0,,Autocuration,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea colon at a concentration 0.01 uM,F,,,104714,H
3071,,4639,,Cavia porcellus,,,10141.0,,Autocuration,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.1 uM,F,,,104714,H
3072,,4639,,Cavia porcellus,,,10141.0,,Autocuration,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM,F,,,104714,H
3073,,4639,,Cavia porcellus,,,10141.0,,Autocuration,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM in the presence of 30 uM MDL 72222,F,,,104714,H
3074,,4639,,Cavia porcellus,,,10141.0,,Autocuration,,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 0.01 uM,F,,,104714,H
3075,,4639,,Cavia porcellus,,,10141.0,,Autocuration,,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 1 uM,F,,,104714,H
3076,Ileum,15253,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum",F,,,104714,H
3077,Ileum,15253,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum.",F,,,104714,H
3078,Ileum,11963,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Tested for the antagonistic activity against 5-hydroxytryptamine 3 receptor from guinea pig ileum,F,,,104714,H
3079,Ileum,1946,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum,B,,,104714,H
3080,Ileum,1946,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum; Not tested,B,,,104714,H
3081,,12045,,Cavia porcellus,,,10141.0,,Autocuration,,Binding affinity towards [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in HG108-15,B,,,104714,H
3082,Ileum,1559,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,,,104714,H
3083,Ileum,273,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,,,104714,H
3084,Ileum,273,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor of isolated guinea pig ileum (GPI),F,,,104714,H
3085,Ileum,188,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Tested for antagonistic activity on 5-hydroxytryptamine 3 receptor mediated effects of 5-HT in guinea pig isolated ileum,F,,,104714,H
3086,Ileum,12919,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Agonistic activity against 5-hydroxytryptamine 3 receptor in guinea pig ileum assay,F,,,104714,H
3087,Ileum,12918,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,5-hydroxytryptamine 3 receptor agonism in the guinea pig ileum by functional 5-HT3 receptor assay,F,,,104714,H
3088,Ileum,1559,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,,,104714,H
3089,Ileum,273,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,,,104714,H
3090,Ileum,1559,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,,,104714,H
3091,Ileum,1559,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum; Not determined,B,,,104714,H
3092,Ileum,1559,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 3 receptor of guinea pig ileum; not determined,B,,,104714,H
3093,Ileum,14424,2116.0,Cavia porcellus,,,10141.0,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor in guinea pig ileum.,B,,,104714,H
3094,,13181,,Cavia porcellus,,,10141.0,,Autocuration,,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,B,,,22226,U
3095,,5486,,,,,,,Autocuration,,Binding affinity towards 5-HT1A receptor by the displacement of [3H]-8-OH-DPAT] in human recombinant receptors in mammalian cell,B,,,51,H
3096,,6491,,Homo sapiens,,,9606.0,,Expert,,Affinity towards human 5-hydroxytryptamine 3 serotonin receptor,B,,,104714,D
3097,,6013,,,,,,,Autocuration,,Binding affinity towards 5-HT3 receptor,B,,,104714,H
3098,,12861,,,,,,,Autocuration,,Binding activity radioligand.,B,,,104714,H
3099,,12861,,,,,,,Autocuration,,Binding activity against 5-hydroxytryptamine 1A receptor from human brain cortex using [3H]8-OH-DPAT-HT as radioligand.,B,,,104714,H
3100,,5104,,,,,,,Autocuration,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,B,,,104714,H
3101,,5105,,,,,,,Autocuration,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,B,,,104714,H
3102,,5104,,,,,,,Autocuration,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor; NT means Not tested,B,,,104714,H
3103,,3935,,,,,,,Autocuration,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 3 receptor,B,,,22226,U
3104,,13657,,,,433.0,,,Expert,,Displacement of [3H]-BRC 36694 from 5-hydroxytryptamine 3 receptor in NG108-15 cells,B,,NG108-15,105030,H
3105,,10369,,,,,,,Autocuration,,"Percent inhibition of [3H]5 binding to 5-hydroxytryptamine 3 receptor was evaluated by injection of compound (75 microCi/kg, 1.32 ug/kg) into the tail vein of mice (in vivo)",B,In vivo,,105030,H
3106,,10369,,,,,,,Autocuration,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),B,,,105030,H
3107,,12918,,,,,,,Autocuration,,Compound was evaluated for the binding affinity at 5- HT3 receptor subtype,B,,,105030,H
3108,,12918,,,,,,,Autocuration,,Compound was evaluated for the binding affinity at 5- HT3 receptor,B,,,105030,H
3109,,10369,,,,,,,Autocuration,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),B,,,105030,H
3110,,773,,,,,,,Autocuration,,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,B,,,105030,H
3111,,12918,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor agonism in mouse,F,,,105030,H
3112,,10561,,,,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 3 receptor was determined by using [3H]-ICS 205-930 as radioligand in mouse N1E 115 cells,B,,,105030,H
3113,,12827,,,,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,B,,,105030,H
3114,,12827,,,,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,B,,,105030,H
3115,,12918,,,,,,,Autocuration,,Binding affinity was evaluated by 5-hydroxytryptamine 3 receptor agonism in the mouse NIE-115 by displacing tropisetron,B,,,105030,H
3116,,273,,,,,,,Autocuration,,Compound was evaluated for binding to 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,B,,,105030,H
3117,,273,,,,,,,Autocuration,,Compound was evaluated for binding to Serotonin 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,B,,,105030,H
3118,,10561,,,,,,,Autocuration,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,B,,,105030,H
3119,,5033,,,,,,,Autocuration,,Ability to displace the radioligand [3H]GR-65630 from 5-hydroxytryptamine 3 receptor expressed in NIE-115 cells,B,In vitro,,105030,H
3120,,16429,,,,339.0,,,Autocuration,,In vitro binding affinity at 5-hydroxytryptamine 3 receptor in N1E-115 cells using 3[H]GR-65630 as the radioligand,B,,N1E-115,105030,H
3121,,10322,,,,,,,Autocuration,,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,B,,,11765,H
3122,,14331,,,,,,,Autocuration,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in NG cells 108-15,B,,,11765,H
3123,,13462,,Mus musculus,,,10090.0,,Autocuration,,Compound was tested for the Binding affinity against N1e-115 neuroblastoma 5-hydroxytryptamine 3 receptor by Radio ligand [3H]GR-65630 binding assay.,B,,,10630,D
3124,,12861,,,,,,,Autocuration,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,,,17106,H
3125,,15086,,Sus scrofa,,,9823.0,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor,B,,,144,H
3126,,12861,,Sus scrofa,,,9823.0,,Autocuration,,Binding activity radioligand.,B,,,144,H
3127,,10561,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Binding affinity to 5-hydroxytryptamine 3 receptor of neuronal in the afferent rabbit vagus,B,,,104714,H
3128,,10561,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,B,,,104714,H
3129,,10561,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Potency at neuronal 5-hydroxytryptamine 3 receptors in the rabbit heart,B,,,104714,H
3130,,10561,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Potency to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,B,,,104714,H
3131,,273,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,104714,H
3132,,273,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,104714,H
3133,Ileum,273,2116.0,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,,,104714,H
3134,,273,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,104714,H
3135,,273,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,104714,H
3136,,273,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,104714,H
3137,,273,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,104714,H
3138,,13047,,Oryctolagus cuniculus,,449.0,9986.0,,Autocuration,,Binding affinity against 5-hydroxytryptamine 3 receptor in CHO cells using [3H]5-HT as radioligand,B,,CHO,104714,H
3139,,1650,,Rattus norvegicus,,,10116.0,,Autocuration,,In vitro displacement of [3H]-LY 278584 from rat cerebral cortex 5-hydroxytryptamine 3 receptor,B,,,104698,D
3140,,16288,,,,,,,Autocuration,,Affinity at 5-hydroxytryptamine 3 receptor from rat frontal cortex using [3H]granisetron as radioligand (For granisetron = Ki(nM)=0.3+/-0.01),B,,,12020,H
3141,,16288,,,,,,,Autocuration,,Affinity at 5-hydroxytryptamine 3 receptor (For granisetron = Ki (nM)=0.3+/-0.01),B,,,12020,H
3142,,10254,,Rattus norvegicus,,,10116.0,,Autocuration,,In vitro displacement of [3H]ICS-205-930 from 5-hydroxytryptamine 3 receptor in cultured NG-108-15 rat glioma cells,B,,,104698,D
3143,,14532,,,,,,,Autocuration,,"Binding affinity for 5-hydroxytryptamine 3 receptor in rat cerebral cortex, determined by displacement of [3H]GR-65630",B,,,104698,H
3144,Heart,13392,948.0,,,,,,Autocuration,,"5-Hydroxy tryptamine 3 receptor showing agonist activity (in vivo) in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,In vivo,,104698,H
3145,Heart,13392,948.0,,,,,,Autocuration,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,,,104698,H
3146,Heart,13392,948.0,,,,,,Autocuration,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,,,104698,H
3147,Heart,13392,948.0,,,,,,Autocuration,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as change in heart rate",F,,,104698,H
3148,Heart,13392,948.0,,,,,,Autocuration,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptorr in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,,,104698,H
3149,,13392,,,,,,,Autocuration,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100(ug/kg), evaluated as percent inhibition of bradycardia",F,,,104698,H
3150,,13392,,,,,,,Autocuration,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,,,104698,H
3151,,13392,,,,,,,Autocuration,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,,,104698,H
3152,,13392,,,,,,,Autocuration,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60(ug/kg), evaluated as percent inhibition of bradycardia",F,,,104698,H
3153,,1089,,Rattus norvegicus,,,10116.0,,Autocuration,,Antagonism of 5-HT-induced Von Bezold-Jarisch reflex in rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor antagonism),F,In vivo,,104698,D
3154,,1089,,,,,,,Autocuration,,Ability to antagonise the 5-HT- induced Von Bezold-Jarisch reflex in the rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor),F,In vivo,,104698,H
3155,,11454,,Rattus norvegicus,,,10116.0,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,D
3156,,11454,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of 5-HT-induced bradycardia by 5-hydroxytryptamine 3+,F,,,104698,D
3157,,12205,,Rattus norvegicus,,,10116.0,,Autocuration,,In vivo inhibitory concentration after 5 minutes against 5-hydroxytryptamine 3 receptor induced bradycardia [bezold-jarisch (B-J) reflex test] in rat by intravenous administration,F,In vivo,,104698,D
3158,,1089,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of 5-HT (1 ug/mL) induced depolarization in rat vagus nerve (5-hydroxytryptamine 3 receptor antagonism),F,,,104698,D
3159,,5094,,,,,,,Autocuration,,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,104698,H
3160,,2622,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of [3H]GR-65630 binding to rat cortical membrane 5-hydroxytryptamine 3 receptor,B,,,104698,D
3161,,245,,,,,,,Autocuration,,Binding affinity was evaluated in vitro by displacement of [3H]zacopride radioligand from 5-hydroxytryptamine 3 receptor,B,,,104698,H
3162,,14788,,,,,,,Autocuration,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex.,B,,,104698,H
3163,,14788,,,,,,,Autocuration,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement of [3H]granisetron from rat cerebral cortex,B,,,104698,H
3164,,3020,,,,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 3 receptor in rat cortical membrane using [3H]GR-65630 as radioligand,B,,,104698,H
3165,,1742,,,,,,,Autocuration,,Compound was tested for its ability to displace [3H]-Q-ICS 205-930 from 5-hydroxytryptamine 3 receptor in rat cortex homogenates,B,,,104698,H
3166,Brain,17394,955.0,,,,,,Autocuration,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to 5-hydroxytryptamine 3 receptor in rat brain cortical membrane,B,,,104698,H
3167,Brain,17394,955.0,,,,,,Autocuration,,Concentration required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine-3 receptor (5-HT 3 receptor)in rat brain cortical membrane,B,,,104698,H
3168,,17394,,,,,,,Autocuration,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,104698,H
3169,,14286,,,,,,,Autocuration,,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,104698,H
3170,,14178,,,,,,,Autocuration,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,B,,,104698,H
3171,,14178,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,B,,,104698,D
3172,,14178,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,B,,,104698,D
3173,,14178,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,B,,,104698,D
3174,,15034,,,,,,,Autocuration,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,,,104698,H
3175,,1089,,,,,,Membranes,Autocuration,,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",B,,,104698,H
3176,,1089,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,B,,,104698,D
3177,,16532,,,,,,,Autocuration,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,,,104698,H
3178,,12801,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,B,,,104698,D
3179,,15194,,,,433.0,,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),B,,NG108-15,104698,H
3180,,15194,,,,433.0,,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,B,,NG108-15,104698,H
3181,,15194,,,,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,B,,,104698,H
3182,,15194,,,,,,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,B,,,104698,H
3183,,15194,,,,,,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,B,,,104698,H
3184,,15194,,,,,,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; not active,B,,,104698,H
3185,,10610,,,,,,,Autocuration,,Antagonist potency to 5-hydroxytryptamine 3 receptor was assayed by antagonism of the 5-HT-evoked reflex bradycardia [Bezold-Jarisch(BJ) reflex] in rats,F,,,104698,H
3186,,10355,,Rattus norvegicus,,,10116.0,,Autocuration,,Antagonistic activity against 5-hydroxytryptamine 3 receptor as inhibition of 5-HT-induced bradycardia (von Bezold-jarisch reflex) in anesthetized rat,F,,,104698,D
3187,,691,,,,,,,Autocuration,,"Compound was tested as a 5-hydroxytryptamine 3 receptor antagonist in the rat by assessment of the inhibition of the Bezold-Jarisch effect, when administered intravenously",F,,,104698,H
3188,,10611,,,,,,,Autocuration,,In vivo 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) antagonistic activity expressed as ability to inhibit Bezold-Jarich reflex evoked by 5-HT in rats,F,,,104698,H
3189,,12801,,,,,,,Autocuration,,Inhibition dose for 50 percent antagonism for 5-hydroxytryptamine 3 receptor in vivo in rats,F,In vivo,,104698,H
3190,,10609,,,,,,,Autocuration,,Inhibition of 5-HT evoked reflex bradycardia in rat.,F,,,104698,H
3191,,11454,,,,,,,Autocuration,,5-HT3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3192,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3193,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity measured by inhibition of 5-HT-induced bradycardia (iv administration 10 ug/kg dose in urethane-anesthetized rats),F,In vivo,,104698,H
3194,,11454,,Rattus norvegicus,,,10116.0,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity as inhibition of 5-HT-induced bradycardia after iv administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,D
3195,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3196,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,F,In vivo,,104698,H
3197,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3198,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3199,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3200,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3201,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3202,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3203,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3204,,11454,,,,,,,Autocuration,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3205,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 0.3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3206,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 1 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3207,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3208,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 0.05 hour,F,In vivo,,104698,H
