assay_id,bao_format,assay_tissue,cell_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
4115,BAO00p0351,L8ver,,Autocura5ikn,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,B,,,Rattus norvegicus,10116.0,
4116,BAOop00251,oiver,,Autocugati9n,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,B,,,Rattus norvegicus,10116.0,
4117,BA8000025w,Liv3r,,Autovurati9n,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,B,,,Rattus norvegicus,10116.0,
4118,BAO0000er1,Livet,,Autocurafioh,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,B,,,Rattus norvegicus,10116.0,
4119,BAi0000261,Lived,,Autovurstion,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,B,,,Rattus norvegicus,10116.0,
4120,BAO0o002t1,Lkver,,sutocura4ion,,7411,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,,Rattus norvegicus,10116.0,
4121,BA80000261,,,Autoc7rat7on,,7411,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,B,,,Rattus norvegicus,10116.0,
4122,BAO0o002y1,Liber,,Autox7ration,,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,,Rattus norvegicus,10116.0,
4123,BA00090251,Llver,,Augicuration,,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,,Rattus norvegicus,10116.0,
4124,vAk0000251,piver,,Autofuratoon,,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",B,,,Rattus norvegicus,10116.0,
4125,vzO0000251,iiver,,Autocurzti0n,,7411,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,,Rattus norvegicus,10116.0,
4126,BAO00003y1,Livsr,,Autkcuratioj,,7411,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,,Rattus norvegicus,10116.0,
4127,BAO900021o,,718.0,Igtermefiate,,10797,In vitro inhibition of 7226/S myeloma cancer cell line,F,,,Homo sapiens,9606.0,
4128,BAOo000229,,630.0,Ij6ermediate,,6881,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),F,,,Homo sapiens,9606.0,
4129,BzO0000q19,,1001.0,Intermedkqte,,3838,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,F,,,Homo sapiens,9606.0,
4130,BAO090o219,,764.0,Ijt3rmediate,,3838,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,F,,,Homo sapiens,9606.0,
4131,Bx80000219,,708.0,Exper5,,12981,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,F,,,Cricetulus griseus,10029.0,
4132,BwO0000229,,773.0,Espert,,12981,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,F,,,Cricetulus griseus,10029.0,
4133,BAk0p00219,,797.0,Intetmedlate,,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,F,,,Rattus norvegicus,10116.0,
4134,BAO0o09219,,882.0,Ihtermediqte,,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,F,,,Rattus norvegicus,10116.0,
4135,BAO0000w1o,,705.0,Int3rmedkate,,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,F,,,Rattus norvegicus,10116.0,
4136,BAO9090219,,680.0,Intermrdia4e,,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,F,,,Rattus norvegicus,10116.0,
4137,nAp0000219,,870.0,Int2rmed7ate,,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,F,,,Rattus norvegicus,10116.0,
4138,BAOo00p219,,371.0,Ibterkediate,,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,F,,,Rattus norvegicus,10116.0,
4139,BsO00o0219,,789.0,Intdrmediqte,,17229,In vitro antitumor activity against renal 786-0 tumor cell lines,F,,,Homo sapiens,9606.0,
4140,BAl00002q9,,1150.0,Ijtermexiate,,12858,Cytotoxic activity against 786-0 Renal cancer cell line,F,,,Homo sapiens,9606.0,
4141,BxO0o00219,,860.0,unt3rmediate,,16325,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,F,,,Homo sapiens,9606.0,
4142,gAO000021i,,636.0,In54rmediate,,16325,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,F,,,Homo sapiens,9606.0,
4143,BAio000219,,519.0,Ibtermediafe,,5858,In vitro antitumor activity against human renal 786-0 cell line,F,,,Homo sapiens,9606.0,
4144,BAOo0p0219,,1112.0,Igtermeduate,,16325,Inhibition of Renal cancer in 786-0 cancer cell lines,F,,,Homo sapiens,9606.0,
4145,BAO0009218,,1098.0,Igterhediate,,14696,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,F,,,Homo sapiens,9606.0,
4146,nAO00o0219,,823.0,Intefmesiate,,3786,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,F,,,Homo sapiens,9606.0,
4147,BAOo0002q9,,347.0,Int4rm2diate,,14696,inhibition of the growth of renal cancer(786-0) cell line,F,,,Homo sapiens,9606.0,
4148,hAO0000119,,972.0,Interm2diatd,,14769,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),F,,,Homo sapiens,9606.0,
4149,BAO00092w9,,597.0,Intermddiat3,,15354,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,F,,,Homo sapiens,9606.0,
4150,BAO000031i,,474.0,Ibtermediste,,14255,The IC50 value was measured on 786-0 cell line in ovarian tumor,F,,,Homo sapiens,9606.0,
4151,fAO00o0219,,665.0,ln4ermediate,,14255,The IC50 value was measured on 786-0 cell line in ovarian tumor t,F,,,Homo sapiens,9606.0,
4152,BA8o000219,,850.0,In6ermediatd,,14255,The IC50 value was measured on 786-0 cell line in renal tumor type.,F,,,Homo sapiens,9606.0,
4153,BAO00op219,,403.0,Interm4diqte,,14696,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,F,,,Homo sapiens,9606.0,
4154,BzO000o219,,21.0,Intdrmwdiate,,12016,Tested for cytotoxic activity against renal cancer 786-0 cell line,F,,,Homo sapiens,9606.0,
4155,Bzp0000219,,895.0,Ingerm4diate,,2597,Compound was tested for growth inhibitory activity against 786-0 cell line,F,,,Homo sapiens,9606.0,
4156,BAO900021i,,630.0,Autocuratiig,,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM,B,,,,,
4157,fAOp000219,,559.0,Autocurahiog,,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive,B,,,,,
4158,BAO00p9019,,,Auroc8ration,,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,B,,,,,
4159,hAO00o0219,,677.0,Expeft,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),B,,,,,
4160,BAOo00p219,,1267.0,Ezpert,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),B,,,,,
4161,BwO000p357,,,zutocuratiin,,12767,Inhibitory activity against rat basophilic leukemia 5-lipoxygenase,B,,,,,
4162,BA800002q9,,,xutocuratiln,,10997,Inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes,B,,,,,
4163,BAO0p0021o,,769.0,Autocurwtipn,,11388,Inhibitory activity against 5-lipoxygenase of RBL-1 cell line,B,,,,,
4164,BAk00003r7,,,xutocura4ion,,167,Inhibitory activity against RBL broken cell-supematant 5-lipoxygenase was evaluated,B,,,,,
4165,BwO00003y7,,,Autockrxtion,,167,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated",B,,,,,
4166,BAO000o257,,,Experh,,13744,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.,B,,,,,
4167,BAOp0003y7,,,Autocjratiom,,1630,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase,B,,,,,
4168,BAO0o00358,,,Autocurati0m,,1630,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO),B,,,,,
4169,BAO00pp019,,,Exprrt,,969,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production",B,,,Rattus norvegicus,10116.0,
4170,BAO000o210,,910.0,Autodurahion,,13621,Inhibitory concentration against 5-lipoxygenase in rat RBL-1 cells,B,,,,,
4171,BAOp000367,,,Aht0curation,,10089,Inhibitory concentration to inhibit 5-lipoxygenase in the rat,B,,,,,
4172,BAO00o0347,,,Ex0ert,,10193,In vitro inhibition of rat polymorphonuclear leukocyte 5-lipoxygenase,B,,,,,
4173,BAO0p90357,,,Autpcutation,,11966,Tested for inhibition of 5-HPETE production by rat 5-LO; value ranges from 16-36 nM,B,,,,,
4174,BAO0000ow9,,,Autodugation,,12251,Tested for inhibition of 5-LO by measuring the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,B,,,,,
4175,BAO00p02w9,,180.0,Autosurarion,,211,Tested for inhibition of 5-Lipoxygenase (ARBL) in calcium-stimulated rat basophilic leukemia cells(RBL-1),B,,,,,
4176,BAOo009019,,,Expfrt,,12251,Inhibition of 5-lipoxygenase measured by the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,F,,,,,
4177,BAk0000210,,628.0,Autocurariob,,12495,Tested for inhibitory activity against 5-lipoxygenase in microsome of RBL-1 cells,B,,,,,
4178,BAO0o0p357,,,surocuration,,414,Tested for its inhibitory activity against 5-lipoxygenase,B,,,,,
4179,BAio000357,,,Autosudation,,414,Tested for its inhibitory activity against 5-lipoxygenase; Not determined,B,,,,,
4180,hxO0000019,,,Ecpert,,10325,"Iin vitro inhibition of 5-lipoxygenase activity in rat basophil leukemia type 1(RBL1) cell homogenates, (reduction of [14C]-5-HETE formation)",B,,,,,
4181,BAk0000919,,,3xpert,,11966,In vitro test for inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,B,,,,,
4182,BsO00p0219,,290.0,Edpert,,165,In vitro inhibition of 5-lipoxygenase activity in RBL-1 cells.,B,,,,,
4183,BA0000021p,,712.0,Autocura4ikn,,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells; No significant inhibitory activity up to 30 uM,B,,,,,
4184,hAO0p00219,,749.0,A8tkcuration,,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,B,,,,,
4185,BAO0o00q19,,253.0,Exlert,,165,In vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,B,,,,,
4186,BxO0000w18,,,Auyocurztion,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse,B,,,,,
4187,BAO009021i,,655.0,Au6ocuragion,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1,B,,,,,
4188,BsO00p0219,,578.0,sutoc7ration,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,B,,,,,
4189,BAO00po219,,,Au6kcuration,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS],B,,,,,
4190,BA900o0219,,,wutoc7ration,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vitro),B,,,,,
4191,gAk0000218,,,Autocueatoon,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vivo),B,In vivo,,,,
4192,BAl00002q9,,468.0,A8tocurayion,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in RBL-2H3 cells,F,,,,,
4193,hAO0000e19,,774.0,Autoc8rxtion,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in rat RBL-2H3 cells,F,,,,,
4194,fAO0p00019,,,Autoc6rati8n,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase using rat polymorphonuclear leukocytes[PMNS],B,,,,,
4195,BAp0000029,,,qutocuratioh,,11732,The compound was tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase,B,,,,,
4196,BAO0p00919,,,Ex0ert,,11732,Tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase.,B,,,,,
4197,BAO0000ow9,,,2xpert,,11087,In vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells,B,,,,,
4198,BA00000018,,,Autocufwtion,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells,B,,,,,
4199,BzO0000210,,805.0,Autocuratiij,,11087,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in homogenized rat basophilic leukemia (RBL-1) cells,B,,,,,
4200,BAO0op0357,,,Exper4,,11087,Inhibition of 5-lipoxygenase (5-lo) in intact rat polymorphonuclear leukocyte RPMNL,B,,,Rattus norvegicus,10116.0,
4201,BAOoo00219,,670.0,A6yocuration,,496,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells,B,,,,,
4202,vAO0000218,,924.0,Exper6,,13986,Inhibition of 5-lipoxygenase on rat basophil leukemia cell line lysate (RBL-1 2H3 subline) by measuring 5-HETE production,F,,,,,
4203,nAO0000w57,,,Autocura5jon,,11520,Compound was evaluated for the inhibition of 5-lipoxygenase,B,,,,,
4204,hAO9000219,,484.0,Aitpcuration,,10293,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line at a concentration of 25 uM,B,,,,,
4205,BAO000921o,,952.0,Aktoxuration,,303,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay,B,,,,,
4206,BwO0009219,,254.0,Aurocuratioh,,303,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay; Less than 5% inhibition at 10 uM reported as not active,B,,,,,
4207,BAl0000w19,,969.0,Aitocu5ation,,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 10 uM,B,,,,,
4208,BAO0090218,,1162.0,Expdrt,,9247,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM,B,,,Rattus norvegicus,10116.0,
4209,BAl0009219,,807.0,Autocjratiln,,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,B,,,,,
4210,BAO00p9219,,836.0,Autoc6ra4ion,,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 30 uM,B,,,,,
4211,BAO00003w9,,1048.0,A8tocufation,,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 300 uM,B,,,,,
4212,fzO0000219,,727.0,Autosurat8on,,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 33 uM,B,,,,,
4213,hAOo000219,,1297.0,Aut8curat8on,,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 40 uM,B,,,,,
4214,BAO00o021o,,1175.0,xutocuratiin,,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 75 uM,B,,,,,
4215,BAp000035i,,,Exlert,,11481,Inhibitory activity against 5-lipoxygenase at 10 uM,B,,,Rattus norvegicus,10116.0,
4216,BAOpo00357,,,Augocurstion,,105,In vitro inhibition of 5-lipoxygenase; NS means no significant inhibition,B,,,,,
4217,BsO0000e57,,,Eapert,,9029,In vitro inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase at 10 uM,B,,,,,
4218,BAk0090219,,1103.0,Experg,,1175,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells at 20 uM,B,,,,,
4219,BAO000o2w9,,1348.0,zutovuration,,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 100 uM,B,,,,,
4220,BAO00o0w19,,326.0,Autovuratjon,,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 10e-4 M,B,,,,,
4221,nAO000p219,,898.0,sutocuratkon,,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determinedb at 100 uM,B,,,,,
4222,BAO0p90219,,1052.0,A6tocuratioj,,9225,In vitro inhibition of RBL-1 5-lipoxygenase at 20 uM,B,,,,,
4223,vAO0p00019,,,Au6ocurahion,,9401,In vitro inhibitory activity against 5-Lipoxygenase from rat basophilic leukemia cells at 30 uM concentration,B,,,,,
4224,BAO000p35i,,,Autocurat8oj,,137,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,B,,,,,
4225,BAO00o0457,,,Autocjrstion,,137,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,B,,,,,
4226,nAOo000219,,443.0,Autochratiom,,4717,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,B,,,,,
4227,BAO000o21o,,838.0,Autocu3ati8n,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,B,,,,,
4228,BA9000p219,,1444.0,Autoskration,,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration,B,,,,,
4229,nAO0090219,,205.0,Aitocuratiom,,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM,B,,,,,
4230,vzO0000219,,450.0,wutocura6ion,,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.,B,,,,,
4231,BqOp000219,,835.0,Autosurat7on,,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,B,,,,,
4232,BAO0000e10,,876.0,Expett,,14799,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM,B,,,Rattus norvegicus,10116.0,
4233,BsO000p019,,,Autocutatuon,,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested,B,,,,,
4234,BAO0o00w19,,556.0,Autosuratkon,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,B,,,,,
4235,BAO0p0021i,,729.0,Expe3t,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,B,,,,,
4236,BAO9000229,,493.0,Aut9curat7on,,12526,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,B,,,,,
4237,nAO00002w9,,680.0,A6t0curation,,12526,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,B,,,,,
4238,BAO0o00018,,,Autocurwtiog,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,B,,,,,
4239,BzO00000q9,,,Autochratuon,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,B,,,,,
4240,BAi000001o,,,A7tocuratlon,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,B,,,,,
4241,hqO0000019,,,Akfocuration,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM,B,,,,,
4242,BAO0900e57,,,fxpert,,9138,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO),B,,,,,
4243,vAO00o0357,,,Autocieation,,9138,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM,B,,,,,
4244,BAO00000qo,,,Autocu5atiob,,11966,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,B,,,,,
4245,BsO0o00219,,557.0,Autocura6i8n,,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM,B,,,,,
4246,BAO0o0o219,,787.0,Autosiration,,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM,B,,,,,
4247,BAO00p0e19,,350.0,Autocurat90n,,11311,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells,B,,,,,
4248,nAO000o219,,796.0,Aitocurati8n,,11311,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,B,,,,,
4249,Bw00000219,,872.0,qutoc8ration,,11311,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,F,,,,,
4250,BAO00900q9,,,A8tocuratioj,,11311,The compound was tested for inhibition of LTB4 synthesis on isolated 5-lipoxygenase,F,,,,,
4251,BAO0000wt7,,,zutocurat7on,,11311,The compound was tested for inhibition of isolated 5-lipoxygenase,B,,,,,
4252,BAO9000w19,,701.0,Autodurayion,,11311,The compound was tested for inhibition of isolated 5-lipoxygenase translocation into rat RBL-2H3 cells,F,,,,,
4253,BAO90000w9,,,Autofuratioh,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 30 uM,B,,,,,
4254,BAO0o00018,,,Autocurariom,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 32 uM,B,,,,,
4255,hAO0p00019,,,Au4ocudation,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells measured at a concentration of 30 uM,B,,,,,
4256,BAO090o019,,,Autocurxtjon,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,B,,,,,
4257,vAO0000919,,,Autociratoon,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,B,,,,,
4258,BqOp000219,,929.0,Aitocuratiob,,496,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 1.0 uM,B,,,,,
4259,vAO0000119,,888.0,Autocurati0m,,496,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 10 uM,B,,,,,
4260,vAO000p219,,726.0,Autoxuratlon,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.1 uM,F,,,,,
4261,BAO0900210,,584.0,Auticuratipn,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.195 uM,F,,,,,
4262,nAO0000w19,,637.0,Au4ocuratiog,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.2 at uM,F,,,,,
4263,BzO0009219,,788.0,Autof8ration,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.25 uM,F,,,,,
4264,BsO0000218,,867.0,Au5ocurati8n,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39,F,,,,,
4265,hA00000219,,182.0,qurocuration,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39 uM,F,,,,,
4266,hAO0900219,,929.0,Autocufatioh,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.195 uM,F,,,,,
4267,BA000002q9,,608.0,Autofutation,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.2 uM,F,,,,,
4268,BAO0p09219,,1188.0,Aut0chration,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.39 uM,F,,,,,
4269,gAO9000019,,,Eapert,,13986,Inhibition of 5-lipoxygenase on rat basophil leukemia cell (RBL-2H3) lysate as 5-HETE production at 32 uM,F,,,Rattus norvegicus,10116.0,
4270,BAO000o367,,,Auyocuratipn,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase,B,,,,,
4271,fAO00003t7,,,Autocura5iom,,9295,Compound was tested for the percent of inhibition against 5-LO at 10 uM,B,,,,,
4272,BAl00002q9,,728.0,Autov6ration,,4717,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 1 uM concentration,B,,,,,
4273,Bzk0000219,,165.0,Autocurxyion,,4717,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,B,,,,,
4274,BAip000219,,1083.0,Auflcuration,,11854,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line,B,,,,,
4275,BAO0000e1p,,834.0,zuyocuration,,11854,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 10 uM,B,,,,,
4276,BxO0000119,,385.0,Au6ocuratiom,,11854,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 16 uM,B,,,,,
4277,BAl000p019,,,zytocuration,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,B,,,,,
4278,BzO000021o,,517.0,A7tosuration,,9295,Percent inhibition against RBL-1 5-LO in vitro at 10 uM,B,,,,,
4279,hwO0000219,,765.0,z7tocuration,,9295,Percent inhibition against RBL-1 5-LO in vitro at 100 uM,B,,,,,
4280,BA00900219,,912.0,Autocuta6ion,,9295,Percent inhibition against RBL-1 5-LO in vitro at 30 uM,B,,,,,
4281,BA900002q9,,922.0,Ahtocu5ation,,9295,Percent inhibition against RBL-1 5-LO in vitro at 300 uM,B,,,,,
4282,BAO000pw19,,479.0,Autox7ration,,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM,B,,,,,
4283,BAO0900218,,,Augocuratioj,,11311,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration,B,,,,,
