assay_id,doc_id,confidence_score,assay_strain,cell_id,assay_category,curated_by,tissue_id,assay_cell_type,assay_tissue,assay_tax_id,description,assay_type,assay_test_type,assay_organism,assay_subcellular_fraction,tid
4269,13986,9,,,,Expert,,,,10116.0,Inhibition of 5-lipoxygenase on rat basophil leukemia cell (RBL-2H3) lysate as 5-HETE production at 32 uM,F,,Rattus norvegicus,,12166
4270,10193,8,,,,Autocuration,,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase,B,,,,12166
4271,9295,8,,,,Autocuration,,,,,Compound was tested for the percent of inhibition against 5-LO at 10 uM,B,,,,12166
4272,4717,8,,702.0,,Autocuration,,RBL-1,,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 1 uM concentration,B,,,,12166
4273,4717,8,,702.0,,Autocuration,,RBL-1,,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,B,,,,12166
4274,11854,8,,702.0,,Autocuration,,RBL-1,,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line,B,,,,12166
4275,11854,8,,702.0,,Autocuration,,RBL-1,,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 10 uM,B,,,,12166
4276,11854,8,,702.0,,Autocuration,,RBL-1,,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 16 uM,B,,,,12166
4277,10193,8,,,,Autocuration,,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,B,,,,12166
4278,9295,8,,702.0,,Autocuration,,RBL-1,,,Percent inhibition against RBL-1 5-LO in vitro at 10 uM,B,,,,12166
4279,9295,8,,702.0,,Autocuration,,RBL-1,,,Percent inhibition against RBL-1 5-LO in vitro at 100 uM,B,,,,12166
4280,9295,8,,702.0,,Autocuration,,RBL-1,,,Percent inhibition against RBL-1 5-LO in vitro at 30 uM,B,,,,12166
4281,9295,8,,702.0,,Autocuration,,RBL-1,,,Percent inhibition against RBL-1 5-LO in vitro at 300 uM,B,,,,12166
4282,165,8,,702.0,,Autocuration,,RBL-1,,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM,B,,,,12166
4283,11311,8,,,,Autocuration,,,,,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration,B,,,,12166
4284,10489,8,,702.0,,Expert,,RBL-1,,9606.0,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),B,,Homo sapiens,,12166
4285,10489,9,,702.0,,Expert,,RBL-1,,10116.0,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),B,,Rattus norvegicus,,12166
4286,10489,9,,702.0,,Expert,,RBL-1,,10116.0,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1),B,,Rattus norvegicus,,12166
4287,14799,9,,,,Autocuration,,,,10116.0,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,B,,Rattus norvegicus,,12166
4288,9295,8,,,,Autocuration,,,,3847.0,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM),B,,Glycine max,,12054
4289,16811,0,,,,Autocuration,,,,,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay",B,,,,22226
4290,168,8,,,,Expert,,,,,In vitro inhibition of 5-Lipoxygenase; Inactive.,B,,,,55
4291,6309,8,,,,Autocuration,,,,,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition,B,,,,55
4292,6309,8,,,,Autocuration,,,,,Inhibitory concentration against 5-lipoxygenase; No inhibition,B,,,,55
4293,3092,8,,702.0,,Autocuration,,RBL-1,,,Evaluated for inhibitory activity against RBL-1 cell 5-lipoxygenase in guinea pig,B,,,,55
4294,168,8,,,,Expert,,,,,Inhibitory activity against 5-lipoxygenase.,B,,,,55
4295,168,8,,,,Autocuration,,,,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive,B,,,,55
4296,168,8,,,,Autocuration,,,,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM,B,,,,55
4297,168,8,,,,Autocuration,,,,,Inhibitory Activity against 5-Lipoxygenase was determined; NA=No significant inhibitory activity up to 300 uM,B,,,,55
4298,12338,8,,,,Expert,,,,,Inhibitory concentration against arachidonic acid 5-lipoxygenation,F,,,,55
4299,4501,8,,,,Autocuration,,,,,Tested for the inhibitory activity against 5-lipoxygenase,B,,,,55
4300,1132,8,,,,Autocuration,,,,,Compound was tested for its inhibitory activity against 5-lipoxygenase,B,,,,55
4301,2117,8,,,,Autocuration,,,,,Compound was tested for inhibition of 5-lipoxygenase at 50 uM; NI means no inhibition was observed,B,,,,55
4302,168,8,,,,Autocuration,,,,,Inhibitory Activity against 5-Lipoxygenase at 30 uM was determined; Weakly active,B,,,,55
4303,168,8,,,,Autocuration,,,,,Inhibitory Activity against 5-Lipoxygenase at concentration 32 uM was determined,B,,,,55
4304,13575,8,,702.0,,Autocuration,,RBL-1,,,Concentration required to inhibit RBL-1 supernatant 5-lipoxygenase,B,,,,12166
4305,11089,8,,,,Autocuration,,,,,,B,,,,12166
4306,216,8,,,,Autocuration,,,,,Compound was tested for its binding activity towards 5-lipoxygenase activating protein (FLAP),B,,,,10102
4307,13165,8,,,,Autocuration,,,,,Inhibition of 5-lipoxygenase activating protein using human leukocyte membrane preparations,B,,,,10102
4308,3278,8,,,,Autocuration,,,,,Measuring the affinity of leukotriene synthesis inhibitor for 5-Lipoxygenase activating protein (FLAP) by using [125I]L-691831 as radioligand.,B,,,,10102
4309,3278,8,,,,Expert,,,,,Measuring the affinity of leukotriene synthesis inhibitor for 5-lipoxygenase activating protein by using [125I]L-691831 as radioligand.,B,,,,10102
4310,11966,8,,,,Autocuration,,,,,Tested for inhibition of leukotriene biosynthesis by binding to 5-lipoxygenase activating protein,B,,,,10102
4311,175,8,,,,Autocuration,,,,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein",B,,,,10102
4312,175,8,,,,Autocuration,,,,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein (FLAP)",B,,,,10102
4313,13449,8,,,,Autocuration,,,,,Binding affinity of compound for 5-lipoxygenase activating protein protein by FLAP binding assay,B,,,,10102
4314,12014,8,,,,Autocuration,,,,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane,B,,,,11238
4315,12014,8,,,,Autocuration,,,,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (R metabolically resistant),B,,,,11238
4316,12014,8,,,,Autocuration,,,,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (S substrate),B,,,,11238
4317,99,2,,,,Intermediate,,,,,Inhibition of protein biosynthesis at the level of the peptidyl transferase center of the 50 s ribosomal subunit,B,,,,100284
4318,4349,0,,,,Autocuration,,,,9606.0,The dark toxicity against 543 human galactophore carcinoma cells,F,,Homo sapiens,,22226
4319,4071,1,,390.0,,Expert,,Panel (56 tumour cell lines),,9606.0,Tested in vitro for cytotoxicity against 56 human tumor cell lines,F,,Homo sapiens,,80623
4320,17589,1,,345.0,,Expert,,5637,,9606.0,Cytotoxic activity against human 5637 cell line at 20 uM expressed as percent growth value,F,,Homo sapiens,,80008
4321,15002,1,,345.0,,Intermediate,,5637,,9606.0,Antitumor activity was evaluated against human bladder carcinoma cell line 5637.,F,,Homo sapiens,,80008
4322,13958,1,,345.0,,Intermediate,,5637,,9606.0,"Compound was tested for antiproliferative activity against 5637, human bladder carcinoma cell line",F,,Homo sapiens,,80008
4323,17589,1,,345.0,,Expert,,5637,,9606.0,Growth inhibition against human 5637 cell lines,F,,Homo sapiens,,80008
4324,16748,1,,345.0,,Expert,,5637,,9606.0,Antitumor activity against human bladder carcinoma 5637 cells.,F,,Homo sapiens,,80008
4325,16747,1,,345.0,,Intermediate,,5637,,9606.0,Antitumor activity against human bladder carcinoma 5637 cells,F,,Homo sapiens,,80008
4326,16747,1,,345.0,,Intermediate,,5637,,9606.0,Antitumor activity against human bladder carcinoma 5637 cells,F,,Homo sapiens,,80008
4327,15285,9,,,,Expert,,,,9913.0,In vitro inhibition of bovine trypsin(Trp).,B,,Bos taurus,,10443
4328,3726,8,,407.0,,Expert,,CV-1,,9527.0,Transcriptional activation in CV-1 cells expressing retinoic acid gamma receptor,B,,Cercopithecidae,,240
4329,5033,8,,,,Autocuration,,,,,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-HT1B receptor,B,,,,10577
4330,11756,6,,,,Autocuration,,,,,In vitro antagonism of the 5-HT-3 receptor determined by inhibition of 5-HT-induced depolarization of the isolated rat vagus nerve.,F,,,,104698
4331,11953,0,,,,Autocuration,,,,,Concentration required to inhibit pressor response to serotonin after 15 min i.v. administration of compound mediated via activation of vascular 5-HT2 receptors in rat,F,In vivo,,,22226
4332,5033,9,,,,Intermediate,,,,10141.0,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-HT4 receptor,B,,Cavia porcellus,,20033
4333,11347,8,,,,Expert,,,,10116.0,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,Rattus norvegicus,Microsomes,17045
4334,11347,8,,,,Expert,,,,10116.0,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,Rattus norvegicus,Microsomes,17045
4335,1229,0,,,,Intermediate,,,,,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,22226
4336,1229,0,,,,Intermediate,,,,,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,22226
4337,17588,8,,,,Expert,,,,5691.0,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli,B,,Trypanosoma brucei,,11938
4338,17588,8,,,,Autocuration,,,,5691.0,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli; NI denotes no inhibition,B,,Trypanosoma brucei,,11938
4339,17588,8,,,,Expert,,,,9940.0,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver,B,,Ovis aries,,11938
4340,17588,8,,,,Autocuration,,,,9940.0,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver; NI denotes no inhibition,B,,Ovis aries,,11938
4341,16485,8,,,,Autocuration,,,,,log Kd which is the binding affinity against 6-phosphogluconate dehydrogenase,B,,,,11938
4342,4337,0,,,,Intermediate,,,,9606.0,Average inhibitory concentration against 60 human cell lines was reported,F,,Homo sapiens,,22226
4343,4112,0,,,,Expert,,,,9606.0,Inhibition of proliferation in NCI panel of 60 human tumor cell lines,F,,Homo sapiens,,22226
4344,16160,1,,542.0,,Intermediate,,Panel NCI-60 (60 carcinoma cell lines),,9606.0,Cancer specificity was measured from the +/- value under average log LC50 60-cell line,F,,Homo sapiens,,80315
4345,16160,1,,542.0,,Intermediate,,Panel NCI-60 (60 carcinoma cell lines),,9606.0,Cancer specificity was measured from the +/- value under average log LC50 60-cell line. ,F,,Homo sapiens,,80315
4346,17376,1,,542.0,,Expert,,Panel NCI-60 (60 carcinoma cell lines),,,In vitro mean growth inhibitory activity against 60-cell panel,F,,,,80315
4347,17376,1,,542.0,,Expert,,Panel NCI-60 (60 carcinoma cell lines),,,In vitro mean growth lethal concentration against 60-cell panel,F,,,,80315
4348,17376,1,,542.0,,Expert,,Panel NCI-60 (60 carcinoma cell lines),,,In vitro mean growth lethal concentration in colon subpanel against 60-cell panel,F,,,,80315
4349,17376,1,,542.0,,Expert,,Panel NCI-60 (60 carcinoma cell lines),,,In vitro mean growth lethal concentration in renal subpanel against 60-cell panel,F,,,,80315
4350,3241,4,,,,Autocuration,,,,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,,,,104775
4351,3241,4,,,,Autocuration,,,,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,,,,104775
4352,3725,8,,,,Expert,,,,,Transcriptional activation in CV-1 expressing retinoid X receptor RXR alpha,B,,,,275
4353,10805,1,,,,Expert,,,,5833.0,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase,F,,Plasmodium falciparum,,50425
4354,10805,1,,,,Expert,,,,5833.0,In vitro inhibition of Plasmodium falciparum 68 neutral proteinase activity by reinvasion of red blood cells,F,,Plasmodium falciparum,,50425
4355,10805,1,,,,Expert,,,,5833.0,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase.,F,,Plasmodium falciparum,,50425
4356,10805,1,,,,Expert,,,,5833.0,Substrate affinity for Plasmodium falciparum 68 neutral proteinase.,F,,Plasmodium falciparum,,50425
4357,10805,1,,,,Intermediate,,,,5833.0,Reaction velocity for Plasmodium falciparum 68 neutral proteinase.,F,,Plasmodium falciparum,,50425
4358,10144,1,,850.0,,Intermediate,,6C3HED,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,,Mus musculus,,80628
4359,10144,1,,850.0,,Intermediate,,6C3HED,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,,Mus musculus,,80628
4360,10144,1,,850.0,,Intermediate,,6C3HED,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 200 mg/kg in C3H mice,F,,Mus musculus,,80628
4361,10144,1,,850.0,,Intermediate,,6C3HED,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,,Mus musculus,,80628
4362,10144,1,,850.0,,Intermediate,,6C3HED,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,,Mus musculus,,80628
4363,10144,1,,850.0,,Intermediate,,6C3HED,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 6 mg/kg in C3H mice,F,,Mus musculus,,80628
4364,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 100 mg/kg,F,In vivo,Mus musculus,,22224
4365,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 150 mg/kg,F,In vivo,Mus musculus,,22224
4366,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 1600 mg/kg (intraperitoneal dosing for 8 days),F,In vivo,Mus musculus,,22224
4367,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 200 mg/kg,F,In vivo,Mus musculus,,22224
4368,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 225 mg/kg,F,In vivo,Mus musculus,,22224
4369,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 270 mg/kg,F,In vivo,Mus musculus,,22224
4370,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 275 mg/kg,F,In vivo,Mus musculus,,22224
4371,10685,0,,,,Autocuration,,,,10090.0,"Antitumor activity in vivo against the 6C3HED lymphosarcoma, dosed for 10 days at 300 mg/kg",F,In vivo,Mus musculus,,22224
4372,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (intraperitoneal dosing for 8 days),F,In vivo,Mus musculus,,22224
4373,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (ip dosing daily for 8 days),F,In vivo,Mus musculus,,22224
4374,10685,0,,,,Autocuration,,,,10090.0,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 600 mg/kg,F,In vivo,Mus musculus,,22224
4375,10144,0,,,,Autocuration,,,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,,Mus musculus,,22224
4376,10144,0,,,,Autocuration,,,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,,Mus musculus,,22224
4377,10144,0,,,,Autocuration,,,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,,Mus musculus,,22224
4378,10144,0,,,,Autocuration,,,,10090.0,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,,Mus musculus,,22224
4379,10685,0,,,,Autocuration,,,,10090.0,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,F,,Mus musculus,,22224
4380,10685,0,,,,Autocuration,,,,10090.0,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,F,,Mus musculus,,22224
4381,10685,0,,,,Autocuration,,,,10090.0,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,F,,Mus musculus,,22224
4382,10685,0,,,,Autocuration,,,,10090.0,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,F,,Mus musculus,,22224
4383,10685,0,,,,Autocuration,,,,10090.0,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,A,,Mus musculus,,22224
4384,10685,0,,,,Autocuration,,,,10090.0,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,A,,Mus musculus,,22224
4385,10685,0,,,,Autocuration,,,,10090.0,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,A,,Mus musculus,,22224
4386,10685,0,,,,Autocuration,,,,10090.0,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,A,,Mus musculus,,22224
4387,8831,1,,850.0,,Intermediate,,6C3HED,,10090.0,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",F,,Mus musculus,,80628
4388,11704,0,,,,Autocuration,,,,,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,F,In vivo,,,22224
4389,11704,1,,,,Intermediate,,,,10090.0,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,A,,Mus musculus,,50594
4390,10685,1,,850.0,,Intermediate,,6C3HED,,10090.0,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,F,In vivo,Mus musculus,,80628
4391,10685,1,,850.0,,Intermediate,,6C3HED,,10090.0,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,F,In vivo,Mus musculus,,80628
4392,11368,1,,850.0,,Expert,,6C3HED,,10090.0,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),F,,Mus musculus,,80628
4393,11368,1,,850.0,,Intermediate,,6C3HED,,10090.0,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),F,,Mus musculus,,80628
4394,11368,1,,850.0,,Expert,,6C3HED,,10090.0,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),F,,Mus musculus,,80628
4395,17763,0,,,,Autocuration,,,,1280.0,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",B,,Staphylococcus aureus,,22226
4396,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,B,,Rattus norvegicus,Microsomes,22226
4397,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B,,Rattus norvegicus,Microsomes,22226
4398,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,B,,Rattus norvegicus,Microsomes,22226
4399,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,B,,Rattus norvegicus,Microsomes,22226
4400,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,B,,Rattus norvegicus,Microsomes,22226
4401,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,B,,Rattus norvegicus,Microsomes,22226
4402,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,B,,Rattus norvegicus,Microsomes,22226
4403,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,B,,Rattus norvegicus,Microsomes,22226
4404,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B,,Rattus norvegicus,Microsomes,22226
4405,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B,,Rattus norvegicus,Microsomes,22226
4406,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B,,Rattus norvegicus,Microsomes,22226
4407,7411,0,,,,Autocuration,2107.0,,Liver,10116.0,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B,,Rattus norvegicus,Microsomes,22226
4408,347,0,,,,Autocuration,1969.0,,Plasma,9527.0,The apparent total plasma clearance in monkey,A,In vivo,Cercopithecidae,,22224
4409,3341,0,,,,Autocuration,,,,9527.0,Compound was evaluated for Hepatic clearance in monkey,A,In vivo,Cercopithecidae,,22224
4410,17853,0,,,,Autocuration,,,,9527.0,Lower clearance in monkey (i.v.) at 0.5 mpk,A,In vivo,Cercopithecidae,,22224
4411,4514,0,,,,Autocuration,,,,9527.0,Plasma clearance in rhesus monkey,A,In vivo,Cercopithecidae,,22224
4412,6062,0,,,,Autocuration,,,,9527.0,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,A,In vivo,Cercopithecidae,,22224
4413,6821,0,,,,Autocuration,,,,9527.0,Plasma clearance of compound was determined in monkey,A,In vivo,Cercopithecidae,,22224
4414,6057,0,,,,Autocuration,,,,9527.0,Plasma clearance was calculated in rhesus monkey,A,In vivo,Cercopithecidae,,22224
4415,5145,0,,,,Autocuration,,,,9527.0,Plasma clearance in rhesus monkey,A,In vivo,Cercopithecidae,,22224
4416,6641,0,,,,Autocuration,,,,9527.0,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,Cercopithecidae,,22224
4417,5472,0,,,,Autocuration,,,,9527.0,Plasma clearance was evaluated in rhesus,A,In vivo,Cercopithecidae,,22224
4418,4257,0,,,,Autocuration,,,,9527.0,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,A,In vivo,Cercopithecidae,,22224
4419,5546,0,,,,Autocuration,,,,9527.0,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,A,In vivo,Cercopithecidae,,22224
4420,5334,0,,,,Autocuration,,,,9527.0,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,In vivo,Cercopithecidae,,22224
4421,5334,0,,,,Autocuration,,,,9527.0,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,In vivo,Cercopithecidae,,22224
4422,17509,0,,,,Autocuration,,,,9527.0,Cmax 24 hr after 2 mg/kg oral administration in monkeys,A,In vivo,Cercopithecidae,,22224
4423,6535,0,,,,Autocuration,,,,9527.0,Cmax in monkey after administration of 1 mg/kg iv,A,In vivo,Cercopithecidae,,22224
4424,5668,0,,,,Autocuration,,,,9527.0,Cmax was determine after peroral administration at 10 mpk in Rhesus,A,In vivo,Cercopithecidae,,22224
4425,5922,0,,,,Autocuration,,,,9527.0,Cmax in cynomolgus monkey by iv administration,A,In vivo,Cercopithecidae,,22224
4426,5922,0,,,,Autocuration,,,,9527.0,Cmax in cynomolgus monkey by po administration,A,In vivo,Cercopithecidae,,22224
4427,6078,0,,,,Autocuration,,,,9527.0,Cmax value evaluated in monkey,A,In vivo,Cercopithecidae,,22224
4428,2661,0,,,,Autocuration,,,,9527.0,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,In vivo,Cercopithecidae,,22224
4429,3249,0,,,,Autocuration,1969.0,,Plasma,9527.0,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,A,In vivo,Cercopithecidae,,22224
4430,3249,0,,,,Autocuration,1969.0,,Plasma,9527.0,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,A,In vivo,Cercopithecidae,,22224
4431,5553,0,,,,Autocuration,1969.0,,Plasma,9527.0,Maximal plasma concentration in squirrel monkeys,A,In vivo,Cercopithecidae,,22224
4432,1916,0,,,,Autocuration,,,,9527.0,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,In vivo,Cercopithecidae,,22224
4433,6227,0,,,,Autocuration,1969.0,,Plasma,9527.0,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,A,In vivo,Cercopithecidae,,22224
4434,4809,0,,,,Autocuration,,,,9527.0,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,In vivo,Cercopithecidae,,22224
4435,5355,0,,,,Autocuration,,,,9527.0,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,A,In vivo,Cercopithecidae,,22224
4436,5355,0,,,,Autocuration,,,,9527.0,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,A,In vivo,Cercopithecidae,,22224
4437,5355,0,,,,Autocuration,,,,9527.0,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,A,In vivo,Cercopithecidae,,22224
4438,5355,0,,,,Autocuration,,,,9527.0,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,A,In vivo,Cercopithecidae,,22224
4439,6221,0,,,,Autocuration,1969.0,,Plasma,9527.0,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,A,In vivo,Cercopithecidae,,22224
