assay_id,assay_subcellular_fraction,assay_test_type,bao_format,tissue_id,cell_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
4045,,,BAO_0000357,,,11090,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in guinea pig.,B,,Cavia porcellus,10141.0,,
4046,,,BAO_0000218,178.0,,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 12 h, following intravenous administration at the dose of 1.0 mg/kg",B,,Cavia porcellus,10141.0,,Blood
4047,,,BAO_0000357,,,1065,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on 5-hydroxyeicosapentaenoic acid (5-HETE) production,B,,Cavia porcellus,10141.0,,
4048,,,BAO_0000357,,,1065,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on LTB4 production,B,,Cavia porcellus,10141.0,,
4049,,,BAO_0000019,,,12832,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]-AA to 5-HETE in guinea pig peritoneal polymorphonuclear leukocytes,B,,Cavia porcellus,10141.0,,
4050,,,BAO_0000019,,,12832,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,B,,Cavia porcellus,10141.0,,
4051,,,BAO_0000019,,,12832,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,B,,Cavia porcellus,10141.0,,
4052,,,BAO_0000019,,,10504,Inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,B,,Cavia porcellus,10141.0,,
4053,,,BAO_0000357,,,7788,Inhibitory activity against 5-lipoxygenase,B,,Cavia porcellus,10141.0,,
4054,,,BAO_0000357,,,10001,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte,B,,Cavia porcellus,10141.0,,
4055,,,BAO_0000357,,,10193,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant,B,,Cavia porcellus,10141.0,,
4056,,,BAO_0000357,,,13243,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase,B,,Cavia porcellus,10141.0,,
4057,,,BAO_0000357,,,13243,Inhibitory activity uM,B,,Cavia porcellus,10141.0,,
4058,,,BAO_0000219,,,969,Inhibitory activity against 5-lipoxygenase in guinea pig leukocytes was determined,B,,Cavia porcellus,10141.0,,
4059,,,BAO_0000357,,,10001,Inhibitory activity against 5-lipoxygenase at 10 uM,B,,Cavia porcellus,10141.0,,
4060,,,BAO_0000357,,,7788,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,B,,Cavia porcellus,10141.0,,
4061,,,BAO_0000357,,,10001,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte at 30 uM,B,,Cavia porcellus,10141.0,,
4062,,,BAO_0000357,,,10193,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,B,,Cavia porcellus,10141.0,,
4063,,,BAO_0000357,,,13243,Inhibitory activity uM,B,,Cavia porcellus,10141.0,,
4064,,,BAO_0000357,,,13243,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase at 10 uM,B,,Cavia porcellus,10141.0,,
4065,,,BAO_0000357,,,13243,Inhibitory activity uM,B,,Cavia porcellus,10141.0,,
4066,,,BAO_0000019,,,13243,Inhibitory activity uM,F,,Cavia porcellus,10141.0,,
4067,,,BAO_0000019,,,10504,Percent inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,B,,Cavia porcellus,10141.0,,
4068,,,BAO_0000357,,,7788,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,B,,Cavia porcellus,10141.0,,
4069,,,BAO_0000221,2116.0,,10546,Evaluated for inhibition of the formation and release of 5-lipoxygenase in isolated guinea pig ileum,F,,Cavia porcellus,10141.0,,Ileum
4070,,,BAO_0000357,,,13183,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),B,,,,,
4071,,,BAO_0000357,,,13183,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),B,,,,,
4072,,,BAO_0000357,,,2578,Compound was evaluated for in vitro inhibition of recombinant human 5-lipoxygenase (5-LO),B,,,,,
4073,,,BAO_0000357,,,12780,In vitro inhibition of human 5-Lipoxygenase.,B,,,,,
4074,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,B,,Rattus norvegicus,10116.0,,Liver
4075,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,B,,Rattus norvegicus,10116.0,,Liver
4076,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,B,,Rattus norvegicus,10116.0,,Liver
4077,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM,B,,Rattus norvegicus,10116.0,,Liver
4078,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,B,,Rattus norvegicus,10116.0,,Liver
4079,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,B,,Rattus norvegicus,10116.0,,Liver
4080,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,B,,Rattus norvegicus,10116.0,,Liver
4081,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,B,,Rattus norvegicus,10116.0,,Liver
4082,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,B,,Rattus norvegicus,10116.0,,Liver
4083,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,B,,Rattus norvegicus,10116.0,,Liver
4084,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,B,,Rattus norvegicus,10116.0,,Liver
4085,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 27.5 uM,B,,Rattus norvegicus,10116.0,,Liver
4086,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,B,,Rattus norvegicus,10116.0,,Liver
4087,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,Rattus norvegicus,10116.0,,Liver
4088,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,B,,Rattus norvegicus,10116.0,,Liver
4089,Microsomes,,BAO_0000251,2107.0,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to exposed to 3-methylcholanthrene at concentration of 200 uM,B,,Rattus norvegicus,10116.0,,Liver
4090,Microsomes,,BAO_0000251,2107.0,,7411,"Compound was evaluated for inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,Rattus norvegicus,10116.0,,Liver
4091,Microsomes,,BAO_0000251,2107.0,,7411,"Compound was evaluated for inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,Rattus norvegicus,10116.0,,Liver
4092,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 100 uM,B,,Rattus norvegicus,10116.0,,Liver
4093,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 200 uM,B,,Rattus norvegicus,10116.0,,Liver
4094,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 50 uM,B,,Rattus norvegicus,10116.0,,Liver
4095,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM,B,,Rattus norvegicus,10116.0,,Liver
4096,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM,B,,Rattus norvegicus,10116.0,,Liver
4097,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B,,Rattus norvegicus,10116.0,,Liver
4098,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B,,Rattus norvegicus,10116.0,,Liver
4099,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM,B,,Rattus norvegicus,10116.0,,Liver
4100,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM,B,,Rattus norvegicus,10116.0,,Liver
4101,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B,,Rattus norvegicus,10116.0,,Liver
4102,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B,,Rattus norvegicus,10116.0,,Liver
4103,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B,,Rattus norvegicus,10116.0,,Liver
4104,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,B,,Rattus norvegicus,10116.0,,Liver
4105,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,B,,Rattus norvegicus,10116.0,,Liver
4106,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,B,,Rattus norvegicus,10116.0,,Liver
4107,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,B,,Rattus norvegicus,10116.0,,Liver
4108,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,B,,Rattus norvegicus,10116.0,,Liver
4109,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,B,,Rattus norvegicus,10116.0,,Liver
4110,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,B,,Rattus norvegicus,10116.0,,Liver
4111,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,B,,Rattus norvegicus,10116.0,,Liver
4112,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,B,,Rattus norvegicus,10116.0,,Liver
4113,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,B,,Rattus norvegicus,10116.0,,Liver
4114,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,Rattus norvegicus,10116.0,,Liver
4115,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,B,,Rattus norvegicus,10116.0,,Liver
4116,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,B,,Rattus norvegicus,10116.0,,Liver
4117,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,B,,Rattus norvegicus,10116.0,,Liver
4118,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,B,,Rattus norvegicus,10116.0,,Liver
4119,Microsomes,,BAO_0000251,2107.0,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,B,,Rattus norvegicus,10116.0,,Liver
4120,Microsomes,,BAO_0000251,2107.0,,7411,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,Rattus norvegicus,10116.0,,Liver
4121,Microsomes,,BAO_0000251,,,7411,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,B,,Rattus norvegicus,10116.0,,
4122,Microsomes,,BAO_0000251,2107.0,,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,Rattus norvegicus,10116.0,,Liver
4123,Microsomes,,BAO_0000251,2107.0,,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,Rattus norvegicus,10116.0,,Liver
4124,Microsomes,,BAO_0000251,2107.0,,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",B,,Rattus norvegicus,10116.0,,Liver
4125,Microsomes,,BAO_0000251,2107.0,,7411,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,Rattus norvegicus,10116.0,,Liver
4126,Microsomes,,BAO_0000251,2107.0,,7411,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,Rattus norvegicus,10116.0,,Liver
4127,,,BAO_0000219,,741.0,10797,In vitro inhibition of 7226/S myeloma cancer cell line,F,,Homo sapiens,9606.0,,
4128,,,BAO_0000219,,993.0,6881,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),F,,Homo sapiens,9606.0,,
4129,,,BAO_0000219,,391.0,3838,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,F,,Homo sapiens,9606.0,,
4130,,,BAO_0000219,,391.0,3838,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,F,,Homo sapiens,9606.0,,
4131,,,BAO_0000219,,505.0,12981,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,F,,Cricetulus griseus,10029.0,,
4132,,,BAO_0000219,,505.0,12981,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,F,,Cricetulus griseus,10029.0,,
4133,,,BAO_0000219,,1119.0,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,F,,Rattus norvegicus,10116.0,,
4134,,,BAO_0000219,,1119.0,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,F,,Rattus norvegicus,10116.0,,
4135,,,BAO_0000219,,1119.0,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,F,,Rattus norvegicus,10116.0,,
4136,,,BAO_0000219,,1119.0,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,F,,Rattus norvegicus,10116.0,,
4137,,,BAO_0000219,,1119.0,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,F,,Rattus norvegicus,10116.0,,
4138,,,BAO_0000219,,1119.0,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,F,,Rattus norvegicus,10116.0,,
4139,,,BAO_0000219,,391.0,17229,In vitro antitumor activity against renal 786-0 tumor cell lines,F,,Homo sapiens,9606.0,,
4140,,,BAO_0000219,,391.0,12858,Cytotoxic activity against 786-0 Renal cancer cell line,F,,Homo sapiens,9606.0,,
4141,,,BAO_0000219,,391.0,16325,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,F,,Homo sapiens,9606.0,,
4142,,,BAO_0000219,,391.0,16325,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,F,,Homo sapiens,9606.0,,
4143,,,BAO_0000219,,391.0,5858,In vitro antitumor activity against human renal 786-0 cell line,F,,Homo sapiens,9606.0,,
4144,,,BAO_0000219,,391.0,16325,Inhibition of Renal cancer in 786-0 cancer cell lines,F,,Homo sapiens,9606.0,,
4145,,,BAO_0000219,,391.0,14696,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,F,,Homo sapiens,9606.0,,
4146,,,BAO_0000219,,391.0,3786,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,F,,Homo sapiens,9606.0,,
4147,,,BAO_0000219,,391.0,14696,inhibition of the growth of renal cancer(786-0) cell line,F,,Homo sapiens,9606.0,,
4148,,,BAO_0000219,,391.0,14769,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),F,,Homo sapiens,9606.0,,
4149,,,BAO_0000219,,391.0,15354,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,F,,Homo sapiens,9606.0,,
4150,,,BAO_0000219,,391.0,14255,The IC50 value was measured on 786-0 cell line in ovarian tumor,F,,Homo sapiens,9606.0,,
4151,,,BAO_0000219,,391.0,14255,The IC50 value was measured on 786-0 cell line in ovarian tumor t,F,,Homo sapiens,9606.0,,
4152,,,BAO_0000219,,391.0,14255,The IC50 value was measured on 786-0 cell line in renal tumor type.,F,,Homo sapiens,9606.0,,
4153,,,BAO_0000219,,391.0,14696,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,F,,Homo sapiens,9606.0,,
4154,,,BAO_0000219,,391.0,12016,Tested for cytotoxic activity against renal cancer 786-0 cell line,F,,Homo sapiens,9606.0,,
4155,,,BAO_0000219,,391.0,2597,Compound was tested for growth inhibitory activity against 786-0 cell line,F,,Homo sapiens,9606.0,,
4156,,,BAO_0000219,,702.0,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM,B,,,,,
4157,,,BAO_0000219,,702.0,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive,B,,,,,
4158,,,BAO_0000019,,,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,B,,,,,
4159,,,BAO_0000219,,702.0,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),B,,,,,
4160,,,BAO_0000219,,702.0,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),B,,,,,
4161,,,BAO_0000357,,,12767,Inhibitory activity against rat basophilic leukemia 5-lipoxygenase,B,,,,,
4162,,,BAO_0000219,,,10997,Inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes,B,,,,,
4163,,,BAO_0000219,,702.0,11388,Inhibitory activity against 5-lipoxygenase of RBL-1 cell line,B,,,,,
4164,,,BAO_0000357,,,167,Inhibitory activity against RBL broken cell-supematant 5-lipoxygenase was evaluated,B,,,,,
4165,,,BAO_0000357,,,167,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated",B,,,,,
4166,,,BAO_0000357,,,13744,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.,B,,,,,
4167,,,BAO_0000357,,,1630,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase,B,,,,,
4168,,,BAO_0000357,,,1630,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO),B,,,,,
4169,,,BAO_0000019,,,969,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production",B,,Rattus norvegicus,10116.0,,
4170,,,BAO_0000219,,702.0,13621,Inhibitory concentration against 5-lipoxygenase in rat RBL-1 cells,B,,,,,
4171,,,BAO_0000357,,,10089,Inhibitory concentration to inhibit 5-lipoxygenase in the rat,B,,,,,
4172,,,BAO_0000357,,,10193,In vitro inhibition of rat polymorphonuclear leukocyte 5-lipoxygenase,B,,,,,
4173,,,BAO_0000357,,,11966,Tested for inhibition of 5-HPETE production by rat 5-LO; value ranges from 16-36 nM,B,,,,,
4174,,,BAO_0000019,,,12251,Tested for inhibition of 5-LO by measuring the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,B,,,,,
4175,,,BAO_0000219,,702.0,211,Tested for inhibition of 5-Lipoxygenase (ARBL) in calcium-stimulated rat basophilic leukemia cells(RBL-1),B,,,,,
4176,,,BAO_0000019,,,12251,Inhibition of 5-lipoxygenase measured by the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,F,,,,,
4177,,,BAO_0000219,,702.0,12495,Tested for inhibitory activity against 5-lipoxygenase in microsome of RBL-1 cells,B,,,,,
4178,,,BAO_0000357,,,414,Tested for its inhibitory activity against 5-lipoxygenase,B,,,,,
4179,,,BAO_0000357,,,414,Tested for its inhibitory activity against 5-lipoxygenase; Not determined,B,,,,,
4180,,,BAO_0000019,,,10325,"Iin vitro inhibition of 5-lipoxygenase activity in rat basophil leukemia type 1(RBL1) cell homogenates, (reduction of [14C]-5-HETE formation)",B,,,,,
4181,,,BAO_0000019,,,11966,In vitro test for inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,B,,,,,
4182,,,BAO_0000219,,702.0,165,In vitro inhibition of 5-lipoxygenase activity in RBL-1 cells.,B,,,,,
4183,,,BAO_0000219,,702.0,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells; No significant inhibitory activity up to 30 uM,B,,,,,
4184,,,BAO_0000219,,702.0,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,B,,,,,
4185,,,BAO_0000219,,702.0,165,In vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,B,,,,,
4186,,,BAO_0000218,,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse,B,,,,,
4187,,,BAO_0000219,,702.0,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1,B,,,,,
4188,,,BAO_0000219,,702.0,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,B,,,,,
4189,,,BAO_0000219,,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS],B,,,,,
4190,,,BAO_0000219,,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vitro),B,,,,,
4191,,In vivo,BAO_0000218,,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vivo),B,,,,,
4192,,,BAO_0000219,,663.0,11311,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in RBL-2H3 cells,F,,,,,
4193,,,BAO_0000219,,663.0,11311,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in rat RBL-2H3 cells,F,,,,,
4194,,,BAO_0000019,,,11311,The compound was tested for inhibitory activity against 5-lipoxygenase using rat polymorphonuclear leukocytes[PMNS],B,,,,,
4195,,,BAO_0000019,,,11732,The compound was tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase,B,,,,,
4196,,,BAO_0000019,,,11732,Tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase.,B,,,,,
4197,,,BAO_0000019,,,11087,In vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells,B,,,,,
4198,,,BAO_0000019,,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells,B,,,,,
4199,,,BAO_0000219,,702.0,11087,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in homogenized rat basophilic leukemia (RBL-1) cells,B,,,,,
4200,,,BAO_0000357,,,11087,Inhibition of 5-lipoxygenase (5-lo) in intact rat polymorphonuclear leukocyte RPMNL,B,,Rattus norvegicus,10116.0,,
4201,,,BAO_0000219,,702.0,496,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells,B,,,,,
4202,,,BAO_0000219,,702.0,13986,Inhibition of 5-lipoxygenase on rat basophil leukemia cell line lysate (RBL-1 2H3 subline) by measuring 5-HETE production,F,,,,,
4203,,,BAO_0000357,,,11520,Compound was evaluated for the inhibition of 5-lipoxygenase,B,,,,,
4204,,,BAO_0000219,,702.0,10293,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line at a concentration of 25 uM,B,,,,,
4205,,,BAO_0000219,,702.0,303,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay,B,,,,,
4206,,,BAO_0000219,,702.0,303,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay; Less than 5% inhibition at 10 uM reported as not active,B,,,,,
4207,,,BAO_0000219,,702.0,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 10 uM,B,,,,,
4208,,,BAO_0000219,,702.0,9247,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM,B,,Rattus norvegicus,10116.0,,
4209,,,BAO_0000219,,702.0,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,B,,,,,
