miller2_FiscalYear,miller2_IndigenousIssues(marker),miller2_CFLI(marker),miller2_Biodiversity(marker),miller2_RegionalProgram(marker),miller2_DivisionName,miller2_UntiedAmount(Project-levelBudget),miller2_SectorPercent,miller2_OrganisationSub-class,miller2_FundCentreID,miller2_ProjectNumber,miller2_FundCentreName,miller2_OrganisationType,miller2_KnowledgeForDevelopment(marker),miller2_GenderEquality(marker),miller2_TradeDevelopment(marker),miller2_UrbanIssues(marker),miller2_ChildrenIssues(marker),miller2_YouthIssues(marker),miller2_DisabilityIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_OrganisationID,miller2_OrganisationName,miller2_OrganisationClass,miller2_ContinentID,miller2_ContinentName,miller2_ProjectBrowserCountryID,miller2_CountryRegionID,miller2_CountryRegionName,miller2_CountryRegionPercent,miller2_SectorID,miller2_SectorName,miller2_AmountSpent
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.1,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,1,America,BO,BO,Bolivia,0.15,15110,Public sector policy and administrative management,7156.305
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.25,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,1,America,BO,BO,Bolivia,0.15,15150,Democratic participation and civil society,17890.7625
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.1,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,1,America,BO,BO,Bolivia,0.15,22010,Communications policy and administrative management,7156.305
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.1,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,1,America,BO,BO,Bolivia,0.15,24010,Financial policy and administrative management,7156.305
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.05,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,1,America,BO,BO,Bolivia,0.15,25010,Business support services and institutions,3578.1525
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.05,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,1,America,BO,BO,Bolivia,0.15,31110,Agricultural policy and administrative management,3578.1525
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.05,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,1,America,BO,BO,Bolivia,0.15,33210,Tourism policy and administrative management,3578.1525
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.1,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,11220,Primary education,26239.785
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.1,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,12220,Basic health care,26239.785
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.1,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,13010,Population policy and administrative management,26239.785
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.1,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,15110,Public sector policy and administrative management,26239.785
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.25,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,15150,Democratic participation and civil society,65599.4625
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.1,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,22010,Communications policy and administrative management,26239.785
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.1,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,24010,Financial policy and administrative management,26239.785
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.05,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,25010,Business support services and institutions,13119.8925
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.05,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,31110,Agricultural policy and administrative management,13119.8925
2009/2010,0,0,0,0,KED Engaging Canadians,1863487.0,0.05,COLLEGE,6162,S063541001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,1,0,0,1004812,C�gep de Rivi�re-du-Loup,Civil Society,2,Africa,ML,ML,Mali,0.55,33210,Tourism policy and administrative management,13119.8925
2009/2010,0,0,0,0,KSD Social Development Partnerships,0.0,1.0,INTERNATIONAL NGO,6161,S063550001,Health,Foreign Non-Profit Making,0,2,0,0,0,1,0,0,1000835,International Planned Parenthood Federation,Civil Society,2,Africa,X1,X1,Africa MC,0.33,13010,Population policy and administrative management,990000.0
2009/2010,0,0,0,0,KSD Social Development Partnerships,0.0,1.0,INTERNATIONAL NGO,6161,S063550001,Health,Foreign Non-Profit Making,0,2,0,0,0,1,0,0,1000835,International Planned Parenthood Federation,Civil Society,1,America,X2,X2,Americas MC,0.33,13010,Population policy and administrative management,990000.0
2009/2010,0,0,0,0,KSD Social Development Partnerships,0.0,1.0,INTERNATIONAL NGO,6161,S063550001,Health,Foreign Non-Profit Making,0,2,0,0,0,1,0,0,1000835,International Planned Parenthood Federation,Civil Society,3,Asia,X3,X3,Asia MC,0.34,13010,Population policy and administrative management,1020000.0
2009/2010,0,0,0,0,KPD Food Security Partnerships,796268.0,0.8,NGO,6216,S063552001,Environmental Sustainability,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001400,FOUNDATION FOR INTERNATIONAL DEVELOPMENT ASSISTANCE,Civil Society,1,America,HT,HT,Haiti,1.0,31192,Plant and post-harvest protection and pest control,62419.2
2009/2010,0,0,0,0,KPD Food Security Partnerships,796268.0,0.2,NGO,6216,S063552001,Environmental Sustainability,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001400,FOUNDATION FOR INTERNATIONAL DEVELOPMENT ASSISTANCE,Civil Society,1,America,HT,HT,Haiti,1.0,31194,Agricultural co-operatives,15604.8
2009/2010,0,0,0,0,KPD Food Security Partnerships,486117.0,0.9,NGO,6216,S063553001,Environmental Sustainability,Canadian Non-Profit Making,0,2,0,0,0,0,0,0,1001400,FOUNDATION FOR INTERNATIONAL DEVELOPMENT ASSISTANCE,Civil Society,1,America,HT,HT,Haiti,1.0,31140,Agricultural water resources,31500.0
2009/2010,0,0,0,0,KPD Food Security Partnerships,486117.0,0.1,NGO,6216,S063553001,Environmental Sustainability,Canadian Non-Profit Making,0,2,0,0,0,0,0,0,1001400,FOUNDATION FOR INTERNATIONAL DEVELOPMENT ASSISTANCE,Civil Society,1,America,HT,HT,Haiti,1.0,41050,Flood prevention/control,3500.0
2009/2010,0,0,0,0,KED Engaging Canadians,298765.0,0.25,VOLUNTEER SENDING AGENCY,6162,S063559001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,2,0,0,0,0,0,0,1000878,SUCO-Solidarit� Union Coop�ration,Civil Society,1,America,HT,HT,Haiti,1.0,31181,Agricultural education/training,4000.0
2009/2010,0,0,0,0,KED Engaging Canadians,298765.0,0.25,VOLUNTEER SENDING AGENCY,6162,S063559001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,2,0,0,0,0,0,0,1000878,SUCO-Solidarit� Union Coop�ration,Civil Society,1,America,HT,HT,Haiti,1.0,31281,Forestry education/training,4000.0
2009/2010,0,0,0,0,KED Engaging Canadians,298765.0,0.35,VOLUNTEER SENDING AGENCY,6162,S063559001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,2,0,0,0,0,0,0,1000878,SUCO-Solidarit� Union Coop�ration,Civil Society,1,America,HT,HT,Haiti,1.0,41081,Environmental education/training,5600.0
2009/2010,0,0,0,0,KED Engaging Canadians,298765.0,0.15,VOLUNTEER SENDING AGENCY,6162,S063559001,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,2,0,0,0,0,0,0,1000878,SUCO-Solidarit� Union Coop�ration,Civil Society,1,America,HT,HT,Haiti,1.0,43040,Rural development,2400.0
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,2815343.84,0.33,ASSOCIATIONS,6219,S063565PRG,Public Institutions & Elections,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000257,International Centre for Sustainable Cities,Civil Society,2,Africa,SN,SN,Senegal,0.34,14081,Education and training in water supply and sanitation,14218.33967
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,2815343.84,0.34,ASSOCIATIONS,6219,S063565PRG,Public Institutions & Elections,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000257,International Centre for Sustainable Cities,Civil Society,2,Africa,SN,SN,Senegal,0.34,41010,Environmental policy and administrative management,14649.19845
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,2815343.84,0.33,ASSOCIATIONS,6219,S063565PRG,Public Institutions & Elections,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000257,International Centre for Sustainable Cities,Civil Society,2,Africa,SN,SN,Senegal,0.34,43030,Urban development and management,14218.33967
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,2815343.84,0.33,ASSOCIATIONS,6219,S063565PRG,Public Institutions & Elections,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000257,International Centre for Sustainable Cities,Civil Society,2,Africa,TZ,TZ,"Tanzania,Un Rep",0.33,14081,Education and training in water supply and sanitation,13800.153209999999
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,2815343.84,0.34,ASSOCIATIONS,6219,S063565PRG,Public Institutions & Elections,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000257,International Centre for Sustainable Cities,Civil Society,2,Africa,TZ,TZ,"Tanzania,Un Rep",0.33,41010,Environmental policy and administrative management,14218.33967
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,2815343.84,0.33,ASSOCIATIONS,6219,S063565PRG,Public Institutions & Elections,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000257,International Centre for Sustainable Cities,Civil Society,2,Africa,TZ,TZ,"Tanzania,Un Rep",0.33,43030,Urban development and management,13800.153209999999
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,2815343.84,0.33,ASSOCIATIONS,6219,S063565PRG,Public Institutions & Elections,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000257,International Centre for Sustainable Cities,Civil Society,2,Africa,ZA,ZA,South Africa,0.33,14081,Education and training in water supply and sanitation,13800.153209999999
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,2815343.84,0.34,ASSOCIATIONS,6219,S063565PRG,Public Institutions & Elections,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000257,International Centre for Sustainable Cities,Civil Society,2,Africa,ZA,ZA,South Africa,0.33,41010,Environmental policy and administrative management,14218.33967
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,2815343.84,0.33,ASSOCIATIONS,6219,S063565PRG,Public Institutions & Elections,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000257,International Centre for Sustainable Cities,Civil Society,2,Africa,ZA,ZA,South Africa,0.33,43030,Urban development and management,13800.153209999999
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,1,America,CA,CA,Canada,0.13,11230,Basic life skills for youth and adults,5230.758
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.67,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,1,America,CA,CA,Canada,0.13,12261,Health education,35046.0786
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,1,America,CA,CA,Canada,0.13,31161,Food crop production,5230.758
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.13,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,1,America,CA,CA,Canada,0.13,99820,Promotion of development awareness,6799.9854
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,2,Africa,KE,KE,Kenya,0.19,11230,Basic life skills for youth and adults,7644.954000000001
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.67,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,2,Africa,KE,KE,Kenya,0.19,12261,Health education,51221.1918
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,2,Africa,KE,KE,Kenya,0.19,31161,Food crop production,7644.954000000001
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.13,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,2,Africa,KE,KE,Kenya,0.19,99820,Promotion of development awareness,9938.4402
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,KH,KH,Cambodia,0.18,11230,Basic life skills for youth and adults,7242.588000000001
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.67,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,KH,KH,Cambodia,0.18,12261,Health education,48525.3396
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,KH,KH,Cambodia,0.18,31161,Food crop production,7242.588000000001
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.13,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,KH,KH,Cambodia,0.18,99820,Promotion of development awareness,9415.3644
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,LA,LA,"Lao, Dem. Rep.",0.18,11230,Basic life skills for youth and adults,7242.588000000001
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.67,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,LA,LA,"Lao, Dem. Rep.",0.18,12261,Health education,48525.3396
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,LA,LA,"Lao, Dem. Rep.",0.18,31161,Food crop production,7242.588000000001
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.13,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,LA,LA,"Lao, Dem. Rep.",0.18,99820,Promotion of development awareness,9415.3644
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,MN,MN,Mongolia,0.16,11230,Basic life skills for youth and adults,6437.856
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.67,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,MN,MN,Mongolia,0.16,12261,Health education,43133.6352
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,MN,MN,Mongolia,0.16,31161,Food crop production,6437.856
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.13,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,3,Asia,MN,MN,Mongolia,0.16,99820,Promotion of development awareness,8369.2128
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,2,Africa,TG,TG,Togo,0.16,11230,Basic life skills for youth and adults,6437.856
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.67,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,2,Africa,TG,TG,Togo,0.16,12261,Health education,43133.6352
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.1,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,2,Africa,TG,TG,Togo,0.16,31161,Food crop production,6437.856
2009/2010,0,0,0,0,KSD Social Development Partnerships,5040994.8,0.13,NGO,6161,S063566PRG,Health,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001807,Adventist Development and Relief Agency Canada,Civil Society,2,Africa,TG,TG,Togo,0.16,99820,Promotion of development awareness,8369.2128
2009/2010,0,0,0,0,KSD Social Development Partnerships,84033.0,0.5,NGO,6108,S063573001,Education,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001524,Terre sans fronti�res,Civil Society,1,America,HT,HT,Haiti,1.0,14031,Basic drinking water supply,4202.0
2009/2010,0,0,0,0,KSD Social Development Partnerships,84033.0,0.5,NGO,6108,S063573001,Education,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1001524,Terre sans fronti�res,Civil Society,1,America,HT,HT,Haiti,1.0,14032,Basic sanitation,4202.0
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.0225,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,1,America,CA,CA,Canada,0.33,14031,Basic drinking water supply,779.922
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.0225,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,1,America,CA,CA,Canada,0.33,14032,Basic sanitation,779.922
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.125,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,1,America,CA,CA,Canada,0.33,16064,Social mitigation of HIV/AIDS,4332.9
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.045,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,1,America,CA,CA,Canada,0.33,24040,Informal/semi-formal financial intermediaries,1559.844
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.455,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,1,America,CA,CA,Canada,0.33,31120,Agricultural development,15771.756000000001
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.33,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,1,America,CA,CA,Canada,0.33,99820,Promotion of development awareness,11438.856000000002
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.0225,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,GH,GH,Ghana,0.163,14031,Basic drinking water supply,385.2342
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.0225,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,GH,GH,Ghana,0.163,14032,Basic sanitation,385.2342
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.125,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,GH,GH,Ghana,0.163,16064,Social mitigation of HIV/AIDS,2140.19
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.045,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,GH,GH,Ghana,0.163,24040,Informal/semi-formal financial intermediaries,770.4684
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.455,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,GH,GH,Ghana,0.163,31120,Agricultural development,7790.2916
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.33,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,GH,GH,Ghana,0.163,99820,Promotion of development awareness,5650.1016
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.0225,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,KE,KE,Kenya,0.17600000000000002,14031,Basic drinking water supply,415.9584
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.0225,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,KE,KE,Kenya,0.17600000000000002,14032,Basic sanitation,415.9584
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.125,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,KE,KE,Kenya,0.17600000000000002,16064,Social mitigation of HIV/AIDS,2310.88
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.045,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,KE,KE,Kenya,0.17600000000000002,24040,Informal/semi-formal financial intermediaries,831.9168
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.455,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,KE,KE,Kenya,0.17600000000000002,31120,Agricultural development,8411.6032
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.33,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,2,Africa,KE,KE,Kenya,0.17600000000000002,99820,Promotion of development awareness,6100.7232
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.0225,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,3,Asia,VN,VN,Viet Nam,0.16399999999999998,14031,Basic drinking water supply,387.5976
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.0225,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,3,Asia,VN,VN,Viet Nam,0.16399999999999998,14032,Basic sanitation,387.5976
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.125,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,3,Asia,VN,VN,Viet Nam,0.16399999999999998,16064,Social mitigation of HIV/AIDS,2153.32
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.045,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,3,Asia,VN,VN,Viet Nam,0.16399999999999998,24040,Informal/semi-formal financial intermediaries,775.1952
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.455,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,3,Asia,VN,VN,Viet Nam,0.16399999999999998,31120,Agricultural development,7838.0848
2009/2010,0,0,0,0,KPD Food Security Partnerships,3512098.0,0.33,NGO,6216,S063574PRG,Environmental Sustainability,Canadian Non-Profit Making,0,1,0,0,0,0,0,0,1000105,CHF,Civil Society,3,Asia,VN,VN,Viet Nam,0.16399999999999998,99820,Promotion of development awareness,5684.7648
