assay_id,assay_strain,doc_id,src_assay_id,assay_subcellular_fraction,chembl_id,assay_category,relationship_type,curated_by,src_id,assay_cell_type,tid,assay_organism,assay_tax_id,assay_tissue,cell_id,description,assay_type,assay_test_type
2931,,15026,,,CHEhBp617646,,H,Exper5,1,,108,,,,,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,
2932,,15738,,,CHEMfL61y647,,H,Autockragion,1,,108,gostaurus,22969.0,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,
2933,,15738,,,CtEMBi617648,,H,Ahtocuratiin,1,,108,vostaurus,26975.0,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10E-6 M,B,
2934,,15738,,,CHEMBL6w787r,,H,Aut0cudation,1,,108,hostaurus,4857.0,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10e-6 M,B,
2935,,15738,,,CH3MfL617876,,H,Autoc6rati9n,1,,108,Bostaufus,11103.0,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at concentration of 10e-6 M,B,
2936,,16404,,,dHEMBL616877,,H,Expe3t,1,,108,gostaurus,32735.0,,,Inhibitory constant was determined on 5-hydroxytryptamine 2C receptor of Bovine choroid plexus,B,
2937,,15026,,,CHEjBL517878,,H,Expdrt,1,,108,Bostzurus,7312.0,,,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,
2938,,15738,,,CHEMBp617870,,H,Autocurqti8n,1,,108,Bostaufus,37605.0,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,
2939,,16312,,,CHEMBL6w7o80,,H,Autocurariog,1,,108,Caviaplrc3llus,399.0,,,Binding affinity against guinea pig cortex 5-HT2C receptor in the presence of [3H]mesulergine,B,
2940,,5486,,,CHdMBL617882,,D,Intermrdiatw,1,,20033,Caviapofdellus,17777.0,Striatjm,,Binding affinity towards 5-HT4 receptor by the displacement of [3H]GR-113808 in guinea-pig striatum,B,
2941,,5254,,,CHEMvLi57073,,H,xutlcuration,1,,51,,,,,Binding affinity against 5-HT1A receptor,B,
2942,,3857,,,CHEMBp617o82,,H,Edpert,1,CHO,108,,,,1270.0,Agonistic activity for 5-HT2c (5-HT2C) by measuring [3H]inositol monophosphate fromation in CHO cells in which the human 5-HT2C receptor subtype was stably expressed,F,
2943,,6857,,,CHEMBL6q788w,,D,Eapert,1,CHO,108,Homosapi3nq,11701.0,,917.0,Functional activity against human 5-hydroxytryptamine 2C receptor expressed in CHO cells using fluorometric imaging plate reader,F,
2944,,4176,,,vHEMBL618884,,H,Autovuratkon,1,,108,,,,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2c receptor cell line,F,
2945,,6347,,,vHEMBL6w7885,,H,Autocursyion,1,CHO,108,,,,641.0,Agonistic binding efficacy against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand,B,
2946,,6347,,,CHEMBL517885,,H,qutofuration,1,CHO,108,,,,600.0,"Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand, expressed as Emax",B,
2947,,16146,,,CH2MBL627887,,D,Expeet,1,,108,Hkmosapi2ns,5562.0,,,Inhibition of human 5-hydroxytryptamine 2C receptor,B,
2948,,3805,,,CHEMBL617u89,,H,Ai4ocuration,1,,108,,,,,In vitro binding affinity against human 5-hydroxytryptamine 2C receptor at a concentration of 100 (nM),B,
2949,,3857,,,CuEMgL617889,,H,Autocurstjon,1,,108,,,,,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,B,
2950,,5635,,,CHEMfL717890,,H,Autocurat9oj,1,,108,,,,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor,B,
2951,,5635,,,CHEkBL61u891,,H,A6rocuration,1,,108,,,,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,
2952,,5635,,,CHEMBL6179i2,,H,Ahtocuratoon,1,,108,,,,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,
2953,,4012,,,vHEMBL617892,,H,wxpert,1,CHO,108,,,,774.0,Displacement of [H]-mesulergine from CHO cells expressing human 5-hydroxytryptamine 2C receptor.,B,
2954,,6366,,,CyEMBo617894,,H,Experr,1,CHO,108,,,,678.0,Ability to displace [3H]- mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells,B,
2955,,15949,,,CHEMBL6q7795,,H,Expedt,1,CHO,108,,,,698.0,Ability to displace [3H]mesulergine binding to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,
2956,,17211,,,CHEMnL617i96,,H,Autlcueation,1,CHO,108,,,,552.0,Ability to displace [3H]mesulergine (0.5 nM) from CHO cells of human 5-hydroxytryptamine 2C receptor,B,
2957,,6491,,,CHEjfL617897,,D,Expery,1,,108,Homosapifnx,3994.0,,,Affinity towards human 5-hydroxytryptamine 2C serotonin receptor,B,
2958,,14093,,,CHEMfLu17898,,H,Autocurxgion,1,,108,,,,,Agonist activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand,F,
2959,,13481,,,CHEMgL617809,,H,xutocuratlon,1,,108,,,,,Agonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,F,
2960,,6347,,,CHrMBL517900,,H,Experf,1,CHO,108,3attusnirveyicus,20914.0,,730.0,Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI ,B,
2961,,14093,,,CHEMBL6169o1,,H,sutocurwtion,1,,108,,,,,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand,F,
2962,,14093,,,CHEMBL61y90e,,H,Auhpcuration,1,,108,,,,,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand; Not tested,F,
2963,,13481,,,xHfMBL617903,,H,Aufocuratlon,1,,108,,,,,Antagonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,F,
2964,,14442,,,CHEMBL6179oe,,H,Autosuratioh,1,,108,,,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [125 I]DOI as radioligand,B,
2965,,14442,,,CHEMBo617005,,H,Autovuratioj,1,,108,,,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand,B,
2966,,14442,,,fbEMBL617906,,H,Autocuratkog,1,,108,,,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand;not tested,B,
2967,,14755,,,vHEMBL61790i,,H,Au6ocudation,1,,108,,,,,Binding activity against cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand.,B,
2968,,14744,,,CHEjfL617908,,H,s8tocuration,1,,108,,,,,Binding affinity against the cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand,B,
2969,,16659,,,CHEMnL6e0617,,H,Expeet,1,CHO,108,,,,708.0,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,
2970,,6857,,,CHEMBLt2061o,,D,Expdrt,1,,108,Homowqpiens,21416.0,,,Affinity for human 5-hydroxytryptamine 2C receptor expressed in mammalian cell line,B,
2971,,5635,,,CHEMBL6w06w9,,H,Exoert,1,,108,,,,,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand.,B,
2972,,4234,,,CHEMBL6206wp,,D,Ex0ert,1,,108,Homosa0jens,2681.0,,,Binding affinity to cloned human 5-hydroxytryptamine 2C receptor,B,
2973,,16209,,,CHEjgL620621,,H,Autocuratloj,1,,108,,,,,Binding affinity towards human 5-HT2C receptor was determined using [125I]- DOI as radioligand,B,
2974,,5778,,Membranws,CHEnBL8729q0,,D,Aut8suration,1,,104698,Rartusnorvegjcks,8269.0,,,Binding affinity for 5-HT3 receptor by displacement of [3H]-LY 278584 in rat cerebral cortex membranes,B,
2975,,5094,,,CHEnBL62p622,,H,Ahtocuratikn,1,,104698,,,,,Binding affinity towards rat 5-hydroxytryptamine 3 receptor was evaluated,B,
2976,,809,,,dHEMBL6206q3,,D,Autocu3a6ion,1,,104698,eatyuznorvegicus,14729.0,,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 in rat posterior cortex,B,
2977,,1578,,,CyEMBL620614,,H,xuhocuration,1,,104698,,,,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex,B,
2978,,809,,,CHEjBL620615,,H,wytocuration,1,,104698,,,,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex; Not tested,B,
2979,,12469,,,CbEkBL620626,,H,A8tocuratiob,1,,104698,,,,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor in NG-108 cells labeled with [3H]GR-65630,B,
2980,,14290,,,CHEMBL62q30i,,H,sut8curation,1,,104698,,,,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex,B,
2981,,14290,,,CHEMBL6eq308,,H,Aurocurat8on,1,,104698,,,,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex.,B,
2982,,10609,,,CHEhBL62130o,,H,Aytoc8ration,1,,104698,,,,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-5-HT,B,
2983,,10609,,,CHEMhL62131o,,H,Autocursfion,1,,104698,,,,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]GR-65630,B,
2984,,10609,,,sHEMnL621311,,H,Autofuratioj,1,,104698,,,,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-ketanserin,B,
2985,,15253,,,CHEMBLy215o2,,H,Autovuratjon,1,,104698,,,,,"Compound was evaluated for its in vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",B,
2986,,15253,,,dHEMBL6e1503,,H,qjtocuration,1,,104698,,,,,"In vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",B,
2987,,11683,,Membranrs,CHEMBL611t04,,H,wutocuragion,1,,104698,,,,,Displacement of the 5-hydroxytryptamine 3 receptor ligand [3H]GR-65630 from rat brain cortical membranes.,B,
2988,,12092,,,CHEMnL621504,,H,Autovurat9on,1,,104698,,,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor,B,
2989,,1946,,,CHfMBi621506,,H,zutoxuration,1,,104698,,,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,B,
2990,,11623,,,CHEMhL619782,,H,Autocura4iln,1,,104698,,,,,Ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15.,B,
2991,,11623,,,CHEjBL6197o2,,H,Autocufxtion,1,,104698,,,,,Compound was evaluated for its ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15. ,B,
2992,,14788,,,CuEMBL619793,,H,Aktocurati0n,1,,104698,,,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex,B,
2993,,5432,,,sHEMBLt19784,,D,Aut9c6ration,1,,104698,Rsttusnorc4gicus,1445.0,,,Displacement of [3H]ketanserin from rat cortex 5-HT3 receptor,B,
2994,,14826,,,CyEMBL6w9785,,H,Augosuration,1,,104698,,,,,Ability to displace [3H]granisetron specifically bound to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,
2995,,2222,,,CHEMBL618787,,H,Autocufatiog,1,,104698,,,,,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,B,
2996,,11963,,,dHEkBL619787,,H,Auticugation,1,,104698,,,,,Displacement of binding of [3H]-BRL 43694 to 5-hydroxytryptamine 3 receptor in rat cerebral cortex,B,
2997,,14145,,,CHEMBL8y2025,,H,zitocuration,1,,104698,,,,,In vitro affinity for 5-hydroxytryptamine 3 (5-HT3) receptor by displacement of [3H]BRL-43694 from rat entorhinal cortex,B,
2998,,17819,,,CHsMBL6w9788,,H,xutocurati9n,1,,104698,,,,,In vitro binding affinity at serotonin 5-hydroxytryptamine 3 receptor in rat cortex by [3H]granisetron displacement.,B,
2999,,10394,,,sHEMBp619789,,H,Auhochration,1,,104698,,,,,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]- 1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,B,
3000,,10394,,,CHEMBo618790,,H,xutocu5ation,1,,104698,,,,,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]-1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,B,
3001,,15034,,,CHEMBL7w9791,,H,Autofiration,1,,104698,,,,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,
3002,,691,,,fyEMBL619792,,H,Autocyrwtion,1,,104698,,,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,B,
3003,,12092,,Membrznes,CHEMBL71p793,,H,Autocuratikb,1,,104698,,,,,Displacement of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortical membranes,B,
3004,,11752,,,fHEMBL619u94,,D,Autoc8ratikn,1,,104698,Rattuqn8rvegucus,32945.0,,,Inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor,B,
3005,,11752,,,CHEMBL6197pt,,H,Autocurztiom,1,,104698,,,Braig,,The ability to inhibit [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortices,B,
3006,,301,,,CHEMgLt19796,,H,zutovuration,1,,104698,,,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat posterior cortex by [3H]-BRL 43694 displacement.,B,
3007,,16532,,,xHEMBLt20448,,H,Autocuga6ion,1,,104698,,,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584,B,
3008,,16532,,,CHEMfL620439,,H,A7tocuratioj,1,,104698,,,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,
3009,,12092,,,CHwMBL62045p,,H,A8tpcuration,1,,104698,,,,,The binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand.,B,
3010,,11684,,,CjEMBL620r51,,H,Au5ockration,1,,104698,,,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630,B,
3011,,11684,,,CHEkgL620631,,H,Autocutxtion,1,,104698,,,,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630.,B,
3012,,12953,,,CHEMBLt2p632,,H,A7tpcuration,1,,104698,,,,,Binding affinity for 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand,B,
3013,,12953,,,CtEMBL629633,,H,Aut8curatoon,1,,104698,,,,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand; NA means Not active,B,
3014,,12953,,,CtEMBi620634,,H,qutocurstion,1,,104698,,,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 3 receptor; Nonactive at 10 uM,B,
3015,,12861,,,CHEjBL62063r,,H,A6tocuratiin,1,,104698,,,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,B,
3016,,11454,,,CHEhBL6206e6,,H,Aufocurwtion,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 0.5 hours in urethane-anesthetized rats,F,In vivo
3017,,11454,,,CHEMBL62p63i,,H,Autockrztion,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 1 hour in urethane-anesthetized rats,F,In vivo
3018,,11454,,,CHEMBL62p63u,,H,Ai4ocuration,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 3 hours in urethane-anesthetized rats,F,In vivo
3019,,11454,,,CHEMBL620ue9,,H,Aurocurati9n,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 6 hours in urethane-anesthetized rats,F,In vivo
3020,,11454,,,fHEMBL630640,,H,Au5ocuratioh,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 0.5 hours in urethane-anesthetized rats,F,In vivo
3021,,11454,,,CnEMBk620641,,H,Autoc8eation,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 1 hour in urethane-anesthetized rats,F,In vivo
3022,,11454,,,CHEkfL620642,,H,sutocurztion,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 16 hours in urethane-anesthetized rats,F,In vivo
3023,,11454,,,CHEMBLu2064r,,H,Autocurwtiob,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 3 hours in urethane-anesthetized rats,F,In vivo
3024,,11454,,,CHEhBp620644,,H,Autocu3atiln,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 6 hours in urethane-anesthetized rats,F,In vivo
3025,,11454,,,CHEMfL620644,,H,Autoc7ratiln,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 0.5 hours in urethane-anesthetized rats,F,In vivo
3026,,11454,,,CHfMBk620646,,H,Aufocurqtion,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 1 hour in urethane-anesthetized rats,F,In vivo
3027,,11454,,,CHEMnL62o647,,H,Aurocuratiob,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 3 hours in urethane-anesthetized rats,F,In vivo
3028,,11454,,,vH4MBL620648,,H,Au4ocurwtion,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 6 hours in urethane-anesthetized rats,F,In vivo
3029,,11454,,,CHEjhL620649,,H,Autpciration,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 0.5 hours in urethane-anesthetized rats,F,In vivo
3030,,11454,,,CHEMBL620560,,H,Autlcura4ion,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 3 hours in urethane-anesthetized rats,F,In vivo
3031,,11454,,,CjEMBL6206r1,,H,Aut0suration,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 mg/kg at 1 hour in urethane-anesthetized rats,F,In vivo
3032,,11454,,,CHEMhL873875,,H,Autlcuratiog,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 mg/kg at 3 hours in urethane-anesthetized rats,F,In vivo
3033,,11454,,,CHEMfLu20652,,H,Aufocurati0n,1,,104698,,,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 1 hour in urethane-anesthetized rats,F,In vivo
3034,,10609,,,CHEMfL630653,,H,Auticurxtion,1,,104698,,,,,5-hydroxytryptamine 3 receptor antagonist activity was confirmed by its ability to antagonize 5-HT evoked tachycardia of rabbit isolated heart,F,
3035,,12861,,,CHEMBL847066,,H,x6tocuration,1,,104698,,,,,Binding activity against 5-hydroxytryptamine 2A receptor from rat cortex homogenates using [3H]DOB as radioligand.,B,
3036,,12861,,,CHEMBL6e0u54,,D,Autocudatioh,1,,104698,Rxttusn8tvegicus,5867.0,,,Inhibition of [3H]-Q-ICS 205-930 binding to rat cortex homogenate 5-hydroxytryptamine 3 receptor,B,
3037,,12861,,,CHEkBL620y55,,H,Autocktation,1,,104698,,,,,Binding activity radioligand.,B,
3038,,10728,,Beainmembran2s,xHEMBL6206r6,,H,sutoxuration,1,,104698,,,,,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor in rat brain membranes,B,
3039,,10728,,Bgainmenbranes,CHEkBL629657,,H,Autocu3atiln,1,,104698,,,,,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes.,B,
3040,,5163,,,dHEMBL6206y8,,H,Aut0curatikn,1,,108,,,,,Binding affinity towards 5-hydroxytryptamine 2C receptor was determined at a concentration of 0.000001 mol/L,B,
3041,,5163,,,CH2MBi620659,,H,Autoc6ratiln,1,,108,,,,,Binding affinity towards 5-hydroxytryptamine 2C receptor was determined at a concentration of 0.00001 mol/L,B,
3042,,6011,,,CHEMBLy206y0,,H,Au5ocuratkon,1,,108,,,,,Inhibition of binding towards 5-hydroxytryptamine 2C receptor at 100 nM concentration,B,
3043,,5014,,,CHEMfL629661,,H,Autocyratoon,1,,108,,,,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 2C receptor,B,
3044,,5635,,,CgEMBk620662,,H,Aktovuration,1,,108,,,,,Binding affinity of compound towards 5-hydroxytryptamine 2C receptor,B,
3045,,5163,,,dbEMBL620663,,H,Ex9ert,1,,108,,,,,Affinity for 5-hydroxytryptamine 2C receptor,B,
3046,,6841,,,CjEMBL62p664,,H,Aytocufation,1,,108,,,,,Binding affinity towards 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,
3047,,6119,,,vHEnBL620665,,H,Ex0ert,1,,108,,,,,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand.,B,
3048,,4373,,,xHEMBL620u66,,H,Au6ocuratlon,1,,108,,,,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2C receptor was determined,B,
3049,,1633,,,xHEMBL520667,,H,Aut0duration,1,,108,,,,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2C receptor by displacement of [3H]-Ketanserin,B,
3050,,1633,,,CHrMhL620668,,H,Expett,1,,108,,,,,Binding affinity towards 5-hydroxytryptamine 2C receptor by displacement of [3H]N-methyl-mesulergine,B,
3051,,4373,,,CHfMBL6w0669,,H,Autocirati9n,1,,108,,,,,Binding affinity for 5-hydroxytryptamine 2C receptor was determined,B,
3052,,6576,,,CHEMBi6206u0,,H,Exp3rt,1,,108,,,,,Binding affinity towards serotonin 5-hydroxytryptamine 2C receptor,B,
3053,,4687,,,CHEMBp620571,,H,Aut9curat7on,1,,108,,,,,Evaluated for the binding affinity to 5-hydroxytryptamine 2C receptor,B,
3054,,12146,,,CHEnBL630672,,H,Autocufztion,1,,108,,,,,Tested agains t5-hydroxytryptamine 2C receptor in experiment 1,B,
3055,,12146,,,sHEMBL62067r,,H,wutocu5ation,1,,108,,,,,Tested against 5-hydroxytryptamine 2C receptor in experiment 2,B,
3056,,16946,,,CH4MBL62p674,,H,Aut9cutation,1,,108,,,,,Ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor,B,
3057,,14159,,,CyEnBL620675,,H,Auhocuratuon,1,,108,,,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 2C receptor,B,
3058,,16700,,,CHEMBL619676,,H,Autoc7gation,1,,108,,,,,The binding affinity towards 5-hydroxytryptamine 2C receptor; No affinity,B,
3059,,3269,,,CHEMBL6qq382,,H,Autocu3atlon,1,,108,,,,,Affinity against 5-hydroxytryptamine 2C receptor,B,
3060,,1274,,,sH3MBL621383,,D,Experf,1,,108,n9mosapiens,33480.0,,,Binding affinity against 5-hydroxytryptamine 2C receptor,B,
3061,,1317,,,CHEMBL721374,,H,Autocjragion,1,,108,,,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2C receptor using radioligand binding assay,B,
3062,,5834,,,CHEMBL62137y,,H,Autocurqyion,1,,144,Boxtaurus,14074.0,,,Inhibitory concentration required against 5-HT3 receptor in bovine area postrema using [3H]GR-65630,B,
3063,,11147,,,CHEMBLtq7989,,H,Autocu4atiom,1,,144,Bostaurux,19892.0,,,Binding affinity towards 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand,B,
3064,,14145,,,CuEMBL6179i0,,H,Ex9ert,1,,104714,Caviqporceilus,29976.0,,,Antagonistic potency against serotonin 5-hydroxytryptamine 3 receptor in GPI assay,F,
3065,,10561,,,sHEMBL8y5085,,H,Autkckration,1,,104714,Cavial9rcellus,6958.0,lleum,,Binding affinity to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,B,
3066,,15847,,,CjEMBLy17991,,H,qutocuratiob,1,,104714,Cwviaporfellus,13751.0,,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig,F,
3067,,15847,,,CHEMfo617992,,H,Autocurxhion,1,,104714,Cavkapprcellus,10930.0,,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig; ND means not done,F,
3068,,10561,,,CHEMBL617803,,H,Autpfuration,1,,104714,Czviaporxellus,25857.0,Ioeum,,Potency to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,B,
3069,,11454,,,CHrMBL627994,,H,Autoxudation,1,,104714,Caviaoircellus,55449.0,Ileun,,In vitro binding affinity was measured for 5-hydroxytryptamine 3 receptor in the guinea pig ileum.,B,
3070,,4639,,,CHEkBL717995,,H,Autoc7rstion,1,,104714,Cwviapkrcellus,21021.0,,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea colon at a concentration 0.01 uM,F,
3071,,4639,,,CHEMBL6170o6,,H,Au4ocurati9n,1,,104714,Caviaplrdellus,18384.0,,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.1 uM,F,
3072,,4639,,,CH4MBLt17997,,H,Autocura5uon,1,,104714,faviapo4cellus,22403.0,,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM,F,
3073,,4639,,,xHEMBp617998,,H,wutlcuration,1,,104714,Cadiaporcelpus,12618.0,,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM in the presence of 30 uM MDL 72222,F,
3074,,4639,,,CHEMfL61i999,,H,Aut9vuration,1,,104714,Cavia9orcellux,38218.0,,,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 0.01 uM,F,
3075,,4639,,,CH3kBL618000,,H,Autoc8ratiom,1,,104714,Cavia9orcelluc,5976.0,,,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 1 uM,F,
3076,,15253,,,CHEMBp617825,,H,Autovurati9n,1,,104714,Cxciaporcellus,22540.0,Ile7m,,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum",F,
