assay_id,assay_organism,confidence_score,assay_type,assay_cell_type,src_id,description,tid,assay_tax_id,assay_subcellular_fraction,variant_id,chembl_id,doc_id,tissue_id,cell_id,src_assay_id,assay_test_type,assay_category,assay_strain
7599,,0,A,,1,Area under curve after oral dose of 10 mg/kg,22224,,,,CHEMBL621605,11954,,,,,,
7600,,0,A,,1,Area under curve after oral dose of 23.4 mg/kg,22224,,,,CHEMBL621606,11954,,,,,,
7601,,0,A,,1,Area under curve after oral dose of 3 mg/kg,22224,,,,CHEMBL621607,11954,,,,,,
7602,,0,A,,1,Area under curve after oral dose of 3.87 mg/kg,22224,,,,CHEMBL621608,11954,,,,,,
7603,,0,A,,1,Area under curve was determined,22224,,,,CHEMBL621609,5237,,,,,,
7604,,0,A,,1,Area under curve at a dose of 10 mg/kg,22224,,,,CHEMBL621610,4026,,,,,,
7605,Rattus norvegicus,1,A,,1,Area under curve was determined; ND=No data,50597,10116.0,,,CHEMBL621611,5237,,,,,,
7606,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,50597,10116.0,,,CHEMBL621612,14793,,,,,,
7607,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,50597,10116.0,,,CHEMBL622308,14793,,,,,,
7608,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,50597,10116.0,,,CHEMBL622309,14793,,,,,,
7609,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,50597,10116.0,,,CHEMBL622310,14793,,,,,,
7610,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,50597,10116.0,,,CHEMBL622311,14793,,,,,,
7611,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,50597,10116.0,,,CHEMBL622312,14793,,,,,,
7612,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,50597,10116.0,,,CHEMBL622931,14793,,,,,,
7613,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,50597,10116.0,,,CHEMBL622932,14793,,,,,,
7614,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,50597,10116.0,,,CHEMBL622736,14793,1969.0,,,,,
7615,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,50597,10116.0,,,CHEMBL622737,14793,1969.0,,,,,
7616,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,50597,10116.0,,,CHEMBL622738,14793,1969.0,,,,,
7617,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,50597,10116.0,,,CHEMBL622739,14793,1969.0,,,,,
7618,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,50597,10116.0,,,CHEMBL622740,14793,1969.0,,,,,
7619,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,50597,10116.0,,,CHEMBL622741,14793,1969.0,,,,,
7620,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,50597,10116.0,,,CHEMBL622742,14793,1969.0,,,,,
7621,Rattus norvegicus,1,A,,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,50597,10116.0,,,CHEMBL622743,14793,1969.0,,,,,
7622,Mus musculus,1,A,,1,AUC in mice,50594,10090.0,,,CHEMBL622744,11637,1969.0,,,,,
7623,,0,A,,1,Area under curve was measured from the graph obtained from concentration Vs time,22224,,,,CHEMBL624134,11149,,,,,,
7624,,0,A,,1,Area under curve value of compound per hour after oral administration,22224,,,,CHEMBL624135,10016,,,,,,
7625,Rattus norvegicus,1,A,,1,Area under curve was determined after oral administration in rats,50597,10116.0,,,CHEMBL624136,17796,,,,,,
7626,Rattus norvegicus,1,A,,1,Area under curve was determined after oral administration in rats; No data,50597,10116.0,,,CHEMBL624137,17796,,,,,,
7627,Rattus norvegicus,1,A,,1,Area under curve was determined after oral administration in rats;No data,50597,10116.0,,,CHEMBL624320,17796,,,,,,
7628,Canis lupus familiaris,1,A,,1,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,50588,9615.0,,,CHEMBL624321,12923,,,,,,
7629,Rattus norvegicus,1,A,,1,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,50597,10116.0,,,CHEMBL624322,15372,,,,,,
7630,Rattus norvegicus,1,A,,1,Area under curve was determined for the compound after iv dose of 5.06 in rats,50597,10116.0,,,CHEMBL624323,15372,,,,,,
7631,Rattus norvegicus,1,A,,1,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,50597,10116.0,,,CHEMBL624324,15372,,,,,,
7632,Rattus norvegicus,1,A,,1,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,50597,10116.0,,,CHEMBL624325,15372,,,,,,
7633,Rattus norvegicus,1,A,,1,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,50597,10116.0,,,CHEMBL624326,15372,,,,,,
7634,Rattus norvegicus,1,A,,1,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,50597,10116.0,,,CHEMBL624327,15372,,,,,,
7635,Rattus norvegicus,1,A,,1,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,50597,10116.0,,,CHEMBL624328,15372,,,,,,
7636,Canis lupus familiaris,1,A,,1,Area under curve was determined in Dogs after peroral administration,50588,9615.0,,,CHEMBL627848,14169,,,,,,
7637,Rattus norvegicus,1,A,,1,Area under curve was determined in Rats after peroral administration,50597,10116.0,,,CHEMBL627849,14169,,,,,,
7638,Rattus norvegicus,1,A,,1,Area under curve was determined in carotid blood of rat when administered intradermally,50597,10116.0,,,CHEMBL627850,14258,,,,,,
7639,Rattus norvegicus,1,A,,1,Area under curve was determined in portal blood of rat when administered intradermally,50597,10116.0,,,CHEMBL627851,14258,,,,,,
7640,Mus musculus,1,A,,1,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,50594,10090.0,,,CHEMBL627852,15011,,,,,,
7641,Mus musculus,1,A,,1,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,50594,10090.0,,,CHEMBL627853,15011,,,,,,
7642,Mus musculus,1,A,,1,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),50594,10090.0,,,CHEMBL627854,15011,,,,,,
7643,Mus musculus,1,A,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,50594,10090.0,,,CHEMBL627855,15011,,,,,,
7644,Mus musculus,1,A,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),50594,10090.0,,,CHEMBL627856,15011,,,,,,
7645,Mus musculus,1,A,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,50594,10090.0,,,CHEMBL875339,15011,,,,,,
7646,Mus musculus,1,A,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),50594,10090.0,,,CHEMBL627857,15011,,,,,,
7647,Rattus norvegicus,1,A,,1,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,50597,10116.0,,,CHEMBL627858,11195,2106.0,,,In vivo,,
7648,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627859,10130,178.0,,,,,
7649,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627860,10130,955.0,,,,,
7650,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627019,10130,948.0,,,,,
7651,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627020,10130,2107.0,,,,,
7652,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627021,10130,2048.0,,,,,
7653,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627022,10130,2385.0,,,,,
7654,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627023,10130,,,,,,
7655,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627024,10130,2106.0,,,,,
7656,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627025,10130,2046.0,,,,,
7657,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627026,10130,2113.0,,,,,
7658,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627027,10130,178.0,,,,,
7659,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627028,10130,955.0,,,,,
7660,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627029,10130,948.0,,,,,
7661,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627030,10130,2113.0,,,,,
7662,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627031,10130,2107.0,,,,,
7663,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627032,10130,2048.0,,,,,
7664,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627033,10130,2385.0,,,,,
7665,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627034,10130,,,,,,
7666,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627035,10130,2106.0,,,,,
7667,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627036,10130,2046.0,,,,,
7668,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL875340,10130,178.0,,,,,
7669,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627037,10130,948.0,,,,,
7670,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627038,10130,2113.0,,,,,
7671,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627039,10130,2107.0,,,,,
7672,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL627040,10130,2385.0,,,,,
7673,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL624663,10130,2106.0,,,,,
7674,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL625963,10130,2046.0,,,,,
7675,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL876799,10130,955.0,,,,,
7676,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL626133,10130,2048.0,,,,,
7677,Rattus norvegicus,1,A,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,50597,10116.0,,,CHEMBL626134,10130,,,,,,
7678,Rattus norvegicus,1,A,,1,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,50597,10116.0,,,CHEMBL626135,6295,,,,,,
7679,Rattus norvegicus,1,A,,1,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,50597,10116.0,,,CHEMBL626136,6296,,,,,,
7680,Rattus norvegicus,1,A,,1,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,50597,10116.0,,,CHEMBL626137,6296,,,,,,
7681,Rattus norvegicus,1,A,,1,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,50597,10116.0,,,CHEMBL626138,6295,,,,,,
7682,Rattus norvegicus,1,A,,1,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,50597,10116.0,,,CHEMBL626139,6296,,,,,,
7683,Rattus norvegicus,1,A,,1,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,50597,10116.0,,,CHEMBL626140,17260,,,,In vivo,,
7684,Rattus norvegicus,1,A,,1,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,50597,10116.0,,,CHEMBL626141,17260,,,,In vivo,,
7685,Rattus norvegicus,1,A,,1,C24h in rat p.o. at 20 mg/kg concentration,50597,10116.0,,,CHEMBL626142,17686,,,,,,
7686,Rattus norvegicus,1,A,,1,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,50597,10116.0,,,CHEMBL627930,9866,2385.0,,,In vivo,,
7687,Rattus norvegicus,1,A,,1,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,50597,10116.0,,,CHEMBL627931,9866,2385.0,,,In vivo,,
7688,Rattus norvegicus,1,A,,1,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,50597,10116.0,,,CHEMBL627932,9866,2385.0,,,In vivo,,
7689,Rattus norvegicus,1,A,,1,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,50597,10116.0,,,CHEMBL627933,9866,2106.0,,,In vivo,,
7690,Rattus norvegicus,1,A,,1,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,50597,10116.0,,,CHEMBL627934,9866,2106.0,,,In vivo,,
7691,Rattus norvegicus,1,A,,1,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,50597,10116.0,,,CHEMBL627935,9866,2106.0,,,In vivo,,
7692,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,50597,10116.0,,,CHEMBL627936,9866,178.0,,,In vivo,,
7693,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,50597,10116.0,,,CHEMBL627937,9866,178.0,,,In vivo,,
7694,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,50597,10116.0,,,CHEMBL627938,9866,178.0,,,In vivo,,
7695,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,50597,10116.0,,,CHEMBL627939,9866,178.0,,,In vivo,,
7696,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,50597,10116.0,,,CHEMBL627940,9866,178.0,,,In vivo,,
7697,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,50597,10116.0,,,CHEMBL627941,9866,178.0,,,In vivo,,
7698,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,50597,10116.0,,,CHEMBL876800,9866,178.0,,,In vivo,,
7699,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,50597,10116.0,,,CHEMBL627942,9866,178.0,,,In vivo,,
7700,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,50597,10116.0,,,CHEMBL627943,9866,178.0,,,In vivo,,
7701,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,50597,10116.0,,,CHEMBL627944,9866,178.0,,,In vivo,,
7702,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,50597,10116.0,,,CHEMBL627945,9866,178.0,,,In vivo,,
7703,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,50597,10116.0,,,CHEMBL628584,9866,178.0,,,In vivo,,
7704,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA at 15 min,50597,10116.0,,,CHEMBL628585,9866,178.0,,,In vivo,,
7705,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,50597,10116.0,,,CHEMBL628586,9866,178.0,,,In vivo,,
7706,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA at 30 min,50597,10116.0,,,CHEMBL628587,9866,178.0,,,In vivo,,
7707,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,50597,10116.0,,,CHEMBL628588,9866,178.0,,,In vivo,,
7708,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,50597,10116.0,,,CHEMBL628589,9866,178.0,,,In vivo,,
7709,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,50597,10116.0,,,CHEMBL625304,9866,178.0,,,In vivo,,
7710,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,50597,10116.0,,,CHEMBL625305,9866,178.0,,,In vivo,,
7711,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,50597,10116.0,,,CHEMBL625306,9866,178.0,,,In vivo,,
7712,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,50597,10116.0,,,CHEMBL625307,9866,178.0,,,In vivo,,
7713,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,50597,10116.0,,,CHEMBL625308,9866,178.0,,,In vivo,,
7714,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,50597,10116.0,,,CHEMBL627740,9866,178.0,,,In vivo,,
7715,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,50597,10116.0,,,CHEMBL627741,9866,178.0,,,In vivo,,
7716,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,50597,10116.0,,,CHEMBL627742,9866,178.0,,,In vivo,,
7717,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,50597,10116.0,,,CHEMBL627743,9866,178.0,,,In vivo,,
7718,Rattus norvegicus,1,A,,1,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,50597,10116.0,,,CHEMBL627744,9866,178.0,,,In vivo,,
7719,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,50597,10116.0,,,CHEMBL627745,9866,10000001.0,,,In vivo,,
7720,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,50597,10116.0,,,CHEMBL627746,9866,10000001.0,,,In vivo,,
7721,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,50597,10116.0,,,CHEMBL627747,9866,10000001.0,,,In vivo,,
7722,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,50597,10116.0,,,CHEMBL876810,9866,10000001.0,,,In vivo,,
7723,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,50597,10116.0,,,CHEMBL627748,9866,10000001.0,,,In vivo,,
7724,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,50597,10116.0,,,CHEMBL627749,9866,10000001.0,,,In vivo,,
7725,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,50597,10116.0,,,CHEMBL627750,9866,10000001.0,,,In vivo,,
7726,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,50597,10116.0,,,CHEMBL618728,9866,10000001.0,,,In vivo,,
7727,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,50597,10116.0,,,CHEMBL618729,9866,10000001.0,,,In vivo,,
7728,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA at 15 min,50597,10116.0,,,CHEMBL618730,9866,10000001.0,,,In vivo,,
7729,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,50597,10116.0,,,CHEMBL618731,9866,10000001.0,,,In vivo,,
7730,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA at 30 min,50597,10116.0,,,CHEMBL618732,9866,10000001.0,,,In vivo,,
7731,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,50597,10116.0,,,CHEMBL618733,9866,10000001.0,,,In vivo,,
7732,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,50597,10116.0,,,CHEMBL618734,9866,10000001.0,,,In vivo,,
7733,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,50597,10116.0,,,CHEMBL618735,9866,10000001.0,,,In vivo,,
7734,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,50597,10116.0,,,CHEMBL876602,9866,10000001.0,,,In vivo,,
7735,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,50597,10116.0,,,CHEMBL618736,9866,10000001.0,,,In vivo,,
7736,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,50597,10116.0,,,CHEMBL618737,9866,10000001.0,,,In vivo,,
7737,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,50597,10116.0,,,CHEMBL618738,9866,10000001.0,,,In vivo,,
7738,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,50597,10116.0,,,CHEMBL618739,9866,10000001.0,,,In vivo,,
7739,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,50597,10116.0,,,CHEMBL618740,9866,10000001.0,,,In vivo,,
7740,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,50597,10116.0,,,CHEMBL618741,9866,10000001.0,,,In vivo,,
7741,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,50597,10116.0,,,CHEMBL618742,9866,10000001.0,,,In vivo,,
7742,Rattus norvegicus,1,A,,1,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,50597,10116.0,,,CHEMBL618743,9866,10000001.0,,,In vivo,,
7743,Rattus norvegicus,1,A,,1,Half-life from rat plasma at a single oral dose of 25 mg/kg,50597,10116.0,,,CHEMBL618744,17752,1969.0,,,In vivo,,
7744,Rattus norvegicus,1,A,,1,Half-life in male rat,50597,10116.0,,,CHEMBL618745,5610,,,,,,
7745,Rattus norvegicus,1,A,,1,Half-life in rat after peroral administration at 10 mg/kg concentration,50597,10116.0,,,CHEMBL620479,5939,,,,In vivo,,
7746,Rattus norvegicus,1,A,,1,Half-life in rat after peroral administration at 5 mg/kg concentration,50597,10116.0,,,CHEMBL620480,5939,,,,In vivo,,
7747,Rattus norvegicus,1,A,,1,Half-life in rat at a dose of 3 mg/kg,50597,10116.0,,,CHEMBL620481,17771,,,,In vivo,,
7748,Rattus norvegicus,1,A,,1,Half-life was evaluated in rats,50597,10116.0,,,CHEMBL620482,1974,,,,,,
7749,Rattus norvegicus,1,A,,1,Half-life was measured in rat,50597,10116.0,,,CHEMBL876603,4239,,,,,,
7750,Rattus norvegicus,1,A,,1,Half-life period for the compound was determined in rats at 50 mg/kg dose,50597,10116.0,,,CHEMBL620483,6681,,,,In vivo,,
7751,Rattus norvegicus,1,A,,1,Half-life period in rats after intravenous administration at 5 mg/kg,50597,10116.0,,,CHEMBL620484,17752,,,,In vivo,,
7752,Rattus norvegicus,1,A,,1,Half-life period in rat at 10 mg/kg,50597,10116.0,,,CHEMBL620485,6046,,,,In vivo,,
7753,Rattus norvegicus,1,A,,1,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",50597,10116.0,,,CHEMBL620486,6685,,,,In vivo,,
7754,Rattus norvegicus,1,A,,1,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",50597,10116.0,,,CHEMBL620487,6685,,,,In vivo,,
7755,Rattus norvegicus,1,A,,1,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",50597,10116.0,,,CHEMBL620488,6685,,,,In vivo,,
7756,Rattus norvegicus,1,A,,1,Half-life time in rat the dose of 2 mg/kg,50597,10116.0,,,CHEMBL620489,4727,,,,In vivo,,
