ASI,ASSSTR,DOI,SRASI,ASSSUBFRA,CHEI,ASSCATE,RELATT,CUB,SI,ASSCET,T,ASORGA,ASSTAI,ASTI,CI,CONFSCO,BFO,TII,VAI
11098,,6996,,,CHEMBL623876,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11099,,6996,,,CHEMBL623877,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11100,,6996,,,CHEMBL623878,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11101,,6996,,,CHEMBL623879,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11102,,6996,,,CHEMBL623880,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11103,,6996,,,CHEMBL623881,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11104,,6996,,,CHEMBL623957,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11105,,6996,,,CHEMBL623958,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11106,,6996,,,CHEMBL623959,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11107,,6996,,,CHEMBL623960,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11108,,6996,,,CHEMBL623961,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11109,,6996,,,CHEMBL623962,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11110,,6996,,,CHEMBL624676,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11111,,6996,,,CHEMBL624677,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11112,,6996,,,CHEMBL624678,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11113,,6996,,,CHEMBL624679,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11114,,6996,,,CHEMBL624680,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11115,,11732,,,CHEMBL624849,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11116,,11732,,,CHEMBL624850,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11117,,11732,,,CHEMBL874399,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11118,,11732,,,CHEMBL624851,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11119,,11732,,,CHEMBL624852,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11120,,13359,,,CHEMBL624853,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11121,,16618,,,CHEMBL624854,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11122,,13960,,,CHEMBL624855,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11123,,13917,,,CHEMBL624856,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11124,,14266,,,CHEMBL882957,,U,Autocuration,1,,22224,Canis lupus familiaris,9615.0,,,0,BAO_0000218,,
11125,,12359,,,CHEMBL624857,,U,Autocuration,1,,22224,Simiiformes,314293.0,,,0,BAO_0000218,,
11126,,12359,,,CHEMBL622202,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11127,,12359,,,CHEMBL622203,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11128,,12359,,,CHEMBL625522,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11129,,10791,,,CHEMBL622868,,U,Autocuration,1,,22224,Macaca mulatta,9544.0,,,0,BAO_0000218,,
11130,,10791,,,CHEMBL622869,,U,Autocuration,1,,22224,Macaca mulatta,9544.0,Urine,,0,BAO_0000218,1088.0,
11131,,10791,,,CHEMBL622870,,U,Autocuration,1,,22224,Macaca mulatta,9544.0,Urine,,0,BAO_0000218,1088.0,
11132,,138,,,CHEMBL622871,,U,Autocuration,1,,22224,Chlorocebus aethiops,9534.0,,,0,BAO_0000218,,
11133,,14521,,,CHEMBL620560,,N,Intermediate,1,,100710,Macaca fascicularis,9541.0,,,1,BAO_0000218,,
11134,,13953,,,CHEMBL620561,,U,Autocuration,1,,22224,Canis lupus familiaris,9615.0,,,0,BAO_0000218,,
11135,,12836,,,CHEMBL620562,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11136,,12836,,,CHEMBL620563,,N,Intermediate,1,,100712,Cricetinae,10026.0,,,1,BAO_0000218,,
11137,,12836,,,CHEMBL620564,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11138,,14521,,,CHEMBL872265,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11139,,13953,,,CHEMBL620565,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11140,,6799,,,CHEMBL620566,,U,Autocuration,1,,22224,Eutheria,9347.0,,,0,BAO_0000218,,
11141,,11311,,,CHEMBL620567,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11142,,4013,,,CHEMBL620568,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11143,,4013,,,CHEMBL620569,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11144,,17591,,,CHEMBL620570,,U,Autocuration,1,,22224,Eutheria,9347.0,,,0,BAO_0000218,,
11145,,17591,,,CHEMBL620571,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11146,,15011,,,CHEMBL620572,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
11147,,15011,,,CHEMBL620573,,U,Autocuration,1,,22224,Mus musculus,10090.0,,,0,BAO_0000218,,
11148,,15011,,,CHEMBL620574,,U,Autocuration,1,,22224,Mus musculus,10090.0,,,0,BAO_0000218,,
11149,,9552,,,CHEMBL620575,,U,Autocuration,1,,22224,Macaca mulatta,9544.0,,,0,BAO_0000218,,
11150,,9552,,,CHEMBL620576,,U,Autocuration,1,,22224,Canis lupus familiaris,9615.0,,,0,BAO_0000218,,
11151,,3639,,,CHEMBL875846,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11152,,13397,,,CHEMBL620577,,U,Autocuration,1,,22224,Canis lupus familiaris,9615.0,,,0,BAO_0000218,,
11153,,3031,,,CHEMBL620578,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11154,,12818,,,CHEMBL620579,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11155,,4847,,,CHEMBL621248,,U,Autocuration,1,,22224,Eutheria,9347.0,,,0,BAO_0000218,,
11156,,12421,,,CHEMBL625390,,U,Autocuration,1,,22224,Canis lupus familiaris,9615.0,,,0,BAO_0000218,,
11157,,11966,,,CHEMBL625391,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11158,,11218,,,CHEMBL872266,,U,Autocuration,1,,22224,Primates,9443.0,,,0,BAO_0000218,,
11159,,13129,,,CHEMBL625392,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11160,,12350,,,CHEMBL625393,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11161,,2231,,,CHEMBL625394,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11162,,2231,,,CHEMBL625395,,N,Intermediate,1,,50797,Macaca mulatta,9544.0,,,1,BAO_0000218,,
11163,,12187,,,CHEMBL625396,,U,Autocuration,1,,22224,Rattus norvegicus,10116.0,,,0,BAO_0000218,,
11164,,12421,,,CHEMBL625397,,U,Autocuration,1,,22224,Canis lupus familiaris,9615.0,,,0,BAO_0000218,,
11165,,13256,,,CHEMBL625398,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
11166,,13256,,,CHEMBL625399,,N,Intermediate,1,,50594,Mus musculus,10090.0,Blood,,1,BAO_0000218,178.0,
11167,,13256,,,CHEMBL626074,,N,Intermediate,1,,50594,Mus musculus,10090.0,Cerebellum,,1,BAO_0000218,2037.0,
11168,,13256,,,CHEMBL626075,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
11169,,2231,,,CHEMBL626076,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11170,,2231,,,CHEMBL626077,,N,Intermediate,1,,50797,Macaca mulatta,9544.0,Plasma,,1,BAO_0000218,1969.0,
11171,,12178,,,CHEMBL626078,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11172,,12178,,,CHEMBL625846,,U,Autocuration,1,,22224,,,Blood,,0,BAO_0000218,178.0,
11173,,12178,,,CHEMBL625847,,U,Autocuration,1,,22224,,,Blood,,0,BAO_0000218,178.0,
11174,,15633,,,CHEMBL625848,,N,Expert,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11175,,14258,,,CHEMBL625849,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11176,,14224,,,CHEMBL626023,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
11177,,14224,,,CHEMBL626024,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
11178,,14224,,,CHEMBL626025,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
11179,,5566,,,CHEMBL626026,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11180,,16935,,,CHEMBL626027,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11181,,16935,,,CHEMBL626028,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11182,,14224,,,CHEMBL626029,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
11183,,12536,,,CHEMBL626030,,U,Autocuration,1,,22224,,,Plasma,,0,BAO_0000218,1969.0,
11184,,12536,,,CHEMBL626031,,U,Autocuration,1,,22224,,,Plasma,,0,BAO_0000218,1969.0,
11185,,12536,,,CHEMBL626032,,U,Autocuration,1,,22224,,,Plasma,,0,BAO_0000218,1969.0,
11186,,12536,,,CHEMBL626033,,U,Autocuration,1,,22224,,,Plasma,,0,BAO_0000218,1969.0,
11187,,12536,,,CHEMBL626034,,U,Autocuration,1,,22224,,,Plasma,,0,BAO_0000218,1969.0,
11188,,9994,,,CHEMBL626035,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
11189,,1434,,,CHEMBL626036,,U,Autocuration,1,,22224,,,Plasma,,0,BAO_0000218,1969.0,
11190,,12836,,,CHEMBL626037,,N,Expert,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
11191,,12836,,,CHEMBL626038,,N,Intermediate,1,,100712,Cricetinae,10026.0,Plasma,,1,BAO_0000218,1969.0,
11192,,12836,,,CHEMBL626039,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11193,,12545,,,CHEMBL626040,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11194,,13856,,,CHEMBL626041,,N,Intermediate,1,,50592,Oryctolagus cuniculus,9986.0,Plasma,,1,BAO_0000218,1969.0,
11195,,3550,,,CHEMBL626042,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11196,,2632,,,CHEMBL626043,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11197,,5566,,,CHEMBL626044,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11198,,11883,,,CHEMBL626045,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11199,,11883,,,CHEMBL626046,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11200,,14122,,,CHEMBL626047,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
11201,,14122,,,CHEMBL626048,,N,Intermediate,1,,100712,Cricetinae,10026.0,Plasma,,1,BAO_0000218,1969.0,
11202,,14122,,,CHEMBL626049,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11203,,12542,,,CHEMBL626050,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11204,,12542,,,CHEMBL874541,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
11205,,12542,,,CHEMBL622826,,N,Intermediate,1,,100712,Cricetinae,10026.0,Plasma,,1,BAO_0000218,1969.0,
11206,,12542,,,CHEMBL622827,,N,Intermediate,1,,100712,Cricetinae,10026.0,Plasma,,1,BAO_0000218,1969.0,
11207,,12542,,,CHEMBL622828,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11208,,14080,,,CHEMBL622829,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11209,,11911,,,CHEMBL876806,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11210,,13204,,,CHEMBL622830,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11211,,13204,,,CHEMBL622831,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11212,,14346,,,CHEMBL626794,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11213,,14346,,,CHEMBL626795,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11214,,14346,,,CHEMBL626796,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11215,,14346,,,CHEMBL626797,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11216,,14127,,,CHEMBL626798,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11217,,14339,,,CHEMBL626799,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11218,,14339,,,CHEMBL626800,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11219,,13494,,,CHEMBL626801,,U,Autocuration,1,,22224,,,Plasma,,0,BAO_0000218,1969.0,
11220,,14925,,,CHEMBL876816,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11221,,14474,,,CHEMBL626802,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11222,,14474,,,CHEMBL626803,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
11223,,13917,,,CHEMBL626804,,U,Autocuration,1,,22224,,,Plasma,,0,BAO_0000218,1969.0,
11224,,9796,,,CHEMBL626805,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11225,,9796,,,CHEMBL626309,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11226,,9796,,,CHEMBL626310,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11227,,9796,,,CHEMBL626311,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11228,,9796,,,CHEMBL626312,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
11229,,9796,,,CHEMBL626313,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Uterus,,1,BAO_0000218,995.0,
11230,,9796,,,CHEMBL626314,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Uterus,,1,BAO_0000218,995.0,
11231,,9796,,,CHEMBL626315,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Uterus,,1,BAO_0000218,995.0,
11232,,9796,,,CHEMBL626316,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Uterus,,1,BAO_0000218,995.0,
11233,,9796,,,CHEMBL626317,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Uterus,,1,BAO_0000218,995.0,
11234,,8363,,,CHEMBL626318,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11235,,8363,,,CHEMBL626319,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11236,,8363,,,CHEMBL626320,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11237,,8363,,,CHEMBL875053,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11238,,8363,,,CHEMBL626321,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11239,,8363,,,CHEMBL626322,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11240,,8363,,,CHEMBL626323,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11241,,8363,,,CHEMBL626324,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11242,,8363,,,CHEMBL626325,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11243,,8363,,,CHEMBL626326,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11244,,8363,,,CHEMBL626327,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11245,,8363,,,CHEMBL626328,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11246,,8684,,,CHEMBL626329,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11247,,8684,,,CHEMBL626330,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11248,,8684,,,CHEMBL626331,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11249,,8684,,,CHEMBL626332,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11250,,8684,,,CHEMBL626333,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11251,,8684,,,CHEMBL626334,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11252,,8684,,,CHEMBL626335,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11253,,8684,,,CHEMBL624798,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11254,,8684,,,CHEMBL624799,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
11255,,8684,,,CHEMBL624800,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
11256,,8684,,,CHEMBL624801,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
11257,,8684,,,CHEMBL624802,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
11258,,8684,,,CHEMBL624803,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
11259,,8684,,,CHEMBL624804,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
11260,,8684,,,CHEMBL624805,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
11261,,8684,,,CHEMBL624806,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
11262,,8684,,,CHEMBL624807,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11263,,8684,,,CHEMBL624808,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11264,,8684,,,CHEMBL624809,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11265,,8684,,,CHEMBL624810,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11266,,8684,,,CHEMBL877618,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11267,,8684,,,CHEMBL624811,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11268,,8684,,,CHEMBL624812,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11269,,8684,,,CHEMBL624813,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11270,,8684,,,CHEMBL624814,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11271,,8684,,,CHEMBL624815,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11272,,8684,,,CHEMBL624816,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11273,,8684,,,CHEMBL624817,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11274,,6996,,,CHEMBL624818,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11275,,6996,,,CHEMBL624819,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11276,,6996,,,CHEMBL624820,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11277,,6996,,,CHEMBL624821,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11278,,6996,,,CHEMBL624822,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11279,,6996,,,CHEMBL624823,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
11280,,15599,,,CHEMBL624824,,N,Intermediate,1,,50212,Escherichia coli,562.0,,,1,BAO_0000218,,
11281,,9614,,,CHEMBL624825,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11282,,9614,,,CHEMBL624826,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11283,,9614,,,CHEMBL876817,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Cardiac atrium,,1,BAO_0000218,2081.0,
11284,,9614,,,CHEMBL624827,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Cardiac atrium,,1,BAO_0000218,2081.0,
11285,,9614,,,CHEMBL624828,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11286,,9614,,,CHEMBL624829,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11287,,9614,,,CHEMBL624830,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Liver,,1,BAO_0000218,2107.0,
11288,,9614,,,CHEMBL624831,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Liver,,1,BAO_0000218,2107.0,
11289,,9614,,,CHEMBL624832,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Cardiac atrium,,1,BAO_0000218,2081.0,
11290,,9614,,,CHEMBL624833,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Cardiac atrium,,1,BAO_0000218,2081.0,
11291,,9614,,,CHEMBL624834,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11292,,9614,,,CHEMBL624835,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11293,,9614,,,CHEMBL624836,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Spleen,,1,BAO_0000218,2106.0,
11294,,9614,,,CHEMBL624837,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Spleen,,1,BAO_0000218,2106.0,
11295,,9071,,,CHEMBL624838,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11296,,9071,,,CHEMBL622188,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
11297,,9071,,,CHEMBL622189,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
11298,,9071,,,CHEMBL622190,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
11299,,9071,,,CHEMBL625170,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
11300,,9071,,,CHEMBL625171,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
11301,,9071,,,CHEMBL625172,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
11302,,9071,,,CHEMBL625173,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
11303,,9071,,,CHEMBL625174,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Liver,,1,BAO_0000218,2107.0,
11304,,9071,,,CHEMBL625175,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Liver,,1,BAO_0000218,2107.0,
11305,,9071,,,CHEMBL625176,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Liver,,1,BAO_0000218,2107.0,
11306,,9071,,,CHEMBL625177,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Lung,,1,BAO_0000218,2048.0,
11307,,9071,,,CHEMBL625178,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Lung,,1,BAO_0000218,2048.0,
11308,,9071,,,CHEMBL625179,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Lung,,1,BAO_0000218,2048.0,
11309,,9071,,,CHEMBL625180,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Lung,,1,BAO_0000218,2048.0,
11310,,10677,,,CHEMBL625181,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
11311,,9750,,,CHEMBL625182,,N,Intermediate,1,,50594,Mus musculus,10090.0,Urine,,1,BAO_0000218,1088.0,
11312,,8319,,,CHEMBL625183,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11313,,8319,,,CHEMBL875848,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11314,,8319,,,CHEMBL622260,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11315,,8319,,,CHEMBL622261,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
11316,,8319,,,CHEMBL622262,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
