AgencyID,Employer,City,NumberCreditCards,Gender,MiddleInitial,Income,NumberCars,NumberChildren,MaritalStatus,Age,CreditRating,OwnOrRentFlag,NetWorth
ogs5416,TJX,Raleigh,0.0,M,K,34919.0,5.0,2.0,M,82.0,315.0,U,2076564.0
Bmh5417,Costco Wholesale,Des Moines,3.0,,F,384605.0,4.0,1.0,D,,726.0,R,3625553.0
Tab5418,Cablevision Systems,Hollywood,1.0,m,,7652.0,2.0,2.0,M,83.0,707.0,O,2472184.0
esg5419,Fidelity National Information,Worcester,7.0,,,224137.0,4.0,1.0,W,79.0,703.0,O,38001.0
Eeh5420,Gardner Denver,Overland Park,10.0,M,,118621.0,2.0,1.0,U,23.0,707.0,O,3707935.0
Lfn5421,NV Energy,Louisville,10.0,,,4091.0,,5.0,M,31.0,,R,2848964.0
Djg5422,Sherwin-Williams,Boston,0.0,,,321761.0,4.0,0.0,U,52.0,612.0,O,2565058.0
Fon5423,Freddie Mac,New York,1.0,,e,192629.0,3.0,1.0,W,41.0,546.0,O,2050797.0
XWU5424,Time Warner,Warwick,3.0,f,Q,330326.0,4.0,1.0,S,32.0,797.0,O,2052036.0
NBO5425,CommScope,Savannah,7.0,,t,93980.0,2.0,4.0,M,37.0,570.0,O,708356.0
TTE5426,NYSE Euronext,Newport News,9.0,F,,72079.0,5.0,5.0,S,60.0,364.0,O,2770988.0
Zlr5427,Kellogg,Garden Grove,9.0,M,V,213425.0,5.0,,S,69.0,305.0,R,2861918.0
Vxz5428,MDU Resources Group,Lancaster,10.0,,,409903.0,2.0,2.0,M,92.0,302.0,O,
nay5429,Pacific Life,Baton Rouge,9.0,,,202089.0,2.0,2.0,M,1.0,714.0,,647555.0
Rvc5430,Phoenix,Pasadena,6.0,F,x,,2.0,0.0,S,92.0,585.0,O,808503.0
Hko5431,CVR Energy,Long Beach,4.0,,E,411765.0,,5.0,D,44.0,387.0,O,1801625.0
Ejy5432,Joy Global,Anaheim,10.0,,r,482731.0,2.0,1.0,S,,846.0,O,2399278.0
Etu5433,Pantry,Billings,0.0,,,41032.0,1.0,2.0,W,56.0,549.0,O,870485.0
DJH5434,Dick's Sporting Goods,Erie,3.0,,,243426.0,5.0,3.0,D,67.0,655.0,,2942331.0
Qah5435,Psychiatric Solutions,Newark,2.0,m,Q,437953.0,3.0,2.0,S,62.0,347.0,O,692674.0
Eld5436,,Louisville,10.0,,,190863.0,3.0,4.0,W,41.0,546.0,O,2940057.0
Oid5437,Lockheed Martin,Chula Vista,4.0,m,L,445633.0,0.0,2.0,S,100.0,629.0,O,1128272.0
UDW5438,Lincoln Electric Holdings,Tulsa,4.0,m,B,224741.0,5.0,5.0,S,18.0,488.0,U,1650427.0
BLH5439,Scholastic,Charleston,,f,,371108.0,3.0,,D,26.0,743.0,U,2568550.0
Tza5440,Allegheny Energy,Laredo,7.0,M,N,278877.0,4.0,3.0,U,100.0,629.0,U,1341079.0
Guh5441,Donaldson,Norfolk,6.0,,E,85839.0,2.0,5.0,W,72.0,,O,1046252.0
lqf5442,,Lafayette,8.0,m,h,366930.0,3.0,0.0,S,20.0,436.0,O,3902708.0
HCH5443,Bristol-Myers Squibb,Virginia Beach,,,z,16046.0,4.0,5.0,W,64.0,307.0,,3849338.0
bqn5444,Southern Union,Garden Grove,4.0,,z,68650.0,1.0,2.0,U,16.0,698.0,O,1239592.0
Mzn5445,Northrop Grumman,Hay River,2.0,,,210141.0,5.0,3.0,W,58.0,624.0,R,2146341.0
vtw5446,Torchmark,St. Johns,2.0,f,N,237469.0,5.0,1.0,S,31.0,,R,1703086.0
ILF5447,Lennox International,Pueblo,0.0,,,279141.0,5.0,4.0,S,89.0,672.0,R,1222335.0
SLI5448,Kraft Foods,Oakland,0.0,,U,326217.0,3.0,5.0,M,59.0,773.0,O,3258664.0
Pca5449,Limited Brands,Savannah,5.0,f,,55139.0,3.0,5.0,S,17.0,639.0,U,2986226.0
Zcz5450,T. Rowe Price,Biloxi,10.0,,H,329264.0,1.0,3.0,M,76.0,602.0,R,2533223.0
SLB5451,Raymond James Financial,Worcester,10.0,m,,413885.0,4.0,1.0,S,74.0,310.0,,1790474.0
Qtw5452,Cytec Industries,Regina,6.0,M,,70724.0,3.0,0.0,M,21.0,793.0,O,998913.0
yct5453,El Paso,Santa Clara,6.0,m,,301058.0,5.0,2.0,M,95.0,565.0,O,1358592.0
Vqa5454,Magellan Health Services,Chicago,4.0,,p,431556.0,5.0,,W,85.0,782.0,O,2620095.0
eay5455,McKesson,Saskatoon,0.0,,p,77691.0,5.0,4.0,,74.0,630.0,R,1924320.0
adz5456,Xcel Energy,Salt Lake City,5.0,,,109667.0,4.0,2.0,,88.0,404.0,O,1547194.0
csf5457,Cinemark Holdings,Mesa,10.0,,A,308107.0,1.0,2.0,D,5.0,347.0,O,2399695.0
Eus5458,Teradata,Charlotte,6.0,,n,54478.0,,0.0,S,45.0,805.0,U,961080.0
Ihi5459,Con-way,Berkeley,7.0,,O,305227.0,3.0,5.0,M,29.0,420.0,O,2992287.0
hwo5460,Radian Group,London,0.0,M,,206264.0,4.0,0.0,M,48.0,560.0,U,3912733.0
BTM5461,Nacco Industries,Austin,0.0,,,425333.0,,2.0,U,78.0,315.0,U,1248714.0
pxt5462,Procter & Gamble,Dawson City,9.0,f,d,404577.0,5.0,5.0,D,29.0,409.0,O,2127964.0
Tdt5463,Regions Financial,Hayward,10.0,m,,498062.0,1.0,5.0,U,20.0,652.0,O,2706243.0
Mnw5464,Black & Decker,Missoula,5.0,,g,83196.0,1.0,5.0,M,45.0,708.0,O,3248346.0
Tfe5465,Global Partners,Anaheim,10.0,f,,451030.0,1.0,5.0,D,84.0,785.0,O,3441222.0
Sgk5466,,Nashville,0.0,F,j,23216.0,3.0,5.0,M,,591.0,U,2156839.0
EWE5467,Electronic Arts,San Bernardino,4.0,F,V,174978.0,5.0,4.0,M,52.0,523.0,O,3461203.0
Arc5468,Zale,Columbus,10.0,M,P,47677.0,3.0,4.0,M,21.0,449.0,,903386.0
ROL5469,Verso Paper,New Orleans,3.0,F,G,251944.0,3.0,0.0,M,61.0,686.0,O,1881111.0
HVP5470,Amphenol,Fort Wayne,1.0,f,I,259902.0,3.0,5.0,M,23.0,,R,2918297.0
FLO5471,Xilinx,Hilo,3.0,m,,274812.0,5.0,3.0,,36.0,438.0,O,1299540.0
kgx5472,Las Vegas Sands,Fort Lauderdale,2.0,f,o,467632.0,3.0,3.0,S,74.0,756.0,O,904932.0
Lss5473,Cummins,Chesapeake,0.0,,,23317.0,4.0,1.0,M,48.0,435.0,O,2803070.0
tkz5474,Aleris International,Santa Ana,3.0,F,,104246.0,5.0,5.0,S,10.0,504.0,O,3275913.0
fes5475,Guess,Warren,9.0,,,247863.0,2.0,1.0,M,23.0,743.0,U,429634.0
UCC5476,Barnes & Noble,Ottawa,2.0,,R,363727.0,0.0,1.0,M,24.0,612.0,O,2316804.0
Jxq5477,New Jersey Resources,Stamford,7.0,,,300345.0,0.0,2.0,M,79.0,710.0,O,1249601.0
LBG5478,Complete Production Services,Seattle,3.0,,z,390445.0,,0.0,S,16.0,848.0,R,997792.0
Nzb5479,Monsanto,Santa Rosa,6.0,,,31670.0,4.0,4.0,M,70.0,824.0,O,3242507.0
Kqq5480,Atlas America,Augusta,1.0,,K,,1.0,0.0,W,87.0,715.0,O,2996279.0
MGV5481,Administaff,Knoxville,2.0,,,280311.0,,4.0,M,87.0,619.0,O,640119.0
ipp5482,Hormel Foods,Kansas City,9.0,M,h,122090.0,4.0,1.0,S,81.0,707.0,,2937555.0
EAT5483,Pride International,Coral Springs,5.0,,C,58166.0,2.0,3.0,W,14.0,586.0,O,2669221.0
Czc5484,Molson Coors Brewing,Little Rock,4.0,,,89677.0,5.0,2.0,S,42.0,,O,3439467.0
Cnr5485,W.R. Grace,Glendale,1.0,,v,204547.0,1.0,2.0,U,55.0,788.0,O,2789746.0
Wto5486,NRG Energy,Akron,7.0,,k,459589.0,0.0,0.0,W,30.0,730.0,O,3680293.0
xvd5487,Danaher,Warren,7.0,,D,200878.0,4.0,4.0,M,98.0,361.0,O,2554864.0
LGA5488,Freddie Mac,Missoula,0.0,m,,381094.0,1.0,5.0,M,45.0,,,822209.0
Dlk5489,WGL Holdings,Dayton,,F,,378685.0,0.0,1.0,M,9.0,722.0,R,2247565.0
ued5490,Polaris Industries,Augusta,8.0,,K,39914.0,5.0,3.0,U,37.0,700.0,R,3380570.0
xio5491,PolyOne,Sioux Falls,8.0,F,,238318.0,3.0,,S,19.0,654.0,O,
Bbx5492,,Garden Grove,6.0,m,w,417537.0,,4.0,M,,628.0,O,2168077.0
Ozs5493,McClatchy,Provo,0.0,m,,490817.0,2.0,1.0,M,28.0,461.0,O,2153242.0
Pdt5494,Steel Dynamics,Greensboro,1.0,,,483809.0,5.0,2.0,M,80.0,503.0,O,
Akf5495,General Mills,Modesto,5.0,F,H,330213.0,0.0,2.0,U,9.0,550.0,O,3633201.0
ftm5496,,Thousand Oaks,5.0,,V,148953.0,,2.0,S,37.0,736.0,O,1174340.0
Tpx5497,Symantec,Sherbrooke,6.0,m,U,135666.0,2.0,4.0,S,88.0,,U,3603859.0
KFT5498,Reliance Steel & Aluminum,Spokane,0.0,m,B,336426.0,2.0,4.0,U,90.0,758.0,O,2993705.0
Fky5499,Complete Production Services,Orlando,1.0,f,R,395736.0,4.0,2.0,D,53.0,508.0,O,836666.0
FKK5500,Brinker International,Scottsdale,5.0,,,356318.0,0.0,1.0,S,88.0,687.0,O,93506.0
Vym5501,Apple,Vancouver,4.0,F,,307496.0,4.0,,D,61.0,761.0,,378998.0
PLZ5502,Walgreen,Montreal,4.0,,,253577.0,3.0,3.0,M,77.0,759.0,O,3382148.0
oyu5503,Live Nation,Billings,6.0,F,H,17408.0,3.0,3.0,W,37.0,418.0,O,965558.0
Hrl5504,Dominion Resources,Brownsville,4.0,,V,288799.0,5.0,1.0,M,93.0,430.0,O,1293257.0
Zol5505,ArvinMeritor,Waterbury,10.0,F,,85295.0,2.0,1.0,M,62.0,536.0,R,681616.0
PUT5506,Spectra Energy,San Diego,2.0,M,E,,,1.0,S,59.0,692.0,O,1145191.0
mwx5507,Kroger,Akron,7.0,,,71091.0,3.0,2.0,M,32.0,744.0,O,1248514.0
Kct5508,Radian Group,Hollywood,1.0,f,,499324.0,5.0,1.0,M,65.0,647.0,O,1403092.0
bcf5509,AES,Fort Wayne,5.0,,,,0.0,3.0,M,64.0,619.0,U,3902074.0
Liq5510,Popular,Rochester,4.0,m,,186981.0,2.0,2.0,M,25.0,789.0,R,3168726.0
KMG5511,Anixter International,Atlanta,6.0,F,,43973.0,1.0,3.0,U,63.0,475.0,R,3913954.0
Rnt5512,Valspar,Berkeley,10.0,F,L,497873.0,3.0,0.0,M,19.0,305.0,O,3142412.0
Tvf5513,UGI,Burlington,1.0,M,M,192573.0,5.0,1.0,D,24.0,760.0,O,
FDD5514,Danaher,Huntington Beach,9.0,M,,359623.0,1.0,3.0,U,56.0,565.0,O,3810936.0
Oih5515,Thomas & Betts,San Diego,7.0,m,Z,71500.0,0.0,4.0,W,68.0,508.0,O,715063.0
Peq5516,Energy Future Holdings,Akron,6.0,,,387445.0,0.0,3.0,M,7.0,672.0,O,3472931.0
EHN5517,Service Enterprise Group,Huntington,9.0,f,H,272389.0,0.0,0.0,S,87.0,350.0,O,3036299.0
Qub5518,Hubbell,Fort Smith,7.0,,K,360310.0,3.0,3.0,,75.0,527.0,R,2714666.0
STA5519,Quest Diagnostics,Huntsville,7.0,,O,200129.0,0.0,2.0,M,31.0,,O,3027823.0
ixb5520,Wesco International,Fort Worth,10.0,,L,,3.0,4.0,W,38.0,404.0,O,2525050.0
Uvi5521,Stater Bros. Holdings,Abilene,7.0,,B,217295.0,2.0,2.0,S,5.0,,,1237488.0
CPY5522,Terex,Eugene,7.0,,,310155.0,5.0,5.0,M,5.0,555.0,O,1774557.0
vwn5523,Vishay Intertechnology,San Bernardino,10.0,,K,261262.0,5.0,4.0,U,69.0,490.0,O,2304038.0
opw5524,PepsiCo,Hialeah,0.0,,k,166696.0,4.0,0.0,S,15.0,579.0,O,2004129.0
nqw5525,Kindred Healthcare,Rochester,10.0,M,,95900.0,5.0,1.0,U,76.0,697.0,O,3583711.0
Acc5526,Guess,Sunnyvale,2.0,,A,56115.0,2.0,3.0,W,69.0,789.0,O,3558529.0
fgq5527,Rent A Center,Las Cruces,9.0,,,253569.0,3.0,5.0,W,7.0,453.0,O,882017.0
Dlu5528,Northern Trust Corp.,Phoenix,3.0,m,G,163471.0,5.0,5.0,M,24.0,377.0,U,1350339.0
Aco5529,Wells Fargo,Orange,1.0,,,142174.0,4.0,,D,65.0,620.0,R,3913162.0
Thv5530,Marriott International,Laredo,10.0,,,252035.0,5.0,2.0,,69.0,429.0,O,
Teh5531,,Arlington,0.0,f,p,181895.0,4.0,5.0,M,,733.0,R,2398862.0
XQE5532,Bed Bath & Beyond,Washington,8.0,,,465514.0,5.0,3.0,S,83.0,,O,3309699.0
FHS5533,Exide Technologies,Montpelier,1.0,M,,41564.0,3.0,2.0,S,100.0,769.0,O,2041694.0
Jmp5534,Brookdale Senior Living,Bellevue,1.0,,H,226263.0,3.0,4.0,S,17.0,369.0,O,3978862.0
COY5535,Leggett & Platt,Mobile,3.0,,n,,4.0,4.0,U,88.0,330.0,O,3624524.0
Pct5536,General Mills,Glendale,6.0,M,C,164207.0,3.0,5.0,M,74.0,482.0,R,1934481.0
JFL5537,Qwest Communications,St. Johns,,f,,31263.0,0.0,3.0,M,93.0,771.0,O,2018828.0
OHA5538,,Abilene,1.0,f,E,460502.0,2.0,5.0,U,8.0,392.0,R,3201161.0
rul5539,,Provo,4.0,m,N,454316.0,0.0,0.0,U,44.0,688.0,O,1244782.0
Vsf5540,Cardinal Health,Greensboro,4.0,f,R,9852.0,4.0,4.0,S,76.0,460.0,R,3025736.0
tzl5541,Advanced Micro Devices,Lowell,3.0,,e,448609.0,5.0,5.0,S,31.0,633.0,O,1044942.0
CWU5542,Conseco,Nashua,7.0,f,,460996.0,3.0,0.0,U,98.0,588.0,O,1257286.0
FAI5543,Northern Trust Corp.,Colorado Springs,10.0,,m,104746.0,4.0,2.0,S,43.0,476.0,,828939.0
mnk5544,Masco,Elizabeth,,m,,376508.0,3.0,3.0,U,24.0,832.0,U,1115250.0
Mpx5545,,Columbia,7.0,,,28832.0,3.0,2.0,M,43.0,,O,3115776.0
Jvi5546,RPM International,Salem,4.0,f,,243990.0,4.0,3.0,U,5.0,474.0,O,3825800.0
Erc5547,Vornado Realty Trust,Santa Fe,7.0,,L,390788.0,0.0,4.0,M,9.0,473.0,O,129448.0
bcl5548,Abbott Laboratories,Tempe,8.0,J,,73408.0,4.0,5.0,M,24.0,720.0,O,2544843.0
Gfq5549,Questar,Pittsburgh,7.0,,,496467.0,3.0,1.0,M,20.0,396.0,O,2188910.0
Whn5550,Black & Decker,Bellevue,0.0,f,,,4.0,5.0,U,20.0,360.0,,2513129.0
Mcl5551,MPS Group,Miami,3.0,m,,301310.0,1.0,4.0,S,80.0,491.0,O,2961107.0
Qfl5552,Whirlpool,Raleigh,2.0,,V,385374.0,3.0,4.0,D,51.0,539.0,O,1444988.0
Cbq5553,,Lewiston,6.0,F,r,345479.0,1.0,2.0,M,12.0,747.0,U,2696032.0
QYC5554,R.H. Donnelley,Beaumont,0.0,F,a,337991.0,2.0,3.0,D,21.0,703.0,R,1732556.0
OUY5555,Manitowoc,Cleveland,3.0,,k,247950.0,1.0,0.0,M,40.0,567.0,O,801314.0
nsc5556,American Axle & Manufacturing,Berkeley,5.0,,,148730.0,,5.0,M,96.0,404.0,O,1081657.0
Ltw5557,Volt Information Sciences,Bakersfield,2.0,M,P,176675.0,2.0,0.0,M,75.0,444.0,R,
ZUW5558,Robert Half International,Topeka,7.0,m,,4497.0,3.0,5.0,U,,598.0,O,379013.0
Qnf5559,Jones Lang LaSalle,Fargo,8.0,,,491122.0,2.0,0.0,M,73.0,799.0,O,3365660.0
Amu5560,Markel,Montreal,3.0,f,h,209652.0,0.0,4.0,U,,337.0,O,2335207.0
THT5561,Holly,Plano,3.0,,N,359505.0,5.0,1.0,S,89.0,688.0,O,2888082.0
Nuj5562,Dover,Charlotte,6.0,m,P,266972.0,4.0,3.0,M,59.0,735.0,O,3610589.0
ynj5563,Nationwide,Durham,0.0,,C,391604.0,4.0,0.0,D,1.0,544.0,O,2175165.0
Erq5564,National Life Group,Salem,1.0,,,194371.0,0.0,1.0,S,27.0,399.0,O,85711.0
ifm5565,Manitowoc,Scottsdale,1.0,,w,156912.0,4.0,0.0,M,23.0,442.0,R,106276.0
YLE5566,Mueller Water Products,Moncton,1.0,m,,274176.0,0.0,5.0,W,11.0,453.0,O,726121.0
syj5567,Allegheny Technologies,Grand Rapids,,,,4054.0,0.0,5.0,U,29.0,758.0,O,
NXN5568,Brown-Forman,San Antonio,,,,,0.0,2.0,M,53.0,369.0,O,2054953.0
Ipg5569,Source Interlink Cos.,Greensboro,0.0,,J,435603.0,1.0,3.0,U,,352.0,U,1656079.0
AWA5570,Kindred Healthcare,Evansville,10.0,,,424019.0,1.0,5.0,W,39.0,635.0,O,2246497.0
Veg5571,Crosstex Energy,Detroit,7.0,f,d,495818.0,3.0,5.0,W,86.0,729.0,,3332629.0
Qju5572,Northwestern Mutual,Santa Ana,3.0,F,K,498432.0,4.0,2.0,S,75.0,764.0,R,2397452.0
Azt5573,Hertz Global Holdings,Macon,4.0,f,a,117222.0,4.0,3.0,M,59.0,573.0,O,2010843.0
JLX5574,McGraw-Hill,Amarillo,8.0,f,H,311666.0,3.0,4.0,U,75.0,492.0,O,793054.0
Pjm5575,Shaw Group,Syracuse,6.0,,Z,321757.0,3.0,3.0,U,74.0,460.0,R,2719611.0
ldt5576,Bank of New York Mellon Corp.,St. Catharines,6.0,,O,,2.0,4.0,S,54.0,,O,2283822.0
RHO5577,United Technologies,Fremont,7.0,M,,188551.0,0.0,2.0,S,88.0,448.0,O,3483834.0
cjg5578,Discovery Communications,Bismarck,5.0,M,,161428.0,3.0,,M,4.0,834.0,U,3758649.0
qbz5579,Silgan Holdings,Garland,10.0,,,292411.0,3.0,0.0,M,97.0,599.0,O,1108005.0
ipg5580,Donaldson,Sioux Falls,9.0,F,,119334.0,3.0,1.0,M,,546.0,U,3254563.0
Noa5581,Discover Financial Services,Provo,0.0,,B,427255.0,5.0,3.0,W,17.0,338.0,O,1314408.0
MHX5582,Avis Budget Group,Lafayette,3.0,,v,95716.0,,2.0,M,83.0,729.0,O,1687481.0
Ird5583,Williams-Sonoma,Yonkers,4.0,,,65561.0,,5.0,W,26.0,711.0,O,2503779.0
Syk5584,Sally Beauty Holdings,Moreno Valley,6.0,F,Z,464509.0,4.0,0.0,,72.0,305.0,O,40913.0
SHY5585,Fannie Mae,Hay River,,f,N,366790.0,3.0,3.0,M,18.0,756.0,O,1608918.0
Jfs5586,,Warwick,3.0,,q,206727.0,5.0,3.0,U,,714.0,O,3228469.0
Wfp5587,US Oncology Holdings,Hayward,7.0,,M,392730.0,4.0,0.0,S,26.0,767.0,O,1633706.0
Auh5588,Domtar,Lewiston,0.0,,T,73285.0,0.0,4.0,M,14.0,763.0,O,1692218.0
Vhi5589,Air Products & Chemicals,Simi Valley,8.0,,S,197176.0,0.0,0.0,,73.0,585.0,O,3865120.0
Hjw5590,Covance,Little Rock,8.0,,G,344607.0,2.0,0.0,S,79.0,744.0,U,1330273.0
fln5591,Expeditors International,Nashville,10.0,,,,2.0,3.0,M,56.0,450.0,R,3542132.0
Tav5592,NiSource,Hollywood,6.0,,,379891.0,4.0,2.0,D,47.0,423.0,O,212410.0
zdt5593,International Game Technology,Mobile,10.0,M,h,,4.0,1.0,S,35.0,596.0,,3952024.0
Myd5594,Kennametal,Regina,3.0,m,S,420656.0,1.0,2.0,W,10.0,595.0,O,251593.0
Jih5595,Nash-Finch,Des Moines,5.0,f,E,243283.0,0.0,2.0,D,86.0,446.0,O,3398277.0
EBB5596,McCormick,Santa Clarita,7.0,m,q,424836.0,0.0,2.0,M,13.0,685.0,O,253410.0
HOD5597,Advanced Micro Devices,Bellevue,1.0,,,234234.0,1.0,3.0,,91.0,517.0,O,3494679.0
Ltm5598,Xilinx,Dallas,4.0,,,175378.0,5.0,4.0,U,22.0,534.0,R,3748658.0
xry5599,AutoNation,Lexington,1.0,m,,328191.0,5.0,2.0,M,4.0,320.0,,2178819.0
vah5600,Becton Dickinson,Las Cruces,3.0,Y,,328428.0,5.0,4.0,W,6.0,747.0,O,
JDN5601,eBay,New Haven,5.0,f,,7369.0,5.0,,M,,668.0,,851394.0
cei5602,Fiserv,Grand Rapids,1.0,F,L,81503.0,4.0,4.0,U,40.0,453.0,O,1988026.0
Exo5603,,Modesto,10.0,m,Q,433497.0,3.0,5.0,D,98.0,,,3772954.0
Dho5604,Bon-Ton Stores,Denver,0.0,,,287592.0,2.0,5.0,U,6.0,505.0,O,2400176.0
Hno5605,Bank of America Corp.,Toronto,4.0,f,Y,416776.0,5.0,5.0,M,36.0,583.0,O,1114900.0
Sqw5606,Alliant Techsystems,Lancaster,8.0,,W,472355.0,1.0,3.0,M,26.0,740.0,O,1663807.0
CQU5607,Visa,Newark,1.0,,F,481039.0,4.0,4.0,S,24.0,622.0,U,3265032.0
Tnk5608,Borders Group,Fort Worth,4.0,f,,4914.0,2.0,2.0,M,96.0,695.0,R,1216096.0
Ehr5609,Cincinnati Financial,Livonia,2.0,F,E,150486.0,3.0,1.0,W,22.0,342.0,O,1957999.0
Aqj5610,PSS World Medical,Boise,5.0,,w,447670.0,1.0,0.0,S,57.0,301.0,O,
OFI5611,,San Francisco,6.0,F,,155175.0,1.0,3.0,W,35.0,647.0,R,2124213.0
Wmn5612,Belden,Greensboro,,,,352153.0,3.0,4.0,M,,433.0,U,2515751.0
Mzk5613,Pentair,Ann Arbor,5.0,f,,132210.0,3.0,2.0,U,54.0,422.0,O,2953465.0
Sgy5614,,Livonia,6.0,,z,57328.0,0.0,5.0,,77.0,402.0,O,101929.0
EPM5615,Biogen Idec,Hollywood,4.0,M,S,80613.0,3.0,1.0,M,,583.0,O,1776855.0
TUQ5616,Best Buy,Fort Collins,4.0,,,416209.0,3.0,4.0,S,81.0,764.0,O,
zxn5617,General Mills,Oklahoma City,0.0,,H,228206.0,5.0,3.0,M,68.0,363.0,R,2381883.0
Hph5618,Quest Diagnostics,Macon,6.0,,,330498.0,3.0,3.0,M,4.0,649.0,O,266540.0
Rcu5619,Health Management Associates,Burlington,1.0,,,120542.0,1.0,5.0,U,10.0,800.0,O,3692291.0
qgu5620,Perini,New Orleans,0.0,,f,425721.0,1.0,1.0,U,100.0,423.0,R,1113569.0
fsl5621,Ross Stores,Stamford,9.0,F,I,707.0,0.0,1.0,M,61.0,588.0,O,3897077.0
omw5622,"Toys ""R"" Us",Huntington,0.0,,,188232.0,5.0,1.0,M,54.0,474.0,O,255767.0
ccs5623,Boeing,Eugene,7.0,,K,217844.0,2.0,4.0,M,,671.0,O,3608309.0
Yag5624,PC Connection,Yellow Knife,6.0,,N,327150.0,0.0,0.0,M,17.0,713.0,,1525141.0
yta5625,Walt Disney,Sydney,10.0,F,,157854.0,0.0,4.0,S,15.0,338.0,O,1104094.0
Cmj5626,Dollar General,Sioux Falls,6.0,F,,395206.0,2.0,4.0,S,,547.0,U,3800773.0
qbt5627,Sauer-Danfoss,Bismarck,6.0,F,,93952.0,1.0,1.0,M,52.0,387.0,O,3465106.0
Pcb5628,Black & Decker,Lakewood,5.0,,,301875.0,5.0,2.0,U,89.0,516.0,O,3767956.0
icj5629,HealthSouth,Tulsa,6.0,M,A,367676.0,2.0,2.0,S,18.0,432.0,O,2981320.0
pat5630,T. Rowe Price,Peoria,5.0,m,l,195221.0,3.0,3.0,M,57.0,708.0,U,647216.0
Pqn5631,Liz Claiborne,Rapid City,2.0,m,,91187.0,4.0,0.0,U,26.0,695.0,R,3817136.0
Aoc5632,NetApp,North Las Vegas,,f,J,257312.0,3.0,2.0,M,28.0,531.0,R,2811021.0
Nlv5633,Vought Aircraft Industries,Fargo,7.0,,,123343.0,,1.0,W,29.0,661.0,R,2294930.0
Afj5634,Universal,Lansing,9.0,m,v,437186.0,1.0,3.0,M,49.0,624.0,O,3210066.0
Hay5635,Darden Restaurants,St. Petersburg,4.0,F,,69345.0,4.0,2.0,D,76.0,632.0,O,2832620.0
bou5636,Sentry Insurance Group,Palmdale,8.0,,a,,5.0,0.0,M,13.0,398.0,R,3304050.0
Lvm5637,Lennox International,Eugene,1.0,,a,150627.0,4.0,4.0,D,8.0,725.0,O,3477836.0
jnl5638,Clorox,Garden Grove,4.0,,,,4.0,0.0,M,52.0,749.0,O,954644.0
TZV5639,United Services Automobile,St. Petersburg,4.0,F,,267429.0,0.0,0.0,U,14.0,617.0,O,1646314.0
xjb5640,Solo Cup,Santa Clara,,,,404866.0,4.0,0.0,S,64.0,662.0,O,1291662.0
QKN5641,Pilgrim's Pride,Huntsville,4.0,m,,460181.0,3.0,0.0,,74.0,313.0,O,1852586.0
Pqb5642,M&T Bank Corp.,Albuquerque,0.0,f,,157468.0,3.0,4.0,M,55.0,815.0,O,2787382.0
Gfg5643,Massey Energy,Lansing,4.0,M,,379051.0,3.0,1.0,M,44.0,364.0,O,3034910.0
Guh5644,Boeing,Frederick,7.0,,,467514.0,0.0,,W,82.0,329.0,R,3350984.0
lmh5645,Sunrise Senior Living,Shreveport,7.0,f,,399866.0,4.0,4.0,U,41.0,342.0,O,
Rfp5646,Oracle,Chandler,9.0,m,E,11080.0,0.0,4.0,M,25.0,769.0,U,1535623.0
SSR5647,Northwestern Mutual,Hayward,7.0,f,X,98673.0,4.0,0.0,M,11.0,370.0,O,739619.0
ahq5648,Spectra Energy,Jacksonville,4.0,f,Y,125456.0,3.0,2.0,M,89.0,,R,296677.0
Qsw5649,Phillips-Van Heusen,Mount Pearl,5.0,,,415367.0,3.0,4.0,U,57.0,596.0,O,3610459.0
xfo5650,,Wichita,4.0,f,H,68892.0,1.0,0.0,U,39.0,767.0,,2058019.0
Yrm5651,,Chicago,4.0,f,c,334371.0,0.0,2.0,M,7.0,434.0,U,2529205.0
nwh5652,DynCorp International,Yellow Knife,6.0,m,,273891.0,3.0,2.0,M,45.0,726.0,O,998880.0
dok5653,Century Aluminum,Laredo,0.0,M,,64296.0,0.0,3.0,S,37.0,379.0,O,2365602.0
fea5654,Kellogg,Fargo,7.0,M,,,0.0,0.0,D,93.0,527.0,O,983638.0
Wzo5655,West,Oceanside,5.0,r,,471315.0,3.0,3.0,S,56.0,663.0,O,2379828.0
JWO5656,Landstar System,Winston-Salem,5.0,m,t,433818.0,4.0,5.0,M,97.0,426.0,O,208614.0
BOZ5657,Dover,Rochester,0.0,m,,368280.0,3.0,5.0,D,4.0,324.0,O,3837038.0
OOV5658,Shaw Group,San Diego,1.0,,T,368445.0,1.0,1.0,W,22.0,441.0,O,3493130.0
FAA5659,Hawaiian Electric Industries,Torrance,10.0,F,M,56606.0,0.0,0.0,M,39.0,579.0,R,1508968.0
Fxa5660,M&F Worldwide,Jackson,4.0,M,U,405964.0,1.0,3.0,S,35.0,750.0,O,2738021.0
Nsc5661,,Knoxville,5.0,,W,47295.0,3.0,3.0,S,49.0,794.0,R,3433946.0
Yjv5662,Hexion Specialty Chemicals,Costa Mesa,0.0,,X,35637.0,5.0,2.0,M,74.0,690.0,O,1179132.0
tul5663,Wyndham Worldwide,Hilo,0.0,F,,433817.0,5.0,5.0,M,,708.0,O,887648.0
ypr5664,Scana,Idaho Falls,9.0,,,63220.0,3.0,,W,75.0,,O,981285.0
pce5665,IDT,Chesapeake,0.0,m,,346536.0,4.0,0.0,D,47.0,357.0,O,2687642.0
