miller2_FiYe,miller2_CouReN,miller2_OrgaID,miller2_IndigIs,miller2_BrN,miller2_SecPer,miller2_OrganTy,miller2_SecID,miller2_ChIss,miller2_ProBroCounID,miller2_Biodiv,miller2_ConNa,Sector ID,miller2_OrganiCl,miller2_DiID,miller2_CliChaAda,miller2_ClChaMiti,miller2_Deser,miller2_PartiDevAGoGov,miller2_TrDevelo,miller2_UrIs,miller2_YoIss,miller2_DisIs,miller2_ICTAATFoDeve,miller2_KnoFDevelo,miller2_GeEqu,miller2_OrgN,miller2_OrgSu,miller2_ContiID,miller2_CouRegID,miller2_CouRegPer,miller2_SecNa,miller2_AmSp
2009/2010,Guinea,1011140,0,KFM Partnership for Develop. Innovation,0.12300000000000001,Canadian Non-Profit Making,S6222,0,GN,0,Africa,15150,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,GN,0.0754,Democratic participation and civil society,110190.9141
2009/2010,Guinea,1011140,0,KFM Partnership for Develop. Innovation,0.1678,Canadian Non-Profit Making,S6222,0,GN,0,Africa,15160,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,GN,0.0754,Human rights,150325.4909
2009/2010,Guinea,1011140,0,KFM Partnership for Develop. Innovation,0.0476,Canadian Non-Profit Making,S6222,0,GN,0,Africa,16064,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,GN,0.0754,Social mitigation of HIV/AIDS,42642.98789
2009/2010,Guinea,1011140,0,KFM Partnership for Develop. Innovation,0.0531,Canadian Non-Profit Making,S6222,0,GN,0,Africa,31161,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,GN,0.0754,Food crop production,47570.22389
2009/2010,Guinea,1011140,0,KFM Partnership for Develop. Innovation,0.1413,Canadian Non-Profit Making,S6222,0,GN,0,Africa,31194,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,GN,0.0754,Agricultural co-operatives,126585.17199999999
2009/2010,Guinea,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,GN,0,Africa,32130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,GN,0.0754,Small and medium-sized enterprises (SME) development,63426.965189999995
2009/2010,Guinea,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,GN,0,Africa,32140,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,GN,0.0754,Cottage industries and handicrafts,63426.965189999995
2009/2010,Guinea,1011140,0,KFM Partnership for Develop. Innovation,0.0354,Canadian Non-Profit Making,S6222,0,GN,0,Africa,33210,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,GN,0.0754,Tourism policy and administrative management,31713.482589999996
2009/2010,Guinea,1011140,0,KFM Partnership for Develop. Innovation,0.091,Canadian Non-Profit Making,S6222,0,GN,0,Africa,99820,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,GN,0.0754,Promotion of development awareness,81523.35921000001
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,GT,0,America,11110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Education policy and administrative management,10696.153690000001
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,GT,0,America,11130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Teacher training,10696.153690000001
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,GT,0,America,11220,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Primary education,25038.7234
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,GT,0,America,11230,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Basic life skills for youth and adults,25038.7234
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0238,Canadian Non-Profit Making,S6222,0,GT,0,America,12110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Health policy and administrative management,19285.48922
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0317,Canadian Non-Profit Making,S6222,0,GT,0,America,12281,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Health personnel development,25686.975140000002
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0555,Canadian Non-Profit Making,S6222,0,GT,0,America,13040,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,STD control including HIV/AIDS,44972.464360000005
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.12300000000000001,Canadian Non-Profit Making,S6222,0,GT,0,America,15150,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Democratic participation and civil society,99668.70479
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.1678,Canadian Non-Profit Making,S6222,0,GT,0,America,15160,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Human rights,135970.8022
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0476,Canadian Non-Profit Making,S6222,0,GT,0,America,16064,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Social mitigation of HIV/AIDS,38570.97844
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0531,Canadian Non-Profit Making,S6222,0,GT,0,America,31161,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Food crop production,43027.70914
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.1413,Canadian Non-Profit Making,S6222,0,GT,0,America,31194,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Agricultural co-operatives,114497.4633
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,GT,0,America,32130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Small and medium-sized enterprises (SME) development,57370.278860000006
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,GT,0,America,32140,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Cottage industries and handicrafts,57370.278860000006
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.0354,Canadian Non-Profit Making,S6222,0,GT,0,America,33210,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Tourism policy and administrative management,28685.139430000003
2009/2010,Guatemala,1011140,0,KFM Partnership for Develop. Innovation,0.091,Canadian Non-Profit Making,S6222,0,GT,0,America,99820,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,GT,0.0682,Promotion of development awareness,73738.63525
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,ML,0,Africa,11110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Education policy and administrative management,3199.4359999999997
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,ML,0,Africa,11130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Teacher training,3199.4359999999997
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,ML,0,Africa,11220,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Primary education,7489.588817
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,ML,0,Africa,11230,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Basic life skills for youth and adults,7489.588817
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0238,Canadian Non-Profit Making,S6222,0,ML,0,Africa,12110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Health policy and administrative management,5768.680060000001
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0317,Canadian Non-Profit Making,S6222,0,ML,0,Africa,12281,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Health personnel development,7683.49403
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0555,Canadian Non-Profit Making,S6222,0,ML,0,Africa,13040,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,STD control including HIV/AIDS,13452.17409
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.12300000000000001,Canadian Non-Profit Making,S6222,0,ML,0,Africa,15150,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Democratic participation and civil society,29812.92636
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.1678,Canadian Non-Profit Making,S6222,0,ML,0,Africa,15160,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Human rights,40671.618239999996
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0476,Canadian Non-Profit Making,S6222,0,ML,0,Africa,16064,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Social mitigation of HIV/AIDS,11537.360120000001
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0531,Canadian Non-Profit Making,S6222,0,ML,0,Africa,31161,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Food crop production,12870.45845
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.1413,Canadian Non-Profit Making,S6222,0,ML,0,Africa,31194,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Agricultural co-operatives,34248.508089999996
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,ML,0,Africa,32130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Small and medium-sized enterprises (SME) development,17160.611269999998
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,ML,0,Africa,32140,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Cottage industries and handicrafts,17160.611269999998
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.0354,Canadian Non-Profit Making,S6222,0,ML,0,Africa,33210,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Tourism policy and administrative management,8580.305636
2009/2010,Mali,1011140,0,KFM Partnership for Develop. Innovation,0.091,Canadian Non-Profit Making,S6222,0,ML,0,Africa,99820,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,ML,0.0204,Promotion of development awareness,22056.71788
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,MW,0,Africa,11110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Education policy and administrative management,10696.153690000001
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,MW,0,Africa,11130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Teacher training,10696.153690000001
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,MW,0,Africa,11220,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Primary education,25038.7234
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,MW,0,Africa,11230,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Basic life skills for youth and adults,25038.7234
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0238,Canadian Non-Profit Making,S6222,0,MW,0,Africa,12110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Health policy and administrative management,19285.48922
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0317,Canadian Non-Profit Making,S6222,0,MW,0,Africa,12281,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Health personnel development,25686.975140000002
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0555,Canadian Non-Profit Making,S6222,0,MW,0,Africa,13040,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,STD control including HIV/AIDS,44972.464360000005
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.12300000000000001,Canadian Non-Profit Making,S6222,0,MW,0,Africa,15150,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Democratic participation and civil society,99668.70479
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.1678,Canadian Non-Profit Making,S6222,0,MW,0,Africa,15160,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Human rights,135970.8022
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0476,Canadian Non-Profit Making,S6222,0,MW,0,Africa,16064,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Social mitigation of HIV/AIDS,38570.97844
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0531,Canadian Non-Profit Making,S6222,0,MW,0,Africa,31161,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Food crop production,43027.70914
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.1413,Canadian Non-Profit Making,S6222,0,MW,0,Africa,31194,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Agricultural co-operatives,114497.4633
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,MW,0,Africa,32130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Small and medium-sized enterprises (SME) development,57370.278860000006
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,MW,0,Africa,32140,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Cottage industries and handicrafts,57370.278860000006
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.0354,Canadian Non-Profit Making,S6222,0,MW,0,Africa,33210,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Tourism policy and administrative management,28685.139430000003
2009/2010,Malawi,1011140,0,KFM Partnership for Develop. Innovation,0.091,Canadian Non-Profit Making,S6222,0,MW,0,Africa,99820,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,MW,0.0682,Promotion of development awareness,73738.63525
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,NE,0,Africa,11110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Education policy and administrative management,3199.4359999999997
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,NE,0,Africa,11130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Teacher training,3199.4359999999997
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,NE,0,Africa,11220,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Primary education,7489.588817
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,NE,0,Africa,11230,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Basic life skills for youth and adults,7489.588817
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0238,Canadian Non-Profit Making,S6222,0,NE,0,Africa,12110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Health policy and administrative management,5768.680060000001
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0317,Canadian Non-Profit Making,S6222,0,NE,0,Africa,12281,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Health personnel development,7683.49403
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0555,Canadian Non-Profit Making,S6222,0,NE,0,Africa,13040,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,STD control including HIV/AIDS,13452.17409
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.12300000000000001,Canadian Non-Profit Making,S6222,0,NE,0,Africa,15150,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Democratic participation and civil society,29812.92636
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.1678,Canadian Non-Profit Making,S6222,0,NE,0,Africa,15160,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Human rights,40671.618239999996
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0476,Canadian Non-Profit Making,S6222,0,NE,0,Africa,16064,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Social mitigation of HIV/AIDS,11537.360120000001
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0531,Canadian Non-Profit Making,S6222,0,NE,0,Africa,31161,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Food crop production,12870.45845
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.1413,Canadian Non-Profit Making,S6222,0,NE,0,Africa,31194,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Agricultural co-operatives,34248.508089999996
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,NE,0,Africa,32130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Small and medium-sized enterprises (SME) development,17160.611269999998
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,NE,0,Africa,32140,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Cottage industries and handicrafts,17160.611269999998
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.0354,Canadian Non-Profit Making,S6222,0,NE,0,Africa,33210,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Tourism policy and administrative management,8580.305636
2009/2010,Niger,1011140,0,KFM Partnership for Develop. Innovation,0.091,Canadian Non-Profit Making,S6222,0,NE,0,Africa,99820,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,2,NE,0.0204,Promotion of development awareness,22056.71788
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,NP,0,Asia,11110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Education policy and administrative management,10680.47018
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,NP,0,Asia,11130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Teacher training,10680.47018
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,NP,0,Asia,11220,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Primary education,25002.00973
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,NP,0,Asia,11230,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Basic life skills for youth and adults,25002.00973
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0238,Canadian Non-Profit Making,S6222,0,NP,0,Asia,12110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Health policy and administrative management,19257.21138
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0317,Canadian Non-Profit Making,S6222,0,NP,0,Asia,12281,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Health personnel development,25649.31095
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0555,Canadian Non-Profit Making,S6222,0,NP,0,Asia,13040,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,STD control including HIV/AIDS,44906.52233
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.12300000000000001,Canadian Non-Profit Making,S6222,0,NP,0,Asia,15150,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Democratic participation and civil society,99522.56300000001
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.1678,Canadian Non-Profit Making,S6222,0,NP,0,Asia,15160,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Human rights,135771.4315
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0476,Canadian Non-Profit Making,S6222,0,NP,0,Asia,16064,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Social mitigation of HIV/AIDS,38514.42275
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0531,Canadian Non-Profit Making,S6222,0,NP,0,Asia,31161,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Food crop production,42964.61866
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.1413,Canadian Non-Profit Making,S6222,0,NP,0,Asia,31194,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Agricultural co-operatives,114329.5785
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,NP,0,Asia,32130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Small and medium-sized enterprises (SME) development,57286.15821
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0708,Canadian Non-Profit Making,S6222,0,NP,0,Asia,32140,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Cottage industries and handicrafts,57286.15821
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.0354,Canadian Non-Profit Making,S6222,0,NP,0,Asia,33210,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Tourism policy and administrative management,28643.079110000002
2009/2010,Nepal,1011140,0,KFM Partnership for Develop. Innovation,0.091,Canadian Non-Profit Making,S6222,0,NP,0,Asia,99820,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,3,NP,0.0681,Promotion of development awareness,73630.51409
2009/2010,Peru,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,PE,0,America,11110,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,PE,0.0555,Education policy and administrative management,8704.347940000001
2009/2010,Peru,1011140,0,KFM Partnership for Develop. Innovation,0.0132,Canadian Non-Profit Making,S6222,0,PE,0,America,11130,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,PE,0.0555,Teacher training,8704.347940000001
2009/2010,Peru,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,PE,0,America,11220,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,PE,0.0555,Primary education,20376.087219999998
2009/2010,Peru,1011140,0,KFM Partnership for Develop. Innovation,0.0309,Canadian Non-Profit Making,S6222,0,PE,0,America,11230,Civil Society,D6220,0,0,0,1,0,0,0,0,0,0,2,Consortium WUSC-CECI,NGO,1,PE,0.0555,Basic life skills for youth and adults,20376.087219999998
