rltnshp_tp,ss_strn,src_ss_d,tss_d,b_frmt,crtd_b,ss_ctgr,ss_tp,ss_tss,chmbl_d,td,ss_cll_tp,cnfdnc_scr,ss_tx_d,ss_d,ss_tst_tp,vrnt_d,dscrptn,dc_d,ss_rgnsm,ss_sbclllr_frctn,cll_d,src_d
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624161,50597,,1,10116.0,12030,,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 3,12504,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624162,50597,,1,10116.0,12031,,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 4,12504,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624163,50588,,1,9615.0,12032,,,Tested for pharmacokinetic parameter in fasted Beagle dogs (Area Under Curve value) iv administration.,13317,Canis lupus familiaris,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624164,50597,,1,10116.0,12033,,,"The AUC(0-infinitive) value in female wistar rat at 100 mg/kg, p.o. dose",15078,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624165,50597,,1,10116.0,12034,,,The AUC(0-infinity) values in female wistar rats.,14941,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624166,50597,,1,10116.0,12035,,,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose",15078,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624167,50597,,1,10116.0,12036,,,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose in mice",15078,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624168,50597,,1,10116.0,12037,,,The AUC(0-t)values in female wistar rats.,14941,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624169,50597,,1,10116.0,12038,,,The Area under the concentration time curve of compound was measured on rats,14067,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624170,50587,,1,9606.0,12039,,,The area under curve (100 mg/kg) administered orally in humans,14215,Homo sapiens,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL624171,22224,,0,9481.0,12040,,,The area under curve (12.5 mg/kg) administered intravenously in marmoset,14215,Callithrix,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL624172,22224,,0,314293.0,12041,,,The area under curve (12.5 mg/kg) administered intravenously in monkey,14215,Simiiformes,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624173,50588,,1,9615.0,12042,,,The area under curve (15 mg/kg) administered intravenously in dog,14215,Canis lupus familiaris,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL877488,50587,,1,9606.0,12043,,,The area under curve (200 mg/kg) administered orally in humans,14215,Homo sapiens,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624174,50597,,1,10116.0,12044,,,The area under curve (25 mg/kg) administered intravenously in rat,14215,Rattus norvegicus,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL624175,22224,,0,9481.0,12045,,,The area under curve (25 mg/kg) administered orally in marmoset,14215,Callithrix,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL624176,22224,,0,314293.0,12046,,,The area under curve (25 mg/kg) administered orally in monkey,14215,Simiiformes,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624177,50588,,1,9615.0,12047,,,The area under curve (30 mg/kg) administered orally in dog,14215,Canis lupus familiaris,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624178,50587,,1,9606.0,12048,,,The area under curve (400 mg/kg) administered orally in humans,14215,Homo sapiens,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL624179,50597,,1,10116.0,12049,,,The area under curve (50 mg/kg) administered orally in fasted rat,14215,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627689,50597,,1,10116.0,12050,,,The area under curve (50 mg/kg) administered orally in rat,14215,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627690,50587,,1,9606.0,12051,,,The area under curve (800 mg/kg) administered orally in humans,14215,Homo sapiens,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL627691,22224,,0,,12052,,,The compound was evaluated for area under the curve,11324,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL627692,22224,,0,9481.0,12053,,,The compound was evaluated for area under the curve in marmosets,11324,Callithrix,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL627693,22224,,0,9481.0,12054,,,The compound was evaluated for area under the curve in marmosets,11324,Callithrix,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627694,50597,,1,10116.0,12055,,,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,13875,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627695,50597,,1,10116.0,12056,,,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po) in conscious spontaneously hypertensive rat,13875,Rattus norvegicus,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL627696,22224,,0,,12057,,,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po),13875,,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627697,50597,,1,10116.0,12058,,,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,13875,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627698,50597,,1,10116.0,12059,,,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,13875,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627699,50597,,1,10116.0,12060,,,The compound was tested for the area of the change in MABP versus time curve at dose 5 mg/kg (po) in conscious spontaneously hypertensive rat,13875,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627700,50597,,1,10116.0,12061,,,Total absorption was estimated by area under curve (AUC) after intravenous administration in rat,13807,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627701,50597,,1,10116.0,12062,,,Total drug exposure is determined after oral dosing in rats.,14127,Rattus norvegicus,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL627702,22224,,0,,12063,,,Total drug exposure (5 mg/kg) when administered intravenously,15116,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL627703,22224,,0,,12064,,,Total drug exposure (5 mg/kg) when administered orally,15116,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL626873,22224,,0,314293.0,12065,,,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.01 mg/kg) in monkey,15604,Simiiformes,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629583,50597,,1,10116.0,12066,,,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.05 mg/kg) in rat,15604,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629584,50588,,1,9615.0,12067,,,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.1 mg/kg) in dog,15604,Canis lupus familiaris,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629585,50588,,1,9615.0,12068,,,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in dog,15604,Canis lupus familiaris,,,1
N,,,955.0,BAO_0000218,Intermediate,,A,Brain,CHEMBL629586,50597,,1,10116.0,12069,In vivo,,"Biodistribution in brain of mature female Dawley rat after 5min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,955.0,BAO_0000218,Intermediate,,A,Brain,CHEMBL629587,50597,,1,10116.0,12070,In vivo,,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629588,50597,,1,10116.0,12071,In vivo,,"Biodistribution in fat of mature female Dawley rat after 10min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629589,50597,,1,10116.0,12072,In vivo,,"Biodistribution in fat of mature female Dawley rat after 15min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629590,50597,,1,10116.0,12073,In vivo,,"Biodistribution in fat of mature female Dawley rat after 1h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629591,50597,,1,10116.0,12074,In vivo,,"Biodistribution in fat of mature female Dawley rat after 3 h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629592,50597,,1,10116.0,12075,In vivo,,"Biodistribution in fat of mature female Dawley rat after 30min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629593,50597,,1,10116.0,12076,In vivo,,"Biodistribution in fat of mature female Dawley rat after 45min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL629594,50597,,1,10116.0,12077,In vivo,,"Biodistribution in fat of mature female Dawley rat after 5min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL629595,50597,,1,10116.0,12078,In vivo,,"Biodistribution in heart of mature female Dawley rat after 10min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL630290,50597,,1,10116.0,12079,In vivo,,"Biodistribution in heart of mature female Dawley rat after 15min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL627137,50597,,1,10116.0,12080,In vivo,,"Biodistribution in heart of mature female Dawley rat after 1h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL627138,50597,,1,10116.0,12081,In vivo,,"Biodistribution in heart of mature female Dawley rat after 3 h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL627139,50597,,1,10116.0,12082,In vivo,,"Biodistribution in heart of mature female Dawley rat after 30min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL627140,50597,,1,10116.0,12083,In vivo,,"Biodistribution in heart of mature female Dawley rat after 45min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL627141,50597,,1,10116.0,12084,In vivo,,"Biodistribution in heart of mature female Dawley rat after 5min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL627142,50597,,1,10116.0,12085,In vivo,,"Biodistribution in kidney of mature female Dawley rat after 10min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL627143,50597,,1,10116.0,12086,In vivo,,"Biodistribution in kidney of mature female Dawley rat after 15min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL874449,50597,,1,10116.0,12087,In vivo,,"Biodistribution in kidney of mature female Dawley rat after 1h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL627144,50597,,1,10116.0,12088,In vivo,,"Biodistribution in kidney of mature female Dawley rat after 3 h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL627145,50597,,1,10116.0,12089,In vivo,,"Biodistribution in kidney of mature female Dawley rat after 30min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL627146,50597,,1,10116.0,12090,In vivo,,"Biodistribution in kidney of mature female Dawley rat after 45min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL627147,50597,,1,10116.0,12091,In vivo,,"Biodistribution in kidney of mature female Dawley rat after 5min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL627148,50597,,1,10116.0,12092,In vivo,,"Biodistribution in liver of mature female Dawley rat after 10min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL627149,50597,,1,10116.0,12093,In vivo,,"Biodistribution in lung of mature female Dawley rat after 10min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL632160,50597,,1,10116.0,12094,In vivo,,"Biodistribution in lung of mature female Dawley rat after 15min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL632161,50597,,1,10116.0,12095,In vivo,,"Biodistribution in lung of mature female Dawley rat after 1h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL632162,50597,,1,10116.0,12096,In vivo,,"Biodistribution in lung of mature female Dawley rat after 3 h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL632163,50597,,1,10116.0,12097,In vivo,,"Biodistribution in lung of mature female Dawley rat after 30min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL874469,50597,,1,10116.0,12098,In vivo,,"Biodistribution in lung of mature female Dawley rat after 45min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL627182,50597,,1,10116.0,12099,In vivo,,"Biodistribution in lung of mature female Dawley rat after 5min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627183,50597,,1,10116.0,12100,In vivo,,"Biodistribution in muscle of mature female Dawley rat after 10min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627184,50597,,1,10116.0,12101,In vivo,,"Biodistribution in muscle of mature female Dawley rat after 15min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627185,50597,,1,10116.0,12102,In vivo,,"Biodistribution in muscle of mature female Dawley rat after 1h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627186,50597,,1,10116.0,12103,In vivo,,"Biodistribution in muscle of mature female Dawley rat after 3 h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627187,50597,,1,10116.0,12104,In vivo,,"Biodistribution in muscle of mature female Dawley rat after 30min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627188,50597,,1,10116.0,12105,In vivo,,"Biodistribution in muscle of mature female Dawley rat after 45min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627189,50597,,1,10116.0,12106,In vivo,,"Biodistribution in muscle of mature female Dawley rat after 5min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627190,50597,,1,10116.0,12107,In vivo,,"Biodistribution inl ilver of mature female Dawley rat after 30min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL627191,50597,,1,10116.0,12108,In vivo,,"Biodistribution inl iver of mature female Dawley rat after 15min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL627192,50597,,1,10116.0,12109,In vivo,,"Biodistribution inl iver of mature female Dawley rat after 3 h, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL627193,50597,,1,10116.0,12110,In vivo,,"Biodistribution inl iver of mature female Dawley rat after 5min, expressed as percent injected dose/g",13751,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL874590,50597,,1,10116.0,12111,In vivo,,Biodistribution studied in the muscle of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627194,50597,,1,10116.0,12112,In vivo,,Biodistribution studied in the muscle of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627195,50597,,1,10116.0,12113,In vivo,,Biodistribution studied in the muscle of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,992.0,BAO_0000218,Intermediate,,A,Female gonad,CHEMBL627196,50597,,1,10116.0,12114,In vivo,,Biodistribution studied in the ovaries of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,992.0,BAO_0000218,Intermediate,,A,Female gonad,CHEMBL627197,50597,,1,10116.0,12115,In vivo,,Biodistribution studied in the ovaries of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,992.0,BAO_0000218,Intermediate,,A,Female gonad,CHEMBL627198,50597,,1,10116.0,12116,In vivo,,Biodistribution studied in the ovaries of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,992.0,BAO_0000218,Intermediate,,A,Female gonad,CHEMBL627199,50597,,1,10116.0,12117,In vivo,,Biodistribution studied in the ovaries of immature Fischer female rats at 5 hour,10911,Rattus norvegicus,,,1
N,,,992.0,BAO_0000218,Intermediate,,A,Female gonad,CHEMBL627200,50597,,1,10116.0,12118,In vivo,,Biodistribution studied in the ovaries of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627201,50597,,1,10116.0,12119,In vivo,,Biodistribution studied in the plasma of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627202,50597,,1,10116.0,12120,In vivo,,Biodistribution studied in the plasma of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627203,50597,,1,10116.0,12121,In vivo,,Biodistribution studied in the plasma of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627204,50597,,1,10116.0,12122,In vivo,,Biodistribution studied in the plasma of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL627205,50597,,1,10116.0,12123,In vivo,,Biodistribution studied in the spleen of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL627206,50597,,1,10116.0,12124,In vivo,,Biodistribution studied in the spleen of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL627207,50597,,1,10116.0,12125,In vivo,,Biodistribution studied in the spleen of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL627208,50597,,1,10116.0,12126,In vivo,,Biodistribution studied in the spleen of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL627209,50597,,1,10116.0,12127,In vivo,,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL627210,50597,,1,10116.0,12128,In vivo,,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL627211,50597,,1,10116.0,12129,In vivo,,Biodistribution studied in the thyroid of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL627212,50597,,1,10116.0,12130,In vivo,,Biodistribution studied in the thyroid of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,995.0,BAO_0000218,Intermediate,,A,Uterus,CHEMBL627213,50597,,1,10116.0,12131,In vivo,,Biodistribution studied in the uterus of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,995.0,BAO_0000218,Intermediate,,A,Uterus,CHEMBL626599,50597,,1,10116.0,12132,In vivo,,Biodistribution studied in the uterus of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,995.0,BAO_0000218,Intermediate,,A,Uterus,CHEMBL626600,50597,,1,10116.0,12133,In vivo,,Biodistribution studied in the uterus of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
N,,,995.0,BAO_0000218,Intermediate,,A,Uterus,CHEMBL626601,50597,,1,10116.0,12134,In vivo,,Biodistribution studied in the uterus of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,10911,Rattus norvegicus,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL627484,22224,,0,,12135,,,C(f=2) is the concentration at which the half life (t1/2) in the time course of inhibition of BChE by DFP increased by twofold in the presence of compound,8081,,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627485,100710,,1,9541.0,12136,,,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg),17248,Macaca fascicularis,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL628147,100710,,1,9541.0,12137,,,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not applicable,17248,Macaca fascicularis,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL628148,100710,,1,9541.0,12138,,,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not determined,17248,Macaca fascicularis,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL628149,50588,,1,9615.0,12139,,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg),17248,Canis lupus familiaris,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL628150,50588,,1,9615.0,12140,,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 1,17248,Canis lupus familiaris,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL628318,50588,,1,9615.0,12141,,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 2,17248,Canis lupus familiaris,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL628319,50588,,1,9615.0,12142,,,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg); Not applicable,17248,Canis lupus familiaris,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL875609,50588,,1,9615.0,12143,,,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )",15592,Canis lupus familiaris,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL628320,22224,,0,,12144,,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10,7040,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL628321,22224,,0,,12145,,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10.5,7040,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL628322,22224,,0,,12146,,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 6.8,7040,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL628323,22224,,0,,12147,,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.2,7040,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL628324,22224,,0,,12148,,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.6,7040,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL628325,22224,,0,,12149,,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 8.2,7040,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL628326,22224,,0,,12150,,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 9.6,7040,,,,1
N,,,1236.0,BAO_0000218,Intermediate,,A,Adrenal medulla,CHEMBL628327,50588,,1,9615.0,12151,,,"Concentration of compound in adrenal medulla of dog 2, after administering intravenously",9614,Canis lupus familiaris,,,1
N,,,1236.0,BAO_0000218,Intermediate,,A,Adrenal medulla,CHEMBL628328,50588,,1,9615.0,12152,,,"Concentration of compound in adrenal medulla of dog1, after administering intravenously",9614,Canis lupus familiaris,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL628329,50588,,1,9615.0,12153,,,"Concentration of compound in blood of dog 1, after administering intravenously",9614,Canis lupus familiaris,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL628330,50597,,1,10116.0,12154,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration.; dose/g, range 0.23-0.29",8608,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL628331,50597,,1,10116.0,12155,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.22-0.30",8608,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL628332,50597,,1,10116.0,12156,,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.55-0.71",8608,Rattus norvegicus,,,1
