assays_ss_d,assays_ss_tst_tp,assays_dc_d,assays_crtd_b,assays_ss_tx_d,assays_ss_strn,assays_src_d,assays_dscrptn,assays_cll_d,assays_src_ss_d,assays_chmbl_d,assays_ss_sbclllr_frctn,assays_td,assays_ss_rgnsm,assays_ss_cll_tp,assays_vrnt_d,assays_rltnshp_tp,assays_cnfdnc_scr,assays_b_frmt,assays_tss_d
13325,,8133,Intermediate,9615.0,,1,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 10.0mg/kg, po",,,CHEMBL629565,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1088.0
13326,,8133,Intermediate,9615.0,,1,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 10mg/kg, po",,,CHEMBL629566,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1088.0
13327,,8133,Intermediate,9615.0,,1,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded dogs at 1 mg/kg, po",,,CHEMBL629567,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1088.0
13328,,8133,Intermediate,9615.0,,1,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 3.0mg/kg, po",,,CHEMBL629568,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1088.0
13329,,8133,Intermediate,9615.0,,1,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 30mg/kg, po",,,CHEMBL629569,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1088.0
13330,,8133,Intermediate,9615.0,,1,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 3mg/kg, po",,,CHEMBL629570,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1088.0
13331,,8133,Autocuration,314293.0,,1,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded monkey at 100 mg/kg, po",,,CHEMBL629571,,22224,Simiiformes,,,U,0,BAO_0000218,1088.0
13332,In vivo,12170,Autocuration,10116.0,,1,% bioavailability in rat after oral dose (10 mg/kg) 0 - 6 h.,,,CHEMBL629572,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13333,In vivo,12170,Autocuration,10116.0,,1,% bioavailability in rat after oral dose (10 mg/kg) 0 - 6 h.,,,CHEMBL629573,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13334,In vivo,4985,Autocuration,9347.0,,1,Bioavailability (dose 20 mg/kg),,,CHEMBL629574,,22224,Eutheria,,,U,0,BAO_0000218,
13335,In vivo,15145,Autocuration,9615.0,,1,Bioavailability in dog,,,CHEMBL629575,,22224,Canis lupus familiaris,,,U,0,BAO_0000218,
13336,In vivo,14080,Autocuration,10116.0,,1,Bioavailability in rat (Sprague-Dawley) (male),,,CHEMBL874448,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13337,In vivo,11219,Autocuration,9443.0,,1,Bioavailability in monkey (dose 10 mg/kg i.d.),,,CHEMBL629576,,22224,Primates,,,U,0,BAO_0000218,
13338,In vivo,15145,Autocuration,10116.0,,1,Bioavailability in rat,,,CHEMBL629577,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13339,In vivo,15145,Autocuration,10116.0,,1,Bioavailability in rat,,,CHEMBL629578,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13340,In vivo,1202,Autocuration,9615.0,,1,Bioavailability in dog (dose 3.0 mg/kg p.o.),,,CHEMBL629579,,22224,Canis lupus familiaris,,,U,0,BAO_0000218,
13341,In vivo,1202,Autocuration,9615.0,,1,Bioavailability in dog (dose of 1.0 mg/kg i.v.) 0.5 hr,,,CHEMBL882958,,22224,Canis lupus familiaris,,,U,0,BAO_0000218,
13342,In vivo,1202,Intermediate,9598.0,,1,Bioavailability was calculated after peroral dose of 10 mg/Kg in chimp,,,CHEMBL629580,,50505,Pan troglodytes,,,N,1,BAO_0000218,
13343,In vivo,4026,Autocuration,9347.0,,1,Bioavailability,,,CHEMBL629581,,22224,Eutheria,,,U,0,BAO_0000218,
13344,In vivo,1492,Autocuration,9520.0,,1,Bioavailability in squirrel monkey,,,CHEMBL629582,,22224,Saimiri,,,U,0,BAO_0000218,
13345,In vivo,12793,Intermediate,9615.0,,1,Bioavailability was evaluated in dog,,,CHEMBL628522,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13346,In vivo,12793,Intermediate,10026.0,,1,Bioavailability was evaluated in hamster,,,CHEMBL625432,,100712,Cricetinae,,,N,1,BAO_0000218,
13347,In vivo,12793,Autocuration,10116.0,,1,Bioavailability in rat,,,CHEMBL625433,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13348,In vivo,14793,Intermediate,10116.0,,1,Bioavailability was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,,,CHEMBL625434,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
13349,In vivo,14793,Intermediate,10116.0,,1,Bioavailability was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg; <Tr>,,,CHEMBL625435,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
13350,In vivo,14793,Autocuration,10116.0,,1,Bioavailability in rat (dose 10 mg/kg p.o.),,,CHEMBL625436,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13351,In vivo,14731,Intermediate,9541.0,,1,Bioavailability was measured in cynomolgus monkeys.,,,CHEMBL874588,,100710,Macaca fascicularis,,,N,1,BAO_0000218,
13352,In vivo,14731,Intermediate,10090.0,,1,Bioavailability was measured in nude mice.,,,CHEMBL625437,,50594,Mus musculus,,,N,1,BAO_0000218,
13353,In vivo,12187,Autocuration,9669.0,,1,Bioavailability in ferret (dose 10 mg/kg i.d.),,,CHEMBL625438,,22224,Mustela putorius furo,,,U,0,BAO_0000218,
13354,In vivo,12187,Autocuration,314293.0,,1,Bioavailability was determined after intraduodenal dose of 10 mg/kg in monkey (compared to 0.3 mg/kg intravenous dose),,,CHEMBL625439,,22224,Simiiformes,,,U,0,BAO_0000218,
13355,In vivo,12187,Autocuration,314293.0,,1,"Bioavailability was determined after intraduodenal dose of 10 mg/kg in monkey (compared to 0.3 mg/kg intravenous dose), determined by renin inhibition assay",,,CHEMBL625440,,22224,Simiiformes,,,U,0,BAO_0000218,
13356,In vivo,12187,Autocuration,314293.0,,1,Bioavailability was determined after intraduodenal dose of 10 mg/kg in monkey (compared to 1 mg/kg intravenous dose),,,CHEMBL625441,,22224,Simiiformes,,,U,0,BAO_0000218,
13357,In vivo,12187,Autocuration,10116.0,,1,Bioavailability in rat (dose 10 mg/kg i.d.),,,CHEMBL625442,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13358,In vivo,12187,Intermediate,10116.0,,1,"Bioavailability was determined after intraduodenal dose of 10 mg/kg in rat, determined by renin inhibition assay",,,CHEMBL625443,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13359,In vivo,17431,Autocuration,,,1,Bioavailability was determined; extremely poor,,,CHEMBL625444,,22224,,,,U,0,BAO_0000218,
13360,In vivo,13318,Intermediate,10090.0,,1,% bioavailability in mice after oral administration of prodrug,,,CHEMBL625445,,50594,Mus musculus,,,N,1,BAO_0000218,
13361,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose 10/30 range (low/high); -21/-5,,,CHEMBL625446,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13362,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3 range (low/high); -2/6,,,CHEMBL882960,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13363,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3 range (low/high); -4/-14,,,CHEMBL625447,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13364,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3 range (low/high); -5/-12,,,CHEMBL625448,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13365,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 1/3/10 range (low/high); -1/-7/-11,,,CHEMBL625449,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13366,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high),,,CHEMBL874589,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13367,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -1/-9,,,CHEMBL625450,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13368,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -11/-28,,,CHEMBL625451,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13369,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -13/-29,,,CHEMBL626584,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13370,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -13/30,,,CHEMBL626585,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13371,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -16/-18,,,CHEMBL626586,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13372,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -16/-35,,,CHEMBL626587,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13373,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -19/-50,,,CHEMBL626588,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13374,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -21/-29,,,CHEMBL626589,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13375,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -24/-56,,,CHEMBL626590,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13376,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -25/-33,,,CHEMBL626591,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13377,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -3/-13,,,CHEMBL627181,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13378,In vivo,9025,Intermediate,9615.0,,1,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -5/-47,,,CHEMBL628083,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13379,In vivo,15173,Autocuration,,,1,IV clearance determined at an peroral dose of 15 mg/kg.,,,CHEMBL628084,,22224,,,,U,0,BAO_0000218,
13380,In vivo,7732,Expert,102285.0,,1,Mouse oral clearance was measured against Hymenolepiasis nana.,,,CHEMBL628085,,50064,Hymenolepis nana,,,N,1,BAO_0000218,
13381,In vivo,7732,Expert,6339.0,,1,Mouse oral clearance was measured against Nematospiroides dubius,,,CHEMBL628086,,50545,Heligmosomoides polygyrus,,,N,1,BAO_0000218,
13382,In vivo,7732,Autocuration,,,1,Mouse oral clearance was measured against N. dubius; NT is Not Tested,,,CHEMBL628087,,22224,,,,U,0,BAO_0000218,
13383,In vivo,7732,Intermediate,10090.0,,1,Mouse oral clearance was measured against N. nana; NT is Not Tested,,,CHEMBL628088,,50594,Mus musculus,,,N,1,BAO_0000218,
13384,In vivo,7732,Autocuration,,,1,Mouse oral clearance was measured against N. nana; NT is Not Tested,,,CHEMBL628089,,22224,,,,U,0,BAO_0000218,
13385,In vivo,8328,Autocuration,,,1,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 10 J/cm e2 ultraviolet-A radiation,,,CHEMBL628090,,22224,,,,U,0,BAO_0000218,
13386,In vivo,8328,Autocuration,,,1,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 6 J/cm e2 ultraviolet-A radiation,,,CHEMBL628091,,22224,,,,U,0,BAO_0000218,
13387,In vivo,8328,Autocuration,,,1,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 8 J/cm e2 ultraviolet-A radiation,,,CHEMBL628092,,22224,,,,U,0,BAO_0000218,
13388,In vivo,8328,Autocuration,,,1,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 9 J/cm e2 ultraviolet-A radiation,,,CHEMBL628093,,22224,,,,U,0,BAO_0000218,
13389,In vivo,8328,Autocuration,,,1,Percentage of clearance of psoriatic lesions by the compound at dose of 10 J/cm e2 ultraviolet-A radiation,,,CHEMBL875607,,22224,,,,U,0,BAO_0000218,
13390,In vivo,8328,Autocuration,,,1,Percentage of clearance of psoriatic lesions by the compound at dose of 4 J/cm e2 ultraviolet-A radiation,,,CHEMBL625710,,22224,,,,U,0,BAO_0000218,
13391,In vivo,8328,Autocuration,,,1,Percentage of clearance of psoriatic lesions by the compound at dose of 6 J/cm e2 ultraviolet-A radiation,,,CHEMBL625711,,22224,,,,U,0,BAO_0000218,
13392,In vivo,8328,Autocuration,,,1,Percentage of clearance of psoriatic lesions by the compound at dose of 8 J/cm e2 ultraviolet-A radiation,,,CHEMBL625712,,22224,,,,U,0,BAO_0000218,
13393,In vivo,8328,Autocuration,,,1,Percentage of clearance of psoriatic lesions by the compound at dose of 9 J/cm e2 ultraviolet-A radiation,,,CHEMBL625713,,22224,,,,U,0,BAO_0000218,
13394,In vivo,13376,Intermediate,9615.0,,1,Pharmacokinetic parameter clearance was determined in fed Beagle dogs after iv administration of 1.5 mg/kg,,,CHEMBL625714,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13395,In vivo,13477,Intermediate,9544.0,,1,Plasma clearance after intravenous administration dosing (30 mg/kg) in Rhesus monkey,,,CHEMBL625715,,50797,Macaca mulatta,,,N,1,BAO_0000218,
13396,In vivo,13477,Intermediate,10116.0,,1,Plasma clearance after intravenous administration dosing (30 mg/kg) in rat,,,CHEMBL625716,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13397,In vivo,13477,Intermediate,10116.0,,1,Plasma clearance after intravenous administration iv dosing of 3 mg/kg in rat,,,CHEMBL625717,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13398,In vivo,13313,Intermediate,10116.0,,1,Plasma clearance was determined for the compound in rats,,,CHEMBL625718,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13399,In vivo,12504,Intermediate,10116.0,,1,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 1,,,CHEMBL625719,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13400,In vivo,12504,Intermediate,10116.0,,1,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 2,,,CHEMBL625720,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13401,In vivo,12504,Intermediate,10116.0,,1,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 3,,,CHEMBL625721,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13402,In vivo,12504,Intermediate,10116.0,,1,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 4,,,CHEMBL625722,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13403,In vivo,13129,Intermediate,10116.0,,1,The compound was tested for systemic clearance pharmacokinetic parameter in the male Sprague-Dawley rat.,,,CHEMBL625723,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13404,In vivo,7732,Intermediate,6339.0,,1,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.0125 concentration of diet.,,,CHEMBL625724,,50545,Heligmosomoides polygyrus,,,N,1,BAO_0000218,
13405,In vivo,7732,Intermediate,6339.0,,1,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.025 concentration of diet.,,,CHEMBL625725,,50545,Heligmosomoides polygyrus,,,N,1,BAO_0000218,
13406,In vivo,7732,Intermediate,6339.0,,1,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.05 concentration of diet.,,,CHEMBL625726,,50545,Heligmosomoides polygyrus,,,N,1,BAO_0000218,
13407,In vivo,7732,Intermediate,6339.0,,1,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.1 concentration of diet.,,,CHEMBL875608,,50545,Heligmosomoides polygyrus,,,N,1,BAO_0000218,
13408,In vivo,7732,Intermediate,6339.0,,1,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.2 concentration of diet.,,,CHEMBL625727,,50545,Heligmosomoides polygyrus,,,N,1,BAO_0000218,
13409,In vivo,9278,Autocuration,10116.0,,1,Urinary clearance was determined in rat at 100 mg/kg os dosage;ND is defined as no-data.,,,CHEMBL625728,,22224,Rattus norvegicus,,,U,0,BAO_0000218,1088.0
13410,In vivo,9278,Autocuration,10116.0,,1,Total clearance was determined in rat at 10 mg/kg intraperitoneal dosage,,,CHEMBL625729,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13411,In vivo,9278,Autocuration,10116.0,,1,Total clearance was determined in rat at 25 mg/kg os dosage;ND is defined as no-data.,,,CHEMBL625730,,22224,Rattus norvegicus,,,U,0,BAO_0000218,
13412,In vivo,9278,Autocuration,10116.0,,1,Urinary clearance was determined in rat at 10 mg/kg intraperitoneal dosage,,,CHEMBL625731,,22224,Rattus norvegicus,,,U,0,BAO_0000218,1088.0
13413,In vivo,9278,Autocuration,10116.0,,1,Urinary clearance was determined in rat at 25 mg/kg os dosage,,,CHEMBL626417,,22224,Rattus norvegicus,,,U,0,BAO_0000218,1088.0
13414,In vivo,9278,Intermediate,9606.0,,1,Urinary clearance was determined at 100 mg/kg oral dosage in human,,,CHEMBL626418,,50587,Homo sapiens,,,N,1,BAO_0000218,1088.0
13415,In vivo,9278,Intermediate,9615.0,,1,Urinary clearance was determined at 20 mg/kg oral dosage in dog(beagle);ND is defined as no-data.,,,CHEMBL626419,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1088.0
13416,In vivo,5932,Intermediate,9615.0,,1,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,,,CHEMBL626592,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1969.0
13417,In vivo,5932,Intermediate,10116.0,,1,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,,,CHEMBL626593,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
13418,In vivo,5182,Intermediate,10116.0,,1,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,,,CHEMBL626594,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13419,In vivo,10499,Intermediate,9615.0,,1,Clearance rate in dogs,,,CHEMBL625035,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
13420,In vitro,6051,Autocuration,,,1,Compound was measured for intrinsic clearance,,,CHEMBL625036,,22224,,,,U,0,BAO_0000019,
13421,,17508,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625037,,22229,,,,U,0,BAO_0000100,
13422,,6228,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625038,,22229,,,,U,0,BAO_0000100,
13423,,6231,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625039,,22229,,,,U,0,BAO_0000100,
13424,,17740,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625040,,22229,,,,U,0,BAO_0000100,
13425,,6495,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625041,,22229,,,,U,0,BAO_0000100,
13426,,2171,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625042,,22229,,,,U,0,BAO_0000100,
13427,,3255,Autocuration,,,1,Partition coefficient of the compound,,,CHEMBL874411,,22224,,,,U,0,BAO_0000019,
13428,,6821,Autocuration,,,1,Permeability,,,CHEMBL625043,,22224,,,,U,0,BAO_0000019,
13429,,2685,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625044,,22229,,,,U,0,BAO_0000100,
13430,,17584,Autocuration,,,1,Partition coefficient (logD),,,CHEMBL625045,,22224,,,,U,0,BAO_0000019,
13431,,13824,Autocuration,,,1,Calculated partition coefficient (clogP) (CLOGP3 V3.4),,,CHEMBL625046,,22229,,,,U,0,BAO_0000100,
13432,,13824,Autocuration,,,1,Calculated partition coefficient (clogP) (CLOGP3 V3.4),,,CHEMBL625047,,22229,,,,U,0,BAO_0000100,
13433,,16479,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625048,,22229,,,,U,0,BAO_0000100,
13434,,11997,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625049,,22229,,,,U,0,BAO_0000100,
13435,,2988,Autocuration,,,1,Calculated logarithm of partition coefficient (P) was determined,,,CHEMBL625050,,22229,,,,U,0,BAO_0000100,
13436,,931,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625051,,22229,,,,U,0,BAO_0000100,
13437,,4381,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL874412,,22229,,,,U,0,BAO_0000100,
13438,,4397,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625052,,22229,,,,U,0,BAO_0000100,
13439,,5889,Autocuration,,,1,Calculated partition coefficient (clogP),,,CHEMBL625053,,22229,,,,U,0,BAO_0000100,
13440,,6154,Autocuration,,,1,In vitro stability to pepsin promoting hydrolysis after 8 hr incubation time,,,CHEMBL623250,,22224,,,,U,0,BAO_0000019,
13441,,6154,Autocuration,,,1,In vitro stability to trypsin promoting hydrolysis after 1 hr incubation time,,,CHEMBL623251,,22224,,,,U,0,BAO_0000019,
13442,,6154,Autocuration,,,1,In vitro stability to trypsin promoting hydrolysis after 2 hr incubation time,,,CHEMBL623252,,22224,,,,U,0,BAO_0000019,
13443,,6154,Autocuration,,,1,In vitro stability to trypsin promoting hydrolysis after 64h incubation time,,,CHEMBL623253,,22224,,,,U,0,BAO_0000019,
13444,,6154,Autocuration,,,1,In vitro stability to trypsin promoting hydrolysis after 84 hr incubation time,,,CHEMBL623254,,22224,,,,U,0,BAO_0000019,
13445,,6154,Autocuration,,,1,In vitro stability to trypsin promoting hydrolysis after 8 hr incubation time,,,CHEMBL623255,,22224,,,,U,0,BAO_0000019,
13446,,6887,Autocuration,,,1,Percent degradation of compound at a pH of 1 over a 18 hr period,,,CHEMBL626831,,22224,,,,U,0,BAO_0000019,
13447,,6887,Autocuration,,,1,Percent degradation of compound at pH of 1 over an 18 hr period,,,CHEMBL877494,,22224,,,,U,0,BAO_0000019,
13448,,14116,Autocuration,,,1,Delta Logarithm of Partition Coefficient value was determined.,,,CHEMBL626832,,22224,,,,U,0,BAO_0000019,
13449,,11137,Autocuration,,,1,Delta logPoct-cyc,,,CHEMBL626833,,22224,,,,U,0,BAO_0000019,
13450,,7230,Autocuration,,,1,Lipophilicity estimated on reversed phase TLC,,,CHEMBL626834,,22224,,,,U,0,BAO_0000100,
13451,,15741,Autocuration,,,1,Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using calf thymus DNA.,,,CHEMBL626835,,22224,,,,U,0,BAO_0000019,
13452,,9663,Autocuration,,,1,Delta logPoct-cyc,,,CHEMBL626836,,22224,,,,U,0,BAO_0000019,
13453,,9663,Autocuration,,,1,Change in logarithm of partition coefficient of the compound,,,CHEMBL626837,,22229,,,,U,0,BAO_0000100,
13454,,13807,Autocuration,,,1,Delta logD (pH 6.5),,,CHEMBL626838,,22224,,,,U,0,BAO_0000019,
13455,,13807,Autocuration,,,1,"Partition coefficient by standard shake-flask techniquesat 37 C, using octanol and cyclohexane",,,CHEMBL626839,,22224,,,,U,0,BAO_0000100,
13456,,17425,Autocuration,,,1,Oxygen pressure at which hemoglobin is 50% oxygenated; negative sign indicates that P50 of modified Hb is lower than that of unmodified Hb,,,CHEMBL626840,,22224,,,,U,0,BAO_0000019,
13457,,12143,Autocuration,,,1,Deoxyribose-damaging property as a measure of hydroxyl-radical formation (uM of malondialdehyde/mmol of deoxyribose released by 75 uM test compound),,,CHEMBL626841,,22224,,,,U,0,BAO_0000019,
13458,,12608,Autocuration,,,1,Peak depolarizations produced by injections of 100 micro M Ins p3 isomers in nine cells,,,CHEMBL626842,,22224,,,,U,0,BAO_0000219,
13459,,12608,Autocuration,,,1,Peak depolarizations produced by injections of 100 micro M Ins p3 isomers in six cells,,,CHEMBL626843,,22224,,,,U,0,BAO_0000219,
13460,,8649,Intermediate,10116.0,,1,Amount of deuterium retained was reported after normal workup in beta-naphthoflavone-treated male rats with the substrate rac 7-D,,,CHEMBL626844,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13461,,8649,Intermediate,10116.0,,1,Amount of deuterium retained was reported after normal workup in rats,,,CHEMBL877495,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13462,,8649,Intermediate,10116.0,,1,Amount of deuterium retained was reported after reincubation followed by normal workup in phenobarbital treated male rats,,,CHEMBL626845,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13463,,8649,Intermediate,10116.0,,1,Amount of deuterium retained was reported after reincubation followed by normal workup in phenobarbital treated male rats with rac 8-D,,,CHEMBL626846,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13464,,8649,Intermediate,10116.0,,1,Compound incubated with microsomal preparations from beta-naphthoflavone-treated male rats with the substrate rac 7-D and the amount of deuterium retained was reported after reincubation followed by normal workup,,,CHEMBL626847,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13465,,8649,Intermediate,10116.0,,1,Compound incubated with microsomal preparations from beta-naphthoflavone-treated male rats with the substrate rac 7-D and the amount of deuterium retained was reported after reincubation followed by normal workup,,,CHEMBL628677,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13466,,8649,Intermediate,10116.0,,1,Compound incubated with microsomal preparations from phenobarbital treated male rats with the substrate rac 8-D and the amount of deuterium retained was reported after normal workup,,,CHEMBL628678,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
13467,,9659,Autocuration,,,1,Compound was subjected to electrochemical oxidation,,,CHEMBL628679,,22224,,,,U,0,BAO_0000019,
13468,,9659,Autocuration,,,1,Compound was subjected to photochemical oxidation,,,CHEMBL628680,,22224,,,,U,0,BAO_0000019,
13469,,9659,Autocuration,,,1,Oxidation of compound by Chloroperoxidase in presence of ethylperoxide,,,CHEMBL628681,,22224,,,,U,0,BAO_0000019,
