assay_id,curated_by,assay_test_type,assay_strain,assay_type,relationship_type,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type,assay_subcellular_fraction
4547,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,,Mus musculus,10090.0,Lung,,
4548,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,,Mus musculus,10090.0,Lung,,
4549,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,,Mus musculus,10090.0,Muscle tissue,,
4550,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,,Mus musculus,10090.0,Muscle tissue,,
4551,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,,Mus musculus,10090.0,Muscle tissue,,
4552,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,,Mus musculus,10090.0,Spleen,,
4553,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,,Mus musculus,10090.0,Spleen,,
4554,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,,Mus musculus,10090.0,Spleen,,
4555,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,,Mus musculus,10090.0,Stomach,,
4556,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,,Mus musculus,10090.0,Stomach,,
4557,Intermediate,In vivo,,A,N,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,,Mus musculus,10090.0,Stomach,,
4558,Intermediate,In vivo,,A,N,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,,Mus musculus,10090.0,,,
4559,Intermediate,In vivo,,F,N,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,,Mus musculus,10090.0,,,
4560,Intermediate,In vivo,,A,N,16597,MRT value at a dose of 10 mg/kg intravenous administration in mice.,,Mus musculus,10090.0,,,
4561,Intermediate,In vivo,,A,N,16597,MRT value at a dose of 10 mg/kg peroral administration in mice.,,Mus musculus,10090.0,,,
4562,Intermediate,In vivo,,A,N,17764,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,,Mus musculus,10090.0,,,
4563,Intermediate,In vivo,,F,N,17764,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,,Mus musculus,10090.0,,,
4564,Intermediate,,,F,N,3830,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,,Homo sapiens,9606.0,,A2780,
4565,Intermediate,,,F,N,3829,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,,Homo sapiens,9606.0,,A2780,
4566,Intermediate,,,F,N,2040,Compound was evaluated for cytotoxicity against A2780 cell lines.,,Homo sapiens,9606.0,,A2780,
4567,Intermediate,,,F,N,15684,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,,Homo sapiens,9606.0,,A2780,
4568,Intermediate,,,F,N,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,,Homo sapiens,9606.0,,A2780,
4569,Intermediate,,,F,N,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,,Homo sapiens,9606.0,,A2780,
4570,Intermediate,,,F,N,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,,Homo sapiens,9606.0,,A2780,
4571,Intermediate,,,F,N,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,,Homo sapiens,9606.0,,A2780,
4572,Intermediate,,,F,N,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,,Homo sapiens,9606.0,,A2780,
4573,Intermediate,,,F,N,2859,Compound was evaluated for cytotoxicity against A2780 cell line,,Homo sapiens,9606.0,,A2780,
4574,Intermediate,,,F,N,5618,In vitro inhibitory activity against human tumor cell line A2780,,Homo sapiens,9606.0,,A2780,
4575,Intermediate,,,F,N,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,,Homo sapiens,9606.0,,A2780,
4576,Intermediate,,,F,N,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,,Homo sapiens,9606.0,,A2780,
4577,Intermediate,,,F,N,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,,Homo sapiens,9606.0,,A2780,
4578,Intermediate,,,F,N,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,,Homo sapiens,9606.0,,A2780,
4579,Intermediate,,,F,N,2113,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,,Homo sapiens,9606.0,,A2780,
4580,Intermediate,,,F,N,2113,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,,Homo sapiens,9606.0,,A2780,
4581,Intermediate,,,F,N,16745,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,,Homo sapiens,9606.0,,A2780,
4582,Expert,,,F,N,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,Homo sapiens,9606.0,,A2780,
4583,Intermediate,,,F,N,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,,Homo sapiens,9606.0,,A2780,
4584,Intermediate,,,F,N,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,,Homo sapiens,9606.0,,A2780,
4585,Intermediate,,,F,N,2040,Compound was evaluated for cytotoxicity against A2780 cis cell lines.,,Homo sapiens,9606.0,,A2780,
4586,Intermediate,,,F,N,2040,Relative resistance factor in A2780 cisplatin-resistant line,,Homo sapiens,9606.0,,A2780,
4587,Intermediate,,,F,N,16165,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,,Homo sapiens,9606.0,,A2780,
4588,Intermediate,,,F,N,16165,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,,Homo sapiens,9606.0,,A2780,
4589,Expert,,,F,N,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,Homo sapiens,9606.0,,A2780,
4590,Expert,,,F,N,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,Homo sapiens,9606.0,,A2780,
4591,Intermediate,,,F,N,3992,Cytotoxicity against A2780 ovarian carcinoma cells was evaluated using standard sulforhodamine 96h assay test,,Homo sapiens,9606.0,,A2780,
4592,Intermediate,,,F,N,10553,In vitro cytotoxicity was determined against A2780 human ovarian cell line using NCI screen,,Homo sapiens,9606.0,,A2780,
4593,Intermediate,,,F,N,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin,,Homo sapiens,9606.0,,A2780,
4594,Intermediate,,,F,N,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 1,,Homo sapiens,9606.0,,A2780,
4595,Intermediate,,,F,N,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 2,,Homo sapiens,9606.0,,A2780,
4596,Intermediate,,,F,N,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 3,,Homo sapiens,9606.0,,A2780,
4597,Intermediate,,,F,N,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 5,,Homo sapiens,9606.0,,A2780,
4598,Intermediate,,,F,N,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,,Homo sapiens,9606.0,,A2780,
4599,Intermediate,,,F,N,15569,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,,Homo sapiens,9606.0,,A2780,
4600,Intermediate,,,F,N,17420,Antiproliferative effect of compound on A2780/DX cell line,,Homo sapiens,9606.0,,A2780,
4601,Intermediate,,,F,N,17420,Antiproliferative effect of compound on A2780/DX cell line; n.d. indicates not determined,,Homo sapiens,9606.0,,A2780,
4602,Intermediate,,,F,N,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/DX(RI),,Homo sapiens,9606.0,,A2780,
4603,Intermediate,,,F,N,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/Dx(RI),,Homo sapiens,9606.0,,A2780,
4604,Intermediate,,,F,N,17672,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,,Homo sapiens,9606.0,,A2780,
4605,Intermediate,,,F,N,17672,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,,Homo sapiens,9606.0,,A2780,
4606,Intermediate,,,F,N,17270,In vitro cytotoxicity against A2780ADR cell line,,Homo sapiens,9606.0,,A2780,
4607,Intermediate,,,F,N,17270,In vitro cytotoxicity against A2780CIS cell line,,Homo sapiens,9606.0,,A2780,
4608,Intermediate,,,F,N,5574,In vitro cytotoxic activity against human tumor cell line A2780CisR after incubation for 96 hours,,Homo sapiens,9606.0,,A2780,
4609,Intermediate,,,F,N,2113,The compound was tested for cytotoxic potency against A2780R human tumor cell lines.,,Homo sapiens,9606.0,,A2780,
4610,Intermediate,,,F,N,16913,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-resistant A2780/R human tumor cell lines",,Homo sapiens,9606.0,,A2780,
4611,Intermediate,,,F,N,16913,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",,Homo sapiens,9606.0,,A2780,
4612,Autocuration,In vivo,,A,U,17839,Oral bioavailability of compound in rhesus macaques,,Macaca mulatta,9544.0,,,
4613,Autocuration,In vivo,,A,U,6821,Oral bioavailability in monkey,,monkey,9443.0,,,
4614,Autocuration,In vivo,,A,U,6078,Oral bioavailability evaluated in monkey,,monkey,9443.0,,,
4615,Autocuration,In vivo,,A,U,6535,Oral bioavailability in monkey (dose 1 mg/kg p.o.),,monkey,9443.0,,,
4616,Autocuration,In vivo,,A,U,4449,Oral bioavailability in Rhesus monkey,,Macaca mulatta,9544.0,,,
4617,Autocuration,In vivo,,A,U,6057,Oral bioavailability was calculated in rhesus monkey,,Macaca mulatta,9544.0,,,
4618,Autocuration,In vivo,,A,U,5922,Oral bioavailability in cynomolgus monkey,,Macaca fascicularis,9541.0,,,
4619,Autocuration,In vivo,,A,U,5940,Oral bioavailability in monkey,,monkey,9443.0,,,
4620,Autocuration,In vivo,,A,U,6265,Oral bioavailability in monkey,,monkey,9443.0,,,
4621,Autocuration,In vivo,,A,U,6265,Oral bioavailability in monkey (dose 1 mg/kg),,monkey,9443.0,,,
4622,Autocuration,In vivo,,A,U,6265,Oral bioavailability in monkey (dose 5 mg/kg),,monkey,9443.0,,,
4623,Autocuration,In vivo,,A,U,5940,Oral bioavailability in monkey,,monkey,9443.0,,,
4624,Autocuration,In vivo,,A,U,5940,Oral bioavailability in monkey,,monkey,9443.0,,,
4625,Autocuration,In vivo,,A,U,4514,Oral bioavailability in rhesus monkey,,Macaca mulatta,9544.0,,,
4626,Autocuration,In vivo,,A,U,5546,Oral bioavailability in rhesus monkey at a dose of 2 mg/kg by po administration,,Macaca mulatta,9544.0,,,
4627,Autocuration,In vivo,,A,U,5553,Oral bioavailability in squirrel monkey at a dose of 10 mg/kg,,Saimiri sciureus,9521.0,,,
4628,Autocuration,In vivo,,A,U,6641,Oral bioavailability in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,monkey,9443.0,,,
4629,Autocuration,In vivo,,A,U,5472,Oral bioavailability in Rhesus monkey,,Macaca mulatta,9544.0,,,
4630,Autocuration,In vivo,,A,U,5668,Oral bioavailability in Rhesus monkey (dose 10 mg/kg p.o.),,Macaca mulatta,9544.0,,,
4631,Autocuration,In vivo,,A,U,5711,Oral bioavailability in monkey at 10 mg/kg of the compound,,monkey,9443.0,,,
4632,Autocuration,In vivo,,A,U,5145,Bioavailability in Rhesus monkey,,Macaca mulatta,9544.0,,,
4633,Autocuration,,,A,U,3443,Glomerular Filtration Rate(GFR) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,Cercopithecidae,9527.0,,,
4634,Autocuration,,,A,U,3443,Glomerular Filtration Rate(GFR)of the compound compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,Cercopithecidae,9527.0,,,
4635,Autocuration,In vivo,,A,U,3249,Half life by ''Cr'' assay in rhesus monkey at a dose of 5 mg/kg,,Cercopithecidae,9527.0,,,
4636,Autocuration,In vivo,,A,U,3249,Half life the of compound was determined by ''Cr'' assay in squirrel monkey at a dose of 5 mg/kg,,Cercopithecidae,9527.0,,,
4637,Autocuration,In vivo,,A,U,5355,Mean residence time was determined after intravenous administration in cynomolgus monkeys,,Cercopithecidae,9527.0,,,
4638,Autocuration,In vivo,,A,U,5355,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means Not applicable,,Cercopithecidae,9527.0,,,
4639,Autocuration,In vivo,,A,U,5355,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means not applicable,,Cercopithecidae,9527.0,,,
4640,Autocuration,In vivo,,A,U,4809,Pharmacokinetic parameter MRT was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,Cercopithecidae,9527.0,,,
4641,Autocuration,In vivo,,A,U,4809,Pharmacokinetic parameter MRT was determined in monkey after (po) administration of a dose of 50 (uM/kg),,Cercopithecidae,9527.0,,,
4642,Autocuration,,,A,U,14294,Metabolism of compound in monkey S9 microsomes ('+''indicates <20% largest observed peak),,Cercopithecidae,9527.0,,,Microsomes
4643,Autocuration,,,A,U,14294,Metabolism of compound in monkey S9 microsomes ('++''indicates 20-50% largest observed peak),,Cercopithecidae,9527.0,,,Microsomes
4644,Autocuration,,,A,U,14294,Metabolism of compound in monkey S9 microsomes ('+++'indicates 50-80% largest observed peak),,Cercopithecidae,9527.0,,,Microsomes
4645,Autocuration,,,A,U,14294,Metabolism of compound in monkey S9 microsomes ('++++' indicates largest observed peak),,Cercopithecidae,9527.0,,,Microsomes
4646,Autocuration,In vivo,,A,U,3443,Plasma clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,Cercopithecidae,9527.0,,,
4647,Autocuration,In vivo,,A,U,3443,Plasma clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,Cercopithecidae,9527.0,,,
4648,Autocuration,,,A,U,11271,Clearance from plasma(with matabolite-corrected plasma radioactivity-time integral) at 30 min after administration.,,Cercopithecidae,9527.0,,,
4649,Autocuration,,,A,U,3443,Renal clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,Cercopithecidae,9527.0,,,
4650,Autocuration,,,A,U,3443,Renal clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,Cercopithecidae,9527.0,,,
4651,Autocuration,,,A,U,6821,Elimination Half-life of compound was determined in monkey,,Cercopithecidae,9527.0,,,
4652,Autocuration,,,A,U,17267,Half life of compound was determined in rhesus monkey,,Cercopithecidae,9527.0,,,
4653,Autocuration,,,A,U,5819,Half life in monkey plasma,,Cercopithecidae,9527.0,Plasma,,
4654,Autocuration,,,A,U,5819,Half life in monkey plasma; Not detected,,Cercopithecidae,9527.0,Plasma,,
4655,Autocuration,In vivo,,A,U,1916,Half life period was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,,Cercopithecidae,9527.0,,,
4656,Autocuration,In vivo,,A,U,17509,Half-life 24 hr after 2 mg/kg iv administration in monkeys,,Cercopithecidae,9527.0,,,
4657,Autocuration,,,A,U,1399,Terminal half life of the compound.,,Cercopithecidae,9527.0,,,
4658,Autocuration,In vivo,,A,U,1916,Maximum time was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,,Cercopithecidae,9527.0,,,
4659,Autocuration,In vivo,,A,U,4809,Pharmacokinetic parameter Tmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),,Cercopithecidae,9527.0,,,
4660,Autocuration,,,A,U,5546,Unbound plasma was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,Cercopithecidae,9527.0,,,
4661,Autocuration,,,A,U,3443,Urinary recovery evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,Cercopithecidae,9527.0,Urine,,
4662,Autocuration,,,A,U,3443,Urinary recovery compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,Cercopithecidae,9527.0,Urine,,
4663,Autocuration,In vivo,,A,U,4257,Volume of distribution was determined in monkey after a 3 mg/kg of iv dose,,Cercopithecidae,9527.0,,,
4664,Autocuration,In vivo,,A,U,6221,Volume distribution after oral administration (2.5 mg/kg) in monkey was determined,,Cercopithecidae,9527.0,,,
4665,Autocuration,In vivo,,A,U,5472,Volume of distribution was evaluated in rhesus,,Cercopithecidae,9527.0,,,
4666,Autocuration,In vivo,,A,U,4727,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,,Cricetulus griseus,10029.0,,,
4667,Autocuration,In vivo,,A,U,4727,Plasma clearance was measured in hamster at the dose of 3 mg/kg by intravenous administration,,Cricetulus griseus,10029.0,,,
4668,Autocuration,In vivo,,A,U,4727,Bioavailability in hamster was determined,,Cricetulus griseus,10029.0,,,
4669,Autocuration,In vivo,,A,U,4727,Bioavailability in hamster at a dose of 3 mg/kg by intravenous administration,,Cricetulus griseus,10029.0,,,
4670,Autocuration,In vivo,,A,U,4727,Bioavailability in hamster at a dose of 3 mg/kg by oral administration,,Cricetulus griseus,10029.0,,,
4671,Autocuration,,,A,U,4727,Half life of compound was determined in hamster blood,,Cricetulus griseus,10029.0,Blood,,
4672,Autocuration,,,A,U,1452,Michaelis-Menten constant of the compound.,,Sus scrofa,9823.0,,,
4673,Autocuration,,,A,U,1452,Vmax value was measured at 0 uM concentration of silyl ether.,,Sus scrofa,9823.0,,,
4674,Autocuration,,,A,U,1452,Vmax value was measured at 10 uM concentration of silyl ether.,,Sus scrofa,9823.0,,,
4675,Autocuration,,,A,U,1452,Vmax value was measured at 5 uM concentration of silyl ether.,,Sus scrofa,9823.0,,,
4676,Expert,,,B,D,11706,Inactivation of human leukocyte (neutrophil) elastase(HLE)(HNE) as rate constant,,Homo sapiens,9606.0,,,
4677,Autocuration,,,A,U,1916,Area under curve was evaluated against man at a dose of 10 mg/kg after po administration,,Homo sapiens,9606.0,,,
4678,Autocuration,,,A,U,17791,Compound was evaluated for area under the curve expressed as (h*ug/ml),,Homo sapiens,9606.0,,,
4679,Autocuration,,,A,U,7766,Active metabolite of ifosfamide determined in humans; A-Active,,Homo sapiens,9606.0,,,
4680,Autocuration,,,A,U,6567,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis,,Homo sapiens,9606.0,,,
4681,Autocuration,,,A,U,6567,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; -0.5 to 1,,Homo sapiens,9606.0,,,
4682,Autocuration,,,A,U,6567,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; 1-2,,Homo sapiens,9606.0,,,
4683,Autocuration,,,A,U,6567,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; trace,,Homo sapiens,9606.0,,,
4684,Autocuration,,,A,U,17791,Compound was evaluated for oral bioavailability in human,,Homo sapiens,9606.0,,,
4685,Autocuration,,,A,U,7766,Metabolite of ifosfamide determined in urine; NF-Not found,,Homo sapiens,9606.0,Urine,,
4686,Autocuration,,,A,U,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection (Group A and B),,Homo sapiens,9606.0,,,
4687,Autocuration,,,A,U,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics,,Homo sapiens,9606.0,,,
4688,Autocuration,,,A,U,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics and lactose,,Homo sapiens,9606.0,,,
4689,Autocuration,,,A,U,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics,,Homo sapiens,9606.0,,,
4690,Autocuration,,,A,U,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics and lactose,,Homo sapiens,9606.0,,,
4691,Autocuration,,,A,U,6852,Percent of compound in cirrhotic patients of sterile ascitic fluid (Group C),,Homo sapiens,9606.0,,,
4692,Autocuration,,,A,U,6852,Percent of compound in healthy individuals (Group D),,Homo sapiens,9606.0,,,
4693,Autocuration,,,A,U,4397,Percent of the parent compound remaining after 20 mins incubation with human liver microsomes,,Homo sapiens,9606.0,Liver,,Microsomes
4694,Autocuration,,,A,U,17409,Binding towards human plasma protein at 10 uM,,Homo sapiens,9606.0,,,
4695,Autocuration,,,A,U,17409,Binding towards human plasma protein at 100 uM,,Homo sapiens,9606.0,,,
4696,Autocuration,,,A,U,17176,Human plasma protein binding activity was determined,,Homo sapiens,9606.0,,,
4697,Autocuration,,,A,U,15444,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),,Homo sapiens,9606.0,,,
4698,Autocuration,,,A,U,17267,Percent binding of compound towards human plasma protein was determined,,Homo sapiens,9606.0,,,
4699,Autocuration,In vitro,,A,U,5944,Plasma clearance in human liver microsomes,,Homo sapiens,9606.0,Liver,,Microsomes
4700,Autocuration,In vitro,,A,U,5668,In vitro intrinsic clearance in human liver microsome,,Homo sapiens,9606.0,Liver,,Microsomes
4701,Autocuration,In vitro,,A,U,5669,In vitro intrinsic clearance in human liver microsome,,Homo sapiens,9606.0,Liver,,Microsomes
4702,Autocuration,In vitro,,A,U,5041,In vitro microsome metabolism clearance in human was determined,,Homo sapiens,9606.0,,,Microsomes
4703,Autocuration,In vitro,,A,U,5041,In vitro microsome metabolism clearance in human was determined; High,,Homo sapiens,9606.0,,,Microsomes
4704,Autocuration,In vitro,,A,U,5041,In vitro microsome metabolism clearance in human was determined; ND denotes no data,,Homo sapiens,9606.0,,,Microsomes
4705,Autocuration,In vitro,,A,U,5676,Pharmacokinetic property (clearance) in human liver microsome,,Homo sapiens,9606.0,Liver,,Microsomes
4706,Autocuration,In vitro,,A,U,5944,Plasma clearance in human liver microsomes,,Homo sapiens,9606.0,Liver,,Microsomes
4707,Autocuration,In vitro,,A,U,17538,In vitro clearance in human liver microsomes,,Homo sapiens,9606.0,Liver,,Microsomes
4708,Autocuration,In vitro,,A,U,6331,Intrinsic clearance in human liver microsomes was determined,,Homo sapiens,9606.0,Liver,,Microsomes
4709,Autocuration,In vitro,,A,U,5948,Intrinsic clearance in human liver microsomes was determined,,Homo sapiens,9606.0,Liver,,Microsomes
4710,Autocuration,In vivo,,A,U,5965,Cmax (Tissue distribution) of compound was determined at a dose of 5 mg/kg in human,,Homo sapiens,9606.0,,,
4711,Autocuration,In vivo,,A,U,1916,Maximum concentration was evaluated against man at a dose of 10 mg/kg after po administration,,Homo sapiens,9606.0,,,
4712,Autocuration,,,A,U,5965,Cmin (Clearance) of compound was determined at a dose of 5 mg/kg in human,,Homo sapiens,9606.0,,,
4713,Autocuration,,,A,U,1299,Stability in human plasma 2 hr after incubation expressed as percent concentration,,Homo sapiens,9606.0,,,
4714,Autocuration,,,A,U,1299,Stability in human plasma 4 hr after incubation expressed as percent concentration,,Homo sapiens,9606.0,,,
4715,Autocuration,,,A,U,7766,Portion of holoxan excreted in the form of the metabolite from 1200 mL of urine on day 3 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,Homo sapiens,9606.0,Urine,,
4716,Autocuration,,,A,U,7766,Portion of holoxan excreted in the form of the metabolite from 1200 mL of urine on day 7 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,Homo sapiens,9606.0,Urine,,
4717,Autocuration,,,A,U,7766,Portion of holoxan excreted in the form of the metabolite from 1300 mL of urine on day 6 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,Homo sapiens,9606.0,Urine,,
4718,Autocuration,,,A,U,7766,Portion of holoxan excreted in the form of the metabolite from 1300 mL of urine on day 8 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,Homo sapiens,9606.0,Urine,,
4719,Intermediate,In vivo,,F,N,17764,Mean-residence time was determined for compound after intraperitoneal administration in mice at 23 uM/kg,,Mus musculus,10090.0,,,
4720,Intermediate,In vivo,,F,N,17764,Mean-residence time was determined for compound after intraperitoneal administration in mice at 25 uM/kg,,Mus musculus,10090.0,,,
4721,Intermediate,In vivo,,F,N,17764,Mean-residence time was determined for compound after intraperitoneal administration in mice at 26 uM/kg,,Mus musculus,10090.0,,,
4722,Intermediate,In vivo,,F,N,17764,Mean-residence time was determined for compound intravenous administration in mice at 23 uM/kg,,Mus musculus,10090.0,,,
4723,Intermediate,,,A,N,14294,Metabolism of compound in Mouse S9 microsomes ('++++'indicates largest observed peak),,Mus musculus,10090.0,,,
4724,Intermediate,,,A,N,14294,Metabolism of compound in mouse S9 microsomes ('+''indicates <20% largest observed peak),,Mus musculus,10090.0,,,
4725,Intermediate,,,A,N,14294,Metabolism of compound in mouse S9 microsomes ('++++' indicates largest observed peak),,Mus musculus,10090.0,,,
4726,Intermediate,,,A,N,6251,In vitro metabolic potential in mouse liver microsomes,,Mus musculus,10090.0,Liver,,
4727,Intermediate,,,A,N,17582,Ability of compound to bind to plasma protein was evaluated in HSA cells,,Mus musculus,10090.0,,,
4728,Intermediate,,,A,N,17811,Compound was tested for radioactivity level in mice adrenal glands (Compound is radiolabeled),,Mus musculus,10090.0,Adrenal gland,,
4729,Intermediate,,,A,N,17811,Compound was tested for radioactivity level in mice brain (Compound is radiolabeled); 2.2-4.9% ID/g,,Mus musculus,10090.0,Brain,,
4730,Intermediate,,,A,N,17811,Compound was tested for radioactivity level in mice brain (Compound is radiolabeled); 2.6-4.4% ID/g,,Mus musculus,10090.0,Brain,,
4731,Intermediate,,,A,N,17811,Compound was tested for radioactivity level in mice heart (Compound is radiolabeled),,Mus musculus,10090.0,,,
4732,Intermediate,,,A,N,17811,Compound was tested for radioactivity level in mice kidney (Compound is radiolabeled),,Mus musculus,10090.0,Kidney,,
4733,Intermediate,,,A,N,17811,Compound was tested for radioactivity level in mice lungs (Compound is radiolabeled),,Mus musculus,10090.0,,,
4734,Intermediate,,,A,N,5288,Tested for urinary recovery in mice after subcutaneous administration of 20 mg/Kg,,Mus musculus,10090.0,,,
4735,Intermediate,,,A,N,2717,Compound was evaluated for its potency in CDF1 mice and the serum cholesterol levels were determined,,Mus musculus,10090.0,Serum,,
4736,Intermediate,,,A,N,2717,Compound was evaluated for its potency in CDF1 mice and the serum metabolite levels were determined,,Mus musculus,10090.0,Serum,,
4737,Intermediate,,,A,N,2717,Compound was evaluated for its potency in CDF1 mice and the serum triglyceride levels were determined,,Mus musculus,10090.0,Serum,,
4738,Intermediate,In vivo,,A,N,17753,Half life of compound was determined in plasma of mice at 24 mg/Kg,,Mus musculus,10090.0,Plasma,,
4739,Intermediate,In vivo,,A,N,17753,Half life of compound was determined in plasma of mice at 40 mg/Kg,,Mus musculus,10090.0,Plasma,,
4740,Intermediate,In vivo,,A,N,17753,Half life of compound was determined in plasma of mice at 5 mg/Kg,,Mus musculus,10090.0,Plasma,,
4741,Intermediate,In vivo,,F,N,17764,Half life after intraperitoneal administration in mice at 18 uM/kg,,Mus musculus,10090.0,,,
4742,Intermediate,In vivo,,F,N,17764,Half life after intraperitoneal administration in mice at 23 uM/kg,,Mus musculus,10090.0,,,
