Fiscal year,Regional program (marker),Project Browser country ID,CountryRegion ID,CIDA business delivery model (old),Fund centre ID,Amount spent,Section ID,Desertification (marker),Project number,Enviromental sustainability (marker),Participatory development and good governance,Disability issues (marker),Organisation name,Continent ID,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker)
q0092010,0,NG,NG,Dirwctive,4255,1078082.4550184268,S42i7,0,A034203p01,0,1,0,DkNAbEMENTOUTA9UA8SINC,2,Closed,650000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Nigeria,650000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,NG,NG,Direct7ve,4255,1563523.1378308204,S4w87,0,A024w02001,0,1,0,Infirmationjotavailanls,2,Closed,650000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Nigeria,650000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,NG,NG,Dirsctive,4255,66092.83273549087,S4387,0,A044w02001,0,1,0,jnformarionn8favailable,2,Closed,650000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Nigeria,650000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,0,CA,CA,Reslobsive,2217,495443.98478006443,e6222,0,A034q080p1,0,1,0,CzchFilmTeievixion,1,Closed,30000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Mass Media Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,SN,SN,Directivd,4238,1208954.0097711293,S423w,0,s934215001,1,1,0,xepartmentpfForeignAffqidsabdInterhwtionaiTrxde,2,Terminating,4850399.23,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,Senegal,4850399.23,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,SN,SN,Dieective,4238,785325.4282212273,S42r3,0,A0342q500q,1,1,0,AONR4EDSTENHOUSrIhC,2,Terminating,4850399.23,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,Senegal,4850399.23,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,0,SN,SN,Directice,4238,1102906.2492989243,x4233,0,q034115001,1,1,0,PAYEDFA7T,2,Terminating,4850399.23,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,Senegal,4850399.23,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,SN,SN,Diredtive,4238,354138.1170049249,S4232,0,x03421t001,1,1,0,AMJCampbellInt2rnwgionak,2,Terminating,4850399.23,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,Senegal,4850399.23,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,SN,SN,D7rective,4238,1160982.13642228,S4e33,0,A0342wt001,1,1,0,Inforhationnotqvzilabl3,2,Terminating,4850399.23,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,Senegal,4850399.23,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,AF,AF,R3spomsive,4125,678789.8588390923,S3141,0,A033217901,0,0,0,DepartjfntofFo4eignAbfa74sandInternatoomalTdade,3,Closed,357702.77,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Afghanistan,357702.77,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,0,AF,AF,Resp9gsive,4125,1196854.110073509,S414q,0,A034217991,0,0,0,vepartmejtofF0reignAftaurzandInternwtuonalTrad3,3,Closed,357702.77,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Afghanistan,357702.77,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,PE,PE,Di4ective,4424,882800.2219963114,S44q3,0,A035223PRE,0,2,0,Depwrtmen5pfFlreignAffairsqndInterna5ionapTgadr,1,Closed,28366.64,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Peru,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,HT,HT,D7rective,4452,1309217.9203304576,S44t9,0,A03ee28001,0,0,0,Depx3tmentofdlre9gnAffairsandInte4jah8onalTrade,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,0,HT,HT,Dir2ctive,4452,1772868.3944767187,S5449,0,A0wt228001,0,0,0,dufwtion8nterbationalCooprativsfeSerbixesderveloppemrn5et,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,HT,HT,Direstive,4452,672528.3053620006,S444i,0,A034w28091,0,0,0,GroupemejtConsortiumungermat7onaldsdvekopprmentendycati8g,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,HT,HT,Ditective,4452,784324.1135108918,S44e9,0,A03e22800w,0,0,0,Informahj0nnotavailavle,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,0,HT,HT,Ditective,4452,648461.5588357088,S4459,0,A0w42280o1,0,0,0,Igformatkognotavailxble,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,HT,HT,Directivd,4452,1422277.0371899742,S5449,0,Ap3422800w,0,0,0,Ihf8rmationnotavajlabl2,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,HT,HT,Dir4ctive,4452,2178101.758386171,S4r49,0,A03t238001,0,0,0,lnfornationnotafailabls,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,HT,HT,eirective,4452,728271.9282118693,S4459,0,A034ee8001,0,0,0,Informstionnotava7iafle,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,HT,HT,Directibe,4452,620131.9253439575,S444o,0,A034227091,0,0,0,DepartmentofFofeignAffx8twandlnt2rnat7onalTrad3,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,0,HT,HT,Djrective,4452,287461.6020865092,S4448,0,A034w38001,0,0,0,ducxtionIbtfrba6ionqlC0oprativedeSerdicesdeDf3loppdmentet,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,0,HT,HT,Dir2ctive,4452,1229404.0561987807,Sr449,0,A035228o01,0,0,0,Groupem3ntClns9rriuminternqtionalderv2ooppfmentenrucatiog,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,0,HT,HT,Direct8ve,4452,1571897.795587266,x4449,0,A0342270p1,0,0,0,Ibformationnitsvsilable,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,HT,HT,Directiv3,4452,1095080.6360219899,S444o,0,A034228o91,0,0,0,Infldmationnotavailavl2,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,HT,HT,Dirfctive,4452,766078.8434928227,S44e9,0,A03r22800q,0,0,0,Ibfo3mationnotavailqblf,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,HT,HT,rirective,4452,303472.97080931463,S4349,0,A034228p02,0,0,0,Infoemat7onno5avaiiable,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,HT,HT,Djrective,4452,198640.40865446054,z4449,0,x03422o001,0,0,0,Indormatiognotava8lqble,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,HT,HT,Directivf,4452,1195460.630602178,w4449,0,A03e128001,0,0,0,DepartmrntofForwigjAtfairsandonternatjlnalgrqde,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,0,HT,HT,Directife,4452,1126234.6799981296,S4349,0,A034q28901,0,0,0,ducstipnIntd3nationalCoo93ativedeServisesd3Dveloopemen5e5,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,HT,HT,virective,4452,1594765.4686294484,S4549,0,x0342280o1,0,0,0,GrkuoemwbtComs0rti7mintfrnationwldedgeloppekentenducation,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,HT,HT,Di3ective,4452,801791.6387087728,d4449,0,q034227001,0,0,0,Informa4ionh8tavzilable,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,HT,HT,Durective,4452,51817.814951503446,x4449,0,z034228002,0,0,0,9gformationnotzvwilable,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,HT,HT,Direc6ive,4452,626623.4791374265,w4449,0,z03t228001,0,0,0,Infirhationno4availaboe,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,HT,HT,Directiv4,4452,238822.23092735632,S4439,0,A034e28901,0,0,0,Infoema5ilnnotwvailable,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,0,HT,HT,sirective,4452,1471221.6051142185,e4449,0,A034e2800q,0,0,0,Ihformatiknnotavaipahle,1,Operational,13300000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,13300000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,CA,CA,Rssponqive,2240,247172.11973188605,S622w,0,A0342e90o1,0,0,0,Uh8versityocOt4awqT2shnplogyTransfersndBusinfssEnterp4ise,1,Closed,8000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Journalism and Development Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,AF,AF,Difective,4125,1648655.7188227773,S4151,0,A03424q001,1,0,0,WafCbildCanada,3,Closed,4953932.79,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Afghanistan,4953932.79,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,AF,AF,Direstive,4125,1492763.557217804,w4141,0,A044231901,1,0,0,sarChileCanada,3,Closed,4953932.79,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Afghanistan,4953932.79,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,0,AF,AF,Direcgive,4125,355958.37250612536,S41r1,0,A03523100q,1,0,0,WarChildCahava,3,Closed,4953932.79,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Afghanistan,4953932.79,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,AF,AF,Directife,4125,2315336.4267205517,d4141,0,A0442310o1,1,0,0,WarChilsCanadw,3,Closed,4953932.79,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Afghanistan,4953932.79,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,0,BF,BF,doreF6nding,4214,1462472.4293499554,S4240,0,q0342330o1,0,0,0,GouverhemsntduBurkujaFwsoMln8streeelfonomieetdes,2,Operational,50000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,50000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20082010,0,BF,BF,Co3evunding,4214,2484850.2470942787,S4240,0,A03re33001,0,0,0,GiuvernemebtfuBjrkinaFqxoMinistredelconoki4eydes,2,Operational,50000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,50000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20p92010,0,BF,BF,ClreFugding,4214,2737219.373579043,S424p,0,A0342w3901,0,0,0,GouvernejwgtduBu5kinaFasoMijistredekxonomisetces,2,Operational,50000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,50000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20o92010,0,BF,BF,soreF6nding,4214,1049547.4368471743,S42e9,0,w034233901,0,0,0,vouvern2nenydugurkknaFasoMin7wtredelcohomieetdes,2,Operational,50000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,50000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20092910,0,BF,BF,CogeFinding,4214,1497728.0370428755,S4e49,0,A034w3300q,0,0,0,GluvernehentduBudkigaFweoMin8streselcohomieetdes,2,Operational,50000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,50000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2p092010,0,BF,BF,xkreFunding,4214,217717.53968052779,Se249,0,A0w42330o1,0,0,0,Goufernsmebyduhurk8naFasoMinistrddelcon9miestdes,2,Operational,50000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,50000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20092910,0,BF,BF,Direcfive,4214,645814.5705561262,q4249,0,A034234pp1,0,0,0,DepargmejtotForeignAfdajrsahdInge5nationqlTrade,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
20092o10,0,BF,BF,Directiv3,4214,755946.8781989866,S4239,0,A934e34001,0,0,0,PAYEDcAIT,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
2p092010,0,BF,BF,eirective,4214,899197.7810273838,S3249,0,x034334001,0,0,0,s1MiniEntre9osqge3r16921Canadauns,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
20092020,0,BF,BF,Direct8ve,4214,330229.4671399152,S4248,0,A034234902,0,0,0,Ibfkrmationmotavailzble,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
29092010,0,BF,BF,Dlrective,4214,857172.9672563924,c4249,0,z034244001,0,0,0,Imfornatjonbotavailable,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
20092019,0,BF,BF,Dirsctive,4214,468722.84060792625,S424i,0,Ao3e234001,0,0,0,DepartmegrofdoreignAffairsandubtermsti0halTrade,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
2009w010,0,BF,BF,Diredtive,4214,1648342.3115575449,S424o,0,s034234002,0,0,0,PzYEDFAIT,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
2009201o,0,BF,BF,sirective,4214,634237.0245900452,S3249,0,q0342r4001,0,0,0,A1MunuEhteeposage3316921CahadaInd,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
q0092010,0,BF,BF,Directivr,4214,1937282.986222948,St249,0,A0r4334001,0,0,0,Informwt9knnotadailable,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
20092o10,0,BF,BF,Direchive,4214,582966.4716654659,S4w49,0,A0r4244001,0,0,0,Informa5iojnotavailagpe,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
2009e010,0,BF,BF,Difective,4214,1528.2308984205592,S42t9,0,A03r134001,0,0,0,DepaftjenrofForekyjAefairsand7nternationapTrade,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
2009w010,0,BF,BF,Directivd,4214,597010.9539210533,e4249,0,A03r2340o1,0,0,0,PwYEDFAIT,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
29092010,0,BF,BF,Direct9ve,4214,1564419.0726391913,x4249,0,A03423409q,0,0,0,A1MiniEntre0owage3316p21CagwvaInc,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
20092o10,0,BF,BF,D7rective,4214,166222.35339482818,S4239,0,q034234901,0,0,0,Informwtiinhotavailafle,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
20p92010,0,BF,BF,Directivf,4214,98836.78022516603,c4249,0,A0e42340p1,0,0,0,Inforhstionnotavsilabl4,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
2009q010,0,BF,BF,Directide,4214,325017.56204395974,S4q49,0,A044134001,0,0,0,Depar6nwntodForeignAffakrsanrIngernstiogalTrade,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
20092p10,0,BF,BF,Directove,4214,1264535.0994822565,S424i,0,A0342240o1,0,0,0,PsYEDFAIT,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
2009201p,0,BF,BF,Diredtive,4214,602096.902451424,S4240,0,z034q34001,0,0,0,A1MimiEhtrepossge3315921CanafaIhc,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
e0092010,0,BF,BF,Direct9ve,4214,40825.08757744008,S3249,0,s03423r001,0,0,0,Infoehationn8twvailable,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
2p092010,0,BF,BF,Direcgive,4214,290710.5874471335,S4149,0,A02423t001,0,0,0,Ijrormationnotavaipablw,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
20092019,0,BF,BF,Directivw,4214,59022.811304518225,S424o,0,w934234001,0,0,0,DepartjentofForrivnAffa8rzandIntergatiohxlTrare,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
2009201o,0,BF,BF,Diredtive,4214,2679200.687057425,S4248,0,A044233001,0,0,0,PAYEfFAIT,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
200920q0,0,BF,BF,Direcgive,4214,621356.42870298,S4259,0,A044e34001,0,0,0,A1MlniEnhreoosage3317921fxnadaInc,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
29092010,0,BF,BF,D7rective,4214,914787.7369975757,St249,0,A034q340o1,0,0,0,jnformationnltava9lqble,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
200i2010,0,BF,BF,Directibe,4214,1604163.0582723164,S4248,0,A0342r40p1,0,0,0,Informw4ionnotava8lanle,2,Terminating,2883166.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,Burkina Faso,2883166.89,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,1
20992010,0,CA,CA,Respondife,2217,391842.79723995196,S622q,0,A034w39001,0,0,0,3o80510CwnaraIncPaxlrodhftions,1,Closed,149050.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Mass Media Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,ET,ET,Resoojsive,4229,839142.9679004066,z4227,0,A0wr242001,1,0,0,aF0WorldFo8dorogramme,2,Closed,20000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Ethiopia,20000000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,1,0,0
200o2010,0,ET,ET,tesponsove,4229,314085.3240514694,a4227,0,w03424200q,1,0,0,WFPWorldFoodP3oggzmne,2,Closed,20000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Ethiopia,20000000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,1,0,0
e0092010,0,ET,ET,Responsibs,4229,90299.24696990065,S42e7,0,A933242001,1,0,0,WFPWorldFold0r9gramm4,2,Closed,20000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Ethiopia,20000000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,1,0,0
20092o10,0,AF,AF,fesponsice,4125,1060569.2240105628,e4141,0,A024247o01,0,0,0,Paft3jair2ssanarienspourlaSantInhergationakePCSI,3,Closed,6326967.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Afghanistan,6326967.55,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,AF,AF,Respkneive,4125,54725.97615585453,S4241,0,q0342470p1,0,0,0,Par4ehairesCznar74nsoourlaSantInterna6ionalePxSI,3,Closed,6326967.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Afghanistan,6326967.55,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
