assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,confidence_score,src_assay_id,chembl_id,variant_id
10537,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat (Sprague-Dawley),,,BAO_0000218,N,,1,,CHEMBL623078,
10538,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in Sprague-Dawley rats,,,BAO_0000218,N,,1,,CHEMBL623079,
10539,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),,,BAO_0000218,N,,1,,CHEMBL623080,
10540,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),,,BAO_0000218,N,,1,,CHEMBL623081,
10541,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in Sprague-Dawley rats at a dose of 2 mg/kg by po administration,,,BAO_0000218,N,,1,,CHEMBL623082,
10542,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in fasted rat,,,BAO_0000218,N,,1,,CHEMBL874400,
10543,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in fed rat,,,BAO_0000218,N,,1,,CHEMBL623083,
10544,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623084,
10545,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623085,
10546,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623086,
10547,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623087,
10548,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623088,
10549,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623089,
10550,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623090,
10551,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623091,
10552,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623092,
10553,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623093,
10554,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL874401,
10555,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623094,
10556,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL623095,
10557,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat after peroral administration at 10 mg/kg,,,BAO_0000218,N,,1,,CHEMBL623096,
10558,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat after peroral administration at 5 mg/kg,,,BAO_0000218,N,,1,,CHEMBL624913,
10559,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat (dose 2.8 mg/kg p.o.),,,BAO_0000218,N,,1,,CHEMBL624914,
10560,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat by po administration at a dose of 40 mg/kg,,,BAO_0000218,N,,1,,CHEMBL624915,
10561,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat; Not measured,,,BAO_0000218,N,,1,,CHEMBL624916,
10562,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL624917,
10563,,,50597,10116.0,Intermediate,1,,A,,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus NE,,,BAO_0000218,N,,1,,CHEMBL625157,
10564,,2107.0,50597,10116.0,Intermediate,1,Liver,A,,In vitro metabolic potential in rat liver microsomes,,,BAO_0000218,N,,1,,CHEMBL625158,
10565,In vivo,,50597,10116.0,Intermediate,1,,A,,"Oral availability was tested for plasma levels at a dose of 40 mg/kg, after 6 hr of in fed fisher rats.",,,BAO_0000218,N,,1,,CHEMBL625159,
10566,In vivo,,50597,10116.0,Intermediate,1,,A,,"In vivo percentage mean absolute bioavailability of compound in rat after an oral dose of 10 mg/kg (in water, N=4)",,,BAO_0000218,N,,1,,CHEMBL625160,
10567,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability of intravenously administered compound (3 mg/kg) was tested in rats,,,BAO_0000218,N,,1,,CHEMBL625161,
10568,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL625162,
10569,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL625163,
10570,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rats at 10 mg/kg,,,BAO_0000218,N,,1,,CHEMBL625164,
10571,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,,BAO_0000218,N,,1,,CHEMBL625165,
10572,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral bioavailability in rat,,,BAO_0000218,N,,1,,CHEMBL625166,
10573,,,50597,10116.0,Intermediate,1,,A,,Tested for effective permeability across the rat intestinal membrane using mass balance analysis,,,BAO_0000218,N,,1,,CHEMBL625167,
10574,,,50597,10116.0,Intermediate,1,,A,,Tested for effective permeability across the rat intestinal membrane using mass balance analysis at 0.01 mM concentration,,,BAO_0000218,N,,1,,CHEMBL625168,
10575,In vivo,,50597,10116.0,Intermediate,1,,A,,Plasma clearance of the compound,,,BAO_0000218,N,,1,,CHEMBL625169,
10576,In vivo,,50597,10116.0,Intermediate,1,,A,,Plasma clearance at 10 mg/kg in rat upon intravenous administration,,,BAO_0000218,N,,1,,CHEMBL626264,
10577,In vivo,,50597,10116.0,Intermediate,1,,A,,Plasma clearance upon intravenous administration of 1 mg/Kg in rats,,,BAO_0000218,N,,1,,CHEMBL626265,
10578,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,The compound was tested for plasma clearance in rat,,,BAO_0000218,N,,1,,CHEMBL626266,
10579,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,The compound was tested for plasma clearance in rat at dose of 3-10 mgkg,,,BAO_0000218,N,,1,,CHEMBL626267,
10580,,,50597,10116.0,Intermediate,1,,A,,Plasma concentration upon oral administration of 1 mg/Kg in rats,,,BAO_0000218,N,,1,,CHEMBL626268,
10581,,,50597,10116.0,Intermediate,1,,A,,Peak plasma level between 0.5 and 1.0 hour in Dawley rats; value ranges from 1021-2551,,,BAO_0000218,N,,1,,CHEMBL626269,
10582,,,50597,10116.0,Intermediate,1,,A,,Plasma level after intravenous administration in rat model of FeCl3-induced carotid thrombosis,,,BAO_0000218,N,,1,,CHEMBL626270,
10583,,,50597,10116.0,Intermediate,1,,A,,Plasma protein binding was determined after intravenous administration of 1 mg/kg in rat,,,BAO_0000218,N,,1,,CHEMBL626271,
10584,,,50597,10116.0,Intermediate,1,,A,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1",,,BAO_0000218,N,,1,,CHEMBL626272,
10585,,,50597,10116.0,Intermediate,1,,A,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",,,BAO_0000218,N,,1,,CHEMBL626273,
10586,,,50597,10116.0,Intermediate,1,,A,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",,,BAO_0000218,N,,1,,CHEMBL875346,
10587,,,50597,10116.0,Intermediate,1,,A,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not stable",,,BAO_0000218,N,,1,,CHEMBL626274,
10588,,,50597,10116.0,Intermediate,1,,A,,Compound was tested for protein binding in rat plasma,,,BAO_0000218,N,,1,,CHEMBL626275,
10589,,,50597,10116.0,Intermediate,1,,A,,Compound was evaluated for absorption of radioligand following oral administration to bile duct cannulated rat. ,,,BAO_0000218,N,,1,,CHEMBL624646,
10590,,,50597,10116.0,Intermediate,1,,A,,Compound was evaluated for absorption of radioligand upon oral administration to bile duct cannulated rats,,,BAO_0000218,N,,1,,CHEMBL624647,
10591,,2107.0,50597,10116.0,Intermediate,1,Liver,A,,In vitro metabolism in rat liver microsomes was evaluated to determine diminishing of glucuronidation rate,,,BAO_0000218,N,,1,,CHEMBL624648,
10592,,,50597,10116.0,Intermediate,1,,A,,Area under curve ratio was determined (po/iv) in rat,,,BAO_0000218,N,,1,,CHEMBL624649,
10593,,,50597,10116.0,Intermediate,1,,A,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 15 mins after i.v. administration,,,BAO_0000218,N,,1,,CHEMBL624650,
10594,,,50597,10116.0,Intermediate,1,,A,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 2 mins after i.v. administration,,,BAO_0000218,N,,1,,CHEMBL624651,
10595,,,50597,10116.0,Intermediate,1,,A,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 65 mins after i.v. administration,,,BAO_0000218,N,,1,,CHEMBL624652,
10596,,,50597,10116.0,Intermediate,1,,A,,Compound was tested for brain/plasma ratio after oral administration at 10 mg/kg,,,BAO_0000218,N,,1,,CHEMBL624653,
10597,,,50597,10116.0,Intermediate,1,,A,,Ratio of AUCbrain to AUCplasma,,,BAO_0000218,N,,1,,CHEMBL624654,
10598,,,50597,10116.0,Intermediate,1,,A,,Ratio of brain to plasma,,,BAO_0000218,N,,1,,CHEMBL624655,
10599,,,50597,10116.0,Intermediate,1,,A,,Ratio of the AUC values of brain and plasma after intravenous administration (4.7 mg/kg) to male rats was evaluated,,,BAO_0000218,N,,1,,CHEMBL624656,
10600,,,50597,10116.0,Intermediate,1,,A,,Ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,,,BAO_0000218,N,,1,,CHEMBL624657,
10601,,,50597,10116.0,Intermediate,1,,A,,Ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,,,BAO_0000218,N,,1,,CHEMBL624658,
10602,,,50597,10116.0,Intermediate,1,,A,,Selectivity ratio for biodistribution in brain and blood of rats after 15 minutes; Expressed as percent dose/gram ratio,,,BAO_0000218,N,,1,,CHEMBL624659,
10603,,,50597,10116.0,Intermediate,1,,A,,Selectivity ratio for biodistribution in brain and blood of rats after 2 minutes; Expressed as percent dose/gram ratio,,,BAO_0000218,N,,1,,CHEMBL624660,
10604,,,50597,10116.0,Intermediate,1,,A,,Selectivity ratio for biodistribution in brain and blood of rats after 60 minutes; Expressed as percent dose/gram ratio,,,BAO_0000218,N,,1,,CHEMBL624661,
10605,,,50597,10116.0,Intermediate,1,,A,,Steady state brain :blood ratio was determined,,,BAO_0000218,N,,1,,CHEMBL624662,
10606,,,50597,10116.0,Intermediate,1,,A,,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,,,BAO_0000218,N,,1,,CHEMBL625199,
10607,,,50597,10116.0,Intermediate,1,,A,,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,,,BAO_0000218,N,,1,,CHEMBL625200,
10608,,,50597,10116.0,Intermediate,1,,A,,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats,,,BAO_0000218,N,,1,,CHEMBL625201,
10609,,,50597,10116.0,Intermediate,1,,A,,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,,,BAO_0000218,N,,1,,CHEMBL625202,
10610,,,50597,10116.0,Intermediate,1,,A,,Percentage recovery after 3h incubation with rat hapatocytes was determined,,,BAO_0000218,N,,1,,CHEMBL625203,
10611,,,50597,10116.0,Intermediate,1,,A,,Percentage recovery in rat hepatic microsomal fractions under oxidative conditions after 1 hour,,,BAO_0000218,N,,1,,CHEMBL625204,
10612,,,50597,10116.0,Intermediate,1,,A,,Percentage recovery in rhesus monkey hepatic microsomal fractions under oxidative conditions after 1 hour,,,BAO_0000218,N,,1,,CHEMBL625205,
10613,,,50597,10116.0,Intermediate,1,,A,,Recovery rate from urine and bile was determined after iv administration at 20 mg/kg in rats,,,BAO_0000218,N,,1,,CHEMBL625206,
10614,,,22224,,Autocuration,1,,A,,"Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured, No site available for protein conjugation.",,,BAO_0000019,U,,0,,CHEMBL625207,
10615,,,22224,,Autocuration,1,,A,,Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured.,,,BAO_0000019,U,,0,,CHEMBL625208,
10616,,,50587,9606.0,Intermediate,1,,A,495.0,In vivo absorption in Caco-2 cell line monolayers was determined,,,BAO_0000218,N,,1,,CHEMBL625209,
10617,,,22229,,Autocuration,1,,P,,Calculated partition coefficient (clogP),,,BAO_0000100,U,,0,,CHEMBL625210,
10618,,,50597,10116.0,Intermediate,1,,A,,Area under curve was determine after peroral administration at 10 mpk in Rat,,,BAO_0000218,N,,1,,CHEMBL625211,
10619,,,50797,9544.0,Intermediate,1,,A,,Area under curve was determine after peroral administration at 10 mpk in Rhesus,,,BAO_0000218,N,,1,,CHEMBL625212,
10620,,,50597,10116.0,Intermediate,1,,A,,Area under curve was determine after peroral administration at 160 mpk in Rat,,,BAO_0000218,N,,1,,CHEMBL625213,
10621,,,50597,10116.0,Intermediate,1,,A,,Area under curve was determine after peroral administration at 20 mpk in Rat,,,BAO_0000218,N,,1,,CHEMBL625214,
10622,,,50597,10116.0,Intermediate,1,,A,,Area under curve was determine after peroral administration at 50 mpk in Rat,,,BAO_0000218,N,,1,,CHEMBL874542,
10623,,,22229,,Autocuration,1,,P,,Calculated partition coefficient (clogP) (AlogP),,,BAO_0000100,U,,0,,CHEMBL625215,
10624,,,22224,,Autocuration,1,,A,,Activated partial thromboplastin time measured,,,BAO_0000019,U,,0,,CHEMBL625216,
10625,,,22224,,Autocuration,1,,P,,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4),,,BAO_0000100,U,,0,,CHEMBL625217,
10626,,,22224,,Autocuration,1,,P,,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4); ND=Not determined (AS mg/mL),,,BAO_0000100,U,,0,,CHEMBL625218,
10627,,1969.0,50588,9615.0,Intermediate,1,Plasma,A,,AUC (Area under curve) was determined after intravenous administration at a dose 1 mg/kg in dog,,,BAO_0000218,N,,1,,CHEMBL622864,
10628,,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,AUC (Area under curve) was determined after intravenous administration at a dose 2 mg/kg in rat.,,,BAO_0000218,N,,1,,CHEMBL622865,
10629,,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,AUC (Area under curve) was determined after peroral administration at a dose 10 mg/kg in rat.,,,BAO_0000218,N,,1,,CHEMBL622866,
10630,,1969.0,50588,9615.0,Intermediate,1,Plasma,A,,AUC (Area under curve) was determined after peroral administration at a dose 5 mg/kg in dog,,,BAO_0000218,N,,1,,CHEMBL622867,
10631,,1969.0,50512,10141.0,Intermediate,1,Plasma,A,,AUC (ng h/mL) value after oral administration of 10 mg/kg in guinea pig.,,,BAO_0000218,N,,1,,CHEMBL876808,
10632,,955.0,22224,,Autocuration,1,Brain,A,,AUC in brain,,,BAO_0000019,U,,0,,CHEMBL627725,
10633,,1977.0,22224,,Autocuration,1,Serum,A,,AUC in serum,,,BAO_0000019,U,,0,,CHEMBL627726,
10634,,1969.0,22224,,Autocuration,1,Plasma,A,,AUC was determined,,,BAO_0000019,U,,0,,CHEMBL627727,
10635,,1969.0,22224,,Autocuration,1,Plasma,A,,AUC of the compound.,,,BAO_0000019,U,,0,,CHEMBL627728,
10636,,1969.0,22224,,Autocuration,1,Plasma,A,,AUC value (0-4 hr),,,BAO_0000019,U,,0,,CHEMBL627729,
10637,,1969.0,22224,,Autocuration,1,Plasma,A,,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 150 uMol/kg,",,,BAO_0000019,U,,0,,CHEMBL627730,
10638,,1969.0,22224,,Autocuration,1,Plasma,A,,AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,,,BAO_0000019,U,,0,,CHEMBL627731,
10639,,1969.0,22224,,Autocuration,1,Plasma,A,,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,",,,BAO_0000019,U,,0,,CHEMBL627732,
10640,,1969.0,22224,,Autocuration,1,Plasma,A,,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 700 uMol/kg,",,,BAO_0000019,U,,0,,CHEMBL627733,
10641,,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,AUC(area under curve) was determined after intravenous administration in rats,,,BAO_0000218,N,,1,,CHEMBL627734,
10642,,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,AUC(area under curve) was determined after oral administration in rats,,,BAO_0000218,N,,1,,CHEMBL627735,
10643,,1969.0,50512,10141.0,Intermediate,1,Plasma,A,,AUC(ng h/mL)values after oral administration of 10 mg/kg in guinea pig.,,,BAO_0000218,N,,1,,CHEMBL627736,
10644,,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,AUC(ng h/mL)values after oral administration of 10 mg/kg in rat.,,,BAO_0000218,N,,1,,CHEMBL876809,
10645,,,22224,,Autocuration,1,,A,,Area Under Curve after oral dosing of 100 uM/Kg,,,BAO_0000019,U,,0,,CHEMBL627737,
10646,,,22224,,Autocuration,1,,A,,Area Under Curve after oral dosing of 30 uM/Kg,,,BAO_0000019,U,,0,,CHEMBL627738,
10647,,,22224,,Autocuration,1,,A,,Area Under Curve was measured by ploting the graph between concentration verses time,,,BAO_0000019,U,,0,,CHEMBL627739,
10648,,,50588,9615.0,Intermediate,1,,A,,Area under concentration-time curve of compound was determined in dog at 25 mg/kg orally,,,BAO_0000218,N,,1,,CHEMBL626143,
10649,,,22224,314293.0,Autocuration,1,,A,,Area under concentration-time curve of compound was determined in monkey at 25 mg/kg orally,,,BAO_0000218,U,,0,,CHEMBL626144,
10650,,,50592,9986.0,Intermediate,1,,A,,Area under concentration-time curve of compound was determined in rabbit at 25 mg/kg orally,,,BAO_0000218,N,,1,,CHEMBL626145,
10651,,,50597,10116.0,Intermediate,1,,A,,Area under concentration-time curve of compound was determined in rat at 25 mg/kg orally,,,BAO_0000218,N,,1,,CHEMBL626146,
10652,,178.0,50597,10116.0,Intermediate,1,Blood,A,,Area under curve (AUC) is the drug concentrations in blood samples of rats with arterial catheters at 5 min and 12 hr plotted against time,,,BAO_0000218,N,,1,,CHEMBL626147,
10653,,,22224,,Autocuration,1,,A,,Area under curve (AUC) was determined,,,BAO_0000019,U,,0,,CHEMBL626148,
10654,,,22224,,Autocuration,1,,A,,Area under curve (AUC) following ip administration at 1 mg/kg,,,BAO_0000218,U,,0,,CHEMBL626149,
10655,,,22224,,Autocuration,1,,A,,Area under curve (AUC) was determined; ND is Not determined,,,BAO_0000019,U,,0,,CHEMBL626150,
10656,,,50588,9615.0,Intermediate,1,,A,,Area under curve (AUC) was determined in dogs fed after intravenous administration of 25 mg/kg of the compound,,,BAO_0000218,N,,1,,CHEMBL626151,
10657,,,50588,9615.0,Intermediate,1,,A,,Area under curve (AUC) was determined in dogs fed after oral administration of 25 mg/kg of the compound,,,BAO_0000218,N,,1,,CHEMBL626152,
10658,,,50588,9615.0,Intermediate,1,,A,,Area under curve (AUC) was determined in fasted dogs after oral administration of 25 mg/kg of the compound,,,BAO_0000218,N,,1,,CHEMBL626153,
10659,,,22224,,Autocuration,1,,A,,Area under curve (AUR) was determined,,,BAO_0000019,U,,0,,CHEMBL626154,
10660,,,22224,,Autocuration,1,,A,,Area under curve at 1 uM/dg administered intravenously,,,BAO_0000019,U,,0,,CHEMBL626155,
10661,,,22224,,Autocuration,1,,A,,Area under curve at 10 uM/dg administered perorally,,,BAO_0000019,U,,0,,CHEMBL626156,
10662,,,22224,,Autocuration,1,,A,,Area under curve at 2 uM/dg administered intravenously,,,BAO_0000019,U,,0,,CHEMBL626157,
10663,,,22224,,Autocuration,1,,A,,Area under curve at 20 uM/dg administered perorally,,,BAO_0000019,U,,0,,CHEMBL626158,
10664,,,50588,9615.0,Intermediate,1,,A,,Area under curve at a peroral dose of 3 mg/kg in dog,,,BAO_0000218,N,,1,,CHEMBL626159,
10665,,,50597,10116.0,Intermediate,1,,A,,Area under curve at a peroral dose of 3 mg/kg in rat,,,BAO_0000218,N,,1,,CHEMBL626160,
10666,,,50588,9615.0,Intermediate,1,,A,,Area under curve at an iv dose of 1 mg/kg in dog,,,BAO_0000218,N,,1,,CHEMBL626161,
10667,,,50597,10116.0,Intermediate,1,,A,,Area under curve at an iv dose of 1 mg/kg in rat,,,BAO_0000218,N,,1,,CHEMBL626162,
10668,,,22224,,Autocuration,1,,A,,Area under curve gives the effective duration for the angiotensin II antagonist effect of the compound.,,,BAO_0000019,U,,0,,CHEMBL626163,
10669,,,22224,,Autocuration,1,,A,,Area under curve gives the effective duration for the angiotensin II antagonist effect.,,,BAO_0000019,U,,0,,CHEMBL626164,
10670,,,50594,10090.0,Intermediate,1,,A,,Area under curve measured as conc vs time after intravenous administration to mice.,,,BAO_0000218,N,,1,,CHEMBL626165,
10671,,,50594,10090.0,Intermediate,1,,A,,Area under curve measured as conc vs time after peroral administration to mice.,,,BAO_0000218,N,,1,,CHEMBL626166,
10672,,,50588,9615.0,Intermediate,1,,A,,Area under curve of acid 2a was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,,BAO_0000218,N,,1,,CHEMBL626167,
10673,,,50588,9615.0,Intermediate,1,,A,,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by capsule method in dog,,,BAO_0000218,N,,1,,CHEMBL626168,
10674,,,50588,9615.0,Intermediate,1,,A,,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by gavage method in dog,,,BAO_0000218,N,,1,,CHEMBL877463,
10675,,,50588,9615.0,Intermediate,1,,A,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by capsule method in dog,,,BAO_0000218,N,,1,,CHEMBL626169,
10676,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution of radiolabeled compound in rat heart after 24 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL626170,
10677,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution of radiolabeled compound in rat heart after 2 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL626171,
10678,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution of radiolabeled compound in rat heart after 30 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL626172,
10679,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution of radiolabeled compound in rat heart after 5 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL626173,
10680,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution of radiolabeled compound in rat kidney after 24 hr postinjection activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL626174,
10681,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution of radiolabeled compound in rat kidney after 24 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL626175,
10682,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution of radiolabeled compound in rat kidney after 2 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL626176,
10683,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution of radiolabeled compound in rat kidney after 30 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL626177,
10684,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution of radiolabeled compound in rat kidney after 5 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL622499,
10685,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution of radiolabeled compound in rat liver after 24 hr postinjection activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL622500,
10686,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution of radiolabeled compound in rat liver after 24 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL622501,
10687,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution of radiolabeled compound in rat liver after 2 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL622502,
10688,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution of radiolabeled compound in rat liver after 30 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL622503,
10689,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution of radiolabeled compound in rat liver after 5 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL877614,
10690,In vivo,2048.0,50597,10116.0,Intermediate,1,Lung,A,,Biodistribution of radiolabeled compound in rat lung after 24 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL624839,
10691,In vivo,2048.0,50597,10116.0,Intermediate,1,Lung,A,,Biodistribution of radiolabeled compound in rat lung after 2 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL624840,
10692,In vivo,2048.0,50597,10116.0,Intermediate,1,Lung,A,,Biodistribution of radiolabeled compound in rat lung after 30 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL624841,
10693,In vivo,2048.0,50597,10116.0,Intermediate,1,Lung,A,,Biodistribution of radiolabeled compound in rat lung after 5 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL624842,
10694,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution of radiolabeled compound in rat muscle after 24 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL624843,
10695,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution of radiolabeled compound in rat muscle after 2 hr activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL624844,
10696,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution of radiolabeled compound in rat muscle after 30 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL624845,
10697,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution of radiolabeled compound in rat muscle after 5 min activity expressed as %ID/Organ,,,BAO_0000218,N,,1,,CHEMBL621904,
10698,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 15 mins after i.v. administration,,,BAO_0000218,N,,1,,CHEMBL621905,
10699,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 2 mins after i.v. administration,,,BAO_0000218,N,,1,,CHEMBL874382,
