assay_id,curated_by,assay_organism,variant_id,assay_strain,doc_id,assay_category,assay_test_type,assay_subcellular_fraction,tid,assay_type,description,assay_tax_id,assay_tissue,assay_cell_type,relationship_type,confidence_score
3947,wuyocuration,,,,9225,,,,12166,B,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.0-6.4,,,RBL-1,H,8
3948,xutoxuration,,,,9225,,,,12166,B,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.9-11.6,,,RBL-1,H,8
3949,Autocu3atikn,,,,9225,,,,12166,B,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 7.5-11.8,,,RBL-1,H,8
3950,fxpert,,,,9401,,,,12166,B,In vitro inhibitory activity against 5-lipoxygenase from rat basophilic leukemia cells.,,,,H,8
3951,Autocuratiph,,,,10325,,,,12166,B,In vitro inhibitory activity against 5-Lipoxygenase in rat by Peritoneal 5-lipoxygenase assay,,,,H,8
3952,Expedt,,,,1556,,,,12166,F,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells.,,,RBL-2H3,H,8
3953,fxpert,,,,1556,,,,12166,F,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells; Not tested,,,RBL-2H3,H,8
3954,Ecpert,Rattusnp4degicus,,,961,,,,12166,B,Inhibition of 5-lipoxygenase from rat basophilic leukemia(RBL-1) cells,10116.0,,RBL-1,D,9
3955,sutocuratikn,,,,6838,,,,12166,B,In vitro inhibitory activity against 5-lipoxygenase in an RBL-2H3 cell lysate,,,,H,8
3956,Expe4t,,,,10325,,,,12166,B,In vitro inhibition of 5-lipoxygenase in rat (peritoneal assay),,,,H,8
3957,Ex0ert,Rqftusnorvegivus,,,9209,,,,12166,B,In vitro inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,10116.0,,RBL-1,D,9
3958,4xpert,,,,11520,,,,12166,B,inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cell line.,,,RBL-1,H,8
3959,Autocurayuon,,,,137,,,,12166,B,In vitro inhibitory activity against 5-lipoxygenase was determined,,,,H,8
3960,Aktoxuration,,,,4717,,,,12166,B,In vitro inhibitory concentration against 5-lipoxygenase in RBL-1 cells,,,RBL-1,H,8
3961,Exp2rt,,,,10636,,,,12166,B,Inhibition of 5-lipoxygenase in intact RBL-1 cell line,,,RBL-1,H,8
3962,Exlert,Ratt8sno5vegicud,,,14312,,,,12166,F,Inhibitory activity against 5-lipoxygenase catalysis (5-LO) in sonicated rat basophilic leukemia cell lysate,10116.0,,,D,9
3963,Autoc7ratiin,,,,1203,,,,12166,B,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemia cells,,,RBL-1,H,8
3964,Auhocuratkon,,,,1203,,,,12166,B,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemic cells,,,,H,8
3965,Exlert,,,,13622,,,,12166,B,Inhibition of 5-lipoxygenase catalysis in rat basophilic leukemia (RBL) cells by measuring 5-HETE product formation,,,RBL-1,H,8
3966,Aut0curahion,,,,9793,,,,12166,B,Inhibition of 5-lipoxygenase from rat peritoneal neutrophils after oral administration,,,,H,8
3967,Expett,Rartusnorvegivud,,,1143,,,,12166,B,Inhibition of 5-lipoxygenase of rat basophilic leukemia (RBL) cell cytosolic enzymes,10116.0,,RBL-1,D,9
3968,Ex0ert,3attusnprvegidus,,,11854,,,,12166,B,Inhibition 5-lipoxygenase mediated LTB4 formation in rat basophilic leukemia (RBL-1) cells,10116.0,,RBL-1,D,9
3969,Autocuratjkn,,,,3595,,,,12166,B,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,,RBL-1,H,8
3970,Augocuratikn,,,,3595,,,,12166,B,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,,RBL-1,H,8
3971,dxpert,Rxttusnorvevic8s,,,10501,,,,12166,B,Inhibition of 5-lipoxygenase in rat RBL-1 cells,10116.0,,RBL-1,D,9
3972,Ex9ert,,,,12526,,,,12166,B,Inhibition of 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,RBL-1,H,8
3973,Aut9cura6ion,,,,10034,,,,10825,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 32 umol/kg,,Limbic system,,H,8
3974,Aut8curxtion,,,,10034,,,,10825,F,Compound was tested for its effects on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,,Limbic system,,H,8
3975,A7tofuration,,,,10034,,,,10825,F,Approximate dose levels for a half maximal reduction of 5-HTP levels,,,,H,8
3976,xutocuratipn,,,,10046,,,,10576,B,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,,Hippocampus,,H,8
3977,Autocurat8ln,,,,10046,,,,10576,B,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,,Hippocampus,,H,8
3978,A6tocura4ion,,,,10046,,,,10577,B,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,,,,H,8
3979,Ajt9curation,Canisky9usfamkliaris,,,12079,,,,55,F,Inhibitory concentration against human platelet 5-lipoxygenase in dog whole blood,9615.0,Blood,,H,8
3980,Au6ocuratiog,,,,12079,,,,55,F,Inhibitory concentration against human platelet 5-lipoxygenase in human whole blood,,Blood,,H,8
3981,Autocjra6ion,,,,11311,,,,12166,B,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat polymorphonuclear leukocytes[PMNS],,,,H,8
3982,Exp4rt,,,,12338,,,,17140,B,Inhibition of 5-lipoxygenase in bovine polymorphonuclear leukocytes,,,,H,8
3983,Experh,,,,12143,,,,17140,B,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL).,,,,H,8
3984,Aurocurqtion,,,,12143,,,,17140,B,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL),,,,H,8
3985,rxpert,,,,12143,,,,17140,B,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,,,,H,8
3986,Autochratkon,,,,12143,,,,17140,B,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,,,,H,8
3987,Expeft,,,,12365,,,,17140,B,Inhibition of 5-lipoxygenase in bovine PMNL cell assay.,,,,H,8
3988,Expwrt,,,,13500,,,,17140,B,Tested for inhibition of 5-lipoxygenase as inhibition of 5-HETE and LTB4 biosynthesis in bovine PMNL,,,,H,8
3989,Ahtocurqtion,Canialupyseakiliaris,,,12832,,Ijvivo,,55,F,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3990,Aut8vuration,Cxniziupusfamlliaris,,,12832,,Invivk,,55,F,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3991,Autocutatjon,Canisluousbam8liqris,,,12832,,Invivi,,55,F,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3992,Aitocura5ion,Canial7pusfamiliar7c,,,12832,,Indivo,,55,F,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3993,Au4ocu4ation,Canizlipusfahiliarus,,,12832,,Infivo,,55,F,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3994,A6tocuratioh,Canizlup6svam9liaris,,,12832,,Invifo,,55,F,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3995,Autocu3xtion,Canisphpuscamiliaros,,,12832,,Inviv8,,55,F,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3996,Ajtocurwtion,fanisoupuwfajiliaris,,,12832,,Invivk,,55,F,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3997,Ajtocuratiob,Canisljpusfamllixr9s,,,12832,,Igvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3998,qut9curation,Canidlupucfsmiliqris,,,12832,,8nvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
3999,Akt0curation,Caniskupusfamipiarka,,,12832,,Infivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 0.3 mg/kg",9615.0,Blood,,H,8
4000,Autosuratioh,xanizlu9usfamilia3is,,,12832,,Invuvo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4001,Autifuration,Cam8slupjefamiliaris,,,12832,,7nvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 3.0 mg/kg",9615.0,Blood,,H,8
4002,Autoc7rstion,vanizlup7sgamiliaris,,,12832,,Infivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4003,Ahtocurqtion,Canixluoucfam9liaris,,,12832,,Invifo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 0.3 mg/kg",9615.0,Blood,,H,8
4004,Autociratikn,Cqnislupusbamolia5is,,,12832,,Inviv9,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4005,Ahtocu5ation,fanidpupusfamkliaris,,,12832,,Invifo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 3.0 mg/kg",9615.0,Blood,,H,8
4006,Autoc7rati0n,xanislupucfamiliagus,,,12832,,Invuvo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4007,Aktocura5ion,Canislulisfamilizr7s,,,12832,,Invlvo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 0.3 mg/kg",9615.0,Blood,,H,8
4008,Autocuratjob,Canisl7ousfakiliwris,,,12832,,onvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4009,Autos7ration,Cankakupusfamiloaris,,,12832,,Ijvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 3.0 mg/kg",9615.0,Blood,,H,8
4010,Autocurqtiog,Canislupusbzm8ljaris,,,12832,,jnvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4011,Autocurqrion,Cxnislu0usrajiliaris,,,12832,,Igvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 0.3 mg/kg",9615.0,Blood,,H,8
4012,Autosyration,dqnislkpusfamikiaris,,,12832,,jnvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4013,xutociration,Cxnislupuwfamil7arie,,,12832,,Infivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 3.0 mg/kg",9615.0,Blood,,H,8
4014,Autoc8ratiin,Canisl60usfamiliqros,,,12832,,unvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4015,Autkcurahion,Canislupusgzmioiqris,,,12832,,Invovo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 0.3 mg/kg",9615.0,Blood,,H,8
4016,Aytocuratkon,Cqnislkpusfamlliaros,,,12832,,Invivl,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4017,Autockratioh,Canislulucfakjliaris,,,12832,,Invibo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 3.0 mg/kg",9615.0,Blood,,H,8
4018,Autocjratjon,Cqn9slupusfamiiuaris,,,12832,,Inbivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4019,A7tocuratkon,Can8dljpusfam8liaris,,,12832,,Ingivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 0.3 mg/kg",9615.0,Blood,,H,8
4020,wutocuratiob,Cxnislup6sfxhiliaris,,,12832,,Invivi,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4021,Autoxuratiom,Canislupudtzmiliarix,,,12832,,Ihvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 3.0 mg/kg",9615.0,Blood,,H,8
4022,Autocurag9on,Canksl6pusfam7iiaris,,,12832,,Invigo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4023,Autocurag8on,Canisl7p7sfajiloaris,,,12832,,Inv9vo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 0.3 mg/kg",9615.0,Blood,,H,8
4024,Autocufat7on,Caniwlupusfqmil8ariz,,,12832,,Invjvo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4025,A6tocura5ion,Cahislupusfamiliqfus,,,12832,,Inviv8,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 3.0 mg/kg",9615.0,Blood,,H,8
4026,Autovuratiob,Canisl6pusfamoluarks,,,12832,,Imvivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4027,Autosuratiob,danislupusfamipiafid,,,12832,,Indivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4028,Autkc7ration,Caniekuousfamiliar7s,,,12832,,Inviv0,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4029,A6tocura6ion,Canisoupusbamjljaris,,,12832,,Infivo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4030,Autocursfion,Camiskupusfamikiaros,,,12832,,Inv9vo,,55,F,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4031,q7tocuration,Can9slupusrzmil9aris,,,12832,,9nvivo,,55,F,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4032,Auticurztion,Canislulusfam8pisris,,,12832,,Ibvivo,,55,F,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4033,Autocuearion,vanizluphsfamiliarie,,,12832,,Invivk,,55,F,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4034,Auhoduration,Canislupksfxmioiwris,,,12832,,Inviv9,,55,F,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",9615.0,Blood,,H,8
4035,Autocurafoon,fankslupusfsmiliariq,,,3595,,,,55,B,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r,9615.0,,,H,8
4036,Autovurati0n,Canialupusvakil7aris,,,3595,,,,55,B,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r to canine,9615.0,,,H,8
4037,Aufocurayion,Canisl7pusfxmipiarix,,,3595,,,,55,B,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr,9615.0,,,H,8
4038,Autlcurati9n,Canisluousfahiljaeis,,,3595,,,,55,B,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr to canine,9615.0,,,H,8
4039,Autocugatikn,Canislupiefzmiliafis,,,3595,,,,55,B,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr,9615.0,,,H,8
4040,Autkcu3ation,fanidlupusfamiliatos,,,3595,,,,55,B,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr to canine,9615.0,,,H,8
4041,Autocurxtipn,Canisluousramilia5ix,,,3595,,,,55,B,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr,9615.0,,,H,8
4042,Auyocuratjon,Czhislupysfamjliaris,,,3595,,,,55,B,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr to canine,9615.0,,,H,8
4043,Autocuratuoh,Cwgiaporcellus,,,9203,,,,55,B,Ability to inhibit 5-lipoxygenase in guinea pig,10141.0,,,H,8
4044,Expfrt,saviaporfellus,,,82,,,,55,B,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-lipoxygenase in vitro (guinea pig PMN),10141.0,,,H,8
4045,xutocuratiog,Cxviapprcellus,,,11090,,,,55,B,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in guinea pig.,10141.0,,,H,8
4046,Autosurati8n,favialorcellus,,,12832,,,,55,B,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 12 h, following intravenous administration at the dose of 1.0 mg/kg",10141.0,Blood,,H,8
4047,xutocurat7on,Caviapo4dellus,,,1065,,,,55,B,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on 5-hydroxyeicosapentaenoic acid (5-HETE) production,10141.0,,,H,8
4048,A8tkcuration,Caviaporcelpks,,,1065,,,,55,B,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on LTB4 production,10141.0,,,H,8
4049,Ezpert,Caviaplrcellks,,,12832,,,,55,B,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]-AA to 5-HETE in guinea pig peritoneal polymorphonuclear leukocytes,10141.0,,,H,8
4050,Experf,Cavizporceilus,,,12832,,,,55,B,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,10141.0,,,H,8
4051,Autocurstiln,Caciaporcellks,,,12832,,,,55,B,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,10141.0,,,H,8
4052,Auticu4ation,Cqvisporcellus,,,10504,,,,55,B,Inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,10141.0,,,H,8
4053,xktocuration,saviaporc3llus,,,7788,,,,55,B,Inhibitory activity against 5-lipoxygenase,10141.0,,,H,8
4054,Autocurahiog,Cavjaporcelkus,,,10001,,,,55,B,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte,10141.0,,,H,8
4055,Aitocugation,Cavisp9rcellus,,,10193,,,,55,B,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant,10141.0,,,H,8
4056,Autocugatioh,Cad9aporcellus,,,13243,,,,55,B,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase,10141.0,,,H,8
4057,Autocuratilh,xaviaporcellud,,,13243,,,,55,B,Inhibitory activity uM,10141.0,,,H,8
4058,Aktoc7ration,Cabiap9rcellus,,,969,,,,55,B,Inhibitory activity against 5-lipoxygenase in guinea pig leukocytes was determined,10141.0,,,H,8
4059,Autocjrwtion,saviaporcellis,,,10001,,,,55,B,Inhibitory activity against 5-lipoxygenase at 10 uM,10141.0,,,H,8
4060,Au4ociration,Cagiapofcellus,,,7788,,,,55,B,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,10141.0,,,H,8
4061,Autofurati8n,Cxviaporcdllus,,,10001,,,,55,B,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte at 30 uM,10141.0,,,H,8
4062,zitocuration,Cxviap9rcellus,,,10193,,,,55,B,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,10141.0,,,H,8
4063,Auyocueation,Caviapo5fellus,,,13243,,,,55,B,Inhibitory activity uM,10141.0,,,H,8
4064,Autocuratjoh,Caviao9rcellus,,,13243,,,,55,B,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase at 10 uM,10141.0,,,H,8
4065,Exlert,Cafiaporcwllus,,,13243,,,,55,B,Inhibitory activity uM,10141.0,,,H,8
4066,Autlfuration,daviaporceilus,,,13243,,,,55,F,Inhibitory activity uM,10141.0,,,H,8
4067,Autkxuration,Cav7apo3cellus,,,10504,,,,55,B,Percent inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,10141.0,,,H,8
4068,Autochratiob,Caviapo4cellux,,,7788,,,,55,B,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,10141.0,,,H,8
4069,Exper5,Caviaoorcellhs,,,10546,,,,55,F,Evaluated for inhibition of the formation and release of 5-lipoxygenase in isolated guinea pig ileum,10141.0,Ileum,,H,8
4070,Autocurar9on,,,,13183,,,,55,B,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,,H,8
4071,Augocurwtion,,,,13183,,,,55,B,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,,H,8
4072,Auyocurqtion,,,,2578,,,,55,B,Compound was evaluated for in vitro inhibition of recombinant human 5-lipoxygenase (5-LO),,,,H,8
4073,Expegt,,,,12780,,,,55,B,In vitro inhibition of human 5-Lipoxygenase.,,,,H,8
4074,Autocutati8n,Ra5fusnoevegicus,,,7411,,,Mictoaomes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,10116.0,Liver,,U,0
4075,Aytocurstion,Rartusmorfegicus,,,7411,,,Micr9aomes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,10116.0,Liver,,U,0
4076,wutocuratiln,Ratthsmprvegicus,,,7411,,,Microspjes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,10116.0,Liver,,U,0
4077,Aut9curatiom,Rattisnlrveticus,,,7411,,,Miceosones,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM,10116.0,Liver,,U,0
4078,Augocurarion,Rattusnorverisud,,,7411,,,hivrosomes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,10116.0,Liver,,U,0
4079,xutoc8ration,3athusn0rvegicus,,,7411,,,nicroslmes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,10116.0,Liver,,U,0
4080,Autocurahlon,Rqttusborvegicis,,,7411,,,Microsojrs,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,10116.0,Liver,,U,0
4081,Au5ocuratuon,Ratgysn8rvegicus,,,7411,,,nicrosom4s,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,10116.0,Liver,,U,0
