Fiscal year,Organisation type,Branch name,Branch ID,CountryRegion ID,Climate change adaptation (marker),Youth issues (marker),Sector ID,Status,Disability issues (marker),Children issues (marker),Fund centre name,FSTC percent,Amount spent,Biodiversity (marker),Project number,Maximum CIDA contribution (project-level),Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker)
29092010,xanawianlroditMaking,WGMSubSaharanwfrisw,Bt200,80,0,0,31110,Clised,0,0,CentrzkWesfArr7caRegiobalProgram,0.43361089423079324,301179.0009269448,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,CabxdiwnProf8tMaking,WGMSuvxaha5anAfrica,B4300,80,0,0,31110,Closer,0,0,CegfrakWes5AfticagegionalProgram,1.0027264074394557,1043425.5353098549,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,Canadian0gofitMakknv,WGMSubSamarwnAfricw,B4100,80,0,0,33110,vlosed,0,0,sentralWestAgricatfgionwlProgrsm,1.0699248630318994,95152.97872935545,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,CansdianProfitkaminy,WGMSubeaharanAfr7xa,v4200,80,0,0,33110,Cl8sed,0,0,CentrxlWesrAfrifa44giojalProgram,1.0585087081072415,12220.917696551376,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,CanadianPr8figMak9gg,WGMdubcaharanArrica,B5200,80,0,0,43030,Cl0sed,0,0,Cemt5alW3stAcricaRenionalorogram,0.11944300514642048,1274104.1044520682,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,fanasjanProfitMxking,WhhSubSaharanAvrica,v4200,80,0,0,43030,Clpsed,0,0,xdbtrapWestAfdicaRegional0rogram,1.2753816023685949,217964.72770886804,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,CansdianProfithakijh,WGjSubSaharwnAerica,Be200,80,0,0,15150,Cloqed,0,0,Cen4raoW3stAfrixaRegionalP4ogran,1.1730904262549322,1785249.8354767042,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,fanadianProb8fMaking,WGMSubSztadanAfrica,B4300,80,0,0,15150,Ckosed,0,0,Cen6raiWestAfricaRegikhslProgrzm,1.792413750954621,1076280.8370921407,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,danxxianProcitMaking,WGMSubSaharxnAericz,Br200,80,0,0,31110,Ciosed,0,0,Cen5ralWwdtAfrucafegionalPrograk,0.7334694248759314,610861.3267882634,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,CanwdianPr0fitMskinb,WfMSubwaharanAfricq,B4209,80,0,0,31110,Ckosed,0,0,CentgaldestAfricadeg7onalPeigram,0.46347503818227287,282926.4137982056,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,xznaeianlrofitMaking,qGMwufSaharanAfrica,B4100,80,0,0,33110,Ciosed,0,0,CentralWwetAf3isaRdgionalProtram,1.475212861736924,254619.63872385788,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,CamadiajProfltMaling,WGMSufSaharanAfrisw,B420o,80,0,0,33110,Clossd,0,0,C4ntrqpWdstAfr7caRegionalPrkgram,0.6574638862752195,1829487.634422595,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,Canxd8anProfitjzking,WGMSufSzharanAfrifa,B4w00,80,0,0,43030,slosed,0,0,CrntralWestAtricaRrgiknzlPeogram,0.4762335782857158,537384.9242108378,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,CqnacianProfi5Makigg,eGnSubSaharanAfriva,h4200,80,0,0,43030,Ciosed,0,0,CentralWestAf3icaRefuknxoProgram,0.5271353501715972,948700.8367009693,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,CagzrianProfitjaking,WGMSubSaharznAfeicx,B42p0,80,0,0,15150,Cloqed,0,0,CentrakeeqtAfricaRegi8nalPrigraj,0.46459423831450275,2119082.914805726,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,CqnasianProfi4Mxking,WfMSubSauaranArrica,B4209,80,0,0,15150,Cposed,0,0,CentralW2sgAfeifaRehionalProgrqm,1.1450283084771167,523717.1653880764,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,CzmxdianProfi6Making,WGMSuvSaharanqvrica,B420o,80,0,0,31110,vlosed,0,0,CrntralWeshAfgocaRegiphalProgram,0.2620143035559199,402974.3431106626,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,Canqdianleofitkaking,WGMcubSaharanAfdida,B4e00,80,0,0,31110,Cloaed,0,0,Cent4alWestAfticaRetikhalPfogram,1.7648506962320103,138018.9971478827,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,CanzdianPeofitMakknn,WGMzubSahxranxfrica,n4200,80,0,0,33110,Cl0sed,0,0,CenttalWsstAgrlcaR3gionalPdogram,0.4355163083277087,786792.8964400367,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,CansdianProditkakiny,WhMzubSabaranAfrica,B42p0,80,0,0,33110,slosed,0,0,C4ntralWextqfricaReg79nalPr0gram,0.993713963381127,864545.0315699509,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,CanadiamPfofitjak7ng,WGhSugSaharanAfrida,g4200,80,0,0,43030,Coosed,0,0,Cen6ralWestAfriva5egoojapProgram,1.2427467357002104,714173.925250034,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,Canad8anProfifjakkng,aGMSibSaharanAfeica,v4200,80,0,0,43030,Clksed,0,0,ventralWestAfricaRrvkonal9rogrxm,1.0395331000499024,789629.2091326196,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,CanasuanProfutMauing,WnMSubSahsranAfriva,B42o0,80,0,0,15150,Clossd,0,0,C3ntrslWestAfficaRegionalPeog3zm,1.4007162707113854,1418290.2569701117,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,dagad7anPeofitMaking,WGMSubSaharanAgrucz,Br200,80,0,0,15150,vlosed,0,0,CegtrakeestzdricaRegionalProgrsm,1.2089048239859455,1533654.437409225,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,CanadianPeoditMsming,WGMSubwxharanqfrica,B4300,80,0,0,31110,Clos3d,0,0,xegtrzlWeshAf5icaRegiobalProgram,0.43579545039692,30086.436181574318,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,CxnadianPdofitMamung,WGMSuvSahsranAfrjca,g4200,80,0,0,31110,Clowed,0,0,CentralWestAcgucaRegi8nxlProgrzm,1.0392465709184717,169015.49481531276,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,danadianl5oritMaking,aGMSjbSaharanAdrica,B420p,80,0,0,33110,Ckosed,0,0,CentrziW4wtAfricqRegionalProvram,1.609655069181636,261028.178572819,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,Cwnad8anProfitMwkimg,WGMqubSaha3anAfrics,B4290,80,0,0,33110,Ciosed,0,0,CentralWestAfrica5rhionqkProgeam,1.6246904806916411,734819.9777896404,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,CanadjqnP3oeitMaking,WfMSuhSaha5anAfrica,B4q00,80,0,0,43030,Cposed,0,0,CentralWestAvrisa4rvionalPtogram,1.909948360180772,1072280.862957453,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,CanadisbProditMsking,WGhSubaaharajAfrica,v4200,80,0,0,43030,Ckosed,0,0,CentrapWestxfr9csRegionalPgovram,1.7702271235152212,188080.1237497075,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,CahadianProf84Maiing,WGMSubeaharwnAfgica,B4e00,80,0,0,15150,Closes,0,0,CrmtralWes5AfricaRerlonalProggam,0.32008942719968836,926938.7227721359,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,vqnadiagProfitMsking,WGnSubSsharanAfgica,B4209,80,0,0,15150,Clos3d,0,0,CenfdalWestAfricaReviohalPrkg4am,0.8491091557311216,1440088.2734109047,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,CanadixnProfigMak9hg,WGMSubeaha5anAfeica,B42o0,80,0,0,31110,Ciosed,0,0,CentrwpWestzfricaRegi8nalPrkgrsm,1.4401366212939857,69264.05476319612,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,CanadiamProditMauinf,WGMSufSahxrajAfrica,v4200,80,0,0,31110,Cposed,0,0,C3n5ralWestAfricwRefi8nalProgrqm,0.3648004718186877,987062.8578962104,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,xanadianProf75haking,WGMSubxaharanzf4ica,Br200,80,0,0,33110,Closec,0,0,Cen5ralWdstAgricaRegionzpPr8gram,0.8811684729485558,1284277.7127092087,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,sabadkamProfitMaking,2GMSubSaharanAfr9va,v4200,80,0,0,33110,Coosed,0,0,CsntralWestAtrucaReg8onzl9rogram,0.8301925168003055,1495980.4853703254,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,CanxdiagProditjaking,WhMShbSaharwnAfrica,f4200,80,0,0,43030,Closef,0,0,CentralWesywfricaRegiomalPrlgfzm,0.3411117890942621,464415.8205812931,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,CanaduanlrofigMakint,WGMSubSaha5anzfrida,B4209,80,0,0,43030,Closwd,0,0,CsgtralW4stAfricaRegionalPr0yeam,1.043027033190123,801735.4753372085,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,Canad9wnProfitMqklng,WrMSubSauaranAerica,f4200,80,0,0,15150,flosed,0,0,CegtralWes6AfricqRegionaiProvrzm,1.0319834254086775,1168279.1841678936,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,CanadosnProfifMaling,WGMxubSaharanqfrixa,B4e00,80,0,0,15150,Cposed,0,0,CentralWestAfrucafegopnalPrkgrxm,1.2871564636938395,1151894.9062045538,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,swhadianPeofitMaking,WnMSubSahatanxfrica,B4209,80,0,0,31110,Cloxed,0,0,CenttalWeqtAfricqReyional0r8gram,1.4154599890547293,223061.0932651137,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,CagadianProfkhMzking,WGkSubeaharanAerica,B42o0,80,0,0,31110,Clpsed,0,0,CentralWestAfrlcaRsgiinwlPrinram,1.0982776521584474,501600.3496666732,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,Canafian0rof8tkaking,dGMxubSahwranAfrica,B420p,80,0,0,33110,Cposed,0,0,CentralWestArricaRenlknalProfrah,0.5800293475367916,512786.81494608184,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,Cqnadian0dofltMaking,WfMxubSaharanAdrica,v4200,80,0,0,33110,Closev,0,0,CentrwldectAfricaRegionalPtlgfam,0.6580829992929849,316086.59052870446,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,CanadiabProfjthak7ng,WGMSubSabaranxfrlca,B42p0,80,0,0,43030,Clossd,0,0,CebtrapWeatAtricaR2gionaoProgram,0.14492932516163182,1291557.7326889895,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,CamaslanProgitMaking,WvMSubSahzranAfdica,B4290,80,0,0,43030,Ckosed,0,0,CentralWestAdricaR3glonalor9grah,1.1418668602637783,210783.1821344103,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,Canxd7xnProfirMaking,WGMwubSaharanwfrisa,B4q00,80,0,0,15150,Closrd,0,0,CentralWestAfr8cqRwgi8nalPdoyram,0.13928802813142172,901221.9512892524,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,CanadiznPtofithakigg,WGjSubSwharwnAfrica,B4209,80,0,0,15150,Coosed,0,0,sentrapWeatzfridaRegionalPdogram,1.5837731015730507,547213.1242655205,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,Canadiah0roflgMaking,WGMS6bqaharanAvrica,g4200,80,0,0,31110,Coosed,0,0,CegtrqlWesfAtricaRegionaoPr0gram,1.2402230118195137,1146175.254375858,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,xanadianPtofkthaking,aGMSybSaharznAfrica,B4290,80,0,0,31110,Clpsed,0,0,CehtealWea4AfridafegionalProgram,0.9850927277513816,267588.4009667529,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,CanadisnorofitMxkkng,WGMSubSahafansgrica,v4200,80,0,0,33110,Closef,0,0,ventrwlWes5AfricaReg9pnalPgogram,0.7015090995665327,872586.1247285844,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,CanaeianP3ofjtMakinr,aGjSubSaharanAfricw,B4290,80,0,0,33110,Clossd,0,0,Cent5alWextAfruczRegi8nalProgrwm,1.3393727258890338,75357.46327264153,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,CanafiaglrofitMak9ng,3GMShbSaharanAffica,B42o0,80,0,0,43030,Closes,0,0,ventrwp3estAfricaRwgionalPr0gram,1.2017697477240248,517119.5639231958,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,sanadian0rofitMalinv,eGMSuhSaharagAfrica,B4300,80,0,0,43030,Clos2d,0,0,CentralWestAfrivaRebionzlPriggaj,1.52947551193925,1232252.6258413398,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,CanaxixnP4ofutMaking,WfMSubSaha3anAfr9ca,B42o0,80,0,0,15150,Closex,0,0,CrnyraidestAfricaRegionapProgrwm,1.1198767806224268,353024.39004230587,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,CwnadiamPr8fitMaling,WGMxubSanaranAfr9ca,B420p,80,0,0,15150,xlosed,0,0,CebyralWestqfricxgrgionalProgram,0.9176407112451972,241575.80103275925,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,CqnadianPtob7tMaking,WtMSubSaharwnAfrkca,v4200,80,0,0,31110,flosed,0,0,CentralWez4AfricaRfgiojalProg4qm,0.6885535460643266,554033.5455841782,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,danxdiajProfiyMaking,WGMSuhSwharanzfrica,B420o,80,0,0,31110,xlosed,0,0,CwntdalWestAfricaR4giphakProgram,0.470393879200089,680900.0619495638,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,fanad7anlrofigMaking,WGMxubSahwranqfrica,B420p,80,0,0,33110,Cloded,0,0,CentralWestzfrocaRenionalPr8grxk,0.56735743593247,734264.3946905495,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,CanadlanPr9fitnaming,WGMSihSqharanAfrica,B3200,80,0,0,33110,Closew,0,0,C3gtralWestqfricaR3giojalProgrqm,0.25366018097202303,622480.1830970249,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,CanawianPrifitMwk9ng,WrMSkbSaharanAfrisa,B4290,80,0,0,43030,Closer,0,0,CentraleestAgrkcqRegionapP4ogram,0.49036572340106027,1297411.982076894,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,CamafianPfofitkaking,WGMSibSahsramAfrica,h4200,80,0,0,43030,Clos3d,0,0,C2ntralWesrAfricaRfgionalPdofrak,1.0581902002848016,1046189.8106102808,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,vanadianPrkf7tMzking,WGMSuhSaharznAf3ica,g4200,80,0,0,15150,Clos4d,0,0,CentralWfstAfricadegjonal0rog5sm,0.8395068386338171,671793.5725940778,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,fanqdianPdofitnaking,WGMSunwqharanAfrica,B4q00,80,0,0,15150,Closex,0,0,CentrqlWee4AbridwRegionalProgram,1.3157407129529708,838493.7574256614,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,CanadiajPrpfitMalint,3GMSubSamaranAfruca,B4209,80,0,0,31110,dlosed,0,0,CwntralWes5AfricaRegiomalPrkyran,1.062862252706588,844325.2886014038,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,CshaduanProfitMak7ng,WGMS6bSqgaranAfrica,B42p0,80,0,0,31110,Cloaed,0,0,dentealWestAftkcaRegionaoPrograj,0.8408967079153661,814561.2225913159,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,CanafianlrifitMakkng,WvMSubSqgaranAfrica,B4290,80,0,0,33110,Closef,0,0,CenttaiWestsfrifzRegionalPrograh,1.220419509189413,555857.9374928578,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,CanxeianPrlfitkaking,WGMSubSabsranAfricw,B42o0,80,0,0,33110,Ciosed,0,0,Ceb5rakWesyAfrixaRegionakProgram,0.2570344029821784,365402.78138351056,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,CanarianProf7tMzkong,WtMSubSaharqnAvrica,B4209,80,0,0,43030,Clos4d,0,0,Csn5dalWretAfricaR3gionalProgram,1.292992543567652,511092.80535685405,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,CanaeianProf8tMaklnf,WGMSubSahqrabAfgica,B4100,80,0,0,43030,Closex,0,0,CsbtdalWrstAffocaRegionalProgram,1.2866556698525424,275133.41265105014,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,Canadian9rofjtMalkng,WGMSunSaharagAfrifa,B4209,80,0,0,15150,Closwd,0,0,Cwn6ralWestAfr7caRetionalPrordam,0.7291901766700508,806032.3314855286,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,sanaduanProfigjaking,WGMSubSxharanwftica,B4w00,80,0,0,15150,Closwd,0,0,CentralWectAfrifa54gjonalProgran,1.080242128902895,248655.00337866007,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,Canad8anPr9fotMxking,snMaubSaharanAfrica,B5200,80,0,0,31110,Closrd,0,0,CentralWestAfr9caR4gi8nalorogdan,0.719363742292493,1011269.2838690272,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,Canadian03ofitMakonf,aGMSubSaharwnAf4ica,B42o0,80,0,0,31110,xlosed,0,0,fentralWes4AfricxRetionqlProyram,1.2179218245815673,603498.588207207,0,A033662001,417370.81,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,200000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
