assay_id,curated_by,tid,assay_tissue,assay_category,description,doc_id,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
6552,Intermediate,80024,,,Cytotoxicity against Beta- tubulin mutant expressing A9-PTX10 cell line of humans was tested,5116,F,,Homo sapiens,9606.0,,A9,
6553,Intermediate,80024,,,Percentage inhibition at higher concentration (100 nM) against Beta- tubulin mutant expressing A9-PTX10 cell line,5116,F,,Homo sapiens,9606.0,,A9,
6554,Expert,81037,,,Inhibition of human ovarian carcinoma (A90) FGF-R overexpressing cell proliferation,15694,F,,Homo sapiens,9606.0,,Human ovarian carcinoma cell line,
6555,Expert,80024,,,"Tested for stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells, activity expressed as EC50 mM.",13038,F,,Mus musculus,10090.0,,A9,
6556,Expert,80024,,,Stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells.,13038,F,,Mus musculus,10090.0,,A9,
6557,Expert,80024,,,Increase in phosphoinositide (PI) metabolism in A9L-m1 cells at 100 uM.,10923,F,,Mus musculus,10090.0,,A9,
6558,Intermediate,80024,,,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; - = Not determined,10923,F,,Mus musculus,10090.0,,A9,
6559,Intermediate,80024,,,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; i = inactive,10923,F,,Mus musculus,10090.0,,A9,
6560,Expert,10649,,,"Increase in phosphoinositide (PI) metabolism in A9L-cholinergic receptor, muscarinic 3 expressing cells was measured at 100 uMolar",10923,F,,,,,,
6561,Intermediate,80024,,,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; - = Not determined,10923,F,,Mus musculus,10090.0,,A9,
6562,Intermediate,80024,,,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; i = inactive,10923,F,,Mus musculus,10090.0,,A9,
6563,Intermediate,80663,,,Ability to inhibit growth of AA-6 cells (a mutant cell line resistant to 8-azaadenine and lacks adenine phosphoryltransferase) was determined,8158,F,,Cricetulus griseus,10029.0,,AA6,
6564,Autocuration,22226,,,Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied after 5 hrs of Incubation.,15494,F,,Homo sapiens,9606.0,,,
6565,Autocuration,22226,,,"Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied, after 5 hrs of Incubation.",15494,F,,Homo sapiens,9606.0,,,
6566,Intermediate,80662,,,Anti -HIV activity was measured against AA5/HIV-1(IIIB),12348,F,,Homo sapiens,9606.0,,AA5,
6567,Intermediate,80662,,,Cytotoxicity was measured against AA5/HIV-1(IIIB),12348,F,,Homo sapiens,9606.0,,AA5,
6568,Intermediate,80662,,,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in AA5 EBV-infected B-cell,2726,F,,Homo sapiens,9606.0,,AA5,
6569,Intermediate,80566,,,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in U937 monocytic cell,2726,F,,Homo sapiens,9606.0,,U-937,
6570,Intermediate,80578,,,Hypersensitivity factor obtained from in vitro cytotoxicities against Chinese hamster ovary derived AA8 / UV4 cell lines,10747,F,,Cricetulus griseus,10029.0,,UV4,
6571,Expert,80089,,,"Inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",11005,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6572,Intermediate,80089,,,Average intracellular compound concentration when the hypoxic SER=1.6,12687,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6573,Intermediate,80089,,,Average intracellular compound concentration when the hypoxic SER=1.6.,12687,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6574,Intermediate,80089,,,Average intracellular compound concentration where the hypoxia sensitizer enhancement ratio (SER)=1.6,12687,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6575,Intermediate,80089,,,Average intracellular compound concentration where the sensitizer enhancement ratio (SER)=1.6 under hypoxia,12687,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6576,Intermediate,80089,,,Compound concentration at which sensitizer enhancement ratio =1.6 under hypoxia.,12687,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6577,Intermediate,80089,,,"Compound was tested for the concentration required to reduce cell survival under hypoxic conditions, using the cell line AA8 in the clonogenic assay.",13436,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6578,Intermediate,80089,,,"Concentration needed to reduce cell survival to 10% of control values, using 1 hour exposure of plateau phase AA8 cells at 10e6 cells/ml",13435,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6579,Intermediate,80089,,,Activity to reduce the surviving fraction to 10% (CT10) was used as an inverse measure of cytotoxic potency in aerobic conditions,13302,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6580,Intermediate,80089,,,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,12687,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6581,Intermediate,80089,,,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,12687,A,,Cricetulus griseus,10029.0,,CHO-AA8,
6582,Intermediate,80089,,,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition.,12687,A,,Cricetulus griseus,10029.0,,CHO-AA8,
6583,Expert,80089,,,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay,12878,A,,Cricetulus griseus,10029.0,,CHO-AA8,
6584,Intermediate,80089,,,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay. Inactive at the solubility limit,12878,A,,Cricetulus griseus,10029.0,,CHO-AA8,
6585,Expert,80089,,,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% controls in clonogenic assay,14367,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6586,Intermediate,80089,,,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% of controls in clonogenic assay,14367,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6587,Expert,80089,,,Aerobic cytotoxicity was assessed in a growth inhibition assay using log phase cultures of the chinese hamster ovary fibroblast line AA8,12398,F,,hampster,36483.0,,CHO-AA8,
6588,Expert,80089,,,Aerobic growth inhibition in Chinese hamster cell line AA8,12878,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6589,Expert,80089,,,Cytotoxicity against AA8 cell and IC50 values were determined as drug concentration required to inhibit cell protein to 50%.,13820,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6590,Expert,80089,,,Inhibition of growth under aerobic conditions in AA8 cells,13436,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6591,Intermediate,50588,,,Oral bioavailability in dog (dose 10 mg/kg),6084,A,In vivo,Canis lupus familiaris,9615.0,,,
6592,Intermediate,50588,,,Oral bioavailability in dog at 10 mg/kg of the compound,5711,A,In vivo,Canis lupus familiaris,9615.0,,,
6593,Intermediate,50588,,,Oral bioavailability in dog (dose 5 uM/kg),4353,A,In vivo,Canis lupus familiaris,9615.0,,,
6594,Intermediate,50588,,,Oral bioavailability in dog (dose 5 uM/kg),4353,A,In vivo,Canis lupus familiaris,9615.0,,,
6595,Intermediate,50588,,,Oral bioavailability in dog (mongrel),17800,A,In vivo,Canis lupus familiaris,9615.0,,,
6596,Intermediate,50588,,,Oral bioavailability in dog (dose 10 mg/kg),3994,A,In vivo,Canis lupus familiaris,9615.0,,,
6597,Intermediate,50588,,,Oral bioavailability in dog (dose 10 mg/kg),3994,F,In vivo,Canis lupus familiaris,9615.0,,,
6598,Intermediate,50588,,,Bioavailability in dog,5145,A,In vivo,Canis lupus familiaris,9615.0,,,
6599,Intermediate,50588,,,Bioavailability in dog (dose 1 mg/kg i.v.),16452,A,In vivo,Canis lupus familiaris,9615.0,,,
6600,Intermediate,50588,,,Pharmacokinetic data for dose given to dogs intravenously (oral PK study in parentheses),16452,A,In vivo,Canis lupus familiaris,9615.0,,,
6601,Intermediate,50588,,,Pharmacokinetic property (F) was measured in dog at the dose of 0.032 mg/kg,5983,A,In vivo,Canis lupus familiaris,9615.0,,,
6602,Intermediate,50588,,,Bioavailability in dog,4273,A,In vivo,Canis lupus familiaris,9615.0,,,
6603,Intermediate,50588,,,Bioavailability in dog (dose 3-10 mg/kg),12500,A,In vivo,Canis lupus familiaris,9615.0,,,
6604,Intermediate,50588,Plasma,,The compound was tested for bioavailability of compound in plasma of dog; Complete,12500,A,In vivo,Canis lupus familiaris,9615.0,,,
6605,Intermediate,50588,,,Oral bioavailability in dog,3639,A,In vivo,Canis lupus familiaris,9615.0,,,
6606,Intermediate,50588,,,Oral bioavailability in dog,3880,A,In vivo,Canis lupus familiaris,9615.0,,,
6607,Intermediate,50588,,,Bioavailability in dog,4838,A,In vivo,Canis lupus familiaris,9615.0,,,
6608,Intermediate,50588,,,oral bioavailability was measured in dogs,15600,A,In vivo,Canis lupus familiaris,9615.0,,,
6609,Intermediate,50588,,,Compound was tested for plasma protein binding in dog; Not determined,17248,A,,Canis lupus familiaris,9615.0,,,
6610,Intermediate,50588,,,Compound was tested for plasma protein binding of dog,17248,A,,Canis lupus familiaris,9615.0,,,
6611,Intermediate,50588,,,Compound was tested for plasma protein binding of dog; Not determined,17248,A,,Canis lupus familiaris,9615.0,,,
6612,Intermediate,50588,,,Concentration in dogs after oral administration at dose of 1 mg/kg after 180 min.,17443,A,,Canis lupus familiaris,9615.0,,,
6613,Intermediate,50588,,,Apparent terminal elimination half-life in dog after administration of 20 mg/kg dose through peroral route,4186,A,In vivo,Canis lupus familiaris,9615.0,,,
6614,Intermediate,50588,,,Half life was determined,3749,A,,Canis lupus familiaris,9615.0,,,
6615,Intermediate,50588,,,Half life by ''Cr'' assay in dog at a dose of 5 mg/kg,3249,A,In vivo,Canis lupus familiaris,9615.0,,,
6616,Intermediate,50588,,,Half life was evaluated in dog,3022,A,,Canis lupus familiaris,9615.0,,,
6617,Intermediate,50588,,,Half life was determined,3749,A,,Canis lupus familiaris,9615.0,,,
6618,Intermediate,50588,,,Biodistribution of compound was measured in bile at 2 hr post-injection in canine deep vein thrombosis model (DVT),2517,A,In vivo,Canis lupus familiaris,9615.0,,,
6619,Intermediate,50588,Heart,,Biodistribution of compound was measured in heart at 2 hr post-injection in canine deep vein thrombosis model (DVT),2517,A,In vivo,Canis lupus familiaris,9615.0,,,
6620,Intermediate,50588,Kidney,,Biodistribution of compound was measured in kidney at 2 hr post-injection in canine deep vein thrombosis model (DVT),2517,A,In vivo,Canis lupus familiaris,9615.0,,,
6621,Intermediate,50588,Liver,,Biodistribution of compound was measured in liver at 2 hr post-injection in canine deep vein thrombosis model (DVT),2517,A,In vivo,Canis lupus familiaris,9615.0,,,
6622,Intermediate,50588,Lung,,Biodistribution of compound was measured in lung at 2 hr post-injection in canine deep vein thrombosis model (DVT),2517,A,In vivo,Canis lupus familiaris,9615.0,,,
6623,Intermediate,50588,Spleen,,Biodistribution of compound was measured in spleen at 2 hr post-injection in canine deep vein thrombosis model (DVT),2517,A,In vivo,Canis lupus familiaris,9615.0,,,
6624,Intermediate,50588,,,LogP in dog,3639,A,,Canis lupus familiaris,9615.0,,,
6625,Intermediate,50588,,,Partition coefficient (logP),6227,A,,Canis lupus familiaris,9615.0,,,
6626,Intermediate,50588,,,Partition coefficient in dog,6227,A,,Canis lupus familiaris,9615.0,,,
6627,Intermediate,50588,,,Mean-residence time of compound after intravenous administration in dogs at 1.2 uM/kg,17764,A,In vivo,Canis lupus familiaris,9615.0,,,
6628,Intermediate,50588,,,Pharmacokinetic parameter MRT was determined in Beagle dogs after (po) administration of a dose of 28 (uM/kg),4809,A,In vivo,Canis lupus familiaris,9615.0,,,
6629,Intermediate,50588,,,In vitro metabolic stability determined after 30 min of incubation in dog hepatic microsomes,5600,A,,Canis lupus familiaris,9615.0,,,
6630,Intermediate,50588,,,Metabolism of compound in dog S9 microsomes ('++''indicates 20-50% largest observed peak),14294,A,,Canis lupus familiaris,9615.0,,,
6631,Intermediate,50588,,,Metabolism of compound in dog S9 microsomes ('++++' indicates largest observed peak),14294,A,,Canis lupus familiaris,9615.0,,,
6632,Intermediate,50588,,,Metabolism of compound in dog S9 microsomes; Trace,14294,A,,Canis lupus familiaris,9615.0,,,
6633,Intermediate,50588,Liver,,In vitro metabolic potential in dog liver microsomes,6251,A,,Canis lupus familiaris,9615.0,,,
6634,Intermediate,50588,,,Oral bioavailability of perorally administered compound (10 mg/kg) was tested in dogs,3748,A,In vivo,Canis lupus familiaris,9615.0,,,
6635,Intermediate,50588,,,Oral bioavailability in dog,2713,A,In vivo,Canis lupus familiaris,9615.0,,,
6636,Intermediate,50588,,,Oral bioavailability in dog,6512,A,In vivo,Canis lupus familiaris,9615.0,,,
6637,Intermediate,50588,,,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,6679,A,In vivo,Canis lupus familiaris,9615.0,,,
6638,Intermediate,50588,,,The compound was tested for bioavailability in dogs,3749,A,In vivo,Canis lupus familiaris,9615.0,,,
6639,Intermediate,50588,,,The compound was tested for oral bioavailability in dogs,3749,A,In vivo,Canis lupus familiaris,9615.0,,,
6640,Intermediate,50588,,,Oral bioavailability in dog,6742,A,In vivo,Canis lupus familiaris,9615.0,,,
6641,Intermediate,50588,,,Compound was tested for percent protein binding (PB) in dog,6227,A,,Canis lupus familiaris,9615.0,,,
6642,Intermediate,50588,,,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,6874,A,,Canis lupus familiaris,9615.0,,,
6643,Intermediate,50588,Plasma,,Compound was evaluated for plasma clearance.,2877,A,In vivo,Canis lupus familiaris,9615.0,,,
6644,Intermediate,50588,Plasma,,The compound was tested for plasma clearance in dog,12500,A,In vivo,Canis lupus familiaris,9615.0,,,
6645,Intermediate,50588,Plasma,,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,12500,A,In vivo,Canis lupus familiaris,9615.0,,,
6646,Intermediate,50588,,,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,4709,A,,Canis lupus familiaris,9615.0,,,
6647,Intermediate,50588,Liver,,In vitro relative rate of metabolism was determined in dog liver microsomes,5542,A,,Canis lupus familiaris,9615.0,,,
6648,Intermediate,50588,,,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,17594,A,In vivo,Canis lupus familiaris,9615.0,,,
6649,Intermediate,50588,,,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,2652,A,In vivo,Canis lupus familiaris,9615.0,,,
6650,Intermediate,50588,,,Half life after intravenous administration in dogs at 1.2 uM/kg,17764,A,In vivo,Canis lupus familiaris,9615.0,,,
6651,Intermediate,50594,Lung,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,6599,A,,Mus musculus,10090.0,,CCRF S-180,
6652,Intermediate,50594,Lung,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,6599,A,,Mus musculus,10090.0,,CCRF S-180,
6653,Intermediate,50594,Lung,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,6599,A,,Mus musculus,10090.0,,CCRF S-180,
6654,Intermediate,50594,,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,6599,A,,Mus musculus,10090.0,,CCRF S-180,
6655,Intermediate,50594,,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,6599,A,,Mus musculus,10090.0,,CCRF S-180,
6656,Intermediate,50594,,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,6599,A,,Mus musculus,10090.0,,CCRF S-180,
6657,Intermediate,50594,,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,6599,A,,Mus musculus,10090.0,,CCRF S-180,
6658,Intermediate,50594,,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,6599,A,,Mus musculus,10090.0,,CCRF S-180,
6659,Intermediate,50594,Brain,,C2 in brain of mice at the oral dose of 50 mg/kg,17641,A,,Mus musculus,10090.0,,,
6660,Intermediate,50594,Kidney,,C2 in kidney of mice at the oral dose of 50 mg/kg,17641,A,,Mus musculus,10090.0,,,
6661,Intermediate,50594,Liver,,C2 in liver of mice at the oral dose of 50 mg/kg,17641,A,,Mus musculus,10090.0,,,
6662,Intermediate,50594,Lung,,C2 in lungs of mice at the oral dose of 50 mg/kg,17641,A,,Mus musculus,10090.0,,,
6663,Intermediate,50594,Spleen,,C2 in spleen of mice at the oral dose of 50 mg/kg,17641,A,,Mus musculus,10090.0,,,
6664,Intermediate,50594,,,Plasma clearance in mouse,17852,A,In vivo,Mus musculus,10090.0,,,
6665,Intermediate,50594,,,Clearance of compound after intravenous administration in mice at 24 uM/kg,17764,A,In vivo,Mus musculus,10090.0,,,
6666,Intermediate,50594,,,Clearance from mouse blood following i.v. administration of 10 mg/kg,17837,A,In vivo,Mus musculus,10090.0,,,
6667,Intermediate,50594,,,Clearance was evaluated in mice after intravenous administration,2675,A,In vivo,Mus musculus,10090.0,,,
6668,Intermediate,50594,,,Clearance was evaluated in mice after oral administration,2675,A,In vivo,Mus musculus,10090.0,,,
6669,Intermediate,50594,,,Pharmacokinetic property (Plasma clearance) was measured in mouse,4239,A,In vivo,Mus musculus,10090.0,,,
6670,Intermediate,50594,,,Plasma clearance of compound was determined at 40 mg/Kg,17753,A,In vivo,Mus musculus,10090.0,,,
6671,Intermediate,50594,,,Plasma clearance of at 24 mg/Kg,17753,A,In vivo,Mus musculus,10090.0,,,
6672,Intermediate,50594,,,Plasma clearance at 24 mg/Kg,17753,A,In vivo,Mus musculus,10090.0,,,
6673,Intermediate,50594,,,Plasma clearance at 5 mg/Kg,17753,A,In vivo,Mus musculus,10090.0,,,
6674,Intermediate,50594,,,Plasma clearance in mice,5727,A,In vivo,Mus musculus,10090.0,,,
6675,Intermediate,50594,,,Plasma clearance value upon iv administration in mouse,2862,A,In vivo,Mus musculus,10090.0,,,
6676,Intermediate,50594,Plasma,,Total plasma clearance in mice,5980,A,In vivo,Mus musculus,10090.0,,,
6677,Intermediate,50594,,,Clearance in mouse,17592,A,In vivo,Mus musculus,10090.0,,,
6678,Intermediate,50594,,,Clearance value was determined,17718,A,In vivo,Mus musculus,10090.0,,,
6679,Intermediate,50594,,,Plasma clearance at a dose of 10 mg/kg intravenous administration in mice.,16597,A,In vivo,Mus musculus,10090.0,,,
6680,Intermediate,22229,,,Calculated partition coefficient (clogP),17384,P,,,,,,
6681,Intermediate,50594,,,Plasma clearance for the compound was measured in mouse after an iv dose of 1 mg/kg,6062,A,In vivo,Mus musculus,10090.0,,,
6682,Intermediate,50594,,,Plasma clearance rate after intraperitoneal administration of 100 mg/kg in mice,17734,A,In vivo,Mus musculus,10090.0,,,
6683,Intermediate,50594,,,Plasma clearance was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,6348,A,In vivo,Mus musculus,10090.0,,,
6684,Intermediate,50594,,,In vivo total clearance was determined in murine septicemia at dose of 100 mg/kg,5969,A,In vivo,Mus musculus,10090.0,,,
6685,Intermediate,50594,,,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg,5969,A,In vivo,Mus musculus,10090.0,,,
6686,Intermediate,50594,,,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,5969,A,In vivo,Mus musculus,10090.0,,,
6687,Intermediate,50594,,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for Cmax,16597,A,In vivo,Mus musculus,10090.0,,,
6688,Intermediate,50594,,,Cmax after oral administration at 30 mg/kg in ICR mouse,5781,A,In vivo,Mus musculus,10090.0,,,
6689,Intermediate,50594,,,Cmax after peroral administration in mice at 2.4 uM/kg,17764,A,In vivo,Mus musculus,10090.0,,,
6690,Intermediate,50594,Brain,,Cmax in brain of mice at the oral dose of 50 mg/kg,17641,A,In vivo,Mus musculus,10090.0,,,
6691,Intermediate,50594,Kidney,,Cmax in kidney of mice at the oral dose of 50 mg/kg,17641,A,In vivo,Mus musculus,10090.0,,,
6692,Intermediate,50594,Liver,,Cmax in liver of mice at the oral dose of 50 mg/kg,17641,A,In vivo,Mus musculus,10090.0,,,
6693,Intermediate,50594,Lung,,Cmax in lungs of mice at the oral dose of 50 mg/kg,17641,A,In vivo,Mus musculus,10090.0,,,
6694,Intermediate,50594,,,Cmax in mice at 18 uM/kg i.p. administration,17764,F,In vivo,Mus musculus,10090.0,,,
6695,Intermediate,50594,,,Cmax in mice at 23 uM/kg i.v. administration,17764,F,In vivo,Mus musculus,10090.0,,,
6696,Intermediate,50594,,,Cmax in mice at 24 uM/kg i.p. administration,17764,F,In vivo,Mus musculus,10090.0,,,
6697,Intermediate,50594,,,Cmax in mice at 25 uM/kg i.p. administration,17764,F,In vivo,Mus musculus,10090.0,,,
6698,Intermediate,50594,,,Cmax in mice at 26 uM/kg i.p. administration,17764,F,In vivo,Mus musculus,10090.0,,,
6699,Intermediate,50594,Spleen,,Cmax in spleen of mice at the oral dose of 50 mg/kg,17641,A,In vivo,Mus musculus,10090.0,,,
6700,Intermediate,50594,,,Cmax value at a dose of 10 mg/kg intravenous administration in mice.,16597,A,In vivo,Mus musculus,10090.0,,,
6701,Intermediate,50594,,,Cmax value at a dose of 10 mg/kg peroral administration in mice.,16597,A,In vivo,Mus musculus,10090.0,,,
6702,Intermediate,50594,,,Cmax value was determined,5727,A,In vivo,Mus musculus,10090.0,,,
6703,Intermediate,50594,,,Cmax value in IRC mice,5951,A,In vivo,Mus musculus,10090.0,,,
6704,Intermediate,50594,,,Cmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,5506,A,In vivo,Mus musculus,10090.0,,,
6705,Intermediate,50594,,,Cmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,5506,A,In vivo,Mus musculus,10090.0,,,
6706,Intermediate,50594,Plasma,,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,14239,A,In vivo,Mus musculus,10090.0,,,
6707,Intermediate,50594,Plasma,,"Compound was evaluated for the pharmacokinetic parameter, maximum plasma concentration",4890,A,In vivo,Mus musculus,10090.0,,,
6708,Intermediate,50594,,,Evaluated for pharmacokinetic parameter Cmax in mouse at the dose 20 mg/kg,429,A,In vivo,Mus musculus,10090.0,,,
6709,Intermediate,50535,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 50 mg/kg/day(5 days) dose,10986,F,,Acanthocheilonema viteae,6277.0,,,
6710,Intermediate,50535,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 6.25 mg/kg/day(5 days) dose,10986,F,,Acanthocheilonema viteae,6277.0,,,
6711,Intermediate,50535,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 75 mg/kg/day(5 days) dose,10986,F,,Acanthocheilonema viteae,6277.0,,,
6712,Intermediate,80018,,,Inhibitory activity against human tumor cell line A0375 melanoma.,13227,F,,Homo sapiens,9606.0,,A-375,
6713,Expert,12512,,,Displacement of [3H]N6-PIA binding from A1 receptor in whole rat brain membranes,4481,B,,Rattus norvegicus,10116.0,,,Brain membranes
6714,Expert,114,,,Forskolin-induced cAMP production at human A1 adenosine receptor,16931,F,,Homo sapiens,9606.0,,,
6715,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1; change of less than 5% of allosteric enhancement.,3850,F,,,,,CHO,
6716,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,3850,F,,,,,CHO,
6717,Expert,114,,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM,3850,F,,,,,CHO,
6718,Expert,114,,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration,3850,F,,,,,CHO,
6719,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; An increase of cAmp content of cells,3850,F,,,,,CHO,
6720,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement,3850,F,,,,,CHO,
6721,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement.,3850,F,,,,,CHO,
6722,Expert,114,,,Percent response to 10 uM PD-81723 on CHO cells expressing human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,3850,F,,Homo sapiens,9606.0,,CHO,
6723,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM,3850,F,,,,,CHO,
6724,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; change of less than 5% of allosteric enhancement.,3850,F,,,,,CHO,
6725,Expert,114,,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration,3850,F,,,,,CHO,
6726,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration; change of less than 5% of allosteric enhancement.,3850,F,,,,,CHO,
6727,Expert,114,,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; An increase of cAmp content of cells,3850,F,,,,,CHO,
6728,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM,3850,F,,,,,CHO,
6729,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,3850,F,,,,,CHO,
6730,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,3850,F,,,,,CHO,
6731,Expert,114,,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,3850,F,,,,,CHO,
6732,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,3850,F,,,,,CHO,
6733,Autocuration,114,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,3850,F,,,,,CHO,
6734,Expert,114,,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,3850,F,,,,,CHO,
6735,Intermediate,80013,,,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,12680,F,,Oryctolagus cuniculus,9986.0,,A10,
6736,Autocuration,22226,,,In vitro potassium channel opening activity in A10 (smooth muscle) cells,1313,F,,Rattus norvegicus,10116.0,,A10,
6737,Autocuration,22226,,,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,1313,F,,Rattus norvegicus,10116.0,,A10,
6738,Intermediate,80013,,,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,17567,F,,Rattus norvegicus,10116.0,,A10,
