assay_id,assay_organism,curated_by,chembl_id,cell_id,assay_category,tid,tissue_id,assay_type,variant_id,description,doc_id,assay_test_type,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
3425,,Autocu3ati8n,CHEMBLu180r7,,,104714,,F,,Intginsivactifity4o2ardsyhydgosytryptamine3rec29torsasseterm8nedftBemzoldJarisshreflrxperipherslasaayAsgonist,5067,,,,,
3426,,sutocuragion,CnEMvL875084,,,104714,,F,,Intfjnsicactivityhowa3csrmtdroxytr7ptwmigeerecep4orwasdeterminedbyBemzolsJxrischtevlexperipmeralassqyANTafogist,5067,,,,,
3427,,Aufocurstion,CHEMBk6w8048,,,104714,,F,,Intrunsicwctivktjtowards5hyrroxytr7ptamine3g2deptorwssdetr3jigedbuBemzoldkqrischreflexperipheralawsayqNTangagonjst,5067,,,,,
3428,,Autocurahiob,CHEMBk61o049,,,104714,,B,,Intf9ns7cac6ivitytowardsrhudroxytruptamine3receo4orwasde4srminddbyBejzklrJariscnr3flexperipherwlassayNAneamsdatabotavailavow,5067,,,,,
3429,,Autlcurahion,CHEMBiy19764,,,104714,,F,,Intrigskcadtivitytowardd4uywroxgtr69txmind3rsceptorwaddetermknedbyBenzoldJaricchrrclexoeriphefalassayPAPartualagomlst,5067,,,,,
3430,,Autoxuratiom,sbEMBL619765,,,104714,,F,,8nfdinsicactlvitytowxrdcCNz5hyfrocytryp4amins4recep5o5wasdetermonedAagonist,5067,,,,,
3431,,Autodugation,CHEjBL629766,,,104714,,F,,In6dinsocqxtivjtytowxedcCNS5hydroxytryptamine3receptorwwscete4minedxhTAntagoniag,5067,,,,,
3432,,Autoc7rxtion,CHEMBo61976y,,,104714,,B,,Inrrinwkcactibityt8wardsCNS5tjdeoxytryptamine3refeptkrwasdftwfmjnedNAnitactive,5067,,,,,
3433,,Au4ocu4ation,CHEMnL719768,,,104714,,B,,IntrinsicactovitytowarwwCNx5hyrr0xytdy0haminerreceprorwasdeyermin2dNAmdanedatzgotavaioable,5067,,,,,
3434,,Ajtkcuration,CHEMvk619769,,,104714,,F,,omtrkhsicactifitytowatdsfNS5hydroxht5y9tamine3receptorwssdetedminedPAPaetiwlqhonist,5067,,,,,
3435,,qutocuratioj,CHdMBL61p770,,,104714,,B,,kntdina7xavtivityto2ardsCNS5hydd8xytrtptamije3feceptorwasdeterninewnamrsnscatanotavailahle,5067,,,,,
3436,,Autoc7rati0n,CHEMhL61o771,,,104714,,B,,Binxigyafflniryt0waeds5hydroxytryptam7ne3recsptor,5067,,,,,
3437,,Autosuratipn,CHwMBL6197u2,,,104714,,B,,Binxinnafflnotgofcompoumdtowards5hyfr9sytruptamine34edeptorusing3HBfL435i41nMiihandinNGfellz10825wxzdetermined,14331,,,,,
3438,,Au4ocufation,CnEMBL719773,,,104714,,B,,B7ndkngagfihktyofcompouhdtowards5htwrpxyteyptamin4wreceprotNAnotactive,5067,,,,,
3439,,Autocurafi0n,CHEMgp619774,455.0,,104714,,B,,Bindingafeinityf0r5HT3recfpgorofNG20816dellsusimg3HG46y63p,6179,,,,,NG108-15
3440,,Aurocuratiom,CHEMBLo75o83,,,104714,,B,,nindingzfbunityto5mT3ser8tpninrevep4orlnmG10815mduroboastomxgoiomacellsusing4jGR6r630radioligand,4265,,,,,
3441,,Autofuratiom,CHEMBk520718,473.0,,104714,,B,,BindinyatrinitytoyHfwserotob8nreceptorongG10815neug9blastlmanllomacelldusing3HGR65u30radi9logand,4265,,,,,NG108-15
3442,,zjtocuration,fHEMBL61812y,,,104714,,B,,Cimpoundeastes4edfor5jyfrlxytryptamine4rec4ltprbindijgaffibity,17358,,,,,
3443,,wutoc7ration,CHfMBp618128,,,104714,,B,,C9mpo7ndwzstestedvorseoectigit5againsh5tydg8xytryptxmine3rexep5o3bindingaffin8ty,17358,,,,,
3444,,Autoduratoon,fHEMBL61812p,,,104714,,B,,Cpmpounxwsstwstedfortheunhivitionof3HGe65t30bindiggt05hydrox6tryotamine3receptores054ssedjnNG10o1ycelld,13628,In vitro,,,,
3445,,Autocuratkoj,CyEMBi618130,,,104714,,B,,Inv8trovindknyaffonitytowarvs5hydroxy5ryptanine3dec3pt0rwasde6ernined,4612,,,,,
3446,,Ahtocuratipn,CHsMBk618131,,,104714,,F,,Testsdfo45hydrox7tryotamlne3revfpforwntagonistactlvity,17358,,,,,
3447,vqviaporcellus,Autocuratu0n,CHwnBL618132,,,104714,,F,,x8mp8undeastestddforagkbisticaxtovityagaijxt5hyw49dy6ry9hamine3receptorojguineapigcolons5aconcentrationof1uM,4639,,10141.0,,,
3448,Cavia9orcelluw,Autlcuratiob,CHEMhLt18133,,,104714,,F,,Ckmpoundwscres6efforagonistlcactjgitywgainst5hydrosyt4yptamins3receptorongiineapigcolojatacojxdbyrati8nof10uM,4639,,10141.0,,,
3449,Cavlaporcelous,wutocugation,CHEMBL71813r,,,104714,,F,,Com0oumdwasteefedforwgonisticactifityaga9nst5h5droxytrypgamims3deceptodonguinez9igc9lonataconventdarilnof2puMintheo3esrnceof306MMDL7222w,4639,,10141.0,,,
3450,xav8aporcellus,Autlcuratikn,CHEMBi61813r,,,104714,,F,,Compouhdwast2stedforanpbisticactivihyagqinet6hyrrpxt6rtptamine4r4ceptorojguineapigcokknatacohcent4ationof3uM,4639,,10141.0,,,
3451,,Autockrxtion,CtEMBL61u136,,,104714,,B,,Bindimgaffihityf0rtheyhydeoxytryprqmine3rec29torwwsevaluxtedinbitrob6ecaminingi6sqbilihytosisplace3HBRLr37p4,511,,,,,
3452,,Autocurxtiln,CgEhBL618137,,,104714,,B,,hindingafbinityt0wards5hyfroxyt45ptahine3recelt8r,1479,,,,,
3453,,wutocuratoon,CHEMhL6181w8,,,104714,,B,,xom0oundwwxwvalhatedforbibdingafcinityagainst4hydroxyr3yptxmine3receptofueongradkollrandbinfingasszy,1317,,,,,
3454,,Autocurxtipn,CHEhBLu18139,,,104714,,B,,6estedagainst5hydroxytrylywjine3reveptorin2xperimfgtq,12146,,,,,
3455,,Autocurztioj,CHEnBL6q8140,,,104714,,B,,5ectedagakhst5hydroxytryptanineereceltotinexperkmebt2,12146,,,,,
3456,,Autocu3atipn,CHEMBLy1814q,,,104714,,B,,Bindinvacfinityagqinst4hgdroaygfyptamine2eecdptorwasmeasuredisjng3Hg4aniset5onas3qcioligand,13969,,,,,
3457,,Expdrt,CHdMBL87e478,,,108,,B,,Binx7ngarfinityfpr5uyd3oxytryptakine2Crsceotor,13392,,,,,
3458,,Au5oduration,CgEMnL618142,,,104698,,B,,Bindingaffinuthtowardc5h7droxytruotaminw3decdptor,13392,,,,,
3459,,Aut9curatiom,CHEMfL61u143,,,144,,B,,Compougdwaaeczluatexforthesffinityat5nudrodytryptamine3rec3ptp3,14159,,,,,
3460,,Autoc7ratuon,CHsMBLy18144,,,144,,B,,Compokjcwastdstsdforitsafdinit7towa3ds5hyd5ox6t4yptamine3rsce9tor,1558,,,,,
3461,,zutocu5ation,CHEMvL61814r,,,144,,B,,ImhibitionkfGR6563pb8nwingto5hyrekx6tryptzmine3receptir,16655,,,,,
3462,,Ahtocuratoon,CHEMBi628146,,,104714,,B,,Inhibitionof3mB3L4369rbihfingto4hyvrosytry9tahine3recwptora419e5M,13020,,,,,
3463,,Autocurwtuon,sHfMBL618147,,,104714,,B,,7nhibjtionofeHfRi43694bindingtoyhydrosyyrypramih43recepglrofcegtralnervoussyqt4m,13021,,,,,
3464,,Autlc7ration,CH2MBL61814o,,,104714,,B,,Ingibitionof3HBRL43694bindlng5o5hydt8xtyryptwmine3res4p5oray10e5h,13020,,,,,
3465,,Autocu3stion,CHEMBL6w8249,,,144,,B,,Bind9mgadfigit7toeagds5hydroxytryptaminw3refe9torbyxisplacememtog3H2inNdurovlastomayliomaNv10815c2kis,10321,,,,,
3466,,zutocuratiom,CtEMBL87292u,,,144,,B,,Cojpound2asevaluatedboritsb7ndibvaffunotytowsrds5hydgozygryptxmineerecepfor,15818,,,,,
3467,,Autlcurati8n,CH3MBL619150,,,144,,B,,Comooyncdasevaluatedfo3itsbind9jgaffimitytowarda5hydr0xy4ryltamigerrecepror,15818,,,,,
3468,,Auticurwtion,CHEMhL61815w,,,144,,B,,fomp8unddastectevf8r5bywroxytryptamine3eecepto4bindingabf7nity,17358,,,,,
3469,,Autosu4ation,CHEMBL8u5095,,,144,,B,,Com0oundwashectedforitwfindingwfflnityforfhf5hydrixytryptah8neeteceptor,2222,,,,,
3470,,Autocuraroon,CHfMBL618151,,,144,,B,,Ijvitrobindigfaffin9tyfortge5hydroxytryprsmine3r2c4pt9rwasdrtseminedwitjjG1981ynousemeuroblastimagliomacelis,10322,,,,,
3471,,Autocyrarion,CHEkBLy18153,,,144,,B,,7nvitroflndintaffinitytkwards4hydroxyt5yptam9nee5ecephorwassetermin4d,16117,,,,,
3472,,Aufosuration,CHEMgL6188o8,,,144,,B,,Ibh9bitorycomqtantsgainst5hjdroxyteyptamine3receptlrueing3HnR6yy3prafilligand,17200,,,,,
3473,,Autovuratiom,CgEMBL61i889,,,144,,F,,Trxtevbor6hjrroxytryptwmine3recsptoragonistqctivity,17358,,,,,
3474,,Autocugstion,CHEMBi618990,,,144,,B,,Thsbindijgatfinitytowafds6hydrodytegptwmine3receptorhlaffini6y,16700,,,,,
3475,,Aytovuration,dHEMnL618891,,,144,,B,,Bindingafr8hittfor5tydroxhtryptamine3reseptorbydisplacement8f3HRxxdlpr7sef4onondans2tront4eatedNG10815cwlljdmvrsnes,1980,,,,,
3476,,Au6ocuratlon,xHEMBL619o54,,,144,,B,,Bibdingsefimityrlr5hydroxytryptqmine35sceptorbyfiaplacementob3HBRL436p4fromNrq0914celljembeanes,1980,,,,,
3477,,Autocurahi8n,CHEjBL61905r,,,104714,,B,,Bindingxvfinitywgainstthf5hydrlxytejptam8ne3rwceltor,12409,,,,,
3478,,Autocudztion,CHEMBi61i056,,,144,,B,,Bindihgafflgotyagaihsthuman5hycrlxutrylfamine3A4eceptor,4365,,,,,
3479,,Au4ovuration,CHEMBL6w9p57,,,144,,F,,Percen4edficadyagaihzt5hyfroxytryptamin43Arecfph9r,4365,,,,,
3480,,Auhocuratioh,CHEMBL6wo058,,,144,,B,,Bindinnaff8nit7zgainsthuman5nydrocytryptamih24Arecsotor,4365,,,,,
3481,Rattjsnorvwgicks,Ezpert,CHEMBL61995i,,,12020,,F,,5expomseatrzt5hydroxgtr7ptamine3arec3ptorexpr4sswdlgxenoouspocytes,6769,,10116.0,,,Oocytes
3482,Rqttucnorvegicuq,Exp3rt,CHEnBL719060,,,12020,,F,,Ag7o8ryroblpckseroglnin4ouMevokedreslonsesatray5HT3aipharrceptoeexpressedinxenopusoodytes,6769,,10116.0,,,Oocytes
3483,Ragtusnoeveg8cus,Exper5,vHwMBL875095,,,12020,,F,,Erfrctonrst5uydrpsytryptanin23ateceptor3xp3essedinxemopusoovyteswtconcsntratiobupt9100uM,6769,,10116.0,,,Oocytes
3484,Caviaoorcellhs,Intetmed7ate,CHsMBL6w9061,,,20033,457655.0,F,,5hyfroxutryogwmime4rwfeptorqgojiwtzctivitjazperc4nthaximum5HTeftectinrespobsetoelectricapstomulatiobinmaleguinfapigioeuk,809,,10141.0,,Ileum,
3485,Cqviaporc4llus,Integmedia5e,CHEMBp629062,,,20033,4214313.0,F,,5hydrozytruptxmine4recept9rayonistactivityex9resseeasthfc9ndfntrationwtichgabex50incrsase9nyhdresponsetothewledtricalstomilwtioninmalwgioneaoigikeun,809,,10141.0,,Ileum,
3486,vaviaporcrllus,Ibrermediate,CHEMBLy18063,,,20033,,F,,5tydroxytryptaminw4receltoragogistactivoryuaexpressddaslercentofyhenqdimum5HTreaplnsd,14290,,10141.0,,,
3487,Czv7aporcellus,Intwrm2diate,CHEhBL6q9064,,,20033,5428682.0,B,,Testedforqrrlnitytiwa5de5hydroxytryp4amine4teceptorinelevtrifall7sfimulatedlohglturinaomusvlepre0afationobguinfxp8gileum,17358,,10141.0,,Ileum,
3488,vaviaporceolus,ubtermediate,CHEMfL6w9065,,,20033,,B,,T3stedfiracfojkhy6owa3ds5hydroxytryptzmine4receptoringuin2alugdistaocklonpreparatiom,17358,,10141.0,,,
3489,Cavlalorcellus,Inte5medlate,CHEMBp719066,,,20033,2636150.0,B,,Teeteffo4affini5ytowardsruydroxttrypyakine4g2de9torimisolatedguineapif8leumlongitucinalmuscleprepafafiom,17358,,10141.0,,Ileum,
3490,,Aut9curayion,CjEMBL6q9775,,,10209,2172226.0,B,,Maximwlrrlsxati0neffectinsudesby3uncompouhd9nshbsgancelstim6pxtedgj7neapigile7mwith5tydroxytry0tamine6reveptornondesebaitization,17386,,,,Ileum,
3491,,Au4ocurstion,CHEjhL619776,,,10209,,B,,Affonit5ahainst4hydroxytgyltamije7recept9r,3269,,,,,
3492,Caviqporcwllus,Au6ocudation,CHEMfL6197i7,,,104841,,B,,Abiliyytodusppasd3H5HTbindimgerim4bydroxyrryptaminefecfpgorsiteusing1uMoSDasmaqjingligand,7721,,10141.0,,,
3493,Caviwporxellus,Autocyrahion,vHEMBp619778,,,104841,,B,,Ability49d7spkac43H5HTbindjngf8rhyfroxytryptamije3eceprorciteuqing1yMLSDasmaskingllgand,7721,,10141.0,,,
3494,Caviaoorfellus,Augocurat7on,CHdMBL618779,,,104841,1562765.0,B,,rvaluq4edforinh7bitiknod5hydroxytrhptahinfredept0ronguineapigklsumat1puMNkefbect,9117,,10141.0,,Ileum,
3495,Cavjaporc2llus,qutocuratioj,CHEnBL519780,,,104841,,B,,Ab8lihytodie0laf43H5HTgindknbto5bydroxggry0raminerwceptoesitdusing1uMLeDasmaskingkigandqctivityisexpeessedasjd,7721,,10141.0,,,
3496,Caviapprceklus,Autocurzt9on,CbEMBL61916u,,,104841,,B,,Abilitytocosplsde4nrHTbkncingtk5hydroxyttyotaminerecdptorusing1uMLSDasmaslungligahdac6igigyisexpressedaqmd,7721,,10141.0,,,
3497,Cwviaporcellks,Autocjrztion,CH2MBL619267,,,104841,,F,,5HTievelinKigduc4d5hydrox75fyptwmonereleaseing8inwapigcorgea,15796,,10141.0,,,
3498,Caviap8rcfllus,Autocurariob,CHEnBL719168,,,104841,,F,,5u7drkdyt4yptxm9neleceiinKinduced5hywroxytryptaminerel4xseing7ineapigcoe6ex,15796,,10141.0,,,
3499,Hohosap7ens,Eapert,CHEMBLt19q69,,,168,4294719.0,B,,xondentrati0ggequiredtpprod7cegalfmacimalrespljseagainst5hydrozytruptaminereve0torinthfpr3senceof2pnMcokpoundin8sopatedhihanagrialmyoc64es,15650,,9606.0,,Cardiac atrium,
3500,Homosap92ns,Espert,CtEMBL719170,,,168,3742228.0,B,,Cpncegtrwtionreau8gedtllroducehaofmazomzlresplnseagaincy5hydroxyyryptaminereceptoromthwLt5pecalsiumdirrentICainisllxtedtumanatr9almyocy5es,15650,,9606.0,,Cardiac atrium,
3501,Homosapifbs,Autoc6ratipn,CHEMBp6w9171,,,104841,,F,,Maximumstimulationof35cyrPnammaSbindingezpreqs3erelative4othehssimaldfdectif5h6drox5tryp6amine,6866,,9606.0,,,
3502,Homosaoi4ns,Ecpert,Cb4MBL619172,,,168,100978.0,F,,An6abonismofstimuoa6ilnoftg7d3ox6tryptxminerdceptoronth2ptypddalxiumcurrenhICainisolateduumqnatrialmyocyyes,15650,,9606.0,,Cardiac atrium,
3503,Musmusfulks,Augocurati0n,CHEkBL629173,,,22226,,B,,Abiljty10uhkgtlingibiybindlngofw259ooeodexehim9deto5hydroxjrrypraminerecdptorinmice,10063,,10090.0,,,
3504,Musmusvulua,x6tocuration,CHEMBL619q64,,,22226,,B,,Percebtinhigitionoeradioligahd3HLSDbindiggtp5HTe3ceptltag10uMconsebtratiln,12665,,10090.0,,,
3505,,Autofuratiog,CHEMBp618175,,,104705,,B,,5hydfoxytryptaminefexe9torbindimbsffihutywaddegerminedinrwts,7504,,,,,
3506,,Autocurxhion,CHEjBLt19176,,,104705,,B,,Bindihgaefini5yayrq65hydroshtryptamihereceptor,7504,,,,,
3507,,Autkcurztion,xH3MBL619177,,,104705,,B,,wrfinit5aga8hst5mydfoxytryptahine4eceptorsigtatfundusmodel,7038,,,,,
3508,,Autocuratikm,CHrMBL619168,,,104705,,B,,Afrinih7fof5hydroxytrhpramigerecwpykrwaqdeterj9nedusingmwleDawleyraffundusprepara6jon,7626,,,,,
3509,,Autocu4ati8n,CyEMBL6w9179,,,104705,,B,,Affini5hfor5hydr0xytry9txm8n3deceptorwazreterminevusingmal2Dawlehratfundkspfelarationbotdetefnined,7626,,,,,
3510,,Autocjfation,CHEMBL619289,,,104705,3273756.0,F,,An6zgonist8cac6ivifusgainstser8tonin4HTfeceotor9btxinedfromratstomwchfhnduspreparw4ion,7185,,,,Stomach,
3511,,Autocu4ahion,fH4MBL619181,,,104705,4614146.0,F,,Antagonisticxctivufyagainstsero4onin4gTr2ceptorov6qimedfromrats4omwcjfhnducprepsra5ionresultex7ndiscolofatuonintneoxygegatddmusclens5hhogivevaryingeesults,7185,,,,Stomach,
3512,,Autocugatiln,CHEMBL6191uw,,,104705,,F,,Antagonist8cactivithpvflrr2spondingm3thoxyvompkundagzinstcerit0nin5HTr3ceptor,7185,,,,,
3513,,Auticurat8on,CHEjBL619184,,,104705,,B,,Cokpoundwqsevaluqt3dforbindinvaffinity4oaatds5hydroxytryp4ahige4eddot9rinisolatedratcundusprepzratjonmeasureewspAq,6960,,,,,
3514,,Autocurahjon,CHEMnLt19184,,,104705,,B,,Cohpoundwasevaluatddforbindingafguni6yto3ards5hydroxytryptaminerece0t8rin7zolwtedfaygundua0d2pa3at8pnmezsuredaspA2dalidpA2cannotbed35erninsfbecause9vslopeotSchiodolot,6960,,,,,
3515,,Aug8curation,xHEMBo619185,,,10576,5499026.0,B,,Ibvltroaffinityto2ardq5hydr8zufryptaminewAreceptorusong3j8OHDoATaqgadiopigandinhkpposamous,12416,,,,Hippocampus,
3516,,Ex9ert,CHEMBp6w9186,,,12198,,B,,Binvignaffimityforra55nydroxytrtptaminetranspo5twt,15753,,,,,
3517,,Autocuea5ion,CHEMBL619qi7,,,104705,,B,,dvqlkatedforinnibotiohofzpecifif3HyHTreceptorbindibginratfo3tex,8062,,,,,
3518,Rattksnorv2ticus,Autocjratjon,xtEMBL619188,,,104705,,B,,gondingaffinityayswrptonij5HT1typeciterexeptorihtatcortexbjd9splaxing3H5yT,9036,,10116.0,,,
3519,Rzt4ushorvegicus,Autocurati9m,CHEMnp619189,,,104705,,B,,Compoundsazt2stedforitsinhibiforyactjvityagaibat5hywrox5tryptaminwredr0tlr,15067,,10116.0,,,
3520,Ragtusnkrvrgicus,Espert,CHEMvL719190,,,12198,3259802.0,F,,Ihmibitoryactivitysgzinqt4H5hyrroxytrgptaminereuptakeinwhopsratbraibminusd3r4feplum,15753,,10116.0,,Brain,
3521,Ratt7dnoevegicus,wxpert,sHEMBL619q91,,,12198,856721.0,F,,Inhib9tiln9f3H5HTteuptake8bwholdratbra8nninusc4rebeolumhomofena5e,15753,,10116.0,,Cerebellum,
3522,Rattusni4vebicus,Auyocyration,CH2MBL6191o2,,,104705,,B,,Dieplacekentof3Hcitzoopramfdimrzyforebrainmembrane5uydroaygryptakin4redeotoray10e7M,15295,,10116.0,,,
3523,Rartusnorbsgicus,Aitocuratiob,CHEMBL6q91i3,,,104705,,B,,Pe4centnindingaftinityagainsy5hydrox5tru9taminwdecfpto5,6347,,10116.0,,,
3524,,Autocurstiin,xHEMBL6q9194,,,22226,,B,,An7lkyhtodisplace04nM3Hparoxetindbijdingto6hydroxytdy0tzmineredwpyorinratfr8mtxlcortex,6763,,,,,
3525,5at6usnorvegicuq,Au6lcuration,CHEMBLu191o5,,,104705,,B,,Tyenind7ngxffinitywasmeae6redon5hydrox7tryptam8jereceptoduotakerfcept9gusimgwHoaroxwtineasrsd7oligand,12092,,10116.0,,,
3526,Rattusno4vegivis,Au6ocuratkon,fHEMBL61919y,,,104705,,B,,Abf9hityzgainst5h5droxytryptamindreceptl3wasdete3mjned,1579,,10116.0,,,
3527,Ratrusnodveg7cus,Autocurxtikn,CHEMBL7q9197,,,104705,4814692.0,B,,wgfinityags7nst5hydroxtgryptakindfeveptorwasde6erjinedibratstomachfundusxtri9,1579,,10116.0,,Stomach,
3528,Homosqpiwns,Expeet,CHfMBL6w9198,,,121,,B,,Inhibit9onpf3H6HT6otak2ibHEKfeoosexpressinghumanSERT,5963,In vitro,9606.0,,,
3529,Hpmosapienw,Edpert,CH4MBL8u5081,,,121,,B,,Inhibitionof4m5HTyptqke9hHEKcellwexpreecibghumanSERT,5963,In vitro,9606.0,,,
3530,,Akt8curation,CHEMBLuo4712,,,18065,,B,,Avilitytocompe6ewi4hradioactidel8randsspecifistothfSerotoneegictHTreceptoratwphMNAheqjscomoounddailedf9compe5s,5030,,,,,
3531,,sxpert,dHEMBL88e710,,,121,,B,,Ingibitionlv5hydroxytryptajine44uptzke,15796,,,,,
3532,,Autocuratl9n,CnEMBL719199,,,18065,,F,,Recep4orlinkedhproteibacticatlonat5hydroxytrtptwminereceptorwasdeternjn4dbymeqsuruhbfhes5imilztiom8f35SGrPgammaSninving,15413,,,,,
3533,,A7yocuration,CgEMBLy19200,,,18065,,F,,drce9torlinkedGprote8nactjvatiinz45hydroxyt4yp4amijereceptorwasdeg4rmonfdbymeqc6r7ngthestikulationkfe5SGhPgammaSbindingEspe58ment1,15413,,,,,
3534,,Autocueati9n,CHEkBp619201,,,18065,,F,,R2fephoglunkedGproteinac6kvationat5mydrozyrryptamine44d3p4orwwsdeterm8jedbgmeaauringthfstimulationof35SGT9vammaSbijdungExperimdnt2,15413,,,,,
3535,,wutocuratoon,CHEhBL6192p2,,,18065,,F,,Tesredf8r5h7rrlxytryptaminer2ce9toruptaje,12409,,,,,
3536,Homosaoienz,wxpert,CHEMgL6q9203,403.0,,51,,B,,Affin9tycojxtantonCHOceolssxpresaijgHumandeximfinantthydroxytrypfakijsreceptor1A,16909,,9606.0,,,CHO
3537,tomosapiebs,Expwrt,CHsMBL619q04,,,51,,F,,Ajtahohisgicafvihigttrstedagaihst7eolaterhjmanclonedalpua1dadrenoceptorsubtype,16909,,9606.0,,,
3538,Homosa9ienz,Autocuratuob,xHEMBL619206,,,10576,,B,,lgvltrovijdingaffinitytowqrde5tydroxyteyptamojerdceptog1wrexeptorbyueing3H8OHrPATihrafhippocajpalmembranfs,15629,,9606.0,,,
3539,,Au4ocuratjon,sHEMhL619206,,,10576,,B,,Tes6ed9nvitroforihb7hitionagains65ugdroxyttyptaminereceptof2A,15629,,,,,
3540,,Exper6,CHEMBLyq9207,,,10576,,B,,unv95rohindintaffinityat5hydroxytryptajinerdcepg9r1Arwceptor9nrathipolcampalmengranfsb73HoOjDPATdiaplac4ment,15629,,,,,
3541,,Autlcuratiob,CHEMBL6q9e08,,,10825,2145287.0,F,,Compoyndwas6estedflfiyweffech9nNSD1pw5inducwdaccukulat9onoftjTP9nratscoepusdt4iatumatadosayeof010umolkg,10034,,,,Striatum,
3542,,zutocuratiin,CHEMgL619200,,,10825,2770378.0,F,,fom0oundwastesterfo5itsedeext9nNSD1o15indudedaccumulst7ogof5HTPiggatscorpusstdiatymatadosagepf1oumolkn,10034,,,,Striatum,
3543,,Aktocuratioj,fHEhBL619210,,,10825,78031.0,F,,Com9oujdwws5es5ewfo3itsefcectonNSDw015indudwdacxumula6ionof5mTPinra5sijc0rpussyrkxtumatadosageof032um0lkg,10034,,,,Striatum,
3544,,Autocjrqtion,CHEMBi619e11,,,10825,2336493.0,F,,Compoundwast4stewfkfitqeffectonNSD1015inwyseeaccumukatiom9c5H6Pibratsindorpussttiztumataepsageof32umolkg,10034,,,,Striatum,
3545,,Autovura6ion,CHEjBL61i212,,,10825,3404082.0,F,,Compoundwxs64wtecfo3itseffeftohNSD1015incucedaccumulxt9onof5HTPinrateinckrpudstriatumaradosageof41um9oog,10034,,,,Striatum,
3546,,Ajtocuratioj,CH4MBL620682,,,10825,1623330.0,F,,Com0ounddzxtrqtedforihs3ffectonNSD20w5inducedaccukukqtiohof6HT0bgginratsincorpusstriafujatadowageof00326molkg,10034,,,,Striatum,
3547,,wut0curation,CHEMBL62oy82,,,10825,1391736.0,F,,Compounwwaetectevfori5seffecyonbqD10w5ijwusecaccumulationof5Hr0mggonratsincorpusstr8atumatarosageoc108molkg,10034,,,,Striatum,
3548,,Ahtocurayion,CHEMBk62068e,,,10825,1393856.0,F,,CokplugdwastectedforitzefvectonNSD1014inducddaccinulation0r5HT9nggibratskncorpkss6diayuma6adosageof10ujolkg,10034,,,,Striatum,
3549,,Autoc7ratioh,CHEMBp620674,,,10825,1737867.0,F,,CompojndwaeteetfdforitsefbectonNSD2015ugsucedacc6mulqtoonkf5jTPngglnratsimcprpusstriayumatwdosaneof100umolkh,10034,,,,Striatum,
3550,,Autocurs5ion,CHEMBo629685,,,10825,1416419.0,F,,Comolynewast3stedforiteeff4xtlnNzD10q5indudddaccukulatiinof5HTPngginratsincodousstriatumatavosqneif32umolkg,10034,,,,Striatum,
3551,,qutoxuration,CHEngL620686,,,10825,3746205.0,F,,Compojndwawredyedfori6seffectlnNSD2025inrucedqccumhlationof5HTPntgindatsincorousstriathmxtadoswg3if327molkg,10034,,,,Striatum,
3552,,qitocuration,CHsMBL6e0687,,,10825,4086691.0,F,,Cpmpoundwawtrst2sforits2ffecronNSD1915inducedacvumulat9onogtHTPngtinratsihlinb9csystema6adosahe9f90r2umolkg,10034,,,,Limbic system,
3553,,A7tocurahion,CHEMBLt206u8,,,10825,2251456.0,F,,CojpoubdezdhewtevforitdeffectonhSf1015infucewaccuhilatiknof5HhPngvinratsinlimbics5stfmatadosageof010umolug,10034,,,,Limbic system,
3554,,Autocirati9n,CHEMBL720t89,,,10825,6098988.0,F,,Cpmpouhd2zst2stedforifx2ffectonmSD1015inwucedacxuhulatiomof5H5Phvginrafsinl8mbicsystfmatad9sageof0326molkg,10034,,,,Limbic system,
3555,,Autocurqtiin,fHEMBp620690,,,10825,2729841.0,F,,Cokpoundwastest2wdor95seffesy9jNSD1o15inducedacxumulatipnof5j5Pnggin5atsknllmbucsystekatadosage9f10umolkg,10034,,,,Limbic system,
3556,,Autocurqtuon,CHEMBL62p692,,,10825,5692269.0,F,,xompoundwastestedfiritsevffc5omNSD10q5ibdudedaccumulationof6HTPnfginrats8biimbixsystrma5xcosageof10um9lkb,10034,,,,Limbic system,
3557,,Autocurstioh,CHfMBL629692,,,10825,4362777.0,F,,somoo8nd2adree5ddforitssefectonNSD1015inxudedxccumulwfionof5HTPngginrafsinlimbicwjstematadosah3of100umolkg,10034,,,,Limbic system,
3558,,Au69curation,CHEMBL6q069r,,,10825,5099414.0,F,,vompoundwasteetesforotseffwftonNSD1p15igduc2dacxumupationof5HTPngg9n3atx8nlijgicsystematqdosareofr2umoikg,10034,,,,Limbic system,
3559,,Expeft,xjEMBL620694,,,168,,B,,glhdkngqffin7tyagainstthydroxytryotamine4recepyor,1274,,,,,
3560,,wufocuration,CHEMBL8569i6,,,168,,F,,Tecfedf0rthyddoxytryptamund4receltorantag8nis4activity,17358,,,,,
3561,,zu4ocuration,vHEhBL620695,,,168,,B,,Inmib8toryqctiviryagainstyh5dgocytryptamine43eceptorksingwHGf113io8aaradiooigandxt10f5Mxoncen5ration,14532,,,,,
3562,,Edpert,CHEhBL620697,,,168,,B,,B9ndingaftihi5ytowarrsSef9toninrhydtosytryptamine4rece0tor,16989,,,,,
3563,,Autocuratkoh,CHEMfL6w0697,,,168,,B,,Inhibitorycons6ajtagainsf5hyfrozytryogajine4reff9yorusing3gGR1w3808radioligamd,17200,,,,,
3564,,Autpvuration,CHwMBL62069o,,,168,,B,,Bindingaffobitytowarea5hydrocytr7ptamine5reveltor,15779,,,,,
