assays_ASSI,assays_ASSTI,assays_RELATITY,assays_ASTI,assays_TISI,assays_VAI,assays_ASSUBCEFRAC,assays_T,assays_CONFISCO,assays_CURB,assays_SRI,assays_SRASSI,assays_CHI,assays_CI,assays_BAFOR
8910,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623764,,BAO_0000218
8911,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623765,,BAO_0000218
8912,Blood,N,10116.0,178.0,,,50597,1,Intermediate,1,,CHEMBL623766,,BAO_0000218
8913,Blood,N,10116.0,178.0,,,50597,1,Intermediate,1,,CHEMBL623767,,BAO_0000218
8914,Blood,N,10116.0,178.0,,,50597,1,Intermediate,1,,CHEMBL623768,,BAO_0000218
8915,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623769,,BAO_0000218
8916,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623770,,BAO_0000218
8917,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623771,,BAO_0000218
8918,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623772,,BAO_0000218
8919,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623773,,BAO_0000218
8920,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623774,,BAO_0000218
8921,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623775,,BAO_0000218
8922,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623776,,BAO_0000218
8923,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622191,,BAO_0000218
8924,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622192,,BAO_0000218
8925,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622193,,BAO_0000218
8926,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622194,,BAO_0000218
8927,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622195,,BAO_0000218
8928,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622196,,BAO_0000218
8929,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622197,,BAO_0000218
8930,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622198,,BAO_0000218
8931,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622199,,BAO_0000218
8932,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622200,,BAO_0000218
8933,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622201,,BAO_0000218
8934,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623990,,BAO_0000218
8935,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623991,,BAO_0000218
8936,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623992,,BAO_0000218
8937,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623993,,BAO_0000218
8938,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623994,,BAO_0000218
8939,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623995,,BAO_0000218
8940,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623996,,BAO_0000218
8941,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623997,,BAO_0000218
8942,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623998,,BAO_0000218
8943,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623999,,BAO_0000218
8944,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL624000,,BAO_0000218
8945,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL624001,,BAO_0000218
8946,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL624002,,BAO_0000218
8947,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL624003,,BAO_0000218
8948,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL624004,,BAO_0000218
8949,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624005,,BAO_0000218
8950,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624006,,BAO_0000218
8951,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624007,,BAO_0000218
8952,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624008,,BAO_0000218
8953,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624009,,BAO_0000218
8954,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL874387,,BAO_0000218
8955,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624010,,BAO_0000218
8956,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624011,,BAO_0000218
8957,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624012,,BAO_0000218
8958,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624013,,BAO_0000218
8959,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624736,,BAO_0000218
8960,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624737,,BAO_0000218
8961,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624738,,BAO_0000218
8962,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624739,,BAO_0000218
8963,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624740,,BAO_0000218
8964,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624896,,BAO_0000218
8965,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624897,,BAO_0000218
8966,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624108,,BAO_0000218
8967,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624109,,BAO_0000218
8968,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624110,,BAO_0000218
8969,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624111,,BAO_0000218
8970,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624112,,BAO_0000218
8971,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL624113,,BAO_0000218
8972,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL619709,,BAO_0000218
8973,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL619710,,BAO_0000218
8974,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619711,,BAO_0000218
8975,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619712,,BAO_0000218
8976,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619713,,BAO_0000218
8977,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619714,,BAO_0000218
8978,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619715,,BAO_0000218
8979,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619716,,BAO_0000218
8980,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619717,,BAO_0000218
8981,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619718,,BAO_0000218
8982,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619719,,BAO_0000218
8983,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL875329,,BAO_0000218
8984,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619720,,BAO_0000218
8985,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619721,,BAO_0000218
8986,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619722,,BAO_0000218
8987,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619723,,BAO_0000218
8988,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619724,,BAO_0000218
8989,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619725,,BAO_0000218
8990,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619726,,BAO_0000218
8991,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619727,,BAO_0000218
8992,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619728,,BAO_0000218
8993,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL619729,,BAO_0000218
8994,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL619730,,BAO_0000218
8995,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL619731,,BAO_0000218
8996,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL619732,,BAO_0000218
8997,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL619733,,BAO_0000218
8998,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL619734,,BAO_0000218
8999,Zone of skin,N,10116.0,14.0,,,50597,1,Intermediate,1,,CHEMBL619735,,BAO_0000218
9000,Zone of skin,N,10116.0,14.0,,,50597,1,Intermediate,1,,CHEMBL875330,,BAO_0000218
9001,Zone of skin,N,10116.0,14.0,,,50597,1,Intermediate,1,,CHEMBL628465,,BAO_0000218
9002,Zone of skin,N,10116.0,14.0,,,50597,1,Intermediate,1,,CHEMBL628466,,BAO_0000218
9003,Zone of skin,N,10116.0,14.0,,,50597,1,Intermediate,1,,CHEMBL628467,,BAO_0000218
9004,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL628468,,BAO_0000218
9005,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL628469,,BAO_0000218
9006,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL628470,,BAO_0000218
9007,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL628471,,BAO_0000218
9008,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL628472,,BAO_0000218
9009,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL625191,,BAO_0000218
9010,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL625192,,BAO_0000218
9011,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL875337,,BAO_0000218
9012,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL626341,,BAO_0000218
9013,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL626342,,BAO_0000218
9014,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL621943,,BAO_0000218
9015,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621944,,BAO_0000218
9016,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621945,,BAO_0000218
9017,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621946,,BAO_0000218
9018,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621947,,BAO_0000218
9019,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621948,,BAO_0000218
9020,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621949,,BAO_0000218
9021,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621950,,BAO_0000218
9022,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621951,,BAO_0000218
9023,Blood,N,10116.0,178.0,,,50597,1,Intermediate,1,,CHEMBL621952,,BAO_0000218
9024,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL621953,,BAO_0000218
9025,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621954,,BAO_0000218
9026,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621955,,BAO_0000218
9027,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621956,,BAO_0000218
9028,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621957,,BAO_0000218
9029,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621958,,BAO_0000218
9030,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621959,,BAO_0000218
9031,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621960,,BAO_0000218
9032,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621961,,BAO_0000218
9033,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621962,,BAO_0000218
9034,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL876787,,BAO_0000218
9035,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL621963,,BAO_0000218
9036,Stomach,N,10116.0,945.0,,,50597,1,Intermediate,1,,CHEMBL622637,,BAO_0000218
9037,Stomach,N,10116.0,945.0,,,50597,1,Intermediate,1,,CHEMBL622638,,BAO_0000218
9038,Stomach,N,10116.0,945.0,,,50597,1,Intermediate,1,,CHEMBL626561,,BAO_0000218
9039,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626562,,BAO_0000019
9040,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626563,,BAO_0000218
9041,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626564,,BAO_0000218
9042,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626565,,BAO_0000218
9043,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626566,,BAO_0000218
9044,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626567,,BAO_0000218
9045,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626568,,BAO_0000218
9046,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626569,,BAO_0000218
9047,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626570,,BAO_0000218
9048,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626571,,BAO_0000218
9049,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626572,,BAO_0000218
9050,Plasma,U,9986.0,1969.0,,,22224,0,Autocuration,1,,CHEMBL626573,,BAO_0000218
9051,Liver,U,9986.0,2107.0,,Microsomes,22224,0,Autocuration,1,,CHEMBL626574,,BAO_0000251
9052,Liver,U,9986.0,2107.0,,Microsomes,22224,0,Autocuration,1,,CHEMBL626575,,BAO_0000251
9053,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626576,,BAO_0000218
9054,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626577,,BAO_0000218
9055,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL626578,,BAO_0000218
9056,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL625263,,BAO_0000218
9057,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL625264,,BAO_0000218
9058,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL625265,,BAO_0000218
9059,,U,9986.0,,,Microsomes,22224,0,Autocuration,1,,CHEMBL625266,,BAO_0000251
9060,,U,9986.0,,,Microsomes,22224,0,Autocuration,1,,CHEMBL876796,,BAO_0000251
9061,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL625267,,BAO_0000218
9062,Plasma,U,9986.0,1969.0,,,22224,0,Autocuration,1,,CHEMBL625268,,BAO_0000218
9063,Plasma,U,9986.0,1969.0,,,22224,0,Autocuration,1,,CHEMBL625269,,BAO_0000218
9064,Plasma,U,9986.0,1969.0,,,22224,0,Autocuration,1,,CHEMBL624689,,BAO_0000218
9065,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL624690,,BAO_0000218
9066,Urine,U,9986.0,1088.0,,,22224,0,Autocuration,1,,CHEMBL624691,,BAO_0000218
9067,Urine,U,9986.0,1088.0,,,22224,0,Autocuration,1,,CHEMBL624692,,BAO_0000218
9068,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL624693,,BAO_0000218
9069,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL624694,,BAO_0000218
9070,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL877596,,BAO_0000221
9071,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL624695,,BAO_0000019
9072,Liver,U,9986.0,2107.0,,,22224,0,Autocuration,1,,CHEMBL624696,,BAO_0000221
9073,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL624697,,BAO_0000019
9074,Blood,U,9986.0,178.0,,,22224,0,Autocuration,1,,CHEMBL624698,,BAO_0000218
9075,Blood,U,9986.0,178.0,,,22224,0,Autocuration,1,,CHEMBL624699,,BAO_0000218
9076,,U,9986.0,,,,22224,0,Autocuration,1,,CHEMBL624700,,BAO_0000218
9077,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622903,,BAO_0000218
9078,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622904,,BAO_0000218
9079,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622905,,BAO_0000218
9080,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622906,,BAO_0000218
9081,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622907,,BAO_0000218
9082,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622908,,BAO_0000218
9083,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622909,,BAO_0000218
9084,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622910,,BAO_0000218
9085,Brain,N,10116.0,955.0,,,50597,1,Intermediate,1,,CHEMBL622911,,BAO_0000218
9086,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622912,,BAO_0000218
9087,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622913,,BAO_0000218
9088,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622914,,BAO_0000218
9089,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622915,,BAO_0000218
9090,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622916,,BAO_0000218
9091,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622917,,BAO_0000218
9092,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622918,,BAO_0000218
9093,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622919,,BAO_0000218
9094,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622920,,BAO_0000218
9095,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622921,,BAO_0000218
9096,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622922,,BAO_0000218
9097,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622923,,BAO_0000218
9098,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL877604,,BAO_0000218
9099,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622924,,BAO_0000218
9100,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622925,,BAO_0000218
9101,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL622926,,BAO_0000218
9102,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623625,,BAO_0000218
9103,Plasma,N,10116.0,1969.0,,,50597,1,Expert,1,,CHEMBL623626,,BAO_0000218
9104,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623627,,BAO_0000218
9105,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623628,,BAO_0000218
9106,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623629,,BAO_0000218
9107,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623630,,BAO_0000218
9108,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623804,,BAO_0000218
9109,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623805,,BAO_0000218
9110,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623806,,BAO_0000218
9111,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623807,,BAO_0000218
9112,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623808,,BAO_0000218
9113,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623809,,BAO_0000218
9114,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623810,,BAO_0000218
9115,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623811,,BAO_0000218
9116,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623812,,BAO_0000218
9117,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL877605,,BAO_0000218
9118,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623813,,BAO_0000218
9119,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623814,,BAO_0000218
9120,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623815,,BAO_0000218
9121,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623816,,BAO_0000218
9122,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623145,,BAO_0000218
9123,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623146,,BAO_0000218
9124,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623147,,BAO_0000218
9125,Brain,N,10116.0,955.0,,,50597,1,Intermediate,1,,CHEMBL623042,,BAO_0000218
9126,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623043,,BAO_0000218
9127,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623044,,BAO_0000218
9128,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623045,,BAO_0000218
9129,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623046,,BAO_0000218
9130,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623226,,BAO_0000218
9131,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623227,,BAO_0000218
9132,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623228,,BAO_0000218
9133,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623229,,BAO_0000218
9134,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623230,,BAO_0000218
9135,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623231,,BAO_0000218
9136,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL623232,,BAO_0000218
9137,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623233,,BAO_0000218
9138,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623234,,BAO_0000218
9139,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623235,,BAO_0000218
9140,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623236,,BAO_0000218
9141,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623237,,BAO_0000218
9142,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623238,,BAO_0000218
9143,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623239,,BAO_0000218
9144,Plasma,U,10116.0,1969.0,,,22224,0,Intermediate,1,,CHEMBL623240,,BAO_0000218
9145,Hypothalamus,N,10116.0,1898.0,,,50597,1,Intermediate,1,,CHEMBL623241,,BAO_0000218
9146,Hypothalamus,N,10116.0,1898.0,,,50597,1,Intermediate,1,,CHEMBL623242,,BAO_0000218
9147,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL874394,,BAO_0000218
9148,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623243,,BAO_0000218
9149,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL623244,,BAO_0000218
9150,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL623245,,BAO_0000218
9151,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL623246,,BAO_0000218
9152,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL623247,,BAO_0000218
9153,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL623248,,BAO_0000218
9154,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL623249,,BAO_0000218
9155,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625072,,BAO_0000218
9156,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625073,,BAO_0000218
9157,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625074,,BAO_0000218
9158,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625075,,BAO_0000218
9159,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625076,,BAO_0000218
9160,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625077,,BAO_0000218
9161,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625078,,BAO_0000218
9162,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL874395,,BAO_0000218
9163,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625079,,BAO_0000218
9164,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625080,,BAO_0000218
9165,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625081,,BAO_0000218
9166,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625082,,BAO_0000218
9167,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625083,,BAO_0000218
9168,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625084,,BAO_0000218
9169,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625085,,BAO_0000218
9170,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625086,,BAO_0000218
9171,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625087,,BAO_0000218
9172,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL625088,,BAO_0000218
9173,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL622205,,BAO_0000218
9174,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL622206,,BAO_0000218
9175,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL622207,,BAO_0000218
9176,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL622366,,BAO_0000218
9177,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL622367,,BAO_0000218
