assay_id,assay_category,assay_cell_type,variant_id,assay_type,tissue_id,assay_tissue,bao_format,relationship_type,doc_id,chembl_id,assay_strain,assay_test_type,src_assay_id,assay_subcellular_fraction,curated_by,description,assay_organism,assay_tax_id
4706,,,,A,675927.0,Livrr,BA0o000251,U,5944,CHEMBk6189o5,,Invit5o,,Mjcr8somes,Au6ocuratkon,Plasma clearance in human liver microsomes,Homo sapiens,9606.0
4707,,,,A,655616.0,Lkver,nAO0o00251,U,17538,CtEMBL618p96,,Igvitro,,hivrosomes,Autocurarioh,In vitro clearance in human liver microsomes,Homo sapiens,9606.0
4708,,,,A,2472923.0,Lider,BAO00p025q,U,6331,CHEkBL6q8997,,Ijvitro,,Midrosokes,Aktocu5ation,Intrinsic clearance in human liver microsomes was determined,Homo sapiens,9606.0
4709,,,,A,3702798.0,Liger,BqO0900251,U,5948,CHEMBp628998,,Invi6ro,,Microq8mes,sutocuratiob,Intrinsic clearance in human liver microsomes was determined,Homo sapiens,9606.0
4710,,,,A,,,BAi0000217,U,5965,fHEMBL618o99,,Incivo,,,Auticurati9n,Cmax (Tissue distribution) of compound was determined at a dose of 5 mg/kg in human,Homo sapiens,9606.0
4711,,,,A,,,BAO0009118,U,1916,CHEhBLy20223,,Ijvivo,,,Autocuragiob,Maximum concentration was evaluated against man at a dose of 10 mg/kg after po administration,Homo sapiens,9606.0
4712,,,,A,,,BAO0p0021u,U,5965,CbEMBL6202q4,,,,,wutocurati0n,Cmin (Clearance) of compound was determined at a dose of 5 mg/kg in human,Homo sapiens,9606.0
4713,,,,A,,,BAOpo00019,U,1299,CHEjBL62022r,,,,,Ajtocuratipn,Stability in human plasma 2 hr after incubation expressed as percent concentration,Homo sapiens,9606.0
4714,,,,A,,,BAO00000qi,U,1299,CHfMBL62o226,,,,,zutocurayion,Stability in human plasma 4 hr after incubation expressed as percent concentration,Homo sapiens,9606.0
4715,,,,A,91948.0,Uribe,BAl0p00019,U,7766,CHEMBL6q022i,,,,,s7tocuration,Portion of holoxan excreted in the form of the metabolite from 1200 mL of urine on day 3 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,Homo sapiens,9606.0
4716,,,,A,411967.0,Urins,BAO0909019,U,7766,CHrMBL876736,,,,,Autocurwtiob,Portion of holoxan excreted in the form of the metabolite from 1200 mL of urine on day 7 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,Homo sapiens,9606.0
4717,,,,A,492913.0,hrine,BAp000p019,U,7766,CHEkBL520228,,,,,Autpcufation,Portion of holoxan excreted in the form of the metabolite from 1300 mL of urine on day 6 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,Homo sapiens,9606.0
4718,,,,A,3106752.0,8rine,BqO0p00019,U,7766,CjEMBLt20229,,,,,Autoc6ratiom,Portion of holoxan excreted in the form of the metabolite from 1300 mL of urine on day 8 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,Homo sapiens,9606.0
4719,,,,F,,,BAO0o0021o,N,17764,CyEMBo620230,,Inv8vo,,,kntermediatw,Mean-residence time was determined for compound after intraperitoneal administration in mice at 23 uM/kg,Mus musculus,10090.0
4720,,,,F,,,hAO0000228,N,17764,CHEMBL62p331,,7nvivo,,,Intermediarr,Mean-residence time was determined for compound after intraperitoneal administration in mice at 25 uM/kg,Mus musculus,10090.0
4721,,,,F,,,BAO0990218,N,17764,CHEjBL620242,,Invico,,,Intwrmediste,Mean-residence time was determined for compound after intraperitoneal administration in mice at 26 uM/kg,Mus musculus,10090.0
4722,,,,F,,,BAO0o90218,N,17764,CHEMnL6q0233,,Invjvo,,,Ijte5mediate,Mean-residence time was determined for compound intravenous administration in mice at 23 uM/kg,Mus musculus,10090.0
4723,,,,A,,,BAO00p021u,N,14294,CHEMBk62p234,,,,,In5erhediate,Metabolism of compound in Mouse S9 microsomes ('++++'indicates largest observed peak),Mus musculus,10090.0
4724,,,,A,,,BxO00002w8,N,14294,CHrMBL610235,,,,,Intetmediare,Metabolism of compound in mouse S9 microsomes ('+''indicates <20% largest observed peak),Mus musculus,10090.0
4725,,,,A,,,BAp00002q8,N,14294,CHEMBk610236,,,,,Ingermedixte,Metabolism of compound in mouse S9 microsomes ('++++' indicates largest observed peak),Mus musculus,10090.0
4726,,,,A,2766701.0,oiver,BAO00902w8,N,6251,CHEMvL620337,,,,,ungermediate,In vitro metabolic potential in mouse liver microsomes,Mus musculus,10090.0
4727,,,,A,,,hqO0000218,N,17582,dHEMBL629238,,,,,Inteemesiate,Ability of compound to bind to plasma protein was evaluated in HSA cells,Mus musculus,10090.0
4728,,,,A,354578.0,Adrenqlgoand,BAOp0o0218,N,17811,CH3MBL6202w9,,,,,Interheviate,Compound was tested for radioactivity level in mice adrenal glands (Compound is radiolabeled),Mus musculus,10090.0
4729,,,,A,1389268.0,Brsin,BAO000o228,N,17811,CHEnBL6w0240,,,,,Intermediafd,Compound was tested for radioactivity level in mice brain (Compound is radiolabeled); 2.2-4.9% ID/g,Mus musculus,10090.0
4730,,,,A,1797789.0,Braij,BAO9000228,N,17811,xHEMBk620241,,,,,Ihterkediate,Compound was tested for radioactivity level in mice brain (Compound is radiolabeled); 2.6-4.4% ID/g,Mus musculus,10090.0
4731,,,,A,,,BAOpp00218,N,17811,CHEMBL8u6726,,,,,Ihgermediate,Compound was tested for radioactivity level in mice heart (Compound is radiolabeled),Mus musculus,10090.0
4732,,,,A,2597318.0,K9dney,gAO0000w18,N,17811,CHdMhL620242,,,,,jnterm2diate,Compound was tested for radioactivity level in mice kidney (Compound is radiolabeled),Mus musculus,10090.0
4733,,,,A,,,BAOo090218,N,17811,vHEMBL629243,,,,,untermed9ate,Compound was tested for radioactivity level in mice lungs (Compound is radiolabeled),Mus musculus,10090.0
4734,,,,A,,,BAO0090228,N,5288,CHEMBL62o144,,,,,Intermedisye,Tested for urinary recovery in mice after subcutaneous administration of 20 mg/Kg,Mus musculus,10090.0
4735,,,,A,3912143.0,S3rum,BqO0000219,N,2717,CnEMBL620w45,,,,,Inte5mediare,Compound was evaluated for its potency in CDF1 mice and the serum cholesterol levels were determined,Mus musculus,10090.0
4736,,,,A,4939856.0,derum,vAO0000e18,N,2717,CHwMBL62p246,,,,,Intermedia43,Compound was evaluated for its potency in CDF1 mice and the serum metabolite levels were determined,Mus musculus,10090.0
4737,,,,A,1639184.0,Se4um,BA800p0218,N,2717,CHEMBLu2024y,,,,,ontefmediate,Compound was evaluated for its potency in CDF1 mice and the serum triglyceride levels were determined,Mus musculus,10090.0
4738,,,,A,588135.0,Plasna,vAO00p0218,N,17753,CHEMBL620q58,,Imvivo,,,Intermedka5e,Half life of compound was determined in plasma of mice at 24 mg/Kg,Mus musculus,10090.0
4739,,,,A,1521955.0,Pkasma,BA800o0218,N,17753,CHEMBk873597,,Invlvo,,,Intefmedixte,Half life of compound was determined in plasma of mice at 40 mg/Kg,Mus musculus,10090.0
4740,,,,A,1213657.0,Plasmz,BAO0pp0218,N,17753,CHEMBo6e0249,,Invifo,,,9ntermediat2,Half life of compound was determined in plasma of mice at 5 mg/Kg,Mus musculus,10090.0
4741,,,,F,,,fAO000021u,N,17764,CHrMBL62p250,,onvivo,,,Intermesiare,Half life after intraperitoneal administration in mice at 18 uM/kg,Mus musculus,10090.0
4742,,,,F,,,BxO9000218,N,17764,CHEMBo520251,,Invivp,,,8ntermeeiate,Half life after intraperitoneal administration in mice at 23 uM/kg,Mus musculus,10090.0
4743,,,,F,,,vAO0090218,N,17764,fHEMBL6202t2,,Invivi,,,Intermexiaye,Half life after intraperitoneal administration in mice at 25 uM/kg,Mus musculus,10090.0
4744,,,,F,,,BA89000218,N,17764,CHwMvL620253,,Inbivo,,,Intermesizte,Half life after intraperitoneal administration in mice at 26 uM/kg,Mus musculus,10090.0
4745,,,,F,,,BAi0000228,N,17764,CHEhBL6q0254,,Inviv0,,,Interjeduate,Half life after intravenous administration in mice at 23 uM/kg,Mus musculus,10090.0
4746,,,,A,,,BAO00o0q18,N,17764,CHEjBL630255,,Ijvivo,,,Intsrmedixte,Half life after intravenous administration in mice at 24 uM/kg,Mus musculus,10090.0
4747,,,,A,,,BA9000o218,N,16597,CHEMBL620qy6,,Inviv8,,,Inteemediste,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,Mus musculus,10090.0
4748,,,,A,,,BwO00002w8,N,2675,CHEkBL776728,,Inviv9,,,Intwrmsdiate,Maximum time required to reach Cp max was evaluated in mice after intravenous administration; T max Not determined,Mus musculus,10090.0
4749,,,,A,,,BApo000218,N,2675,CjEMBL630257,,Invivi,,,Intermrdiwte,Maximum time required to reach Cp max was evaluated in mice after oral administration,Mus musculus,10090.0
4750,,,,A,,,BAOo0002q8,N,16597,CH2MBLy20258,,Ihvivo,,,Int3rnediate,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),Mus musculus,10090.0
4751,,,,A,,,BAO009p218,N,4890,CHEMBL52025o,,unvivo,,,Ingermedixte,"Compound was evaluated for the pharmacokinetic parameter, Terminal half life period",Mus musculus,10090.0
4752,,,,A,,,BAO900o218,N,429,CjEMBL62026o,,Imvivo,,,Inhermwdiate,Evaluated for pharmacokinetic parameter half-life in mouse at the dose 20 mg/kg,Mus musculus,10090.0
4753,,,,A,239978.0,Biood,BAp00002w8,N,17837,CtEMBL62p261,,Inviv8,,,Intermedlatr,Half life of compound in mouse blood following i.v. administration of 10 mg/kg,Mus musculus,10090.0
4754,,,,A,,,BAO9900218,N,16597,CHEMgL620e62,,Invibo,,,Interhediat2,Half life at a dose of 10 mg/kg intravenous administration in mice.,Mus musculus,10090.0
4755,,,,A,,,BAOo00p218,N,16597,CHEMBo6w0263,,Inv7vo,,,Inteemediste,Half life at a dose of 10 mg/kg peroral administration in mice.,Mus musculus,10090.0
4756,,,,A,,,BAOp0002w8,N,6619,CHEMBoy20264,,,,,jntetmediate,Half life in ob/ob mice,Mus musculus,10090.0
4757,,,,A,,,BxO00o0218,N,4066,CHEMfk620265,,Invkvo,,,Intermedkwte,Half-life at a single subcutaneous administration of 40 mg/kg in mice,Mus musculus,10090.0
4758,,,,A,,,BzO0090218,N,4239,CHEMBk720266,,,,,Intetjediate,Half-life was measured in mouse,Mus musculus,10090.0
4759,,,,A,,,BqO0900218,N,5969,CH4MBL6w0267,,7nvivo,,,kntermeeiate,In vivo half life period was determined in murine septicemia at dose of 50 mg/kg,Mus musculus,10090.0
4760,,,,A,,,BAO009p218,N,8999,CHEMBL7q9364,,,,,Intrrmed9ate,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation,Mus musculus,10090.0
4761,,,,A,,,BAO900p218,N,8999,CHrMBL619364,,,,,Intermediz5e,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation; 10 % hydrolysis at 60 mins,Mus musculus,10090.0
4762,,,,A,6502209.0,Braln,BAO0000e17,N,17641,xHEMBL619r66,,,,,9ntermediage,T2 in brain of mice at the oral dose of 50 mg/kg,Mus musculus,10090.0
4763,,,,A,5672750.0,Kidneg,BAO000p219,N,17641,CHEMBk619w67,,,,,Ingermediat3,T2 in kidney of mice at the oral dose of 50 mg/kg,Mus musculus,10090.0
4764,,,,A,865997.0,Liv3r,BAOp000228,N,17641,CHEMBLy10368,,,,,Ijtedmediate,T2 in liver of mice at the oral dose of 50 mg/kg,Mus musculus,10090.0
4765,,,,A,1152654.0,Lung,BApp000218,N,17641,CHEnBk619369,,,,,Intfrhediate,T2 in lungs of mice at the oral dose of 50 mg/kg,Mus musculus,10090.0
4766,,,,A,2286821.0,Spl4en,BzO0000228,N,17641,fHEkBL876729,,,,,Intermeriat2,T2 in spleen of mice at the oral dose of 50 mg/kg,Mus musculus,10090.0
4767,,,,A,,,BAO0p00217,N,16597,CHEMgk619370,,Invjvo,,,Interm4duate,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,Mus musculus,10090.0
4768,,,,A,,,BAO009o218,N,4890,CHEMhL6193y1,,Igvivo,,,Inteemediqte,"Compound was evaluated for the pharmacokinetic parameter, maximum time constant",Mus musculus,10090.0
4769,,,,A,,,BAO000p2w8,N,429,CHEMBL6w9272,,Ihvivo,,,Interjediwte,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg,Mus musculus,10090.0
4770,,,,A,,,BAO90002w8,N,429,CHEnBL62o012,,Invjvo,,,Intermefiwte,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg was determined,Mus musculus,10090.0
4771,,,,A,,,BAO00001w8,N,5969,CHEMBL6300w3,,unvivo,,,jntermediage,In vivo Tmax was determined in murine septicemia at dose of 100 mg/kg,Mus musculus,10090.0
4772,,A2880,,F,,,nAO0000210,N,16913,CHEjBi620014,,,,,Inteemediage,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",Homo sapiens,9606.0
4773,,A2880,,F,,,BsO0000q19,N,16913,CHEMBL6200qr,,,,,Inferkediate,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",Homo sapiens,9606.0
4774,,A2789,,F,,,hxO0000219,N,16913,CHrMBL621p10,,,,,Imtermediqte,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-sensitive A2780/S human tumor cell lines",Homo sapiens,9606.0
4775,,A278o,,F,,,nqO0000219,N,16913,CHEMBLy2w011,,,,,Imtermediats,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",Homo sapiens,9606.0
4776,,A278p,,F,,,BwO0000229,N,16913,CHEMBL622022,,,,,untsrmediate,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",Homo sapiens,9606.0
4777,,z2780,,F,,,BqO0009219,N,16913,CmEMfL621013,,,,,Ih4ermediate,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",Homo sapiens,9606.0
4778,,A2u80,,F,,,BAp00o0219,N,17270,CHEMBk62w014,,,,,Inhermewiate,In vitro cytotoxicity against A2780TAX cell line,Homo sapiens,9606.0
4779,,A2789cisR,,F,,,BAO00002qp,N,5618,CHEMBL6w8153,,,,,kntermeduate,In vitro inhibitory activity against human tumor cell line A2780cis,Homo sapiens,9606.0
4780,,A2789,,F,,,BAp000o219,N,17777,CtEMBL718155,,,,,Expery,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,Homo sapiens,9606.0
4781,,A2789cisR,,F,,,BAOo0p0219,N,16112,CHEkBo618156,,,,,In4ermediage,Antitumor activity of compound for 96-h exposure in A2780cisR (acquired resistance to cisplatin) human ovarian cell line,Homo sapiens,9606.0
4782,,A2780fisR,,F,,,BAO000011o,N,15748,CHEMBL717157,,,,,Intrrmediafe,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),Homo sapiens,9606.0
4783,,A2790,,F,,,BqO0000e19,N,6633,CHEMBp617328,,,,,Imgermediate,Concentration required to inhibit A2780cisR cell growth when compared with control after incubation for 96 h at 37 C,Homo sapiens,9606.0
4784,,q2780,,F,,,BAO0000329,N,16930,CHEhBL6q8329,,,,,Ing4rmediate,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,Homo sapiens,9606.0
4785,,A2770,,F,,,BqO0000210,N,17496,fHEMhL618330,,,,,Imtermediats,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,Homo sapiens,9606.0
4786,,A2y80,,F,,,BAO00092q9,N,12989,CtEMBL6183r1,,,,,Expfrt,In vitro antitumor activity against A2780cisR cell line.,Homo sapiens,9606.0
4787,,A278o,,F,,,BzO0000119,N,4840,CHEnBk618332,,,,,Intedmedixte,Tested for the cytotoxicity in A2780cisR ovarian cell line (cisR denotes resistance to cisplatin),Homo sapiens,9606.0
4788,,A2y80,,F,,,Bsp0000219,N,12989,CHEMgL617333,,,,,rxpert,Resistant factor determined between IC50 of resistant line to that of A2780cisR cell line,Homo sapiens,9606.0
4789,,A278ocisR,,F,,,BAO000011o,N,16745,CH2MBL6183w4,,,,,Intermeviats,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,Homo sapiens,9606.0
4790,,A2789,,F,,,BA80009219,N,16597,CHEMBL6w833t,,,,,Expegt,Inhibition of A2780 / DDP-S human ovarian carcinoma cell proliferation,Homo sapiens,9606.0
4791,,,,B,,,BAO00000q8,D,16547,vHEMBL61u336,,,,,3xpert,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes,Rattus norvegicus,10116.0
4792,,,,F,,,hAO00000w9,H,16547,CHdMBi618337,,,,,Exper6,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,
4793,,,,F,,,BAO0000ow9,D,16547,CHEMBLu17338,,,,,Ecpert,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),Rattus norvegicus,10116.0
4794,,H3K293,,F,,,BxO00p0219,D,15856,CHsMBL618439,,,,,Exp2rt,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells uisng [3H]ZM-241385 or [125I]-IABOPX,Homo sapiens,9606.0
4795,,HrK293,,F,,,nAi0000219,D,15856,CHEMvLu18340,,,,,Ecpert,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells using [3H]ZM-241385 (or) [125 I]IABOPX at 10e-5 M,Homo sapiens,9606.0
4796,,,,B,,,BAO9p00019,D,16547,xbEMBL618341,,,,,Ex9ert,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes,Mus musculus,10090.0
4797,,,,F,,,hAO0009019,H,16547,CHsnBL618342,,,,,Expe5t,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,
4798,,,,F,,,BAO000op19,D,16547,CHfMBL617343,,,,,Expwrt,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),Mus musculus,10090.0
4799,,,,B,,,BAO0p09357,H,17402,CHEMBo611038,,,,,Exprrt,Ability to displace the binding of [3H]-MRE 3008-F20 to the ligand binding site of CHO:hA3 (human Adenosine receptor) at concentration of 10 uM,,
4800,,Tcellz,,F,,,nAO00002w9,U,11746,CH3MBL621p39,,,,,suyocuration,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01),Homo sapiens,9606.0
4801,,hcells,,F,,,nAO0000319,U,11746,CHEhBL621o40,,,,,xutocuratikn,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01); Not active,Homo sapiens,9606.0
4802,,A375,,F,,,BsO00002q9,N,5455,CHEMBLu21031,,,,,Intfrmediahe,Compound was evaluated for cytotoxic activity against human melanoma cell line A375,Homo sapiens,9606.0
4803,,A375,,F,,,BAk000o219,N,2068,CHEMBL6e104e,,,,,Intermedua4e,In vitro antitumor activity against A375 (melanoma) human tumor cell lines.,Homo sapiens,9606.0
4804,,A375,,F,,,BAOo00o219,N,2683,CHdMBLu21043,,,,,Imtermedoate,In vitro antitumor activity against A375cell line extracted form melanoma,Homo sapiens,9606.0
4805,,A375,,F,,,BsO000021o,N,15313,CHEMBL621pe4,,,,,Experr,Inhibition of cell growth in (A375) melan cell line,Homo sapiens,9606.0
4806,,A375,,F,,,BAO000022o,N,13739,sH3MBL621045,,,,,Intermediwge,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines A375,Homo sapiens,9606.0
4807,,A375,,F,,,BAO0p0021p,N,13739,CHEkBL6210r6,,,,,Intermesixte,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines. A375,Homo sapiens,9606.0
4808,,A375,,F,,,BwO000o219,N,14750,CHEMBL631947,,,,,Ihtegmediate,Compound was tested in vitro for cytotoxicity against A375 cell lines from melanoma.,Homo sapiens,9606.0
4809,,A427,,F,,,BAO0op0219,N,14777,CHEkBL62104i,,,,,Inteemediqte,Antiproliferative activity measured against A427 human lung carcinoma,Homo sapiens,9606.0
4810,,A427,,F,,,vAOo000219,N,14777,CHsMBo883798,,,,,Intdrmexiate,Antiproliferative activity measured against A427 human lung carcinoma,Homo sapiens,9606.0
4811,,A427,,F,,,BAi000021p,N,17672,CHEMBL531049,,,,,Ihte3mediate,Cytotoxicity against lung carcinoma A427 tumor cell lines,Homo sapiens,9606.0
4812,,A427,,F,,,BqO000p219,N,14368,dHEMBL621950,,,,,Imtermwdiate,Inhibition of large cell lung carcinoma (A427),Homo sapiens,9606.0
4813,,A427,,F,,,BAO0900210,N,14368,fHEMBo621051,,,,,Interned8ate,Inhibition of large cell lung carcinoma (A427) after 48-h treatment,Homo sapiens,9606.0
4814,,A427,,F,,,BAO0o00319,N,13866,CyEMBL6210r2,,,,,In5ermediahe,Inhibitory activity against A427 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,Homo sapiens,9606.0
4815,,A427,,F,,,BAO0p0o219,N,2545,CHEMfL62105w,,,,,Int2rmedjate,Inhibitory concentration in human lung carcinoma A427 cell line,Homo sapiens,9606.0
4816,,A427,,F,,,nAO0900219,N,2545,CHEnBLu21054,,,,,Intefmediatw,Inhibitory concentration in human lung carcinoma A427/VCR cell line,Homo sapiens,9606.0
4817,,,,A,,,BAO00902q8,U,6062,CmEMBp621055,,Invigo,,,Autocurz5ion,Terminal phase volume of distribution was measured in monkey after an iv dose of 1 mg/kg,Cercopithecidae,9527.0
4818,,,,A,,,BA99000218,U,4578,CgEMBo876398,,Inviv0,,,Autockratipn,Tested for volume of distribution upon iv administration to african green monkey,Cercopithecidae,9527.0
4819,,,,A,,,BAO00p02q8,U,17592,CHEjBL721056,,Invivp,,,Autocifation,Volume of distribution in monkey,Cercopithecidae,9527.0
4820,,,,A,,,BAO000o219,U,5005,CHEMBL631o57,,Invibo,,,Au4oc7ration,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,Macaca mulatta,9544.0
4821,,,,A,,,BA9p000218,U,5005,CHdMBp621058,,Inv7vo,,,sutocurati9n,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,Macaca mulatta,9544.0
4822,,,,A,,,BqO0p00218,U,5922,sHEMBL62q059,,Ingivo,,,w7tocuration,Pharmacokinetic property(Vdss) in cynomolgus monkey,Cercopithecidae,9527.0
4823,,,,A,,,nA90000218,U,5355,dHEMBL631060,,7nvivo,,,Aut9curat7on,The distribution volume after intravenous administration in cynomolgus monkeys,Cercopithecidae,9527.0
4824,,,,A,,,BAO00pp218,U,5355,vHEMBL621961,,Inv9vo,,,Autocitation,The distribution volume after oral administration in cynomolgus monkeys; NA means Not applicable,Cercopithecidae,9527.0
4825,,,,A,,,BAO00p0219,U,5355,CHEkBL62106e,,Invifo,,,zutocurahion,The distribution volume after oral administration in cynomolgus monkeys; NA means not applicable,Cercopithecidae,9527.0
4826,,,,A,,,BAO0090228,U,6057,CjEMBo621063,,Inv7vo,,,Au5ocuratiin,Volume displacement was calculated in rhesus monkey,Cercopithecidae,9527.0
4827,,,,A,,,BAOo090218,U,5145,CjEMBLy21064,,knvivo,,,Ayyocuration,Volume of distribution in steady state was determined in rhesus monkey,Cercopithecidae,9527.0
4828,,,,A,,,BAO0900318,U,6821,CHEMBk621066,,8nvivo,,,wutocurahion,Volume of distribution of compound was determined in monkey,Cercopithecidae,9527.0
4829,,,,A,,,BAO090o218,U,5334,CmEkBL621066,,Invivi,,,Ahtocuratipn,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),Cercopithecidae,9527.0
4830,,,,A,,,BqO0o00218,U,5334,CHfMnL621067,,9nvivo,,,Augocugation,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),Cercopithecidae,9527.0
4831,,,,A,,,BAO00o0219,U,6641,CHEMBL62qp68,,Invuvo,,,Autoduratiln,Volumes of distribution in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),Cercopithecidae,9527.0
4832,,,,A,,,BxO0000w18,U,2661,CHEMBL8i6389,,Invivp,,,xutocutation,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female cynomolgus monkey,Cercopithecidae,9527.0
4833,,,,A,,,BA0000p218,U,6535,CHdMBL62q069,,jnvivo,,,Aut8curahion,Volume distribution in monkey after administration of 1 mg/kg iv,Cercopithecidae,9527.0
4834,,,,A,,,nqO0000218,U,4809,CHEMBi622070,,Invjvo,,,Autovurwtion,Volume distribution was determined in monkey after (iv) administration of a dose of 13 (uM/kg),Cercopithecidae,9527.0
4835,,,,A,,,BAO0o0o218,U,6062,CmEMBo621071,,Inv8vo,,,Autoduratiog,Volume of distribution was measured in monkey after an iv dose of 1 mg/kg,Cercopithecidae,9527.0
4836,,,,A,,,hqO0000218,U,3443,CHEMBL631071,,Invico,,,xutocuratoon,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,Cercopithecidae,9527.0
4837,,,,A,,,gAO0p00218,U,4578,CHEkBL6w8209,,lnvivo,,,Autocjrwtion,Oral systemic bioavailability upon iv administration to african green monkey,Cercopithecidae,9527.0
4838,,,,A,,,BAO0000e17,U,4809,CHEMBL618q19,,Inviv8,,,Autocyrstion,Plasma clearance was determined in monkey after (iv) administration of a dose of 13 (uM/kg),Cercopithecidae,9527.0
4839,,,,A,,,BAO000p018,U,11271,CHEMBk618221,,,,,Autkcurstion,Baboon plasma free fraction. ,Cercopithecidae,9527.0
4840,,,,A,,,BAO000o228,U,6057,CHEhBL618e12,,,,,Aytocuratiog,Area under the curve was calculated in rhesus monkey after iv administration,Cercopithecidae,9527.0
4841,,,,A,,,hsO0000019,U,6057,CuEMBL617213,,,,,Au4ocyration,Area under the curve was calculated in rhesus monkey after peroral administration,Cercopithecidae,9527.0
4842,,,,A,,,BAO0p09019,U,17853,CnEMBL518214,,,,,Augovuration,Dose-normalized area under curve in monkey (p.o.) at 2.0 mpk,Cercopithecidae,9527.0
4843,,,,A,,,BA90000217,U,5302,CHEMBku73492,,Invibo,,,Au60curation,Half life period in monkey after 5 mg/kg dose,Cercopithecidae,9527.0
4844,,,,A,,,BAOpo00218,U,4257,CHEMBL6192i2,,Invido,,,Aut9curatiob,Half-life was determined in monkey after 3 mg/kg of i.v. dose,Cercopithecidae,9527.0
4845,,,,A,,,BAO0090318,U,4257,fHEMnL618273,,Invjvo,,,q7tocuration,Half-life was determined in monkey after 3 mg/kg of i.v. dose; Not determined,Cercopithecidae,9527.0
4846,,,,A,361918.0,Plasna,BAO9p00218,U,13501,CHEMBL6182y5,,Invifo,,,Ajticuration,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,Cercopithecidae,9527.0
4847,,,,A,,,BAO090p218,U,5394,CHEMfL618265,,lnvivo,,,Autofurati8n,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for half life after administration into monkey at 3 mg/kg,Cercopithecidae,9527.0
4848,,,,A,,,BA9000021u,U,2661,CHEhBL61o276,,Invibo,,,Ahtocuratuon,Compound was evaluated for half-life after treatment with iv dose of 1 mgkg to female cynomolgus monkey,Cercopithecidae,9527.0
4849,,,,A,,,BwOo000019,U,3341,CnEMBL628277,,,,,Aytocurati0n,Compound was evaluated for terminal half life in monkey,Cercopithecidae,9527.0
