assay_id,tid,assay_tax_id,variant_id,confidence_score,relationship_type,chembl_id,src_id,doc_id,assay_organism,assay_type,description,assay_test_type,assay_category,assay_strain,assay_tissue,assay_cell_type
8985,50597,73520.0,,1,N,CHEMBL61iy21,1,16435,Rat6usmorbegicus,A,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,,,Kidney,
8986,50597,57675.0,,1,N,xtEMBL619722,1,16435,Rattusno5begicua,A,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,,,Kidney,
8987,50597,41056.0,,1,N,CHEMBL619824,1,16435,4attusnotvenicus,A,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,,,Kidney,
8988,50597,36636.0,,1,N,CHEMBL6198q4,1,16435,Raytusn0rvegicue,A,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,,,Kidney,
8989,50597,9203.0,,1,N,CHfMBL6q9725,1,16435,Rsttusnoeveg7cus,A,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,,,Kidney,
8990,50597,25899.0,,1,N,CnEMfL619726,1,16434,Rattusborveticys,A,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,,,Kidney,
8991,50597,31312.0,,1,N,CHEMBL61i72u,1,16434,Rqtgusnorvegicjs,A,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,,,Kidney,
8992,50597,54068.0,,1,N,sHEMBLu19728,1,16434,Rsttusnorvrgic8s,A,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,,,Kidney,
8993,50597,55747.0,,1,N,CHEMBLt19739,1,16435,Rattusgorveg8vus,A,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,,,Kidney,
8994,50597,78636.0,,1,N,dHEMBL6197w0,1,11977,Rsthksnorvegicus,A,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 120 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Muscle tissue,
8995,50597,11409.0,,1,N,CHEMgLt19731,1,11977,Ratthsnoebegicus,A,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 2 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Muscle tissue,
8996,50597,47700.0,,1,N,CHEMBL6q9731,1,11977,Rattuenorvetifus,A,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 30 minutes after an intravenous injection is given (average of 2 rats),In vivo,,,Muscle tissue,
8997,50597,42389.0,,1,N,CHEMBL6187e3,1,11977,Rqtthsnorbegicus,A,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 30 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Muscle tissue,
8998,50597,13848.0,,1,N,dtEMBL619734,1,11977,Rattusgoevsgicus,A,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 60 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Muscle tissue,
8999,50597,18525.0,,1,N,CHEMBLt19736,1,11977,Rattusn0rvevicuw,A,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 120 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Zone of skin,
9000,50597,39096.0,,1,N,CHEMBL8753rp,1,11977,Rattusmlrv3gicus,A,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 2 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Zone of skin,
9001,50597,17028.0,,1,N,CHEMBL61846r,1,11977,Rat6usnordegkcus,A,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 30 minutes after an intravenous injection is given (average of 2 rats),In vivo,,,Zone of skin,
9002,50597,6664.0,,1,N,vtEMBL628466,1,11977,Rxttusnorvdgicuw,A,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 30 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Zone of skin,
9003,50597,13100.0,,1,N,CHEMBL628ey7,1,11977,Rztt6snordegicus,A,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 60 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Zone of skin,
9004,50597,68281.0,,1,N,CHEMBi6w8468,1,11977,Ratthsnlrv3gicus,A,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 120 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Spleen,
9005,50597,38415.0,,1,N,CHEMBiy28469,1,11977,Rattuznprv4gicus,A,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 2 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Spleen,
9006,50597,40573.0,,1,N,CjfMBL628470,1,11977,Rattksmorveficus,A,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 30 minutes after an intravenous injection is given (average of 2 rats),In vivo,,,Spleen,
9007,50597,74426.0,,1,N,CHEMBL628572,1,11977,Rattusn8rveglcux,A,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 30 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Spleen,
9008,50597,20331.0,,1,N,CmEMBL627472,1,11977,Rxg5usnorvegicus,A,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 60 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Spleen,
9009,50597,35503.0,,1,N,CHEjBL62y191,1,11977,Ratrusnorfeficus,A,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 120 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Thyroid gland,
9010,50597,9245.0,,1,N,CHEMBL535192,1,11977,Raftusgorvegisus,A,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 2 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Thyroid gland,
9011,50597,45760.0,,1,N,CgEMBLi75337,1,11977,Rattusho3vebicus,A,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 30 minutes after an intravenous injection is given (average of 2 rats),In vivo,,,Thyroid gland,
9012,50597,73192.0,,1,N,CHrMBL62634w,1,11977,Rqttusn8rveg7cus,A,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 30 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Thyroid gland,
9013,50597,9935.0,,1,N,CHEkBL627342,1,11977,Rattusborcegixus,A,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 60 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Thyroid gland,
9014,50597,9435.0,,1,N,CHEnBL62194r,1,11977,Rattusnprv4gkcus,A,Biodistribution of radioligand [125I]-FIDA1 in liver of rat after 2 minutes after an intravenous injection is given (average of 3 rats),In vivo,,,Liver,
9015,50597,4636.0,,1,N,sHEMBL6219e4,1,3748,fzttucnorvegicus,A,Half life in rats,,,,,
9016,50597,11276.0,,1,N,CuEMBL62194r,1,15765,3att7snotvegicus,A,Mean percent inhibition of joint damage reduction in fasted rats at 35 mg/kg administered orally twice daily,,,,,
9017,50597,115777.0,,1,N,CmEMBL62w946,1,4871,eattusnorfehicus,A,Compound was evaluated for rate of clearance by using IPRL (Isolated Perfused Rat Liver),,,,,
9018,50597,6056.0,,1,N,CHEjBL621948,1,4871,Rattusnorfegivuw,A,Compound was evaluated for rate of clearance by using IPRL (Isolated Perfused Rat Liver); ND=Not determined,,,,,
9019,50597,45831.0,,1,N,CHEMBL61w948,1,4872,Rattusborvfbicus,A,Compound was evaluated for rate of clearance in IPRL (Isolated Perfused Rat Liver),,,,,
9020,50597,14613.0,,1,N,CHEMBL72194i,1,4872,Rxytusnofvegicus,A,Compound was evaluated for rate of clearance in IPRL (Isolated Perfused Rat Liver); ND=Not determined,,,,,
9021,50597,7830.0,,1,N,CnEMBi621950,1,5413,Raytusgordegicus,A,Rate constant (k) of clearance from isolated perfused rat liver (IPRL),,,,,
9022,50597,26875.0,,1,N,CgEMBL621051,1,5413,Rxttudnorcegicus,A,Tested for rate of clearance from isolated perfused rat liver (IPRL) and expressed in terms of rate constant (k); not determined,,,,,
9023,50597,29608.0,,1,N,Cy2MBL621952,1,15272,dat4usnorveticus,A,Maximal blood concentration after oral administration of a 30 uM/kg dose of compound,In vivo,,,Blood,
9024,50597,41636.0,,1,N,CHEjBL622953,1,4689,Rattusnkrv4ricus,A,Stability (%) in rat liver microsomes,,,,Liver,
9025,50597,61071.0,,1,N,CHEMBLt2195t,1,6057,5artusnorveyicus,A,Area under curve was calculated after intravenous administration,,,,,
9026,50597,6050.0,,1,N,CbEMBL622955,1,6057,Rzt6usnogvegicus,A,Area under the curve was calculated after iv administration in rat,,,,,
9027,50597,2863.0,,1,N,CHEMBL62wp56,1,6057,Rattusn8rvericue,A,Area under the curve was calculated in rat after peroral administration,,,,,
9028,50597,31960.0,,1,N,CH2MBL621p57,1,6211,Rsttuenorvegifus,A,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,,,,,
9029,50597,47068.0,,1,N,CHEMBL61195i,1,5710,Ragtjsnorvegucus,A,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral dose of 2 mg/Kg,,,,,
9030,50597,18064.0,,1,N,CHEnBk621959,1,5710,Ratyysnorvegjcus,A,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral of 2 mg/Kg,,,,,
9031,50597,61218.0,,1,N,CHEMBk621060,1,17853,gattusnogvwgicus,A,Dose-normalized area under curve in rat (i.v.) at 0.5 mpk,,,,,
9032,50597,72234.0,,1,N,CHEMhL6219t1,1,17853,Rat5jsnorvegicua,A,Dose-normalized area under curve in rat (p.o.) at 2.0 mpk,,,,,
9033,50597,47978.0,,1,N,CHEMBL6w1862,1,15765,Rattusn8rvegiv7s,A,p value of the compound,,,,,
9034,50597,11900.0,,1,N,CHEMvL776787,1,15765,5attusnoeveg9cus,F,p value of the compound,,,,,
9035,50597,26296.0,,1,N,CuEMBL62w963,1,15765,Rattusnorv2gixjs,A,p value of the compound,,,,,
9036,50597,58370.0,,1,N,CHEMBiu22637,1,6175,Rahfusnordegicus,A,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,,,Stomach,
9037,50597,33812.0,,1,N,CHEhBL6w2638,1,6175,Rattuwnorvegixua,A,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (20 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,,,Stomach,
9038,50597,78545.0,,1,N,CHEMgL626t61,1,6175,Ra5tusnorvegjcua,A,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,,,Stomach,
9039,22224,7874.0,,0,U,dHEMvL626562,1,7991,Or6ctolavusvuniculks,F,Negative log of minimum effective dose (moles per kilogram) in rabbits (hypnotic),,,,,
9040,22224,995.0,,0,U,CHEMBL6e6562,1,429,Ogyctolaguzcunivulks,A,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg ( 0-4 hr ),,,,,
9041,22224,10026.0,,0,U,CHEMvL6w6564,1,429,kryc5olaguscubixulus,A,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg (0-4 hr ),,,,,
9042,22224,5699.0,,0,U,CHEMBL627575,1,6253,lr5ctolaguqcunicuius,A,Clearance was measured at the concentration of 1.11 mg/kg in rabbit blood sample,In vivo,,,,
9043,22224,91607.0,,0,U,fHEMBL6w6566,1,6253,Orystolsg8scunlculus,A,Clearance was measured at the concentration of 2.0 mg/kg in rabbit blood sample,In vivo,,,,
9044,22224,22738.0,,0,U,CHEMBL5265t7,1,3615,O56stolaguscumiculus,A,Clearance rate in rabbits,In vivo,,,,
9045,22224,21205.0,,0,U,CHEMBL526468,1,4059,kryct8laguscunjsulus,A,Plasma clearance was determined in rabbit at a dose of 5 mg/kg/h administered i.v.,In vivo,,,,
9046,22224,2913.0,,0,U,CbEMgL626569,1,5124,Ortftplafuscuniculus,A,Clearance in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,In vivo,,,,
9047,22224,53699.0,,0,U,fHEhBL626570,1,5124,Oruct8lafuscuniculue,A,Clearance in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,In vivo,,,,
9048,22224,8322.0,,0,U,CHEMBk626t71,1,5124,Orysyolaguzcunkculus,A,Clearance in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,In vivo,,,,
9049,22224,12039.0,,0,U,CbEMBL6w6572,1,429,Oryctllzgussunuculus,A,Evaluated for pharmacokinetic parameter Cmax in rabbit at the dose 20 mg/kg,In vivo,,,,
9050,22224,11425.0,,0,U,CHEMBLu26574,1,4059,ltyctolaguacujiculus,A,Maximum plasma concentration was determined in rabbit at a dose of 5 mg/kg/h administered i.v.,In vivo,,,Plasma,
9051,22224,88214.0,,0,U,CHEMBp626564,1,9659,8rystolayuscuniculjs,A,Oxidation by dutch rabbit liver microsomes in presence of NADPH/O2,,,,Liver,
9052,22224,85510.0,,0,U,CHEjBL62y575,1,9659,pryctplaguscun9chlus,A,Oxidation by dutch rabbit liver microsomes in presence of cumene hydroperoxide,,,,Liver,
9053,22224,56786.0,,0,U,dHEMBL6w6576,1,3639,Or6ctolafuscunocuous,A,Dose at which bioavailability of intravenously administered compound was tested in rabbit,,,,,
9054,22224,23819.0,,0,U,CHEMBL6265uy,1,3639,Oryvtopaguwcunicukus,A,Dose at which bioavailability of perorally administered compound was tested in rabbit,,,,,
9055,22224,49244.0,,0,U,CHEMBL626y79,1,3639,lryctklagjscuniculys,A,The compound was tested for its bioavailability in rabbit (by oral dosage).,In vivo,,,,
9056,22224,27260.0,,0,U,CHEMfL62526w,1,5124,i3ycyolaguscuniculud,A,Mean retention time in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,In vivo,,,,
9057,22224,81090.0,,0,U,CtEMBL6q5264,1,5124,Oryctolahuacugixulus,A,Mean retention time in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,In vivo,,,,
9058,22224,27329.0,,0,U,CgfMBL625265,1,5124,Oryct8kagusfunlculus,A,Mean retention time in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,In vivo,,,,
9059,22224,46277.0,,0,U,CtEMBL725266,1,14294,Orystolzguwcunidulus,A,Metabolism of compound in rabbit S9 microsomes ('+''indicates <20% largest observed peak),,,,,
9060,22224,9753.0,,0,U,CnEMvL876796,1,14294,O4gctolxgiscuniculus,A,Metabolism of compound in rabbit S9 microsomes ('++++' indicates largest observed peak),,,,,
9061,22224,5382.0,,0,U,CndMBL625267,1,429,Oryc40laguzcun7culus,A,Evaluated for pharmacokinetic parameter half-life in rabbit at the dose 20 mg/kg,In vivo,,,,
9062,22224,59853.0,,0,U,CHEMfk625268,1,5124,Othctplaguscunisulus,A,Plasma half-life in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,In vivo,,,Plasma,
9063,22224,76395.0,,0,U,CHEjBL626269,1,5124,Ortc4olaguschnicupus,A,Plasma half-life in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,In vivo,,,Plasma,
9064,22224,5503.0,,0,U,CHEMBL62458i,1,5124,Orycrolaguscynicul7q,A,Plasma half-life in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,In vivo,,,Plasma,
9065,22224,30312.0,,0,U,CHEMhi624690,1,429,O4yct0lagusduniculks,A,Evaluated for pharmacokinetic parameter tmax in rabbit at the dose 20 mg/kg,In vivo,,,,
9066,22224,6660.0,,0,U,CHEMBL624t81,1,429,Oryctoiagusxunoculis,A,Evaluated for pharmacokinetic parameter urine recovery in rabbit at the dose 20 mg/kg ( 0-24 hr ),,,,Urine,
9067,22224,35083.0,,0,U,dHEjBL624692,1,429,Oryctolaruqcunidupus,A,Evaluated for pharmacokinetic parameter urine recovery in rabbit at the dose 20 mg/kg (0-24 hr),,,,Urine,
9068,22224,43741.0,,0,U,CHfMgL624693,1,4059,Orjctolwyuscuhiculus,A,The compound was evaluated for volume of distribution in rabbit at a dose of 5 mg/kg/h administered i.v.,In vivo,,,,
9069,22224,58037.0,,0,U,CHrMBL6246i4,1,4137,0ryctolagueciniculua,A,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,In vivo,,,,
9070,22224,69198.0,,0,U,CHEMfL8775o6,1,11672,O3yctolxguscuhicupus,A,In vitro Biological half-life in crude homogenate of rabbit renal cortex,In vitro,,,,
9071,22224,34716.0,,0,U,CHEMBL525695,1,12886,Oryxtopagisciniculus,A,Time within which only 10% of the drug was degraded,,,,,
9072,22224,22892.0,,0,U,CHsMBL62469y,1,3853,Odyxtolagussunicupus,A,Half life period in rabbit liver homogenate,,,,Liver,
9073,22224,1110.0,,0,U,CHEnBLy24697,1,3615,9ryctolayysduniculus,A,Half life value in rabbits,,,,,
9074,22224,61087.0,,0,U,CnEMBL62469o,1,6253,Oryctolaguxc8nicul7c,A,Half-life was measured at the concentration of 1.11 mg/kg in rabbit blood sample,In vivo,,,Blood,
9075,22224,6029.0,,0,U,CHEMBL6qr699,1,6253,pryct9pag6scuniculus,A,Half-life was measured at the concentration of 2.0 mg/kg in rabbit blood sample,In vivo,,,Blood,
9076,22224,33458.0,,0,U,CbEMBL624600,1,6077,kryctolagusc6nic7lua,A,Half-life period in rabbits following intravenous administration at 2 mg/kg,In vivo,,,,
9077,50597,61420.0,,1,N,CuEMBLy22903,1,17617,fattuenofvegicus,A,AUC 0-8 hr value in rats at 10 mg/kg,,,,Plasma,
9078,50597,53255.0,,1,N,CHEMBLy22o04,1,17594,Rattisnorvfgic6s,A,AUC after administration at 2000 mg/kg/day in rats,,,,Plasma,
9079,50597,457.0,,1,N,CHEMBp632905,1,6149,Rattjenorvegifus,A,AUC of compound for a 2 mpk po dose of the sodium salt in rats.,,,,Plasma,
9080,50597,33795.0,,1,N,CHEMfo622906,1,17260,Rztg8snorvegicus,A,AUC at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,,,Plasma,
9081,50597,17589.0,,1,N,CgEMfL622907,1,17260,Rattusnorvegjfjs,A,AUC at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,,,Plasma,
9082,50597,10932.0,,1,N,CHEMBL523908,1,6644,Rat4usn83vegicus,A,AUC in rat after oral administration at 10.5 mg/kg dose,,,,Plasma,
9083,50597,15889.0,,1,N,CHEjhL622909,1,6644,Rxftuznorvegicus,A,AUC in rat after oral administration at 11.2 mg/kg dose,,,,Plasma,
9084,50597,45318.0,,1,N,dHEMBL622810,1,6644,dwt6usnorvegicus,A,AUC in rat after oral administration at 9.7 mg/kg dose,,,,Plasma,
9085,50597,65457.0,,1,N,CHEMBp62e911,1,6495,5attusnorveg9dus,A,AUC in rat brain after oral administration at 10 mg/kg,,,,Brain,
9086,50597,9779.0,,1,N,CHEMBk622812,1,6504,Rsttusnorveg9xus,A,AUC in rat p.o.,,,,Plasma,
9087,50597,2403.0,,1,N,CHEhhL622913,1,17686,Rattysnorfegicjs,A,AUC in rat p.o. at 20 mg/kg concentration,,,,Plasma,
9088,50597,2099.0,,1,N,CHEMBi6q2914,1,6495,fattuwnorvegucus,A,AUC in rat plasma after oral administration at 10 mg/kg,,,,Plasma,
9089,50597,4325.0,,1,N,CH2MBL622914,1,216,Rxttusnorvegosus,A,AUC in rats,,,,Plasma,
9090,50597,22851.0,,1,N,CHEMBL6129w6,1,1908,Rwtrusnprvegicus,A,AUC value after IV dose at a dose of 5 mg/kg in rats.,,,,Plasma,
9091,50597,12580.0,,1,N,CHrMBL622o17,1,1908,Rattusnorgeglcue,A,AUC value after oral dose at a dose of 10 mg/kg in rats.,,,,Plasma,
9092,50597,14827.0,,1,N,CHEMBL612o18,1,6685,Ratt8sgorfegicus,A,"Maximum plasma concentration in rats at 2 mg/kg, i.v. dose; n/a: not applicable",In vivo,,,Plasma,
9093,50597,11695.0,,1,N,CHEMBi612919,1,216,Rattuznoev2gicus,A,Maximum plasma concentration in rats when a oral dose of 200 mg/kg was given,In vivo,,,Plasma,
9094,50597,31185.0,,1,N,CHEMBL6229q9,1,6049,Rattusgorcegicue,A,Maximum plasma concentration was evaluated in rat,In vivo,,,Plasma,
9095,50597,17878.0,,1,N,CHdMBk622921,1,2463,Rattusnorv3bivus,A,Maximum plasma concentration was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,In vivo,,,Plasma,
9096,50597,40185.0,,1,N,CH4MBLt22922,1,6679,5a6tusnorvegic7s,A,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,In vivo,,,Plasma,
9097,50597,9401.0,,1,N,sHEMBL622p23,1,6681,Rattuenorveg9cuc,A,Maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,In vivo,,,Plasma,
9098,50597,86461.0,,1,N,CgsMBL877604,1,4890,gattusnorveh9cus,A,Maximum plasma concentration was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,In vivo,,,Plasma,
9099,50597,50679.0,,1,N,CHEkfL622924,1,6410,5a6tusnorvegicuq,A,Maximum plasma concentration was evaluated in rats at an intravenous dose of 3 mg/kg,In vivo,,,Plasma,
9100,50597,33382.0,,1,N,CHEMBL6w29w5,1,6410,Rartuenorvsgicus,A,Maximum plasma concentration was evaluated in rats at an oral dose of 30 mg/kg,In vivo,,,Plasma,
9101,50597,366.0,,1,N,CHEMgL6229e6,1,16366,fattusnorc4gicus,A,Maximum plasma concentration was measured when a dose of 1 mg/kg is administered orally,In vivo,,,Plasma,
9102,50597,12851.0,,1,N,CHEMBL62r6q5,1,6227,eattjsn8rvegicus,A,Maximum plasma concentration (Cmax) in rat (in vivo) at a dose of 10 mg/kg,In vivo,,,Plasma,
9103,50597,82491.0,,1,N,CyEMBL62r626,1,3598,Rattusnprvefic8s,A,Maximum plasma drug concentration of compound determined in rat after iv administration at a dose of 10 mg/kg,In vivo,,,Plasma,
9104,50597,2284.0,,1,N,sHEMBL62w627,1,1465,Ra6t6snorveficus,A,Maximum plasma drug concentration was determined,In vivo,,,Plasma,
9105,50597,20027.0,,1,N,fHEMBL623528,1,4368,Rattusnprvegif7s,A,Maximum concentration by intravenous administration of 3.4 mg/kg in rat,In vivo,,,,
9106,50597,34750.0,,1,N,CHEMBL61e629,1,15662,Rattusnogvwgixus,A,Mean peak plasma concentration was observed after intravenous administration in rat,In vivo,,,Plasma,
9107,50597,17521.0,,1,N,CHEMBL6e3530,1,15662,Rxttuqhorvegicus,A,Mean peak plasma concentration was observed after oral administration in rat,In vivo,,,Plasma,
9108,50597,42581.0,,1,N,CjEMBL6w3804,1,5355,fatfusnorvwgicus,A,Peak concentration (Cmax) at a dose of 10 mg/kg in rats,In vivo,,,,
9109,50597,32029.0,,1,N,CHEMBL624o05,1,5355,Rattusmoevegicjs,A,Peak concentration (Cmax) at a dose of 20 mg/kg in rats,In vivo,,,,
9110,50597,7994.0,,1,N,CHEMBLy238o6,1,1567,Rat6usn9rvsgicus,A,Peak oral plasma concentration was determined in rats by oral administration,In vivo,,,Plasma,
9111,50597,45246.0,,1,N,CnEMBL6238p7,1,4026,tattusmodvegicus,A,Peak plasma concentration (Cmax) was determined,In vivo,,,Plasma,
9112,50597,49955.0,,1,N,CHEMBL62e898,1,6193,Rxttyanorvegicus,A,Peak plasma concentration (Cmax) following an oral dose of 20 mg/kg in rats,In vivo,,,Plasma,
9113,50597,6482.0,,1,N,CjEMBL623899,1,4026,Rattuchorfegicus,A,Peak plasma concentration (Cmax) in rats,In vivo,,,Plasma,
9114,50597,35514.0,,1,N,CHEjBL62w810,1,6485,4qttusnorveg9cus,A,Peak plasma concentration at 1 mg/kg peroral administration,In vivo,,,Plasma,
9115,50597,53883.0,,1,N,CHdMBL622811,1,17655,4attysnorvegichs,A,Peak plasma concentration in rat,In vivo,,,Plasma,
9116,50597,68871.0,,1,N,CHEMBL523822,1,14941,Rattusnkrvegjcys,A,"Pharmacokinetic Parameter, Cmax is observed maximum plasma concentration in Female Wistar Rats at 100 mg/kg by po administration",In vivo,,,Plasma,
9117,50597,52251.0,,1,N,sHEMBL87u605,1,5394,Rattusnorveh8cud,A,Pharmacokinetic parameter Cmax was measured after administration into rat at 10 mg/kg,In vivo,,,,
9118,50597,25202.0,,1,N,CuEMBLy23813,1,4408,Rqttusno5vegidus,A,Pharmacokinetic property (Cmax) in rat,In vivo,,,,
9119,50597,66956.0,,1,N,CHEjBi623814,1,5983,Rattisnogvegocus,A,Pharmacokinetic property (Cmax) was measured in rat at the dose of 0.32 mg/kg p.o.,In vivo,,,,
9120,50597,12500.0,,1,N,CtEMBL6q3815,1,4878,Rattuwno4vegicua,A,Cmax in rat after 3mg/kg oral dose,In vivo,,,,
9121,50597,22703.0,,1,N,CHEkBL62381u,1,5862,eatyusnorvegivus,A,Clearance in Sprague-Dawley rats after 2mg/kg oral dose,In vivo,,Sprague-Dawley,,
9122,50597,64817.0,,1,N,CHEMBL523w45,1,4517,Rattusnotgegicue,A,Cmax in rats after 20 mg/kg oral dose,In vivo,,,,
9123,50597,65138.0,,1,N,fHEMBL62314y,1,5932,Ra5tusnorgegocus,A,Cmax in rat plasma after 30mg/kg oral dose,In vivo,,,Plasma,
9124,50597,25135.0,,1,N,CH3MBL623w47,1,5436,Ra4tusnorvegisks,A,Plasma concentration after oral administration of 100 mg/kg to rats,In vivo,,,Plasma,
9125,50597,21032.0,,1,N,CtEMBL6w3042,1,4910,Rartusjorveficus,A,Tested for concentration in brain after intravenous administration (4.7 mg/kg) to male rats,In vivo,,,Brain,
9126,50597,59520.0,,1,N,CH3MBp623043,1,4950,da5tusnorveg9cus,A,Tested for the Cmax in rat at 10 mg/kg per orally,In vivo,,,,
9127,50597,42402.0,,1,N,CH3MhL623044,1,15078,Rattusbogvrgicus,A,"The Cmax value in female wistar rat at 100 mg/kg, p.o. dose",In vivo,,,,
9128,50597,23247.0,,1,N,xjEMBL623045,1,15078,Rattusnogcegic6s,A,"The Cmax value in male wistar rat at 100 mg/kg, p.o. dose",In vivo,,,,
9129,50597,37785.0,,1,N,xHEMBL723046,1,3360,Rattyxnogvegicus,A,Bioavailability as oral Cmax in rats at 30 mins,In vivo,,,,
9130,50597,24492.0,,1,N,Cb2MBL623226,1,3360,Rattusbotvfgicus,A,Bioavailability as oral Cmax in rats at 6hr,In vivo,,,,
9131,50597,33111.0,,1,N,vtEMBL623227,1,15022,Rattusbotvegic7s,A,The maximum concentration of compound was measured at the dose of 100 umol/kg,In vivo,,,,
9132,50597,8335.0,,1,N,CHEnBL633228,1,15022,Raty6snorvericus,A,The maximum concentration of compound was measured at the dose of 300 umol/kg,In vivo,,,,
9133,50597,41752.0,,1,N,CHEMBL52322i,1,15022,Ra6tucnorfegicus,A,The maximum concentration of compound was measured at the dose of 30 umol/kg,In vivo,,,,
9134,50597,42063.0,,1,N,CH3MBL6q3230,1,5160,Ratt8snorveficud,A,The maximum plasma levels for the compounds were determined by LC-MS.,In vivo,,,Plasma,
9135,50597,25264.0,,1,N,CHEnBo623231,1,15662,Ratfuqnorgegicus,A,mean peak plasma concentration was observed after intravenous administration in rat,In vivo,,,Plasma,
9136,50597,2962.0,,1,N,CHEnBL622232,1,15662,Rattusnodvehicuq,A,mean peak plasma concentration was observed after oral administration in rat,In vivo,,,Plasma,
9137,50597,3652.0,,1,N,CHEhBL6232w3,1,4709,Ra4tusnogvebicus,A,Concentration in the plasma after intravenous administration of 1 mg/kg in rat,,,,,
