pagamento_id,cliente_id,personale_id,noleggio_id,ammontare,data_pagamento
10321,381,2,6778,2.99,2005-07-12 16:06:00
14986,559,1,13845,5.99,2005-08-20 14:31:21
10700,395,2,3684,0.99,2005-07-06 09:29:22
6462,239,1,9863,5.99,2005-07-31 13:05:29
9738,360,1,12839,6.99,2005-08-19 01:53:43
12569,466,2,8276,0.99,2005-07-29 01:38:43
15235,569,1,1463,6.99,2005-06-15 20:37:51
6233,231,2,9711,2.99,2005-07-31 08:06:41
11146,411,2,14996,2.99,2005-08-22 07:52:41
6681,247,2,3955,2.99,2005-07-06 21:58:08
5830,214,2,15639,2.99,2005-08-23 08:03:25
7206,266,1,14877,0.99,2005-08-22 03:39:56
14008,520,1,12517,4.99,2005-08-18 13:40:20
3160,117,1,12143,2.99,2005-08-18 00:06:26
10456,386,2,6261,2.99,2005-07-11 15:28:34
14128,525,2,9507,5.99,2005-07-31 00:22:29
2394,88,2,3673,5.99,2005-07-06 09:02:09
3686,137,2,3589,4.99,2005-07-06 04:30:18
15426,576,2,1742,2.99,2005-06-16 16:37:48
13376,496,1,13182,2.99,2006-02-14 15:16:03
10165,375,1,10640,0.99,2005-08-01 15:44:51
13984,519,2,12924,2.99,2005-08-19 04:51:47
15226,568,1,13883,4.99,2005-08-20 15:28:53
13759,511,2,1281,2.99,2005-06-15 08:21:39
8996,333,2,6931,4.99,2005-07-26 23:02:57
10538,389,1,6600,3.99,2005-07-12 07:41:48
8786,325,2,6135,4.99,2005-07-11 08:32:23
1572,57,1,3727,4.99,2005-07-06 11:16:43
7018,260,1,2178,0.99,2005-06-18 00:38:35
4002,147,2,13670,3.99,2005-08-20 08:27:01
1559,56,2,13560,8.99,2005-08-20 04:17:16
2798,103,2,15679,0.99,2005-08-23 09:27:29
40,2,2,8230,5.99,2005-07-29 00:12:59
12363,458,2,6250,3.99,2005-07-11 15:02:04
3219,119,2,15171,6.99,2005-08-22 15:23:59
2461,90,2,12019,0.99,2005-08-17 19:48:55
6801,252,1,8636,5.99,2005-07-29 14:24:13
11041,408,2,6203,4.99,2005-07-11 12:28:57
6878,255,2,7475,8.99,2005-07-27 19:07:43
13536,502,1,11301,0.99,2005-08-02 15:37:59
7883,291,1,7561,5.99,2005-07-27 22:21:05
13455,499,1,12354,7.99,2005-08-18 07:34:07
10895,403,2,10109,5.99,2005-07-31 21:04:49
4106,150,2,14454,2.99,2005-08-21 12:35:49
11098,410,2,6218,5.99,2005-07-11 13:14:58
1191,43,2,7868,4.99,2005-07-28 10:08:55
14828,553,2,1862,3.99,2005-06-17 01:29:30
4333,159,2,6885,4.99,2005-07-12 20:56:04
6183,229,1,15740,4.99,2005-08-23 12:07:51
13831,513,1,13596,5.99,2005-08-20 05:58:58
14417,535,2,12168,2.99,2005-08-18 01:03:52
8595,317,1,8458,4.99,2005-07-29 08:05:09
3079,114,1,9717,4.99,2005-07-31 08:24:41
9156,339,1,1536,4.99,2005-06-16 00:52:22
12093,448,2,3992,6.99,2005-07-06 23:36:56
7379,273,1,6592,8.99,2005-07-12 07:19:35
14229,528,2,15880,6.99,2005-08-23 16:43:54
15137,565,1,6627,2.99,2005-07-12 09:16:46
3682,137,1,2469,6.99,2005-06-18 20:24:23
8017,296,2,162,4.99,2005-05-26 02:02:05
1069,39,1,1905,4.99,2005-06-17 04:51:43
5331,197,2,2781,2.99,2005-06-19 18:24:42
15314,572,1,2007,0.99,2005-06-17 11:47:17
9915,366,1,14906,6.99,2005-08-22 04:38:18
14745,549,2,12634,2.99,2005-08-18 17:58:14
6865,254,1,12874,0.99,2005-08-19 03:07:57
1304,47,1,8863,3.99,2005-07-29 23:52:01
14176,526,2,14487,6.99,2005-08-21 13:53:33
2738,102,2,562,1.99,2005-05-28 09:01:21
15887,593,2,7958,4.99,2005-07-28 13:34:34
7283,269,1,4125,9.99,2005-07-07 07:20:29
15150,565,2,13195,4.99,2005-08-19 14:39:14
12825,474,1,8991,2.99,2005-07-30 04:42:54
6565,242,1,15002,0.99,2005-08-22 08:06:00
10965,405,1,13304,1.99,2005-08-19 18:56:32
14455,537,2,2184,2.99,2005-06-18 01:10:36
13782,512,2,2029,4.99,2005-06-17 13:10:59
13216,490,2,5173,7.99,2005-07-09 09:31:44
65,3,1,2628,2.99,2005-06-19 08:34:53
5405,199,1,8709,0.99,2005-07-29 17:25:54
4616,170,2,5808,2.99,2005-07-10 15:17:33
4474,165,1,5472,4.99,2005-07-09 23:16:40
12614,468,2,459,0.99,2005-05-27 20:00:04
15789,589,2,14706,0.99,2005-08-21 21:04:42
1267,46,1,3916,4.99,2005-07-06 20:18:50
1061,38,2,12092,0.99,2005-08-17 22:28:15
1447,52,2,12520,0.99,2005-08-18 13:42:45
9988,369,2,9032,4.99,2005-07-30 06:06:54
1557,56,2,12537,1.99,2005-08-18 14:06:39
1194,43,1,11753,4.99,2005-08-17 09:11:52
1075,39,2,4695,8.99,2005-07-08 11:07:59
2771,103,2,1396,4.99,2005-06-15 16:22:38
1846,68,2,1957,8.99,2005-06-17 08:50:58
1344,49,2,6759,4.99,2005-07-12 15:14:48
11403,422,1,3553,4.99,2005-07-06 02:35:41
9768,361,2,14031,0.99,2005-08-20 21:24:24
14949,558,2,6742,4.99,2005-07-12 14:25:31
4606,170,2,504,0.99,2005-05-28 02:05:34
516,20,2,546,1.99,2005-05-28 07:16:25
12160,451,2,77,0.99,2005-05-25 11:31:59
12289,455,1,4964,2.99,2005-07-08 23:46:38
227,8,1,14114,0.99,2005-08-21 01:07:11
12974,480,2,13092,0.99,2005-08-19 10:41:09
6724,249,1,5011,4.99,2005-07-09 01:44:40
7102,263,1,3578,4.99,2005-07-06 03:47:05
5479,202,1,7613,2.99,2005-07-28 00:13:58
12246,453,1,15252,0.99,2005-08-22 18:04:22
12512,463,1,7361,0.99,2005-07-27 14:53:55
4513,166,1,15213,5.99,2005-08-22 16:49:02
3105,115,1,6798,6.99,2005-07-12 16:49:11
661,25,2,2625,8.99,2005-06-19 08:23:11
12234,453,1,7563,0.99,2005-07-27 22:25:36
11290,417,1,14304,6.99,2005-08-21 07:23:10
225,8,2,11284,2.99,2005-08-02 14:42:45
11142,411,2,13634,0.99,2005-08-20 07:16:45
14397,535,2,541,2.99,2005-05-28 06:41:58
8147,300,1,6998,4.99,2005-07-27 01:16:29
15089,563,1,8262,1.99,2005-07-29 01:11:18
1282,46,2,12455,4.99,2005-08-18 11:19:47
6747,250,1,5998,2.99,2005-07-11 01:20:46
7954,294,1,2900,2.99,2005-06-20 02:40:04
5690,210,2,2856,0.99,2005-06-19 23:13:04
6665,246,2,4905,4.99,2005-07-08 20:56:00
9029,334,1,9633,2.99,2005-07-31 05:04:08
7751,286,2,9280,6.99,2005-07-30 15:15:38
15603,582,1,11667,5.99,2005-08-17 05:46:55
218,8,1,6375,4.99,2005-07-11 21:39:46
3170,118,1,3263,4.99,2005-06-21 04:15:52
13357,496,2,966,0.99,2005-05-30 19:00:37
10685,394,1,10319,4.99,2005-08-01 04:37:19
14690,547,2,3679,4.99,2005-07-06 09:15:57
3513,130,2,4485,4.99,2005-07-08 01:07:54
3910,144,2,11476,6.99,2005-08-02 22:03:47
6296,234,1,1674,2.99,2005-06-16 10:57:00
11274,417,1,3952,4.99,2005-07-06 21:51:31
659,25,1,1365,2.99,2005-06-15 14:09:55
2449,90,2,7058,1.99,2005-07-27 03:50:46
10568,390,1,6430,0.99,2005-07-12 00:03:34
12198,452,1,1794,3.99,2005-06-16 20:08:37
8245,304,2,937,2.99,2005-05-30 14:47:31
11378,421,1,3988,8.99,2005-07-06 23:30:42
13675,507,1,6891,2.99,2005-07-12 21:07:35
10161,375,1,7856,4.99,2005-07-28 09:48:24
1310,47,1,14397,0.99,2005-08-21 10:25:56
12964,480,1,6191,2.99,2005-07-11 11:37:52
2024,75,1,2161,7.99,2005-06-17 23:39:50
12913,478,1,3691,4.99,2005-07-06 09:46:12
11751,436,1,4782,4.99,2005-07-08 16:08:51
11054,408,2,12900,0.99,2005-08-19 04:03:49
7755,286,2,12595,0.99,2005-08-18 16:27:08
10228,377,1,15999,7.99,2005-08-23 20:44:10
9093,336,1,14295,2.99,2005-08-21 07:09:27
317,12,2,7008,0.99,2005-07-27 01:44:03
15838,591,1,12547,4.99,2005-08-18 14:29:39
5022,185,1,646,0.99,2005-05-28 19:16:14
9511,352,1,1498,0.99,2005-06-15 21:58:00
4712,173,1,12282,6.99,2005-08-18 04:54:20
5609,207,1,5258,0.99,2005-07-09 13:56:56
4677,172,2,10621,0.99,2005-08-01 15:10:26
10998,406,1,9660,8.99,2005-07-31 06:03:17
7533,278,1,4430,4.99,2005-07-07 22:35:24
4016,148,2,2843,3.99,2005-06-19 22:36:39
6600,244,1,5803,3.99,2005-07-10 15:05:42
9983,369,1,5043,1.99,2005-07-09 03:25:18
7732,285,2,15251,0.99,2005-08-22 18:03:57
7438,275,2,1797,3.99,2005-06-16 20:13:03
2903,108,1,105,4.99,2005-05-25 17:54:12
8369,308,2,10797,0.99,2005-08-01 22:02:51
5531,204,2,6225,2.99,2005-07-11 13:45:14
8255,304,2,5795,0.99,2005-07-10 14:36:29
14874,555,2,4875,2.99,2005-07-08 19:24:17
10112,373,2,11976,3.99,2005-08-17 17:59:19
8264,304,1,12540,5.99,2005-08-18 14:17:30
10363,382,2,14300,4.99,2005-08-21 07:19:37
5477,202,1,5297,2.99,2005-07-09 15:32:29
15488,578,1,3305,2.99,2005-06-21 07:46:57
14560,541,2,6718,2.99,2005-07-12 13:38:06
1510,54,1,14215,4.99,2005-08-21 04:34:11
7793,288,2,565,5.99,2005-05-28 09:26:31
15507,579,2,2425,5.99,2005-06-18 17:37:45
9662,357,2,15869,2.99,2005-08-23 16:22:20
12398,459,1,8897,2.99,2005-07-30 01:00:17
10958,405,1,8955,5.99,2005-07-30 03:28:27
14037,521,1,14423,0.99,2005-08-21 11:23:59
14481,538,1,1912,4.99,2005-06-17 05:18:32
5075,187,2,1323,6.99,2005-06-15 10:55:17
12126,449,2,8002,2.99,2005-07-28 15:11:00
7745,286,1,7254,2.99,2005-07-27 10:48:50
4942,181,2,13405,4.99,2005-08-19 22:20:49
9381,347,2,8148,4.99,2005-07-28 20:39:47
379,14,2,11528,3.99,2005-08-17 00:27:23
15745,588,2,5203,2.99,2005-07-09 10:53:59
10691,394,2,13047,0.99,2005-08-19 09:24:49
15342,573,2,3768,0.99,2005-07-06 13:07:30
16014,598,2,5688,5.99,2005-07-10 09:16:08
3789,140,1,7170,4.99,2005-07-27 07:58:26
6297,234,2,1993,5.99,2005-06-17 10:59:24
5920,218,2,14848,4.99,2005-08-22 02:14:19
9877,365,2,12375,4.99,2005-08-18 08:20:08
14693,547,2,5854,4.99,2005-07-10 17:47:34
13574,503,1,15692,4.99,2005-08-23 10:00:02
3815,141,1,10379,1.99,2005-08-01 06:34:29
2203,81,2,7130,4.99,2005-07-27 06:23:36
5968,220,2,11947,2.99,2005-08-17 17:08:13
10842,401,1,8450,2.99,2005-07-29 07:44:05
3207,119,2,11377,2.99,2005-08-02 18:16:47
509,19,1,13718,8.99,2005-08-20 09:53:44
12339,457,2,3184,2.99,2005-06-20 22:57:44
8663,320,2,7930,4.99,2005-07-28 12:21:08
140,5,2,13877,0.99,2005-08-20 15:16:18
7578,279,1,14714,3.99,2005-08-21 21:27:43
6268,232,2,14857,0.99,2005-08-22 02:42:39
12313,456,1,3743,7.99,2005-07-06 12:03:54
14789,551,2,5528,0.99,2005-07-10 02:09:21
12069,447,1,8537,8.99,2005-07-29 10:44:54
11512,426,2,4114,2.99,2005-07-07 06:51:12
5991,221,1,9453,7.99,2005-07-30 22:20:04
13155,487,2,10511,2.99,2005-08-01 11:32:16
5636,208,2,3811,2.99,2005-07-06 15:20:37
957,35,1,2231,0.99,2005-06-18 03:52:14
5892,217,2,9317,2.99,2005-07-30 17:13:37
15029,561,1,2950,4.99,2005-06-20 06:08:36
6355,236,1,3645,0.99,2005-07-06 07:22:09
1053,38,2,9216,0.99,2005-07-30 13:11:19
653,24,2,13058,4.99,2005-08-19 09:40:53
8661,320,2,7057,4.99,2005-07-27 03:50:03
13181,488,1,11774,3.99,2005-08-17 10:20:39
1306,47,1,11126,0.99,2005-08-02 08:59:04
8650,319,1,13548,3.99,2005-08-20 03:53:20
15653,584,1,10914,4.99,2005-08-02 02:04:43
8768,324,1,9651,4.99,2005-07-31 05:48:49
13690,508,2,5978,6.99,2005-07-11 00:16:54
10053,371,1,15824,2.99,2005-08-23 15:09:17
12799,473,1,10867,2.99,2005-08-02 00:24:15
13712,509,1,831,8.99,2005-05-29 22:50:25
5519,204,1,1016,1.99,2005-05-31 02:49:43
15231,569,1,487,4.99,2005-05-28 00:00:30
14060,522,1,8966,2.99,2005-07-30 03:54:12
12334,457,1,2172,7.99,2005-06-18 00:06:16
15652,584,2,10073,2.99,2005-07-31 19:53:15
13619,505,1,11163,0.99,2005-08-02 10:08:40
11845,439,1,8343,2.99,2005-07-29 04:45:16
13168,488,2,4133,6.99,2005-07-07 08:12:26
6334,235,1,9019,5.99,2005-07-30 05:28:53
12772,472,2,13188,8.99,2005-08-19 14:27:03
9422,348,1,11429,7.99,2005-08-02 20:03:52
157,6,1,6248,7.99,2005-07-11 15:01:54
12867,476,2,2508,4.99,2005-06-18 23:43:58
9497,351,1,6664,4.99,2005-07-12 11:28:22
9530,352,1,14130,4.99,2005-08-21 01:43:11
6492,240,1,10308,7.99,2005-08-01 04:22:49
4849,178,2,10562,0.99,2005-08-01 13:05:52
15046,561,1,15946,2.99,2005-08-23 18:54:07
15729,587,2,12164,4.99,2005-08-18 00:46:38
5183,191,2,2555,2.99,2005-06-19 03:07:02
4672,172,1,7638,4.99,2005-07-28 01:13:26
102,4,2,12856,1.99,2005-08-19 02:19:13
8492,313,2,8381,4.99,2005-07-29 05:31:44
2231,82,2,7873,0.99,2005-07-28 10:19:46
8668,320,1,9509,0.99,2005-07-31 00:22:42
6830,253,2,10881,6.99,2005-08-02 00:38:14
15556,580,2,13742,2.99,2005-08-20 10:49:15
15694,586,2,3487,6.99,2005-07-05 23:30:36
15341,573,1,3295,7.99,2005-06-21 07:04:17
5691,210,2,3563,4.99,2005-07-06 02:57:01
3607,133,1,12834,4.99,2005-08-19 01:47:30
16031,599,2,1008,4.99,2005-05-31 01:18:56
1681,61,1,12072,9.99,2005-08-17 21:50:25
3687,137,2,3676,5.99,2005-07-06 09:10:37
356,13,2,14545,7.99,2005-08-21 15:44:23
13949,518,2,7154,4.99,2005-07-27 07:16:17
15671,585,2,4579,4.99,2005-07-08 06:01:56
4283,157,2,11335,4.99,2005-08-02 16:57:37
4446,163,2,14427,5.99,2005-08-21 11:26:06
14624,544,1,4703,2.99,2005-07-08 11:44:56
16030,598,1,15443,7.99,2005-08-23 00:44:15
1368,50,2,5641,4.99,2005-07-10 06:43:43
10382,383,1,9678,0.99,2005-07-31 06:40:47
11252,416,1,7917,2.99,2005-07-28 11:56:57
837,30,2,9309,2.99,2005-07-30 16:55:53
15761,588,1,15109,1.99,2005-08-22 12:12:58
11402,422,1,2778,5.99,2005-06-19 18:18:12
2494,91,1,12847,0.99,2005-08-19 02:04:07
2101,77,1,9811,0.99,2005-07-31 11:23:45
10045,371,2,12397,9.99,2005-08-18 09:12:52
13883,515,1,12889,5.99,2005-08-19 03:41:31
1063,38,1,14554,4.99,2005-08-21 16:03:01
10624,392,2,6406,2.99,2005-07-11 22:55:27
13163,487,2,13210,4.99,2005-08-19 15:23:38
6301,234,2,3199,4.99,2005-06-21 00:12:40
12813,474,1,816,7.99,2005-05-29 20:26:39
12322,456,1,12188,4.99,2005-08-18 01:51:43
1246,45,1,11004,8.99,2005-08-02 05:04:18
2773,103,1,2197,0.99,2005-06-18 01:50:27
14476,537,1,15832,8.99,2005-08-23 15:21:35
1834,67,2,7895,0.99,2005-07-28 10:57:15
2303,85,2,908,4.99,2005-05-30 10:38:37
10519,388,1,12068,2.99,2005-08-17 21:37:08
13131,486,2,9142,0.99,2005-07-30 10:21:03
14374,534,1,1610,4.99,2005-06-16 06:36:33
2270,84,1,739,6.99,2005-05-29 08:28:18
11174,413,1,3762,4.99,2005-07-06 12:52:49
4421,162,1,14220,0.99,2006-02-14 15:16:03
4298,158,1,4117,8.99,2005-07-07 06:58:14
1437,52,2,7627,4.99,2005-07-28 00:56:47
9648,357,2,6367,4.99,2005-07-11 21:18:29
12954,479,2,13078,8.99,2005-08-19 10:16:43
9611,356,2,3829,6.99,2005-07-06 15:59:40
4958,182,2,4513,1.99,2005-07-08 02:39:59
443,16,2,13151,4.99,2005-08-19 13:08:23
7960,294,2,7415,6.99,2005-07-27 16:50:59
3268,121,2,12242,1.99,2005-08-18 03:37:31
13864,515,2,2003,4.99,2005-06-17 11:40:35
2523,92,1,9240,4.99,2005-07-30 13:57:54
9568,354,1,6939,5.99,2005-07-26 23:17:51
15995,597,2,10021,4.99,2005-07-31 18:24:39
7855,290,2,5827,2.99,2005-07-10 16:22:20
1621,59,2,951,2.99,2005-05-30 16:10:35
511,19,1,14101,4.99,2005-08-21 00:33:03
5618,207,2,10234,3.99,2005-08-01 01:56:20
5791,213,2,8542,4.99,2005-07-29 11:01:50
10687,394,1,10718,0.99,2005-08-01 18:55:38
14619,544,1,1248,1.99,2005-06-15 05:33:52
2300,84,1,15190,4.99,2005-08-22 15:57:38
15639,584,2,1436,3.99,2005-06-15 18:35:40
9017,334,1,1298,4.99,2005-06-15 09:32:53
12777,472,2,15278,2.99,2005-08-22 19:06:47
1376,50,1,8619,5.99,2005-07-29 13:50:08
7760,286,2,15629,4.99,2005-08-23 07:28:22
11289,417,2,14121,4.99,2005-08-21 01:26:33
931,34,2,3508,3.99,2005-07-06 00:24:25
6921,257,2,705,2.99,2005-05-29 02:48:52
7701,284,1,14007,5.99,2005-08-20 20:22:47
10620,392,2,2289,2.99,2005-06-18 07:29:43
2752,102,2,7119,0.99,2005-07-27 05:55:32
7792,288,1,503,4.99,2005-05-28 01:35:25
5713,210,2,12986,4.99,2005-08-19 07:09:36
7234,267,1,11690,6.99,2005-08-17 06:44:22
4462,164,1,7227,6.99,2005-07-27 09:53:43
115,5,2,3126,4.99,2005-06-20 18:38:22
15366,574,2,433,0.99,2005-05-27 16:40:40
11766,436,2,13099,9.99,2005-08-19 10:55:19
11111,410,2,12955,8.99,2005-08-19 06:05:58
345,13,1,9664,0.99,2005-07-31 06:12:08
3502,129,1,14353,0.99,2005-08-21 09:07:50
6697,247,1,14041,4.99,2005-08-20 21:45:23
3765,139,2,6740,0.99,2005-07-12 14:22:08
13484,500,2,12813,2.99,2005-08-19 00:54:22
13999,520,2,7198,5.99,2005-07-27 08:50:07
7668,283,1,7504,0.99,2005-07-27 20:24:31
13143,487,1,5634,3.99,2005-07-10 06:25:48
314,12,2,5111,0.99,2005-07-09 07:02:19
9784,362,1,6204,4.99,2005-07-11 12:29:22
9635,356,2,15754,5.99,2005-08-23 12:43:42
10317,381,1,4735,0.99,2005-07-08 13:12:27
2091,77,1,2354,3.99,2005-06-18 12:54:18
14696,547,2,7547,3.99,2005-07-27 21:51:48
1860,68,1,11277,2.99,2005-08-02 14:28:50
1859,68,1,10115,7.99,2005-07-31 21:13:47
3791,140,1,9404,0.99,2005-07-30 20:21:35
14047,522,2,3191,0.99,2005-06-20 23:46:39
15589,582,1,1719,2.99,2005-06-16 14:55:53
10658,393,2,8448,0.99,2005-07-29 07:41:54
3222,120,2,68,7.99,2005-05-25 09:47:31
8709,322,2,6673,0.99,2005-07-12 11:50:56
13591,504,2,7944,4.99,2005-07-28 12:51:22
11277,417,2,6258,6.99,2005-07-11 15:24:32
12187,451,2,13252,2.99,2005-08-19 16:50:50
854,31,1,2233,0.99,2005-06-18 03:57:36
8199,302,1,8363,6.99,2005-07-29 05:10:08
15496,578,1,8179,2.99,2005-07-28 22:05:13
3477,129,2,3900,4.99,2005-07-06 19:21:28
4409,162,2,3180,0.99,2005-06-20 22:48:44
9549,353,2,15650,0.99,2005-08-23 08:29:53
12462,461,1,15067,2.99,2005-08-22 10:49:21
11235,415,2,13729,8.99,2005-08-20 10:17:08
15508,579,1,2522,3.99,2005-06-19 00:43:42
13768,511,2,6040,0.99,2005-07-11 03:14:26
2639,98,2,214,3.99,2005-05-26 08:48:49
10880,403,2,2488,3.99,2005-06-18 21:38:26
15455,576,2,11942,5.98,2006-02-14 15:16:03
15765,589,1,596,4.99,2005-05-28 14:00:03
2392,88,2,3524,0.99,2005-07-06 01:01:51
12920,478,1,11906,2.99,2005-08-17 15:40:46
11670,433,2,4988,7.99,2005-07-09 00:46:14
11562,428,2,3377,0.99,2005-06-21 13:51:12
12578,466,1,13988,4.99,2005-08-20 19:21:28
11171,413,1,999,4.99,2005-05-31 00:25:10
7212,267,2,1257,4.99,2005-06-15 06:15:36
4290,157,1,13728,2.99,2005-08-20 10:11:07
15313,572,2,1889,10.99,2005-06-17 04:05:12
8027,296,2,5090,0.99,2005-07-09 05:48:22
3462,128,2,13027,0.99,2005-08-19 08:25:16
8931,330,2,11709,2.99,2006-02-14 15:16:03
7535,278,2,6869,4.99,2005-07-12 20:12:06
14290,531,1,6876,4.99,2005-07-12 20:32:50
333,13,1,2952,2.99,2005-06-20 06:26:57
5644,208,1,7861,2.99,2005-07-28 10:02:01
14044,522,1,1289,3.99,2005-06-15 08:44:09
3129,116,2,3940,2.99,2005-07-06 21:16:59
815,29,1,14985,7.99,2005-08-22 07:35:56
11975,444,2,3301,7.99,2005-06-21 07:32:25
4320,158,2,14028,0.99,2005-08-20 21:23:03
4952,182,2,2120,5.99,2005-06-17 20:36:50
5474,202,1,3861,8.99,2005-07-06 17:24:49
13119,486,2,2566,2.99,2005-06-19 03:45:39
3080,114,1,11547,4.99,2005-08-17 00:59:24
6414,237,2,13969,6.99,2005-08-20 18:42:40
11106,410,1,10837,2.99,2005-08-01 23:30:22
2462,90,1,12788,2.99,2005-08-19 00:15:09
8432,311,2,274,5.99,2005-05-26 16:48:51
13187,488,2,15499,2.99,2005-08-23 02:37:19
15682,585,1,9860,6.99,2005-07-31 13:03:24
13338,495,2,6426,7.99,2005-07-11 23:56:38
12514,463,2,9405,7.99,2005-07-30 20:22:17
5831,214,2,15645,2.99,2006-02-14 15:16:03
6160,228,1,15234,0.0,2006-02-14 15:16:03
10933,404,2,13412,5.99,2005-08-19 22:46:35
5280,195,2,16040,11.99,2005-08-23 22:19:33
15303,571,2,9300,1.99,2005-07-30 16:33:12
6039,223,2,15546,5.99,2005-08-23 04:20:38
4150,152,2,12960,1.99,2005-08-19 06:21:52
5445,201,1,311,3.99,2005-05-26 22:51:37
6094,226,1,5419,2.99,2005-07-09 20:47:36
1383,50,2,10261,4.99,2005-08-01 02:58:27
6031,223,2,7085,5.99,2005-07-27 04:35:44
2906,108,1,1425,2.99,2005-06-15 18:13:46
15819,591,2,3435,4.99,2005-06-21 19:14:58
6596,244,2,5387,4.99,2005-07-09 19:25:14
11645,432,1,897,8.99,2005-05-30 09:10:01
9322,345,2,5508,3.99,2005-07-10 00:50:01
10411,384,1,8445,1.99,2005-07-29 07:37:48
12317,456,2,6023,0.99,2005-07-11 02:15:57
2693,100,2,3602,5.99,2005-07-06 05:23:10
14072,522,2,12494,6.99,2005-08-18 12:53:49
4574,168,1,13018,8.99,2005-08-19 08:04:50
623,23,2,11501,2.99,2005-08-16 23:04:53
2885,107,2,5798,3.99,2005-07-10 14:45:09
4504,166,1,8052,5.99,2005-07-28 16:57:31
7529,278,1,1978,2.99,2005-06-17 09:42:34
5330,197,1,2750,4.99,2005-06-19 16:37:24
1315,48,2,1689,9.99,2005-06-16 12:18:41
849,30,1,15063,4.99,2005-08-22 10:39:51
2054,75,1,12336,1.99,2005-08-18 06:59:41
12923,478,1,15027,4.99,2005-08-22 09:03:04
14108,524,2,7014,8.99,2005-07-27 02:14:40
12829,474,2,11537,2.99,2005-08-17 00:41:08
14855,554,2,3278,2.99,2005-06-21 05:41:30
7024,260,1,4870,2.99,2005-07-08 19:14:45
9362,346,1,14890,5.99,2005-08-22 04:10:49
6562,242,2,13567,0.99,2005-08-20 04:49:21
11553,427,1,13720,1.99,2005-08-20 10:01:39
2578,95,2,1261,1.99,2005-06-15 06:52:57
7950,293,1,15402,8.99,2005-08-22 23:17:41
84,3,2,15038,0.99,2005-08-22 09:37:27
15894,593,2,10904,4.99,2005-08-02 01:43:02
2415,89,1,2523,0.99,2005-06-19 00:45:56
10629,392,2,10085,0.99,2005-07-31 20:12:02
13046,483,1,7381,4.99,2005-07-27 15:40:26
14878,555,2,9990,7.99,2005-07-31 17:24:21
7542,278,1,10731,2.99,2005-08-01 19:21:48
10564,390,2,4191,3.99,2005-07-07 10:56:14
4603,169,2,15680,4.99,2005-08-23 09:33:22
346,13,1,9736,7.99,2005-07-31 08:58:40
1128,41,1,4543,4.99,2005-07-08 04:06:55
15248,569,1,11354,6.99,2005-08-02 17:35:10
1003,36,2,10964,6.99,2005-08-02 03:56:23
4793,176,1,12718,2.99,2005-08-18 21:21:44
3821,141,2,12107,3.99,2005-08-17 22:56:24
6557,242,2,11607,0.99,2005-08-17 03:36:06
11934,442,1,8758,4.99,2005-07-29 19:20:49
6553,242,2,10382,4.99,2005-08-01 06:36:45
9757,361,1,10145,1.99,2005-07-31 22:15:13
14025,521,2,5458,4.99,2005-07-09 22:35:49
5649,208,2,10762,4.99,2005-08-01 20:28:39
8133,299,1,14548,3.99,2005-08-21 15:53:52
1096,39,2,15124,5.99,2005-08-22 12:51:38
10601,391,2,5583,7.99,2005-07-10 04:08:48
1522,55,2,6314,7.99,2005-07-11 18:32:44
417,15,2,13968,0.0,2006-02-14 15:16:03
3828,141,1,15013,4.99,2005-08-22 08:42:45
14589,542,1,10280,4.99,2005-08-01 03:27:15
10008,370,2,10095,0.99,2005-07-31 20:38:35
12496,462,1,13328,4.99,2005-08-19 19:56:01
12861,475,1,15097,1.99,2005-08-22 11:43:42
8360,308,1,2346,7.99,2005-06-18 12:08:16
10151,375,2,307,8.99,2005-05-26 21:48:13
13656,506,1,14337,2.99,2005-08-21 08:34:26
2560,94,2,2620,4.99,2005-06-19 08:06:29
15349,573,2,5522,9.99,2005-07-10 01:46:29
15686,585,2,13939,0.99,2005-08-20 17:28:01
7903,292,2,5257,0.99,2005-07-09 13:56:43
13764,511,1,3852,0.99,2005-07-06 16:57:49
4542,167,1,13870,1.99,2005-08-20 15:09:16
5597,207,1,44,0.99,2005-05-25 05:53:23
11357,420,2,5911,0.99,2005-07-10 20:51:42
14009,520,1,12628,5.99,2005-08-18 17:40:25
2792,103,2,14064,2.99,2005-08-20 22:39:16
5428,200,1,6123,0.99,2005-07-11 08:02:27
12260,454,2,4562,4.99,2005-07-08 05:08:32
11510,426,1,2804,0.99,2005-06-19 19:24:54
852,31,2,1656,4.99,2005-06-16 10:05:40
13158,487,2,10877,5.99,2005-08-02 00:32:04
14858,554,1,5527,2.99,2005-07-10 02:06:01
14537,540,2,6145,7.99,2005-07-11 09:07:01
1592,57,2,15871,9.99,2005-08-23 16:24:24
13744,510,2,5851,4.99,2005-07-10 17:40:47
9098,337,1,572,4.99,2005-05-28 10:30:13
15638,584,1,920,4.99,2005-05-30 11:44:01
4448,163,1,15847,0.99,2005-08-23 15:39:38
430,16,2,4517,4.99,2005-07-08 02:45:19
2142,78,2,14862,7.99,2005-08-22 02:51:41
948,34,1,13371,4.99,2005-08-19 21:21:47
9395,347,2,14958,2.99,2005-08-22 06:30:10
4414,162,1,9726,7.99,2005-07-31 08:37:07
12012,445,2,10341,0.99,2005-08-01 05:10:02
5995,221,1,11802,2.99,2005-08-17 11:32:51
11441,423,2,9026,2.99,2005-07-30 05:55:31
8130,299,1,11998,0.99,2005-08-17 18:46:21
