assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,assay_strain,assay_cell_type,tid,bao_format
8108,,,,1,,In vivo,CHEMBL621790,,Intermediate,A,,1,,N,Compound clearance in rats was measured after intravenous administration at 3 mg/kg,,,50597,BAO_0000218
8109,,,1969.0,1,Plasma,In vivo,CHEMBL621791,,Intermediate,A,,1,,N,Compound was tested for plasma clearance in rat,,,50597,BAO_0000218
8110,,,,1,,In vitro,CHEMBL621792,,Intermediate,A,,1,Microsomes,N,In vitro microsome metabolism clearance in rat was determined,,,50597,BAO_0000218
8111,,,,1,,In vitro,CHEMBL621793,,Intermediate,A,,1,Microsomes,N,In vitro microsome metabolism clearance in rat was determined; ND denotes no data,,,50597,BAO_0000218
8112,,,,1,,In vivo,CHEMBL621794,,Intermediate,A,,1,,N,In vivo Clearance (Cl) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,,50597,BAO_0000218
8113,,,1969.0,1,Plasma,In vivo,CHEMBL621795,,Intermediate,A,,1,,N,In vivo plasma clearance was determined,,,50597,BAO_0000218
8114,,,,1,,In vivo,CHEMBL621796,,Intermediate,A,,1,,N,Pharmacokinetic property (Clearance) for the compound (5 mg/kg iv) was determined in rats,,,50597,BAO_0000218
8115,401.0,,2107.0,1,Liver,In vivo,CHEMBL621797,,Intermediate,A,,1,,N,Pharmacokinetic property (Clearance) in rat hepatocyte i.v.,,Hepatocyte,50597,BAO_0000218
8116,,,,1,,In vivo,CHEMBL621798,,Intermediate,A,,1,,N,Pharmacokinetic property (Plasma clearance) was measured in rat,,,50597,BAO_0000218
8117,,,,1,,In vivo,CHEMBL621799,,Intermediate,A,,1,,N,Pharmacokinetic property (clearance) in rat i.v.,,,50597,BAO_0000218
8118,,,,1,,In vivo,CHEMBL621800,,Intermediate,A,,1,,N,"Plasma Clearance was evaluated in rats, iv",,,50597,BAO_0000218
8119,,,,1,,In vivo,CHEMBL621801,,Intermediate,A,,1,,N,Plasma clearance (in vivo) in rats was determined,,,50597,BAO_0000218
8120,,,,1,,In vivo,CHEMBL621802,,Intermediate,A,,1,,N,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,,,50597,BAO_0000218
8121,,,,1,,In vivo,CHEMBL618596,,Intermediate,A,,1,,N,Plasma clearance was determined,,,50597,BAO_0000218
8122,,,,1,,In vivo,CHEMBL618597,,Intermediate,A,,1,,N,Plasma clearance in rat after peroral administration at 10 mg/kg concentration,,,50597,BAO_0000218
8123,,,,1,,In vivo,CHEMBL618598,,Intermediate,A,,1,,N,Plasma clearance in rat after peroral administration at 5 mg/kg concentration,,,50597,BAO_0000218
8124,,,,1,,In vivo,CHEMBL618599,,Intermediate,A,,1,,N,Plasma clearance in rats,,,50597,BAO_0000218
8125,,,,1,,In vivo,CHEMBL618600,,Intermediate,A,,1,,N,Plasma clearance rate determined in rat,,,50597,BAO_0000218
8126,,,,1,,In vivo,CHEMBL618601,,Intermediate,A,,1,,N,Plasma clearance was determined in rat,,,50597,BAO_0000218
8127,,,,1,,In vivo,CHEMBL618602,,Intermediate,A,,1,,N,Plasma clearance was determined,,,50597,BAO_0000218
8128,,,,1,,In vivo,CHEMBL618603,,Intermediate,A,,1,,N,Plasma clearance value in rat,,,50597,BAO_0000218
8129,,,2107.0,1,Liver,Ex vivo,CHEMBL618604,,Intermediate,A,,1,,N,Clearance rate constant using isolated perfused rat liver (IPRL) assay,,,50597,BAO_0000218
8130,,,,1,,In vivo,CHEMBL618605,,Intermediate,A,,1,,N,Clearance in rat,,,50597,BAO_0000218
8131,,,,1,,In vivo,CHEMBL618606,,Intermediate,A,,1,,N,Total body clearance in rat i.v. at 2 mg/kg concentration,,,50597,BAO_0000218
8132,,,,1,,In vivo,CHEMBL618607,,Intermediate,A,,1,,N,Clearance of compound in rats after intravenous administration,,,50597,BAO_0000218
8133,,,,1,,In vivo,CHEMBL618608,,Intermediate,A,,1,,N,Clearance after iv administration to rats,,,50597,BAO_0000218
8134,,,,1,,In vivo,CHEMBL618609,,Intermediate,A,,1,,N,Clearance at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,,,50597,BAO_0000218
8135,,,,1,,In vivo,CHEMBL618610,,Intermediate,A,,1,,N,Clearance at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,,,50597,BAO_0000218
8136,,,,1,,In vivo,CHEMBL618611,,Intermediate,A,,1,,N,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,,,50597,BAO_0000218
8137,,,,1,,In vivo,CHEMBL618612,,Intermediate,A,,1,,N,Clearance at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,,,50597,BAO_0000218
8138,,,,1,,In vivo,CHEMBL618613,,Intermediate,A,,1,,N,Clearance at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,,,50597,BAO_0000218
8139,,,,1,,In vivo,CHEMBL621076,,Intermediate,A,,1,,N,Clearance at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,,,50597,BAO_0000218
8140,,,,1,,In vivo,CHEMBL621077,,Intermediate,A,,1,,N,Clearance at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,,,50597,BAO_0000218
8141,,,,1,,In vivo,CHEMBL621078,,Intermediate,A,,1,,N,"Clearance in fischer rats at 5 mg/kg dose, administered intravenously",,,50597,BAO_0000218
8142,,,,1,,In vivo,CHEMBL621251,,Intermediate,A,,1,,N,Clearance in rat,,,50597,BAO_0000218
8143,,,,1,,In vivo,CHEMBL621252,,Intermediate,A,,1,,N,Clearance in rat after oral administration at 10 mg/kg,,,50597,BAO_0000218
8144,,,,1,,In vivo,CHEMBL621253,,Intermediate,A,,1,,N,Clearance in rat.,,,50597,BAO_0000218
8145,,,,1,,In vivo,CHEMBL621254,,Intermediate,A,,1,,N,Clearance rate following an oral dose of 20 mg/kg in rats,,,50597,BAO_0000218
8146,,,,1,,In vivo,CHEMBL621255,,Intermediate,A,,1,,N,Compound was evaluated for the rate of clearance in rat upon intravenous administration.,,,50597,BAO_0000218
8147,,,1969.0,1,Plasma,In vivo,CHEMBL621256,,Intermediate,A,,1,,N,Compound was tested for plasma clearance in rats after 5 mg/kg of intravenous dosing,,,50597,BAO_0000218
8148,,,2107.0,1,Liver,In vivo,CHEMBL621257,,Intermediate,A,,1,,N,Biodistribution in rat liver in the presence of GdDTPA-BDP at 1 hr,,,50597,BAO_0000218
8149,,,2107.0,1,Liver,In vivo,CHEMBL621258,,Intermediate,A,,1,,N,Biodistribution in rat liver in the presence of GdDTPA-BDP at 30 min,,,50597,BAO_0000218
8150,,,2107.0,1,Liver,In vivo,CHEMBL621259,,Intermediate,A,,1,,N,Biodistribution in rat liver in the presence of GdDTPA-BDP at 4 hr,,,50597,BAO_0000218
8151,,,2107.0,1,Liver,In vivo,CHEMBL621260,,Intermediate,A,,1,,N,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 15 min,,,50597,BAO_0000218
8152,,,2107.0,1,Liver,In vivo,CHEMBL876494,,Intermediate,A,,1,,N,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 1 hr,,,50597,BAO_0000218
8153,,,2107.0,1,Liver,In vivo,CHEMBL621261,,Intermediate,A,,1,,N,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 30 min,,,50597,BAO_0000218
8154,,,2107.0,1,Liver,In vivo,CHEMBL621262,,Intermediate,A,,1,,N,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 4 hr,,,50597,BAO_0000218
8155,,,2107.0,1,Liver,In vivo,CHEMBL621263,,Intermediate,A,,1,,N,Biodistribution in rat liver in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,,50597,BAO_0000218
8156,,,2107.0,1,Liver,In vivo,CHEMBL621264,,Intermediate,A,,1,,N,Biodistribution in rat liver in the presence of NCA Gd/0.01 M lip,,,50597,BAO_0000218
8157,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621265,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of 0.01 M GdDTPA-BDP,,,50597,BAO_0000218
8158,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621266,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of 0.05 M Gd/0.15 M lig,,,50597,BAO_0000218
8159,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621267,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of 0.05 M GdDTPA-BDP,,,50597,BAO_0000218
8160,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621268,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of 0.10 M GdDTPA-BDP,,,50597,BAO_0000218
8161,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621269,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 1 hr,,,50597,BAO_0000218
8162,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621270,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 4 hr,,,50597,BAO_0000218
8163,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621271,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 15 min,,,50597,BAO_0000218
8164,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621272,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 30 min,,,50597,BAO_0000218
8165,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621273,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 1 hr,,,50597,BAO_0000218
8166,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621274,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 4 hr,,,50597,BAO_0000218
8167,,,2385.0,1,Muscle tissue,In vivo,CHEMBL876495,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 15 min,,,50597,BAO_0000218
8168,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621275,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 30 min,,,50597,BAO_0000218
8169,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621276,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of NCA Gd/0.01 M lip,,,50597,BAO_0000218
8170,,,2385.0,1,Muscle tissue,In vivo,CHEMBL621277,,Intermediate,A,,1,,N,Biodistribution in rat muscle in the presence of NCAGd/0.01 M lig,,,50597,BAO_0000218
8171,,,160.0,1,Intestine,In vivo,CHEMBL621278,,Intermediate,A,,1,,N,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 2 hr,,,50597,BAO_0000218
8172,,,160.0,1,Intestine,In vivo,CHEMBL621279,,Intermediate,A,,1,,N,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 6 hr,,,50597,BAO_0000218
8173,,,160.0,1,Intestine,In vivo,CHEMBL621280,,Intermediate,A,,1,,N,Biodistribution in rat s. intestine in the presence of NCA (No carrier added),,,50597,BAO_0000218
8174,,,2106.0,1,Spleen,In vivo,CHEMBL621281,,Intermediate,A,,1,,N,Biodistribution in rat spleen in the presence of 0.01 M GdDTPA-BDP,,,50597,BAO_0000218
8175,,,2106.0,1,Spleen,In vivo,CHEMBL621282,,Intermediate,A,,1,,N,Biodistribution in rat spleen in the presence of 0.05 M Gd/0.15 M lig; ND=No data,,,50597,BAO_0000218
8176,,,2106.0,1,Spleen,In vivo,CHEMBL621283,,Intermediate,A,,1,,N,Biodistribution in rat spleen in the presence of 0.05 M GdDTPA-BDP; ND=No data,,,50597,BAO_0000218
8177,,,2106.0,1,Spleen,In vivo,CHEMBL621284,,Intermediate,A,,1,,N,Biodistribution in rat spleen in the presence of 0.10 M GdDTPA-BDP,,,50597,BAO_0000218
8178,,,2106.0,1,Spleen,In vivo,CHEMBL621285,,Intermediate,A,,1,,N,Biodistribution in rat spleen in the presence of 50 Gd/kg at 15 min,,,50597,BAO_0000218
8179,,,2106.0,1,Spleen,In vivo,CHEMBL621286,,Intermediate,A,,1,,N,Biodistribution in rat spleen in the presence of 50 Gd/kg at 2 hr,,,50597,BAO_0000218
8180,,,2106.0,1,Spleen,In vivo,CHEMBL623220,,Intermediate,A,,1,,N,Biodistribution in rat spleen in the presence of 50 Gd/kg at 6 hr,,,50597,BAO_0000218
8181,,,2106.0,1,Spleen,In vivo,CHEMBL623221,,Intermediate,A,,1,,N,Biodistribution in rat spleen in the presence of NCA Gd/0.01 M lip,,,50597,BAO_0000218
8182,,,2106.0,1,Spleen,In vivo,CHEMBL876029,,Intermediate,A,,1,,N,Biodistribution in rat spleen in the presence of NCAGd/0.01 M lig,,,50597,BAO_0000218
8183,,,945.0,1,Stomach,In vivo,CHEMBL623222,,Intermediate,A,,1,,N,Biodistribution in rat stomach in the presence of 50 Gd/kg at 15 min,,,50597,BAO_0000218
8184,,,945.0,1,Stomach,In vivo,CHEMBL623223,,Intermediate,A,,1,,N,Biodistribution in rat stomach in the presence of 50 Gd/kg at 2 hr,,,50597,BAO_0000218
8185,,,945.0,1,Stomach,In vivo,CHEMBL621445,,Intermediate,A,,1,,N,Biodistribution in rat stomach in the presence of 50 Gd/kg at 6 h; ND=No data,,,50597,BAO_0000218
8186,,,178.0,1,Blood,In vivo,CHEMBL621446,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat blood was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8187,,,178.0,1,Blood,In vivo,CHEMBL621447,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat blood was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8188,,,178.0,1,Blood,In vivo,CHEMBL619681,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat blood was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8189,,,178.0,1,Blood,In vivo,CHEMBL619682,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat blood was reported at 24 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8190,,,178.0,1,Blood,In vivo,CHEMBL619683,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat blood was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8191,,,955.0,1,Brain,In vivo,CHEMBL619684,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat brain was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8192,,,955.0,1,Brain,In vivo,CHEMBL619685,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat brain was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8193,,,955.0,1,Brain,In vivo,CHEMBL619686,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat brain was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8194,,,955.0,1,Brain,In vivo,CHEMBL619687,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat brain was reported at 24 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8195,,,955.0,1,Brain,In vivo,CHEMBL619688,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat brain was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8196,,,948.0,1,Heart,In vivo,CHEMBL619689,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat heart was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8197,,,948.0,1,Heart,In vivo,CHEMBL619690,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat heart was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8198,,,948.0,1,Heart,In vivo,CHEMBL619691,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat heart was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8199,,,,1,,In vivo,CHEMBL619692,,Intermediate,A,,1,,N,Terminal phase volume of distribution was measured in rat after an iv dose of 1 mg/kg,,,50597,BAO_0000218
8200,,,,1,,,CHEMBL619693,,Expert,A,,1,,N,Apparent volume of the central plasma compartment (Vc) of compound determined in rat after iv administration at a dose of 10 mg/kg,,,50597,BAO_0000218
8201,,,,1,,In vivo,CHEMBL619694,,Intermediate,A,,1,,N,Vc value after IV dose at a dose of 5 mg/kg in rats.,,,50597,BAO_0000218
8202,,,,1,,In vivo,CHEMBL619695,,Intermediate,A,,1,,N,Apparent volume of distribution at 10 mg/kg in rat upon intravenous administration,,,50597,BAO_0000218
8203,,,,1,,In vivo,CHEMBL619696,,Intermediate,A,,1,,N,Compound was evaluated for pharmacokinetic parameter volume of distribution,,,50597,BAO_0000218
8204,,,,1,,In vivo,CHEMBL619697,,Intermediate,A,,1,,N,Compound was evaluated for volume of distribution in rat,,,50597,BAO_0000218
8205,,,,1,,In vivo,CHEMBL619698,,Intermediate,A,,1,,N,Steady state volume distribution was determined; steady state(ss),,,50597,BAO_0000218
8206,,,,1,,In vivo,CHEMBL619699,,Intermediate,A,,1,,N,Steady state volume of distribution after iv administration to rats,,,50597,BAO_0000218
8207,,,,1,,In vivo,CHEMBL619700,,Intermediate,A,,1,,N,Steady state volume of distribution dosing at 3 mg/kg iv,,,50597,BAO_0000218
8208,,,,1,,In vivo,CHEMBL619701,,Intermediate,A,,1,,N,The compound was evaluated for volume of distribution in rat,,,50597,BAO_0000218
8209,,,,1,,In vivo,CHEMBL619702,,Intermediate,A,,1,,N,The compound was tested for volume of distribution in rat,,,50597,BAO_0000218
8210,,,,1,,In vivo,CHEMBL620335,,Intermediate,A,,1,,N,The compound was tested for volume of distribution in rat at dose of 3-10 mgkg,,,50597,BAO_0000218
8211,,,,1,,In vivo,CHEMBL620336,,Intermediate,A,,1,,N,Volume distribution (VD) after oral administration in rat,,,50597,BAO_0000218
8212,,,,1,,In vivo,CHEMBL620337,,Intermediate,A,,1,,N,Volume distribution of compound in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,,50597,BAO_0000218
8213,,,,1,,In vivo,CHEMBL620520,,Intermediate,A,,1,,N,Volume distribution in rat,,,50597,BAO_0000218
8214,,,,1,,In vivo,CHEMBL620521,,Intermediate,A,,1,,N,Volume distribution in rat,,,50597,BAO_0000218
8215,,,,1,,In vivo,CHEMBL875825,,Intermediate,A,,1,,N,Volume distribution in rat after peroral administration at 10 mg/kg,,,50597,BAO_0000218
8216,,,,1,,In vivo,CHEMBL620522,,Intermediate,A,,1,,N,Volume distribution in rat after peroral administration at 5 mg/kg,,,50597,BAO_0000218
8217,,,,1,,In vivo,CHEMBL620523,,Intermediate,A,,1,,N,Volume distribution was evaluated after i.v. administration in rat at a dose of 1 mg/kg,,,50597,BAO_0000218
8218,,,,1,,In vivo,CHEMBL620524,,Intermediate,A,,1,,N,Volume of distribution in rat.,,,50597,BAO_0000218
8219,,,,1,,In vivo,CHEMBL620525,,Intermediate,A,,1,,N,Volume of distribution in rat,,,50597,BAO_0000218
8220,,,,1,,In vivo,CHEMBL620526,,Intermediate,A,,1,,N,Volume of distribution in rat,,,50597,BAO_0000218
8221,,,,1,,In vivo,CHEMBL620527,,Intermediate,A,,1,,N,Volume of distribution in rat by iv administration,,,50597,BAO_0000218
8222,,,,1,,In vivo,CHEMBL620528,,Intermediate,A,,1,,N,Volume of distribution in rats,,,50597,BAO_0000218
8223,,,,1,,In vivo,CHEMBL620529,,Intermediate,A,,1,,N,Volume of distribution was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,,50597,BAO_0000218
8224,,,,1,,,CHEMBL620530,,Intermediate,A,,1,,N,Volume distribution at the dose of 2 mg/kg in rat,,,50597,BAO_0000218
8225,,,,1,,In vivo,CHEMBL620531,,Intermediate,A,,1,,N,Steady state volume of distribution was determined,,,50597,BAO_0000218
8226,,,,0,,In vivo,CHEMBL620532,,Intermediate,A,,1,,U,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,,22224,BAO_0000218
8227,,,,0,,In vivo,CHEMBL620533,,Intermediate,A,,1,,U,Compound was tested for its plasma volume distribution in Sprague Dawley rats,,,22224,BAO_0000218
8228,,,,0,,In vivo,CHEMBL620534,,Intermediate,A,,1,,U,Compound was tested for its plasma volume distribution in Sprague Dawley rats; ND is not determined,,,22224,BAO_0000218
8229,,,,1,,In vivo,CHEMBL620535,,Intermediate,A,,1,,N,Mean (%CV) PK parameters for Vdss(mL/kg).,,,50597,BAO_0000218
8230,,,,1,,In vivo,CHEMBL875826,,Intermediate,A,,1,,N,Pharmacokinetic parameter Vdss was determined at 2 mg/kg i.v. dose in rats,,,50597,BAO_0000218
8231,,,,1,,In vivo,CHEMBL620536,,Intermediate,A,,1,,N,Pharmacokinetic parameter Vdss was determined at 5 mg/kg i.v. dose in rats,,,50597,BAO_0000218
8232,,,,1,,In vivo,CHEMBL620537,,Intermediate,A,,1,,N,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,,,50597,BAO_0000218
8233,,,,1,,In vivo,CHEMBL618526,,Intermediate,A,,1,,N,Pharmacokinetic parameter volume of distribution was reported in Sprague-Dawley rat; ND=Not determined,,,50597,BAO_0000218
8234,,,,1,,In vivo,CHEMBL618527,,Intermediate,A,,1,,N,Pharmacokinetic property (Vdss) for the compound (5 mg/kg iv) was determined in rats,,,50597,BAO_0000218
8235,,,,1,,In vivo,CHEMBL618528,,Intermediate,A,,1,,N,Pharmacokinetic property (Vdss) in rat,,,50597,BAO_0000218
8236,,,,1,,In vivo,CHEMBL618529,,Intermediate,A,,1,,N,Pharmacokinetic property (vdss) was measured in rat,,,50597,BAO_0000218
8237,,,,1,,In vivo,CHEMBL618530,,Intermediate,A,,1,,N,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in rat,,,50597,BAO_0000218
8238,,,,1,,In vivo,CHEMBL618531,,Intermediate,A,,1,,N,Volume of distribution in rat,,,50597,BAO_0000218
8239,,,,1,,In vivo,CHEMBL618532,,Intermediate,A,,1,,N,The pharmacokinetic parameter volume of distribution in vivo in rats,,,50597,BAO_0000218
8240,,,,1,,In vivo,CHEMBL618533,,Intermediate,F,,1,,N,Vdss at a dose of 4 mg/kg in Rat Plasma after iv administration,,,50597,BAO_0000218
8241,,,,1,,In vivo,CHEMBL618534,,Intermediate,A,,1,,N,Vdss in rat i.v. at 2 mg/kg concentration,,,50597,BAO_0000218
8242,,,,1,,In vivo,CHEMBL618535,,Intermediate,A,,1,,N,Volume distribution after intravenous administration (1 mg/kg) in rat,,,50597,BAO_0000218
8243,,,,1,,In vivo,CHEMBL618536,,Intermediate,A,,1,,N,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,,50597,BAO_0000218
8244,,,,1,,In vivo,CHEMBL618537,,Intermediate,A,,1,,N,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,,50597,BAO_0000218
8245,,,,1,,In vivo,CHEMBL618538,,Intermediate,A,,1,,N,Volume distribution at a dose of 10 uM/kg in rat was determined,,,50597,BAO_0000218
8246,,,,1,,In vivo,CHEMBL618539,,Intermediate,A,,1,,N,Volume distribution in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,,,50597,BAO_0000218
8247,,,,1,,In vivo,CHEMBL618540,,Intermediate,A,,1,,N,Volume distribution was calculated in rat,,,50597,BAO_0000218
8248,,,,1,,In vivo,CHEMBL618541,,Intermediate,A,,1,,N,Volume distribution was determined,,,50597,BAO_0000218
8249,,,,1,,In vivo,CHEMBL618542,,Intermediate,A,,1,,N,Volume of distribution after intravenous administration was evaluated in rat,,,50597,BAO_0000218
8250,,,,1,,In vivo,CHEMBL622544,,Intermediate,A,,1,,N,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,,50597,BAO_0000218
8251,,,,1,,In vivo,CHEMBL622545,,Intermediate,A,,1,,N,"Volume of distribution at steady state was determined in rats at 10 mg/kg, p.o. dose; n/a: not applicable",,,50597,BAO_0000218
8252,,,,1,,In vivo,CHEMBL622546,,Intermediate,A,,1,,N,"Volume of distribution at steady state was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",,,50597,BAO_0000218
8253,,,,1,,In vivo,CHEMBL622547,,Intermediate,A,,1,,N,"Volume of distribution at steady state was determined in rats at 2 mg/kg, i.v. dose",,,50597,BAO_0000218
8254,,,,1,,In vivo,CHEMBL622548,,Intermediate,A,,1,,N,Volume of distribution in steady state was determined in rat,,,50597,BAO_0000218
8255,,,,1,,In vivo,CHEMBL622549,,Intermediate,A,,1,,N,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration,,,50597,BAO_0000218
8256,,,,1,,In vivo,CHEMBL622550,,Intermediate,A,,1,,N,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,,,50597,BAO_0000218
8257,,,,1,,,CHEMBL622551,,Intermediate,A,,1,,N,Compound was evaluated for area under curve when administered through oral route to mouse,,,50594,BAO_0000218
8258,,,,1,,,CHEMBL622552,,Intermediate,A,,1,,N,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,,,50597,BAO_0000218
8259,,,,1,,,CHEMBL622553,,Intermediate,A,,1,,N,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,,,50597,BAO_0000218
8260,,,,0,,In vivo,CHEMBL622554,,Autocuration,F,,1,,U,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,,,22224,BAO_0000218
8261,,,,1,,,CHEMBL622555,,Intermediate,A,,1,,N,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,,,50588,BAO_0000218
8262,,,,1,,,CHEMBL622556,,Intermediate,A,,1,,N,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,,,50594,BAO_0000218
8263,,,,1,,,CHEMBL622557,,Intermediate,A,,1,,N,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,,,50594,BAO_0000218
8264,,,178.0,1,Blood,,CHEMBL622558,,Intermediate,A,,1,,N,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,,,50594,BAO_0000218
8265,,,178.0,1,Blood,,CHEMBL622559,,Intermediate,A,,1,,N,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,,,50594,BAO_0000218
8266,,,,1,,,CHEMBL622560,,Intermediate,A,,1,,N,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,,,50588,BAO_0000218
8267,,,,1,,,CHEMBL622561,,Intermediate,A,,1,,N,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,,,50597,BAO_0000218
8268,,,,1,,,CHEMBL622562,,Intermediate,A,,1,,N,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,,,50597,BAO_0000218
8269,,,,1,,,CHEMBL622563,,Intermediate,A,,1,,N,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,,,50597,BAO_0000218
8270,,,,0,,,CHEMBL622564,,Autocuration,A,,1,,U,Concentration of compound in Central nervous system,,,22224,BAO_0000019
