assays_assay_id,assays_curated_by,assays_assay_test_type,assays_assay_strain,assays_assay_type,assays_relationship_type,assays_tid,assays_confidence_score,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id,assays_variant_id
13239,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627391,,BAO_0000218,1969.0,
13240,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627392,,BAO_0000218,,
13241,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627393,,BAO_0000218,2106.0,
13242,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627394,,BAO_0000218,3126.0,
13243,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627395,,BAO_0000218,10000001.0,
13244,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL875485,,BAO_0000218,2037.0,
13245,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627396,,BAO_0000218,,
13246,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627397,,BAO_0000218,,
13247,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627398,,BAO_0000218,948.0,
13248,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627399,,BAO_0000218,10000001.0,
13249,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627400,,BAO_0000218,2113.0,
13250,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627401,,BAO_0000218,2107.0,
13251,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627402,,BAO_0000218,2048.0,
13252,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627403,,BAO_0000218,2385.0,
13253,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627404,,BAO_0000218,1969.0,
13254,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623101,,BAO_0000218,,
13255,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL877480,,BAO_0000218,2106.0,
13256,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623102,,BAO_0000218,3126.0,
13257,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623103,,BAO_0000218,10000001.0,
13258,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623104,,BAO_0000218,2037.0,
13259,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623105,,BAO_0000218,,
13260,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623106,,BAO_0000218,,
13261,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623107,,BAO_0000218,948.0,
13262,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623108,,BAO_0000218,160.0,
13263,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623109,,BAO_0000218,2113.0,
13264,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623110,,BAO_0000218,2107.0,
13265,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623111,,BAO_0000218,2048.0,
13266,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625060,,BAO_0000218,2385.0,
13267,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625061,,BAO_0000218,1969.0,
13268,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625062,,BAO_0000218,,
13269,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625063,,BAO_0000218,2106.0,
13270,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625064,,BAO_0000218,3126.0,
13271,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625065,,BAO_0000218,10000001.0,
13272,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625066,,BAO_0000218,2037.0,
13273,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625067,,BAO_0000218,,
13274,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625068,,BAO_0000218,,
13275,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622159,,BAO_0000218,948.0,
13276,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622160,,BAO_0000218,160.0,
13277,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622161,,BAO_0000218,2113.0,
13278,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622162,,BAO_0000218,2048.0,
13279,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622163,,BAO_0000218,2385.0,
13280,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622313,,BAO_0000218,1969.0,
13281,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622314,,BAO_0000218,,
13282,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622315,,BAO_0000218,2106.0,
13283,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622316,,BAO_0000218,3126.0,
13284,Intermediate,,,A,N,50212,1,1,,CHEMBL877486,,BAO_0000218,,
13285,Autocuration,,,A,U,22224,0,1,,CHEMBL622317,,BAO_0000019,,
13286,Autocuration,,,A,U,22224,0,1,,CHEMBL622318,,BAO_0000019,,
13287,Autocuration,,,A,U,22224,0,1,,CHEMBL622319,,BAO_0000019,,
13288,Autocuration,,,A,U,22224,0,1,,CHEMBL622320,,BAO_0000019,,
13289,Autocuration,,,A,U,22224,0,1,,CHEMBL622321,,BAO_0000019,,
13290,Autocuration,,,A,U,22224,0,1,,CHEMBL622322,,BAO_0000019,,
13291,Autocuration,,,A,U,22224,0,1,,CHEMBL622323,,BAO_0000019,,
13292,Intermediate,,,A,N,50597,1,1,,CHEMBL622324,,BAO_0000218,,
13293,Intermediate,,,A,N,50588,1,1,,CHEMBL622325,,BAO_0000218,1088.0,
13294,Intermediate,,,A,N,50588,1,1,,CHEMBL622326,,BAO_0000218,1088.0,
13295,Intermediate,,,A,N,50588,1,1,,CHEMBL877487,,BAO_0000218,1088.0,
13296,Intermediate,,,A,N,50588,1,1,,CHEMBL622327,,BAO_0000218,1088.0,
13297,Intermediate,,,A,N,50588,1,1,,CHEMBL622328,,BAO_0000218,1088.0,
13298,Intermediate,,,A,N,50588,1,1,,CHEMBL622329,,BAO_0000218,1088.0,
13299,Intermediate,,,A,N,50588,1,1,,CHEMBL622330,,BAO_0000218,1088.0,
13300,Intermediate,,,A,N,50588,1,1,,CHEMBL622331,,BAO_0000218,1088.0,
13301,Intermediate,,,A,N,50588,1,1,,CHEMBL622332,,BAO_0000218,1088.0,
13302,Intermediate,,,A,N,50588,1,1,,CHEMBL622333,,BAO_0000218,1088.0,
13303,Autocuration,,,A,U,22224,0,1,,CHEMBL627658,,BAO_0000218,1088.0,
13304,Autocuration,,,A,U,22224,0,1,,CHEMBL630428,,BAO_0000218,1088.0,
13305,Autocuration,,,A,U,22224,0,1,,CHEMBL630429,,BAO_0000218,1088.0,
13306,Autocuration,,,A,U,22224,0,1,,CHEMBL630430,,BAO_0000218,1088.0,
13307,Autocuration,,,A,U,22224,0,1,,CHEMBL630431,,BAO_0000218,1088.0,
13308,Intermediate,,,A,N,50597,1,1,,CHEMBL630432,,BAO_0000218,1088.0,
13309,Intermediate,,,A,N,50597,1,1,,CHEMBL630433,,BAO_0000218,1088.0,
13310,Intermediate,,,A,N,50597,1,1,,CHEMBL630434,,BAO_0000218,1088.0,
13311,Intermediate,,,A,N,50597,1,1,,CHEMBL629372,,BAO_0000218,1088.0,
13312,Intermediate,,,A,N,50597,1,1,,CHEMBL629553,,BAO_0000218,1088.0,
13313,Intermediate,,,A,N,50597,1,1,,CHEMBL629554,,BAO_0000218,1088.0,
13314,Intermediate,,,A,N,50597,1,1,,CHEMBL874447,,BAO_0000218,1088.0,
13315,Intermediate,,,A,N,50597,1,1,,CHEMBL629555,,BAO_0000218,1088.0,
13316,Intermediate,,,A,N,50597,1,1,,CHEMBL629556,,BAO_0000218,1088.0,
13317,Intermediate,,,A,N,50597,1,1,,CHEMBL629557,,BAO_0000218,1088.0,
13318,Intermediate,,,A,N,50597,1,1,,CHEMBL629558,,BAO_0000218,1088.0,
13319,Intermediate,,,A,N,50597,1,1,,CHEMBL629559,,BAO_0000218,1088.0,
13320,Intermediate,,,A,N,50597,1,1,,CHEMBL629560,,BAO_0000218,1088.0,
13321,Intermediate,,,A,N,50588,1,1,,CHEMBL629561,,BAO_0000218,1088.0,
13322,Intermediate,,,A,N,50588,1,1,,CHEMBL629562,,BAO_0000218,1088.0,
13323,Intermediate,,,A,N,50588,1,1,,CHEMBL629563,,BAO_0000218,1088.0,
13324,Intermediate,,,A,N,50588,1,1,,CHEMBL629564,,BAO_0000218,1088.0,
13325,Intermediate,,,A,N,50588,1,1,,CHEMBL629565,,BAO_0000218,1088.0,
13326,Intermediate,,,A,N,50588,1,1,,CHEMBL629566,,BAO_0000218,1088.0,
13327,Intermediate,,,A,N,50588,1,1,,CHEMBL629567,,BAO_0000218,1088.0,
13328,Intermediate,,,A,N,50588,1,1,,CHEMBL629568,,BAO_0000218,1088.0,
13329,Intermediate,,,A,N,50588,1,1,,CHEMBL629569,,BAO_0000218,1088.0,
13330,Intermediate,,,A,N,50588,1,1,,CHEMBL629570,,BAO_0000218,1088.0,
13331,Autocuration,,,A,U,22224,0,1,,CHEMBL629571,,BAO_0000218,1088.0,
13332,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629572,,BAO_0000218,,
13333,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629573,,BAO_0000218,,
13334,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629574,,BAO_0000218,,
13335,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629575,,BAO_0000218,,
13336,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL874448,,BAO_0000218,,
13337,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629576,,BAO_0000218,,
13338,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629577,,BAO_0000218,,
13339,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629578,,BAO_0000218,,
13340,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629579,,BAO_0000218,,
13341,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL882958,,BAO_0000218,,
13342,Intermediate,In vivo,,A,N,50505,1,1,,CHEMBL629580,,BAO_0000218,,
13343,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629581,,BAO_0000218,,
13344,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL629582,,BAO_0000218,,
13345,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL628522,,BAO_0000218,,
13346,Intermediate,In vivo,,A,N,100712,1,1,,CHEMBL625432,,BAO_0000218,,
13347,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625433,,BAO_0000218,,
13348,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625434,,BAO_0000218,1969.0,
13349,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625435,,BAO_0000218,1969.0,
13350,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625436,,BAO_0000218,,
13351,Intermediate,In vivo,,A,N,100710,1,1,,CHEMBL874588,,BAO_0000218,,
13352,Intermediate,In vivo,,A,N,50594,1,1,,CHEMBL625437,,BAO_0000218,,
13353,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625438,,BAO_0000218,,
13354,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625439,,BAO_0000218,,
13355,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625440,,BAO_0000218,,
13356,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625441,,BAO_0000218,,
13357,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625442,,BAO_0000218,,
13358,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625443,,BAO_0000218,,
13359,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625444,,BAO_0000218,,
13360,Intermediate,In vivo,,A,N,50594,1,1,,CHEMBL625445,,BAO_0000218,,
13361,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL625446,,BAO_0000218,,
13362,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL882960,,BAO_0000218,,
13363,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL625447,,BAO_0000218,,
13364,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL625448,,BAO_0000218,,
13365,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL625449,,BAO_0000218,,
13366,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL874589,,BAO_0000218,,
13367,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL625450,,BAO_0000218,,
13368,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL625451,,BAO_0000218,,
13369,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626584,,BAO_0000218,,
13370,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626585,,BAO_0000218,,
13371,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626586,,BAO_0000218,,
13372,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626587,,BAO_0000218,,
13373,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626588,,BAO_0000218,,
13374,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626589,,BAO_0000218,,
13375,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626590,,BAO_0000218,,
13376,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626591,,BAO_0000218,,
13377,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL627181,,BAO_0000218,,
13378,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL628083,,BAO_0000218,,
13379,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL628084,,BAO_0000218,,
13380,Expert,In vivo,,F,N,50064,1,1,,CHEMBL628085,,BAO_0000218,,
13381,Expert,In vivo,,F,N,50545,1,1,,CHEMBL628086,,BAO_0000218,,
13382,Autocuration,In vivo,,F,U,22224,0,1,,CHEMBL628087,,BAO_0000218,,
13383,Intermediate,In vivo,,A,N,50594,1,1,,CHEMBL628088,,BAO_0000218,,
13384,Autocuration,In vivo,,B,U,22224,0,1,,CHEMBL628089,,BAO_0000218,,
13385,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL628090,,BAO_0000218,,
13386,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL628091,,BAO_0000218,,
13387,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL628092,,BAO_0000218,,
13388,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL628093,,BAO_0000218,,
13389,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL875607,,BAO_0000218,,
13390,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625710,,BAO_0000218,,
13391,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625711,,BAO_0000218,,
13392,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625712,,BAO_0000218,,
13393,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625713,,BAO_0000218,,
13394,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL625714,,BAO_0000218,,
13395,Intermediate,In vivo,,A,N,50797,1,1,,CHEMBL625715,,BAO_0000218,,
13396,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625716,,BAO_0000218,,
13397,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625717,,BAO_0000218,,
13398,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625718,,BAO_0000218,,
13399,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625719,,BAO_0000218,,
13400,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625720,,BAO_0000218,,
13401,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625721,,BAO_0000218,,
13402,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625722,,BAO_0000218,,
13403,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625723,,BAO_0000218,,
13404,Intermediate,In vivo,,A,N,50545,1,1,,CHEMBL625724,,BAO_0000218,,
13405,Intermediate,In vivo,,A,N,50545,1,1,,CHEMBL625725,,BAO_0000218,,
13406,Intermediate,In vivo,,A,N,50545,1,1,,CHEMBL625726,,BAO_0000218,,
13407,Intermediate,In vivo,,A,N,50545,1,1,,CHEMBL875608,,BAO_0000218,,
13408,Intermediate,In vivo,,A,N,50545,1,1,,CHEMBL625727,,BAO_0000218,,
13409,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625728,,BAO_0000218,1088.0,
13410,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625729,,BAO_0000218,,
13411,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625730,,BAO_0000218,,
13412,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL625731,,BAO_0000218,1088.0,
13413,Autocuration,In vivo,,A,U,22224,0,1,,CHEMBL626417,,BAO_0000218,1088.0,
13414,Intermediate,In vivo,,A,N,50587,1,1,,CHEMBL626418,,BAO_0000218,1088.0,
13415,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626419,,BAO_0000218,1088.0,
13416,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL626592,,BAO_0000218,1969.0,
13417,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626593,,BAO_0000218,1969.0,
13418,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626594,,BAO_0000218,,
13419,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL625035,,BAO_0000218,,
13420,Autocuration,In vitro,,A,U,22224,0,1,,CHEMBL625036,,BAO_0000019,,
13421,Autocuration,,,P,U,22229,0,1,,CHEMBL625037,,BAO_0000100,,
13422,Autocuration,,,P,U,22229,0,1,,CHEMBL625038,,BAO_0000100,,
13423,Autocuration,,,P,U,22229,0,1,,CHEMBL625039,,BAO_0000100,,
13424,Autocuration,,,P,U,22229,0,1,,CHEMBL625040,,BAO_0000100,,
13425,Autocuration,,,P,U,22229,0,1,,CHEMBL625041,,BAO_0000100,,
13426,Autocuration,,,P,U,22229,0,1,,CHEMBL625042,,BAO_0000100,,
13427,Autocuration,,,A,U,22224,0,1,,CHEMBL874411,,BAO_0000019,,
13428,Autocuration,,,A,U,22224,0,1,,CHEMBL625043,,BAO_0000019,,
13429,Autocuration,,,P,U,22229,0,1,,CHEMBL625044,,BAO_0000100,,
13430,Autocuration,,,A,U,22224,0,1,,CHEMBL625045,,BAO_0000019,,
13431,Autocuration,,,P,U,22229,0,1,,CHEMBL625046,,BAO_0000100,,
13432,Autocuration,,,P,U,22229,0,1,,CHEMBL625047,,BAO_0000100,,
13433,Autocuration,,,P,U,22229,0,1,,CHEMBL625048,,BAO_0000100,,
13434,Autocuration,,,P,U,22229,0,1,,CHEMBL625049,,BAO_0000100,,
13435,Autocuration,,,P,U,22229,0,1,,CHEMBL625050,,BAO_0000100,,
13436,Autocuration,,,P,U,22229,0,1,,CHEMBL625051,,BAO_0000100,,
13437,Autocuration,,,P,U,22229,0,1,,CHEMBL874412,,BAO_0000100,,
13438,Autocuration,,,P,U,22229,0,1,,CHEMBL625052,,BAO_0000100,,
13439,Autocuration,,,P,U,22229,0,1,,CHEMBL625053,,BAO_0000100,,
13440,Autocuration,,,A,U,22224,0,1,,CHEMBL623250,,BAO_0000019,,
13441,Autocuration,,,A,U,22224,0,1,,CHEMBL623251,,BAO_0000019,,
13442,Autocuration,,,A,U,22224,0,1,,CHEMBL623252,,BAO_0000019,,
13443,Autocuration,,,A,U,22224,0,1,,CHEMBL623253,,BAO_0000019,,
13444,Autocuration,,,A,U,22224,0,1,,CHEMBL623254,,BAO_0000019,,
13445,Autocuration,,,A,U,22224,0,1,,CHEMBL623255,,BAO_0000019,,
13446,Autocuration,,,A,U,22224,0,1,,CHEMBL626831,,BAO_0000019,,
13447,Autocuration,,,A,U,22224,0,1,,CHEMBL877494,,BAO_0000019,,
13448,Autocuration,,,A,U,22224,0,1,,CHEMBL626832,,BAO_0000019,,
13449,Autocuration,,,A,U,22224,0,1,,CHEMBL626833,,BAO_0000019,,
13450,Autocuration,,,P,U,22224,0,1,,CHEMBL626834,,BAO_0000100,,
13451,Autocuration,,,A,U,22224,0,1,,CHEMBL626835,,BAO_0000019,,
13452,Autocuration,,,A,U,22224,0,1,,CHEMBL626836,,BAO_0000019,,
13453,Autocuration,,,P,U,22229,0,1,,CHEMBL626837,,BAO_0000100,,
13454,Autocuration,,,A,U,22224,0,1,,CHEMBL626838,,BAO_0000019,,
13455,Autocuration,,,P,U,22224,0,1,,CHEMBL626839,,BAO_0000100,,
13456,Autocuration,,,A,U,22224,0,1,,CHEMBL626840,,BAO_0000019,,
13457,Autocuration,,,A,U,22224,0,1,,CHEMBL626841,,BAO_0000019,,
13458,Autocuration,,,A,U,22224,0,1,,CHEMBL626842,,BAO_0000219,,
13459,Autocuration,,,A,U,22224,0,1,,CHEMBL626843,,BAO_0000219,,
13460,Intermediate,,,A,N,50597,1,1,,CHEMBL626844,,BAO_0000218,,
13461,Intermediate,,,A,N,50597,1,1,,CHEMBL877495,,BAO_0000218,,
13462,Intermediate,,,A,N,50597,1,1,,CHEMBL626845,,BAO_0000218,,
13463,Intermediate,,,A,N,50597,1,1,,CHEMBL626846,,BAO_0000218,,
13464,Intermediate,,,A,N,50597,1,1,,CHEMBL626847,,BAO_0000218,,
13465,Intermediate,,,A,N,50597,1,1,,CHEMBL628677,,BAO_0000218,,
13466,Intermediate,,,A,N,50597,1,1,,CHEMBL628678,,BAO_0000218,,
13467,Autocuration,,,A,U,22224,0,1,,CHEMBL628679,,BAO_0000019,,
13468,Autocuration,,,A,U,22224,0,1,,CHEMBL628680,,BAO_0000019,,
13469,Autocuration,,,A,U,22224,0,1,,CHEMBL628681,,BAO_0000019,,
13470,Autocuration,,,A,U,22224,0,1,,CHEMBL628682,,BAO_0000019,,
13471,Autocuration,,,A,U,22224,0,1,,CHEMBL628683,,BAO_0000019,,
13472,Intermediate,,,A,N,50597,1,1,,CHEMBL628684,,BAO_0000218,,
13473,Autocuration,,,P,U,22229,0,1,,CHEMBL877501,,BAO_0000100,,
13474,Autocuration,,,P,U,22224,0,1,,CHEMBL628685,,BAO_0000100,,
13475,Intermediate,,,A,N,50597,1,1,,CHEMBL628686,,BAO_0000218,178.0,
13476,Intermediate,,,A,N,50597,1,1,,CHEMBL628687,,BAO_0000218,178.0,
13477,Intermediate,,,A,N,50597,1,1,,CHEMBL628688,,BAO_0000218,,
13478,Intermediate,,,A,N,50597,1,1,,CHEMBL628689,,BAO_0000218,,
13479,Intermediate,,,A,N,50597,1,1,,CHEMBL628690,,BAO_0000218,2107.0,
13480,Intermediate,,,A,N,50597,1,1,,CHEMBL629363,,BAO_0000218,2107.0,
13481,Intermediate,,,A,N,50597,1,1,,CHEMBL629364,,BAO_0000218,2106.0,
13482,Intermediate,,,A,N,50597,1,1,,CHEMBL629365,,BAO_0000218,2106.0,
13483,Intermediate,,,A,N,50597,1,1,,CHEMBL629366,,BAO_0000218,,
13484,Intermediate,,,A,N,50597,1,1,,CHEMBL629367,,BAO_0000218,1088.0,
13485,Intermediate,,,A,N,50597,1,1,,CHEMBL629368,,BAO_0000218,1988.0,
13486,Intermediate,,,A,N,50597,1,1,,CHEMBL877502,,BAO_0000218,1088.0,
13487,Intermediate,,,A,N,50594,1,1,,CHEMBL629369,,BAO_0000218,2037.0,
13488,Intermediate,,,A,N,50594,1,1,,CHEMBL629370,,BAO_0000218,955.0,
13489,Autocuration,,,A,U,22224,0,1,,CHEMBL629371,,BAO_0000218,1088.0,
13490,Autocuration,,,A,U,22224,0,1,,CHEMBL626276,,BAO_0000218,1088.0,
13491,Autocuration,,,A,U,22224,0,1,,CHEMBL626277,,BAO_0000218,1088.0,
13492,Autocuration,,,A,U,22224,0,1,,CHEMBL631250,,BAO_0000218,1088.0,
13493,Intermediate,,,A,N,50597,1,1,,CHEMBL631251,,BAO_0000218,1088.0,
13494,Intermediate,,,A,N,50597,1,1,,CHEMBL631252,,BAO_0000218,1088.0,
13495,Intermediate,,,A,N,50597,1,1,,CHEMBL631253,,BAO_0000218,1088.0,
13496,Intermediate,,,A,N,50597,1,1,,CHEMBL631254,,BAO_0000218,1088.0,
13497,Intermediate,,,A,N,50597,1,1,,CHEMBL631255,,BAO_0000218,1088.0,
13498,Intermediate,,,A,N,50597,1,1,,CHEMBL631256,,BAO_0000218,1088.0,
13499,Intermediate,,,A,N,50597,1,1,,CHEMBL631257,,BAO_0000218,1088.0,
13500,Intermediate,,,A,N,50597,1,1,,CHEMBL628009,,BAO_0000218,1088.0,
13501,Intermediate,,,A,N,50597,1,1,,CHEMBL628010,,BAO_0000218,1088.0,
13502,Intermediate,,,A,N,50597,1,1,,CHEMBL628011,,BAO_0000218,1088.0,
13503,Intermediate,,,A,N,50597,1,1,,CHEMBL628012,,BAO_0000218,1088.0,
13504,Intermediate,,,A,N,50597,1,1,,CHEMBL628013,,BAO_0000218,1088.0,
13505,Intermediate,,,A,N,50597,1,1,,CHEMBL628014,,BAO_0000218,1088.0,
13506,Intermediate,,,A,N,50588,1,1,,CHEMBL628015,,BAO_0000218,1088.0,
13507,Intermediate,,,A,N,50588,1,1,,CHEMBL628016,,BAO_0000218,1088.0,
13508,Intermediate,,,A,N,50588,1,1,,CHEMBL874461,,BAO_0000218,1088.0,
13509,Intermediate,,,A,N,50588,1,1,,CHEMBL628017,,BAO_0000218,1088.0,
13510,Intermediate,,,A,N,50588,1,1,,CHEMBL628018,,BAO_0000218,1088.0,
13511,Intermediate,,,A,N,50588,1,1,,CHEMBL628019,,BAO_0000218,1088.0,
13512,Intermediate,,,A,N,50588,1,1,,CHEMBL628020,,BAO_0000218,1088.0,
13513,Intermediate,,,A,N,50588,1,1,,CHEMBL628021,,BAO_0000218,1088.0,
13514,Intermediate,,,A,N,50588,1,1,,CHEMBL628022,,BAO_0000218,1088.0,
13515,Intermediate,,,A,N,50588,1,1,,CHEMBL628023,,BAO_0000218,1088.0,
13516,Autocuration,,,A,U,22224,0,1,,CHEMBL628024,,BAO_0000218,1088.0,
13517,Autocuration,,,A,U,22224,0,1,,CHEMBL628025,,BAO_0000218,1088.0,
13518,Autocuration,,,A,U,22224,0,1,,CHEMBL628026,,BAO_0000218,1088.0,
13519,Autocuration,,,A,U,22224,0,1,,CHEMBL628027,,BAO_0000218,1088.0,
13520,Autocuration,,,A,U,22224,0,1,,CHEMBL628028,,BAO_0000218,1088.0,
13521,Intermediate,,,A,N,50597,1,1,,CHEMBL628029,,BAO_0000218,1088.0,
13522,Intermediate,,,A,N,50597,1,1,,CHEMBL628030,,BAO_0000218,1088.0,
13523,Intermediate,,,A,N,50597,1,1,,CHEMBL628031,,BAO_0000218,1088.0,
13524,Intermediate,,,A,N,50597,1,1,,CHEMBL628032,,BAO_0000218,1088.0,
13525,Intermediate,,,A,N,50597,1,1,,CHEMBL628033,,BAO_0000218,1088.0,
13526,Intermediate,,,A,N,50597,1,1,,CHEMBL628034,,BAO_0000218,1088.0,
13527,Intermediate,,,A,N,50597,1,1,,CHEMBL628035,,BAO_0000218,1088.0,
13528,Intermediate,,,A,N,50597,1,1,,CHEMBL628036,,BAO_0000218,1088.0,
13529,Intermediate,,,A,N,50597,1,1,,CHEMBL874462,,BAO_0000218,1088.0,
13530,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL628037,,BAO_0000218,,
13531,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL628123,,BAO_0000218,,
13532,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL628124,,BAO_0000218,,
13533,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL628125,,BAO_0000218,,
13534,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL628126,,BAO_0000218,,
13535,Intermediate,In vivo,,A,N,50588,1,1,,CHEMBL628127,,BAO_0000218,,
