fsclr,rgnstnsb-clss,fstcprcnt,sctrnm,sctrprcnt,thsss(mrkr),prgrmmngprcss(nw),prjctnmbr,brnchnm,sctnd,rgnstnd,mntspnt,rgnlprgrm(mrkr),rtcprcnt,cfl(mrkr),cntnntd,ndgnssss(mrkr),rgnstnnm,gndrqlt(mrkr),dvsnd,chldrnsss(mrkr),fndcntrd,cntrrgnprcnt,ntdmnt(prjct-lvlbdgt),pbtp,trddvlpmnt(mrkr),bdvrst(mrkr),rbnsss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),rgnstntp,rgnstnclss,cntnntnm,prjctbrwsrcntrd,cntrrgnd,cntrrgnnm,sctrd
2009/2010,NGO,1.0,Education facilities and training,0.2,0,Uncoded: Pre-APP,S064265002,KFM Partnership for Develop. Innovation,S6213,1007009,16000.0,0,0.0,0,1,0,Fondation Ha�ti Partage,2,D6211,0,6108,1.0,210000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,11120
2009/2010,NGO,1.0,Teacher training,0.15,0,Uncoded: Pre-APP,S064265002,KFM Partnership for Develop. Innovation,S6213,1007009,12000.0,0,0.0,0,1,0,Fondation Ha�ti Partage,2,D6211,0,6108,1.0,210000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,11130
2009/2010,NGO,1.0,Primary education,0.3,0,Uncoded: Pre-APP,S064265002,KFM Partnership for Develop. Innovation,S6213,1007009,24000.0,0,0.0,0,1,0,Fondation Ha�ti Partage,2,D6211,0,6108,1.0,210000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,11220
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.25,0,Uncoded: Pre-APP,S064265002,KFM Partnership for Develop. Innovation,S6213,1007009,20000.0,0,0.0,0,1,0,Fondation Ha�ti Partage,2,D6211,0,6108,1.0,210000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,11230
2009/2010,NGO,1.0,Democratic participation and civil society,0.05,0,Uncoded: Pre-APP,S064265002,KFM Partnership for Develop. Innovation,S6213,1007009,4000.0,0,0.0,0,1,0,Fondation Ha�ti Partage,2,D6211,0,6108,1.0,210000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,15150
2009/2010,UNIVERSITY,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064270001,KFM Partnership for Develop. Innovation,S6222,1002921,74105.0,0,0.0,0,1,0,Saint Mary's University International Activities Office,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,COLLEGE,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064276001,KFM Partnership for Develop. Innovation,S6222,1005723,83203.0,0,0.0,0,1,0,Nova Scotia Community College,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,INTERNATIONAL NGO,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064285001,KFM Partnership for Develop. Innovation,S6222,1000475,14349.0,0,0.0,0,1,0,Secr�tariat International de l'eau International Secretariat for Water,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064291001,KFM Partnership for Develop. Innovation,S6222,1002364,21927.0,0,0.0,0,1,0,M�decins du Monde Canada,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,UMBRELLA ORGANIZATION,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064292001,KFM Partnership for Develop. Innovation,S6222,1004597,8400.0,0,0.0,0,1,0,Manitoba Council for International Cooperation,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064296001,KFM Partnership for Develop. Innovation,S6222,1001498,8400.0,0,0.0,0,1,0,Global Vision Junior Team Canada,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,COLLEGE,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064297001,KFM Partnership for Develop. Innovation,S6222,1005746,67999.66,0,0.0,0,1,0,Vanier College Financial Services,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064299001,KFM Partnership for Develop. Innovation,S6222,1007850,55473.0,0,0.0,0,1,0,Nelson Mandela Children's Fund (Canada),0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,UMBRELLA ORGANIZATION,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064300001,KFM Partnership for Develop. Innovation,S6222,1003461,2184.0,0,0.0,0,1,0,Saskatchewan Council for International Cooperation,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064301001,KFM Partnership for Develop. Innovation,S6222,1014576,3844.43,0,0.0,0,1,0,Evangelical International Crusades Canada (International Teams),0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064309001,KFM Partnership for Develop. Innovation,S6222,1010762,41774.0,0,0.0,0,1,0,Child and Youth Friendly Ottawa,0,D6220,0,6132,1.0,94750.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064310001,KFM Partnership for Develop. Innovation,S6222,1006093,52634.86,0,0.0,0,1,0,Canadian Women for Women in Afghanistan,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,COLLEGE,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064311001,KFM Partnership for Develop. Innovation,S6222,1005734,22428.64,0,0.0,0,1,0,College of the Rockies,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,COLLEGE,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064328001,KFM Partnership for Develop. Innovation,S6222,1005696,2815.0,0,0.0,0,1,0,The Humber College Institute of Technology and Advanced Learning,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.6,0,Uncoded: Pre-APP,S064329002,KFM Partnership for Develop. Innovation,S6212,1002115,105599.4,0,0.0,0,2,0,Nova Scotia Gambia Association,3,D6211,0,6161,1.0,367448.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GM,GM,Gambia,11230
2009/2010,NGO,1.0,STD control including HIV/AIDS,0.2,0,Uncoded: Pre-APP,S064329002,KFM Partnership for Develop. Innovation,S6212,1002115,35199.8,0,0.0,0,2,0,Nova Scotia Gambia Association,3,D6211,0,6161,1.0,367448.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GM,GM,Gambia,13040
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064329002,KFM Partnership for Develop. Innovation,S6212,1002115,35199.8,0,0.0,0,2,0,Nova Scotia Gambia Association,3,D6211,0,6161,1.0,367448.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GM,GM,Gambia,15150
2009/2010,UNIVERSITY,0.0,Promotion of development awareness,1.0,0,Uncoded: Pre-APP,S064338001,KFM Partnership for Develop. Innovation,S6222,1009371,40405.0,0,0.0,0,1,0,University of Manitoba,0,D6220,0,6132,1.0,0.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,1.0,Early childhood education,1.0,0,Uncoded: Pre-APP,S064354002,KFM Partnership for Develop. Innovation,S6213,1014295,100501.0,0,0.0,0,3,0,Women's Empowerment International Foundation,2,D6211,1,6108,1.0,259234.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,PK,PK,Pakistan,11240
2009/2010,UNIVERSITY,1.0,Primary education,0.15,0,Uncoded: Pre-APP,S064359001,KFM Partnership for Develop. Innovation,S6213,1001013,42920.82375,0,0.0,0,2,0,Universit� de Montr�al Unit� de sant� internationale (USI),0,D6211,0,6108,0.5,2999116.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,11220
2009/2010,UNIVERSITY,1.0,Higher education,0.7,0,Uncoded: Pre-APP,S064359001,KFM Partnership for Develop. Innovation,S6213,1001013,200297.1775,0,0.0,0,2,0,Universit� de Montr�al Unit� de sant� internationale (USI),0,D6211,0,6108,0.5,2999116.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,11420
2009/2010,UNIVERSITY,1.0,Basic nutrition,0.15,0,Uncoded: Pre-APP,S064359001,KFM Partnership for Develop. Innovation,S6213,1001013,42920.82375,0,0.0,0,2,0,Universit� de Montr�al Unit� de sant� internationale (USI),0,D6211,0,6108,0.5,2999116.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,12240
2009/2010,UNIVERSITY,1.0,Primary education,0.15,0,Uncoded: Pre-APP,S064359001,KFM Partnership for Develop. Innovation,S6213,1001013,42920.82375,0,0.0,0,2,0,Universit� de Montr�al Unit� de sant� internationale (USI),0,D6211,0,6108,0.5,2999116.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,11220
2009/2010,UNIVERSITY,1.0,Higher education,0.7,0,Uncoded: Pre-APP,S064359001,KFM Partnership for Develop. Innovation,S6213,1001013,200297.1775,0,0.0,0,2,0,Universit� de Montr�al Unit� de sant� internationale (USI),0,D6211,0,6108,0.5,2999116.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,11420
2009/2010,UNIVERSITY,1.0,Basic nutrition,0.15,0,Uncoded: Pre-APP,S064359001,KFM Partnership for Develop. Innovation,S6213,1001013,42920.82375,0,0.0,0,2,0,Universit� de Montr�al Unit� de sant� internationale (USI),0,D6211,0,6108,0.5,2999116.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BJ,BJ,Benin,12240
2009/2010,COLLEGE,1.0,Agricultural development,1.0,0,Uncoded: Pre-APP,S064360001,KFM Partnership for Develop. Innovation,S6213,1001672,469559.0,0,0.0,0,2,0,Nova Scotia Agricultural College,0,D6211,0,6108,1.0,3000000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ET,ET,Ethiopia,31120
2009/2010,UNIVERSITY,1.0,Advanced technical and managerial training,1.0,0,Uncoded: Pre-APP,S064361001,KFM Partnership for Develop. Innovation,S6213,1002921,161446.45,0,0.0,0,3,0,Saint Mary's University International Activities Office,0,D6211,0,6108,1.0,2018135.05,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,11430
2009/2010,UNIVERSITY,1.0,Higher education,1.0,0,Uncoded: Pre-APP,S064362001,KFM Partnership for Develop. Innovation,S6213,1002984,319395.0,0,0.0,0,2,0,University of Regina Financial Services,1,D6211,0,6108,1.0,2407873.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,11420
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1066.664,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,5333.32,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,CM,CM,Cameroon,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1066.664,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,CM,CM,Cameroon,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,CM,CM,Cameroon,15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,5333.32,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,CM,CM,Cameroon,31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GH,GH,Ghana,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1333.33,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GH,GH,Ghana,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GH,GH,Ghana,15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,6666.65,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GH,GH,Ghana,31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1066.664,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,5333.32,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1333.33,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,6666.65,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1333.33,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,6666.65,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1066.664,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,5333.32,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,NG,NG,Nigeria,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1333.33,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,NG,NG,Nigeria,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,NG,NG,Nigeria,15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,6666.65,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,NG,NG,Nigeria,31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1333.33,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,6666.65,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1333.33,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2666.66,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,15150
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,6666.65,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.1,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,31181
2009/2010,NGO,1.0,Basic life skills for youth and adults,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ZM,ZM,Zambia,11230
2009/2010,NGO,1.0,Health personnel development,0.1,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,1066.664,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ZM,ZM,Zambia,12281
2009/2010,NGO,1.0,Democratic participation and civil society,0.2,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,2133.328,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ZM,ZM,Zambia,15150
