assays_assay_id,assays_assay_organism,assays_confidence_score,assays_assay_type,assays_assay_cell_type,assays_src_id,assays_description,assays_tid,assays_assay_tax_id,assays_assay_subcellular_fraction,assays_variant_id,assays_chembl_id,assays_doc_id,assays_tissue_id,assays_cell_id,assays_src_assay_id,assays_assay_tissue,assays_relationship_type,assays_curated_by,assays_bao_format
8169,Rattus norvegicus,1,A,,1,Biodistribution in rat muscle in the presence of NCA Gd/0.01 M lip,50597,10116.0,,,CHEMBL621276,9866,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
8170,Rattus norvegicus,1,A,,1,Biodistribution in rat muscle in the presence of NCAGd/0.01 M lig,50597,10116.0,,,CHEMBL621277,9866,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
8171,Rattus norvegicus,1,A,,1,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 2 hr,50597,10116.0,,,CHEMBL621278,9866,160.0,,,Intestine,N,Intermediate,BAO_0000218
8172,Rattus norvegicus,1,A,,1,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 6 hr,50597,10116.0,,,CHEMBL621279,9866,160.0,,,Intestine,N,Intermediate,BAO_0000218
8173,Rattus norvegicus,1,A,,1,Biodistribution in rat s. intestine in the presence of NCA (No carrier added),50597,10116.0,,,CHEMBL621280,9866,160.0,,,Intestine,N,Intermediate,BAO_0000218
8174,Rattus norvegicus,1,A,,1,Biodistribution in rat spleen in the presence of 0.01 M GdDTPA-BDP,50597,10116.0,,,CHEMBL621281,9866,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8175,Rattus norvegicus,1,A,,1,Biodistribution in rat spleen in the presence of 0.05 M Gd/0.15 M lig; ND=No data,50597,10116.0,,,CHEMBL621282,9866,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8176,Rattus norvegicus,1,A,,1,Biodistribution in rat spleen in the presence of 0.05 M GdDTPA-BDP; ND=No data,50597,10116.0,,,CHEMBL621283,9866,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8177,Rattus norvegicus,1,A,,1,Biodistribution in rat spleen in the presence of 0.10 M GdDTPA-BDP,50597,10116.0,,,CHEMBL621284,9866,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8178,Rattus norvegicus,1,A,,1,Biodistribution in rat spleen in the presence of 50 Gd/kg at 15 min,50597,10116.0,,,CHEMBL621285,9866,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8179,Rattus norvegicus,1,A,,1,Biodistribution in rat spleen in the presence of 50 Gd/kg at 2 hr,50597,10116.0,,,CHEMBL621286,9866,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8180,Rattus norvegicus,1,A,,1,Biodistribution in rat spleen in the presence of 50 Gd/kg at 6 hr,50597,10116.0,,,CHEMBL623220,9866,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8181,Rattus norvegicus,1,A,,1,Biodistribution in rat spleen in the presence of NCA Gd/0.01 M lip,50597,10116.0,,,CHEMBL623221,9866,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8182,Rattus norvegicus,1,A,,1,Biodistribution in rat spleen in the presence of NCAGd/0.01 M lig,50597,10116.0,,,CHEMBL876029,9866,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8183,Rattus norvegicus,1,A,,1,Biodistribution in rat stomach in the presence of 50 Gd/kg at 15 min,50597,10116.0,,,CHEMBL623222,9866,945.0,,,Stomach,N,Intermediate,BAO_0000218
8184,Rattus norvegicus,1,A,,1,Biodistribution in rat stomach in the presence of 50 Gd/kg at 2 hr,50597,10116.0,,,CHEMBL623223,9866,945.0,,,Stomach,N,Intermediate,BAO_0000218
8185,Rattus norvegicus,1,A,,1,Biodistribution in rat stomach in the presence of 50 Gd/kg at 6 h; ND=No data,50597,10116.0,,,CHEMBL621445,9866,945.0,,,Stomach,N,Intermediate,BAO_0000218
8186,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat blood was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621446,13950,178.0,,,Blood,N,Intermediate,BAO_0000218
8187,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat blood was reported at 1 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621447,13950,178.0,,,Blood,N,Intermediate,BAO_0000218
8188,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat blood was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619681,13950,178.0,,,Blood,N,Intermediate,BAO_0000218
8189,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat blood was reported at 24 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619682,13950,178.0,,,Blood,N,Intermediate,BAO_0000218
8190,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat blood was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619683,13950,178.0,,,Blood,N,Intermediate,BAO_0000218
8191,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat brain was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619684,13950,955.0,,,Brain,N,Intermediate,BAO_0000218
8192,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat brain was reported at 1 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619685,13950,955.0,,,Brain,N,Intermediate,BAO_0000218
8193,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat brain was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619686,13950,955.0,,,Brain,N,Intermediate,BAO_0000218
8194,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat brain was reported at 24 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619687,13950,955.0,,,Brain,N,Intermediate,BAO_0000218
8195,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat brain was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619688,13950,955.0,,,Brain,N,Intermediate,BAO_0000218
8196,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat heart was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619689,13950,948.0,,,Heart,N,Intermediate,BAO_0000218
8197,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat heart was reported at 1 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619690,13950,948.0,,,Heart,N,Intermediate,BAO_0000218
8198,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat heart was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619691,13950,948.0,,,Heart,N,Intermediate,BAO_0000218
8199,Rattus norvegicus,1,A,,1,Terminal phase volume of distribution was measured in rat after an iv dose of 1 mg/kg,50597,10116.0,,,CHEMBL619692,6062,,,,,N,Intermediate,BAO_0000218
8200,Rattus norvegicus,1,A,,1,Apparent volume of the central plasma compartment (Vc) of compound determined in rat after iv administration at a dose of 10 mg/kg,50597,10116.0,,,CHEMBL619693,3598,,,,,N,Expert,BAO_0000218
8201,Rattus norvegicus,1,A,,1,Vc value after IV dose at a dose of 5 mg/kg in rats.,50597,10116.0,,,CHEMBL619694,1908,,,,,N,Intermediate,BAO_0000218
8202,Rattus norvegicus,1,A,,1,Apparent volume of distribution at 10 mg/kg in rat upon intravenous administration,50597,10116.0,,,CHEMBL619695,17596,,,,,N,Intermediate,BAO_0000218
8203,Rattus norvegicus,1,A,,1,Compound was evaluated for pharmacokinetic parameter volume of distribution,50597,10116.0,,,CHEMBL619696,4891,,,,,N,Intermediate,BAO_0000218
8204,Rattus norvegicus,1,A,,1,Compound was evaluated for volume of distribution in rat,50597,10116.0,,,CHEMBL619697,740,,,,,N,Intermediate,BAO_0000218
8205,Rattus norvegicus,1,A,,1,Steady state volume distribution was determined; steady state(ss),50597,10116.0,,,CHEMBL619698,16366,,,,,N,Intermediate,BAO_0000218
8206,Rattus norvegicus,1,A,,1,Steady state volume of distribution after iv administration to rats,50597,10116.0,,,CHEMBL619699,3364,,,,,N,Intermediate,BAO_0000218
8207,Rattus norvegicus,1,A,,1,Steady state volume of distribution dosing at 3 mg/kg iv,50597,10116.0,,,CHEMBL619700,2552,,,,,N,Intermediate,BAO_0000218
8208,Rattus norvegicus,1,A,,1,The compound was evaluated for volume of distribution in rat,50597,10116.0,,,CHEMBL619701,406,,,,,N,Intermediate,BAO_0000218
8209,Rattus norvegicus,1,A,,1,The compound was tested for volume of distribution in rat,50597,10116.0,,,CHEMBL619702,12500,,,,,N,Intermediate,BAO_0000218
8210,Rattus norvegicus,1,A,,1,The compound was tested for volume of distribution in rat at dose of 3-10 mgkg,50597,10116.0,,,CHEMBL620335,12500,,,,,N,Intermediate,BAO_0000218
8211,Rattus norvegicus,1,A,,1,Volume distribution (VD) after oral administration in rat,50597,10116.0,,,CHEMBL620336,5656,,,,,N,Intermediate,BAO_0000218
8212,Rattus norvegicus,1,A,,1,Volume distribution of compound in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,50597,10116.0,,,CHEMBL620337,17671,,,,,N,Intermediate,BAO_0000218
8213,Rattus norvegicus,1,A,,1,Volume distribution in rat,50597,10116.0,,,CHEMBL620520,1094,,,,,N,Intermediate,BAO_0000218
8214,Rattus norvegicus,1,A,,1,Volume distribution in rat,50597,10116.0,,,CHEMBL620521,5833,,,,,N,Intermediate,BAO_0000218
8215,Rattus norvegicus,1,A,,1,Volume distribution in rat after peroral administration at 10 mg/kg,50597,10116.0,,,CHEMBL875825,5939,,,,,N,Intermediate,BAO_0000218
8216,Rattus norvegicus,1,A,,1,Volume distribution in rat after peroral administration at 5 mg/kg,50597,10116.0,,,CHEMBL620522,5939,,,,,N,Intermediate,BAO_0000218
8217,Rattus norvegicus,1,A,,1,Volume distribution was evaluated after i.v. administration in rat at a dose of 1 mg/kg,50597,10116.0,,,CHEMBL620523,6005,,,,,N,Intermediate,BAO_0000218
8218,Rattus norvegicus,1,A,,1,Volume of distribution in rat.,50597,10116.0,,,CHEMBL620524,1696,,,,,N,Intermediate,BAO_0000218
8219,Rattus norvegicus,1,A,,1,Volume of distribution in rat,50597,10116.0,,,CHEMBL620525,6672,,,,,N,Intermediate,BAO_0000218
8220,Rattus norvegicus,1,A,,1,Volume of distribution in rat,50597,10116.0,,,CHEMBL620526,6673,,,,,N,Intermediate,BAO_0000218
8221,Rattus norvegicus,1,A,,1,Volume of distribution in rat by iv administration,50597,10116.0,,,CHEMBL620527,5871,,,,,N,Intermediate,BAO_0000218
8222,Rattus norvegicus,1,A,,1,Volume of distribution in rats,50597,10116.0,,,CHEMBL620528,6803,,,,,N,Intermediate,BAO_0000218
8223,Rattus norvegicus,1,A,,1,Volume of distribution was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,50597,10116.0,,,CHEMBL620529,5199,,,,,N,Intermediate,BAO_0000218
8224,Rattus norvegicus,1,A,,1,Volume distribution at the dose of 2 mg/kg in rat,50597,10116.0,,,CHEMBL620530,4727,,,,,N,Intermediate,BAO_0000218
8225,Rattus norvegicus,1,A,,1,Steady state volume of distribution was determined,50597,10116.0,,,CHEMBL620531,16367,,,,,N,Intermediate,BAO_0000218
8226,Macaca mulatta,0,A,,1,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,22224,9544.0,,,CHEMBL620532,5005,,,,,U,Intermediate,BAO_0000218
8227,Rattus norvegicus,0,A,,1,Compound was tested for its plasma volume distribution in Sprague Dawley rats,22224,10116.0,,,CHEMBL620533,5005,,,,,U,Intermediate,BAO_0000218
8228,Rattus norvegicus,0,A,,1,Compound was tested for its plasma volume distribution in Sprague Dawley rats; ND is not determined,22224,10116.0,,,CHEMBL620534,5005,,,,,U,Intermediate,BAO_0000218
8229,Rattus norvegicus,1,A,,1,Mean (%CV) PK parameters for Vdss(mL/kg).,50597,10116.0,,,CHEMBL620535,15765,,,,,N,Intermediate,BAO_0000218
8230,Rattus norvegicus,1,A,,1,Pharmacokinetic parameter Vdss was determined at 2 mg/kg i.v. dose in rats,50597,10116.0,,,CHEMBL875826,2792,,,,,N,Intermediate,BAO_0000218
8231,Rattus norvegicus,1,A,,1,Pharmacokinetic parameter Vdss was determined at 5 mg/kg i.v. dose in rats,50597,10116.0,,,CHEMBL620536,2792,,,,,N,Intermediate,BAO_0000218
8232,Rattus norvegicus,1,A,,1,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,50597,10116.0,,,CHEMBL620537,5334,,,,,N,Intermediate,BAO_0000218
8233,Rattus norvegicus,1,A,,1,Pharmacokinetic parameter volume of distribution was reported in Sprague-Dawley rat; ND=Not determined,50597,10116.0,,,CHEMBL618526,5334,,,,,N,Intermediate,BAO_0000218
8234,Rattus norvegicus,1,A,,1,Pharmacokinetic property (Vdss) for the compound (5 mg/kg iv) was determined in rats,50597,10116.0,,,CHEMBL618527,5739,,,,,N,Intermediate,BAO_0000218
8235,Rattus norvegicus,1,A,,1,Pharmacokinetic property (Vdss) in rat,50597,10116.0,,,CHEMBL618528,5789,,,,,N,Intermediate,BAO_0000218
8236,Rattus norvegicus,1,A,,1,Pharmacokinetic property (vdss) was measured in rat,50597,10116.0,,,CHEMBL618529,4239,,,,,N,Intermediate,BAO_0000218
8237,Rattus norvegicus,1,A,,1,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in rat,50597,10116.0,,,CHEMBL618530,4709,,,,,N,Intermediate,BAO_0000218
8238,Rattus norvegicus,1,A,,1,Volume of distribution in rat,50597,10116.0,,,CHEMBL618531,6642,,,,,N,Intermediate,BAO_0000218
8239,Rattus norvegicus,1,A,,1,The pharmacokinetic parameter volume of distribution in vivo in rats,50597,10116.0,,,CHEMBL618532,5247,,,,,N,Intermediate,BAO_0000218
8240,Rattus norvegicus,1,F,,1,Vdss at a dose of 4 mg/kg in Rat Plasma after iv administration,50597,10116.0,,,CHEMBL618533,17720,,,,,N,Intermediate,BAO_0000218
8241,Rattus norvegicus,1,A,,1,Vdss in rat i.v. at 2 mg/kg concentration,50597,10116.0,,,CHEMBL618534,17686,,,,,N,Intermediate,BAO_0000218
8242,Rattus norvegicus,1,A,,1,Volume distribution after intravenous administration (1 mg/kg) in rat,50597,10116.0,,,CHEMBL618535,4689,,,,,N,Intermediate,BAO_0000218
8243,Rattus norvegicus,1,A,,1,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,50597,10116.0,,,CHEMBL618536,5654,,,,,N,Intermediate,BAO_0000218
8244,Rattus norvegicus,1,A,,1,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,50597,10116.0,,,CHEMBL618537,5654,,,,,N,Intermediate,BAO_0000218
8245,Rattus norvegicus,1,A,,1,Volume distribution at a dose of 10 uM/kg in rat was determined,50597,10116.0,,,CHEMBL618538,4527,,,,,N,Intermediate,BAO_0000218
8246,Rattus norvegicus,1,A,,1,Volume distribution in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,50597,10116.0,,,CHEMBL618539,4521,,,,,N,Intermediate,BAO_0000218
8247,Rattus norvegicus,1,A,,1,Volume distribution was calculated in rat,50597,10116.0,,,CHEMBL618540,6057,,,,,N,Intermediate,BAO_0000218
8248,Rattus norvegicus,1,A,,1,Volume distribution was determined,50597,10116.0,,,CHEMBL618541,5510,,,,,N,Intermediate,BAO_0000218
8249,Rattus norvegicus,1,A,,1,Volume of distribution after intravenous administration was evaluated in rat,50597,10116.0,,,CHEMBL618542,2938,,,,,N,Intermediate,BAO_0000218
8250,Rattus norvegicus,1,A,,1,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,50597,10116.0,,,CHEMBL622544,6679,,,,,N,Intermediate,BAO_0000218
8251,Rattus norvegicus,1,A,,1,"Volume of distribution at steady state was determined in rats at 10 mg/kg, p.o. dose; n/a: not applicable",50597,10116.0,,,CHEMBL622545,6685,,,,,N,Intermediate,BAO_0000218
8252,Rattus norvegicus,1,A,,1,"Volume of distribution at steady state was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",50597,10116.0,,,CHEMBL622546,6685,,,,,N,Intermediate,BAO_0000218
8253,Rattus norvegicus,1,A,,1,"Volume of distribution at steady state was determined in rats at 2 mg/kg, i.v. dose",50597,10116.0,,,CHEMBL622547,6685,,,,,N,Intermediate,BAO_0000218
8254,Rattus norvegicus,1,A,,1,Volume of distribution in steady state was determined in rat,50597,10116.0,,,CHEMBL622548,5145,,,,,N,Intermediate,BAO_0000218
8255,Rattus norvegicus,1,A,,1,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration,50597,10116.0,,,CHEMBL622549,6467,,,,,N,Intermediate,BAO_0000218
8256,Rattus norvegicus,1,A,,1,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,50597,10116.0,,,CHEMBL622550,6467,,,,,N,Intermediate,BAO_0000218
8257,Mus musculus,1,A,,1,Compound was evaluated for area under curve when administered through oral route to mouse,50594,10090.0,,,CHEMBL622551,15115,,,,,N,Intermediate,BAO_0000218
8258,Rattus norvegicus,1,A,,1,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,50597,10116.0,,,CHEMBL622552,8758,,,,,N,Intermediate,BAO_0000218
8259,Rattus norvegicus,1,A,,1,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,50597,10116.0,,,CHEMBL622553,8758,,,,,N,Intermediate,BAO_0000218
8260,,0,F,,1,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,22224,,,,CHEMBL622554,8267,,,,,U,Autocuration,BAO_0000218
8261,Canis lupus familiaris,1,A,,1,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,50588,9615.0,,,CHEMBL622555,8267,,,,,N,Intermediate,BAO_0000218
8262,Mus musculus,1,A,,1,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,50594,10090.0,,,CHEMBL622556,14239,,,,,N,Intermediate,BAO_0000218
8263,Mus musculus,1,A,,1,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,50594,10090.0,,,CHEMBL622557,14239,,,,,N,Intermediate,BAO_0000218
8264,Mus musculus,1,A,,1,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,50594,10090.0,,,CHEMBL622558,10754,178.0,,,Blood,N,Intermediate,BAO_0000218
8265,Mus musculus,1,A,,1,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,50594,10090.0,,,CHEMBL622559,10754,178.0,,,Blood,N,Intermediate,BAO_0000218
8266,Canis lupus familiaris,1,A,,1,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,50588,9615.0,,,CHEMBL622560,10754,,,,,N,Intermediate,BAO_0000218
8267,Rattus norvegicus,1,A,,1,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,50597,10116.0,,,CHEMBL622561,14681,,,,,N,Intermediate,BAO_0000218
8268,Rattus norvegicus,1,A,,1,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,50597,10116.0,,,CHEMBL622562,14681,,,,,N,Intermediate,BAO_0000218
8269,Rattus norvegicus,1,A,,1,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,50597,10116.0,,,CHEMBL622563,14681,,,,,N,Intermediate,BAO_0000218
8270,,0,A,,1,Concentration of compound in Central nervous system,22224,,,,CHEMBL622564,13118,,,,,U,Autocuration,BAO_0000019
8271,,0,A,,1,Concentration of compound in Central nervous system; Not detectable,22224,,,,CHEMBL622565,13118,,,,,U,Autocuration,BAO_0000019
8272,Mus musculus,1,A,,1,"Concentration of diester in the blood, following oral administration in mice",50594,10090.0,,,CHEMBL622566,13318,,,,,N,Intermediate,BAO_0000218
8273,Mus musculus,1,A,,1,"Concentration of monoester in the blood, following oral administration in mice",50594,10090.0,,,CHEMBL624515,13318,,,,,N,Intermediate,BAO_0000218
8274,Mus musculus,1,A,,1,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,50594,10090.0,,,CHEMBL624516,13318,,,,,N,Intermediate,BAO_0000218
8275,,0,A,,1,Evaluated for Pharmacokinetic property: Area under the curve,22224,,,,CHEMBL624517,15692,,,,,U,Autocuration,BAO_0000019
8276,Mus musculus,1,A,,1,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,50594,10090.0,,,CHEMBL624518,14839,,,,,N,Intermediate,BAO_0000218
8277,Macaca fascicularis,1,A,,1,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,100710,9541.0,,,CHEMBL624519,14839,,,,,N,Intermediate,BAO_0000218
8278,Macaca fascicularis,1,A,,1,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,100710,9541.0,,,CHEMBL624520,14839,,,,,N,Intermediate,BAO_0000218
8279,Macaca fascicularis,1,A,,1,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,100710,9541.0,,,CHEMBL624521,14839,,,,,N,Intermediate,BAO_0000218
8280,Macaca fascicularis,1,A,,1,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,100710,9541.0,,,CHEMBL624522,14839,,,,,N,Intermediate,BAO_0000218
8281,Macaca fascicularis,1,A,,1,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,100710,9541.0,,,CHEMBL624523,14839,,,,,N,Intermediate,BAO_0000218
8282,Macaca fascicularis,1,A,,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",100710,9541.0,,,CHEMBL624409,14839,,,,,N,Intermediate,BAO_0000218
8283,Macaca fascicularis,1,A,,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",100710,9541.0,,,CHEMBL624410,14839,,,,,N,Intermediate,BAO_0000218
8284,Macaca fascicularis,1,A,,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",100710,9541.0,,,CHEMBL624411,14839,,,,,N,Intermediate,BAO_0000218
8285,Macaca fascicularis,1,A,,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",100710,9541.0,,,CHEMBL623531,14839,,,,,N,Intermediate,BAO_0000218
8286,Macaca fascicularis,1,A,,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",100710,9541.0,,,CHEMBL623532,14839,,,,,N,Intermediate,BAO_0000218
8287,Macaca fascicularis,1,A,,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",100710,9541.0,,,CHEMBL623533,14839,,,,,N,Intermediate,BAO_0000218
8288,Macaca fascicularis,1,A,,1,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",100710,9541.0,,,CHEMBL623534,14839,,,,,N,Intermediate,BAO_0000218
8289,Mus musculus,1,A,,1,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,50594,10090.0,,,CHEMBL623535,14839,,,,,N,Intermediate,BAO_0000218
8290,Mus musculus,1,A,,1,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,50594,10090.0,,,CHEMBL623536,14839,,,,,N,Intermediate,BAO_0000218
8291,Mus musculus,1,A,,1,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,50594,10090.0,,,CHEMBL623537,14839,,,,,N,Intermediate,BAO_0000218
8292,Mus musculus,1,A,,1,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,50594,10090.0,,,CHEMBL623538,14839,,,,,N,Intermediate,BAO_0000218
8293,Mus musculus,1,A,,1,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,50594,10090.0,,,CHEMBL623539,14839,,,,,N,Intermediate,BAO_0000218
8294,Mus musculus,1,A,,1,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,50594,10090.0,,,CHEMBL623540,14839,,,,,N,Intermediate,BAO_0000218
8295,Mus musculus,1,A,,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",50594,10090.0,,,CHEMBL623541,14839,,,,,N,Intermediate,BAO_0000218
8296,Mus musculus,1,A,,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",50594,10090.0,,,CHEMBL623542,14839,,,,,N,Intermediate,BAO_0000218
8297,Mus musculus,1,A,,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",50594,10090.0,,,CHEMBL623543,14839,,,,,N,Intermediate,BAO_0000218
8298,Mus musculus,1,A,,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",50594,10090.0,,,CHEMBL623544,14839,,,,,N,Intermediate,BAO_0000218
8299,Mus musculus,1,A,,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",50594,10090.0,,,CHEMBL623545,14839,,,,,N,Intermediate,BAO_0000218
8300,Mus musculus,1,A,,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",50594,10090.0,,,CHEMBL623546,14839,,,,,N,Intermediate,BAO_0000218
8301,Rattus norvegicus,1,A,,1,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,50597,10116.0,,,CHEMBL623547,5408,1969.0,,,Plasma,N,Intermediate,BAO_0000218
8302,Rattus norvegicus,1,A,,1,High i.v. clearance in Dawley rats,50597,10116.0,,,CHEMBL623548,6827,,,,,N,Intermediate,BAO_0000218
8303,Rattus norvegicus,1,A,,1,In vitro clearance in rat liver microsomes,50597,10116.0,Microsomes,,CHEMBL623549,17538,2107.0,,,Liver,N,Intermediate,BAO_0000218
8304,Rattus norvegicus,1,A,,1,Intrinsic clearance in rat liver microsomes was determined,50597,10116.0,Microsomes,,CHEMBL623550,6331,2107.0,,,Liver,N,Intermediate,BAO_0000218
