nome,attore_id,cognome,film_id
OLYMPIA,171,PFEIFFER,560
LUCILLE,20,TRACY,146
CATE,128,MCQUEEN,312
PENELOPE,1,GUINESS,506
BEN,83,WILLIS,519
ALBERT,146,JOHANSSON,429
CATE,141,HARRIS,380
IAN,155,TANDY,885
RAY,64,JOHANSSON,37
CATE,141,HARRIS,849
VIVIEN,158,BASINGER,894
LUCILLE,138,DEE,885
TOM,38,MCKELLEN,111
BOB,19,FAWCETT,428
JADA,142,RYDER,371
SIDNEY,105,CROWE,915
BETTE,6,NICHOLSON,53
MENA,170,HOPPER,27
ED,179,GUINESS,193
JAYNE,62,NEESON,198
HELEN,17,VOIGHT,124
AUDREY,34,OLIVIER,90
ANGELA,144,WITHERSPOON,953
DAN,116,STREEP,492
SANDRA,23,KILMER,855
MORGAN,137,WILLIAMS,224
LUCILLE,138,DEE,61
JOHNNY,5,LOLLOBRIGIDA,411
JAYNE,62,NEESON,707
SPENCER,100,DEPP,642
ED,179,GUINESS,811
WALTER,102,TORN,744
MINNIE,85,ZELLWEGER,421
CAMERON,111,ZELLWEGER,359
GRETA,157,MALDEN,326
SANDRA,30,PECK,53
ED,179,GUINESS,291
SANDRA,23,KILMER,804
GARY,73,PENN,823
WOODY,82,JOLIE,978
CHRISTOPHER,91,BERRY,859
MAE,79,HOFFMAN,267
TOM,38,MCKELLEN,353
RIVER,143,DEAN,878
GARY,51,PHOENIX,627
RENEE,117,TRACY,831
OLYMPIA,171,PFEIFFER,219
FRED,16,COSTNER,177
JOE,9,SWANK,191
JENNIFER,4,DAVIS,712
GRETA,130,KEITEL,57
ANNE,49,CRONYN,195
PENELOPE,54,PINKETT,764
KENNETH,94,TORN,540
HARVEY,161,HOPE,655
BURT,36,DUKAKIS,231
GRETA,157,MALDEN,183
RUSSELL,149,TEMPLE,905
WILL,168,WILSON,959
AL,165,GARLAND,473
RIVER,143,DEAN,706
WHOOPI,140,HURT,258
TOM,38,MCKELLEN,501
MATTHEW,181,CARREY,625
CHRISTIAN,61,NEESON,518
DEBBIE,182,AKROYD,845
MORGAN,137,WILLIAMS,390
ADAM,132,HOPPER,987
CARY,77,MCCONAUGHEY,458
VIVIEN,14,BERGEN,759
RAY,64,JOHANSSON,646
BEN,83,WILLIS,529
CAMERON,63,WRAY,981
CHRIS,98,BRIDGES,734
NICK,44,STALLONE,58
MAE,79,HOFFMAN,230
JOHN,192,SUVARI,708
BURT,75,POSEY,547
JUDE,57,CRUISE,34
DARYL,129,CRAWFORD,348
MENA,53,TEMPLE,937
CUBA,118,ALLEN,41
LISA,178,MONROE,34
CHRISTOPHER,163,WEST,30
HARVEY,161,HOPE,920
OPRAH,162,KILMER,612
RIP,26,CRAWFORD,241
LUCILLE,20,TRACY,977
REESE,45,KILMER,714
HELEN,17,VOIGHT,606
KENNETH,69,PALTROW,877
KARL,12,BERRY,91
CARMEN,52,HUNT,517
GARY,51,PHOENIX,990
GENE,96,WILLIS,832
JESSICA,67,BAILEY,144
ALBERT,146,JOHANSSON,372
ALEC,29,WAYNE,296
KARL,12,BERRY,540
CAMERON,111,ZELLWEGER,608
JAYNE,62,NEESON,457
SUSAN,110,DAVIS,801
JUDY,35,DEAN,589
KEVIN,25,BLOOM,21
JEFF,180,SILVERSTONE,869
ZERO,11,CAGE,567
PENELOPE,1,GUINESS,939
GRETA,157,MALDEN,535
ED,179,GUINESS,27
ELLEN,93,PRESLEY,768
VAL,37,BOLGER,122
RUSSELL,112,BACALL,322
BEN,83,WILLIS,263
RUSSELL,112,BACALL,565
AL,165,GARLAND,737
JULIA,47,BARRYMORE,351
FAY,55,KILMER,403
DUSTIN,59,TAUTOU,210
KEVIN,127,GARLAND,354
UMA,13,WOOD,524
ALAN,173,DREYFUSS,491
HARRISON,115,BALE,49
MEG,97,HAWKE,437
CAMERON,24,STREEP,3
SCARLETT,81,DAMON,178
DARYL,95,WAHLBERG,353
ALAN,173,DREYFUSS,757
PARKER,46,GOLDBERG,836
HARRISON,115,BALE,966
DEBBIE,182,AKROYD,864
JUDY,35,DEAN,914
MERYL,154,GIBSON,802
DUSTIN,59,TAUTOU,72
BURT,75,POSEY,780
WALTER,102,TORN,194
CHRISTIAN,10,GABLE,716
RICHARD,133,PENN,635
JENNIFER,4,DAVIS,798
VIVIEN,158,BASINGER,830
GINA,107,DEGENERES,973
GRACE,7,MOSTEL,806
OPRAH,162,KILMER,85
DAN,18,TORN,944
PENELOPE,104,CRONYN,739
RUSSELL,149,TEMPLE,178
KIRK,43,JOVOVICH,377
JAMES,84,PITT,574
JAYNE,150,NOLTE,962
KIRK,43,JOVOVICH,147
GARY,51,PHOENIX,420
NICK,44,STALLONE,937
RIVER,143,DEAN,830
BEN,152,HARRIS,611
RUSSELL,149,TEMPLE,193
BURT,193,TEMPLE,291
TOM,42,MIRANDA,502
JULIA,27,MCQUEEN,873
DUSTIN,59,TAUTOU,772
MILLA,74,KEITEL,834
BURT,75,POSEY,143
RITA,135,REYNOLDS,719
KENNETH,94,TORN,428
WOODY,28,HOFFMAN,263
BELA,196,WALKEN,541
MILLA,74,KEITEL,203
JAMES,84,PITT,479
IAN,155,TANDY,768
NATALIE,50,HOPKINS,732
EWAN,139,GOODING,90
LUCILLE,20,TRACY,717
WILL,168,WILSON,438
ROCK,188,DUKAKIS,396
KARL,12,BERRY,400
MERYL,194,ALLEN,42
MERYL,154,GIBSON,282
SANDRA,23,KILMER,636
KENNETH,169,HOFFMAN,372
KENNETH,69,PALTROW,452
REESE,197,WEST,258
ELLEN,93,PRESLEY,744
MATTHEW,181,CARREY,991
IAN,155,TANDY,941
ROCK,188,DUKAKIS,1
SCARLETT,124,BENING,858
VAL,37,BOLGER,508
WILLIAM,175,HACKMAN,616
FAY,55,KILMER,815
JIM,99,MOSTEL,572
ELLEN,93,PRESLEY,680
RENEE,117,TRACY,423
CATE,141,HARRIS,223
MENA,53,TEMPLE,465
VAL,37,BOLGER,146
JAYNE,150,NOLTE,508
ROCK,188,DUKAKIS,815
CHRISTIAN,58,AKROYD,638
ALBERT,146,JOHANSSON,731
ZERO,11,CAGE,281
WILLIAM,175,HACKMAN,772
ED,179,GUINESS,698
MEG,97,HAWKE,951
MATTHEW,8,JOHANSSON,396
CHRISTIAN,58,AKROYD,48
JADA,142,RYDER,710
MATTHEW,181,CARREY,437
RENEE,117,TRACY,550
CHRISTIAN,58,AKROYD,632
ANGELINA,76,ASTAIRE,709
REESE,45,KILMER,484
HENRY,60,BERRY,376
JENNIFER,4,DAVIS,398
JUDE,57,CRUISE,267
ADAM,132,HOPPER,562
JENNIFER,4,DAVIS,379
KIRSTEN,92,AKROYD,207
GREG,86,CHAPLIN,391
DAN,116,STREEP,451
MINNIE,153,KILMER,756
MORGAN,113,HOPKINS,249
ELVIS,22,MARX,742
JULIA,27,MCQUEEN,85
OLYMPIA,171,PFEIFFER,625
VIVIEN,158,BASINGER,812
LIZA,121,BERGMAN,479
CHRISTIAN,61,NEESON,537
RAY,64,JOHANSSON,572
MORGAN,114,MCDORMAND,237
BEN,83,WILLIS,217
GENE,134,HOPKINS,145
KENNETH,94,TORN,950
WOODY,28,HOFFMAN,14
VIVIEN,14,BERGEN,847
GREG,86,CHAPLIN,752
MORGAN,113,HOPKINS,642
JENNIFER,4,DAVIS,79
ADAM,132,HOPPER,82
MENA,170,HOPPER,184
SCARLETT,81,DAMON,729
DAN,56,HARRIS,593
REESE,45,KILMER,767
HARRISON,115,BALE,391
RICHARD,133,PENN,463
TIM,32,HACKMAN,219
GENE,96,WILLIS,945
FAY,156,WOOD,462
CAMERON,24,STREEP,242
MINNIE,153,KILMER,536
CHRISTIAN,61,NEESON,780
MENA,53,TEMPLE,725
TOM,42,MIRANDA,922
FRANCES,48,DAY-LEWIS,164
KENNETH,94,TORN,320
SANDRA,23,KILMER,419
NICK,166,DEGENERES,622
ANGELA,65,HUDSON,276
JULIANNE,123,DENCH,589
KEVIN,127,GARLAND,157
SEAN,72,WILLIAMS,450
WOODY,82,JOLIE,527
MAE,79,HOFFMAN,727
SALMA,122,NOLTE,76
WOODY,28,HOFFMAN,743
ELLEN,93,PRESLEY,445
MINNIE,85,ZELLWEGER,337
MINNIE,85,ZELLWEGER,290
JOHNNY,5,LOLLOBRIGIDA,503
DAN,116,STREEP,647
SALMA,122,NOLTE,83
RAY,64,JOHANSSON,569
ELVIS,22,MARX,9
JAYNE,195,SILVERSTONE,769
LISA,178,MONROE,974
GRETA,130,KEITEL,43
MICHAEL,185,BOLGER,694
BETTE,6,NICHOLSON,112
JOHNNY,40,CAGE,938
SCARLETT,81,DAMON,59
THORA,200,TEMPLE,958
REESE,197,WEST,531
CHRIS,98,BRIDGES,81
GRETA,157,MALDEN,713
CUBA,15,OLIVIER,445
PARKER,46,GOLDBERG,296
ALBERT,125,NOLTE,497
HENRY,60,BERRY,179
JUDE,57,CRUISE,340
DEBBIE,182,AKROYD,437
WALTER,102,TORN,508
ELLEN,93,PRESLEY,473
GEOFFREY,151,HESTON,634
WOODY,28,HOFFMAN,259
SUSAN,101,DAVIS,941
FRED,16,COSTNER,345
HARRISON,115,BALE,671
KENNETH,69,PALTROW,914
KENNETH,169,HOFFMAN,694
KARL,12,BERRY,37
MORGAN,137,WILLIAMS,304
MILLA,33,PECK,965
KIM,145,ALLEN,457
RIP,26,CRAWFORD,186
JENNIFER,4,DAVIS,909
MICHAEL,174,BENING,442
VIVIEN,14,BERGEN,154
FRANCES,48,DAY-LEWIS,792
HENRY,60,BERRY,85
JADA,142,RYDER,875
RIVER,143,DEAN,687
GENE,96,WILLIS,661
MORGAN,114,MCDORMAND,452
HENRY,60,BERRY,971
DARYL,95,WAHLBERG,52
JODIE,41,DEGENERES,4
ALEC,29,WAYNE,944
SANDRA,23,KILMER,673
WILL,168,WILSON,804
REESE,197,WEST,369
CHARLIZE,89,DENCH,117
JODIE,41,DEGENERES,249
REESE,45,KILMER,416
HARRISON,115,BALE,985
DUSTIN,59,TAUTOU,183
JULIA,27,MCQUEEN,679
ED,136,MANSFIELD,781
CUBA,15,OLIVIER,795
RENEE,187,BALL,98
ANGELINA,76,ASTAIRE,760
EWAN,139,GOODING,529
ROCK,188,DUKAKIS,51
JAYNE,62,NEESON,393
CAMERON,24,STREEP,585
CAMERON,24,STREEP,199
GROUCHO,106,DUNST,241
ALBERT,146,JOHANSSON,945
WARREN,119,JACKMAN,802
GENE,96,WILLIS,58
JON,176,CHASE,872
SANDRA,30,PECK,64
WILLIAM,175,HACKMAN,439
WILL,168,WILSON,841
JULIANNE,123,DENCH,105
MICHAEL,174,BENING,705
RENEE,187,BALL,110
REESE,197,WEST,598
ALBERT,125,NOLTE,367
DAN,116,STREEP,956
JAYNE,150,NOLTE,892
MICHAEL,185,BOLGER,286
RALPH,80,CRUZ,941
DARYL,129,CRAWFORD,640
WILLIAM,175,HACKMAN,977
RENEE,117,TRACY,797
ADAM,71,GRANT,918
PENELOPE,120,MONROE,659
SANDRA,23,KILMER,536
MARY,66,TANDY,769
NICK,2,WAHLBERG,481
CARMEN,52,HUNT,249
MENA,53,TEMPLE,285
RALPH,80,CRUZ,207
DARYL,129,CRAWFORD,166
ALEC,29,WAYNE,812
MARY,198,KEITEL,329
JENNIFER,4,DAVIS,832
KENNETH,169,HOFFMAN,6
JAYNE,62,NEESON,42
KEVIN,127,GARLAND,727
ED,136,MANSFIELD,542
JAYNE,195,SILVERSTONE,359
SPENCER,100,DEPP,944
GENE,177,MCKELLEN,363
SALMA,122,NOLTE,620
OPRAH,162,KILMER,279
VIVIEN,14,BERGEN,370
GREGORY,191,GOODING,420
GREG,86,CHAPLIN,857
CUBA,118,ALLEN,35
HUMPHREY,164,WILLIS,698
CAMERON,24,STREEP,515
CHRISTIAN,10,GABLE,782
SEAN,72,WILLIAMS,405
LISA,178,MONROE,587
FRANCES,48,DAY-LEWIS,134
JEFF,180,SILVERSTONE,811
RUSSELL,149,TEMPLE,992
IAN,155,TANDY,513
JOHNNY,5,LOLLOBRIGIDA,316
WILL,168,WILSON,889
RICHARD,133,PENN,397
RUSSELL,149,TEMPLE,899
FRANCES,126,TOMEI,288
RIP,26,CRAWFORD,682
BURT,36,DUKAKIS,466
ELLEN,93,PRESLEY,280
BETTE,6,NICHOLSON,509
AL,165,GARLAND,833
GENE,134,HOPKINS,624
ED,136,MANSFIELD,808
MORGAN,137,WILLIAMS,14
CAMERON,24,STREEP,277
HARVEY,161,HOPE,269
WALTER,102,TORN,521
DARYL,95,WAHLBERG,329
RENEE,117,TRACY,578
ED,136,MANSFIELD,262
WOODY,28,HOFFMAN,574
WHOOPI,140,HURT,498
MORGAN,113,HOPKINS,525
ANGELA,65,HUDSON,683
CHRISTIAN,61,NEESON,535
SIDNEY,105,CROWE,954
VIVIEN,14,BERGEN,948
JUDE,57,CRUISE,707
SEAN,72,WILLIAMS,865
BURT,75,POSEY,667
KEVIN,127,GARLAND,763
KEVIN,127,GARLAND,286
HUMPHREY,164,WILLIS,23
HUMPHREY,184,GARLAND,615
JULIA,47,BARRYMORE,273
AL,165,GARLAND,375
SIDNEY,105,CROWE,116
KIM,145,ALLEN,893
KEVIN,127,GARLAND,846
JEFF,180,SILVERSTONE,874
CAMERON,111,ZELLWEGER,643
GROUCHO,172,WILLIAMS,744
KIM,145,ALLEN,293
JESSICA,67,BAILEY,766
WOODY,82,JOLIE,33
WALTER,102,TORN,600
BURT,193,TEMPLE,103
MATTHEW,8,JOHANSSON,263
CAMERON,24,STREEP,126
RENEE,117,TRACY,710
JULIA,47,BARRYMORE,924
BEN,152,HARRIS,607
MENA,170,HOPPER,7
WILLIAM,175,HACKMAN,890
GARY,51,PHOENIX,525
MARY,198,KEITEL,450
DAN,56,HARRIS,462
RIVER,143,DEAN,680
WARREN,119,JACKMAN,171
MENA,170,HOPPER,925
RALPH,80,CRUZ,124
RENEE,187,BALL,671
ED,179,GUINESS,769
ADAM,71,GRANT,359
RICHARD,133,PENN,270
WILLIAM,175,HACKMAN,424
VIVIEN,14,BERGEN,688
AUDREY,190,BAILEY,806
FAY,147,WINSLET,957
JOHNNY,40,CAGE,128
VIVIEN,158,BASINGER,637
MICHAEL,185,BOLGER,448
FAY,156,WOOD,53
MINNIE,85,ZELLWEGER,960
LAURENCE,167,BULLOCK,107
ED,179,GUINESS,415
GINA,107,DEGENERES,348
JADA,142,RYDER,759
BURT,193,TEMPLE,80
DAN,56,HARRIS,383
CUBA,118,ALLEN,499
BURT,75,POSEY,645
MARY,66,TANDY,424
ED,136,MANSFIELD,243
HARRISON,115,BALE,52
NATALIE,50,HOPKINS,520
WALTER,102,TORN,810
CATE,128,MCQUEEN,774
DAN,116,STREEP,584
UMA,13,WOOD,817
KIRK,43,JOVOVICH,19
ALBERT,146,JOHANSSON,571
NATALIE,50,HOPKINS,437
GRACE,7,MOSTEL,618
RIP,68,WINSLET,435
BETTE,6,NICHOLSON,451
CAMERON,24,STREEP,178
BURT,36,DUKAKIS,484
GENE,134,HOPKINS,132
UMA,13,WOOD,588
SANDRA,30,PECK,260
MINNIE,85,ZELLWEGER,148
JADA,142,RYDER,139
ADAM,71,GRANT,833
MILLA,33,PECK,878
JIM,99,MOSTEL,490
CATE,128,MCQUEEN,650
BOB,19,FAWCETT,752
RIP,68,WINSLET,386
UMA,13,WOOD,998
TOM,42,MIRANDA,500
WALTER,102,TORN,606
VAL,37,BOLGER,697
KIRSTEN,92,AKROYD,568
ANNE,49,CRONYN,506
DARYL,129,CRAWFORD,962
DUSTIN,59,TAUTOU,689
SCARLETT,81,DAMON,761
HARRISON,115,BALE,428
LAURA,159,BRODY,82
HARVEY,161,HOPE,120
MATTHEW,103,LEIGH,903
THORA,200,TEMPLE,462
FAY,55,KILMER,776
GARY,51,PHOENIX,153
RALPH,80,CRUZ,362
DEBBIE,182,AKROYD,714
KEVIN,127,GARLAND,47
AL,165,GARLAND,659
CAMERON,63,WRAY,893
ALBERT,125,NOLTE,557
KIM,145,ALLEN,641
RUSSELL,183,CLOSE,313
EMILY,148,DEE,718
ED,136,MANSFIELD,300
JUDE,57,CRUISE,592
LUCILLE,20,TRACY,652
FRED,16,COSTNER,269
JUDE,57,CRUISE,393
HENRY,60,BERRY,262
FAY,156,WOOD,349
JOHNNY,40,CAGE,747
LIZA,121,BERGMAN,517
KIRSTEN,21,PALTROW,179
DARYL,129,CRAWFORD,431
ALEC,29,WAYNE,311
ALEC,29,WAYNE,172
JENNIFER,4,DAVIS,691
MATTHEW,181,CARREY,311
CAMERON,111,ZELLWEGER,98
CHRISTOPHER,163,WEST,833
MICHAEL,174,BENING,722
GINA,107,DEGENERES,62
NATALIE,50,HOPKINS,417
VIVIEN,14,BERGEN,856
GARY,51,PHOENIX,63
GINA,107,DEGENERES,454
TOM,38,MCKELLEN,839
KENNETH,94,TORN,76
CAMERON,63,WRAY,944
CAMERON,63,WRAY,517
RIP,68,WINSLET,706
MORGAN,114,MCDORMAND,305
CARY,77,MCCONAUGHEY,442
SUSAN,110,DAVIS,961
HELEN,17,VOIGHT,96
MILLA,33,PECK,737
TIM,32,HACKMAN,669
SPENCER,100,DEPP,513
JENNIFER,4,DAVIS,714
PENELOPE,120,MONROE,63
GRETA,130,KEITEL,981
THORA,200,TEMPLE,537
KARL,12,BERRY,593
CAMERON,63,WRAY,633
CATE,141,HARRIS,207
CATE,128,MCQUEEN,949
JAYNE,62,NEESON,101
HUMPHREY,184,GARLAND,146
JANE,131,JACKMAN,48
CARMEN,52,HUNT,515
SCARLETT,124,BENING,785
JOHN,192,SUVARI,747
ANGELINA,76,ASTAIRE,444
GRETA,157,MALDEN,642
JIM,99,MOSTEL,622
KENNETH,69,PALTROW,720
WOODY,82,JOLIE,188
KIRK,43,JOVOVICH,533
WHOOPI,140,HURT,923
VIVIEN,158,BASINGER,47
CUBA,15,OLIVIER,236
GROUCHO,78,SINATRA,674
CUBA,118,ALLEN,572
RIVER,143,DEAN,613
AUDREY,34,OLIVIER,779
DARYL,129,CRAWFORD,520
VIVIEN,158,BASINGER,869
FRANCES,48,DAY-LEWIS,506
MICHAEL,185,BOLGER,427
JAYNE,150,NOLTE,880
REESE,197,WEST,746
HUMPHREY,184,GARLAND,169
GENE,96,WILLIS,846
ANGELA,144,WITHERSPOON,272
RIP,68,WINSLET,213
RIP,26,CRAWFORD,340
ED,179,GUINESS,976
MARY,66,TANDY,676
CHRISTIAN,58,AKROYD,551
CARY,77,MCCONAUGHEY,538
GREGORY,191,GOODING,969
AUDREY,34,OLIVIER,950
TOM,42,MIRANDA,546
KARL,12,BERRY,513
JON,176,CHASE,320
SYLVESTER,109,DERN,863
RITA,135,REYNOLDS,455
BETTE,6,NICHOLSON,902
TOM,38,MCKELLEN,448
FRANCES,126,TOMEI,860
REESE,45,KILMER,187
KEVIN,25,BLOOM,871
KEVIN,127,GARLAND,613
JESSICA,67,BAILEY,725
MICHAEL,185,BOLGER,265
CHRISTIAN,61,NEESON,766
JAYNE,195,SILVERSTONE,494
MILLA,74,KEITEL,503
CHARLIZE,89,DENCH,306
CHARLIZE,89,DENCH,473
CAMERON,24,STREEP,83
MEG,97,HAWKE,826
UMA,13,WOOD,513
JIM,99,MOSTEL,27
JULIANNE,123,DENCH,480
CHARLIZE,89,DENCH,970
MARY,198,KEITEL,924
CHRISTOPHER,163,WEST,996
CARMEN,52,HUNT,584
CHRIS,160,DEPP,660
JULIA,199,FAWCETT,84
WILLIAM,175,HACKMAN,483
RUSSELL,112,BACALL,728
SCARLETT,124,BENING,997
FRANCES,126,TOMEI,469
JAYNE,62,NEESON,6
GOLDIE,39,BRODY,73
IAN,155,TANDY,785
GRETA,130,KEITEL,702
JAYNE,150,NOLTE,233
HARVEY,161,HOPE,247
JEFF,180,SILVERSTONE,777
SUSAN,101,DAVIS,289
CAMERON,111,ZELLWEGER,603
JAYNE,195,SILVERSTONE,403
ELLEN,93,PRESLEY,678
JOHN,192,SUVARI,677
MARY,198,KEITEL,588
KENNETH,88,PESCI,87
TIM,32,HACKMAN,401
WOODY,82,JOLIE,750
LUCILLE,20,TRACY,243
JEFF,180,SILVERSTONE,847
GROUCHO,172,WILLIAMS,710
ED,179,GUINESS,566
ANGELA,65,HUDSON,735
JULIA,27,MCQUEEN,695
ALBERT,125,NOLTE,175
JON,176,CHASE,303
GROUCHO,172,WILLIAMS,833
GRETA,157,MALDEN,661
HUMPHREY,184,GARLAND,967
DARYL,129,CRAWFORD,391
JADA,142,RYDER,186
MINNIE,153,KILMER,180
ED,179,GUINESS,817
ED,179,GUINESS,931
WARREN,108,NOLTE,278
RENEE,117,TRACY,224
LIZA,121,BERGMAN,297
ED,136,MANSFIELD,229
PENELOPE,104,CRONYN,233
MARY,66,TANDY,226
VAL,37,BOLGER,853
PENELOPE,54,PINKETT,184
DAN,18,TORN,612
ZERO,11,CAGE,205
ALEC,29,WAYNE,436
PARKER,46,GOLDBERG,829
MINNIE,85,ZELLWEGER,475
GRACE,7,MOSTEL,96
KARL,12,BERRY,243
MAE,79,HOFFMAN,753
MINNIE,85,ZELLWEGER,812
KENNETH,69,PALTROW,864
CHARLIZE,89,DENCH,976
GRACE,7,MOSTEL,351
CUBA,189,BIRCH,266
SISSY,31,SOBIESKI,585
MORGAN,113,HOPKINS,921
MERYL,194,ALLEN,67
GENE,177,MCKELLEN,55
MEG,97,HAWKE,358
VIVIEN,158,BASINGER,532
GENE,134,HOPKINS,915
DEBBIE,182,AKROYD,301
CHRISTIAN,10,GABLE,251
PENELOPE,1,GUINESS,635
WARREN,119,JACKMAN,567
GRACE,7,MOSTEL,633
RIP,68,WINSLET,380
SCARLETT,81,DAMON,458
REESE,45,KILMER,680
CAMERON,63,WRAY,249
JAYNE,150,NOLTE,446
AUDREY,190,BAILEY,606
WILL,168,WILSON,115
JESSICA,67,BAILEY,726
CARY,77,MCCONAUGHEY,612
GENE,177,MCKELLEN,683
RENEE,117,TRACY,459
HARVEY,161,HOPE,469
LUCILLE,20,TRACY,54
ANNE,49,CRONYN,709
LISA,178,MONROE,311
KEVIN,25,BLOOM,688
MERYL,194,ALLEN,9
WARREN,119,JACKMAN,570
ALAN,173,DREYFUSS,529
CHRISTIAN,10,GABLE,522
FAY,147,WINSLET,431
JULIA,27,MCQUEEN,540
KEVIN,127,GARLAND,819
HELEN,17,VOIGHT,500
FRANCES,126,TOMEI,370
IAN,155,TANDY,757
JAYNE,195,SILVERSTONE,560
TOM,42,MIRANDA,907
KIRSTEN,92,AKROYD,618
WARREN,108,NOLTE,887
WOODY,82,JOLIE,839
MICHAEL,174,BENING,879
VIVIEN,158,BASINGER,896
RIP,68,WINSLET,205
PENELOPE,120,MONROE,746
LISA,178,MONROE,1000
MENA,170,HOPPER,416
JAYNE,195,SILVERSTONE,962
WOODY,82,JOLIE,306
SANDRA,23,KILMER,449
CHRIS,98,BRIDGES,738
RITA,135,REYNOLDS,41
AL,165,GARLAND,644
JEFF,180,SILVERSTONE,561
LAURENCE,167,BULLOCK,63
MORGAN,137,WILLIAMS,56
JADA,142,RYDER,470
BETTE,6,NICHOLSON,164
MAE,79,HOFFMAN,473
FAY,147,WINSLET,178
WARREN,119,JACKMAN,788
HENRY,60,BERRY,423
NICK,166,DEGENERES,674
RIP,26,CRAWFORD,529
VIVIEN,14,BERGEN,292
KARL,12,BERRY,208
CHRISTIAN,61,NEESON,831
CHRISTIAN,58,AKROYD,460
GARY,51,PHOENIX,678
KIRK,43,JOVOVICH,827
GENE,134,HOPKINS,927
PENELOPE,54,PINKETT,546
WOODY,28,HOFFMAN,508
NICK,44,STALLONE,998
JENNIFER,4,DAVIS,25
SANDRA,23,KILMER,117
KIRSTEN,21,PALTROW,733
KEVIN,127,GARLAND,48
RAY,64,JOHANSSON,469
HARVEY,161,HOPE,749
HELEN,17,VOIGHT,800
NICK,44,STALLONE,176
KENNETH,88,PESCI,170
MINNIE,85,ZELLWEGER,297
CHARLIZE,89,DENCH,103
RIVER,143,DEAN,457
MILLA,74,KEITEL,28
MENA,53,TEMPLE,386
RIP,68,WINSLET,665
ED,3,CHASE,341
MERYL,154,GIBSON,680
THORA,200,TEMPLE,346
JULIA,27,MCQUEEN,771
JULIA,47,BARRYMORE,770
HENRY,60,BERRY,133
CATE,141,HARRIS,863
GENE,96,WILLIS,968
MAE,79,HOFFMAN,32
BURT,193,TEMPLE,953
FRANCES,126,TOMEI,369
CAMERON,111,ZELLWEGER,847
JAYNE,150,NOLTE,270
PENELOPE,54,PINKETT,649
DAN,56,HARRIS,851
MEG,97,HAWKE,342
GOLDIE,39,BRODY,293
GROUCHO,172,WILLIAMS,493
FRED,16,COSTNER,967
MICHAEL,174,BENING,11
SCARLETT,81,DAMON,260
NICK,2,WAHLBERG,357
GINA,107,DEGENERES,796
ANGELA,144,WITHERSPOON,216
HENRY,60,BERRY,222
IAN,155,TANDY,630
NICK,44,STALLONE,896
ANNE,49,CRONYN,729
GROUCHO,78,SINATRA,549
RITA,135,REYNOLDS,35
GINA,107,DEGENERES,112
KENNETH,94,TORN,337
CARMEN,52,HUNT,879
RUSSELL,149,TEMPLE,949
KENNETH,88,PESCI,819
CHRISTIAN,61,NEESON,237
RITA,135,REYNOLDS,170
RUSSELL,183,CLOSE,850
CHRISTIAN,10,GABLE,929
MARY,66,TANDY,928
LAURA,159,BRODY,561
GRETA,130,KEITEL,869
RUSSELL,149,TEMPLE,670
BOB,19,FAWCETT,750
KEVIN,127,GARLAND,771
MORGAN,137,WILLIAMS,688
RUSSELL,183,CLOSE,40
VIVIEN,14,BERGEN,764
RUSSELL,149,TEMPLE,53
TIM,32,HACKMAN,312
JOE,9,SWANK,671
GRETA,130,KEITEL,725
PENELOPE,120,MONROE,691
JOHNNY,5,LOLLOBRIGIDA,172
KIM,145,ALLEN,487
ALAN,173,DREYFUSS,857
RUSSELL,183,CLOSE,636
ZERO,11,CAGE,283
JOE,9,SWANK,873
GROUCHO,106,DUNST,166
SIDNEY,105,CROWE,906
SYLVESTER,109,DERN,753
OPRAH,162,KILMER,500
GINA,107,DEGENERES,534
MORGAN,137,WILLIAMS,254
EWAN,139,GOODING,155
WALTER,102,TORN,34
KIRSTEN,21,PALTROW,253
HARRISON,115,BALE,383
PARKER,46,GOLDBERG,567
WARREN,108,NOLTE,378
MARY,66,TANDY,361
HUMPHREY,164,WILLIS,252
AUDREY,34,OLIVIER,172
WILLIAM,175,HACKMAN,9
JEFF,180,SILVERSTONE,724
NICK,44,STALLONE,604
GROUCHO,106,DUNST,585
ALAN,173,DREYFUSS,921
MERYL,194,ALLEN,88
JAMES,84,PITT,703
GRETA,130,KEITEL,549
MENA,53,TEMPLE,573
REESE,45,KILMER,330
RAY,64,JOHANSSON,471
OPRAH,162,KILMER,415
ALAN,173,DREYFUSS,933
VIVIEN,158,BASINGER,32
EMILY,148,DEE,772
ANGELA,144,WITHERSPOON,396
MARY,198,KEITEL,536
CAMERON,24,STREEP,781
GARY,51,PHOENIX,891
MENA,53,TEMPLE,256
FAY,147,WINSLET,333
ANNE,49,CRONYN,595
ALBERT,125,NOLTE,908
ANNE,49,CRONYN,31
CARY,77,MCCONAUGHEY,245
MARY,66,TANDY,706
GARY,73,PENN,561
GOLDIE,39,BRODY,920
KEVIN,127,GARLAND,710
JOE,9,SWANK,815
JOHN,192,SUVARI,622
DARYL,95,WAHLBERG,431
GRACE,7,MOSTEL,959
MARY,66,TANDY,915
CUBA,15,OLIVIER,541
SYLVESTER,109,DERN,243
ELVIS,22,MARX,491
HELEN,17,VOIGHT,853
JESSICA,67,BAILEY,576
AUDREY,190,BAILEY,682
TOM,42,MIRANDA,320
JAYNE,62,NEESON,688
ELLEN,93,PRESLEY,699
OPRAH,162,KILMER,844
GINA,107,DEGENERES,606
KIRK,43,JOVOVICH,276
SUSAN,110,DAVIS,126
